Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Output Code","Read Out","Number of Sections","Display Characters - Height","Actuator Type","Contact Rating @ Voltage","Contact Material","Contact Finish","Mounting Type","Termination Style","End Caps","Section Width","Panel Cutout Dimensions","Features","Operating Temperature"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M01CNNS-ND,84212M01CNNS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.07400","0","10","Bulk","84212","Active","Decimal","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M01LNNS-ND,84212M01LNNS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.07400","0","10","Bulk","84212","Active","Decimal","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02LNNS-ND,84212M02LNNS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.07400","0","10","Bulk","84212","Active","BCD","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212012-ND,84212012,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.07400","0","10","Bulk","84212","Active","Decimal","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
https://www.ckswitches.com/media/1386/3.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/302119100,%20302319000,%20307119000.jpg",CKN5041-ND,302319000,C&K,SWITCH THUMB BCD COMP 0.1A 120V,0,0,"41.27000","0","1","Bulk","3","Active","BCD Complement","0 ~ 9","1","-","Thumbwheel","0.1A @ 120VAC/28VDC","Copper Alloy","-","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.350"" (8.89mm)","-","-","-40°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84214M03CNNS-ND,84214M03CNNS,Crouzet,SWITCH THUMB BCD COMP 0.1A 250V,0,0,"41.32000","0","10","Bulk","84214","Active","BCD with Complement","0 ~ 9","1","0.160"" (4.06mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/PICOD%20Series.pdf,-,PICOD131ALD-ND,PICOD131ALD,TE Connectivity ALCOSWITCH Switches,SWITCH THUMB BCD 0.4VA 20V,0,0,"41.34400","0","50","Bulk","PICOD","Active","BCD","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.4VA @ 20VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.300"" (7.62mm)","-","-","-10°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84214M02CNNS0.3-ND,84214M02CNNS0.3,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.42200","0","10","Bulk","84214","Active","BCD","0 ~ 3","1","0.160"" (4.06mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84214M02LNNS0.3-ND,84214M02LNNS0.3,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.42200","0","10","Bulk","84214","Active","BCD","0 ~ 3","1","0.160"" (4.06mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.300"" (7.62mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M01CNNS-ND,84211M01CNNS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84211","Active","Decimal","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M01CNRS-ND,84211M01CNRS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84211","Active","Decimal","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M01LNNS-ND,84211M01LNNS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84211","Active","Decimal","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M02CNRS-ND,84211M02CNRS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84211","Active","BCD","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M02LGRS-ND,84211M02LGRS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84211","Active","BCD","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M01CGNS-ND,84212M01CGNS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84212","Active","Decimal","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02CNNS0.7-ND,84212M02CNNS0.7,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84212","Active","BCD","0 ~ 7","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02CNRS1.9-ND,84212M02CNRS1.9,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84212","Active","BCD","1 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.492"" (12.50mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02LNRS-ND,84212M02LNRS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84212","Active","BCD","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M03CNNS-ND,84210M03CNNS,Crouzet,SWITCH THUMB BCD COMP 0.1A 250V,0,0,"41.68700","0","10","Bulk","84210","Active","BCD with Complement","0 ~ 9","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M07CNNS-ND,84211M07CNNS,Crouzet,SWITCH THUMB BCD COMP 0.1A 250V,0,0,"41.68700","0","10","Bulk","84211","Active","BCD Complement","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M10LNNS-ND,84211M10LNNS,Crouzet,SWITCH THUMB 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84211","Active","-","-","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M04LNRSPLSMIN-ND,84212M04LNRSPLSMIN,Crouzet,SWITCH THUMB SPDT 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84212","Active","SPDT","+/-","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M07LNNS-ND,84212M07LNNS,Crouzet,SWITCH THUMB BCD COMP 0.1A 250V,0,0,"41.68700","0","10","Bulk","84212","Active","BCD Complement","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212MB02LNS-ND,84212MB02LNS,Crouzet,SWITCH THUMB 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84212","Active","-","-","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M01CNNS-ND,84213M01CNNS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84213","Active","Decimal","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M01CNRS-ND,84213M01CNRS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84213","Active","Decimal","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M02CNNS-ND,84213M02CNNS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84213","Active","BCD","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M02LNNS-ND,84213M02LNNS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84213","Active","BCD","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M02LNRS-ND,84213M02LNRS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84213","Active","BCD","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M04CNNSPLSMIN-ND,84213M04CNNSPLSMIN,Crouzet,SWITCH THUMB SPDT 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84213","Active","SPDT","+/-","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M07LNNS-ND,84213M07LNNS,Crouzet,SWITCH THUMB BCD COMP 0.1A 250V,0,0,"41.68700","0","10","Bulk","84213","Active","BCD Complement","0 ~ 9","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84213M13CNNS-ND,84213M13CNNS,Crouzet,SWITCH THUMB 0.1A 250V/50V,0,0,"41.68700","0","10","Bulk","84213","Active","-","-","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/SMCD%20Series.pdf,-,SMCD111AK-ND,SMCD111AK,TE Connectivity ALCOSWITCH Switches,SWITCH THUMB DECIMAL 0.4VA 20V,0,0,"42.86000","0","30","Bulk","SMCD","Active","Decimal","0 ~ 9","1","0.193"" (4.90mm)","Pushwheel","0.4VA @ 20VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 80°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M03LGNS-ND,84210M03LGNS,Crouzet,SWITCH THUMB BCD COMP 0.1A 250V,0,0,"43.18700","0","10","Bulk","84210","Active","BCD with Complement","0 ~ 9","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M03LNNS-ND,84210M03LNNS,Crouzet,SWITCH THUMB BCD COMP 0.1A 250V,0,0,"43.18700","0","10","Bulk","84210","Active","BCD with Complement","0 ~ 9","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-25°C ~ 70°C"
https://www.ia.omron.com/data_pdf/cat/a7d_a7dp_ds_e_6_1_csm27.pdf,-,A7D-5106-66-1-ND,A7D-5106-66-1,Omron Electronics Inc-EMC Div,SWITCH THUMBWHEEL,0,0,"43.22300","0","20","Tube","A7D","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M01CNNS-ND,84210M01CNNS,Crouzet,SWITCH THUMB DEC 0.1A 250V/50V,0,0,"44.77800","0","10","Bulk","84210","Active","Decimal","0 ~ 9","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-25°C ~ 70°C"
https://www.ckswitches.com/media/1386/3.pdf,-,303109000-ND,303109000,C&K,SWITCH THUMB BCD 0.1A 120V/28V,0,0,"45.02000","0","1","Bulk","3","Active","BCD","0 ~ 9","1","-","Thumbwheel","0.1A @ 120VAC/28VDC","Copper Alloy","-","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-40°C ~ 65°C"
https://www.ckswitches.com/media/1386/3.pdf,-,303129000-ND,303129000,C&K,SWITCH THUMB BCD 0.1A 120V/28V,0,0,"45.02000","0","1","Bulk","3","Active","BCD","0 ~ 9","1","-","Thumbwheel","0.1A @ 120VAC/28VDC","Copper Alloy","-","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.350"" (8.89mm)","-","-","-40°C ~ 65°C"
https://www.ckswitches.com/media/1386/3.pdf,-,303119000-ND,303119000,C&K,SWITCH THUMB BCD 0.1A 120V/28V,0,0,"45.02000","0","1","Bulk","3","Active","BCD","0 ~ 9","1","-","Thumbwheel","0.1A @ 120VAC/28VDC","Copper Alloy","-","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.350"" (8.89mm)","-","-","-40°C ~ 65°C"
https://www.ckswitches.com/media/1386/3.pdf,-,302329000-ND,302329000,C&K,SWITCH THUMB BCD COMP 0.1A 120V,0,0,"45.02000","0","1","Bulk","3","Active","BCD Complement","0 ~ 9","1","-","Thumbwheel","0.1A @ 120VAC/28VDC","Copper Alloy","-","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.350"" (8.89mm)","-","-","-40°C ~ 65°C"
https://www.ckswitches.com/media/1386/3.pdf,-,302129000-ND,302129000,C&K,SWITCH THUMB BCD 0.1A 120V/28V,0,0,"45.02000","0","1","Bulk","3","Active","BCD","0 ~ 9","1","-","Thumbwheel","0.1A @ 120VAC/28VDC","Copper Alloy","-","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.350"" (8.89mm)","-","-","-40°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M26CNNS-ND,84210M26CNNS,Crouzet,SWITCH THUMB 0.1A 250V/50V,0,0,"45.04300","0","10","Bulk","84210","Active","-","-","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M26LNRS-ND,84210M26LNRS,Crouzet,SWITCH THUMB 0.1A 250V/50V,0,0,"45.04300","0","10","Bulk","84210","Active","-","-","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M29CNNS-ND,84210M29CNNS,Crouzet,SWITCH THUMB HEX 0.1A 250V/50V,0,0,"45.04300","0","10","Bulk","84210","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02CGNS-ND,84212M02CGNS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"45.85800","0","10","Bulk","84212","Active","BCD","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02CNNS-ND,84212M02CNNS,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"45.85800","0","10","Bulk","84212","Active","BCD","0 ~ 9","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
-,-,4-1437603-6-ND,4-1437603-6,TE Connectivity ALCOSWITCH Switches,DPS9SG901=45390,0,0,"45.90400","0","50","-","DPS9","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84210M02CNNS0.1-ND,84210M02CNNS0.1,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.42000","0","10","Bulk","84210","Active","BCD","0 ~ 1","1","0.180"" (4.57mm)","Thumbwheel","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M02CNNS0.1-ND,84211M02CNNS0.1,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.54300","0","10","Bulk","84211","Active","BCD","0 ~ 1","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M02CNNS1.7-ND,84211M02CNNS1.7,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.54300","0","10","Bulk","84211","Active","BCD","1 ~ 7","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M02CNRS0.2-ND,84211M02CNRS0.2,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.54300","0","10","Bulk","84211","Active","BCD","0 ~ 2","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M02LNRS0.2-ND,84211M02LNRS0.2,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.54300","0","10","Bulk","84211","Active","BCD","0 ~ 2","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84211M02LNRS0.5-ND,84211M02LNRS0.5,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.54300","0","10","Bulk","84211","Active","BCD","0 ~ 5","1","0.180"" (4.57mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","Colored Wheel, Red","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02LNNS0.4-ND,84212M02LNNS0.4,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.54300","0","10","Bulk","84212","Active","BCD","0 ~ 4","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/84210-35_Series.pdf,-,84212M02LNNS2.3-ND,84212M02LNNS2.3,Crouzet,SWITCH THUMB BCD 0.1A 250V/50V,0,0,"46.54300","0","10","Bulk","84212","Active","BCD","2 ~ 3","1","0.240"" (6.00mm)","Rocker","0.1A @ 250VAC/50VDC","Copper","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.492"" (12.50mm)","-","-","-25°C ~ 70°C"
