Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit","Switch Function","Contact Rating @ Voltage","Actuator Type","Mounting Type","Actuator Height off PCB, Vertical","Actuator Length, Right Angle","Actuator Orientation","Termination Style","Outline","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Operating Force","Ingress Protection","Features","Operating Temperature"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SM43SMTR.jpg,CKN9112TR-ND,PTS645SM43SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,474000,0,"0.08614","0","1000","Tape & Reel (TR)","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","Blue Actuator","-20°C ~ 60°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SM43SMTR.jpg,CKN9112CT-ND,PTS645SM43SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,475147,0,"0.16000","0","1","Cut Tape (CT)","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","Blue Actuator","-20°C ~ 60°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SM43SMTR.jpg,CKN9112DKR-ND,PTS645SM43SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,475147,0,"Digi-Reel","0","1","Digi-Reel®","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","Blue Actuator","-20°C ~ 60°C"
http://spec_sheets.e-switch.com/specs/P010336.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4620TR-ND,TL3315NF100Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,1060000,0,"0.09715","0","5000","Tape & Reel (TR)","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","100gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010336.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4620CT-ND,TL3315NF100Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,1060767,0,"0.22000","0","1","Cut Tape (CT)","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","100gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010336.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4620DKR-ND,TL3315NF100Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,1060767,0,"Digi-Reel","0","1","Digi-Reel®","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","100gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010337.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4621TR-ND,TL3315NF160Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,110000,0,"0.09715","0","5000","Tape & Reel (TR)","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010337.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4621CT-ND,TL3315NF160Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,113175,0,"0.22000","0","1","Cut Tape (CT)","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010337.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4621DKR-ND,TL3315NF160Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,113175,0,"Digi-Reel","0","1","Digi-Reel®","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010338.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4622TR-ND,TL3315NF250Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,85000,0,"0.09715","0","5000","Tape & Reel (TR)","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","250gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010338.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4622CT-ND,TL3315NF250Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,87847,0,"0.22000","0","1","Cut Tape (CT)","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","250gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010338.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TL3315NF.jpg,EG4622DKR-ND,TL3315NF250Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 15V,87847,0,"Digi-Reel","0","1","Digi-Reel®","TL3315","Active","SPST-NO","Off-Mom","0.05A @ 15VDC","Snap Dome","Surface Mount","0.55mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","250gf","-","-","-20°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825910&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/FSM4JH.JPG,450-1650-ND,1825910-6,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,90164,0,"0.10000","0","1","Bulk","FSMJ","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Through Hole","5.00mm","-","Top Actuated","PC Pin","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","-","-35°C ~ 85°C"
https://www.ckswitches.com/media/1465/kxt3.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_KXT%20Series.jpg,CKN10779TR-ND,KXT 331 LHS,C&K,SWITCH TACTILE SPST-NO 0.02A 15V,42500,0,"0.10882","0","8500","Tape & Reel (TR)","KXT3","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","0.60mm","-","Top Actuated","SMD (SMT) Tab","3.00mm x 2.00mm","Non-Illuminated","-","-","240gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1465/kxt3.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_KXT%20Series.jpg,CKN10779CT-ND,KXT 331 LHS,C&K,SWITCH TACTILE SPST-NO 0.02A 15V,45990,0,"0.25000","0","1","Cut Tape (CT)","KXT3","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","0.60mm","-","Top Actuated","SMD (SMT) Tab","3.00mm x 2.00mm","Non-Illuminated","-","-","240gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1465/kxt3.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_KXT%20Series.jpg,CKN10779DKR-ND,KXT 331 LHS,C&K,SWITCH TACTILE SPST-NO 0.02A 15V,45990,0,"Digi-Reel","0","1","Digi-Reel®","KXT3","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","0.60mm","-","Top Actuated","SMD (SMT) Tab","3.00mm x 2.00mm","Non-Illuminated","-","-","240gf","-","-","-40°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825910&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1825910-7.JPG,450-1804-ND,1825910-7,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,109483,0,"0.11000","0","1","Bulk","FSMJ","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Through Hole","5.00mm","-","Top Actuated","PC Pin","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-35°C ~ 85°C"
https://industrial.panasonic.com/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_6s_th.pdf,//media.digikey.com/photos/Panasonic%20Photos/EVQ-Q%20SMT%20LIGHT%20TOUCH%20SWITCH%203.1MM.jpg,P12932STR-ND,EVQ-Q2B03W,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,46000,0,"0.11124","0","2000","Tape & Reel (TR)","EVQQ2","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","3.10mm","-","Top Actuated","J Lead","6.60mm x 6.00mm","Non-Illuminated","-","-","50gf","-","-","-40°C ~ 85°C"
https://industrial.panasonic.com/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_6s_th.pdf,//media.digikey.com/photos/Panasonic%20Photos/EVQ-Q%20SMT%20LIGHT%20TOUCH%20SWITCH%203.1MM.jpg,P12932SCT-ND,EVQ-Q2B03W,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,47266,0,"0.12000","0","1","Cut Tape (CT)","EVQQ2","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","3.10mm","-","Top Actuated","J Lead","6.60mm x 6.00mm","Non-Illuminated","-","-","50gf","-","-","-40°C ~ 85°C"
https://industrial.panasonic.com/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_6s_th.pdf,//media.digikey.com/photos/Panasonic%20Photos/EVQ-Q%20SMT%20LIGHT%20TOUCH%20SWITCH%203.1MM.jpg,P12932SDKR-ND,EVQ-Q2B03W,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,47266,0,"Digi-Reel","0","1","Digi-Reel®","EVQQ2","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","3.10mm","-","Top Actuated","J Lead","6.60mm x 6.00mm","Non-Illuminated","-","-","50gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SK43SM.jpg,CKN9084TR-ND,PTS645SK43SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,82000,0,"0.11797","0","1000","Tape & Reel (TR)","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 60°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SK43SM.jpg,CKN9084CT-ND,PTS645SK43SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,83129,0,"0.22000","0","1","Cut Tape (CT)","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 60°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SK43SM.jpg,CKN9084DKR-ND,PTS645SK43SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,83129,0,"Digi-Reel","0","1","Digi-Reel®","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 60°C"
http://spec_sheets.e-switch.com/specs/P010468.pdf,//media.digikey.com/Photos/E-Switch%20Photos/MFG_TL3305-Series.jpg,EG5350TR-ND,TL3305AF160QG,E-Switch,SWITCH TACTILE SPST-NO 50MA 12V,58000,0,"0.11900","0","2000","Tape & Reel (TR)","TL3305","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","3.80mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010468.pdf,//media.digikey.com/Photos/E-Switch%20Photos/MFG_TL3305-Series.jpg,EG5350CT-ND,TL3305AF160QG,E-Switch,SWITCH TACTILE SPST-NO 50MA 12V,61534,0,"0.22000","0","1","Cut Tape (CT)","TL3305","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","3.80mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010468.pdf,//media.digikey.com/Photos/E-Switch%20Photos/MFG_TL3305-Series.jpg,EG5350DKR-ND,TL3305AF160QG,E-Switch,SWITCH TACTILE SPST-NO 50MA 12V,61534,0,"Digi-Reel","0","1","Digi-Reel®","TL3305","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","3.80mm","-","Top Actuated","Gull Wing","4.50mm x 4.50mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825910&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/FSM14JH.jpg,450-1642-ND,2-1825910-7,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,104213,0,"0.12000","0","1","Bulk","FSMJ","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Through Hole","13.00mm","-","Top Actuated","PC Pin","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","-","-35°C ~ 85°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_3529s_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-P7C01K,%20EVQ-P7D01K,%20EVQ-P7L01K.jpg",P16769TR-ND,EVQ-P7L01P,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.05A 12V,5000,0,"0.13761","0","5000","Tape & Reel (TR)","EVQP7","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Rectangular Button","Surface Mount, Right Angle","-","-","Side Actuated","Gull Wing","4.70mm x 2.90mm","Non-Illuminated","-","-","160gf","-","Board Guide","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_3529s_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-P7C01K,%20EVQ-P7D01K,%20EVQ-P7L01K.jpg",P16769CT-ND,EVQ-P7L01P,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.05A 12V,12171,0,"0.31000","0","1","Cut Tape (CT)","EVQP7","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Rectangular Button","Surface Mount, Right Angle","-","-","Side Actuated","Gull Wing","4.70mm x 2.90mm","Non-Illuminated","-","-","160gf","-","Board Guide","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_3529s_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-P7C01K,%20EVQ-P7D01K,%20EVQ-P7L01K.jpg",P16769DKR-ND,EVQ-P7L01P,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.05A 12V,12171,0,"Digi-Reel","0","1","Digi-Reel®","EVQP7","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Rectangular Button","Surface Mount, Right Angle","-","-","Side Actuated","Gull Wing","4.70mm x 2.90mm","Non-Illuminated","-","-","160gf","-","Board Guide","-20°C ~ 70°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SK50SM.jpg,CKN9087TR-ND,PTS645SK50SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,93000,0,"0.14044","0","1000","Tape & Reel (TR)","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 60°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SK50SM.jpg,CKN9087CT-ND,PTS645SK50SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,93468,0,"0.26000","0","1","Cut Tape (CT)","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 60°C"
https://www.ckswitches.com/media/1471/pts645.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS645SK50SM.jpg,CKN9087DKR-ND,PTS645SK50SMTR92 LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,93468,0,"Digi-Reel","0","1","Digi-Reel®","PTS645","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 60°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_3529s_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-P7A01K,%20EVQ-P7B01K,%20EVQ-P7J01K,%20EVQ-P7K01K.jpg",P16763TR-ND,EVQ-P7A01P,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.05A 12V,5000,0,"0.14502","0","5000","Tape & Reel (TR)","EVQP7","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Rectangular Button","Surface Mount, Right Angle","-","-","Side Actuated","Gull Wing","4.70mm x 2.90mm","Non-Illuminated","-","-","220gf","-","-","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_3529s_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-P7A01K,%20EVQ-P7B01K,%20EVQ-P7J01K,%20EVQ-P7K01K.jpg",P16763CT-ND,EVQ-P7A01P,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.05A 12V,5376,0,"0.33000","0","1","Cut Tape (CT)","EVQP7","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Rectangular Button","Surface Mount, Right Angle","-","-","Side Actuated","Gull Wing","4.70mm x 2.90mm","Non-Illuminated","-","-","220gf","-","-","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_3529s_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-P7A01K,%20EVQ-P7B01K,%20EVQ-P7J01K,%20EVQ-P7K01K.jpg",P16763DKR-ND,EVQ-P7A01P,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.05A 12V,5376,0,"Digi-Reel","0","1","Digi-Reel®","EVQP7","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Rectangular Button","Surface Mount, Right Angle","-","-","Side Actuated","Gull Wing","4.70mm x 2.90mm","Non-Illuminated","-","-","220gf","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1907/kmr6.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_KMR6.jpg,CKN10684TR-ND,KMR621NG LFS,C&K,SWITCH TACTILE SPST-NO 50MA 32V,35000,0,"0.14894","0","7000","Tape & Reel (TR)","KMR6","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.20mm x 2.80mm","Non-Illuminated","-","-","200gf","IP67 - Dust Tight, Waterproof","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1907/kmr6.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_KMR6.jpg,CKN10684CT-ND,KMR621NG LFS,C&K,SWITCH TACTILE SPST-NO 50MA 32V,39723,0,"0.33000","0","1","Cut Tape (CT)","KMR6","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.20mm x 2.80mm","Non-Illuminated","-","-","200gf","IP67 - Dust Tight, Waterproof","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1907/kmr6.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_KMR6.jpg,CKN10684DKR-ND,KMR621NG LFS,C&K,SWITCH TACTILE SPST-NO 50MA 32V,39723,0,"Digi-Reel","0","1","Digi-Reel®","KMR6","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.20mm x 2.80mm","Non-Illuminated","-","-","200gf","IP67 - Dust Tight, Waterproof","-","-40°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2-1437565-7&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1437565-9.JPG,450-1792-2-ND,FSM2JSMAATR,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,34800,0,"0.15031","0","1200","Tape & Reel (TR)","FSMJSMA","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-35°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2-1437565-7&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1437565-9.JPG,450-1792-1-ND,FSM2JSMAATR,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,35499,0,"0.28000","0","1","Cut Tape (CT)","FSMJSMA","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-35°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2-1437565-7&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1437565-9.JPG,450-1792-6-ND,FSM2JSMAATR,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,35499,0,"Digi-Reel","0","1","Digi-Reel®","FSMJSMA","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-35°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/KMT_0xx_NGJ_LHS_Drawing.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMT071_NGJ_LHS.jpg,CKN10290TR-ND,KMT031 NGJ LHS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,205000,0,"0.15248","0","5000","Tape & Reel (TR)","KMT0","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","0.65mm","-","Top Actuated","J Lead","3.00mm x 2.60mm","Non-Illuminated","-","-","340gf","IP68 - Dust Tight, Waterproof","Tactile Feedback","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/KMT_0xx_NGJ_LHS_Drawing.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMT071_NGJ_LHS.jpg,CKN10290CT-ND,KMT031 NGJ LHS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,206378,0,"0.34000","0","1","Cut Tape (CT)","KMT0","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","0.65mm","-","Top Actuated","J Lead","3.00mm x 2.60mm","Non-Illuminated","-","-","340gf","IP68 - Dust Tight, Waterproof","Tactile Feedback","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/KMT_0xx_NGJ_LHS_Drawing.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMT071_NGJ_LHS.jpg,CKN10290DKR-ND,KMT031 NGJ LHS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,206378,0,"Digi-Reel","0","1","Digi-Reel®","KMT0","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","0.65mm","-","Top Actuated","J Lead","3.00mm x 2.60mm","Non-Illuminated","-","-","340gf","IP68 - Dust Tight, Waterproof","Tactile Feedback","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/KMT_0xx_NGJ_LHS_Drawing.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMT071_NGJ_LHS.jpg,CKN10291TR-ND,KMT071 NGJ LHS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,120000,0,"0.15248","0","5000","Tape & Reel (TR)","KMT0","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","0.65mm","-","Top Actuated","J Lead","3.00mm x 2.60mm","Non-Illuminated","-","-","230gf","IP68 - Dust Tight, Waterproof","Tactile Feedback","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/KMT_0xx_NGJ_LHS_Drawing.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMT071_NGJ_LHS.jpg,CKN10291CT-ND,KMT071 NGJ LHS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,121952,0,"0.34000","0","1","Cut Tape (CT)","KMT0","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","0.65mm","-","Top Actuated","J Lead","3.00mm x 2.60mm","Non-Illuminated","-","-","230gf","IP68 - Dust Tight, Waterproof","Tactile Feedback","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/KMT_0xx_NGJ_LHS_Drawing.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMT071_NGJ_LHS.jpg,CKN10291DKR-ND,KMT071 NGJ LHS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,121952,0,"Digi-Reel","0","1","Digi-Reel®","KMT0","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","0.65mm","-","Top Actuated","J Lead","3.00mm x 2.60mm","Non-Illuminated","-","-","230gf","IP68 - Dust Tight, Waterproof","Tactile Feedback","-40°C ~ 85°C"
