Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit","Switch Function","Contact Rating @ Voltage","Actuator Type","Mounting Type","Actuator Height off PCB, Vertical","Actuator Length, Right Angle","Actuator Orientation","Termination Style","Outline","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Operating Force","Ingress Protection","Features","Operating Temperature"
https://www.ckswitches.com/media/1467/pts525.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS525SM10SMTR.jpg,CKN9104CT-ND,PTS525SM15SMTR2 LFS,C&K,SWITCH TACTILE SPST-NO 0.02A 15V,312446,0,"0.38000","0","1","Cut Tape (CT)","PTS525","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","1.50mm","-","Top Actuated","Gull Wing","5.25mm x 5.25mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1467/pts525.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/PTS525SM10SMTR.jpg,CKN9104DKR-ND,PTS525SM15SMTR2 LFS,C&K,SWITCH TACTILE SPST-NO 0.02A 15V,312446,0,"Digi-Reel","0","1","Digi-Reel®","PTS525","Active","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Surface Mount","1.50mm","-","Top Actuated","Gull Wing","5.25mm x 5.25mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_5n.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-PAC09K,%20EVQ-PAD09K,%20EVQ-PAE09K,%20EVQ-PAG09K.jpg",P8012S-ND,EVQ-PAC09K,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,38426,0,"0.21000","0","1","Bulk","EVQPA","Last Time Buy","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Through Hole","9.50mm","-","Top Actuated","PC Pin","6.00mm x 6.00mm","Non-Illuminated","-","-","100gf","-","-","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_5n.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-PAA07K,%20EVQ-PAD07K,%20EVQ-PAE07K,%20EVQ-PAG07K.jpg",P8011S-ND,EVQ-PAC07K,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,37444,0,"0.21000","0","1","Bulk","EVQPA","Last Time Buy","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Through Hole","7.00mm","-","Top Actuated","PC Pin","6.00mm x 6.00mm","Non-Illuminated","-","-","100gf","-","-","-20°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/control/switch/light-touch/catalog/sw_lt_eng_5n.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-PAC04M,%20EVQ-PAD04M,%20EVQ-PAE04M,%20EVQ-PAG04M.jpg",P8009S-ND,EVQ-PAG04M,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,23614,0,"0.21000","0","1","Bulk","EVQPA","Last Time Buy","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Through Hole","4.30mm","-","Top Actuated","PC Pin","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1437566-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/FSMSMTR.jpg,450-1758-2-ND,FSMSMTR,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,18000,0,"0.21379","0","1800","Tape & Reel (TR)","FSMSM","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Surface Mount","4.57mm","-","Top Actuated","Gull Wing","6.00mm x 3.50mm","Non-Illuminated","-","-","180gf","-","-","-35°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1437566-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/FSMSMTR.jpg,450-1758-1-ND,FSMSMTR,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,20090,0,"0.46000","0","1","Cut Tape (CT)","FSMSM","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Surface Mount","4.57mm","-","Top Actuated","Gull Wing","6.00mm x 3.50mm","Non-Illuminated","-","-","180gf","-","-","-35°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1437566-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/FSMSMTR.jpg,450-1758-6-ND,FSMSMTR,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,20090,0,"Digi-Reel","0","1","Digi-Reel®","FSMSM","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Surface Mount","4.57mm","-","Top Actuated","Gull Wing","6.00mm x 3.50mm","Non-Illuminated","-","-","180gf","-","-","-35°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825027&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/FSMRA7JH.JPG,450-1661-ND,2-1825027-0,TE Connectivity ALCOSWITCH Switches,SWITCH TACTILE SPST-NO 0.05A 24V,50477,0,"0.22000","0","1","Bulk","FSMRAJ","Active","SPST-NO","Off-Mom","0.05A @ 24VDC","Standard","Through Hole, Right Angle","-","11.85mm","Side Actuated","PC Pin","7.11mm x 6.60mm","Non-Illuminated","-","-","160gf","-","-","-35°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/P010043.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL1105BF250Q.jpg,EG1834-ND,TL1105BF250Q,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,34564,0,"0.22000","0","1","Bulk","TL1105","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Through Hole","9.50mm","-","Top Actuated","PC Pin","6.00mm x 6.00mm","Non-Illuminated","-","-","250gf","-","-","-20°C ~ 70°C"
https://industrial.panasonic.com/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_5n_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-PF006K,%20EVQ-PF106K.jpg",P10883S-ND,EVQ-PF106K,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,45489,0,"0.23000","0","1","Bulk","EVQPF","Last Time Buy","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Through Hole, Right Angle","-","5.85mm","Side Actuated","PC Pin","7.50mm x 7.10mm","Non-Illuminated","-","-","130gf","-","-","-20°C ~ 70°C"
https://industrial.panasonic.com/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_5n_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-PF006K,%20EVQ-PF106K.jpg",P10879S-ND,EVQ-PF006K,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,25171,0,"0.23000","0","1","Bulk","EVQPF","Last Time Buy","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Through Hole, Right Angle","-","5.85mm","Side Actuated","PC Pin","7.50mm x 7.10mm","Non-Illuminated","-","-","100gf","-","-","-20°C ~ 70°C"
https://industrial.panasonic.com/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_5n_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-PF003M,%20EVQ-PF103M,%20EVQ-PF203M,%20EVQ-PF303M.jpg",P12212S-ND,EVQ-PF303M,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,24928,0,"0.23000","0","1","Bulk","EVQPF","Last Time Buy","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Through Hole, Right Angle","-","3.15mm","Side Actuated","PC Pin","7.50mm x 7.10mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
https://industrial.panasonic.com/ac/cdn/e/control/switch/light-touch/catalog/sw_lt_eng_5n_side.pdf,"//media.digikey.com/photos/Panasonic%20Photos/EVQ-PF008K,%20EVQ-PF108K,%20EVQ-PF208K,%20EVQ-PF308K.jpg",P10880S-ND,EVQ-PF008K,Panasonic Electronic Components,SWITCH TACTILE SPST-NO 0.02A 15V,13475,0,"0.23000","0","1","Bulk","EVQPF","Last Time Buy","SPST-NO","Off-Mom","0.02A @ 15VDC","Standard","Through Hole, Right Angle","-","8.35mm","Side Actuated","PC Pin","7.50mm x 7.10mm","Non-Illuminated","-","-","100gf","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10506TR-ND,PTS820 J15M SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,57000,0,"0.23283","0","3000","Tape & Reel (TR)","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","1.50mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10506CT-ND,PTS820 J15M SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,57955,0,"0.44000","0","1","Cut Tape (CT)","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","1.50mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10506DKR-ND,PTS820 J15M SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,57955,0,"Digi-Reel","0","1","Digi-Reel®","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","1.50mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1478/pts830.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_PTS830-Series.jpg,CKN10587TR-ND,PTS830GM140 SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,38000,0,"0.23369","0","9500","Tape & Reel (TR)","PTS830","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","1.40mm","-","Top Actuated","Gull Wing","3.50mm x 2.60mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1478/pts830.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_PTS830-Series.jpg,CKN10587CT-ND,PTS830GM140 SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,49239,0,"0.51000","0","1","Cut Tape (CT)","PTS830","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","1.40mm","-","Top Actuated","Gull Wing","3.50mm x 2.60mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1478/pts830.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_PTS830-Series.jpg,CKN10587DKR-ND,PTS830GM140 SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,49239,0,"Digi-Reel","0","1","Digi-Reel®","PTS830","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","1.40mm","-","Top Actuated","Gull Wing","3.50mm x 2.60mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.e-switch.com/system/asset/product_line/data_sheet/158/TL3301.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301NF160QG~TR.jpg,EG1867TR-ND,TL3301NF160QG/TR,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,40000,0,"0.23400","0","1000","Tape & Reel (TR)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
https://www.e-switch.com/system/asset/product_line/data_sheet/158/TL3301.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301NF160QG~TR.jpg,EG1867CT-ND,TL3301NF160QG/TR,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,41010,0,"0.48000","0","1","Cut Tape (CT)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
https://www.e-switch.com/system/asset/product_line/data_sheet/158/TL3301.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301NF160QG~TR.jpg,EG1867DKR-ND,TL3301NF160QG/TR,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,41010,0,"Digi-Reel","0","1","Digi-Reel®","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010516.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301AF160QG~TR.jpg,EG2526TR-ND,TL3301AF160QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,66000,0,"0.23460","0","1000","Tape & Reel (TR)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010516.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301AF160QG~TR.jpg,EG2526CT-ND,TL3301AF160QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,66878,0,"0.43000","0","1","Cut Tape (CT)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","160gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010513.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301AF260QG~TR.jpg,EG2527TR-ND,TL3301AF260QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,25200,0,"0.23460","0","1200","Tape & Reel (TR)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010513.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301AF260QG~TR.jpg,EG2527CT-ND,TL3301AF260QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,26193,0,"0.43000","0","1","Cut Tape (CT)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010513.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301AF260QG~TR.jpg,EG2527DKR-ND,TL3301AF260QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,26193,0,"Digi-Reel","0","1","Digi-Reel®","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","5.00mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010517.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301NF260QG.jpg,EG1868TR-ND,TL3301NF260QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,22800,32400,"0.23460","0","1200","Tape & Reel (TR)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010517.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301NF260QG.jpg,EG1868CT-ND,TL3301NF260QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,23611,32400,"0.43000","0","1","Cut Tape (CT)","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/P010517.pdf,//media.digikey.com/photos/E-Switch%20Photos/TL3301NF260QG.jpg,EG1868DKR-ND,TL3301NF260QG,E-Switch,SWITCH TACTILE SPST-NO 0.05A 12V,23611,32400,"Digi-Reel","0","1","Digi-Reel®","TL3301","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","4.30mm","-","Top Actuated","Gull Wing","6.00mm x 6.00mm","Non-Illuminated","-","-","260gf","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMR231NG%20LFS.JPG,CKN10246TR-ND,KMR231NG LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,28000,0,"0.23519","0","7000","Tape & Reel (TR)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","300gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMR231NG%20LFS.JPG,CKN10246CT-ND,KMR231NG LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,29196,0,"0.52000","0","1","Cut Tape (CT)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","300gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMR231NG%20LFS.JPG,CKN10246DKR-ND,KMR231NG LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,29196,0,"Digi-Reel","0","1","Digi-Reel®","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","300gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/KMR211GLFS,%20KMR221GLFS,%20KMR231GLFS,%20KMR241GLFS.jpg",401-1427-2-ND,KMR221GLFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,77000,0,"0.23668","0","7000","Tape & Reel (TR)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","200gf","-","Grounding Pin","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/KMR211GLFS,%20KMR221GLFS,%20KMR231GLFS,%20KMR241GLFS.jpg",401-1427-1-ND,KMR221GLFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,89201,0,"0.52000","0","1","Cut Tape (CT)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","200gf","-","Grounding Pin","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/KMR211GLFS,%20KMR221GLFS,%20KMR231GLFS,%20KMR241GLFS.jpg",401-1427-6-ND,KMR221GLFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,89201,0,"Digi-Reel","0","1","Digi-Reel®","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","200gf","-","Grounding Pin","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/KMR211GLFS,%20KMR221GLFS,%20KMR231GLFS,%20KMR241GLFS.jpg",401-1426-2-ND,KMR211GLFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,70000,0,"0.23668","0","7000","Tape & Reel (TR)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","120gf","-","Grounding Pin","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/KMR211GLFS,%20KMR221GLFS,%20KMR231GLFS,%20KMR241GLFS.jpg",401-1426-1-ND,KMR211GLFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,76438,0,"0.52000","0","1","Cut Tape (CT)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","120gf","-","Grounding Pin","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/KMR211GLFS,%20KMR221GLFS,%20KMR231GLFS,%20KMR241GLFS.jpg",401-1426-6-ND,KMR211GLFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,76438,0,"Digi-Reel","0","1","Digi-Reel®","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","120gf","-","Grounding Pin","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMR221ING%20LFS.JPG,CKN10244TR-ND,KMR221NG LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,28000,0,"0.23668","0","7000","Tape & Reel (TR)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","200gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMR221ING%20LFS.JPG,CKN10244CT-ND,KMR221NG LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,28814,0,"0.52000","0","1","Cut Tape (CT)","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","200gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1479/kmr2.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/KMR221ING%20LFS.JPG,CKN10244DKR-ND,KMR221NG LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 32V,34814,0,"Digi-Reel","0","1","Digi-Reel®","KMR2","Active","SPST-NO","Off-Mom","0.05A @ 32VDC","Standard","Surface Mount","1.90mm","-","Top Actuated","Gull Wing","4.60mm x 2.80mm","Non-Illuminated","-","-","200gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10505TR-ND,PTS820 J20M SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,92500,0,"0.23829","0","2500","Tape & Reel (TR)","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","2.00mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10505CT-ND,PTS820 J20M SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,100244,0,"0.45000","0","1","Cut Tape (CT)","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","2.00mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10505DKR-ND,PTS820 J20M SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,100244,0,"Digi-Reel","0","1","Digi-Reel®","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","2.00mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","160gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10897TR-ND,PTS820 J25K SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,25300,0,"0.23829","0","2300","Tape & Reel (TR)","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","2.50mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","250gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10897CT-ND,PTS820 J25K SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,26513,0,"0.45000","0","1","Cut Tape (CT)","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","2.50mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","250gf","-","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1474/pts820.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_PTS820.jpg,CKN10897DKR-ND,PTS820 J25K SMTR LFS,C&K,SWITCH TACTILE SPST-NO 0.05A 12V,26513,0,"Digi-Reel","0","1","Digi-Reel®","PTS820","Active","SPST-NO","Off-Mom","0.05A @ 12VDC","Standard","Surface Mount","2.50mm","-","Top Actuated","J Lead","3.90mm x 2.90mm","Non-Illuminated","-","-","250gf","-","-","-40°C ~ 85°C"
