Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Termination Style","Panel Cutout Dimensions","Bushing Thread","Ingress Protection","Features","Operating Temperature"
http://spec_sheets.e-switch.com/specs/ST110007.pdf,//media.digikey.com/photos/E-Switch%20Photos/VERTICLE%20TOGGLE%20SWITCH%20TO53-1307.jpg,EG2350-ND,100SP1T1B1M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,15617,0,"2.43000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T111597.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SP1T1B4M2QE.jpg,EG2355-ND,100SP1T1B4M2QE,E-Switch,SWITCH TOGGLE SPDT 5A 120V,5465,0,"2.43000","0","1","Bulk","100","Active","Through Hole","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","12.19mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST110001.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT1B1M2QEH.jpg,EG2352-ND,100SP1T1B1M2QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,2326,0,"2.43000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST211018.pdf,//media.digikey.com/photos/E-Switch%20Photos/200MSP1T1B1M2QEH.JPG,EG2447-ND,200MSP1T1B1M2QEH,E-Switch,SWITCH TOGGLE SPDT 3A 120V,1311,0,"2.56000","0","1","Bulk","200","Active","Panel Mount","SPDT","On-On","3A (AC/DC)","120V","28V","Standard Round","9.40mm","Non-Illuminated","-","-","PC Pin","Circular - 4.95mm Dia","10-48","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST113001.pdf,//media.digikey.com/photos/E-Switch%20Photos/VERTICLE%20TOGGLE%20SWITCH%20TO53-1307.jpg,EG2375-ND,100SP3T1B1M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,6880,0,"2.74000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Off-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST113013.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT1B1M2QEH.jpg,EG2377-ND,100SP3T1B1M2QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,7580,0,"2.93000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Off-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/ate.pdf,//media.digikey.com/photos/Copal%20Photos/ARE1D-2M3-10-Z.JPG,563-1157-ND,ATE1D-2M3-10-Z,Nidec Copal Electronics,SWITCH TOGGLE SPDT 50MA 48V,11611,0,"3.02000","0","1","Tray","ATE","Active","Through Hole","SPDT","On-On","50mA (AC/DC)","48V","48V","Standard Round","6.00mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Washable","-20°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/ate.pdf,//media.digikey.com/Photos/Copal%20Photos/ATE1x-2M3-10-Z.JPG,563-1159-ND,ATE1E-2M3-10-Z,Nidec Copal Electronics,SWITCH TOGGLE SPDT 50MA 48V,10167,0,"3.02000","0","1","Tray","ATE","Active","Through Hole","SPDT","On-Off-On","50mA (AC/DC)","48V","48V","Standard Round","6.00mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Washable","-20°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST121009.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100DP3T1B1M2QEH,%20100DP1T1B1M2QEH.jpg",EG2400-ND,100DP1T1B1M2QEH,E-Switch,SWITCH TOGGLE DPDT 5A 120V,2911,0,"3.20000","0","1","Bulk","100","Active","Panel Mount","DPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST121005.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100DP2T1B1M1QEH,%20100DP1T1B1M1QEH.jpg",EG2398-ND,100DP1T1B1M1QEH,E-Switch,SWITCH TOGGLE DPDT 5A 120V,2354,0,"3.25000","0","1","Bulk","100","Active","Panel Mount","DPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T250000.pdf,//media.digikey.com/Photos/E-Switch%20Photos/200USP1T1A1M2RE.jpg,EG4915-ND,200USP1T1A1M2RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,7905,0,"3.26000","0","1","Bulk","200U","Active","Through Hole","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.80mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","IP67 - Dust Tight, Waterproof","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T111069.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP1T2B4M6QE,%20100SP5T2B4M6RE.jpg",EG2362-ND,100SP1T2B4M6QE,E-Switch,SWITCH TOGGLE SPDT 5A 120V,2450,0,"3.31000","0","1","Bulk","100","Active","Through Hole, Right Angle","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","6.46mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkk.com/documents/products/pushbutton/g/G3Toggles.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/G3T12AH-R,%20G3T13AH-R.jpg",360-1773-2-ND,G3T12AH-R,NKK Switches,SWITCH TOGGLE SPDT 0.4VA 28V,2000,500,"3.36000","0","500","Tape & Reel (TR)","G3T","Active","Surface Mount, Right Angle","SPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Process Sealed","-30°C ~ 85°C"
http://www.nkk.com/documents/products/pushbutton/g/G3Toggles.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/G3T12AH-R,%20G3T13AH-R.jpg",360-1773-1-ND,G3T12AH-R,NKK Switches,SWITCH TOGGLE SPDT 0.4VA 28V,2457,500,"5.17000","0","1","Cut Tape (CT)","G3T","Active","Surface Mount, Right Angle","SPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Process Sealed","-30°C ~ 85°C"
http://www.nkk.com/documents/products/pushbutton/g/G3Toggles.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/G3T12AH-R,%20G3T13AH-R.jpg",360-1773-6-ND,G3T12AH-R,NKK Switches,SWITCH TOGGLE SPDT 0.4VA 28V,2457,500,"Digi-Reel","0","1","Digi-Reel®","G3T","Active","Surface Mount, Right Angle","SPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Process Sealed","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST212002.pdf,//media.digikey.com/photos/E-Switch%20Photos/200MSP3T1B1M2QEH.JPG,EG2451-ND,200MSP3T1B1M2QEH,E-Switch,SWITCH TOGGLE SPDT 3A 120V,3323,0,"3.45000","0","1","Bulk","200","Active","Panel Mount","SPDT","On-Off-On","3A (AC/DC)","120V","28V","Standard Round","9.40mm","Non-Illuminated","-","-","PC Pin","Circular - 4.95mm Dia","10-48","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/Btoggles.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/B13AP,%20B12AP,%20B15AP.jpg",360-1012-ND,B12AP,NKK Switches,SWITCH TOGGLE SPDT 0.4VA 28V,3916,5346,"3.55000","0","1","Bulk","B","Active","Through Hole","SPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","10.00mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GT12MSABETR.jpg,CKN1783TR-ND,GT11MSABE,C&K,SWITCH TOGGLE SPDT 0.4VA 20V,4200,0,"3.61140","0","600","Tape & Reel (TR)","GT","Active","Surface Mount, Right Angle","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GT12MSABETR.jpg,CKN1783CT-ND,GT11MSABE,C&K,SWITCH TOGGLE SPDT 0.4VA 20V,4741,0,"5.56000","0","1","Cut Tape (CT)","GT","Active","Surface Mount, Right Angle","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GT12MSABETR.jpg,CKN1783DKR-ND,GT11MSABE,C&K,SWITCH TOGGLE SPDT 0.4VA 20V,4741,0,"Digi-Reel","0","1","Digi-Reel®","GT","Active","Surface Mount, Right Angle","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/ate.pdf,//media.digikey.com/photos/Copal%20Photos/ATE2E-2M3-10-Z.JPG,563-1162-ND,ATE2D-2M3-10-Z,Nidec Copal Electronics,SWITCH TOGGLE DPDT 50MA 48V,3318,0,"3.70000","0","1","Tray","ATE","Active","Through Hole","DPDT","On-On","50mA (AC/DC)","48V","48V","Standard Round","6.00mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Washable","-20°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST123010.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100DP3T1B1M2QEH,%20100DP1T1B1M2QEH.jpg",EG2414-ND,100DP3T1B1M2QEH,E-Switch,SWITCH TOGGLE DPDT 5A 120V,8358,0,"3.80000","0","1","Bulk","100","Active","Panel Mount","DPDT","On-Off-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T113030.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP4T2B4M6RE,%20100SP3T2B4M6RE,%20100SP1T2B4M6RE.jpg",EG2381-ND,100SP3T2B4M6RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,2622,0,"3.83000","0","1","Bulk","100","Active","Through Hole, Right Angle","SPDT","On-Off-On","0.4VA (AC/DC)","20V","20V","Standard Round","6.46mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GT12MSABETR.jpg,CKN9049TR-ND,GT12MSABE,C&K,SWITCH TOGGLE SPST 0.4VA 20V,1200,0,"3.83760","0","600","Tape & Reel (TR)","GT","Active","Surface Mount, Right Angle","SPST","On-Off","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GT12MSABETR.jpg,CKN9049CT-ND,GT12MSABE,C&K,SWITCH TOGGLE SPST 0.4VA 20V,2401,0,"5.91000","0","1","Cut Tape (CT)","GT","Active","Surface Mount, Right Angle","SPST","On-Off","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/GT12MSABETR.jpg,CKN9049DKR-ND,GT12MSABE,C&K,SWITCH TOGGLE SPST 0.4VA 20V,2401,0,"Digi-Reel","0","1","Digi-Reel®","GT","Active","Surface Mount, Right Angle","SPST","On-Off","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T102302.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100AWSP3T1B4M2RE,%20100AWSP4T1B4M2RE,%20100AWSP1T1B4M2RE.jpg",EG2437-ND,100AWSP3T1B4M2RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,2307,0,"3.88000","0","1","Bulk","100A","Active","Through Hole","SPDT","On-Off-On","0.4VA (AC/DC)","20V","20V","Standard Round","12.70mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","IP67 - Dust Tight, Waterproof","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T201202.pdf,"//media.digikey.com/photos/E-Switch%20Photos/200AWMSP3T1A1M2RE,%20200AWMSP1T1A1M2RE,%20200AWMSP2T1A1M2RE.jpg",EG2463-ND,200AWMSP3T1A1M2RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,1996,0,"3.89000","0","1","Bulk","200A","Active","Through Hole","SPDT","On-Off-On","0.4VA (AC/DC)","20V","20V","Standard Round","10.16mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","IP67 - Dust Tight, Waterproof","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/Atoggles.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_A11JP.jpg,360-2973-ND,A11JP,NKK Switches,SWITCH TOGGLE SPST 0.4VA 28V,471,2663,"3.98000","0","1","Tray","A","Active","Through Hole","SPST","On-Off","0.4VA (AC/DC)","28V","28V","Standard Round","6.30mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded, Square","-","Process Sealed","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/Gtoggles.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/G12AP.jpg,360-1758-ND,G12AP,NKK Switches,SWITCH TOGGLE SPDT 0.4VA 28V,8092,1902,"4.03000","0","1","Bulk","G","Active","Through Hole","SPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","3.80mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Process Sealed","-25°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/GT13MSCBETR,%20GT11MSCBETR,%20GT21MSCBETR.jpg",CKN1784TR-ND,GT11MSCBE,C&K,SWITCH TOGGLE SPDT 0.4VA 20V,4000,0,"4.17315","0","200","Tape & Reel (TR)","GT","Active","Surface Mount","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/GT13MSCBETR,%20GT11MSCBETR,%20GT21MSCBETR.jpg",CKN1784CT-ND,GT11MSCBE,C&K,SWITCH TOGGLE SPDT 0.4VA 20V,4077,0,"5.21000","0","1","Cut Tape (CT)","GT","Active","Surface Mount","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
https://www.ckswitches.com/media/1389/gt.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/GT13MSCBETR,%20GT11MSCBETR,%20GT21MSCBETR.jpg",CKN1784DKR-ND,GT11MSCBE,C&K,SWITCH TOGGLE SPDT 0.4VA 20V,4077,0,"Digi-Reel","0","1","Digi-Reel®","GT","Active","Surface Mount","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.81mm","Non-Illuminated","-","-","Gull Wing","-","Unthreaded","-","Sealed","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T114035.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP4T2B4M6RE,%20100SP3T2B4M6RE,%20100SP1T2B4M6RE.jpg",EG2391-ND,100SP4T2B4M6RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,2456,0,"4.20000","0","1","Bulk","100","Active","Through Hole, Right Angle","SPDT","Mom-Off-Mom","0.4VA (AC/DC)","20V","20V","Standard Round","6.46mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/MtogglesBushing.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/M2012SS1W01,%20M2013SS1W01,%20M2015SS1W01,%20M2018SS1W01,%20M2019SS1W01.jpg",360-1801-ND,M2012SS1W01,NKK Switches,SWITCH TOGGLE SPDT 6A 125V,1600,2656,"4.24000","0","1","Bulk","M","Active","Panel Mount","SPDT","On-On","6A (AC), 4A (DC)","125V","30V","Standard Round","10.50mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.50mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.ckswitches.com/media/1394/7000toggle.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/7101SYCQE.jpg,CKN1004-ND,7101SYCQE,C&K,SWITCH TOGGLE SPDT 5A 120V,10186,0,"4.39000","0","1","Bulk","7000","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.67mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.carlingtech.com/sites/default/files/documents/Carling-MTS-2M-Series.pdf,"//media.digikey.com/photos/Carling%20Technologies%20Photos/2M1-SP3-T1-B1-M2QE,%202M1-SP2-T1-B1-M2QE.jpg",432-1169-ND,2M1-SP3-T1-B1-M2QE,Carling Technologies,SWITCH TOGGLE SPDT 5A 125V,4933,0,"4.41000","0","1","Bulk","2M","Active","Panel Mount","SPDT","On-Off-On","5A (AC/DC)","125V","28V","Standard Round","10.40mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.carlingtech.com/sites/default/files/documents/F-SeriesSW_Details_%26_COS.pdf,//media.digikey.com/Photos/Carling%20Technologies%20Photos/2FA53-73-TABS.jpg,432-1074-ND,2FA53-73-TABS,Carling Technologies,SWITCH TOGGLE SPST 15A 125V,2779,0,"4.44000","0","1","Bulk","F","Active","Panel Mount","SPST","On-Off","15A (AC)","125V","-","Standard Round","17.45mm","Non-Illuminated","-","-","Quick Connect - 0.250"" (6.3mm)","Circular - 12.70mm Dia","15/32-32","-","-","-17.8°C ~ 65.6°C"
http://www.nkkswitches.com/pdf/MtogglesBushing.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_M2011ES1W01.jpg,360-3239-ND,M2011ES1W01,NKK Switches,SWITCH TOGGLE SPST 6A 125V,1332,754,"4.45000","0","1","Bulk","M","Active","Panel Mount","SPST","On-Off","6A (AC), 4A (DC)","125V","30V","Flatted","11.40mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.50mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/MtogglesBushing.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/MINI%20TOGGLE%20SWITCH%20TO53-1310.jpg,360-1843-ND,M2022SS1W01,NKK Switches,SWITCH TOGGLE DPDT 6A 125V,904,1980,"4.62000","0","1","Bulk","M","Active","Panel Mount","DPDT","On-On","6A (AC), 4A (DC)","125V","30V","Standard Round","10.50mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.50mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/Gtoggles.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_G12AH-RO.jpg,360-1757-ND,G12AH,NKK Switches,SWITCH TOGGLE SPDT 0.4VA 28V,5009,16862,"4.66000","0","1","Bulk","G","Active","Through Hole, Right Angle","SPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","3.80mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Process Sealed","-25°C ~ 85°C"
http://www.nkkswitches.com/pdf/Gtoggles.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_G12AV.jpg,360-1759-ND,G12AV,NKK Switches,SWITCH TOGGLE SPDT 0.4VA 28V,1176,91,"4.66000","0","1","Bulk","G","Active","Through Hole, Right Angle, Vertical","SPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","3.80mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Process Sealed","-25°C ~ 85°C"
https://www.ckswitches.com/media/1394/7000toggle.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/7101SYZBE,%207103SYZBE,%207107SYZBE,%207101SYZGE.jpg",CKN1026-ND,7103SYZQE,C&K,SWITCH TOGGLE SPDT 5A 120V,2223,0,"4.70000","0","1","Bulk","7000","Active","Panel Mount","SPDT","On-Off-On","5A (AC/DC)","120V","28V","Standard Round","10.67mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/MtogglesBushing.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_M2011SS1W01_UC.jpg,360-3289-ND,M2011SS1W01/UC,NKK Switches,SWITCH TOGGLE SPST 6A 125V,6280,5243,"4.75000","0","1","Bulk","M","Active","Panel Mount","SPST","On-Off","6A (AC), 4A (DC)","125V","30V","Standard Round","10.50mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.50mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/MtogglesBushing.pdf,"//media.digikey.com/photos/NKK%20Switches%20Photos/M2019SS1W03,%20M2019SS1W03,%20M2013SS1W03,%20M2012SS1W03,%20M2018SS1W03.jpg",360-1802-ND,M2012SS1W03,NKK Switches,SWITCH TOGGLE SPDT 6A 125V,1525,2615,"4.75000","0","1","Bulk","M","Active","Panel Mount","SPDT","On-On","6A (AC), 4A (DC)","125V","30V","Standard Round","10.50mm","Non-Illuminated","-","-","PC Pin","Circular - 6.50mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/MtogglesBushing.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_M2011SS1W01_RO.jpg,360-2827-ND,M2011SS1W01,NKK Switches,SWITCH TOGGLE SPST 6A 125V,1008,5243,"4.75000","0","1","Bulk","M","Active","Panel Mount","SPST","On-Off","6A (AC), 4A (DC)","125V","30V","Standard Round","10.50mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.50mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Toggle%20Switch.pdf,//media.digikey.com/Photos/Arcolectric/C3900BA.jpg,1091-1026-ND,C3900BA,Bulgin,SWITCH TOGGLE SPST 20A 125V,1492,0,"4.81000","0","1","Bulk","3900","Active","Panel Mount","SPST","On-Off","20A (AC), 14A (DC)","125V","36V","Standard Round","17.50mm","Non-Illuminated","-","-","Quick Connect - 0.250"" (6.3mm)","Circular - 12.70mm Dia","15/32-32","-","-","-"
https://www.ckswitches.com/media/1394/7000toggle.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/7103SYCQE,%207105SYCQE,%207107SYCQE,%207108SYCQE,%207101SDCQE.jpg",CKN1005-ND,7103SYCQE,C&K,SWITCH TOGGLE SPDT 5A 120V,553,0,"4.82000","0","1","Bulk","7000","Active","Panel Mount","SPDT","On-Off-On","5A (AC/DC)","120V","28V","Standard Round","10.67mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T221072.pdf,//media.digikey.com/Photos/E-Switch%20Photos/200MDP3T2B4M6QE.JPG,200MDP3T2B4M6QE-ND,200MDP3T2B4M6QE,E-Switch,SWITCH TOGGLE DPDT 3A 120V,1854,0,"4.83000","0","1","Bulk","200","Active","Through Hole, Right Angle","DPDT","On-Off-On","3A (AC/DC)","120V","28V","Standard Round","5.33mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://www.nkkswitches.com/pdf/Btoggles.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/B22JH-RO.jpg,360-1755-ND,B22JH,NKK Switches,SWITCH TOGGLE DPDT 0.4VA 28V,208,1863,"4.83000","0","1","Bulk","B","Active","Through Hole, Right Angle","DPDT","On-On","0.4VA (AC/DC)","28V","28V","Standard Round","6.30mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.ckswitches.com/media/1394/7000toggle.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/7101MD9AQE.jpg,CKN1047-ND,7101MD9AQE,C&K,SWITCH TOGGLE SPDT 5A 120V,2442,0,"4.84000","0","1","Tray","7000","Active","Through Hole, Right Angle","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","6.86mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.ckswitches.com/media/1394/7000toggle.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TOGGLE%20SWITCH%20SPDT%20TO61-384%20BLUE.jpg,CKN1023-ND,7101SYZQE,C&K,SWITCH TOGGLE SPDT 5A 120V,3830,0,"4.88000","0","1","Bulk","7000","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.67mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
