Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Termination Style","Panel Cutout Dimensions","Bushing Thread","Ingress Protection","Features","Operating Temperature"
https://www.nidec-copal-electronics.com/e/catalog/switch/et.pdf,//media.digikey.com/photos/Copal%20Photos/ET610N13-Z.JPG,563-1928-ND,ET610N13-Z,Nidec Copal Electronics,SWITCH TOGGLE 6PDT 10A 125V,173,0,"19.13000","0","1","Bulk","ET","Active","Panel Mount","6PDT","On-On","10A (AC)","125V","-","Standard Round","27.00mm","Non-Illuminated","-","-","Solder Lug","Circular - 15.50mm Dia","Unthreaded","-","-","-"
http://www.nkkswitches.com/pdf/stoggleshighcap.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/S821.jpg,360-2096-ND,S821,NKK Switches,SWITCH TOGGLE DPST 30A 125V,1878,846,"22.35000","0","1","Bulk","S","Active","Panel Mount","DPST","On-Off","30A (AC/DC)","125V","30V","Standard Round","22.00mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.50mm Dia","M12 x 1","-","-","-10°C ~ 70°C"
http://www.nkkswitches.com/pdf/stoggleshighcap.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/S822.jpg,360-2097-ND,S822,NKK Switches,SWITCH TOGGLE DPDT 30A 125V,628,0,"23.18000","0","1","Bulk","S","Active","Panel Mount","DPDT","On-On","30A (AC/DC)","125V","30V","Standard Round","22.00mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.50mm Dia","M12 x 1","-","-","-10°C ~ 70°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=755,//media.digikey.com/photos/APEM%20Comp%20Photos/631H~22V.jpg,679-1212-ND,631H/22V,APEM Inc.,SWITCH TOGGLE SPST 15A 125V,301,400,"23.92000","0","1","Bulk","600H","Active","Panel Mount","SPST","On-Off","15A (AC)","125V","-","Locking Lever","19.40mm","Non-Illuminated","-","-","Quick Connect - 0.250"" (6.3mm)","Circular - 12.20mm Dia","15/32-32","-","-","-20°C ~ 55°C"
https://sensing.honeywell.com/honeywell-sensing-micro-switch-tl-toggle-product-sheet-005430-3-en.pdf,"//media.digikey.com/photos/Honeywell%20Photos/1TL1-1,%201TL1-2,%201TL1-3,%201TL1-5,%201TL1-6,%201TL1-7,%201TL1-8.jpg",480-2192-ND,1TL1-2,Honeywell Sensing and Productivity Solutions,SWITCH TOGGLE SPST 15A 125V,107,0,"24.77000","0","1","Bulk","TL","Active","Panel Mount","SPST","On-Off","15A (AC)","125V","-","Standard Round","17.27mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.40mm Dia","15/32-32","Environment Proof","-","-65°C ~ 71°C"
http://www.nkkswitches.com/pdf/stoggleshighcap.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_S821D_RO.jpg,360-2676-ND,S821D,NKK Switches,SWITCH TOGGLE DPST 30A 30V,416,277,"25.08000","0","1","Bulk","S","Active","Panel Mount","DPST","On-Off","30A (DC)","-","30V","Flatted","27.00mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.50mm Dia","M12 x 1","-","-","-10°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1520230&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/7402K4.jpg,1520230-2-ND,1520230-2,TE Connectivity ALCOSWITCH Switches,SWITCH TOGGLE DPST 20A 250V,376,0,"32.89000","0","1","Bulk","-","Active","Panel Mount","DPST","On-Off","20A (AC)","250V","-","Standard Round","20.62mm","Non-Illuminated","-","-","Screw Terminal","-","15/32-32","-","-","-"
http://www.nkkswitches.com/pdf/stoggleshighcap.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/S832.jpg,360-2100-ND,S832,NKK Switches,SWITCH TOGGLE 3PDT 30A 125V,328,709,"36.43000","0","1","Bulk","S","Active","Panel Mount","3PDT","On-On","30A (AC/DC)","125V","30V","Standard Round","22.00mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.50mm Dia","M12 x 1","-","-","-10°C ~ 70°C"
https://sensing.honeywell.com/honeywell-sensing-micro-switch-tw-toggle-product-sheet-005431-2-en.pdf,"//media.digikey.com/photos/Honeywell%20Photos/11TW1-3,%2011TW1-5,%2011TW1-7.jpg",480-2270-ND,11TW1-3,Honeywell Sensing and Productivity Solutions,SWITCH TOGGLE SPDT 5A 125V,231,0,"38.32000","0","1","Bulk","TW","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","125V","28V","Standard Round","17.27mm","Non-Illuminated","-","-","Solder Turret","Circular - 12.40mm Dia","15/32-32","Environment Proof","-","-65°C ~ 71°C"
https://sensing.honeywell.com/honeywell-sensing-micro-switch-tl-toggle-product-sheet-005430-3-en.pdf,"//media.digikey.com/photos/Honeywell%20Photos/1TL1-3G,%201TL1-3D.jpg",480-2193-ND,1TL1-2D,Honeywell Sensing and Productivity Solutions,SWITCH TOGGLE SPST 15A 125V,102,0,"40.27000","0","1","Bulk","TL","Active","Panel Mount","SPST","On-Off","15A (AC)","125V","-","Locking Lever","26.67mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.40mm Dia","15/32-32","Environment Proof","-","-65°C ~ 71°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=289,//media.digikey.com/photos/APEM%20Comp%20Photos/MTG92AD2.JPG,679-1424-ND,MTG92AD2,APEM Inc.,SWITCH TOGGLE SPDT 6A 125V,245,0,"42.65000","0","1","Bulk","MT","Active","Panel Mount","SPDT","On-Off-On","6A (AC), 4A (DC)","125V","30V","Rocker","-","Non-Illuminated","-","-","Solder Lug","Circular - 17.65mm Dia","11/16-28","IP68 - Dust Tight, Waterproof","Black Actuator","-40°C ~ 85°C"
https://sensing.honeywell.com/honeywell-sensing-micro-switch-tl-toggle-product-sheet-005430-3-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/2TL1-3D.jpg,480-2206-ND,2TL1-3D,Honeywell Sensing and Productivity Solutions,SWITCH TOGGLE DPDT 15A 125V,582,0,"43.79000","0","1","Bulk","TL","Active","Panel Mount","DPDT","On-On","15A (AC)","125V","-","Locking Lever","26.67mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.40mm Dia","15/32-32","Environment Proof","-","-65°C ~ 71°C"
https://sensing.honeywell.com/honeywell-sensing-micro-switch-tl-toggle-product-sheet-005430-3-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/2TL1-2D.jpg,480-3440-ND,2TL1-2D,Honeywell Sensing and Productivity Solutions,SWITCH TOGGLE DPST 15A 125V,105,0,"43.79000","0","1","Bulk","TL","Active","Panel Mount","DPST","On-Off","15A (AC)","125V","-","Locking Lever","26.67mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.40mm Dia","15/32-32","Environment Proof","-","-65°C ~ 71°C"
https://sensing.honeywell.com/honeywell-sensing-micro-switch-tw-toggle-product-sheet-005431-2-en.pdf,"//media.digikey.com/photos/Honeywell%20Photos/11TW1-3,%2011TW1-5,%2011TW1-7.jpg",480-2272-ND,11TW1-7,Honeywell Sensing and Productivity Solutions,SWITCH TOGGLE SPDT 5A 125V,628,0,"46.26000","0","1","Bulk","TW","Active","Panel Mount","SPDT","Mom-Off-Mom","5A (AC/DC)","125V","28V","Standard Round","17.27mm","Non-Illuminated","-","-","Solder Turret","Circular - 12.40mm Dia","15/32-32","Environment Proof","-","-65°C ~ 71°C"
http://www.nkkswitches.com/pdf/stoggleshighcap.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/S732.jpg,360-2095-ND,S732,NKK Switches,SWITCH TOGGLE DPDT 50A 125V,869,555,"79.05000","0","1","Bulk","S","Active","Panel Mount","DPDT","On-On","50A (AC/DC)","125V","30V","Standard Round","22.00mm","Non-Illuminated","-","-","Screw Terminal","Circular - 12.50mm Dia","M12 x 1","-","-","-10°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/ST111057.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP1T2B3M1QEH,%20100SP1T2B3M2QEH.jpg",EG2360-ND,100SP1T2B3M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,1953,0,"2.43000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","6.86mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST110004.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP1T2B3M1QEH,%20100SP1T2B3M2QEH.jpg",EG2361-ND,100SP1T2B3M2QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,1036,0,"2.43000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","6.86mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST211013.pdf,"//media.digikey.com/photos/E-Switch%20Photos/200MSP4T1B1M1QEH,%20200MSP1T1B1M1QEH,%20200MSP3T1B1M1QEH,%20200MSP5T1B1M1QEH.jpg",EG2446-ND,200MSP1T1B1M1QEH,E-Switch,SWITCH TOGGLE SPDT 3A 120V,2661,0,"2.56000","0","1","Bulk","200","Active","Panel Mount","SPDT","On-On","3A (AC/DC)","120V","28V","Standard Round","9.40mm","Non-Illuminated","-","-","Solder Lug","Circular - 4.95mm Dia","10-48","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T114064.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SP3T2B3M2RE.jpg,EG5136-ND,100SP3T2B3M2RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,1298,0,"2.57000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Off-On","0.4VA (AC/DC)","20V","20V","Standard Round","6.86mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST111032.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP3T1B1M1REH,%20100SP1T1B1M1REH.jpg",EG2351-ND,100SP1T1B1M1REH,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,1597,0,"2.64000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2267079&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/TMS1T3B1M1QE.jpg,450-2102-ND,TMS1T3B1M1QE,TE Connectivity ALCOSWITCH Switches,SWITCH TOGGLE SPDT 3A 120V,329,0,"2.84000","0","1","Bulk","-","Active","Panel Mount","SPDT","On-On","3A (AC/DC)","120V","28V","Standard Round","7.37mm","Non-Illuminated","-","-","Solder Lug","Circular - 4.95mm Dia","10-48","-","Process Sealed","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST113043.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP3T4B1M1QEH,%20100SP1T4B1M1QEH.jpg",EG2385-ND,100SP3T4B1M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,452,0,"2.86000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Off-On","5A (AC/DC)","120V","28V","Standard Round","16.26mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T111010.pdf,//media.digikey.com/Photos/E-Switch%20Photos/100SP1T1B1M7QE.JPG,100SP1T1B1M7QE-ND,100SP1T1B1M7QE,E-Switch,SWITCH TOGGLE SPDT 5A 120V,903,0,"3.10000","0","1","Bulk","100","Active","Panel Mount, Right Angle, Vertical","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST114001.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT1B1M2QEH.jpg,EG2389-ND,100SP4T1B1M2QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,711,0,"3.10000","0","1","Bulk","100","Active","Panel Mount","SPDT","Mom-Off-Mom","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST114005.pdf,//media.digikey.com/photos/E-Switch%20Photos/VERTICLE%20TOGGLE%20SWITCH%20TO53-1307.jpg,EG2388-ND,100SP4T1B1M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,676,0,"3.10000","0","1","Bulk","100","Active","Panel Mount","SPDT","Mom-Off-Mom","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825136&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4-1825136-5.jpg,450-1784-ND,4-1825136-5,TE Connectivity ALCOSWITCH Switches,SWITCH TOGGLE SPDT 5A 120V,410,0,"3.15000","0","1","Bulk","Gemini A","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST121042.pdf,//media.digikey.com/photos/E-Switch%20Photos/100DP1T2B3M1QEH.jpg,EG2403-ND,100DP1T2B3M1QEH,E-Switch,SWITCH TOGGLE DPDT 5A 120V,789,0,"3.25000","0","1","Bulk","100","Active","Panel Mount","DPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","6.86mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825138&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/A205SYZQ,%20A203SYZQ,%20A201SYZQ.jpg",450-1533-ND,2-1825138-8,TE Connectivity ALCOSWITCH Switches,SWITCH TOGGLE DPDT 5A 120V,688,0,"3.25000","0","1","Bulk","Gemini A","Active","Panel Mount","DPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST115005.pdf,//media.digikey.com/photos/E-Switch%20Photos/VERTICLE%20TOGGLE%20SWITCH%20TO53-1307.jpg,EG2393-ND,100SP5T1B1M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,1241,0,"3.29000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Off-Mom","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST115003.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT1B1M2QEH.jpg,EG2394-ND,100SP5T1B1M2QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,731,0,"3.29000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Off-Mom","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST110000.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP4T6B11M2QEH,%20100SP1T6B11M2QEH.jpg",EG2370-ND,100SP1T6B11M2QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,773,0,"3.32000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Flat Anti-Rotation","12.30mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST111021.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT6B11M1QEH.jpg,EG2368-ND,100SP1T6B11M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,342,0,"3.32000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Flat Anti-Rotation","12.30mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST121022.pdf,//media.digikey.com/photos/E-Switch%20Photos/100DP1T4B1M1QEH.jpg,EG2407-ND,100DP1T4B1M1QEH,E-Switch,SWITCH TOGGLE DPDT 5A 120V,192,0,"3.37000","0","1","Bulk","100","Active","Panel Mount","DPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","16.26mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T250002.pdf,//media.digikey.com/Photos/E-Switch%20Photos/200USP1T1A1M7RE.jpg,EG4916-ND,200USP1T1A1M7RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,8104,0,"3.43000","0","1","Bulk","200U","Active","Through Hole, Right Angle, Vertical","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.80mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","IP67 - Dust Tight, Waterproof","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T250001.pdf,//media.digikey.com/Photos/E-Switch%20Photos/200USP1T1A1M6RE.jpg,EG4912-ND,200USP1T1A1M6RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,423,0,"3.43000","0","1","Bulk","200U","Active","Through Hole, Right Angle","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","3.80mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","IP67 - Dust Tight, Waterproof","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST122002.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100DP2T1B1M1QEH,%20100DP1T1B1M1QEH.jpg",EG2411-ND,100DP2T1B1M1QEH,E-Switch,SWITCH TOGGLE DPDT 5A 120V,168,0,"3.44000","0","1","Bulk","100","Active","Panel Mount","DPDT","On-Mom","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T212024.pdf,//media.digikey.com/Photos/E-Switch%20Photos/200MSP3T2B1M2QE.JPG,EG5421-ND,200MSP3T2B1M2QE,E-Switch,SWITCH TOGGLE SPDT 3A 120V,214,0,"3.45000","0","1","Bulk","200","Active","Panel Mount","SPDT","On-Off-On","3A (AC/DC)","120V","28V","Standard Round","5.33mm","Non-Illuminated","-","-","PC Pin","Circular - 4.95mm Dia","10-48","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.carlingtech.com/sites/default/files/documents/Carling-MTS-2M-Series.pdf,//media.digikey.com/photos/Carling%20Technologies%20Photos/2M1-SP1-T1-B1-M2QE.jpg,432-1168-ND,2M1-SP1-T1-B1-M2QE,Carling Technologies,SWITCH TOGGLE SPDT 5A 125V,8294,0,"3.51000","0","1","Bulk","2M","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","125V","28V","Standard Round","10.40mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.carlingtech.com/sites/default/files/documents/Carling-MTS-2M-Series.pdf,//media.digikey.com/photos/Carling%20Technologies%20Photos/2M1-SP1-T1-B1-M1QE.jpg,432-1143-ND,2M1-SP1-T1-B1-M1QE,Carling Technologies,SWITCH TOGGLE SPDT 5A 125V,1189,0,"3.51000","0","1","Bulk","2M","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","125V","28V","Standard Round","10.40mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST112018.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT6B11M1QEH.jpg,EG2374-ND,100SP2T6B11M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,603,0,"3.51000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Mom","5A (AC/DC)","120V","28V","Flat Anti-Rotation","12.30mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/ate.pdf,//media.digikey.com/photos/Copal%20Photos/ATE2E-2M3-10-Z.JPG,563-1164-ND,ATE2E-2M3-10-Z,Nidec Copal Electronics,SWITCH TOGGLE DPDT 50MA 48V,1217,0,"3.53000","0","1","Tray","ATE","Active","Through Hole","DPDT","On-Off-On","50mA (AC/DC)","48V","48V","Standard Round","6.00mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Washable","-20°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T111068.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100SP3T1B4M6RE,%20100SP1T1B4M6RE.jpg",EG2356-ND,100SP1T1B4M6RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,656,0,"3.53000","0","1","Bulk","100","Active","Through Hole, Right Angle","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","12.19mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T101012.pdf,"//media.digikey.com/photos/E-Switch%20Photos/100AWSP3T1B4M2RE,%20100AWSP4T1B4M2RE,%20100AWSP1T1B4M2RE.jpg",EG2432-ND,100AWSP1T1B4M2RE,E-Switch,SWITCH TOGGLE SPDT 0.4VA 20V,180,0,"3.55000","0","1","Bulk","100A","Active","Through Hole","SPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","12.70mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","IP67 - Dust Tight, Waterproof","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T212031.pdf,//media.digikey.com/Photos/E-Switch%20Photos/200MSP3T4B6M2QE.JPG,200MSP3T4B6M2QE-ND,200MSP3T4B6M2QE,E-Switch,SWITCH TOGGLE SPDT 3A 120V,109,0,"3.56000","0","1","Bulk","200","Active","Through Hole","SPDT","On-Off-On","3A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T111604.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SP1T2B4M7QE.JPG,EG5419-ND,100SP1T2B4M7QE,E-Switch,SWITCH TOGGLE SPDT 5A 120V,111,0,"3.57000","0","1","Bulk","100","Active","Through Hole, Right Angle, Vertical","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","6.46mm","Non-Illuminated","-","-","PC Pin","-","Unthreaded","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST121041.pdf,//media.digikey.com/photos/E-Switch%20Photos/100DP1T1B1M1REH.jpg,EG2399-ND,100DP1T1B1M1REH,E-Switch,SWITCH TOGGLE DPDT 0.4VA 20V,719,0,"3.59000","0","1","Bulk","100","Active","Panel Mount","DPDT","On-On","0.4VA (AC/DC)","20V","20V","Standard Round","10.41mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST221011.pdf,"//media.digikey.com/photos/E-Switch%20Photos/200MDP3T1B1M1QEH,%20200MDP1T1B1M1QEH.jpg",EG2455-ND,200MDP1T1B1M1QEH,E-Switch,SWITCH TOGGLE DPDT 3A 120V,875,0,"3.60000","0","1","Bulk","200","Active","Panel Mount","DPDT","On-On","3A (AC/DC)","120V","28V","Standard Round","9.40mm","Non-Illuminated","-","-","Solder Lug","Circular - 4.95mm Dia","10-48","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST221022.pdf,//media.digikey.com/photos/E-Switch%20Photos/200MDP1T1B1M2QEH.jpg,EG2456-ND,200MDP1T1B1M2QEH,E-Switch,SWITCH TOGGLE DPDT 3A 120V,599,0,"3.60000","0","1","Bulk","200","Active","Panel Mount","DPDT","On-On","3A (AC/DC)","120V","28V","Standard Round","9.40mm","Non-Illuminated","-","-","PC Pin","Circular - 4.95mm Dia","10-48","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST111027.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT8B13M1QEH.jpg,EG2372-ND,100SP1T8B13M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,243,0,"3.62000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","18.00mm","Non-Illuminated","-","-","Solder Lug","Circular - 11.91mm Dia","15/32-32","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/ST113031.pdf,//media.digikey.com/photos/E-Switch%20Photos/100SPxT6B11M1QEH.jpg,EG2386-ND,100SP3T6B11M1QEH,E-Switch,SWITCH TOGGLE SPDT 5A 120V,256,0,"3.63000","0","1","Bulk","100","Active","Panel Mount","SPDT","On-Off-On","5A (AC/DC)","120V","28V","Flat Anti-Rotation","12.30mm","Non-Illuminated","-","-","Solder Lug","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/T121059.pdf,//media.digikey.com/Photos/E-Switch%20Photos/100DP1T1B1M6QE.jpg,100DP1T1B1M6QE-ND,100DP1T1B1M6QE,E-Switch,SWITCH TOGGLE DPDT 5A 120V,1933,0,"3.65000","0","1","Bulk","100","Active","Panel Mount, Right Angle","DPDT","On-On","5A (AC/DC)","120V","28V","Standard Round","10.41mm","Non-Illuminated","-","-","PC Pin","Circular - 6.35mm Dia","1/4-40","-","Epoxy Sealed Terminals","-30°C ~ 85°C"
