Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit","Contact Timing","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Contact Material","Contact Finish","Mounting Type","Termination Style","Features","Operating Temperature"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MFG_JS202011SCQN.jpg,401-2002-2-ND,JS202011SCQN,C&K,SWITCH SLIDE DPDT 300MA 6V,94000,0,"0.28056","0","1000","Tape & Reel (TR)","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","Gull Wing","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MFG_JS202011SCQN.jpg,401-2002-1-ND,JS202011SCQN,C&K,SWITCH SLIDE DPDT 300MA 6V,94733,0,"0.48000","0","1","Cut Tape (CT)","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","Gull Wing","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MFG_JS202011SCQN.jpg,401-2002-6-ND,JS202011SCQN,C&K,SWITCH SLIDE DPDT 300MA 6V,94733,0,"Digi-Reel","0","1","Digi-Reel®","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","Gull Wing","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS202011JCQN.jpg,CKN10723TR-ND,JS202011JCQN,C&K,SWITCH SLIDE DPDT 300MA 6V,14300,0,"0.28056","0","1300","Tape & Reel (TR)","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS202011JCQN.jpg,CKN10723CT-ND,JS202011JCQN,C&K,SWITCH SLIDE DPDT 300MA 6V,15381,0,"0.48000","0","1","Cut Tape (CT)","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS202011JCQN.jpg,CKN10723DKR-ND,JS202011JCQN,C&K,SWITCH SLIDE DPDT 300MA 6V,15381,0,"Digi-Reel","0","1","Digi-Reel®","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS202011JAQN.jpg,CKN10722TR-ND,JS202011JAQN,C&K,SWITCH SLIDE DPDT 300MA 6V,11000,0,"0.29568","0","1000","Tape & Reel (TR)","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS202011JAQN.jpg,CKN10722CT-ND,JS202011JAQN,C&K,SWITCH SLIDE DPDT 300MA 6V,11022,0,"0.51000","0","1","Cut Tape (CT)","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS202011JAQN.jpg,CKN10722DKR-ND,JS202011JAQN,C&K,SWITCH SLIDE DPDT 300MA 6V,11022,0,"Digi-Reel","0","1","Digi-Reel®","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/JS102011SAQN.jpg,401-1999-2-ND,JS102011SAQN,C&K,SWITCH SLIDE SPDT 300MA 6V,31000,0,"0.32592","0","1000","Tape & Reel (TR)","JS","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/JS102011SAQN.jpg,401-1999-1-ND,JS102011SAQN,C&K,SWITCH SLIDE SPDT 300MA 6V,32212,0,"0.56000","0","1","Cut Tape (CT)","JS","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/JS102011SAQN.jpg,401-1999-6-ND,JS102011SAQN,C&K,SWITCH SLIDE SPDT 300MA 6V,32212,0,"Digi-Reel","0","1","Digi-Reel®","JS","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS203011JCQN.jpg,CKN10725TR-ND,JS203011JCQN,C&K,SWITCH SLIDE DP3T 300MA 6V,28800,0,"0.33958","0","800","Tape & Reel (TR)","JS","Active","DP3T","Not Specified","On-On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS203011JCQN.jpg,CKN10725CT-ND,JS203011JCQN,C&K,SWITCH SLIDE DP3T 300MA 6V,29112,0,"0.57000","0","1","Cut Tape (CT)","JS","Active","DP3T","Not Specified","On-On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_JS203011JCQN.jpg,CKN10725DKR-ND,JS203011JCQN,C&K,SWITCH SLIDE DP3T 300MA 6V,29112,0,"Digi-Reel","0","1","Digi-Reel®","JS","Active","DP3T","Not Specified","On-On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/css.pdf,//media.digikey.com/photos/Copal%20Photos/CSS-1210TB.jpg,563-1091-2-ND,CSS-1210TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 12V,13300,0,"0.37699","0","1900","Tape & Reel (TR)","CSS","Active","SPDT","Non-Shorting (BBM)","On-On","100mA (DC)","-","12V","Standard","2.00mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/css.pdf,//media.digikey.com/photos/Copal%20Photos/CSS-1210TB.jpg,563-1091-1-ND,CSS-1210TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 12V,13832,0,"0.65000","0","1","Cut Tape (CT)","CSS","Active","SPDT","Non-Shorting (BBM)","On-On","100mA (DC)","-","12V","Standard","2.00mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/css.pdf,//media.digikey.com/photos/Copal%20Photos/CSS-1210TB.jpg,563-1091-6-ND,CSS-1210TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 12V,13832,0,"Digi-Reel","0","1","Digi-Reel®","CSS","Active","SPDT","Non-Shorting (BBM)","On-On","100mA (DC)","-","12V","Standard","2.00mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1428/os.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/os102011ma1qn1.JPG,CKN9559-ND,OS102011MA1QN1,C&K,SWITCH SLIDE SPDT 100MA 12V,24762,0,"0.38000","0","1","Bulk","OS","Active","SPDT","Non-Shorting (BBM)","On-On","100mA (DC)","-","12V","Standard","4.00mm","Copper Alloy","Silver","Through Hole, Right Angle","PC Pin","Epoxy Sealed Terminals","-30°C ~ 70°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/JS102011JCQN.JPG,CKN10721TR-ND,JS102011JCQN,C&K,SWITCH SLIDE SPDT 300MA 6V,12000,0,"0.39312","0","1000","Tape & Reel (TR)","JS","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/JS102011JCQN.JPG,CKN10721CT-ND,JS102011JCQN,C&K,SWITCH SLIDE SPDT 300MA 6V,12504,0,"0.68000","0","1","Cut Tape (CT)","JS","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/JS102011JCQN.JPG,CKN10721DKR-ND,JS102011JCQN,C&K,SWITCH SLIDE SPDT 300MA 6V,12504,0,"Digi-Reel","0","1","Digi-Reel®","JS","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1422/js.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MFG_JS202011CQN.jpg,401-2001-ND,JS202011CQN,C&K,SWITCH SLIDE DPDT 300MA 6V,40607,0,"0.43000","0","1","Bulk","JS","Active","DPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","2.00mm","Copper Alloy","Silver","Through Hole","PC Pin","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1428/os.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MFG_OS102011MS2QN1.jpg,CKN9565-ND,OS102011MS2QN1,C&K,SWITCH SLIDE SPDT 100MA 12V,39255,0,"0.43000","0","1","Bulk","OS","Active","SPDT","Non-Shorting (BBM)","On-On","100mA (DC)","-","12V","Standard","4.00mm","Copper Alloy","Silver","Through Hole","PC Pin","Epoxy Sealed Terminals","-30°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-12TB.jpg,563-1102-2-ND,CUS-12TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 300MA 4V,22500,0,"0.43697","0","2500","Tape & Reel (TR)","CUS","Active","SPDT","Non-Shorting (BBM)","On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-12TB.jpg,563-1102-1-ND,CUS-12TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 300MA 4V,23747,0,"0.75000","0","1","Cut Tape (CT)","CUS","Active","SPDT","Non-Shorting (BBM)","On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-12TB.jpg,563-1102-6-ND,CUS-12TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 300MA 4V,23747,0,"Digi-Reel","0","1","Digi-Reel®","CUS","Active","SPDT","Non-Shorting (BBM)","On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-13TB.jpg,563-1103-2-ND,CUS-13TB,Nidec Copal Electronics,SWITCH SLIDE SP3T 300MA 4V,5000,0,"0.45410","0","2500","Tape & Reel (TR)","CUS","Active","SP3T","Non-Shorting (BBM)","On-On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-13TB.jpg,563-1103-1-ND,CUS-13TB,Nidec Copal Electronics,SWITCH SLIDE SP3T 300MA 4V,6918,0,"0.78000","0","1","Cut Tape (CT)","CUS","Active","SP3T","Non-Shorting (BBM)","On-On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-13TB.jpg,563-1103-6-ND,CUS-13TB,Nidec Copal Electronics,SWITCH SLIDE SP3T 300MA 4V,6918,0,"Digi-Reel","0","1","Digi-Reel®","CUS","Active","SP3T","Non-Shorting (BBM)","On-On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-22TB.jpg,563-1105-2-ND,CUS-22TB,Nidec Copal Electronics,SWITCH SLIDE DPDT 300MA 4V,29400,0,"0.47124","0","1400","Tape & Reel (TR)","CUS","Active","DPDT","Non-Shorting (BBM)","On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-22TB.jpg,563-1105-1-ND,CUS-22TB,Nidec Copal Electronics,SWITCH SLIDE DPDT 300MA 4V,31400,0,"0.81000","0","1","Cut Tape (CT)","CUS","Active","DPDT","Non-Shorting (BBM)","On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount","Gull Wing","-","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cus.pdf,//media.digikey.com/photos/Copal%20Photos/CUS-22TB.jpg,563-1105-6-ND,CUS-22TB,Nidec Copal Electronics,SWITCH SLIDE DPDT 300MA 4V,31400,0,"Digi-Reel","0","1","Digi-Reel®","CUS","Active","DPDT","Non-Shorting (BBM)","On-On","300mA (DC)","-","4V","Standard","1.50mm","Copper Alloy","Gold","Surface Mount","Gull Wing","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1428/os.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/os103011ms8qp1.JPG,CKN9543-ND,OS103011MS8QP1,C&K,SWITCH SLIDE SP3T 100MA 12V,11803,0,"0.51000","0","1","Bulk","OS","Active","SP3T","Not Specified","On-On-On","100mA (DC)","-","12V","Standard","4.00mm","Copper Alloy","Silver","Through Hole","PC Pin","Epoxy Sealed Terminals","-30°C ~ 70°C"
https://www.ckswitches.com/media/1424/pcm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/PCM12SMTR.JPG,401-2016-2-ND,PCM12SMTR,C&K,SWITCH SLIDE SPDT 300MA 6V,38500,0,"0.52752","0","3500","Tape & Reel (TR)","PCM","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","1.50mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 85°C"
https://www.ckswitches.com/media/1424/pcm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/PCM12SMTR.JPG,401-2016-1-ND,PCM12SMTR,C&K,SWITCH SLIDE SPDT 300MA 6V,40122,0,"0.91000","0","1","Cut Tape (CT)","PCM","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","1.50mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 85°C"
https://www.ckswitches.com/media/1424/pcm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/PCM12SMTR.JPG,401-2016-6-ND,PCM12SMTR,C&K,SWITCH SLIDE SPDT 300MA 6V,40127,0,"Digi-Reel","0","1","Digi-Reel®","PCM","Active","SPDT","Not Specified","On-On","300mA (DC)","-","6V","Standard","1.50mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-20°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cjs.pdf,//media.digikey.com/photos/Copal%20Photos/CJS-1200TB.jpg,563-1022-2-ND,CJS-1200TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 6V,195000,0,"0.54353","0","1000","Tape & Reel (TR)","CJS","Active","SPDT","Not Specified","On-On","100mA (DC)","-","6V","Flush","Flush","Copper Alloy","Gold","Surface Mount","Gull Wing","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cjs.pdf,//media.digikey.com/photos/Copal%20Photos/CJS-1200TB.jpg,563-1022-1-ND,CJS-1200TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 6V,195701,0,"0.90000","0","1","Cut Tape (CT)","CJS","Active","SPDT","Not Specified","On-On","100mA (DC)","-","6V","Flush","Flush","Copper Alloy","Gold","Surface Mount","Gull Wing","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cjs.pdf,//media.digikey.com/photos/Copal%20Photos/CJS-1200TB.jpg,563-1022-6-ND,CJS-1200TB,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 6V,195701,0,"Digi-Reel","0","1","Digi-Reel®","CJS","Active","SPDT","Not Specified","On-On","100mA (DC)","-","6V","Flush","Flush","Copper Alloy","Gold","Surface Mount","Gull Wing","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cjs.pdf,//media.digikey.com/photos/Copal%20Photos/CJS-1200TA.jpg,563-1021-2-ND,CJS-1200TA,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 6V,135000,0,"0.54353","0","1000","Tape & Reel (TR)","CJS","Active","SPDT","Not Specified","On-On","100mA (DC)","-","6V","Flush","Flush","Copper Alloy","Gold","Surface Mount","J Lead","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cjs.pdf,//media.digikey.com/photos/Copal%20Photos/CJS-1200TA.jpg,563-1021-1-ND,CJS-1200TA,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 6V,135779,0,"0.90000","0","1","Cut Tape (CT)","CJS","Active","SPDT","Not Specified","On-On","100mA (DC)","-","6V","Flush","Flush","Copper Alloy","Gold","Surface Mount","J Lead","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cjs.pdf,//media.digikey.com/photos/Copal%20Photos/CJS-1200TA.jpg,563-1021-6-ND,CJS-1200TA,Nidec Copal Electronics,SWITCH SLIDE SPDT 100MA 6V,135779,0,"Digi-Reel","0","1","Digi-Reel®","CJS","Active","SPDT","Not Specified","On-On","100mA (DC)","-","6V","Flush","Flush","Copper Alloy","Gold","Surface Mount","J Lead","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-12B-01T.jpg,563-1318-2-ND,CL-SB-12B-01T,Nidec Copal Electronics,SWITCH SLIDE SPDT 200MA 12V,53000,0,"0.56548","0","500","Tape & Reel (TR)","CL-SB","Active","SPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","Gull Wing","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-12B-01T.jpg,563-1318-1-ND,CL-SB-12B-01T,Nidec Copal Electronics,SWITCH SLIDE SPDT 200MA 12V,53401,0,"0.94000","0","1","Cut Tape (CT)","CL-SB","Active","SPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","Gull Wing","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-12B-01T.jpg,563-1318-6-ND,CL-SB-12B-01T,Nidec Copal Electronics,SWITCH SLIDE SPDT 200MA 12V,53401,0,"Digi-Reel","0","1","Digi-Reel®","CL-SB","Active","SPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","Gull Wing","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-12A-01T.jpg,563-1314-2-ND,CL-SB-12A-01T,Nidec Copal Electronics,SWITCH SLIDE SPDT 200MA 12V,4000,0,"0.56548","0","500","Tape & Reel (TR)","CL-SB","Active","SPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-12A-01T.jpg,563-1314-1-ND,CL-SB-12A-01T,Nidec Copal Electronics,SWITCH SLIDE SPDT 200MA 12V,4159,0,"0.94000","0","1","Cut Tape (CT)","CL-SB","Active","SPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-12A-01T.jpg,563-1314-6-ND,CL-SB-12A-01T,Nidec Copal Electronics,SWITCH SLIDE SPDT 200MA 12V,4159,0,"Digi-Reel","0","1","Digi-Reel®","CL-SB","Active","SPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1431/ayz.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/AYZ0102AGRL.jpg,401-2012-2-ND,AYZ0102AGRLC,C&K,SWITCH SLIDE SPDT 100MA 12V,8000,0,"0.58464","0","4000","Tape & Reel (TR)","AYZ","Active","SPDT","Not Specified","On-On","100mA (DC)","-","12V","Standard","1.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-10°C ~ 60°C"
https://www.ckswitches.com/media/1431/ayz.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/AYZ0102AGRL.jpg,401-2012-1-ND,AYZ0102AGRLC,C&K,SWITCH SLIDE SPDT 100MA 12V,9152,0,"1.00000","0","1","Cut Tape (CT)","AYZ","Active","SPDT","Not Specified","On-On","100mA (DC)","-","12V","Standard","1.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-10°C ~ 60°C"
https://www.ckswitches.com/media/1431/ayz.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/AYZ0102AGRL.jpg,401-2012-6-ND,AYZ0102AGRLC,C&K,SWITCH SLIDE SPDT 100MA 12V,9152,0,"Digi-Reel","0","1","Digi-Reel®","AYZ","Active","SPDT","Not Specified","On-On","100mA (DC)","-","12V","Standard","1.00mm","Copper Alloy","Silver","Surface Mount, Right Angle","Gull Wing","-","-10°C ~ 60°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-22A-01T.JPG,563-1338-2-ND,CL-SB-22A-01T,Nidec Copal Electronics,SWITCH SLIDE DPDT 200MA 12V,33500,0,"0.63264","0","500","Tape & Reel (TR)","CL-SB","Active","DPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-22A-01T.JPG,563-1338-1-ND,CL-SB-22A-01T,Nidec Copal Electronics,SWITCH SLIDE DPDT 200MA 12V,33818,0,"1.05000","0","1","Cut Tape (CT)","CL-SB","Active","DPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-22A-01T.JPG,563-1338-6-ND,CL-SB-22A-01T,Nidec Copal Electronics,SWITCH SLIDE DPDT 200MA 12V,33818,0,"Digi-Reel","0","1","Digi-Reel®","CL-SB","Active","DPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-22A-12T.jpg,563-1340-2-ND,CL-SB-22A-11T,Nidec Copal Electronics,SWITCH SLIDE DPDT 200MA 12V,16000,0,"0.63264","0","500","Tape & Reel (TR)","CL-SB","Active","DPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount, Right Angle","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-22A-12T.jpg,563-1340-1-ND,CL-SB-22A-11T,Nidec Copal Electronics,SWITCH SLIDE DPDT 200MA 12V,16462,0,"1.05000","0","1","Cut Tape (CT)","CL-SB","Active","DPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount, Right Angle","J Lead","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-sb.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-SB-22A-12T.jpg,563-1340-6-ND,CL-SB-22A-11T,Nidec Copal Electronics,SWITCH SLIDE DPDT 200MA 12V,16462,0,"Digi-Reel","0","1","Digi-Reel®","CL-SB","Active","DPDT","Non-Shorting (BBM)","On-On","200mA (DC)","-","12V","Standard","2.00mm","Copper","Silver","Surface Mount, Right Angle","J Lead","-","-40°C ~ 85°C"
