Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Mounting Type","Termination Style","Ingress Protection","Features","Operating Force","Release Force","Pretravel","Differential Travel","Overtravel","Operating Temperature"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MV.JPG,P13585STR-ND,ESE-22MV21T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,768000,0,"0.26276","0","1000","Tape & Reel (TR)","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MV.JPG,P13585SCT-ND,ESE-22MV21T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,769481,0,"0.57000","0","1","Cut Tape (CT)","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MV.JPG,P13585SDKR-ND,ESE-22MV21T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,769481,0,"Digi-Reel","0","1","Digi-Reel®","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MH1T.jpg,P8097STR-ND,ESE-11MH1T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,16500,0,"0.26846","0","1500","Tape & Reel (TR)","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MH1T.jpg,P8097SCT-ND,ESE-11MH1T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,19558,0,"0.41000","0","1","Cut Tape (CT)","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MH1T.jpg,P8097SDKR-ND,ESE-11MH1T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,19558,0,"Digi-Reel","0","1","Digi-Reel®","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
http://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000PE17.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-18R11A.JPG,P14175STR-ND,ESE-18R11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,20000,0,"0.27734","0","5000","Tape & Reel (TR)","ESE18","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
http://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000PE17.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-18R11A.JPG,P14175SCT-ND,ESE-18R11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,21662,0,"0.58000","0","1","Cut Tape (CT)","ESE18","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
http://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000PE17.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-18R11A.JPG,P14175SDKR-ND,ESE-18R11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,21662,0,"Digi-Reel","0","1","Digi-Reel®","ESE18","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13H0xx.jpg,P13359STR-ND,ESE-13H01D,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,75000,0,"0.30422","0","5000","Tape & Reel (TR)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13H0xx.jpg,P13359SCT-ND,ESE-13H01D,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,80296,0,"0.65000","0","1","Cut Tape (CT)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13H0xx.jpg,P13359SDKR-ND,ESE-13H01D,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,80296,0,"Digi-Reel","0","1","Digi-Reel®","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C10.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-31R11T.JPG,P13568STR-ND,ESE-31R11T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,20000,0,"0.31508","0","2500","Tape & Reel (TR)","ESE31","Active","SPST-NO","Off-Mom","10mA (DC)","20V","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","40gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C10.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-31R11T.JPG,P13568SCT-ND,ESE-31R11T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,21496,0,"0.63000","0","1","Cut Tape (CT)","ESE31","Active","SPST-NO","Off-Mom","10mA (DC)","20V","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","40gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C10.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-31R11T.JPG,P13568SDKR-ND,ESE-31R11T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,21496,0,"Digi-Reel","0","1","Digi-Reel®","ESE31","Active","SPST-NO","Off-Mom","10mA (DC)","20V","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","40gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C18.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-24MH1T.jpg,P10873STR-ND,ESE-24MH1T,Panasonic Electronic Components,SWITCH DETECTOR SPDT 10MA 5V,22000,0,"0.33682","0","1000","Tape & Reel (TR)","ESE24","Active","SPDT","Mom-Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C18.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-24MH1T.jpg,P10873SCT-ND,ESE-24MH1T,Panasonic Electronic Components,SWITCH DETECTOR SPDT 10MA 5V,22468,0,"0.67000","0","1","Cut Tape (CT)","ESE24","Active","SPDT","Mom-Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C18.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-24MH1T.jpg,P10873SDKR-ND,ESE-24MH1T,Panasonic Electronic Components,SWITCH DETECTOR SPDT 10MA 5V,22468,0,"Digi-Reel","0","1","Digi-Reel®","ESE24","Active","SPDT","Mom-Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-13V01B.jpg,P13354STR-ND,ESE-13V01B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,45000,0,"0.38358","0","3000","Tape & Reel (TR)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-13V01B.jpg,P13354SCT-ND,ESE-13V01B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,46289,0,"0.67000","0","1","Cut Tape (CT)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-13V01B.jpg,P13354SDKR-ND,ESE-13V01B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,46289,0,"Digi-Reel","0","1","Digi-Reel®","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C4.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ESE16.jpg,P14266STR-ND,ESE-16J001,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,4000,0,"0.52273","0","4000","Tape & Reel (TR)","ESE16","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","-","25gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C4.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ESE16.jpg,P14266SCT-ND,ESE-16J001,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,6026,0,"1.05000","0","1","Cut Tape (CT)","ESE16","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","-","25gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C4.pdf,//media.digikey.com/Renders/Panasonic%20Renders/ESE16.jpg,P14266SDKR-ND,ESE-16J001,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,6026,0,"Digi-Reel","0","1","Digi-Reel®","ESE16","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","-","25gf","-","-","-","-","-10°C ~ 60°C"
https://www.ckswitches.com/media/1307/hdt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/HDT0004.JPG,CKN9956TR-ND,HDT0004,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,65200,0,"0.64699","0","2800","Tape & Reel (TR)","HDT","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","-","35gf","-","0.012"" (0.3mm)","-","0.039"" (1.0mm)","-40°C ~ 85°C"
https://www.ckswitches.com/media/1307/hdt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/HDT0004.JPG,CKN9956CT-ND,HDT0004,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,69958,0,"1.30000","0","1","Cut Tape (CT)","HDT","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","-","35gf","-","0.012"" (0.3mm)","-","0.039"" (1.0mm)","-40°C ~ 85°C"
https://www.ckswitches.com/media/1307/hdt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/HDT0004.JPG,CKN9956DKR-ND,HDT0004,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,69958,0,"Digi-Reel","0","1","Digi-Reel®","HDT","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","-","35gf","-","0.012"" (0.3mm)","-","0.039"" (1.0mm)","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-da.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-DA-1BB4-A2T.jpg,563-1305-2-ND,CL-DA-1BB4-A2T,Nidec Copal Electronics,SWITCH DETECT SPST-NC 100MA 12V,11000,0,"0.68062","0","1000","Tape & Reel (TR)","CL-DA","Active","SPST-NC","On-Mom","100mA (DC)","-","12V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","76gf","-","0.014"" (0.35mm)","-","0.079"" (2.0mm)","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cl-da.pdf,//media.digikey.com/Photos/Copal%20Photos/CL-DA-1BB4-A2T.jpg,563-1305-1-ND,CL-DA-1BB4-A2T,Nidec Copal Electronics,SWITCH DETECT SPST-NC 100MA 12V,11743,0,"1.28000","0","1","Cut Tape (CT)","CL-DA","Active","SPST-NC","On-Mom","100mA (DC)","-","12V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","76gf","-","0.014"" (0.35mm)","-","0.079"" (2.0mm)","-40°C ~ 85°C"
https://www.ckswitches.com/media/1312/ksu.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/KSU213WLFG.jpg,401-1598-2-ND,KSU213WLFG,C&K,SWITCH DETECTOR SPST-NO 10MA 50V,8000,0,"0.68092","0","1000","Tape & Reel (TR)","KSU","Active","SPST-NO","Off-Mom","10mA (AC/DC)","50V","50V","Overtravel Plunger","Surface Mount","Gull Wing","-","-","110gf","-","-","-","-","-40°C ~ 125°C"
https://www.ckswitches.com/media/1312/ksu.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/KSU213WLFG.jpg,401-1598-1-ND,KSU213WLFG,C&K,SWITCH DETECTOR SPST-NO 10MA 50V,8331,0,"1.28000","0","1","Cut Tape (CT)","KSU","Active","SPST-NO","Off-Mom","10mA (AC/DC)","50V","50V","Overtravel Plunger","Surface Mount","Gull Wing","-","-","110gf","-","-","-","-","-40°C ~ 125°C"
https://www.ckswitches.com/media/1312/ksu.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/KSU213WLFG.jpg,401-1598-6-ND,KSU213WLFG,C&K,SWITCH DETECTOR SPST-NO 10MA 50V,8331,0,"Digi-Reel","0","1","Digi-Reel®","KSU","Active","SPST-NO","Off-Mom","10mA (AC/DC)","50V","50V","Overtravel Plunger","Surface Mount","Gull Wing","-","-","110gf","-","-","-","-","-40°C ~ 125°C"
https://www.ckswitches.com/media/1307/hdt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/HDT0001.jpg,401-1733-2-ND,HDT0001,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,7350,0,"0.69161","0","2450","Tape & Reel (TR)","HDT","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","Board Guide","35gf","-","0.012"" (0.3mm)","-","0.039"" (1.0mm)","-40°C ~ 85°C"
https://www.ckswitches.com/media/1307/hdt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/HDT0001.jpg,401-1733-1-ND,HDT0001,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,8474,0,"1.30000","0","1","Cut Tape (CT)","HDT","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","Board Guide","35gf","-","0.012"" (0.3mm)","-","0.039"" (1.0mm)","-40°C ~ 85°C"
https://www.ckswitches.com/media/1307/hdt.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/HDT0001.jpg,401-1733-6-ND,HDT0001,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,8474,0,"Digi-Reel","0","1","Digi-Reel®","HDT","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","Board Guide","35gf","-","0.012"" (0.3mm)","-","0.039"" (1.0mm)","-40°C ~ 85°C"
https://www.ckswitches.com/media/1321/zmadetect.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/ZMA00A150L04PC.JPG,CKN10157-ND,ZMA00A150L04PC,C&K,SWITCH SNAP ACT SPDT 100MA 125V,13225,0,"0.81000","0","1","Tray","ZMA","Active","SPDT","On-Mom","100mA (AC/DC)","125V","60V","Lever, Straight","Through Hole","PC Pin","-","-","50gf","8.000gf","0.120"" (3.0mm)","-","0.025"" (0.6mm)","-40°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/Q980000.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TS0101F020P.jpg,EG4934-ND,TS0101F020P,E-Switch,SWITCH SNAP ACTION SPDT 300MA 6V,1230,0,"0.90000","0","1","Bulk","TS","Active","SPDT","On-Mom","300mA (DC)","-","6V","Lever, Straight","Through Hole","PC Pin","-","-","20gf","-","0.071"" (1.8mm)","-","-","-25°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3sh.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/D3SH-A1R.JPG,SW1046TR-ND,D3SH-A1R1,Omron Electronics Inc-EMC Div,SWITCH DETECTOR SPST-NO 1MA 5V,35000,31000,"1.07942","0","1000","Tape & Reel (TR)","D3SH","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide, Right Operating Lever","24gf","-","-","-","-","-25°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3sh.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/D3SH-A1R.JPG,SW1046CT-ND,D3SH-A1R1,Omron Electronics Inc-EMC Div,SWITCH DETECTOR SPST-NO 1MA 5V,35562,31000,"1.99000","0","1","Cut Tape (CT)","D3SH","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide, Right Operating Lever","24gf","-","-","-","-","-25°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3sh.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/D3SH-A1R.JPG,SW1046DKR-ND,D3SH-A1R1,Omron Electronics Inc-EMC Div,SWITCH DETECTOR SPST-NO 1MA 5V,35562,31000,"Digi-Reel","0","1","Digi-Reel®","D3SH","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide, Right Operating Lever","24gf","-","-","-","-","-25°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3sh.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/D3SH-A1R.JPG,SW1043TR-ND,D3SH-A1R,Omron Electronics Inc-EMC Div,SWITCH DETECTOR SPST-NO 1MA 5V,5000,0,"1.07942","0","1000","Tape & Reel (TR)","D3SH","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide, Right Operating Lever","31gf","-","-","-","-","-25°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3sh.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/D3SH-A1R.JPG,SW1043CT-ND,D3SH-A1R,Omron Electronics Inc-EMC Div,SWITCH DETECTOR SPST-NO 1MA 5V,5435,0,"1.99000","0","1","Cut Tape (CT)","D3SH","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide, Right Operating Lever","31gf","-","-","-","-","-25°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3sh.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/D3SH-A1R.JPG,SW1043DKR-ND,D3SH-A1R,Omron Electronics Inc-EMC Div,SWITCH DETECTOR SPST-NO 1MA 5V,5435,0,"Digi-Reel","0","1","Digi-Reel®","D3SH","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide, Right Operating Lever","31gf","-","-","-","-","-25°C ~ 85°C"
https://www.e-switch.com/system/asset/product_line/data_sheet/125/SS.pdf,//media.digikey.com/Photos/E-Switch%20Photos/SS0750303F050P1A.jpg,EG4927-ND,SS0750303F050P1A,E-Switch,SWITCH SNAP ACTION SPDT 3A 125V,4670,0,"1.23000","0","1","Bulk","SS","Active","SPDT","On-Mom","3A (AC)","125V","-","Lever, Simulated Roller","Through Hole","PC Pin","-","-","50gf","15gf","0.053"" (1.35mm)","-","-","-25°C ~ 75°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3c.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/D3C-1220,%20D3C-1210,%20D3C-2210,%20D3C-2220.jpg",SW224-ND,D3C-1210,Omron Electronics Inc-EMC Div,SWITCH DETECTOR SPDT 100MA 30V,3624,0,"1.40000","0","1","Bulk","D3C","Active","SPDT","On-Mom","100mA (DC)","-","30V","Angled Toggle (Detector)","Through Hole","PC Pin","IP00","-","130gf","10gf","-","-","-","-20°C ~ 80°C"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/D2F_0318_DS.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/D2F-L,%20D2F-FL,%20D2F-01L,%20D2F-01FL.jpg",SW153-ND,D2F-FL,Omron Electronics Inc-EMC Div,SWITCH SNAP ACTION SPDT 1A 125V,8620,6000,"1.43000","0","1","Bulk","D2F","Active","SPDT","On-Mom","1A (AC), 500mA (DC)","125V","30V","Lever, Straight","Through Hole","PC Pin","IP40","-","25gf","2.039gf","-","0.020"" (0.5mm)","0.022"" (0.55mm)","-25°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/D2F_0318_DS.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/D2F-01L.JPG,SW154-ND,D2F-01L,Omron Electronics Inc-EMC Div,SWITCH SNAP ACT SPDT 100MA 30V,6785,24000,"1.61000","0","1","Bulk","D2F","Active","SPDT","On-Mom","100mA (DC)","-","30V","Lever, Straight","Through Hole","PC Pin","IP40","-","80gf","5.099gf","-","0.020"" (0.5mm)","0.022"" (0.55mm)","-25°C ~ 65°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d3d.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/D3D-111,%20D3D-121,%20D3D-131.jpg",SW747-ND,D3D-131,Omron Electronics Inc-EMC Div,SWITCH SNAP ACT SPST-NO 1A 125V,3849,0,"1.80000","0","1","Bulk","D3D","Active","SPST-NO","Off-Mom","1A (AC)","125V","-","Overtravel Plunger","Panel Mount, Snap-In","Connector","IP00","White Actuator","204gf","-","-","-","-","-30°C ~ 60°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-ss.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/SS-5GL-3T.JPG,Z5087-ND,SS-5GL-3T,Omron Electronics Inc-EMC Div,SWITCH SNAP ACT SPST-NO 5A 125V,1845,0,"1.90000","0","1","Bulk","SS","Active","SPST-NO","Off-Mom","5A (AC)","125V","-","Lever, Straight","Chassis Mount","Quick Connect - 0.110"" (2.8mm)","IP40","-","50gf","6.118gf","-","0.031"" (0.8mm)","0.047"" (1.2mm)","-25°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/Q950031.pdf,//media.digikey.com/photos/E-Switch%20Photos/LS0851505F250C1A.JPG,EG4530-ND,LS0851505F250C1A,E-Switch,SWITCH SNAP ACTION SPDT 15A 125V,5932,0,"1.96000","0","1","Bulk","LS","Active","SPDT","On-Mom","15A (AC)","125V","-","Lever, Roller","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","-","-","250gf","50gf","0.106"" (2.7mm)","-","-","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/D2F_0318_DS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/D2F-L-A1.jpg,SW843-ND,D2F-L-A1,Omron Electronics Inc-EMC Div,SWITCH SNAP ACTION SPDT 3A 125V,22024,0,"2.01000","0","1","Tray","D2F","Active","SPDT","On-Mom","3A (AC), 2A (DC)","125V","30V","Lever, Straight","Through Hole, Right Angle","PC Pin","IP40","-","80gf","5.099gf","-","0.020"" (0.5mm)","0.022"" (0.55mm)","-25°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/D2F_0318_DS.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/D2F-L,%20D2F-FL,%20D2F-01L,%20D2F-01FL.jpg",SW152-ND,D2F-L,Omron Electronics Inc-EMC Div,SWITCH SNAP ACTION SPDT 3A 125V,7362,5000,"2.03000","0","1","Bulk","D2F","Active","SPDT","On-Mom","3A (AC), 2A (DC)","125V","30V","Lever, Straight","Through Hole","PC Pin","IP40","-","80gf","5.099gf","-","0.020"" (0.5mm)","0.022"" (0.55mm)","-25°C ~ 65°C"
