Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Color - Actuator/Cap","Actuator Marking","Illumination Type, Color","Illumination Voltage (Nominal)","Termination Style","Ingress Protection","Features","Panel Cutout Dimensions","Operating Temperature"
https://www.e-switch.com/system/asset/product_line/data_sheet/97/RR8.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RR812C1121.jpg,EG4779-ND,RR812C1121,E-Switch,SWITCH ROCKER DPST 16A 125V,3238,0,"1.32000","0","1","Bulk","RR8, LAMB","Active","Panel Mount, Snap-In","DPST","On-Off","16A (AC)","125V","-","Round","Black","O -","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.00mm Dia","-20°C ~ 105°C"
http://switches-connectors-custom.cwind.com/Asset/GRS-4021-XXXX.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/GRS-4021-0002.jpg,CW190-ND,GRS-4021-0002,CW Industries,SWITCH ROCKER DPST 16A 125V,1583,0,"1.33000","0","1","Bulk","4000","Active","Panel Mount, Snap-In","DPST","On-Off","16A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.20mm x 12.90mm","-20°C ~ 105°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2013/12/Rocker_LR_PPR.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/Cherry%20Switch-LRA32H2FBRLN.jpg,CH775-ND,LRA32H2FBRLN,ZF Electronics,SWITCH ROCKER DPST 10A 125V,3058,0,"1.36000","0","1","Bulk","LR","Active","Panel Mount, Snap-In","DPST","On-Off","10A (AC)","125V","-","Concave (Curved) - Illuminated","Red","O -","Neon, Red","125 VAC","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.10mm x 12.90mm","-20°C ~ 65°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2013/12/Rocker_LR_PPR.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/LRA32H2FBGLN.jpg,CH779-ND,LRA32H2FBGLN,ZF Electronics,SWITCH ROCKER DPST 10A 125V,1781,0,"1.36000","0","1","Bulk","LR","Active","Panel Mount, Snap-In","DPST","On-Off","10A (AC)","125V","-","Concave (Curved) - Illuminated","Green","O -","Neon, Green","125 VAC","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.10mm x 12.90mm","-20°C ~ 65°C"
http://spec_sheets.e-switch.com/specs/14-RB143D1100.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RB143D1100.jpg,EG4747-ND,RB143D1100,E-Switch,SWITCH ROCKER SPDT 20A 125V,2625,0,"1.38000","0","1","Bulk","RB1, LAMB","Active","Panel Mount, Snap-In","SPDT","On-On","20A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 11.00mm","-20°C ~ 65°C"
https://www.e-switch.com/system/asset/product_line/data_sheet/101/RSC.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RSC141D1121.jpg,EG4755-ND,RSC141D1121,E-Switch,SWITCH ROCKER SPST 20A 125V,2991,0,"1.39000","0","1","Bulk","RSC, LAMB","Active","Panel Mount, Snap-In","SPST","On-Off","20A (AC)","125V","-","Concave (Curved)","Black","O -","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 28.60mm x 13.90mm","-20°C ~ 105°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_TR_Datasheet11.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/TRG22F2BBRLN.jpg,CH795-ND,TRG22F2BBRLN,ZF Electronics,SWITCH ROCKER SPST 16A 125V,1010,0,"1.40000","0","1","Bulk","TR","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Concave (Curved) - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.20mm x 11.00mm","-20°C ~ 65°C"
https://www.ckswitches.com/media/1438/cr.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/CR102J23S215QF.jpg,CR102J25S215QF-ND,CR102J25S215QF,C&K,SWITCH ROCKER SPST 16A 125V,3277,0,"1.41000","0","1","Tray","CR","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Round","Black, Red","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","Two-Tone Rocker","Circular - 20.20mm Dia","-20°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/38-RB141C1000135.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RB141C1000-135.JPG,EG5684-ND,RB141C1000-135,E-Switch,ILLUMINATED POWER ROCKER SWITCH,2714,0,"1.45000","0","1","Bulk","RB1, LAMB","Active","Panel Mount, Snap-In","SPST","On-Off","15A (AC)","125V","-","Concave (Curved) - Illuminated","Green","No Marking","Incandescent, Green","24 VDC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 11.00mm","-20°C ~ 65°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_CR_Datasheet11.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/CHERRY%20SWITCH-CRE22F2BBRLE.jpg,CH809-ND,CRE22F2BBRLE,ZF Electronics,SWITCH ROCKER SPST 20A 125V,2069,0,"1.47000","0","1","Bulk","CR","Active","Panel Mount, Snap-In","SPST","On-Off","20A (AC)","125V","-","Concave (Curved) - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 28.50mm x 12.10mm","-20°C ~ 85°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_RR_-Datasheet1.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/RRA22H3BBRHN.jpg,CH873-ND,RRA22H3BBRHN,ZF Electronics,SWITCH ROCKER SPST 10A 125V,2259,0,"1.50000","0","1","Bulk","RR","Active","Panel Mount, Snap-In","SPST","On-Off","10A (AC)","125V","-","Round - Illuminated","Red","No Marking","Incandescent, Red","12 VDC","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.00mm Dia","-20°C ~ 65°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/05/Rocker_SRJ_Datasheet.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/SRJ23A3BBBNN.jpg,CH876-ND,SRJ23A3BBBNN,ZF Electronics,SWITCH ROCKER SPDT 20A 125V,1836,0,"1.50000","0","1","Bulk","SR","Active","Panel Mount, Snap-In","SPDT","On-On","20A (AC)","125V","-","Round","Black","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.00mm Dia","-20°C ~ 65°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_RR_-Datasheet1.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/RRA22H3BBRLN.jpg,CH870-ND,RRA22H3BBRLN,ZF Electronics,SWITCH ROCKER SPST 10A 125V,1450,0,"1.50000","0","1","Bulk","RR","Active","Panel Mount, Snap-In","SPST","On-Off","10A (AC)","125V","-","Round - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.00mm Dia","-20°C ~ 65°C"
http://spec_sheets.e-switch.com/specs/38-RRA12C1121.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RRA12C1121.JPG,EG4768-ND,RRA12C1121,E-Switch,SWITCH ROCKER DPST 15A 125V,1061,0,"1.53000","0","1","Bulk","RRA, LAMB","Active","Panel Mount, Snap-In","DPST","On-Off","15A (AC)","125V","-","Round","Black","O -","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 22.00mm Dia","-20°C ~ 105°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_WR_Datasheet1.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/WRG32F5FBBNN.jpg,CH785-ND,WRG32F5FBBNN,ZF Electronics,SWITCH ROCKER DPST 16A 125V,4776,0,"1.56000","0","1","Bulk","WR","Active","Panel Mount, Snap-In","DPST","On-Off","16A (AC)","125V","-","Flat","Black","O -","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 22.00mm","-20°C ~ 65°C"
https://www.carlingtech.com/sites/default/files/documents/R-Series_Details_%26_COS.pdf,//media.digikey.com/photos/Carling%20Technologies%20Photos/RA901-RB-B-A-N.jpg,432-1111-ND,RA901-RB-B-A-N,Carling Technologies,SWITCH ROCKER SPST 16A 125V,3340,0,"1.56000","0","1","Bulk","R","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Concave (Curved)","Black","OFF ON, Vertical","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 28.58mm x 13.97mm","0°C ~ 85°C"
https://www.ckswitches.com/media/1435/cl.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/CL102J9RS205QA7.jpg,401-1339-ND,CL102J9RS205QA7,C&K,SWITCH ROCKER SPST 16A 125V,1292,0,"1.56000","0","1","Tray","CL","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Concave (Standard V) - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","Positive Detent","Rectangular - 28.80mm x 14.00mm","-20°C ~ 80°C"
http://spec_sheets.e-switch.com/specs/M301212.pdf,//media.digikey.com/photos/E-Switch%20Photos/R1966ABLKBLKFR.jpg,EG2579-ND,R1966ABLKBLKFR,E-Switch,SWITCH ROCKER SPST 15A 125V,2788,0,"1.58000","0","1","Bulk","R1966","Active","Panel Mount, Snap-In, Right Angle","SPST","On-Off","15A (AC)","125V","-","Concave (Curved)","Black","O -","-","-","PC Pin","-","-","Rectangular - 19.40mm x 13.00mm","-30°C ~ 65°C"
https://www.e-switch.com/system/asset/product_line/data_sheet/76/R4.pdf,//media.digikey.com/photos/E-Switch%20Photos/R4DBLKBLKBF0.jpg,EG5589-ND,R4DBLKBLKEF0,E-Switch,SWITCH ROCKER SPDT 15A 125V,5545,1048,"1.60000","0","1","Bulk","R4","Active","Panel Mount, Snap-In","SPDT","On-Off-On","15A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.10mm x 11.10mm","-20°C ~ 55°C"
https://www.ckswitches.com/media/1438/cr.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/CR102J3RS215QF7,%20CR102J3RS215QF8.jpg",401-1307-ND,CR102J3RS215QF7,C&K,SWITCH ROCKER SPST 16A 125V,1328,0,"1.60000","0","1","Tray","CR","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Round - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.20mm Dia","-20°C ~ 85°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_RR_-Datasheet1.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/RRA32H3FBBNN.jpg,CH867-ND,RRA32H3FBBNN,ZF Electronics,SWITCH ROCKER DPST 10A 125V,4705,0,"1.61000","0","1","Bulk","RR","Active","Panel Mount, Snap-In","DPST","On-Off","10A (AC)","125V","-","Round","Black","O -","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.00mm Dia","-20°C ~ 65°C"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Rocker%20R13.pdf,//media.digikey.com/Photos/Arcolectric/R13112ABB-602AW.JPG,1091-1133-ND,R13112ABB-602AW,Bulgin,SWITCH ROCKER SPST 10A 125V,2547,0,"1.61000","0","1","Bulk","R13","Active","Panel Mount, Snap-In","SPST","On-Off","10A (AC)","125V","-","Round","Black","O -","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.20mm Dia","-"
http://switches-connectors-custom.cwind.com/Asset/GRS-4021-XXXX.pdf,//media.digikey.com/Photos/CW%20Ind%20Photos/MFG_GRS-4021-0004.jpg,CWI415-ND,GRS-4021-0004,CW Industries,SWITCH ROCKER DPST 16A 125V,1880,0,"1.61000","0","1","Bulk","4000","Active","Panel Mount, Snap-In","DPST","On-Off","16A (AC)","125V","-","Concave (Curved)","Black","O I","-","-","Quick Connect - 0.187"" (4.7mm)","-","Terminal Barriers","Rectangular - 19.20mm x 12.90mm","-20°C ~ 105°C"
https://www.ckswitches.com/media/1437/cm.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/CM107J12S205QA.jpg,401-1363-ND,CM107J12S205QA,C&K,SWITCH ROCKER SPDT 16A 125V,4673,0,"1.63000","0","1","Tray","CM","Active","Panel Mount, Snap-In","SPDT","On-Off-Mom","16A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.40mm x 11.20mm","-20°C ~ 80°C"
http://spec_sheets.e-switch.com/specs/14-RB141D1000116.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RB141D1000-116.jpg,EG4746-ND,RB141D1000-116,E-Switch,SWITCH ROCKER SPST 20A 125V,8588,0,"1.69000","0","1","Bulk","RB1, LAMB","Active","Panel Mount, Snap-In","SPST","On-Off","20A (AC)","125V","-","Concave (Curved) - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 11.00mm","-20°C ~ 65°C"
http://spec_sheets.e-switch.com/specs/38-RRA12C1000116.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RRA12C1000-116.jpg,EG4769-ND,RRA12C1000-116,E-Switch,SWITCH ROCKER DPST 15A 125V,18034,0,"1.71000","0","1","Bulk","RRA, LAMB","Active","Panel Mount, Snap-In","DPST","On-Off","15A (AC)","125V","-","Round - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 22.00mm Dia","-20°C ~ 105°C"
http://spec_sheets.e-switch.com/specs/M305200.pdf,"//media.digikey.com/photos/E-Switch%20Photos/R1966ABLKBLKEF,%20R1966FBLKBLKEF.jpg",EG1512-ND,R1966FBLKBLKEF,E-Switch,SWITCH ROCKER SPST-NO 15A 125V,4398,0,"1.73000","0","1","Bulk","R1966","Active","Panel Mount, Snap-In","SPST-NO","Off-Mom","15A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.40mm x 13.00mm","-30°C ~ 65°C"
http://switches-connectors-custom.cwind.com/Asset/GRS-4023A_B_C-XXXX.pdf,"//media.digikey.com/photos/CW%20Ind%20Photos/GRS-4023A-0009,%20GRS-4023C-0005.jpg",SW312-ND,GRS-4023C-0005,CW Industries,SWITCH ROCKER DPDT 13A 125V,2157,0,"1.77000","0","1","Bulk","4000","Active","Panel Mount, Snap-In","DPDT","Mom-Off-Mom","13A (AC)","125V","-","Concave (Curved)","Red","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.20mm x 12.90mm","-20°C ~ 105°C"
http://spec_sheets.e-switch.com/specs/14-RB145E1100.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RB145E1100.jpg,EG4748-ND,RB145E1100,E-Switch,SWITCH ROCKER SPDT 16A 125V,1701,0,"1.81000","0","1","Bulk","RB1, LAMB","Active","Panel Mount, Snap-In","SPDT","On-Off-On","16A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 11.00mm","-20°C ~ 65°C"
http://spec_sheets.e-switch.com/specs/14-RB14DE1100.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RB14DE1100.jpg,EG5640-ND,RB14DE1100,E-Switch,SWITCH ROCKER SPDT 16A 125V,1080,0,"1.81000","0","1","Bulk","RB1, LAMB","Active","Panel Mount, Snap-In","SPDT","Mom-Off-Mom","16A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 11.00mm","-20°C ~ 65°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_WR_Datasheet1.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/WRG32F2FBGLN.jpg,CH791-ND,WRG32F2FBGLN,ZF Electronics,SWITCH ROCKER DPST 16A 125V,2304,0,"1.84000","0","1","Bulk","WR","Active","Panel Mount, Snap-In","DPST","On-Off","16A (AC)","125V","-","Concave (Curved) - Illuminated","Green","O -","Neon, Green","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 22.00mm","-20°C ~ 65°C"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/10/Rocker_WR_Datasheet1.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/WRG32F2FBRLN.jpg,CH788-ND,WRG32F2FBRLN,ZF Electronics,SWITCH ROCKER DPST 16A 125V,2057,0,"1.84000","0","1","Bulk","WR","Active","Panel Mount, Snap-In","DPST","On-Off","16A (AC)","125V","-","Concave (Curved) - Illuminated","Red","O -","Neon, Red","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 22.00mm","-20°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/E-Switch%20PDFs/RC1083BBLKBLKGF0.pdf,//media.digikey.com/photos/E-Switch%20Photos/RC1083BBLKBLKGF.jpg,EG1506-ND,RC1083BBLKBLKGF0,E-Switch,SWITCH ROCKER DPST 8A 125V,2446,0,"1.85000","0","1","Bulk","RC1083","Active","Panel Mount, Snap-In","DPST","On-Off","8A (AC)","125V","-","Concave (Curved)","Black","O I","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.30mm x 13.00mm","-30°C ~ 85°C"
https://www.e-switch.com/system/asset/product_line/data_sheet/101/RSC.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RSC141D1000-116.jpg,EG4753-ND,RSC141D1000-116,E-Switch,SWITCH ROCKER SPST 20A 125V,16952,0,"1.93000","0","1","Bulk","RSC, LAMB","Active","Panel Mount, Snap-In","SPST","On-Off","20A (AC)","125V","-","Concave (Curved) - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 28.60mm x 13.90mm","-20°C ~ 105°C"
http://spec_sheets.e-switch.com/specs/M301217.pdf,"//media.digikey.com/photos/E-Switch%20Photos/R1966ABLKBLKESGRN,%20R1966ABLKBLKESRED,%20R1966ABLKBLKESYEL.jpg",EG1858-ND,R1966ABLKBLKESRED,E-Switch,SWITCH ROCKER SPST 15A 125V,11153,0,"1.98000","0","1","Bulk","R1966","Active","Panel Mount, Snap-In","SPST","On-Off","15A (AC)","125V","-","Concave (Curved) - Illuminated","Black","No Marking","LED, Red","2 VDC","Solder Lug","-","-","Rectangular - 19.40mm x 13.00mm","-30°C ~ 65°C"
http://spec_sheets.e-switch.com/specs/38-RRA1GC1100.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RRA1GC1100.jpg,EG4770-ND,RRA1GC1100,E-Switch,SWITCH ROCKER DPDT 15A 125V,2907,0,"1.98000","0","1","Bulk","RRA, LAMB","Active","Panel Mount, Snap-In","DPDT","On-On","15A (AC)","125V","-","Round","Black","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 22.00mm Dia","-20°C ~ 105°C"
http://spec_sheets.e-switch.com/specs/M301101.pdf,"//media.digikey.com/photos/E-Switch%20Photos/R1966ABLKBLKEFGRN,%20R1966ABLKBLKEFRED,%20R1966ABLKBLKEFYEL.jpg",EG1515-ND,R1966ABLKBLKEFGRN,E-Switch,SWITCH ROCKER SPST 15A 125V,2627,0,"1.98000","0","1","Bulk","R1966","Active","Panel Mount, Snap-In","SPST","On-Off","15A (AC)","125V","-","Concave (Curved) - Illuminated","Black","No Marking","LED, Green","2.2 VDC","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.40mm x 13.00mm","-30°C ~ 65°C"
https://www.ckswitches.com/media/1438/cr.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/CR102J5RS215QF6.jpg,401-1312-ND,CR102J5RS215QF6,C&K,SWITCH ROCKER SPST 16A 125V,2498,0,"1.98000","0","1","Tray","CR","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Round - Illuminated","Red","No Marking","LED, Red","1.85 VDC","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 20.20mm Dia","-20°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/M306201.pdf,//media.digikey.com/Photos/E-Switch%20Photos/R1966IBLKBLKHF.JPG,EG5444-ND,R1966IBLKBLKHF,E-Switch,SWITCH ROCKER SPDT 15A 125V,1203,0,"2.01000","0","1","Bulk","R1966","Active","Panel Mount, Snap-In","SPDT","Mom-Off-Mom","15A (AC)","125V","-","Concave (Curved)","Black","Triangular Arrows with O","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.40mm x 13.00mm","-30°C ~ 65°C"
https://www.carlingtech.com/sites/default/files/documents/R-Series_Details_%26_COS.pdf,//media.digikey.com/photos/Carling%20Technologies%20Photos/RD221-MB-B-0-N.jpg,432-1122-ND,RD221-MB-B-0-N,Carling Technologies,SWITCH ROCKER SPST-NO 12A 125V,2552,0,"2.04000","0","1","Bulk","R","Active","Panel Mount, Snap-In","SPST-NO","Off-Mom","12A (AC)","125V","-","Concave (Curved)","Black","No Marking","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 28.58mm x 13.97mm","0°C ~ 85°C"
https://www.ckswitches.com/media/1441/da.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/DA102J5RS215QF6.JPG,401-1298-ND,DA102J5RS215QF6,C&K,SWITCH ROCKER SPST 16A 125V,1805,0,"2.06000","0","1","Tray","DA","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Concave (Curved) - Illuminated","Red","No Marking","LED, Red","1.85 VDC","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.40mm x 13.00mm","-20°C ~ 85°C"
http://switches-connectors-custom.cwind.com/Asset/GRB049A05BB1.pdf,//media.digikey.com/photos/CW%20Ind%20Photos/GRB049A05BB1.jpg,SW647-ND,GRB049A05BB1,CW Industries,SWITCH ROCKER SPST 10A 125V,1162,0,"2.07000","0","1","Bulk","GRB","Active","Panel Mount, Threaded Body with Nut","SPST","On-Off","10A (AC)","125V","-","Concave (Standard V)","Black","Dot","-","-","Solder Lug","-","-","Circular - 18.00mm Dia","-"
https://www.ckswitches.com/media/1439/d.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/D102J12S215PQA.jpg,CKN1819-ND,D102J12S215PQA,C&K,SWITCH ROCKER SPST 4A 125V,4067,0,"2.11000","0","1","Bulk","D","Active","Panel Mount, Snap-In","SPST","On-Off","4A (AC)","125V","-","Concave (Curved)","Black","O -","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.20mm x 12.90mm","-30°C ~ 65°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=968,//media.digikey.com/photos/APEM%20Comp%20Photos/FMC12A2200000.jpg,679-1183-ND,FMC12A2200000,APEM Inc.,SWITCH ROCKER SPST 10A 250V,1327,1350,"2.12000","0","1","Bulk","FM","Active","Panel Mount, Snap-In","SPST","On-Off","10A (AC)","250V","-","Concave (Curved)","Black","No Marking","-","-","Solder Lug","-","-","Rectangular - 19.20mm x 12.90mm","-20°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/38-RRA16C1100.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RRA16C1100.jpg,EG4771-ND,RRA16C1100,E-Switch,SWITCH ROCKER DPDT 15A 125V,2799,0,"2.18000","0","1","Bulk","RRA, LAMB","Active","Panel Mount, Snap-In","DPDT","On-Off-On","15A (AC)","125V","-","Round","Black","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","-","Circular - 22.00mm Dia","-20°C ~ 105°C"
http://spec_sheets.e-switch.com/specs/14-RB242D1121.pdf,//media.digikey.com/photos/E-Switch%20Photos/RB242D1121.JPG,EG4749-ND,RB242D1121,E-Switch,SWITCH ROCKER DPST 20A 125V,3109,0,"2.23000","0","1","Bulk","RB2, LAMB","Active","Panel Mount, Snap-In","DPST","On-Off","20A (AC)","125V","-","Concave (Curved)","Black","O -","-","-","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 22.00mm","-20°C ~ 65°C"
http://spec_sheets.e-switch.com/specs/M301271.pdf,//media.digikey.com/Photos/E-Switch%20Photos/R1966ABLKBLKEFBLU.JPG,R1966ABLKBLKEFBLU-ND,R1966ABLKBLKEFBLU,E-Switch,SWITCH ROCKER SPST 15A 125V,1091,0,"2.33000","0","1","Bulk","R1966","Active","Panel Mount, Snap-In","SPST","On-Off","15A (AC)","125V","-","Concave (Curved) - Illuminated","Black","No Marking","LED, Blue","3.2 VDC","Quick Connect - 0.187"" (4.7mm)","-","-","Rectangular - 19.40mm x 13.00mm","-30°C ~ 65°C"
https://www.carlingtech.com/sites/default/files/documents/R-Series_Details_%26_COS.pdf,//media.digikey.com/Photos/Carling%20Technologies%20Photos/RSCA201-VB-B-1-V.JPG,432-1290-ND,RSCA201-VB-B-1-V,Carling Technologies,SWITCH ROCKER SPST 20A 125V,2108,0,"2.38000","0","1","Bulk","RSC","Active","Panel Mount, Snap-In","SPST","On-Off","20A (AC)","125V","-","Concave (Curved)","Black, Red","OFF ON, Vertical","-","-","Quick Connect - 0.250"" (6.3mm)","-","Two-Tone Rocker","Rectangular - 28.58mm x 13.97mm","0°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/14-RB242D1021127.pdf,//media.digikey.com/Photos/E-Switch%20Photos/RB242D1021-127.JPG,EG5687-ND,RB242D1021-127,E-Switch,ILLUMINATED POWER ROCKER SWITCH,1011,0,"2.46000","0","1","Bulk","RB2, LAMB","Active","Panel Mount, Snap-In","DPST","On-Off","20A (AC)","125V","-","Concave (Curved) - Illuminated","Amber","O -","Neon, Amber","250 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 30.00mm x 22.00mm","-20°C ~ 65°C"
http://switches-connectors-custom.cwind.com/Asset/GRL-2011-XXXX.pdf,//media.digikey.com/photos/CW%20Ind%20Photos/GRL-2011-1600.jpg,SW313-ND,GRL-2011-1600,CW Industries,SWITCH ROCKER SPST 16A 125V,885,0,"2.48000","0","1","Bulk","2000","Active","Panel Mount, Snap-In","SPST","On-Off","16A (AC)","125V","-","Concave (Curved) - Illuminated","Red","No Marking","Neon, Red","125 VAC","Quick Connect - 0.250"" (6.3mm)","-","-","Rectangular - 28.58mm x 13.97mm","-20°C ~ 105°C"
https://www.carlingtech.com/sites/default/files/documents/611_621-Series_Details_%26_COS.pdf,//media.digikey.com/Photos/Carling%20Technologies%20Photos/62115929-0-0-V.JPG,432-1252-ND,62115929-0-0-V,Carling Technologies,SWITCH ROCKER DPDT 8A 125V,349,0,"2.48000","0","1","Bulk","621","Active","Panel Mount, Snap-In","DPDT","On-On","8A (AC)","125V","-","Concave (Curved)","Black, Red","No Marking","-","-","Quick Connect - 0.187"" (4.7mm)","-","Two-Tone Rocker","Rectangular - 19.20mm x 12.90mm","0°C ~ 85°C"
