Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit","Number of Positions","Current Rating (Amps)","Voltage Rating","Actuator Type","Actuator Level","Contact Material","Contact Finish","Height Above Board","Mounting Type","Termination Style","Pitch","Washable","Features","Operating Temperature"
http://www.grayhill.com/assets/1/7/DIP_Series_97.pdf,//media.digikey.com/Photos/Grayhill%20Photos/97C06SRT.JPG,GH7763DKR-ND,97C06SRT,Grayhill Inc.,SWITCH SLIDE DIP SPST 25MA 24V,5518,0,"Digi-Reel","0","1","Digi-Reel®","97","Active","SPST","6","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.063"" (1.60mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1328/tda.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/TDA02H0SB1.jpg,CKN9501TR-ND,TDA02H0SB1R,C&K,SWITCH SLIDE DIP SPST 25MA 24V,86000,0,"1.33815","0","2000","Tape & Reel (TR)","TDA","Active","SPST","2","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1328/tda.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/TDA02H0SB1.jpg,CKN9501CT-ND,TDA02H0SB1R,C&K,SWITCH SLIDE DIP SPST 25MA 24V,86172,0,"2.45000","0","1","Cut Tape (CT)","TDA","Active","SPST","2","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1328/tda.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/TDA02H0SB1.jpg,CKN9501DKR-ND,TDA02H0SB1R,C&K,SWITCH SLIDE DIP SPST 25MA 24V,86172,0,"Digi-Reel","0","1","Digi-Reel®","TDA","Active","SPST","2","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ctscorp.com/wp-content/uploads/218.pdf,//media.digikey.com/photos/CTS%20Photos/218-6LPST.jpg,CT2186LPST-ND,218-6LPST,CTS Electrocomponents,SWITCH SLIDE DIP SPST 25MA 24V,14154,0,"1.34000","0","1","Tube","218","Active","SPST","6","25mA","24VDC","Slide (Standard)","Flush, Recessed","Beryllium Copper","Gold","0.104"" (2.65mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Epoxy Sealed Terminals, Tape Seal","-55°C ~ 85°C"
http://www.grayhill.com/assets/1/7/DIP_Series_97.pdf,"//media.digikey.com/photos/Grayhill%20Photos/97C08S,%2097C08SR,%2097C08ST.jpg",GH7645TR-ND,97C08SRT,Grayhill Inc.,SWITCH SLIDE DIP SPST 25MA 24V,124000,8000,"1.35000","0","4000","Tape & Reel (TR)","97","Active","SPST","8","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.063"" (1.60mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
http://www.grayhill.com/assets/1/7/DIP_Series_97.pdf,"//media.digikey.com/photos/Grayhill%20Photos/97C08S,%2097C08SR,%2097C08ST.jpg",GH7645CT-ND,97C08SRT,Grayhill Inc.,SWITCH SLIDE DIP SPST 25MA 24V,127885,8000,"2.48000","0","1","Cut Tape (CT)","97","Active","SPST","8","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.063"" (1.60mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
http://www.grayhill.com/assets/1/7/DIP_Series_97.pdf,"//media.digikey.com/photos/Grayhill%20Photos/97C08S,%2097C08SR,%2097C08ST.jpg",GH7645DKR-ND,97C08SRT,Grayhill Inc.,SWITCH SLIDE DIP SPST 25MA 24V,127885,8000,"Digi-Reel","0","1","Digi-Reel®","97","Active","SPST","8","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.063"" (1.60mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-a6h.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A6H-8101%20.JPG,Z8478TR-ND,A6H-8102-PM,Omron Electronics Inc-EMC Div,DIP SWITCH,3500,0,"1.36046","0","500","Tape & Reel (TR)","A6H","Active","SPST","8","25mA","24VDC","Slide (Standard)","Flush, Recessed","-","-","0.061"" (1.55mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-20°C ~ 70°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-a6h.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A6H-8101%20.JPG,Z8478CT-ND,A6H-8102-PM,Omron Electronics Inc-EMC Div,DIP SWITCH,3888,0,"2.14000","0","1","Cut Tape (CT)","A6H","Active","SPST","8","25mA","24VDC","Slide (Standard)","Flush, Recessed","-","-","0.061"" (1.55mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-20°C ~ 70°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-a6h.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A6H-8101%20.JPG,Z8478DKR-ND,A6H-8102-PM,Omron Electronics Inc-EMC Div,DIP SWITCH,3888,0,"Digi-Reel","0","1","Digi-Reel®","A6H","Active","SPST","8","25mA","24VDC","Slide (Standard)","Flush, Recessed","-","-","0.061"" (1.55mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-20°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cs-4.pdf,//media.digikey.com/photos/Copal%20Photos/CS-4-13NTA.jpg,563-1035-2-ND,CS-4-13NTA,Nidec Copal Electronics,SWITCH ROTARY DIP SP3T 100MA 16V,9500,0,"1.36874","0","500","Tape & Reel (TR)","CS-4","Active","SP3T","3","100mA","16VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","J Lead","0.051"" (1.30mm)","Yes","-","-25°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cs-4.pdf,//media.digikey.com/photos/Copal%20Photos/CS-4-13NTA.jpg,563-1035-1-ND,CS-4-13NTA,Nidec Copal Electronics,SWITCH ROTARY DIP SP3T 100MA 16V,10129,0,"2.09000","0","1","Cut Tape (CT)","CS-4","Active","SP3T","3","100mA","16VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","J Lead","0.051"" (1.30mm)","Yes","-","-25°C ~ 70°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cs-4.pdf,//media.digikey.com/photos/Copal%20Photos/CS-4-13NTA.jpg,563-1035-6-ND,CS-4-13NTA,Nidec Copal Electronics,SWITCH ROTARY DIP SP3T 100MA 16V,10129,0,"Digi-Reel","0","1","Digi-Reel®","CS-4","Active","SP3T","3","100mA","16VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","J Lead","0.051"" (1.30mm)","Yes","-","-25°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825058&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ADE08S04.JPG,1-1825058-9-ND,1-1825058-9,TE Connectivity ALCOSWITCH Switches,SWITCH SLIDE DIP SPST 100MA 24V,19281,0,"1.38000","0","1","Tube","ADE","Active","SPST","8","100mA","24VDC","Slide (Standard)","Raised","Copper Alloy","Gold","0.217"" (5.50mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","-","-30°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825057&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/ADE08.jpg,450-1366-ND,1825057-7,TE Connectivity ALCOSWITCH Switches,SWITCH SLIDE DIP SPST 100MA 24V,14466,0,"1.38000","0","1","Tube","ADE","Active","SPST","8","100mA","24VDC","Slide (Standard)","Raised","Copper Alloy","Gold","0.228"" (5.80mm)","Through Hole","PC Pin","0.100"" (2.54mm), Full","Yes","-","-30°C ~ 85°C"
http://www.grayhill.com/assets/1/7/DIP_Series_76_SPST.pdf,"//media.digikey.com/photos/Grayhill%20Photos/76PSB04,%2076PSB04S,%2076PSB04T,%2076PSB04ST.jpg",GH7135-ND,76PSB04ST,Grayhill Inc.,SWITCH PIANO DIP SPST 150MA 30V,7432,0,"1.38000","0","1","Tube","76","Active","SPST","4","150mA","30VDC","Piano","Raised","Copper Alloy","Gold","0.301"" (7.65mm)","Through Hole, Right Angle","PC Pin","0.100"" (2.54mm), Full","Yes","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cvs.pdf,//media.digikey.com/photos/Copal%20Photos/CVS-02TB.jpg,563-1193-2-ND,CVS-02TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,2000,0,"1.38159","0","2000","Tape & Reel (TR)","CVS","Active","SPST","2","100mA","6VDC","Slide (Standard)","Raised","Stainless Steel","Gold","0.057"" (1.45mm)","Surface Mount","Gull Wing","0.039"" (1.00mm)","No","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cvs.pdf,//media.digikey.com/photos/Copal%20Photos/CVS-02TB.jpg,563-1193-1-ND,CVS-02TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,3677,0,"2.53000","0","1","Cut Tape (CT)","CVS","Active","SPST","2","100mA","6VDC","Slide (Standard)","Raised","Stainless Steel","Gold","0.057"" (1.45mm)","Surface Mount","Gull Wing","0.039"" (1.00mm)","No","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cvs.pdf,//media.digikey.com/photos/Copal%20Photos/CVS-02TB.jpg,563-1193-6-ND,CVS-02TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,3677,0,"Digi-Reel","0","1","Digi-Reel®","CVS","Active","SPST","2","100mA","6VDC","Slide (Standard)","Raised","Stainless Steel","Gold","0.057"" (1.45mm)","Surface Mount","Gull Wing","0.039"" (1.00mm)","No","-","-40°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-a6s.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/A6S-2104-H.JPG,SW1009-ND,A6S-2104-H,Omron Electronics Inc-EMC Div,SWITCH SLIDE DIP SPST 25MA 24V,14859,10032,"1.39000","0","1","Tube","A6S-H","Active","SPST","2","25mA","24VDC","Slide (Standard)","Raised","-","Gold","0.173"" (4.40mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","No","-","-20°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825059&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/ADF08ST04.JPG,4-1825059-1-ND,4-1825059-1,TE Connectivity ALCOSWITCH Switches,SWITCH SLIDE DIP SPST 100MA 24V,5851,0,"1.39000","0","1","Bulk","ADF","Active","SPST","8","100mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.177"" (4.50mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","Tape Seal","-30°C ~ 85°C"
https://www.ctscorp.com/wp-content/uploads/206.pdf,"//media.digikey.com/photos/CTS%20Photos/206-12,%20206-12ST.jpg",CT20612ST-ND,206-12ST,CTS Electrocomponents,SWITCH SLIDE DIP SPST 50MA 24V,13255,0,"1.40000","0","1","Tube","206","Active","SPST","12","50mA","24VDC","Slide (Standard)","Raised","-","Gold","0.334"" (8.48mm)","Through Hole","PC Pin","0.100"" (2.54mm), Full","Yes","Epoxy Sealed Terminals, Tape Seal","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5435640&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/3-435640-5.jpg,450-1404-ND,3-5435640-5,TE Connectivity ALCOSWITCH Switches,SWITCH ROCKER DIP SPST 60MA 5V,7601,0,"1.40000","0","1","Tube","7100","Active","SPST","4","60mA","5VDC","Rocker","Raised","Copper Alloy","Gold","0.340"" (8.64mm)","Through Hole","PC Pin","0.100"" (2.54mm), Full","Yes","Sealed","-55°C ~ 105°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/chs.pdf,//media.digikey.com/photos/Copal%20Photos/CHS-04TB.jpg,563-1008-2-ND,CHS-04TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,26000,0,"1.40568","0","500","Tape & Reel (TR)","CHS","Active","SPST","4","100mA","6VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.098"" (2.50mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/chs.pdf,//media.digikey.com/photos/Copal%20Photos/CHS-04TB.jpg,563-1008-1-ND,CHS-04TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,26281,0,"2.21000","0","1","Cut Tape (CT)","CHS","Active","SPST","4","100mA","6VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.098"" (2.50mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/chs.pdf,//media.digikey.com/photos/Copal%20Photos/CHS-04TB.jpg,563-1008-6-ND,CHS-04TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,26281,0,"Digi-Reel","0","1","Digi-Reel®","CHS","Active","SPST","4","100mA","6VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.098"" (2.50mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/chs.pdf,//media.digikey.com/photos/Copal%20Photos/CHS-04TA.jpg,563-1007-2-ND,CHS-04TA,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,13500,0,"1.40568","0","500","Tape & Reel (TR)","CHS","Active","SPST","4","100mA","6VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.098"" (2.50mm)","Surface Mount","J Lead","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/chs.pdf,//media.digikey.com/photos/Copal%20Photos/CHS-04TA.jpg,563-1007-1-ND,CHS-04TA,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,14036,0,"2.21000","0","1","Cut Tape (CT)","CHS","Active","SPST","4","100mA","6VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.098"" (2.50mm)","Surface Mount","J Lead","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/chs.pdf,//media.digikey.com/photos/Copal%20Photos/CHS-04TA.jpg,563-1007-6-ND,CHS-04TA,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,14036,0,"Digi-Reel","0","1","Digi-Reel®","CHS","Active","SPST","4","100mA","6VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.098"" (2.50mm)","Surface Mount","J Lead","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1328/tda.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TDA04H0SB1R.JPG,CKN9502TR-ND,TDA04H0SB1R,C&K,SWITCH SLIDE DIP SPST 25MA 24V,50000,0,"1.40745","0","2000","Tape & Reel (TR)","TDA","Active","SPST","4","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1328/tda.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TDA04H0SB1R.JPG,CKN9502CT-ND,TDA04H0SB1R,C&K,SWITCH SLIDE DIP SPST 25MA 24V,51785,0,"2.58000","0","1","Cut Tape (CT)","TDA","Active","SPST","4","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1328/tda.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TDA04H0SB1R.JPG,CKN9502DKR-ND,TDA04H0SB1R,C&K,SWITCH SLIDE DIP SPST 25MA 24V,51785,0,"Digi-Reel","0","1","Digi-Reel®","TDA","Active","SPST","4","25mA","24VDC","Slide (Standard)","Flush, Recessed","Copper Alloy","Gold","0.091"" (2.30mm)","Surface Mount","Gull Wing","0.050"" (1.27mm), Half","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1327/sda.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/SDA06H0SBR.JPG,CKN9495TR-ND,SDA06H0SBR,C&K,SWITCH SLIDE DIP SPST 25MA 24V,4500,0,"1.40779","0","750","Tape & Reel (TR)","SDA","Active","SPST","6","25mA","24VDC","Slide (Standard)","Flush, Recessed","Beryllium Copper","Gold","0.175"" (4.45mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1327/sda.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/SDA06H0SBR.JPG,CKN9495CT-ND,SDA06H0SBR,C&K,SWITCH SLIDE DIP SPST 25MA 24V,5947,0,"2.15000","0","1","Cut Tape (CT)","SDA","Active","SPST","6","25mA","24VDC","Slide (Standard)","Flush, Recessed","Beryllium Copper","Gold","0.175"" (4.45mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","Tape Seal","-40°C ~ 85°C"
https://www.ckswitches.com/media/1327/sda.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/SDA06H0SBR.JPG,CKN9495DKR-ND,SDA06H0SBR,C&K,SWITCH SLIDE DIP SPST 25MA 24V,5947,0,"Digi-Reel","0","1","Digi-Reel®","SDA","Active","SPST","6","25mA","24VDC","Slide (Standard)","Flush, Recessed","Beryllium Copper","Gold","0.175"" (4.45mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","Tape Seal","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cvs.pdf,//media.digikey.com/photos/Copal%20Photos/CVS-03TB.JPG,563-1194-2-ND,CVS-03TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,6000,0,"1.42979","0","2000","Tape & Reel (TR)","CVS","Active","SPST","3","100mA","6VDC","Slide (Standard)","Raised","Stainless Steel","Gold","0.057"" (1.45mm)","Surface Mount","Gull Wing","0.039"" (1.00mm)","No","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cvs.pdf,//media.digikey.com/photos/Copal%20Photos/CVS-03TB.JPG,563-1194-1-ND,CVS-03TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,8725,0,"2.62000","0","1","Cut Tape (CT)","CVS","Active","SPST","3","100mA","6VDC","Slide (Standard)","Raised","Stainless Steel","Gold","0.057"" (1.45mm)","Surface Mount","Gull Wing","0.039"" (1.00mm)","No","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/cvs.pdf,//media.digikey.com/photos/Copal%20Photos/CVS-03TB.JPG,563-1194-6-ND,CVS-03TB,Nidec Copal Electronics,SWITCH SLIDE DIP SPST 100MA 6V,8725,0,"Digi-Reel","0","1","Digi-Reel®","CVS","Active","SPST","3","100mA","6VDC","Slide (Standard)","Raised","Stainless Steel","Gold","0.057"" (1.45mm)","Surface Mount","Gull Wing","0.039"" (1.00mm)","No","-","-40°C ~ 85°C"
https://www.ckswitches.com/media/1327/sda.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/SDA02H1SBD.JPG,CKN6056-ND,SDA02H1SBD,C&K,SWITCH SLIDE DIP SPST 25MA 24V,5734,0,"1.43000","0","1","Tube","SDA","Active","SPST","2","25mA","24VDC","Slide (Standard)","Raised","Beryllium Copper","Gold","0.214"" (5.45mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","No","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/Photos/Copal%20Photos/SH-7010AT.jpg,563-1207-2-ND,SH-7010TA,Nidec Copal Electronics,SWITCH ROTARY DIP BCD 100MA 5V,25000,0,"1.44318","0","500","Tape & Reel (TR)","SH-7000","Active","BCD","10","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","J Lead","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/Photos/Copal%20Photos/SH-7010AT.jpg,563-1207-1-ND,SH-7010TA,Nidec Copal Electronics,SWITCH ROTARY DIP BCD 100MA 5V,25454,0,"2.26000","0","1","Cut Tape (CT)","SH-7000","Active","BCD","10","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","J Lead","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/Photos/Copal%20Photos/SH-7010AT.jpg,563-1207-6-ND,SH-7010TA,Nidec Copal Electronics,SWITCH ROTARY DIP BCD 100MA 5V,25454,0,"Digi-Reel","0","1","Digi-Reel®","SH-7000","Active","BCD","10","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","J Lead","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/Photos/Copal%20Photos/SH-7050TA.JPG,563-1213-2-ND,SH-7050TA,Nidec Copal Electronics,SWITCH ROTARY DIP HEX 100MA 5V,23000,0,"1.44318","0","500","Tape & Reel (TR)","SH-7000","Active","Hexadecimal","16","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","J Lead","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/Photos/Copal%20Photos/SH-7050TA.JPG,563-1213-1-ND,SH-7050TA,Nidec Copal Electronics,SWITCH ROTARY DIP HEX 100MA 5V,23196,0,"2.26000","0","1","Cut Tape (CT)","SH-7000","Active","Hexadecimal","16","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","J Lead","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/Photos/Copal%20Photos/SH-7050TA.JPG,563-1213-6-ND,SH-7050TA,Nidec Copal Electronics,SWITCH ROTARY DIP HEX 100MA 5V,23196,0,"Digi-Reel","0","1","Digi-Reel®","SH-7000","Active","Hexadecimal","16","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","J Lead","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/photos/Copal%20Photos/SH-7050TB.JPG,563-1215-2-ND,SH-7050TB,Nidec Copal Electronics,SWITCH ROTARY DIP HEX 100MA 5V,19000,0,"1.44318","0","500","Tape & Reel (TR)","SH-7000","Active","Hexadecimal","16","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/photos/Copal%20Photos/SH-7050TB.JPG,563-1215-1-ND,SH-7050TB,Nidec Copal Electronics,SWITCH ROTARY DIP HEX 100MA 5V,19554,0,"2.26000","0","1","Cut Tape (CT)","SH-7000","Active","Hexadecimal","16","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/photos/Copal%20Photos/SH-7050TB.JPG,563-1215-6-ND,SH-7050TB,Nidec Copal Electronics,SWITCH ROTARY DIP HEX 100MA 5V,19567,0,"Digi-Reel","0","1","Digi-Reel®","SH-7000","Active","Hexadecimal","16","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/photos/Copal%20Photos/SH-7010TB.JPG,563-1209-2-ND,SH-7010TB,Nidec Copal Electronics,SWITCH ROTARY DIP BCD 100MA 5V,16500,0,"1.44318","0","500","Tape & Reel (TR)","SH-7000","Active","BCD","10","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/photos/Copal%20Photos/SH-7010TB.JPG,563-1209-1-ND,SH-7010TB,Nidec Copal Electronics,SWITCH ROTARY DIP BCD 100MA 5V,16719,0,"2.26000","0","1","Cut Tape (CT)","SH-7000","Active","BCD","10","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
https://www.nidec-copal-electronics.com/e/catalog/switch/sh-7000.pdf,//media.digikey.com/photos/Copal%20Photos/SH-7010TB.JPG,563-1209-6-ND,SH-7010TB,Nidec Copal Electronics,SWITCH ROTARY DIP BCD 100MA 5V,16969,0,"Digi-Reel","0","1","Digi-Reel®","SH-7000","Active","BCD","10","100mA","5VDC","Rotary for Tool","Flush, Recessed","Copper Alloy","Gold","0.148"" (3.75mm)","Surface Mount","Gull Wing","0.100"" (2.54mm), Full","Yes","-","-40°C ~ 85°C"
