Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Circuit","Operate Range","Release Range","Current - Switching","Voltage - Switching AC","Voltage - Switching DC","Power - Rated","Operate Time","Release Time","Mounting Type","Termination Style","Length - Overall","Size - Body","Height Above Board","Operating Temperature","Capacitance","Current - Carry"
//media.digikey.com/pdf/Data Sheets/Hamlin PDFs/MDSM-4R.pdf,//media.digikey.com/photos/Hamlin%20Photos/MDSM-4R%2012-18.jpg,HE151TR-ND,MDSM-4R-12-18,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,112000,0,"0.42108","0","3000","Tape & Reel (TR)","MDSM-4","Active","Glass Body","SPST-NO","12 ~ 18AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.6ms","0.2ms","Surface Mount","Gull Wing","0.760"" (19.30mm)","0.090"" Dia x 0.600"" L (2.28mm x 15.24mm)","0.112"" (2.85mm)","-40°C ~ 125°C","0.2pF","1.2A (DC)"
//media.digikey.com/pdf/Data Sheets/Hamlin PDFs/MDSM-4R.pdf,//media.digikey.com/photos/Hamlin%20Photos/MDSM-4R%2012-18.jpg,HE151CT-ND,MDSM-4R-12-18,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,115232,0,"0.91000","0","1","Cut Tape (CT)","MDSM-4","Active","Glass Body","SPST-NO","12 ~ 18AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.6ms","0.2ms","Surface Mount","Gull Wing","0.760"" (19.30mm)","0.090"" Dia x 0.600"" L (2.28mm x 15.24mm)","0.112"" (2.85mm)","-40°C ~ 125°C","0.2pF","1.2A (DC)"
//media.digikey.com/pdf/Data Sheets/Hamlin PDFs/MDSM-4R.pdf,//media.digikey.com/photos/Hamlin%20Photos/MDSM-4R%2012-18.jpg,HE151DKR-ND,MDSM-4R-12-18,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,115232,0,"Digi-Reel","0","1","Digi-Reel®","MDSM-4","Active","Glass Body","SPST-NO","12 ~ 18AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.6ms","0.2ms","Surface Mount","Gull Wing","0.760"" (19.30mm)","0.090"" Dia x 0.600"" L (2.28mm x 15.24mm)","0.112"" (2.85mm)","-40°C ~ 125°C","0.2pF","1.2A (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1126-2-ND,CT10-2540-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,140000,0,"0.48218","0","2000","Tape & Reel (TR)","CT10","Active","Molded Body","SPST-NO","25 ~ 40AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1126-1-ND,CT10-2540-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,141282,0,"0.97000","0","1","Cut Tape (CT)","CT10","Active","Molded Body","SPST-NO","25 ~ 40AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1126-6-ND,CT10-2540-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,141282,0,"Digi-Reel","0","1","Digi-Reel®","CT10","Active","Molded Body","SPST-NO","25 ~ 40AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsm_10_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDSM-10R-20-25-AT.jpg,HE564TR-ND,MDSM-10R-20-25,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,51000,0,"0.48234","0","3000","Tape & Reel (TR)","MDSM-10","Active","Glass Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.5ms","0.1ms","Surface Mount","Gull Wing","0.615"" (15.62mm)","0.071"" Dia x 0.400"" L (1.80mm x 10.16mm)","0.079"" (2.00mm)","-40°C ~ 125°C","0.2pF","1A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsm_10_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDSM-10R-20-25-AT.jpg,HE564CT-ND,MDSM-10R-20-25,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,53850,0,"1.04000","0","1","Cut Tape (CT)","MDSM-10","Active","Glass Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.5ms","0.1ms","Surface Mount","Gull Wing","0.615"" (15.62mm)","0.071"" Dia x 0.400"" L (1.80mm x 10.16mm)","0.079"" (2.00mm)","-40°C ~ 125°C","0.2pF","1A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsm_10_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDSM-10R-20-25-AT.jpg,HE564DKR-ND,MDSM-10R-20-25,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,53850,0,"Digi-Reel","0","1","Digi-Reel®","MDSM-10","Active","Glass Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.5ms","0.1ms","Surface Mount","Gull Wing","0.615"" (15.62mm)","0.071"" Dia x 0.400"" L (1.80mm x 10.16mm)","0.079"" (2.00mm)","-40°C ~ 125°C","0.2pF","1A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-02GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI02.jpg,1835-1006-ND,RI-02GP1520,Comus International,SWITCH REED SPST-NO 500MA 140V,8997,0,"0.51000","0","1","Bulk","RI-02","Active","Glass Body","SPST-NO","15 ~ 20AT","-","500mA (AC/DC)","140V","200V","10W","0.3ms","0.07ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.394"" L (1.80mm x 10.00mm)","-","-55°C ~ 125°C","0.3pF","500mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/59170-1-S-00-D.JPG,HE549TR-ND,59170-1-S-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,72000,0,"0.52855","0","1500","Tape & Reel (TR)","59170","Active","Molded Body","SPST-NO","10 ~ 15AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/59170-1-S-00-D.JPG,HE549CT-ND,59170-1-S-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,72014,0,"1.07000","0","1","Cut Tape (CT)","59170","Active","Molded Body","SPST-NO","10 ~ 15AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/59170-1-S-00-D.JPG,HE549DKR-ND,59170-1-S-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,72016,0,"Digi-Reel","0","1","Digi-Reel®","59170","Active","Molded Body","SPST-NO","10 ~ 15AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1125-2-ND,CT10-1530-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,1144000,0,"0.53384","0","2000","Tape & Reel (TR)","CT10","Active","Molded Body","SPST-NO","15 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1125-1-ND,CT10-1530-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,1145618,0,"1.08000","0","1","Cut Tape (CT)","CT10","Active","Molded Body","SPST-NO","15 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1125-6-ND,CT10-1530-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,1145618,0,"Digi-Reel","0","1","Digi-Reel®","CT10","Active","Molded Body","SPST-NO","15 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1124-2-ND,CT10-1540-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,304000,0,"0.53384","0","2000","Tape & Reel (TR)","CT10","Active","Molded Body","SPST-NO","15 ~ 40AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1124-1-ND,CT10-1540-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,305342,0,"1.08000","0","1","Cut Tape (CT)","CT10","Active","Molded Body","SPST-NO","15 ~ 40AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1124-6-ND,CT10-1540-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,305342,0,"Digi-Reel","0","1","Digi-Reel®","CT10","Active","Molded Body","SPST-NO","15 ~ 40AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/59170%20SERIES.JPG,HE553TR-ND,59170-1-U-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,19500,0,"0.53769","0","1500","Tape & Reel (TR)","59170","Active","Molded Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/59170%20SERIES.JPG,HE553CT-ND,59170-1-U-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,19942,0,"1.09000","0","1","Cut Tape (CT)","59170","Active","Molded Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/59170%20SERIES.JPG,HE553DKR-ND,59170-1-U-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,19942,0,"Digi-Reel","0","1","Digi-Reel®","59170","Active","Molded Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1258-2-ND,CT10-1030-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,298000,0,"0.55106","0","2000","Tape & Reel (TR)","CT10","Active","Molded Body","SPST-NO","10 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1258-1-ND,CT10-1030-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,299257,0,"1.11000","0","1","Cut Tape (CT)","CT10","Active","Molded Body","SPST-NO","10 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1258-6-ND,CT10-1030-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,299257,0,"Digi-Reel","0","1","Digi-Reel®","CT10","Active","Molded Body","SPST-NO","10 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59165_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/59165-1-S-00-C,59165-1-U-00-C,59165-1-T-00-C.jpg",HE565TR-ND,59165-1-U-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,9000,0,"0.55955","0","1500","Tape & Reel (TR)","59165","Active","Molded Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","1ms","Surface Mount","Gull Wing","0.795"" (20.19mm)","0.630"" L x 0.095"" W x 0.095"" H (16.00mm x 2.40mm x 2.40mm)","0.099"" (2.52mm)","-40°C ~ 105°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59165_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/59165-1-S-00-C,59165-1-U-00-C,59165-1-T-00-C.jpg",HE565CT-ND,59165-1-U-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,11335,0,"1.13000","0","1","Cut Tape (CT)","59165","Active","Molded Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","1ms","Surface Mount","Gull Wing","0.795"" (20.19mm)","0.630"" L x 0.095"" W x 0.095"" H (16.00mm x 2.40mm x 2.40mm)","0.099"" (2.52mm)","-40°C ~ 105°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59165_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/59165-1-S-00-C,59165-1-U-00-C,59165-1-T-00-C.jpg",HE565DKR-ND,59165-1-U-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,11335,0,"Digi-Reel","0","1","Digi-Reel®","59165","Active","Molded Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","1ms","Surface Mount","Gull Wing","0.795"" (20.19mm)","0.630"" L x 0.095"" W x 0.095"" H (16.00mm x 2.40mm x 2.40mm)","0.099"" (2.52mm)","-40°C ~ 105°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/59170-1-T-00-D.JPG,HE551TR-ND,59170-1-T-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,56500,0,"0.63550","0","1500","Tape & Reel (TR)","59170","Active","Molded Body","SPST-NO","15 ~ 20AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/59170-1-T-00-D.JPG,HE551CT-ND,59170-1-T-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,58109,0,"1.29000","0","1","Cut Tape (CT)","59170","Active","Molded Body","SPST-NO","15 ~ 20AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59170_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/59170-1-T-00-D.JPG,HE551DKR-ND,59170-1-T-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,58109,0,"Digi-Reel","0","1","Digi-Reel®","59170","Active","Molded Body","SPST-NO","15 ~ 20AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","0.5ms","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.450"" L x 0.090"" W x 0.090"" H (11.43mm x 2.29mm x 2.29mm)","0.095"" (2.41mm)","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsr_7_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/MDSR-7%2010-20.JPG,HE500-ND,MDSR-7-10-20,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,38434,0,"0.65000","0","1","Bulk","MDSR-7","Active","Glass Body","SPST-NO","10 ~ 20AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.6ms","0.2ms","Through Hole","Axial","1.590"" (40.39mm)","0.071"" Dia x 0.500"" L (1.80mm x 12.70mm)","-","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsr_7_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/MDSR-7-10-25.JPG,HE666-ND,MDSR-7-10-25,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,26224,0,"0.66000","0","1","Bulk","MDSR-7","Active","Glass Body","SPST-NO","10 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.6ms","0.2ms","Through Hole","Axial","1.590"" (40.39mm)","0.071"" Dia x 0.500"" L (1.80mm x 12.70mm)","-","-40°C ~ 125°C","0.3pF","800mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1295-2-ND,CT10-1030-G4,Coto Technology,SWITCH REED SPST-NO 500MA 140V,60000,0,"0.68882","0","2000","Tape & Reel (TR)","CT10","Active","Molded Body","SPST-NO","10 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.770"" (19.56mm)","0.505"" L x 0.090"" W x 0.095"" H (12.83mm x 2.29mm x 2.41mm)","0.100"" (2.54mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1295-1-ND,CT10-1030-G4,Coto Technology,SWITCH REED SPST-NO 500MA 140V,60008,0,"1.39000","0","1","Cut Tape (CT)","CT10","Active","Molded Body","SPST-NO","10 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.770"" (19.56mm)","0.505"" L x 0.090"" W x 0.095"" H (12.83mm x 2.29mm x 2.41mm)","0.100"" (2.54mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1295-6-ND,CT10-1030-G4,Coto Technology,SWITCH REED SPST-NO 500MA 140V,60008,0,"Digi-Reel","0","1","Digi-Reel®","CT10","Active","Molded Body","SPST-NO","10 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.770"" (19.56mm)","0.505"" L x 0.090"" W x 0.095"" H (12.83mm x 2.29mm x 2.41mm)","0.100"" (2.54mm)","-40°C ~ 125°C","-","500mA (DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9151710022e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK15-E-2.jpg,374-1013-2-ND,MK15-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 180V,30000,0,"0.72500","0","2500","Tape & Reel (TR)","MK15","Active","Molded Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","180V","180V","10W","0.5ms","0.05ms","Surface Mount","Gull Wing","0.768"" (19.50mm)","0.630"" L x 0.098"" W x 0.098"" H (16.00mm x 2.50mm x 2.50mm)","0.102"" (2.60mm)","-40°C ~ 130°C","0.3pF","1A (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9151710022e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK15-E-2.jpg,374-1013-1-ND,MK15-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 180V,30823,0,"1.57000","0","1","Cut Tape (CT)","MK15","Active","Molded Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","180V","180V","10W","0.5ms","0.05ms","Surface Mount","Gull Wing","0.768"" (19.50mm)","0.630"" L x 0.098"" W x 0.098"" H (16.00mm x 2.50mm x 2.50mm)","0.102"" (2.60mm)","-40°C ~ 130°C","0.3pF","1A (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9151710022e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK15-E-2.jpg,374-1013-6-ND,MK15-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 180V,30823,0,"Digi-Reel","0","1","Digi-Reel®","MK15","Active","Molded Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","180V","180V","10W","0.5ms","0.05ms","Surface Mount","Gull Wing","0.768"" (19.50mm)","0.630"" L x 0.098"" W x 0.098"" H (16.00mm x 2.50mm x 2.50mm)","0.102"" (2.60mm)","-40°C ~ 130°C","0.3pF","1A (AC/DC)"
