Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Circuit","Operate Range","Release Range","Current - Switching","Voltage - Switching AC","Voltage - Switching DC","Power - Rated","Operate Time","Release Time","Mounting Type","Termination Style","Length - Overall","Size - Body","Height Above Board","Operating Temperature","Capacitance","Current - Carry"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mrpr_20_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_MRPR-20.JPG,F7521-ND,MRPR-20-17-43,Littelfuse Inc.,SWITCH REED SPST-NO 1.1A 265V,1909,0,"2.80000","0","1","Bulk","MRPR-20","Active","Glass Body","SPST-NO","17 ~ 43AT","-","1.1A (AC), 1.5A (DC)","265V","250V","50W","0.75ms","0.3ms","Through Hole","Axial","2.230"" (56.64mm)","0.112"" Dia x 0.800"" L (2.84mm x 20.32mm)","-","-20°C ~ 125°C","0.2pF","3A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mrpr_20_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_MRPR-20.JPG,1294-MRPR-20-17-43-CHP,MRPR-20-17-43,Littelfuse Inc.,SWITCH REED SPST-NO 1.1A 265V,1000,0,"1.29920","0","1000","Bulk","MRPR-20","Active","Glass Body","SPST-NO","17 ~ 43AT","-","1.1A (AC), 1.5A (DC)","265V","250V","50W","0.75ms","0.3ms","Through Hole","Axial","2.230"" (56.64mm)","0.112"" Dia x 0.800"" L (2.84mm x 20.32mm)","-","-20°C ~ 125°C","0.2pF","3A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mrpr_20_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_MRPR-20.JPG,F7517-ND,MRPR-20-17-28,Littelfuse Inc.,SWITCH REED SPST-NO 1.1A 265V,492,0,"2.80000","0","1","Bulk","MRPR-20","Active","Glass Body","SPST-NO","17 ~ 28AT","-","1.1A (AC), 1.5A (DC)","265V","250V","50W","0.75ms","0.3ms","Through Hole","Axial","2.230"" (56.64mm)","0.112"" Dia x 0.800"" L (2.84mm x 20.32mm)","-","-20°C ~ 125°C","0.2pF","3A (DC)"
https://www.pic-gmbh.com/files/pmc1401t_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401T1015.jpg,2010-1289-2-ND,PMC-1401T1015,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.45312","0","2500","Tape & Reel (TR)","-","Active","Glass Body","SPST-NO","10 ~ 15AT","5 ~ 20AT","1A (AC/DC)","140V","200V","10W","0.4ms","0.5ms","Surface Mount","Axial","0.768"" (19.50mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","0.5pF","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401t_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401T1015.jpg,2010-1289-1-ND,PMC-1401T1015,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.98000","0","1","Cut Tape (CT)","-","Active","Glass Body","SPST-NO","10 ~ 15AT","5 ~ 20AT","1A (AC/DC)","140V","200V","10W","0.4ms","0.5ms","Surface Mount","Axial","0.768"" (19.50mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","0.5pF","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401t_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401T1015.jpg,2010-1289-6-ND,PMC-1401T1015,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Glass Body","SPST-NO","10 ~ 15AT","5 ~ 20AT","1A (AC/DC)","140V","200V","10W","0.4ms","0.5ms","Surface Mount","Axial","0.768"" (19.50mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","0.5pF","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401t_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401T1015.jpg,2010-1291-2-ND,PMC-1401T2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.45312","0","2500","Tape & Reel (TR)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","5 ~ 20AT","1A (AC/DC)","140V","200V","10W","0.4ms","0.5ms","Surface Mount","Axial","0.768"" (19.50mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","0.5pF","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401t_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401T1015.jpg,2010-1291-1-ND,PMC-1401T2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.98000","0","1","Cut Tape (CT)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","5 ~ 20AT","1A (AC/DC)","140V","200V","10W","0.4ms","0.5ms","Surface Mount","Axial","0.768"" (19.50mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","0.5pF","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401t_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401T1015.jpg,2010-1291-6-ND,PMC-1401T2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Glass Body","SPST-NO","20 ~ 25AT","5 ~ 20AT","1A (AC/DC)","140V","200V","10W","0.4ms","0.5ms","Surface Mount","Axial","0.768"" (19.50mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","0.5pF","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401ts_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401TS1015.jpg,2010-1293-2-ND,PMC-1401TS1520,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.45312","0","2500","Tape & Reel (TR)","-","Active","Glass Body","SPST-NO","15 ~ 20AT","4AT","1A (AC/DC)","140V","200V","10W","1ms","0.4ms","Surface Mount","Axial","0.724"" (18.40mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","-","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401ts_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401TS1015.jpg,2010-1293-1-ND,PMC-1401TS1520,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.98000","0","1","Cut Tape (CT)","-","Active","Glass Body","SPST-NO","15 ~ 20AT","4AT","1A (AC/DC)","140V","200V","10W","1ms","0.4ms","Surface Mount","Axial","0.724"" (18.40mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","-","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401ts_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401TS1015.jpg,2010-1293-6-ND,PMC-1401TS1520,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Glass Body","SPST-NO","15 ~ 20AT","4AT","1A (AC/DC)","140V","200V","10W","1ms","0.4ms","Surface Mount","Axial","0.724"" (18.40mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","-","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401ts_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401TS1015.jpg,2010-1294-2-ND,PMC-1401TS2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.45312","0","2500","Tape & Reel (TR)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","1A (AC/DC)","140V","200V","10W","1ms","0.4ms","Surface Mount","Axial","0.724"" (18.40mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","-","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401ts_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401TS1015.jpg,2010-1294-1-ND,PMC-1401TS2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"0.98000","0","1","Cut Tape (CT)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","1A (AC/DC)","140V","200V","10W","1ms","0.4ms","Surface Mount","Axial","0.724"" (18.40mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","-","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1401ts_ds_e_1.8.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1401TS1015.jpg,2010-1294-6-ND,PMC-1401TS2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","1A (AC/DC)","140V","200V","10W","1ms","0.4ms","Surface Mount","Axial","0.724"" (18.40mm)","0.559"" L x 0.098"" W x 0.118"" H (14.20mm x 2.50mm x 3.00mm)","-","-60°C ~ 155°C","-","1.2A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001t_ds_e_1.9.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001T1015.jpg,2010-1274-2-ND,PMC-1001T1520,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"0.49000","0","5000","Tape & Reel (TR)","-","Active","Glass Body","SPST-NO","15 ~ 20AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.640"" (16.26mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001t_ds_e_1.9.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001T1015.jpg,2010-1274-1-ND,PMC-1001T1520,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"1.10000","0","1","Cut Tape (CT)","-","Active","Glass Body","SPST-NO","15 ~ 20AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.640"" (16.26mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001t_ds_e_1.9.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001T1015.jpg,2010-1274-6-ND,PMC-1001T1520,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Glass Body","SPST-NO","15 ~ 20AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.640"" (16.26mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001t_ds_e_1.9.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001T1015.jpg,2010-1275-2-ND,PMC-1001T2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"0.49000","0","5000","Tape & Reel (TR)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.640"" (16.26mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001t_ds_e_1.9.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001T1015.jpg,2010-1275-1-ND,PMC-1001T2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"1.10000","0","1","Cut Tape (CT)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.640"" (16.26mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001t_ds_e_1.9.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001T1015.jpg,2010-1275-6-ND,PMC-1001T2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.640"" (16.26mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001ts_ds_e_1.5.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001TS1015.jpg,2010-1285-2-ND,PMC-1001TS2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"0.49000","0","5000","Tape & Reel (TR)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.512"" (13.00mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001ts_ds_e_1.5.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001TS1015.jpg,2010-1285-1-ND,PMC-1001TS2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"1.10000","0","1","Cut Tape (CT)","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.512"" (13.00mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.pic-gmbh.com/files/pmc1001ts_ds_e_1.5.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PMC-1001TS1015.jpg,2010-1285-6-ND,PMC-1001TS2025,PIC GmbH,STANDARD SMD REED SWITCH PITCH 1,5000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Glass Body","SPST-NO","20 ~ 25AT","4AT","700mA (AC/DC)","130V","180V","10W","0.5ms","0.3ms","Surface Mount","Axial","0.512"" (13.00mm)","0.394"" L x 0.079"" W x 0.091"" H (10.00mm x 2.00mm x 2.30mm)","-","-40°C ~ 125°C","-","1A (AC/DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-60SMDM.pdf,-,1835-1198-2-ND,RI-60SMDM-1015-G1,Comus International,SWITCH REED SPST-NO 500MA 140V,7500,0,"0.52200","0","2500","Tape & Reel (TR)","RI-60SMDM","Active","Molded Body","SPST-NO","10 ~ 15AT","3AT","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.639"" (16.23mm)","0.452"" L x 0.090"" W x 0.090"" H (11.48mm x 2.29mm x 2.29mm)","0.107"" (2.72mm)","-40°C ~ 125°C","0.25pF","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-60SMDM.pdf,-,1835-1198-1-ND,RI-60SMDM-1015-G1,Comus International,SWITCH REED SPST-NO 500MA 140V,7500,0,"1.13000","0","1","Cut Tape (CT)","RI-60SMDM","Active","Molded Body","SPST-NO","10 ~ 15AT","3AT","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.639"" (16.23mm)","0.452"" L x 0.090"" W x 0.090"" H (11.48mm x 2.29mm x 2.29mm)","0.107"" (2.72mm)","-40°C ~ 125°C","0.25pF","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-60SMDM.pdf,-,1835-1198-6-ND,RI-60SMDM-1015-G1,Comus International,SWITCH REED SPST-NO 500MA 140V,7500,0,"Digi-Reel","0","1","Digi-Reel®","RI-60SMDM","Active","Molded Body","SPST-NO","10 ~ 15AT","3AT","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.639"" (16.23mm)","0.452"" L x 0.090"" W x 0.090"" H (11.48mm x 2.29mm x 2.29mm)","0.107"" (2.72mm)","-40°C ~ 125°C","0.25pF","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-07GP.pdf,-,1835-1165-ND,RI-07GP-1015,Comus International,SWITCH REED SPST-NO 250MA 110V,3989,0,"0.60000","0","1","Bulk","RI-07GP","Active","Glass Body","SPST-NO","10 ~ 15AT","4 ~ 14AT","250mA (AC/DC)","110V","160V","5W","0.25ms","0.03ms","Surface Mount","Axial","1.811"" (46.00mm)","0.531"" Dia x 0.071"" L (13.49mm x 1.80mm)","-","-55°C ~ 125°C","0.3pF","1.5A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-07GP.pdf,-,1835-1166-ND,RI-07GP-1520,Comus International,SWITCH REED SPST-NO 500MA 140V,3972,0,"0.60000","0","1","Bulk","RI-07GP","Active","Glass Body","SPST-NO","15 ~ 20AT","5 ~ 19AT","500mA (AC/DC)","140V","200V","10W","0.25ms","0.03ms","Surface Mount","Axial","1.811"" (46.00mm)","0.531"" Dia x 0.071"" L (13.49mm x 1.80mm)","-","-55°C ~ 125°C","0.3pF","1.75A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-07GP.pdf,-,1835-1167-ND,RI-07GP-2025,Comus International,SWITCH REED SPST-NO 500MA 140V,1944,0,"0.60000","0","1","Bulk","RI-07GP","Active","Glass Body","SPST-NO","20 ~ 25AT","6 ~ 24AT","500mA (AC/DC)","140V","200V","10W","0.45ms","0.03ms","Surface Mount","Axial","1.811"" (46.00mm)","0.531"" Dia x 0.071"" L (13.49mm x 1.80mm)","-","-55°C ~ 125°C","0.25pF","1.75A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-60GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI60.jpg,1835-1023-ND,RI-60GP1015,Comus International,SWITCH REED SPST-NO 500MA 140V,5250,0,"0.63000","0","1","Bulk","RI-60","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","140V","200V","10W","0.15ms","0.02ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.394"" L (1.80mm x 10.00mm)","-","-55°C ~ 125°C","0.25pF","500mA (AC/DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-60GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI60.jpg,1835-1024-ND,RI-60GP1520,Comus International,SWITCH REED SPST-NO 500MA 140V,2491,0,"0.63000","0","1","Bulk","RI-60","Active","Glass Body","SPST-NO","15 ~ 20AT","-","500mA (AC/DC)","140V","200V","10W","0.15ms","0.02ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.394"" L (1.80mm x 10.00mm)","-","-55°C ~ 125°C","0.25pF","500mA (AC/DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1443-2-ND,CT10-1020-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,6000,0,"0.65751","0","2000","Tape & Reel (TR)","CT10","Active","Molded Body","SPST-NO","10 ~ 20AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1443-1-ND,CT10-1020-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,7931,0,"1.33000","0","1","Cut Tape (CT)","CT10","Active","Molded Body","SPST-NO","10 ~ 20AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1443-6-ND,CT10-1020-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,7931,0,"Digi-Reel","0","1","Digi-Reel®","CT10","Active","Molded Body","SPST-NO","10 ~ 20AT","-","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1430-2-ND,CT10-1040-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,2000,0,"0.65751","0","2000","Tape & Reel (TR)","CT10","Active","Molded Body","SPST-NO","10 ~ 40AT","3 ~ 35AT","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1430-1-ND,CT10-1040-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,2939,0,"1.33000","0","1","Cut Tape (CT)","CT10","Active","Molded Body","SPST-NO","10 ~ 40AT","3 ~ 35AT","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CotoClassic-CT10-Datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/CT10-Series-Gull-Wing-Molded-Body.jpg,306-1430-6-ND,CT10-1040-G1,Coto Technology,SWITCH REED SPST-NO 500MA 140V,2939,0,"Digi-Reel","0","1","Digi-Reel®","CT10","Active","Molded Body","SPST-NO","10 ~ 40AT","3 ~ 35AT","500mA (AC/DC)","140V","200V","10W","-","-","Surface Mount","Gull Wing","0.640"" (16.26mm)","0.458"" L x 0.095"" W x 0.115"" H (11.63mm x 2.41mm x 2.92mm)","0.115"" (2.92mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-03GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI03.jpg,1835-1008-ND,RI-03GP1520,Comus International,SWITCH REED SPST-NO 500MA 140V,7989,0,"0.66000","0","1","Bulk","RI-03","Active","Glass Body","SPST-NO","15 ~ 20AT","-","500mA (AC/DC)","140V","200V","10W","0.25ms","0.03ms","Through Hole","Axial","1.811"" (46.00mm)","0.100"" Dia x 0.591"" L (2.54mm x 15.00mm)","-","-55°C ~ 125°C","0.3pF","1.5A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-03GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI03.jpg,1835-1009-ND,RI-03GP2025,Comus International,SWITCH REED SPST-NO 500MA 140V,3941,0,"0.66000","0","1","Bulk","RI-03","Active","Glass Body","SPST-NO","20 ~ 25AT","-","500mA (AC/DC)","140V","200V","10W","0.25ms","0.03ms","Through Hole","Axial","1.811"" (46.00mm)","0.100"" Dia x 0.591"" L (2.54mm x 15.00mm)","-","-55°C ~ 125°C","0.25pF","2.5A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-03GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI03.jpg,1835-1007-ND,RI-03GP1015,Comus International,SWITCH REED SPST-NO 250MA 110V,3581,0,"0.66000","0","1","Bulk","RI-03","Active","Glass Body","SPST-NO","10 ~ 15AT","-","250mA (AC/DC)","110V","160V","5W","0.10ms","0.07ms","Through Hole","Axial","1.811"" (46.00mm)","0.100"" Dia x 0.591"" L (2.54mm x 15.00mm)","-","-55°C ~ 125°C","0.3pF","1A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-03GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI03.jpg,1835-1010-ND,RI-03GP2530,Comus International,SWITCH REED SPST-NO 500MA 140V,3491,0,"0.66000","0","1","Bulk","RI-03","Active","Glass Body","SPST-NO","25 ~ 30AT","-","500mA (AC/DC)","140V","200V","10W","0.25ms","0.03ms","Through Hole","Axial","1.811"" (46.00mm)","0.100"" Dia x 0.591"" L (2.54mm x 15.00mm)","-","-55°C ~ 125°C","0.25pF","2.5A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-27GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI27.jpg,1835-1016-ND,RI-27GP2025,Comus International,SWITCH REED SPST-NO 500MA 140V,3951,0,"0.68000","0","1","Bulk","RI-27","Active","Glass Body","SPST-NO","20 ~ 25AT","-","500mA (AC/DC)","140V","200V","10W","0.25ms","0.03ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.531"" L (1.80mm x 13.50mm)","-","-55°C ~ 125°C","0.25pF","1.75A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-27GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI27.jpg,1835-1014-ND,RI-27GP1015,Comus International,SWITCH REED SPST-NO 500MA 130V,3915,0,"0.68000","0","1","Bulk","RI-27","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","130V","180V","10W","0.25ms","0.03ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.531"" L (1.80mm x 13.50mm)","-","-55°C ~ 125°C","0.3pF","1.5A (DC)"
