Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Coil Current","Coil Type","Features","Termination Style","Seal Rating","Coil Insulation","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Operating Temperature","Contact Material","Relay Type"
http://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lq.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ALQ105.jpg,255-5407-ND,ALQ3F12,Panasonic Electric Works,RELAY GEN PURPOSE SPST 10A 12V,76697,0,"1.01000","0","1","Box","ALQ","Active","Through Hole","12VDC","SPST-NO (1 Form A)","10A","250VAC - Max","16.7mA","Non Latching","-","PC Pin","-","Class F","9 VDC","0.6 VDC","20ms","20ms","-40°C ~ 85°C","Silver Nickel (AgNi)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1721150&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/ORWH,OEG-Series.JPG",PB2029-ND,"ORWH-SH-112D1F,000",TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPDT 10A 12V,33351,0,"1.18000","0","1","Tube","ORWH, OEG","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","277VAC, 28VDC - Max","30.0mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","8.4 VDC","1.2 VDC","10ms","5ms","-30°C ~ 70°C","Silver Zinc Oxide (AgZnO)","General Purpose"
http://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lq.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ALQ105.jpg,255-3565-ND,ALQ105,Panasonic Electric Works,RELAY GEN PURPOSE SPDT 10A 5V,19883,0,"1.22000","0","1","Bulk","ALQ","Active","Through Hole","5VDC","SPDT (1 Form C)","10A","250VAC - Max","80.0mA","Non Latching","-","PC Pin","-","Class B","3.75 VDC","0.25 VDC","20ms","20ms","-40°C ~ 85°C","Silver Nickel (AgNi)","General Purpose"
http://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lq.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ALQ112.JPG,255-3562-ND,ALQ112,Panasonic Electric Works,RELAY GEN PURPOSE SPDT 10A 12V,9846,0,"1.22000","0","1","Tray","ALQ","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","250VAC - Max","33.3mA","Non Latching","-","PC Pin","-","Class B","9 VDC","0.6 VDC","20ms","20ms","-40°C ~ 85°C","Silver Nickel (AgNi)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z3672-ND,G5LE-1-VDDC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 12V,9342,6500,"1.23000","0","1","Tray","G5LE","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","250VAC, 125VDC - Max","33.3mA","Non Latching","-","PC Pin","Sealed - Flux Protection","Class B","9 VDC","1.2 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1721153&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/ORWH,OEG-Series.JPG",PB2032-ND,"ORWH-SH-105D1F,000",TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPDT 10A 5V,6216,0,"1.25000","0","1","Tube","ORWH, OEG","Active","Through Hole","5VDC","SPDT (1 Form C)","10A","277VAC, 28VDC - Max","71.4mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","3.5 VDC","0.5 VDC","10ms","5ms","-30°C ~ 70°C","Silver Zinc Oxide (AgZnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z2254-ND,G5LE-1A4 DC24,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 10A 24V,73825,16000,"1.30000","0","1","Tray","G5LE","Active","Through Hole","24VDC","SPST-NO (1 Form A)","10A","250VAC, 125VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","Class B","18 VDC","2.4 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z2352-ND,G5LE-1A4 DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 10A 12V,26414,29000,"1.30000","0","1","Tray","G5LE","Active","Through Hole","12VDC","SPST-NO (1 Form A)","10A","250VAC, 125VDC - Max","33.3mA","Non Latching","-","PC Pin","Sealed - Fully","Class B","9 VDC","1.2 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z1012-ND,G5LE-14 DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 12V,60927,83500,"1.33000","0","1","Tray","G5LE","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","250VAC, 125VDC - Max","33.3mA","Non Latching","-","PC Pin","Sealed - Fully","Class B","9 VDC","1.2 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z1013-ND,G5LE-14 DC24,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 24V,48903,158000,"1.33000","0","1","Tray","G5LE","Active","Through Hole","24VDC","SPDT (1 Form C)","10A","250VAC, 125VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","Class B","18 VDC","2.4 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z1016-ND,G5LE-1 DC24,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 24V,31406,22000,"1.33000","0","1","Tray","G5LE","Active","Through Hole","24VDC","SPDT (1 Form C)","10A","250VAC, 125VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Flux Protection","Class B","18 VDC","2.4 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z1015-ND,G5LE-1 DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 12V,16589,0,"1.33000","0","1","Tray","G5LE","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","250VAC, 125VDC - Max","33.3mA","Non Latching","-","PC Pin","Sealed - Flux Protection","Class B","9 VDC","1.2 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1721150&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/ORWH,OEG-Series.JPG",PB2031-ND,"ORWH-SH-124D1F,000",TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPDT 10A 24V,13516,0,"1.33000","0","1","Tube","ORWH, OEG","Active","Through Hole","24VDC","SPDT (1 Form C)","10A","277VAC, 28VDC - Max","15.0mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","16.8 VDC","2.4 VDC","10ms","5ms","-30°C ~ 70°C","Silver Zinc Oxide (AgZnO)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1461402&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/Tyco%20Potter%20Brumfield%20Photos/OJE,OEG-Series.jpg",PB876-ND,"OJE-SH-112HM,000",TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPST 10A 12V,84577,0,"1.39000","0","1","Bulk","OJE, OEG","Active","Through Hole","12VDC","SPST-NO (1 Form A)","10A","277VAC, 30VDC - Max","37.5mA","Non Latching","-","PC Pin","Sealed - Fully","-","8.4 VDC","0.6 VDC","10ms","4ms","-30°C ~ 70°C","Silver (Ag)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5q.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/SG5Q-1A-DC12,%20G5Q-1A-DC24,%20G5Q-1A4-DC12.jpg",Z223-ND,G5Q-1A4 DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 10A 12V,88763,12000,"1.41000","0","1","Tray","G5Q","Active","Through Hole","12VDC","SPST-NO (1 Form A)","10A","277VAC, 30VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","9 VDC","0.6 VDC","10ms","5ms","-40°C ~ 105°C","Silver Alloy","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z3116-ND,G5LE-1A4 DC5,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 10A 5V,12401,6000,"1.41000","0","1","Tray","G5LE","Active","Through Hole","5VDC","SPST-NO (1 Form A)","10A","250VAC, 125VDC - Max","79.4mA","Non Latching","-","PC Pin","Sealed - Fully","Class B","3.75 VDC","0.5 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5q.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/SG5Q-1A-DC12,%20G5Q-1A-DC24,%20G5Q-1A4-DC12.jpg",Z225-ND,G5Q-14 DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 12V,7985,0,"1.43000","0","1","Tray","G5Q","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","277VAC, 30VDC - Max","33.3mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","9 VDC","0.6 VDC","10ms","5ms","-40°C ~ 105°C","Silver Alloy","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5q.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/SG5Q-1A-DC12,%20G5Q-1A-DC24,%20G5Q-1A4-DC12.jpg",Z221-ND,G5Q-1 DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 12V,7360,3500,"1.43000","0","1","Tray","G5Q","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","277VAC, 30VDC - Max","33.3mA","Non Latching","-","PC Pin","Sealed - Flux Protection","Class F","9 VDC","0.6 VDC","10ms","5ms","-40°C ~ 105°C","Silver Alloy","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z1011-ND,G5LE-14 DC5,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 5V,50191,37000,"1.44000","0","1","Tray","G5LE","Active","Through Hole","5VDC","SPDT (1 Form C)","10A","250VAC, 125VDC - Max","79.4mA","Non Latching","-","PC Pin","Sealed - Fully","Class B","3.75 VDC","0.5 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5le.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G5LE-1A4-DC24.jpg,Z3326-ND,G5LE-14 DC3,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 3V,10834,0,"1.44000","0","1","Tray","G5LE","Active","Through Hole","3VDC","SPDT (1 Form C)","10A","250VAC, 125VDC - Max","133mA","Non Latching","-","PC Pin","Sealed - Fully","Class B","2.25 VDC","0.3 VDC","10ms","5ms","-25°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5q.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/SG5Q-1A-DC12,%20G5Q-1A-DC24,%20G5Q-1A4-DC12.jpg",Z4268-ND,G5Q-1A4-EU DC5,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 10A 5V,11351,0,"1.45000","0","1","Tube","G5Q-EU","Active","Through Hole","5VDC","SPST-NO (1 Form A)","10A","277VAC, 30VDC - Max","40.0mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","3.75 VDC","0.25 VDC","10ms","5ms","-40°C ~ 85°C","Silver Alloy","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5q.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/SG5Q-1A-DC12,%20G5Q-1A-DC24,%20G5Q-1A4-DC12.jpg",Z226-ND,G5Q-14 DC24,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 10A 24V,14907,0,"1.47000","0","1","Tray","G5Q","Active","Through Hole","24VDC","SPDT (1 Form C)","10A","277VAC, 30VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","18 VDC","1.2 VDC","10ms","5ms","-40°C ~ 105°C","Silver Alloy","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5q_el.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G5Q-EL3.jpg,Z6367-ND,G5Q-1A4-EL3-HA DC5,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 10A 5V,11405,0,"1.49000","0","1","Tray","G5Q-EL3","Active","Through Hole","5VDC","SPST-NO (1 Form A)","10A","-","80.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","-","-","-","-","-40°C ~ 85°C","-","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5q_el.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G5Q-EL3.jpg,Z6368-ND,G5Q-1A4-EL3-HA DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 10A 12V,5452,0,"1.49000","0","1","Tray","G5Q-EL3","Active","Through Hole","12VDC","SPST-NO (1 Form A)","10A","-","33.3mA","Non Latching","-","PC Pin","Sealed - Fully","-","-","-","-","-","-40°C ~ 85°C","-","General Purpose"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_js.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/JS-FULLY%20SERIES.JPG,255-2081-ND,JS1A-12V-F,Panasonic Electric Works,RELAY GEN PURPOSE SPST 10A 12V,29944,0,"1.58000","0","1","Bulk","JS","Active","Through Hole","12VDC","SPST-NO (1 Form A)","10A","250VAC, 100VDC - Max","30.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","8.4 VDC","1.2 VDC","10ms","10ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1461403&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/Tyco%20Potter%20Brumfield%20Photos/OJE,OEG-Series.jpg",PB2063-ND,"OJE-SH-112LMH,000",TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPST 8A 12V,2087,0,"1.58000","0","1","Bulk","OJE, OEG","Active","Through Hole","12VDC","SPST-NO (1 Form A)","8A","277VAC, 30VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","-","9 VDC","0.6 VDC","15ms","4ms","-30°C ~ 70°C","Silver Cadmium Oxide (AgCdO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6dn.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G6DN-Series.jpg,Z5439-ND,G6DN-1A DC5,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 5A 5V,10309,0,"1.60000","0","1","Tube","G6DN","Active","Through Hole","5VDC","SPST-NO (1 Form A)","5A","277VAC, 125VDC - Max","22.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","3.5 VDC","0.25 VDC","10ms","5ms","-40°C ~ 90°C","Silver Alloy","General Purpose"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_js.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/JS-FULLY%20SERIES.JPG,255-2063-ND,JS1A-24V-F,Panasonic Electric Works,RELAY GEN PURPOSE SPST 10A 24V,5164,0,"1.61000","0","1","Bulk","JS","Active","Through Hole","24VDC","SPST-NO (1 Form A)","10A","250VAC, 100VDC - Max","15.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","16.8 VDC","2.4 VDC","10ms","10ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1721260&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/OJ,%20OEG%20Series.JPG",PB1984-ND,OJ-SS-124LMH2,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPST 8A 24V,15555,0,"1.62000","0","1","Bulk","OJ, OEG","Active","Through Hole","24VDC","SPST-NO (1 Form A)","8A","277VAC, 30VDC - Max","8.6mA","Non Latching","-","PC Pin","Sealed - Flux Protection","-","18 VDC","1.2 VDC","15ms","4ms","-30°C ~ 85°C","Silver Tin Oxide Indium Oxide (AgSnOInO)","General Purpose"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_js.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/JS-FULLY%20SERIES.JPG,255-2080-ND,JS1-12V-F,Panasonic Electric Works,RELAY GEN PURPOSE SPDT 10A 12V,86888,0,"1.63000","0","1","Bulk","JS","Active","Through Hole","12VDC","SPDT (1 Form C)","10A","250VAC, 100VDC - Max","30.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","8.4 VDC","1.2 VDC","10ms","10ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_js.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/JS-FULLY%20SERIES.JPG,255-2064-ND,JS1-5V-F,Panasonic Electric Works,RELAY GEN PURPOSE SPDT 10A 5V,45110,0,"1.63000","0","1","Bulk","JS","Active","Through Hole","5VDC","SPDT (1 Form C)","10A","250VAC, 100VDC - Max","72.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","3.5 VDC","0.5 VDC","10ms","10ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_js.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/JS-FULLY%20SERIES.JPG,255-2066-ND,JS1-24V-F,Panasonic Electric Works,RELAY GEN PURPOSE SPDT 10A 24V,55273,0,"1.82000","0","1","Box","JS","Active","Through Hole","24VDC","SPDT (1 Form C)","10A","250VAC, 100VDC - Max","15.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","16.8 VDC","2.4 VDC","10ms","10ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6dn.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G6DN-Series.jpg,Z6518-ND,G6DN-1A-L DC5,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 5A 5V,6004,0,"1.86000","0","1","Tube","G6DN","Active","Through Hole","5VDC","SPST-NO (1 Form A)","5A","277VAC, 125VDC - Max","36.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","3.5 VDC","0.25 VDC","10ms","5ms","-40°C ~ 90°C","Silver Alloy","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1721081&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1721081-x.JPG,PB894-ND,"PCJ-112D3MH,301",TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPST 3A 12V,26209,0,"2.05000","0","1","Tray","PCJ, OEG","Active","Through Hole","12VDC","SPST-NO (1 Form A)","3A","250VAC, 30VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","Class A","9 VDC","0.6 VDC","10ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi)","General Purpose"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_ldp.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ALDP112W.JPG,255-3589-ND,ALDP112W,Panasonic Electric Works,RELAY GEN PURPOSE SPST 5A 12V,7125,3200,"1.90000","0","1","Tray","ALDP","Active","Through Hole","12VDC","SPST-NO (1 Form A)","5A","277VAC - Max","16.7mA","Non Latching","-","PC Pin","-","-","9 VDC","0.6 VDC","10ms","10ms","-40°C ~ 85°C","Silver Nickel (AgNi)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RZ&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/RZ03-1A3-D024.jpg,PB1267-ND,RZ03-1A4-D005,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPST 16A 5V,4070,0,"1.90000","0","1","Tube","RZ, SCHRACK","Active","Through Hole","5VDC","SPST-NO (1 Form A)","16A","400VAC - Max","84.0mA","Non Latching","-","PC Pin","-","Class F","3.5 VDC","0.5 VDC","8ms","6ms","-40°C ~ 85°C","Silver Nickel (AgNi)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2-1393194-5&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/T77S1D3%20Series.jpg,PB371-ND,T77S1D3-12,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE SPST 3A 12V,10329,0,"1.91000","0","1","Bulk","T77","Active","Through Hole","12VDC","SPST-NO (1 Form A)","3A","250VAC, 30VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","9 VDC","0.6 VDC","10ms","4ms","-30°C ~ 105°C","Silver (Ag)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393792-2&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/V23105A5%20SERIES.jpg,PB383-ND,V23105A5001A201,TE Connectivity Potter & Brumfield Relays,RELAY TELECOM DPDT 3A 5V,10654,0,"2.25000","0","1","Tube","V23105, AXICOM","Active","Through Hole","5VDC","DPDT (2 Form C)","3A","250VAC, 220VDC - Max","30.0mA","Non Latching","-","PC Pin","-","-","4 VDC","0.25 VDC","6ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi)","Telecom"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6dn.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G6DN-Series.jpg,Z5441-ND,G6DN-1A DC24,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 5A 24V,47382,11000,"1.99000","0","1","Tube","G6DN","Active","Through Hole","24VDC","SPST-NO (1 Form A)","5A","277VAC, 125VDC - Max","4.6mA","Non Latching","-","PC Pin","Sealed - Fully","-","16.8 VDC","1.2 VDC","10ms","5ms","-40°C ~ 90°C","Silver Alloy","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1721081&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1721081-x.JPG,PB893-ND,"PCJ-105D3MH,301",TE Connectivity Potter & Brumfield Relays,RELAY GENERAL PURPOSE SPST 3A 5V,13793,0,"2.05000","0","1","Tray","PCJ, OEG","Active","Through Hole","5VDC","SPST-NO (1 Form A)","3A","250VAC, 30VDC - Max","40.0mA","Non Latching","-","PC Pin","Sealed - Fully","Class A","3.75 VDC","0.25 VDC","10ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1461410&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/PCH-%202H,000%20SERIES.jpg",PB890-ND,"PCH-105D2H,000",TE Connectivity Potter & Brumfield Relays,RELAY GENERAL PURPOSE SPDT 5A 5V,5933,0,"2.05000","0","1","Bulk","PCH, OEG","Active","Through Hole","5VDC","SPDT (1 Form C)","5A","277VAC, 30VDC - Max","80.0mA","Non Latching","-","PC Pin","Sealed - Fully","Class F","3.5 VDC","0.25 VDC","10ms","5ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5nb.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G5NB-1A4-E-DC12.jpg,Z2772-ND,G5NB-1A-E DC12,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 5A 12V,37083,27000,"2.09000","0","1","Tray","G5NB-E","Active","Through Hole","12VDC","SPST-NO (1 Form A)","5A","250VAC, 30VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Flux Protection","-","9 VDC","1.2 VDC","10ms","10ms","-40°C ~ 70°C","-","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5nb.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G5NB-1A4-E-DC12.jpg,Z2771-ND,G5NB-1A-E DC5,Omron Electronics Inc-EMC Div,RELAY GENERAL PURPOSE SPST 5A 5V,6103,0,"2.09000","0","1","Tray","G5NB-E","Active","Through Hole","5VDC","SPST-NO (1 Form A)","5A","250VAC, 30VDC - Max","40.0mA","Non Latching","-","PC Pin","Sealed - Flux Protection","-","3.75 VDC","0.5 VDC","10ms","10ms","-40°C ~ 70°C","-","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6dn.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G6DN-Series.jpg,Z6520-ND,G6DN-1A-L DC24,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPST 5A 24V,2663,0,"2.09000","0","1","Tube","G6DN","Active","Through Hole","24VDC","SPST-NO (1 Form A)","5A","277VAC, 125VDC - Max","7.5mA","Non Latching","-","PC Pin","Sealed - Fully","-","16.8 VDC","1.2 VDC","10ms","5ms","-40°C ~ 90°C","Silver Alloy","General Purpose"
