Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Features","Termination Style","Operating Temperature","Must Operate Voltage","Must Release Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3062-ND,3100-15U2999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 30A 240V,50,0,"21.94000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","240VAC","SPST-NO (DM) (1 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","177 VAC","40 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3052-ND,3100-15T2999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 30A 120V,48,0,"22.43000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","120VAC","SPST-NO (DM) (1 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","88 VAC","20 VAC"
http://www.altechcorp.com/PDFS/Contactors_MC.pdf,//media.digikey.com/Photos/Altech-Corporation/GMC-12M-10-AC120V.jpg,1920-1927-ND,GMC-12M-10-AC120V,Altech Corporation,MINI CONTACTOR12A380440V 3P1NO12,16,0,"22.52000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3056-ND,3100-15Q2999C,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 30A 24V,47,0,"22.54000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","24VAC","SPST-NO (DM) (1 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","18 VAC","6 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3070-ND,3100-15Q14999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 35A 24V,50,0,"23.04000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","24VAC","SPST-NO (DM) (1 Form X)","35A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","18 VAC","6 VAC"
http://www.altechcorp.com/PDFS/Contactors_MC.pdf,//media.digikey.com/Photos/Altech-Corporation/GMD-6M-10-DC24V.jpg,1920-1931-ND,GMD-6M-10-DC24V,Altech Corporation,MINI CONTACTOR6A380440V 3P1 NO 2,15,1,"24.88000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.gavazzionline.com/pdf/CGMC12AD.pdf,-,1864-1297-ND,CGMS-6A-120-10,Carlo Gavazzi Inc.,RELAY CONTACTOR 3NO/1AUX 6A,48,0,"25.30000","0","1","Bulk","CGMS","Active","Chassis Mount, DIN Rail","120VAC","3PST-NO (3 Form A)","6A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-","-","-"
https://www.gavazzionline.com/pdf/CGMC12AD.pdf,-,1864-1596-ND,CGMS-6A-230-10,Carlo Gavazzi Inc.,CONTACTOR AC COIL 1NO AUX,19,0,"25.30000","0","1","Bulk","CGMS","Active","Chassis Mount, DIN Rail","230VAC","3PST-NO (3 Form A)","6A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-","-","-"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP322S24V.jpg,1864-1839-ND,GDP322S24V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 32A 24VAC,13,0,"25.30000","0","1","Bulk","GDP","Active","Chassis Mount","24VAC","DPST-NO (2 Form A)","32A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","20.4 VAC","4.8 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_GDP_2S.jpg,1864-1830-ND,GDP252S120V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 25A 120VAC,9,0,"25.30000","0","1","Bulk","GDP","Active","Chassis Mount","120VAC","DPST-NO (2 Form A)","25A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","102 VAC","24 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_GDP_2S.jpg,1864-1831-ND,GDP252S24V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 25A 24VAC,9,0,"25.30000","0","1","Bulk","GDP","Active","Chassis Mount","24VAC","DPST-NO (2 Form A)","25A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","20.4 VAC","4.8 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_GDP_2S.jpg,1864-1837-ND,GDP322S120V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 32A 120VAC,7,0,"25.30000","0","1","Bulk","GDP","Active","Chassis Mount","120VAC","DPST-NO (2 Form A)","32A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","102 VAC","24 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_GDP_2S.jpg,1864-1838-ND,GDP322S220V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 32A 220VAC,7,0,"25.30000","0","1","Bulk","GDP","Active","Chassis Mount","220VAC","DPST-NO (2 Form A)","32A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","187 VAC","44 VAC"
http://www.altechcorp.com/PDFS/Contactors_MC.pdf,//media.digikey.com/Photos/Altech-Corporation/GMD-9M-01-DC24V.jpg,1920-2052-ND,GMD-9M-01-DC24V,Altech Corporation,MINI CONTACTOR9A380440V 3P1 NC 2,7,0,"27.48000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.gavazzionline.com/pdf/CGMC12AD.pdf,-,1864-1298-ND,CGMS-9A-120-10,Carlo Gavazzi Inc.,RELAY CONTACTOR 3NO/1AUX 9A,45,0,"27.50000","0","1","Bulk","CGMS","Active","Chassis Mount, DIN Rail","120VAC","3PST-NO (3 Form A)","9A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-","-","-"
http://www.altechcorp.com/PDFS/Contactors_MC.pdf,//media.digikey.com/photos/Altech-Corporation/GMD-12M-10-DC24V.jpg,1920-1930-ND,GMD-12M-10-DC24V,Altech Corporation,MINI CONTACTOR12A380440V 3P1 NO,40,0,"28.94000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP402S220V.jpg,1864-1847-ND,GDP402S120V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 40A 120VAC,30,0,"29.70000","0","1","Bulk","GDP","Active","Chassis Mount","120VAC","DPST-NO (2 Form A)","40A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","102 VAC","24 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP402S220V.jpg,1864-1848-ND,GDP402S220V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 40A 220VAC,20,0,"29.70000","0","1","Bulk","GDP","Active","Chassis Mount","220VAC","DPST-NO (2 Form A)","40A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","187 VAC","44 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP402S220V.jpg,1864-1849-ND,GDP402S24V,Carlo Gavazzi Inc.,2P DPC SCRW TERM 40A 24VAC,7,0,"29.70000","0","1","Bulk","GDP","Active","Chassis Mount","24VAC","DPST-NO (2 Form A)","40A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","20.4 VAC","4.8 VAC"
https://www.gavazzionline.com/pdf/CGMC12AD.pdf,-,1864-1296-ND,CGMS-12A-120-10,Carlo Gavazzi Inc.,RELAY CONTACTOR 3NO/1AUX 12A,38,0,"30.80000","0","1","Bulk","CGMS","Active","Chassis Mount, DIN Rail","120VAC","3PST-NO (3 Form A)","12A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-","-","-"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP402L24V.jpg,1864-1844-ND,GDP402L120V,Carlo Gavazzi Inc.,2P DPC LUG TERM 40A 120VAC,21,0,"30.80000","0","1","Bulk","GDP","Active","Chassis Mount","120VAC","DPST-NO (2 Form A)","40A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","102 VAC","24 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP402L24V.jpg,1864-1846-ND,GDP402L24V,Carlo Gavazzi Inc.,2P DPC LUG TERM 40A 24VAC,11,0,"30.80000","0","1","Bulk","GDP","Active","Chassis Mount","24VAC","DPST-NO (2 Form A)","40A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","20.4 VAC","4.8 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP402L220V.jpg,1864-1845-ND,GDP402L220V,Carlo Gavazzi Inc.,2P DPC LUG TERM 40A 220VAC,7,0,"30.80000","0","1","Bulk","GDP","Active","Chassis Mount","220VAC","DPST-NO (2 Form A)","40A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","187 VAC","44 VAC"
https://www.gavazzionline.com/pdf/CGMC12AD.pdf,-,1864-1597-ND,CGMS-9A-220-10,Carlo Gavazzi Inc.,CONTACTOR AC COIL 1NO AUX,6,0,"30.80000","0","1","Bulk","CGMS","Active","Chassis Mount, DIN Rail","220VAC","3PST-NO (3 Form A)","9A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3100-15Q19999CL.jpg,PB3129-ND,3100-15Q19999CL,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 40A 24V,49,0,"31.36000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","24VAC","SPST-NO (DM) (1 Form X)","40A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","18 VAC","6 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3130-ND,3100-15T19999CL,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 40A 120V,48,0,"31.36000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","120VAC","SPST-NO (DM) (1 Form X)","40A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","88 VAC","20 VAC"
-,-,2066-22.32.0.120.1320-ND,22.32.0.120.1320,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 120V,20,0,"31.78000","0","1","Bulk","22","Active","DIN Rail","120VAC/DC","DPST-NO (2 Form A)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator","Screw Terminal","-20°C ~ 50°C","88 VAC/DC","12 VAC/DC"
-,-,2066-22.32.0.120.4320-ND,22.32.0.120.4320,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 120V,20,0,"31.78000","0","1","Bulk","22","Active","DIN Rail","120VAC/DC","DPST-NO (2 Form A)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator","Screw Terminal","-20°C ~ 50°C","88 VAC/DC","12 VAC/DC"
http://www.altechcorp.com/PDFS/Contactors_MC.pdf,//media.digikey.com/Photos/Altech-Corporation/MC-12B-AC120V.jpg,1920-2074-ND,MC-12B-AC120V,Altech Corporation,CONTACTOR 3P12A 1 NO/1 NC 120VAC,8,0,"32.92000","0","1","Bulk","MC","Active","Chassis Mount, DIN Rail","120VAC","3PST-NO (3 Form A)","12A","600VAC - Max","Auxiliary Contacts","Screw Terminal","-5°C ~ 40°C","-","-"
https://www.gavazzionline.com/pdf/CGMC12AD.pdf,-,1864-1594-ND,CGMS-12A-230-10,Carlo Gavazzi Inc.,CONTACTOR AC COIL 1NO AUX,9,0,"33.00000","0","1","Bulk","CGMS","Active","Chassis Mount, DIN Rail","230VAC","3PST-NO (3 Form A)","12A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-","-","-"
https://www.gavazzionline.com/pdf/CC9-CC22.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/CC-Series.jpg,1864-1295-ND,CC9SA120,Carlo Gavazzi Inc.,RELAY CONTACTOR 3POLE 9A 120V,38,0,"35.20000","0","1","Bulk","CC","Active","Chassis Mount, DIN Rail","120VAC","3PST-NO (3 Form A)","9A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-5°C ~ 60°C","102 VAC","36 VAC"
https://www.gavazzionline.com/pdf/CGMC12AD.pdf,-,1864-1595-ND,CGMS-12D-24S-10,Carlo Gavazzi Inc.,CONTACTOR DC COIL 1NO AUX,16,0,"35.20000","0","1","Bulk","CGMS","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","12A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-","-","-"
-,-,2066-22.32.0.120.4340-ND,22.32.0.120.4340,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 120V,20,0,"35.64000","0","1","Bulk","22","Active","DIN Rail","120VAC/DC","DPST-NO (2 Form A)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator, AUTO-ON-OFF Selector","Screw Terminal","-20°C ~ 50°C","88 VAC/DC","12 VAC/DC"
-,-,2066-22.32.0.120.4540-ND,22.32.0.120.4540,"Finder Relays, Inc.",RLY CONTACTOR 1NC+1NO 25A 120V,20,0,"35.64000","0","1","Bulk","22","Active","DIN Rail","120VAC/DC","DPST-NO/NC (1 Form A, 1 Form B)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator, AUTO-ON-OFF Selector","Screw Terminal","-20°C ~ 50°C","88 VAC/DC","12 VAC/DC"
-,-,2066-22.32.0.024.1340-ND,22.32.0.024.1340,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 24V,10,0,"35.64000","0","1","Bulk","22","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator, AUTO-ON-OFF Selector","Screw Terminal","-20°C ~ 50°C","19.2 VAC/DC","2.4 VAC/DC"
-,-,2066-22.32.0.024.4340-ND,22.32.0.024.4340,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 24V,10,0,"35.64000","0","1","Bulk","22","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator, AUTO-ON-OFF Selector","Screw Terminal","-20°C ~ 50°C","19.2 VAC/DC","2.4 VAC/DC"
-,-,2066-22.32.0.024.4440-ND,22.32.0.024.4440,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 24V,10,0,"35.64000","0","1","Bulk","22","Active","DIN Rail","24VAC/DC","DPST-NC (2 Form B)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator, AUTO-ON-OFF Selector","Screw Terminal","-20°C ~ 50°C","19.2 VAC/DC","2.4 VAC/DC"
-,-,2066-22.32.0.230.4340-ND,22.32.0.230.4340,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 230V,10,0,"35.64000","0","1","Bulk","22","Active","DIN Rail","230VAC/DC","DPST-NO (2 Form A)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator, AUTO-ON-OFF Selector","Screw Terminal","-20°C ~ 50°C","184 VAC/DC","23 VAC/DC"
-,-,2066-22.32.0.120.1340-ND,22.32.0.120.1340,"Finder Relays, Inc.",RLY CONTACTOR DPST 25A 120V,7,0,"35.64000","0","1","Bulk","22","Active","DIN Rail","120VAC/DC","DPST-NO (2 Form A)","25A","250VAC - Nom","Lighted Indicator, Mechanical Indicator, AUTO-ON-OFF Selector","Screw Terminal","-20°C ~ 50°C","88 VAC/DC","12 VAC/DC"
https://www.gavazzionline.com/pdf/CC9-CC22.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/CC9SD24.JPG,1864-1573-ND,CC9SD24,Carlo Gavazzi Inc.,3P CONT S 24V DC 1NO1NC,12,0,"37.40000","0","1","Bulk","CC","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","9A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-5°C ~ 60°C","16.8 VDC","2.4 VDC"
https://www.gavazzionline.com/pdf/CC9-CC22.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/CC-Series.jpg,1864-1289-ND,CC12SA120,Carlo Gavazzi Inc.,RELAY CONTACTOR 3POLE 12A 120V,60,0,"38.50000","0","1","Bulk","CC","Active","Chassis Mount, DIN Rail","120VAC","3PST-NO (3 Form A)","12A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-5°C ~ 60°C","102 VAC","36 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_GDP253L.jpg,1864-1834-ND,GDP253L24V,Carlo Gavazzi Inc.,3P DPC LUG TERM 25A 24VAC,12,0,"38.50000","0","1","Bulk","GDP","Active","Chassis Mount","24VAC","3PST-NO (3 Form A)","25A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","20.4 VAC","4.8 VAC"
https://www.gavazzionline.com/pdf/CC9-CC22.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/CC-Series.jpg,1864-1525-ND,CC12SA240,Carlo Gavazzi Inc.,3P CONT S 240V 50/60HZ 1NO1NC,10,0,"38.50000","0","1","Bulk","CC","Active","Chassis Mount, DIN Rail","240VAC","3PST-NO (3 Form A)","12A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-5°C ~ 60°C","204 VAC","72 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_GDP253L.jpg,1864-1832-ND,GDP253L120V,Carlo Gavazzi Inc.,3P DPC LUG TERM 25A 120VAC,10,0,"38.50000","0","1","Bulk","GDP","Active","Chassis Mount","120VAC","3PST-NO (3 Form A)","25A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","102 VAC","24 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_GDP253L.jpg,1864-1833-ND,GDP253L220V,Carlo Gavazzi Inc.,3P DPC LUG TERM 25A 220VAC,10,0,"38.50000","0","1","Bulk","GDP","Active","Chassis Mount","220VAC","3PST-NO (3 Form A)","25A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","187 VAC","44 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP323L220V.jpg,1864-1840-ND,GDP323L120V,Carlo Gavazzi Inc.,3P DPC LUG TERM 32A 120VAC,16,0,"39.60000","0","1","Bulk","GDP","Active","Chassis Mount","120VAC","3PST-NO (3 Form A)","32A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","102 VAC","24 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP323L220V.jpg,1864-1841-ND,GDP323L220V,Carlo Gavazzi Inc.,3P DPC LUG TERM 32A 220VAC,11,0,"39.60000","0","1","Bulk","GDP","Active","Chassis Mount","220VAC","3PST-NO (3 Form A)","32A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","187 VAC","44 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP323L220V.jpg,1864-1842-ND,GDP323L24V,Carlo Gavazzi Inc.,3P DPC LUG TERM 32A 24VAC,9,0,"39.60000","0","1","Bulk","GDP","Active","Chassis Mount","24VAC","3PST-NO (3 Form A)","32A","277VAC - Nom","-","Box Lug, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","20.4 VAC","4.8 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3177-ND,3100-20U5999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 26A 240V,49,0,"40.52000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","240VAC","DPST-NO (DM) (2 Form X)","26A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","177 VAC","40 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3176-ND,3100-20T5999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 26A 120V,45,0,"40.52000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","120VAC","DPST-NO (DM) (2 Form X)","26A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","88 VAC","20 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3175-ND,3100-20Q5999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 26A 24V,45,0,"40.52000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","24VAC","DPST-NO (DM) (2 Form X)","26A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","18 VAC","6 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/8-1611007-5.JPG,PB3309-ND,3100-20V6999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 30A 277V,49,0,"42.58000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","277VAC","DPST-NO (DM) (2 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","221 VAC","50 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/3-1611005-0.JPG,PB1899-ND,3100-20U6999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 30A 240V,37,0,"42.58000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","240VAC","DPST-NO (DM) (2 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","177 VAC","40 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/8-1611007-5.JPG,PB3192-ND,3100Y20U6999,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 30A 240V,50,0,"43.04000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","240VAC","DPST-NO (DM) (2 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","177 VAC","40 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3184-ND,3100-20U5999C,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 26A 240V,49,0,"43.50000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","240VAC","DPST-NO (DM) (2 Form X)","26A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","177 VAC","40 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3183-ND,3100-20T5999C,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 26A 120V,46,0,"43.50000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","120VAC","DPST-NO (DM) (2 Form X)","26A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","88 VAC","20 VAC"
https://www.gavazzionline.com/pdf/CC9-CC22.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/CC12SD24.JPG,1864-1526-ND,CC12SD24,Carlo Gavazzi Inc.,3P CONT S 24V DC 1NO1NC,10,0,"44.00000","0","1","Bulk","CC","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","12A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-5°C ~ 60°C","16.8 VDC","2.4 VDC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP403S220V.jpg,1864-1854-ND,GDP403S220V,Carlo Gavazzi Inc.,3P DPC SCREW TERM 40A 220VAC,8,0,"45.10000","0","1","Bulk","GDP","Active","Chassis Mount","220VAC","3PST-NO (3 Form A)","40A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","187 VAC","44 VAC"
https://www.gavazzionline.com/pdf/DP_contactors14eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/GDP403S220V.jpg,1864-1855-ND,GDP403S24V,Carlo Gavazzi Inc.,3P DPC SCREW TERM 40A 24VAC,8,0,"45.10000","0","1","Bulk","GDP","Active","Chassis Mount","24VAC","3PST-NO (3 Form A)","40A","277VAC - Nom","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-5°C ~ 40°C","20.4 VAC","4.8 VAC"
