Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Features","Termination Style","Operating Temperature","Must Operate Voltage","Must Release Voltage"
"//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/CC,CDC_Series_Tech_Info.pdf",//media.digikey.com/photos/American%20Elect%20Photos/MFG_CC18.jpg,288-1520-ND,CDC18-24,American Electrical Inc.,RELAY CONTACTOR 3PST 32A 24V,781,0,"42.40000","0","1","Bulk","CDC","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","32A","-","-","Screw Terminal","-","-","-"
-,-,PB2217-ND,3100-30U9999CY,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR 3PST 30A 240V,160,0,"69.90000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","240VAC","3PST-NO (DM) (3 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","177 VAC","40 VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/4-1618388-6.jpg,A101172-ND,LEV200A5NAA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 24V,868,0,"72.60000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","24VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","19 VDC","5 VDC"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/J7KNA-AR_Series.pdf,//media.digikey.com/Photos/Omron%20Auto/J7KNA-AR%20SERIES.JPG,Z4065-ND,J7KNA-AR-31 24VS,Omron Automation and Safety,RELAY CONTACTOR 4PST 10A 24V,394,401,"83.60000","0","1","Bulk","J7KNA-AR","Active","Chassis Mount, DIN Rail","24VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","10A","600VAC - Max","Diode","Screw Terminal","-40°C ~ 60°C","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6-1773450-9_LEV100&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LEV100A4ANG.jpg,A101163-ND,LEV100A4ANG,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 100A 12V,158,0,"102.31000","0","1","Bulk","LEV100, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","100A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","8 VDC","1.2 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LEV200A4NAA.jpg,A101170-ND,LEV200A4NAA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,35,0,"101.12000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","9 VDC","2 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23720-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_EVC%20250.jpg,PB1985-ND,V23720A0001A001,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 250A 12V,76,0,"110.13000","0","1","Bulk","EVC 250","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","250A","450VDC - Nom","-","Screw Terminal","-40°C ~ 85°C","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/7-1618387-1.jpg,A101166-ND,LEV200A5ANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 24V,156,0,"115.52000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","24VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","19 VDC","5 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/5-1618387-7.jpg,A101173-ND,LEV200A5NAF,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 24V,58,0,"128.72000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","24VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","19 VDC","5 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_P30P40&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/P30P42D12P1-24,%20P40P42D12P1-24.jpg",PB518-ND,P40P42D12P1-24,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR 3PST 40A 24V,109,0,"133.49000","0","1","Bulk","P40","Active","Chassis Mount","24VDC","3PST-NO (DM) (3 Form X)","40A","600VAC - Max","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-55°C ~ 65°C","18 VDC","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=EV200_R_TBD_KILOVAC_EV200_Ser_Contactors&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EV200AAANA.jpg,A101160-ND,EV200AAANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,889,0,"134.06000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Economizer, Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","6 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6-1773450-9_LEV100&DocType=DS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/4-1618391-0.jpg,A124203-ND,LEV100A6ANH,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 100A 48V,92,0,"133.74000","0","1","Bulk","LEV100, KILOVAC","Active","Chassis Mount","48VDC","SPST-NO (DM) (1 Form X)","100A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","33 VDC","4.8 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=EV200_R_TBD_KILOVAC_EV200_Ser_Contactors&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EV200HAANA.jpg,A101162-ND,EV200HAANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,589,0,"140.61000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Economizer, Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","6 VDC"
-,//media.digikey.com/Photos/TE%20Connectivity/LEV100A4ANG.jpg,A124442-ND,LEV100H5CNG,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 100A 24V,57,0,"139.81000","0","1","Bulk","LEV100, KILOVAC","Active","Chassis Mount","24VDC","SPST-NO (DM) (1 Form X)","100A","1000VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 80°C","18 VDC","2.4 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=EV200_R_TBD_KILOVAC_EV200_Ser_Contactors&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1618002-1.jpg,A105504-ND,EV200ADANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 48V,51,0,"165.06000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","48VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","32 VDC","18 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=EV200_R_TBD_KILOVAC_EV200_Ser_Contactors&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EV200HDANA.jpg,A121833-ND,EV200HDANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 48V,28,0,"271.34000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","48VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","32 VDC","18 VDC"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Aerospace/KHR500_ds.pdf,//media.digikey.com/Photos/TE%20Connectivity/KHR500KSANL.jpg,A122009-ND,KHR500KSANL,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 600A 24/28V,115,0,"567.52000","0","1","Bulk","KHR500, KILOVAC","Active","Chassis Mount","24VDC","SPST-NO (DM) (1 Form X)","600A","1000VDC - Max","Sealed - Hermetically","Screw Terminal, Wire Leads","-40°C ~ 125°C","13 VDC","8 VDC"
https://www.tdk-electronics.tdk.com/inf/100/ds/HVC500B_24.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_B88269X1000C101.jpg,495-76656-ND,B88269X1180C011,EPCOS (TDK),RELAY CONTACTR SPST 500A 24V HVC,42,0,"127.50000","0","1","Bulk","HVC500B","Active","Chassis Mount","24VDC","SPST-NO (1 Form A)","500A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","18 VDC","2 VDC"
https://en.tdk.eu/inf/100/ds/HVC200A_12.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_B88269X1000C101.jpg,495-75626-ND,B88269X1000C011,EPCOS (TDK),RELAY CONTACTR SPST 200A 12V HVC,38,0,"127.50000","0","1","Tray","HVC200A","Active","Chassis Mount","12VDC","SPST-NO (1 Form A)","200A","450VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","1 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_P30P40&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/7-1393132-4.JPG,PB1338-ND,P40P42D12P1-12,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR 3PST 40A 12V,98,0,"133.49000","0","1","Bulk","P40","Active","Chassis Mount","12VDC","3PST-NO (DM) (3 Form X)","40A","600VAC - Max","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-55°C ~ 65°C","9 VDC","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/7-1618401-3.jpg,A104327-ND,LEV200A4NAF01,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,52,0,"159.92000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","9 VDC","2 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_P30P40&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/8-1393132-6.JPG,PB1339-ND,P40P47D14P1-24,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR 4PST 40A 24V,33,0,"203.73000","0","1","Bulk","P40","Active","Chassis Mount","24VDC","4PST-NO (DM) (4 Form X)","40A","600VAC - Max","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-55°C ~ 65°C","18 VDC","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23720-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_EVC%20250.jpg,PB1986-ND,V23720A0002A001,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR SPST 250A 12V,49,0,"130.85000","0","1","Bulk","EVC 250","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","250A","450VDC - Nom","-","Screw Terminal","-40°C ~ 85°C","7 VDC","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_P30P40&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1423254-6.JPG,PB1334-ND,P40C42A12C1-120,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR 3PST 40A 120V,37,0,"177.34000","0","1","Bulk","P40","Active","Chassis Mount","120VAC","3PST-NO (DM) (3 Form X)","40A","600VAC - Max","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-55°C ~ 65°C","102 VAC","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,-,PB3214-ND,3100-20T6999CL,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 30A 120V,144,0,"47.58000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","120VAC","DPST-NO (DM) (2 Form X)","30A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","88 VAC","20 VAC"
-,//media.digikey.com/Photos/Omron%20Auto/J7KNG-32-24D.jpg,Z8161-ND,J7KNG-32 24D,Omron Automation and Safety,RELAY CONTACTOR 3PST 32A 24V,91,0,"239.36000","0","1","Bulk","J7KN","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","32A","400VAC - Max","-","Screw Terminal","-40°C ~ 60°C","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6-1773450-9_LEV100&DocType=DS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/4-1618391-0.jpg,A101167-ND,LEV100A4ANH,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 100A 12V,17,0,"127.08000","0","1","Bulk","LEV100, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","100A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","8 VDC","1.2 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_EV100&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1618398-0.jpg,A122253-ND,EV100AAANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 100A 36V,3,0,"208.50000","0","1","Bulk","EV100, KILOVAC","Active","Chassis Mount","36VDC","SPST-NO (DM) (1 Form X)","100A","600VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","9 VDC","8 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_EV200B&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EV200BAANA.jpg,A124204-ND,EV200BAANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST-NC 500A 12V,10,0,"345.96000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NC (DB) (1 Form Y)","500A","900VDC - Max","Economizer, Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9.6 VDC","4 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_EV200A&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EV200HAANA.jpg,A124200-ND,EV200GAANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,9,0,"329.93000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Auxiliary Contacts, Economizer, Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","6 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KCS03X_SERIES&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_KCS03.jpg,A124440-ND,KCS03X024EAAA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 600A 24V,2,0,"363.43000","0","1","Bulk","KCS03X, KILOVAC","Active","Chassis Mount","24VDC","SPST-NO (DM) (1 Form X)","600A","600VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 105°C","16 VDC","10 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_96-3100&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3100-20Q18999CL.JPG,PB1879-ND,3100-20Q18999CL,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR DPST 40A 24V,59,0,"38.79000","0","1","Bulk","3100, Products Unlimited","Active","Chassis Mount","24VAC","DPST-NO (DM) (2 Form X)","40A","600VAC - Max","Insulation - Class B","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 65°C","18 VAC","6 VAC"
"//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/CC,CDC_Series_Tech_Info.pdf",//media.digikey.com/photos/American%20Elect%20Photos/MFG_CC18.jpg,288-1519-ND,CDC18-12,American Electrical Inc.,RELAY CONTACTOR 3PST 32A 12V,42,0,"42.40000","0","1","Bulk","CDC","Active","Chassis Mount, DIN Rail","12VDC","3PST-NO (3 Form A)","32A","-","-","Screw Terminal","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/CDC22-24_Web.pdf,//media.digikey.com/photos/American%20Elect%20Photos/MFG_CC22.jpg,288-1522-ND,CDC22-24,American Electrical Inc.,RELAY CONTACTOR 3PST 40A 24V,22,0,"50.35000","0","1","Bulk","CDC","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","40A","-","-","Screw Terminal","-","-","-"
//media.digikey.com/PDF/Data%20Sheets/Omron%20PDFs/J7KNA_Series.pdf,//media.digikey.com/photos/Omron%20Auto/J7KNA-09-01-24D.jpg,Z5401-ND,J7KNA-09-01 24D,Omron Automation and Safety,RELAY CONTACTOR 3PST 9A 24V,9,0,"65.21000","0","1","Bulk","J7KNA","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","9A","400VAC - Max","-","Screw Terminal","-40°C ~ 60°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/CDC40-24_Web.pdf,//media.digikey.com/photos/American%20Elect%20Photos/MFG_CC40.jpg,288-1524-ND,CDC40-24,American Electrical Inc.,RELAY CONTACTOR 3PST 60A 24V,87,0,"81.70000","0","1","Bulk","CDC","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","60A","-","-","Screw Terminal","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/J7KNA-AR_Series.pdf,//media.digikey.com/Photos/Omron%20Auto/J7KNA-AR%20SERIES.JPG,Z4063-ND,J7KNA-AR-22 24VS,Omron Automation and Safety,RELAY CONTACTOR 4PST 10A 24V,32,29,"83.60000","0","1","Bulk","J7KNA-AR","Active","Chassis Mount, DIN Rail","24VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","10A","600VAC - Max","Diode","Screw Terminal","-40°C ~ 60°C","-","-"
https://www.gavazzionline.com/pdf/CC9-CC22.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/CCxxSA120.JPG,1864-1293-ND,CC40SA120,Carlo Gavazzi Inc.,RELAY CONTACTOR 3POLE 40A 120V,49,0,"89.87000","0","1","Bulk","CC","Active","Chassis Mount, DIN Rail","120VAC","3PST-NO (3 Form A)","40A","690VAC - Max","Auxiliary Contacts","Screw Terminal","-5°C ~ 60°C","102 VAC","36 VAC"
http://www.ia.omron.com/data_pdf/cat/g7z_j160-e1_3_2_csm1001495.pdf,//media.digikey.com/Photos/Omron%20Auto/G7Z-4A-DC24.jpg,Z7611-ND,G7Z-4A DC24,Omron Automation and Safety,RELAY GEN PURP SPST X 4 40A 24V,8,0,"89.97000","0","1","Bulk","G7Z","Active","Chassis Mount","24VDC","SPST-NO (1 Form A) x 4","40A","480VAC - Max","-","Screw Terminal","-25°C ~ 60°C","18 VDC","2.4 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_P25&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/P25P42D22P1-24.jpg,PB516-ND,P25P42D22P1-24,TE Connectivity Potter & Brumfield Relays,RELAY CONTACTOR 3PST 25A 24V,15,0,"93.90000","0","1","Bulk","P25","Active","Chassis Mount","24VDC","3PST-NO (DM) (3 Form X)","25A","600VAC - Max","-","Screw Terminal, Quick Connect - 0.250"" (6.3mm)","-55°C ~ 55°C","18 VDC","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/CDC65-24_Web.pdf,//media.digikey.com/photos/American%20Elect%20Photos/MFG_CC65.jpg,288-1528-ND,CDC65-24,American Electrical Inc.,RELAY CONTACTOR 3PST 100A 24V,11,0,"126.00000","0","1","Bulk","CDC","Active","Chassis Mount, DIN Rail","24VDC","3PST-NO (3 Form A)","100A","-","-","Screw Terminal","-","-","-"
https://www.tdk-electronics.tdk.com/inf/100/ds/HVC300A_12.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_B88269X1000C101.jpg,495-76657-ND,B88269X1090C011,EPCOS (TDK),RELAY CONTACTR SPST 300A 12V HVC,11,0,"127.50000","0","1","Bulk","HVC300A","Active","Chassis Mount","12VDC","SPST-NO (1 Form A)","300A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","1 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LEV200A4ANA.jpg,A101165-ND,LEV200A4ANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,14,0,"128.72000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","2 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1618388-8.JPG,A122275-ND,5-1618388-8,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 48V,22,0,"129.89000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","48VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","38 VDC","7 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23720-X0000-A002&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_V23720A0101B001.jpg,PB2564-ND,V23720A0101B001,TE Connectivity Potter & Brumfield Relays,2-1904136-5,14,0,"133.11000","0","1","Bulk","EVC 250-800","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","250A","800VDC - Nom","-","Screw Terminal","-40°C ~ 85°C","5.3 VDC","2 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6-1773450-9_LEV100&DocType=DS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/4-1618391-0.jpg,A122274-ND,4-1618391-1,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 100A 24V,18,0,"133.74000","0","1","Bulk","LEV100, KILOVAC","Active","Chassis Mount","24VDC","SPST-NO (DM) (1 Form X)","100A","900VDC - Max","Sealed - Hermetically","Stud","-40°C ~ 85°C","16 VDC","2.4 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=EV200_R_TBD_KILOVAC_EV200_Ser_Contactors&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EV200A1ANA.jpg,A101161-ND,EV200A1ANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,8,0,"147.61000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Requires External Economizer, Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","6 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6-1618390-8.JPG,A101168-ND,LEV200H4ANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 12V,3,0,"187.38000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","9 VDC","2 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec7_LEV200&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/9-1618384-6.jpg,A104341-ND,LEV200AOANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 115V,5,0,"190.93000","0","1","Bulk","LEV200, KILOVAC","Active","Chassis Mount","115VAC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KCS03X_SERIES&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_KCS03.jpg,A126181-ND,KCS03X012EAAA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 600A 12V,17,0,"363.43000","0","1","Bulk","KCS03X, KILOVAC","Active","Chassis Mount","12VDC","SPST-NO (DM) (1 Form X)","600A","600VDC - Max","Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 105°C","9 VDC","5 VDC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=EV200_R_TBD_KILOVAC_EV200_Ser_Contactors&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/EV200HAANA.jpg,A124202-ND,EV200HRANA,"TE Connectivity Aerospace, Defense and Marine",RELAY CONTACTOR SPST 500A 28V,8,0,"391.90000","0","1","Bulk","EV200, KILOVAC","Active","Chassis Mount","28VDC","SPST-NO (DM) (1 Form X)","500A","900VDC - Max","Economizer, Sealed - Hermetically","Stud, Wire Leads","-40°C ~ 85°C","-","-"
