Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Positions","Mounting Type","Termination Style","For Use With/Related Products"
http://us.idec.com/Common/Download.aspx?d=43014,//media.digikey.com/Photos/IDEC/MFG_SR3P-06.jpg,1885-1541-ND,SR3P-06,IDEC,RELAY SOCKET 11 POS DIN RAIL,166,0,"9.62000","0","1","SR","Active","Socket","11","DIN Rail","Screw Terminal","RR Series"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2900960,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2900960.jpg,277-17656-ND,2900960,Phoenix Contact,RELAY SOCKET 11 POS DIN RAIL,108,0,"9.63000","0","1","RIF","Active","Socket","11","DIN Rail","Screw Terminal","Relays, 11 Pin Square Base"
-,//media.digikey.com/Photos/Amphenol%20Photos/RSF116401.jpg,APC1946-ND,RSF116401,Amphenol PCD,FRONT RELEASE WC,100,0,"93.82000","0","1","-","Active","-","14","Chassis Mount","-","-"
-,//media.digikey.com/Photos/Amphenol%20Photos/RSL112206.jpg,APC1970-ND,RSL112206,Amphenol PCD,MCDONNEL DOUGLAS,50,0,"100.28000","0","1","*","Active","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/RSN1161x0,RSN112010.pdf",//media.digikey.com/Photos/Amphenol%20Photos/RSN112010.JPG,APC1990-ND,RSN112010,Amphenol PCD,2/4 POLE/10 AMP 3 POLE/25 AMP,50,0,"106.42000","0","1","*","Active","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=927537&DocType=Customer+Drawing&DocLang=English,-,927076-1-ND,927076-1,TE Connectivity AMP Connectors,5P POS-LOCK BU GEH,1804,0,"0.47000","0","1","-","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","-"
-,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AHKA21.jpg,255-2632-ND,AHKA21,Panasonic Electric Works,RELAY SOCKET 8 POSITION DIN RAIL,182,0,"4.83000","0","1","AHK","Obsolete","Socket","8","DIN Rail","Screw Terminal","AHK Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G6DS.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/P6DS-04P.JPG,Z3292-ND,P6DS-04P,Omron Electronics Inc-EMC Div,RELAY SOCKET 4 POS THROUGH HOLE,1024,0,"5.33000","0","1","G6DS","Obsolete","Socket","4","Through Hole","PC Pin","G6DS Series"
https://www3.panasonic.biz/ac/e_download/option/option/terminal-socket/catalog/mech_eng_hj_op.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/HJ4-SFD-S.jpg,255-1839-ND,HJ4-SFD-S,Panasonic Electric Works,RELAY SOCKET 14 POS DIN RAIL,218,0,"5.66000","0","1","HJ","Obsolete","Socket","14","DIN Rail","Screw Terminal","HJ4 Relays"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/HC_Series_Accessories.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/HC2-SFD-S.JPG,255-1943-ND,HC2-SFD-S,Panasonic Electric Works,RELAY SOCKET 8 POSITION DIN RAIL,145,0,"6.15000","0","1","HC","Obsolete","Socket","8","DIN Rail","Screw Terminal","HC2 Relays"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2833518.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2833518.JPG,277-4868-ND,2833518,Phoenix Contact,RELAY SOCKET DIN RAIL,128,0,"12.06000","0","1","PR1","Obsolete","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2967219.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2967219.jpg,277-7309-ND,2967219,Phoenix Contact,RELAY SOCKET DIN RAIL,104,0,"18.99000","0","1","PLC-BSP","Obsolete","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
-,-,APM12883/45-01-ND,M12883/45-01,Amphenol PCD,CONN BACKSHELL,116,116,"47.76000","0","1","Military, MIL-PRF-12883","Active","Socket","8","Panel Mount","-","M83536 Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23333-Z0001-A007&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1904045-1.JPG,PB1316-ND,1-1904045-1,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5 POS WIRING HARNESS,632,0,"0.83000","0","1","-","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","ISO Relays"
-,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E937.jpg,PB814-ND,27E937,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS THROUGH HOLE,779,0,"1.85000","0","1","-","Active","Socket","8","Through Hole","PC Pin","RKA/RKS Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VCF7-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/VCF7-1000.jpg,PB716-ND,VCF7-1000,TE Connectivity Potter & Brumfield Relays,RELAY HSG 4POS WIRING HARNESS,643,0,"2.20000","0","1","VF7","Active","Housing","4","Wiring Harness","Quick Connect Terminals (Not Provided)","VF7 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KH_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E023.jpg,PB523-ND,27E023,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS THROUGH HOLE,539,0,"2.45000","0","1","-","Active","Socket","14","Through Hole","PC Pin","PT, PTH and KHA Series"
http://us.idec.com/Common/Download.aspx?d=425,//media.digikey.com/Photos/IDEC/MFG_SJ1S-05BW.jpg,1885-1429-ND,SJ1S-05BW,IDEC,RELAY SOCKET 5 POSITION DIN RAIL,92,0,"4.51000","0","1","SJ","Active","Socket","5","DIN Rail","Screw Terminal","RJ Series"
http://us.idec.com/Common/Download.aspx?d=425,//media.digikey.com/Photos/IDEC/SJ2S-05BW.jpg,1885-1203-ND,SJ2S-05BW,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,73,0,"7.34000","0","1","SJ","Active","Socket","8","DIN Rail","Screw Terminal","RJ Series"
http://media.crouzet.com/datasheets/english/timers-panel-mount-48-x-48-digital-lcd-timer-814-Part%20number-88857003.pdf,//media.digikey.com/Photos/Crouzet%20Photos/25622130.JPG,966-1107-ND,25622130,Crouzet,RELAY SOCKET 8 POSITION DIN RAIL,81,0,"7.46000","0","1","-","Active","Socket","8","DIN Rail","Screw Terminal","Multiple Series"
-,//media.digikey.com/Photos/Honeywell%20Micro%20&%20Precision%20Sensors/SZX-SLF-08N.JPG,480-5215-ND,SZX-SLF-08N,Honeywell Sensing and Productivity Solutions,RELAY SOCKET 8 POSITION DIN RAIL,77,0,"7.51000","0","1","SZR-LY","Active","Socket","8","DIN Rail","Screw Terminal","SZR-LY Series"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/Compact%20Size%20Timer.pdf,//media.digikey.com/Photos/Panasonic%20Photos/AT78041.jpg,1110-3231-ND,AT78041,Panasonic Industrial Automation Sales,RELAY SOCKET 8 POS FREE HANGING,53,0,"8.00000","0","1","-","Active","Socket","8","Free Hanging","Screw Terminal","Multiple Series"
https://www.littelfuse.com/~/media/protection-relays/datasheets/accessories/littelfuse_protectionrelays_accessories_coversandmountingadapters_sockets.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/NDS-8.JPG,F10604-ND,NDS-8,Littelfuse Inc.,RELAY SOCKET 8 POSITION DIN RAIL,83,0,"8.74000","0","1","NDS","Active","Socket","8","DIN Rail","Screw Terminal","Multiple Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/MK%20General%20Purpose%20Relay.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PF113A-E.jpg,Z806-ND,PF113A-E,Omron Automation and Safety,RELAY SOCKET 11 POS DIN RAIL,97,576,"10.81000","0","1","MK","Active","Socket","11","DIN Rail","Screw Terminal","MK Series, 3PDT"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/photos/IDEC/MFG_SH4B-05.jpg,1885-1114-ND,SH4B-05,IDEC,RELAY SOCKET 14 POS DIN RAIL,68,0,"11.28000","0","1","SH","Active","Socket","14","DIN Rail","Screw Terminal","RH Series"
https://industrial.omron.us/en/media/LY_Electromechanical_Relay_Datasheet_tcm849-96656.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PTF11A%20.jpg,Z2606-ND,PTF11A,Omron Automation and Safety,RELAY SOCKET 11 POS DIN RAIL,29,310,"13.43000","0","1","LY","Active","Socket","11","DIN Rail","Screw Terminal","LY Series, 3PDT"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_sp.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SP4-SF.JPG,255-3460-ND,SP4-SF,Panasonic Electric Works,RELAY SOCKET 16 POS CHASSIS MT,79,0,"18.63000","0","1","SP","Active","Socket","16","Chassis Mount","Screw Terminal","SP4 Relays"
https://assets.omron.com/m/541b101861257edf/original/H3CR-A-F-G-H-Datasheet.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2CF-11.jpg,Z884-ND,P2CF-11,Omron Automation and Safety,RELAY SOCKET 11 POS DIN RAIL,91,991,"19.55000","0","1","-","Active","Socket","11","DIN Rail","Screw Terminal","Multiple Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/H2C_Series.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P3G-08.jpg,Z883-ND,P3G-08,Omron Automation and Safety,RELAY SOCKET 8 POS FREE HANGING,33,157,"24.56000","0","1","-","Active","Socket","8","Free Hanging","Screw Terminal","Multiple Series"
http://www.crydom.com/en/products/catalog/d_rs_cn.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRSCN05.jpg,CC2084-ND,DRSCN05,Sensata-Crydom,RELAY SOCKET 4 POSITION DIN RAIL,18,0,"25.32000","0","1","DRSCN","Active","Socket","4","DIN Rail","Screw Terminal","CN Series"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967015,//media.digikey.com/Photos/Phoenix%20Photos/2967015.jpg,277-4848-ND,2967015,Phoenix Contact,RELAY SOCKET DIN RAIL,56,350,"27.82000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/H2C_Series.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P3GA-11.jpg,Z2250-ND,P3GA-11,Omron Automation and Safety,RELAY SOCKET 11 POS FREE HANGING,35,0,"28.09000","0","1","-","Active","Socket","11","Free Hanging","Screw Terminal","Multiple Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RMacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/RM78705.jpg,PB930-ND,RM78705,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS CHASSIS MT,88,0,"32.50000","0","1","RM, SCHRACK","Active","Socket","11","Chassis Mount","Screw Terminal","RM, SCHRACK"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E462.jpg,PB641-ND,27E462,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 22 POS CHASSIS MT,49,0,"39.34000","0","1","R10","Active","Socket","22","Chassis Mount","Screw Terminal","R10 Series"
http://www.ia.omron.com/data_pdf/cat/g7sa_j120-e1_12_4_csm1269.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/P7SA-14F-ND-DC24.JPG,Z3325-ND,P7SA-14F-ND DC24,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,50,2791,"44.35000","0","1","G7SA","Active","Socket","14","DIN Rail","Screw Terminal","G7SA Series"
http://www.ia.omron.com/data_pdf/cat/g7s-_-e_ds_e_7_2_csm1272.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/P7S-14F-END%20DC24.JPG,Z3320-ND,P7S-14F-END DC24,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,18,1246,"55.68000","0","1","G7S","Active","Socket","14","DIN Rail","Screw Terminal","G7S Series"
http://www.crydom.com/en/products/catalog/d_rs.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRS4.jpg,CC2496-ND,DRS4,Sensata-Crydom,RELAY SOCKET 16 POS DIN RAIL,15,0,"85.05000","0","1","DRS4","Active","Socket","16 (4 per Relay)","DIN Rail","Screw Terminal","CX and CMX Series"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20P%20B%20PDFs/RY%20II%20Accessories%20Miniature%20PCB%20Relay.pdf,//media.digikey.com/Photos/TE%20Connectivity/7-1393161-3.jpg,PB1711-ND,RY78600,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POS THROUGH HOLE,868,0,"1.88000","0","1","RY, SCHRACK","Active","Socket","5","Through Hole","PC Pin","RY Series, SCHRACK"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KH_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E220.jpg,PB807-ND,27E220,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS THROUGH HOLE,360,0,"2.06000","0","1","-","Active","Socket","8","Through Hole","PC Pin","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E128.jpg,PB134-ND,27E128,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS THROUGH HOLE,253,0,"2.11000","0","1","R10","Active","Socket","10","Through Hole","PC Pin","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E125.jpg,PB132-ND,27E125,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS PANEL MOUNT,884,0,"2.23000","0","1","R10","Active","Socket","10","Panel Mount","Solder Lug","R10 Series"
http://www.ia.omron.com/data_pdf/cat/my_ds_e_7_3_csm59.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PY08-02.JPG,Z2893-ND,PY08-02,Omron Automation and Safety,RELAY SOCKET 8 POS THROUGH HOLE,476,9354,"2.42000","0","1","MY","Active","Socket","8","Through Hole","PC Pin","MY2 Relays"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/NC_Relays.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/NC2-JPS.jpg,255-1836-ND,NC2-JPS,Panasonic Electric Works,RELAY SOCKET 8 POS THROUGH HOLE,125,0,"2.50000","0","1","NC","Active","Socket","8","Through Hole","PC Pin","NC2D-JP Relays"
https://industrial.omron.us/en/media/GP_Relay_MJN_datasheet_EN_201609_J34IE03_tcm849-112841.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PTFPCB.jpg,Z254-ND,PTFPCB,Omron Automation and Safety,RELAY SOCKET 11 POS CHASSIS MT,154,1047,"2.55000","0","1","MJN","Active","Socket","11","Chassis Mount","PC Pin","MJN Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E129.jpg,PB135-ND,27E129,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS THROUGH HOLE,395,0,"2.81000","0","1","R10","Active","Socket","16","Through Hole","PC Pin","R10 Series"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/NC_Relays.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/NC4-PS.jpg,255-1996-ND,NC4-PS,Panasonic Electric Works,RELAY SOCKET 14 POS THROUGH HOLE,66,0,"3.17000","0","1","NC","Active","Socket","14","Through Hole","PC Pin","NC4D Relays"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2R-08A.jpg,Z2284-ND,P2R-08A,Omron Automation and Safety,RELAY SOCKET 8 POS PANEL MOUNT,54,1379,"3.25000","0","1","G2RS","Active","Socket","8","Panel Mount","Solder Lug","G2R-2-S Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=K10_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E488.jpg,PB331-ND,27E488,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS PANEL MOUNT,51,0,"3.36000","0","1","K10","Active","Socket","8","Panel Mount","Solder Lug","K10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E194.jpg,PB804-ND,27E194,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS THROUGH HOLE,83,0,"4.44000","0","1","R10","Active","Socket","16","Through Hole","PC Pin","R10 Series"
https://industrial.omron.us/en/media/LY_Electromechanical_Relay_Datasheet_tcm849-96656.pdf,//media.digikey.com/Photos/Omron%20Auto/PT14-0.JPG,Z5912-ND,PT14-0,Omron Automation and Safety,RELAY SOCKET 14 POS THROUGH HOLE,91,1917,"4.70000","0","1","LY","Active","Socket","14","Through Hole","PC Pin","LY Series, 4PDT"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KU_Accessories&DocType=DS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/27E419.jpg,27E419-ND,27E419,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS THROUGH HOLE,41,0,"7.56000","0","1","KU","Active","Socket","14","Through Hole","PC Pin","KU Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2RF-05-S.jpg,Z2058-ND,P2RF-05-S,Omron Automation and Safety,RELAY SOCKET 5 POSITION DIN RAIL,60,323,"7.59000","0","1","G2RS","Active","Socket","5","DIN Rail","Spring Terminal","G2R-1-S Relays"
http://relays.tycoelectronics.com/schrack/pdf/ACC_rohs.pdf,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/MT78750.jpg,PB872-ND,1415035-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS DIN RAIL,79,0,"8.01000","0","1","MT, SCHRACK","Active","Socket","11","DIN Rail","Screw Terminal","MT, SCHRACK"
http://www.ia.omron.com/data_pdf/cat/my_ds_e_7_3_csm59.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF-08A.JPG,Z2948-ND,PYF-08A,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,34,425,"10.34000","0","1","MY","Active","Socket","8","DIN Rail","Screw Terminal","MY2 Relays"
http://www.ia.omron.com/data_pdf/cat/pyf__s_p2rf-__-s_ds_e_2_5_csm665.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF08S.jpg,Z2062-ND,PYF08S,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,53,395,"10.92000","0","1","MY","Active","Socket","8","DIN Rail","Spring Terminal","MY2 Relays"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2RF-08-S.jpg,Z2059-ND,P2RF-08-S,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,78,1545,"11.85000","0","1","G2RS","Active","Socket","8","DIN Rail","Spring Terminal","G2R-2-S Relays"
https://industrial.omron.us/en/media/GP_Relay_MJN_datasheet_EN_201609_J34IE03_tcm849-112841.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PTF21PC.jpg,Z253-ND,PTF21PC,Omron Automation and Safety,RELAY SOCKET 11 POS CHASSIS MT,49,175,"13.43000","0","1","MJN","Active","Socket","11","Chassis Mount","Screw Terminal","MJN Series"
http://downloads.omron.eu/IAB/Products/Control%20Components/Timers/Analogue%20Solid%20State%20Timers/H3Y/L097/L097-E1-01.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/PYF14A.jpg,Z3226-ND,PYF14A,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,26,0,"15.27000","0","1","MY","Active","Socket","14","DIN Rail","Screw Terminal","MY4/MY2K Relays"
http://www.ia.omron.com/data_pdf/cat/mk-s_ds_e_6_3_csm1382.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/PF113A.JPG,Z5337-ND,PF113A,Omron Automation and Safety,RELAY SOCKET 11 POS DIN RAIL,31,245,"15.71000","0","1","MK","Active","Socket","11","DIN Rail","Screw Terminal","MK Series, 3PDT"
http://www.omron.com.au/data_pdf/cat/pyf__s_p2rf-__-s_ds_e_2_5_csm665.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF14S.jpg,Z2063-ND,PYF14S,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,27,261,"17.39000","0","1","MY","Active","Socket","14","DIN Rail","Spring Terminal","MY4/MY2K Relays"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/PYF14T.JPG,Z5344-ND,PYF14T,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,28,0,"17.63000","0","1","MY","Active","Socket","14","DIN Rail","Screw Terminal","MY4/MY2K Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SNRacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1416100-0.jpg,PB1591-ND,2-1416100-0,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POSITION DIN RAIL,37,0,"17.66000","0","1","SNR, SCHRACK","Active","Socket","5","DIN Rail","Screw Terminal","SNR Series"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967772,//media.digikey.com/Photos/Phoenix%20Photos/2967772.jpg,277-4890-ND,2967772,Phoenix Contact,RELAY SOCKET DIN RAIL,9,560,"18.99000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2966090,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2966090.jpg,277-14969-ND,2966090,Phoenix Contact,RELAY SOCKET DIN RAIL,40,0,"20.06000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2966032,//media.digikey.com/Photos/Phoenix%20Photos/2966032.jpg,277-4847-ND,2966032,Phoenix Contact,RELAY SOCKET DIN RAIL,11,480,"20.06000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2966029,//media.digikey.com/Photos/Phoenix%20Photos/2966029.jpg,277-4887-ND,2966029,Phoenix Contact,RELAY SOCKET DIN RAIL,36,210,"22.20000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
http://www.ia.omron.com/data_pdf/cat/mk-s(x)_j175-e1_5_2_csm2141.pdf,//media.digikey.com/photos/Omron%20Auto/P7MF-06-D.JPG,Z6270-ND,P7MF-06-D,Omron Automation and Safety,RELAY SOCKET 6 POSITION DIN RAIL,42,463,"22.26000","0","1","MKS-X","Active","Socket","6","DIN Rail","Screw Terminal","MK-S(X) Series"
http://www.ia.omron.com/data_pdf/cat/mk-s(x)_j175-e1_5_2_csm2141.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/P7MF-06.jpg,Z2990-ND,P7MF-06,Omron Automation and Safety,RELAY SOCKET 6 POSITION DIN RAIL,41,334,"22.37000","0","1","MKS-X","Active","Socket","6","DIN Rail","Screw Terminal","MK-S(X) Series"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967251,//media.digikey.com/Photos/Phoenix%20Photos/2967251.JPG,277-5222-ND,2967251,Phoenix Contact,RELAY SOCKET DIN RAIL,61,0,"24.61000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2980458,//media.digikey.com/Photos/Phoenix%20Photos/2980458.JPG,277-5164-ND,2980458,Phoenix Contact,RELAY SOCKET DIN RAIL,30,390,"24.61000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967057,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2967057.jpg,277-14973-ND,2967057,Phoenix Contact,14MM PLC ACTUATOR TERM BLOCK 24V,10,0,"24.61000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967769,//media.digikey.com/Photos/Phoenix%20Photos/2967769.JPG,277-5184-ND,2967769,Phoenix Contact,RELAY SOCKET DIN RAIL,27,0,"25.68000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967031,//media.digikey.com/Photos/Phoenix%20Photos/2967031.JPG,277-4938-ND,2967031,Phoenix Contact,RELAY SOCKET DIN RAIL,18,90,"27.82000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E461.jpg,PB674-ND,27E461,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS CHASSIS MT,80,0,"28.08000","0","1","R10","Active","Socket","16","Chassis Mount","Screw Terminal","R10 Series"
-,//media.digikey.com/Photos/Omron%20Auto/P7S-14P-E.jpg,Z6271-ND,P7S-14P-E,Omron Automation and Safety,P7S-14P-E,27,0,"33.42000","0","1","G7S","Active","Socket","14","Through Hole","PC Pin","G7S Series"
http://www.ia.omron.com/data_pdf/cat/g7sa_j120-e1_12_4_csm1269.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P7SA-10F.JPG,Z2947-ND,P7SA-10F,Omron Automation and Safety,RELAY SOCKET 10 POS DIN RAIL,39,191,"38.43000","0","1","G7SA","Active","Socket","10","DIN Rail","Screw Terminal","G7SA Series"
