Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","Number of Channels","Connector Type","Mounting Type"
http://www.crydom.com/en/products/catalog/p_b8.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PB-16.jpg,PB8V-ND,PB-8-V,Sensata-Crydom,I/O MODULE RACK 8 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","Standard","8","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_24_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70GRCQ24-HL.JPG,GH7433-ND,70GRCQ24-HL,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"Active","0","0","System 50","Active","G5","24","Header, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972903.pdf,-,2972903-ND,2972903,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","8","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2976734.pdf,-,2976734-ND,2976734,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","16","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2971742.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2971742.jpg,2971742-ND,2971742,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","16","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2962191.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2962191.jpg,2962191-ND,2962191,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UM","Obsolete","-","16","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2962201.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2962201.jpg,2962201-ND,2962201,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UM","Obsolete","-","16","Header, Screw Terminal Blocks","DIN Rail"
http://www.crydom.com/en/products/catalog/p_b16.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PB-16.jpg,PB-16-C-ND,PB-16-C,Sensata-Crydom,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","Standard","16","Header, Screw Terminal Blocks","Standoffs"
http://www.crydom.com/en/products/catalog/p_b16c4.pdf,-,PB-16C4H-ND,PB-16C4H,Sensata-Crydom,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","C4","16","Header, Screw Terminal Blocks","Standoffs"
http://www.crydom.com/en/products/catalog/p_b24m.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PB-16.jpg,PB-24M-C-ND,PB-24M-C,Sensata-Crydom,I/O MODULE RACK 24 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","Mini","24","Header, Screw Terminal Blocks","Standoffs"
http://www.crydom.com/en/products/catalog/p_b32c4.pdf,-,PB-32C4-ND,PB-32C4,Sensata-Crydom,I/O MODULE RACK 32 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","C4","32","Header, Screw Terminal Blocks","Standoffs"
http://www.crydom.com/en/products/catalog/p_b8.pdf,-,PB-8-C-ND,PB-8-C,Sensata-Crydom,I/O MODULE RACK 8 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","Standard","8","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,-,70MRCK16-RL-ND,70MRCK16-RL,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","Mini","16","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,-,70MRCK16-RS-ND,70MRCK16-RS,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","Mini","16","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,-,70MRCK8-HS-ND,70MRCK8-HS,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","Mini","8","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_24_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70MRCK24-EC.jpg,70MRCQ24-EC-ND,70MRCQ24-EC,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"Active","0","0","System 50","Active","Mini","24","Card Edge, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,-,70RCK16-HS-ND,70RCK16-HS,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","Standard","16","Header, Screw Terminal Blocks","Standoffs"
-,-,70RCK32-HL-ND,70RCK32-HL,Grayhill Inc.,I/O MODULE RACK 32 CHANNEL,0,0,"Obsolete","0","12","System 50","Obsolete","Standard","32","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,-,70RCK8-HS-ND,70RCK8-HS,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","Standard","8","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_4_Channel.pdf,-,70GRCK4-DIN-ND,70GRCK4-DIN,Grayhill Inc.,I/O MODULE RACK 4 CHANNEL,0,0,"Active","0","0","System 50","Active","G5","4","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_4_Channel.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70GRCK4R-DIN.JPG,GH7616-ND,70GRCK4R-DIN,Grayhill Inc.,I/O MOUNTING BOARD G5 4POS,0,16,"Active","0","0","System 50","Active","G5","4","Screw Terminal Blocks","DIN Rail"
http://lgrws01.grayhill.com/web1/images/ProductImages/OpenDacRacks.pdf,-,70LRCK16-48-ND,70LRCK16-48,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","OpenDAC®","Obsolete","OpenLine®","16","DIN Connector","DIN Rail"
http://lgrws01.grayhill.com/web1/images/ProductImages/OpenDacRacks.pdf,-,70LRCK16-48P-ND,70LRCK16-48P,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","OpenDAC®","Obsolete","OpenLine®","16","DIN Connector, Screw Terminal Blocks","DIN Rail"
http://lgrws01.grayhill.com/web1/images/ProductImages/OpenDacRacks.pdf,-,70LRCK16-DIN-ND,70LRCK16-DIN,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","OpenLine®","16","Header, Screw Terminal Blocks","DIN Rail"
http://lgrws01.grayhill.com/web1/images/ProductImages/OpenDacRacks.pdf,-,70LRCK24-DIN-ND,70LRCK24-DIN,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","OpenLine®","24","Header, Screw Terminal Blocks","DIN Rail"
http://lgrws01.grayhill.com/web1/images/ProductImages/OpenDacRacks.pdf,-,70LRCK8-DIN-ND,70LRCK8-DIN,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,0,0,"Obsolete","0","1","System 50","Obsolete","OpenLine®","8","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972819.pdf,-,2972819-ND,2972819,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","4","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972822.pdf,-,2972822-ND,2972822,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","4","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972893.pdf,-,2972893-ND,2972893,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","4","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972987.pdf,-,2972987-ND,2972987,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","16","Screw Terminal Blocks","DIN Rail"
http://www.crydom.com/en/products/catalog/p_b24sm.pdf,-,PB-24SM-BV-ND,PB-24SM-BV,Sensata-Crydom,I/O MODULE RACK 24 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","Mini","24","Header, Screw Terminal Blocks","Standoffs"
http://www.crydom.com/en/products/catalog/p_b32m.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PB-16.jpg,PB-32M-V-ND,PB-32M-V,Sensata-Crydom,I/O MODULE RACK 32 CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","Mini","32","Header, Screw Terminal Blocks","Standoffs"
-,-,RT1-IA04-100V-S-ND,RT1-IA04-100V-S,Panasonic Industrial Automation Sales,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","RT-1","Obsolete","Standard","4","Screw Terminal Blocks","DIN Rail"
-,-,RT1-IA08-100V-S-ND,RT1-IA08-100V-S,Panasonic Industrial Automation Sales,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","RT-1","Obsolete","Standard","8","Screw Terminal Blocks","DIN Rail"
-,-,RT1-IA16-100V-S-ND,RT1-IA16-100V-S,Panasonic Industrial Automation Sales,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","RT-1","Obsolete","Standard","16","Screw Terminal Blocks","DIN Rail"
-,-,RT1-OD02-24V-S-ND,RT1-OD02-24V-S,Panasonic Industrial Automation Sales,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","RT-1","Obsolete","Standard","2","Screw Terminal Blocks","DIN Rail"
-,-,RT1-OD16-24V-S(UL)-ND,RT1-OD16-24V-S(UL),Panasonic Industrial Automation Sales,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","1","RT-1","Obsolete","Standard","16","Screw Terminal Blocks","DIN Rail"
http://www.crydom.com/en/products/catalog/p_b32d.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PB-16.jpg,PB-32D-V-ND,PB-32D-V,Sensata-Crydom,I/O MODULE RACK CHANNEL,0,0,"Obsolete","0","3","PB","Obsolete","Standard","32","Card Edge, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2974299_Ds.pdf,-,2974299-ND,2974299,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"Obsolete","0","1","VARIOFACE, UMK","Obsolete","-","16","Screw Terminal Blocks","DIN Rail"
