Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Output Type","Voltage - Input","Voltage - Load","Load Current","On-State Resistance (Max)","Termination Style","Package / Case","Supplier Device Package"
https://toshiba.semicon-storage.com/info/docget.jsp?did=13665&prodName=TLP175A,//media.digikey.com/Renders/Toshiba%20Renders/264;11-4M1S;;4.jpg,TLP175A(TPLETR-ND,"TLP175A(TPL,E",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 100MA 0-60V,6000,0,"0.40964","0","3000","Tape & Reel (TR)","TLP175A","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 60V","100mA","50 Ohms","Gull Wing","6-SOP (0.179"", 4.55mm), 4 Leads","6-SOP"
https://toshiba.semicon-storage.com/info/docget.jsp?did=13665&prodName=TLP175A,//media.digikey.com/Renders/Toshiba%20Renders/264;11-4M1S;;4.jpg,TLP175A(TPLECT-ND,"TLP175A(TPL,E",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 100MA 0-60V,8027,0,"1.36000","0","1","Cut Tape (CT)","TLP175A","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 60V","100mA","50 Ohms","Gull Wing","6-SOP (0.179"", 4.55mm), 4 Leads","6-SOP"
https://toshiba.semicon-storage.com/info/docget.jsp?did=13665&prodName=TLP175A,//media.digikey.com/Renders/Toshiba%20Renders/264;11-4M1S;;4.jpg,TLP175A(TPLEDKR-ND,"TLP175A(TPL,E",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 100MA 0-60V,8027,0,"Digi-Reel","0","1","Digi-Reel®","TLP175A","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 60V","100mA","50 Ohms","Gull Wing","6-SOP (0.179"", 4.55mm), 4 Leads","6-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1017N.pdf/$file/CPC1017N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA233TR-ND,CPC1017NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-60V,62000,0,"0.42000","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 60V","100mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1017N.pdf/$file/CPC1017N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA233CT-ND,CPC1017NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-60V,62454,0,"1.16000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 60V","100mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1017N.pdf/$file/CPC1017N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA233DKR-ND,CPC1017NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-60V,62454,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 60V","100mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/0/E16FD7FE1462A2DD852570F800586DFD/$file/CPC1972.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA273TR-ND,CPC1972GSTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 250MA 0-800V,17000,0,"0.61500","0","1000","Tape & Reel (TR)","CPC","Active","Surface Mount","SPST-NO (1 Form A)","AC, Zero Cross","1.2VDC","0V ~ 800V","250mA","-","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.ixysic.com/home/pdfs.nsf/0/E16FD7FE1462A2DD852570F800586DFD/$file/CPC1972.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA273CT-ND,CPC1972GSTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 250MA 0-800V,17498,0,"1.58000","0","1","Cut Tape (CT)","CPC","Active","Surface Mount","SPST-NO (1 Form A)","AC, Zero Cross","1.2VDC","0V ~ 800V","250mA","-","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.ixysic.com/home/pdfs.nsf/0/E16FD7FE1462A2DD852570F800586DFD/$file/CPC1972.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA273DKR-ND,CPC1972GSTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 250MA 0-800V,17498,0,"Digi-Reel","0","1","Digi-Reel®","CPC","Active","Surface Mount","SPST-NO (1 Form A)","AC, Zero Cross","1.2VDC","0V ~ 800V","250mA","-","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.vishay.com/docs/84724/vo1400aeftr.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/751;i79089;;4.jpg,VO1400AEFTR-ND,VO1400AEFTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 100MA 0-60V,48000,0,"0.63000","0","2000","Tape & Reel (TR)","-","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.1VDC","0V ~ 60V","100mA","5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.vishay.com/docs/84724/vo1400aeftr.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/751;i79089;;4.jpg,VO1400AEFCT-ND,VO1400AEFTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 100MA 0-60V,49957,0,"1.19000","0","1","Cut Tape (CT)","-","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.1VDC","0V ~ 60V","100mA","5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.vishay.com/docs/84724/vo1400aeftr.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/751;i79089;;4.jpg,VO1400AEFDKR-ND,VO1400AEFTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 100MA 0-60V,49957,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.1VDC","0V ~ 60V","100mA","5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1002N.pdf/$file/CPC1002N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA230TR-ND,CPC1002NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 700MA 0-60V,20000,0,"0.63000","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","DC","1.2VDC","0V ~ 60V","700mA","550 mOhms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1002N.pdf/$file/CPC1002N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA230CT-ND,CPC1002NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 700MA 0-60V,22610,0,"1.73000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","DC","1.2VDC","0V ~ 60V","700mA","550 mOhms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1002N.pdf/$file/CPC1002N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA230DKR-ND,CPC1002NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 700MA 0-60V,22610,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","DC","1.2VDC","0V ~ 60V","700mA","550 mOhms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1117N.pdf/$file/CPC1117N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA268TR-ND,CPC1117NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NC 150MA 0-60V,14000,0,"0.64400","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.2VDC","0V ~ 60V","150mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1117N.pdf/$file/CPC1117N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA268CT-ND,CPC1117NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NC 150MA 0-60V,15040,0,"1.57000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.2VDC","0V ~ 60V","150mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1117N.pdf/$file/CPC1117N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA268DKR-ND,CPC1117NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NC 150MA 0-60V,15040,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.2VDC","0V ~ 60V","150mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1014N.pdf/$file/CPC1014N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA314TR-ND,CPC1014NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 400MA 0-60V,92000,0,"0.70200","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 60V","400mA","2 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1014N.pdf/$file/CPC1014N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA314CT-ND,CPC1014NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 400MA 0-60V,92805,0,"1.77000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 60V","400mA","2 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1014N.pdf/$file/CPC1014N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA314DKR-ND,CPC1014NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 400MA 0-60V,92805,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 60V","400mA","2 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1008N.pdf/$file/CPC1008N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA216TR-ND,CPC1008NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 150MA 0-100V,84000,0,"0.70200","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 100V","150mA","8 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1008N.pdf/$file/CPC1008N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA216CT-ND,CPC1008NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 150MA 0-100V,85069,0,"1.77000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 100V","150mA","8 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1008N.pdf/$file/CPC1008N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA216DKR-ND,CPC1008NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 150MA 0-100V,85069,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 100V","150mA","8 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1016N.pdf/$file/CPC1016N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA232TR-ND,CPC1016NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-100V,8000,0,"0.70200","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 100V","100mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1016N.pdf/$file/CPC1016N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA232CT-ND,CPC1016NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-100V,9299,0,"1.77000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 100V","100mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1016N.pdf/$file/CPC1016N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA232DKR-ND,CPC1016NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-100V,9299,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 100V","100mA","16 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1025N.pdf/$file/CPC1025N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA234TR-ND,CPC1025NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 120MA 0-400V,8000,0,"0.71550","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 400V","120mA","30 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1025N.pdf/$file/CPC1025N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA234CT-ND,CPC1025NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 120MA 0-400V,9238,0,"1.81000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 400V","120mA","30 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1025N.pdf/$file/CPC1025N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA234DKR-ND,CPC1025NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 120MA 0-400V,9238,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 400V","120mA","30 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/0/940F519995EF73E285256A2C0062ADBA/$file/CPC1230N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA235TR-ND,CPC1230NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 120MA 0-350V,10000,0,"0.79650","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 350V","120mA","30 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/0/940F519995EF73E285256A2C0062ADBA/$file/CPC1230N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA235CT-ND,CPC1230NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 120MA 0-350V,11993,0,"2.01000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 350V","120mA","30 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/0/940F519995EF73E285256A2C0062ADBA/$file/CPC1230N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA235DKR-ND,CPC1230NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 120MA 0-350V,11993,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 350V","120mA","30 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/AQW,AQY280,282,284.pdf",//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3913-2-ND,AQY280SX,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,2000,0,"0.79800","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/AQW,AQY280,282,284.pdf",//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3913-1-ND,AQY280SX,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,2538,0,"1.50000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/AQW,AQY280,282,284.pdf",//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3913-6-ND,AQY280SX,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,2538,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1035N.pdf/$file/CPC1035N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA218TR-ND,CPC1035NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-350V,8000,0,"0.81000","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 350V","100mA","35 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1035N.pdf/$file/CPC1035N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA218CT-ND,CPC1035NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-350V,8910,0,"2.05000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 350V","100mA","35 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/CPC1035N.pdf/$file/CPC1035N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA218DKR-ND,CPC1035NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-350V,8910,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 350V","100mA","35 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/AQW,AQY280,282,284.pdf",//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3393-2-ND,AQY282SX,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,19000,0,"0.88200","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://docs.broadcom.com/docs/AV02-0173EN,//media.digikey.com/photos/Avago%20Tech%20Photos/ASSR-1510-003E.JPG,516-2471-2-ND,ASSR-1218-503E,Broadcom Limited,SSR RELAY SPST-NO 200MA 0-60V,9000,0,"0.89082","0","1500","Tape & Reel (TR)","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","200mA","10 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SO"
https://docs.broadcom.com/docs/AV02-0173EN,//media.digikey.com/photos/Avago%20Tech%20Photos/ASSR-1510-003E.JPG,516-2471-1-ND,ASSR-1218-503E,Broadcom Limited,SSR RELAY SPST-NO 200MA 0-60V,9878,0,"1.68000","0","1","Cut Tape (CT)","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","200mA","10 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SO"
https://docs.broadcom.com/docs/AV02-0173EN,//media.digikey.com/photos/Avago%20Tech%20Photos/ASSR-1510-003E.JPG,516-2471-6-ND,ASSR-1218-503E,Broadcom Limited,SSR RELAY SPST-NO 200MA 0-60V,9878,0,"Digi-Reel","0","1","Digi-Reel®","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","200mA","10 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SO"
https://www3.panasonic.biz/ac/e_download/control/relay/solid-state/catalog/semi_eng_aqh.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/255;8SMD-7.4-7.62;;7.jpg,255-1527-2-ND,AQH1213AX,Panasonic Electric Works,SSR RELAY SPST-NO 600MA 0-600V,72000,0,"0.89600","0","1000","Tape & Reel (TR)","AQ-H","Active","Surface Mount","SPST-NO (1 Form A)","AC, Zero Cross","1.21VDC","0V ~ 600V","600mA","-","Gull Wing","8-SMD (0.300"", 7.62mm), 7 Leads","8-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-2143-2-ND,AQY210SX,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,70000,0,"0.91000","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/0/C6CB067D9F37D27285256A2C00644406/$file/CPC1150N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA219TR-ND,CPC1150NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NC 120MA 0-350V,8000,0,"0.93150","0","2000","Tape & Reel (TR)","CPC, OptoMOS®","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.2VDC","0V ~ 350V","120mA","50 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/0/C6CB067D9F37D27285256A2C00644406/$file/CPC1150N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA219CT-ND,CPC1150NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NC 120MA 0-350V,8463,0,"2.35000","0","1","Cut Tape (CT)","CPC, OptoMOS®","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.2VDC","0V ~ 350V","120mA","50 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/0/C6CB067D9F37D27285256A2C00644406/$file/CPC1150N.pdf,//media.digikey.com/Renders/TE%20Connectivity/4-SOP.jpg,CLA219DKR-ND,CPC1150NTR,IXYS Integrated Circuits Division,SSR RELAY SPST-NC 120MA 0-350V,8463,0,"Digi-Reel","0","1","Digi-Reel®","CPC, OptoMOS®","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.2VDC","0V ~ 350V","120mA","50 Ohms","Gull Wing","4-SOP (0.150"", 3.81mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3865-2-ND,AQY212SX,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,10000,0,"0.95200","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3865-1-ND,AQY212SX,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,10001,0,"1.80000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3865-6-ND,AQY212SX,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,10001,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
