Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Output Type","Voltage - Input","Voltage - Load","Load Current","On-State Resistance (Max)","Termination Style","Package / Case","Supplier Device Package"
http://www.ixysic.com/home/pdfs.nsf/www/PLA170.pdf/$file/PLA170.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA344CT-ND,PLA170STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-800V,6227,0,"3.54000","0","1","Cut Tape (CT)","PLA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 800V","100mA","50 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.ixysic.com/home/pdfs.nsf/www/PLA170.pdf/$file/PLA170.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA344DKR-ND,PLA170STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 100MA 0-800V,6227,0,"Digi-Reel","0","1","Digi-Reel®","PLA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 800V","100mA","50 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_g.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-6063-2-ND,AQY212GHAX,Panasonic Electric Works,SSR RELAY SPST-NO 1.1A 0-60V,2000,0,"1.62400","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","1.1A","700 mOhms","Gull Wing","4-SMD (0.300"", 7.62mm)","4-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_g.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-6063-1-ND,AQY212GHAX,Panasonic Electric Works,SSR RELAY SPST-NO 1.1A 0-60V,3832,0,"3.06000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","1.1A","700 mOhms","Gull Wing","4-SMD (0.300"", 7.62mm)","4-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_g.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-6063-6-ND,AQY212GHAX,Panasonic Electric Works,SSR RELAY SPST-NO 1.1A 0-60V,3832,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","1.1A","700 mOhms","Gull Wing","4-SMD (0.300"", 7.62mm)","4-SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/AQW,AQY280,282,284.pdf",//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-2694-ND,AQY280S,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,10289,0,"1.63000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-1981-ND,AQY212S,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,3176,0,"1.63000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.vishay.com/docs/83816/lh1518aa.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/6SMD.jpg,LH1518AABTR-ND,LH1518AABTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 300MA 0-250V,1000,0,"1.64360","0","1000","Tape & Reel (TR)","LH1518","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.26VDC","0V ~ 250V","300mA","20 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.vishay.com/docs/83816/lh1518aa.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/6SMD.jpg,LH1518AABCT-ND,LH1518AABTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 300MA 0-250V,1588,0,"3.10000","0","1","Cut Tape (CT)","LH1518","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.26VDC","0V ~ 250V","300mA","20 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.vishay.com/docs/83816/lh1518aa.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/6SMD.jpg,LH1518AABDKR-ND,LH1518AABTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 300MA 0-250V,1588,0,"Digi-Reel","0","1","Digi-Reel®","LH1518","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.26VDC","0V ~ 250V","300mA","20 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/solid-state/catalog/semi_eng_aqh.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/255;8DIP-7.62;;7.jpg,255-1530-5-ND,AQH2213,Panasonic Electric Works,SSR RELAY SPST-NO 900MA 0-600V,10064,0,"1.66000","0","1","Tube","AQ-H","Active","Through Hole","SPST-NO (1 Form A)","AC, Zero Cross","1.21VDC","0V ~ 600V","900mA","-","PC Pin","8-DIP (0.300"", 7.62mm), 7 Leads","8-DIP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-1434-5-ND,AQY210S,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,5914,3000,"1.66000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.vishay.com/docs/84299/vor1142b4.pdf,//media.digikey.com/Photos/Vishay%20Photos/MFG_4-SMD.jpg,VOR1142B4-ND,VOR1142B4,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 140MA 0-400V,5577,0,"1.68000","0","1","Tube","VOR1142","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.36VDC","0V ~ 400V","140mA","27 Ohms","Gull Wing","4-SMD (0.300"", 7.62mm)","4-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_ge1a_aqy21_e.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3389-ND,AQY212EHA,Panasonic Electric Works,SSR RELAY SPST-NO 550MA 0-60V,1041,0,"1.70000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","550mA","2.5 Ohms","Gull Wing","4-SMD (0.300"", 7.62mm)","4-SMD"
https://docs.broadcom.com/docs/AV02-0241EN,//media.digikey.com/photos/Avago%20Tech%20Photos/ASSR-1510-003E.JPG,516-2683-2-ND,ASSR-1410-503E,Broadcom Limited,SSR RELAY SPST-NO 600MA 0-60V,28500,0,"1.71094","0","1500","Tape & Reel (TR)","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","600mA","1 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SO"
https://docs.broadcom.com/docs/AV02-0241EN,//media.digikey.com/photos/Avago%20Tech%20Photos/ASSR-1510-003E.JPG,516-2683-1-ND,ASSR-1410-503E,Broadcom Limited,SSR RELAY SPST-NO 600MA 0-60V,29699,0,"3.22000","0","1","Cut Tape (CT)","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","600mA","1 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SO"
https://docs.broadcom.com/docs/AV02-0241EN,//media.digikey.com/photos/Avago%20Tech%20Photos/ASSR-1510-003E.JPG,516-2683-6-ND,ASSR-1410-503E,Broadcom Limited,SSR RELAY SPST-NO 600MA 0-60V,29699,0,"Digi-Reel","0","1","Digi-Reel®","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","600mA","1 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SO"
https://www3.panasonic.biz/ac/e_download/control/relay/solid-state/catalog/semi_eng_aqh.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/255;8SMD-7.4-7.62;;7.jpg,255-2663-ND,AQH3223A,Panasonic Electric Works,SSR RELAY SPST-NO 1.2A 0-600V,28599,0,"1.73000","0","1","Tube","AQ-H","Active","Surface Mount","SPST-NO (1 Form A)","AC","1.21VDC","0V ~ 600V","1.2A","-","Gull Wing","8-SMD (0.300"", 7.62mm), 7 Leads","8-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_ge2a_aqw21_e.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-8-SMT.jpg,255-3537-2-ND,AQW210EHAX,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,11000,0,"1.73600","0","1000","Tape & Reel (TR)","PhotoMOS™ AQW","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","8-SMD (0.300"", 7.62mm)","8-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_ge2a_aqw21_e.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-8-SMT.jpg,255-3537-1-ND,AQW210EHAX,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,12344,0,"3.60000","0","1","Cut Tape (CT)","PhotoMOS™ AQW","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","8-SMD (0.300"", 7.62mm)","8-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_ge2a_aqw21_e.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-8-SMT.jpg,255-3537-6-ND,AQW210EHAX,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,12344,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQW","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.14VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","8-SMD (0.300"", 7.62mm)","8-SMD"
http://www.ixysic.com/home/pdfs.nsf/0/3B5FFBAA562699F885256A2C006325DD/$file/Lca127.pdf,//media.digikey.com/Photos/IXYS%20Photos/LCB110STR.jpg,CLA248TR-ND,LCA127STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 200MA 0-250V,1000,0,"1.75000","0","1000","Tape & Reel (TR)","LCA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 250V","200mA","10 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.ixysic.com/home/pdfs.nsf/0/3B5FFBAA562699F885256A2C006325DD/$file/Lca127.pdf,//media.digikey.com/Photos/IXYS%20Photos/LCB110STR.jpg,CLA248CT-ND,LCA127STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 200MA 0-250V,1586,0,"3.85000","0","1","Cut Tape (CT)","LCA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 250V","200mA","10 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.ixysic.com/home/pdfs.nsf/0/3B5FFBAA562699F885256A2C006325DD/$file/Lca127.pdf,//media.digikey.com/Photos/IXYS%20Photos/LCB110STR.jpg,CLA248DKR-ND,LCA127STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 200MA 0-250V,1586,0,"Digi-Reel","0","1","Digi-Reel®","LCA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 250V","200mA","10 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
https://toshiba.semicon-storage.com/info/docget.jsp?did=14605&prodName=TLP3320,//media.digikey.com/Renders/Toshiba%20Renders/264;11-2C1S;;4.jpg,TLP3320(TP15FTR-ND,"TLP3320(TP15,F",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 100MA 0-100V,1500,0,"1.75560","0","1500","Tape & Reel (TR)","TLP3320","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 100V","100mA","14 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
https://toshiba.semicon-storage.com/info/docget.jsp?did=14605&prodName=TLP3320,//media.digikey.com/Renders/Toshiba%20Renders/264;11-2C1S;;4.jpg,TLP3320(TP15FCT-ND,"TLP3320(TP15,F",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 100MA 0-100V,1979,0,"4.36000","0","1","Cut Tape (CT)","TLP3320","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 100V","100mA","14 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
https://toshiba.semicon-storage.com/info/docget.jsp?did=14605&prodName=TLP3320,//media.digikey.com/Renders/Toshiba%20Renders/264;11-2C1S;;4.jpg,TLP3320(TP15FDKR-ND,"TLP3320(TP15,F",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 100MA 0-100V,1979,0,"Digi-Reel","0","1","Digi-Reel®","TLP3320","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 100V","100mA","14 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
http://www.vishay.com/docs/83810/lh1510aa.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/6-SMD.JPG,LH1510AABTRTR-ND,LH1510AABTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 200MA 0-200V,8000,0,"1.75840","0","1000","Tape & Reel (TR)","LH1510","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 200V","200mA","15 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.vishay.com/docs/83810/lh1510aa.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/6-SMD.JPG,LH1510AABTRCT-ND,LH1510AABTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 200MA 0-200V,8621,0,"3.32000","0","1","Cut Tape (CT)","LH1510","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 200V","200mA","15 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.vishay.com/docs/83810/lh1510aa.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/6-SMD.JPG,LH1510AABTRDKR-ND,LH1510AABTR,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 200MA 0-200V,8621,0,"Digi-Reel","0","1","Digi-Reel®","LH1510","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 200V","200mA","15 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_ge1a_aqy21_e.pdf,//media.digikey.com/Photos/TDK%20Photos/ZJY51R5-2PB-01.jpg,255-1430-5-ND,AQY210EH,Panasonic Electric Works,SSR RELAY SPST-NO 130MA 0-350V,4575,0,"1.76000","0","1","Tube","PhotoMOS™ AQY","Active","Through Hole","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","130mA","25 Ohms","PC Pin","4-DIP (0.300"", 7.62mm)","4-DIP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_ge1a_aqy21_e.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-1431-5-ND,AQY210EHA,Panasonic Electric Works,SSR RELAY SPST-NO 130MA 0-350V,2831,200,"1.76000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 350V","130mA","25 Ohms","Gull Wing","4-SMD (0.300"", 7.62mm)","4-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/solid-state/catalog/semi_eng_aqh.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/255;8SMD-7.4-7.62;;7.jpg,255-2661-ND,AQH3213A,Panasonic Electric Works,SSR RELAY SPST-NO 1.2A 0-600V,19407,11400,"1.78000","0","1","Tube","AQ-H","Active","Surface Mount","SPST-NO (1 Form A)","AC, Zero Cross","1.21VDC","0V ~ 600V","1.2A","-","Gull Wing","8-SMD (0.300"", 7.62mm), 7 Leads","8-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/solid-state/catalog/semi_eng_aqh.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/255;8DIP-7.62;;7.jpg,255-2660-ND,AQH3213,Panasonic Electric Works,SSR RELAY SPST-NO 1.2A 0-600V,11306,0,"1.78000","0","1","Tube","AQ-H","Active","Through Hole","SPST-NO (1 Form A)","AC, Zero Cross","1.21VDC","0V ~ 600V","1.2A","-","PC Pin","8-DIP (0.300"", 7.62mm), 7 Leads","8-DIP"
http://www.vishay.com/docs/84301/vor1142m4.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/751;i79089;;4.jpg,VOR1142M4-ND,VOR1142M4,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 140MA 0-400V,23102,0,"1.79000","0","1","Tube","VOR1142","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.36VDC","0V ~ 400V","140mA","27 Ohms","Gull Wing","4-SOP (0.180"", 4.57mm)","4-SOP"
https://www.infineon.com/dgdl/pvt312.pdf?fileId=5546d462533600a4015356841f1c2960,//media.digikey.com/Renders/International%20Rectifier%20Renders/6-SMT.jpg,PVT312LS-TPBFTR-ND,PVT312LS-TPBF,Infineon Technologies,SSR RELAY SPST-NO 170MA 0-250V,3750,0,"1.80825","0","750","Tape & Reel (TR)","PVT, HEXFET®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 250V","170mA","15 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMT"
https://www.infineon.com/dgdl/pvt312.pdf?fileId=5546d462533600a4015356841f1c2960,//media.digikey.com/Renders/International%20Rectifier%20Renders/6-SMT.jpg,PVT312LS-TPBFCT-ND,PVT312LS-TPBF,Infineon Technologies,SSR RELAY SPST-NO 170MA 0-250V,4467,0,"3.18000","0","1","Cut Tape (CT)","PVT, HEXFET®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 250V","170mA","15 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMT"
https://www.infineon.com/dgdl/pvt312.pdf?fileId=5546d462533600a4015356841f1c2960,//media.digikey.com/Renders/International%20Rectifier%20Renders/6-SMT.jpg,PVT312LS-TPBFDKR-ND,PVT312LS-TPBF,Infineon Technologies,SSR RELAY SPST-NO 170MA 0-250V,4467,0,"Digi-Reel","0","1","Digi-Reel®","PVT, HEXFET®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 250V","170mA","15 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMT"
http://www.ixysic.com/home/PDFs.nsf/www/PLA110.pdf/$File/PLA110.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA263TR-ND,PLA110STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 150MA 0-400V,1000,0,"1.83400","0","1000","Tape & Reel (TR)","PLA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 400V","150mA","22 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.ixysic.com/home/PDFs.nsf/www/PLA110.pdf/$File/PLA110.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA263CT-ND,PLA110STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 150MA 0-400V,1137,0,"4.03000","0","1","Cut Tape (CT)","PLA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 400V","150mA","22 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.ixysic.com/home/PDFs.nsf/www/PLA110.pdf/$File/PLA110.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-SMD.jpg,CLA263DKR-ND,PLA110STR,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 150MA 0-400V,1137,0,"Digi-Reel","0","1","Digi-Reel®","PLA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 400V","150mA","22 Ohms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
http://www.vishay.com/docs/83837/lh1546ae.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/751;i79089;;4.jpg,LH1546AEF-ND,LH1546AEF,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 120MA 0-350V,8620,0,"1.84000","0","1","Tube","LH1546","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.18VDC","0V ~ 350V","120mA","28 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://industrial.panasonic.com/ac/cdn/e/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_gs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3390-2-ND,AQY212GSX,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-60V,40000,0,"1.84800","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.32VDC","0V ~ 60V","1A","700 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://industrial.panasonic.com/ac/cdn/e/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_gs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3390-1-ND,AQY212GSX,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-60V,40650,0,"3.48000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.32VDC","0V ~ 60V","1A","700 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://industrial.panasonic.com/ac/cdn/e/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_gs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3390-6-ND,AQY212GSX,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-60V,40650,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.32VDC","0V ~ 60V","1A","700 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://industrial.panasonic.com/ac/cdn/e/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_gs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3522-2-ND,AQY212GSZ,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-60V,1000,0,"1.84800","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.32VDC","0V ~ 60V","1A","700 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://industrial.panasonic.com/ac/cdn/e/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_gs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3522-1-ND,AQY212GSZ,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-60V,2881,0,"3.48000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.32VDC","0V ~ 60V","1A","700 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://industrial.panasonic.com/ac/cdn/e/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_gs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3522-6-ND,AQY212GSZ,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-60V,2881,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.32VDC","0V ~ 60V","1A","700 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://toshiba.semicon-storage.com/info/docget.jsp?did=15256&prodName=TLP3475,//media.digikey.com/Renders/Toshiba%20Renders/TLP3431.jpg,TLP3475(TPFTR-ND,"TLP3475(TP,F",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 300MA 0-50V,6000,0,"1.86533","0","3000","Tape & Reel (TR)","TLP3475","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 50V","300mA","1.5 Ohms","SMD (SMT) Tab","4-SMD (0.096"", 2.45mm)","4-VSON"
https://toshiba.semicon-storage.com/info/docget.jsp?did=15256&prodName=TLP3475,//media.digikey.com/Renders/Toshiba%20Renders/TLP3431.jpg,TLP3475(TPFCT-ND,"TLP3475(TP,F",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 300MA 0-50V,11577,0,"4.83000","0","1","Cut Tape (CT)","TLP3475","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 50V","300mA","1.5 Ohms","SMD (SMT) Tab","4-SMD (0.096"", 2.45mm)","4-VSON"
https://toshiba.semicon-storage.com/info/docget.jsp?did=15256&prodName=TLP3475,//media.digikey.com/Renders/Toshiba%20Renders/TLP3431.jpg,TLP3475(TPFDKR-ND,"TLP3475(TP,F",Toshiba Semiconductor and Storage,SSR RELAY SPST-NO 300MA 0-50V,11577,0,"Digi-Reel","0","1","Digi-Reel®","TLP3475","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.27VDC","0V ~ 50V","300mA","1.5 Ohms","SMD (SMT) Tab","4-SMD (0.096"", 2.45mm)","4-VSON"
