Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Coil Current","Coil Type","Features","Termination Style","Seal Rating","Coil Insulation","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Operating Temperature","Contact Material","Relay Type"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393789-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23079-SERIES.jpg,PB1078TR-ND,V23079G2003B301,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE DPDT 2A 12VDC,5500,0,"0.97500","0","500","Tape & Reel (TR)","V23079, AXICOM","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","4ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393789-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23079-SERIES.jpg,PB1078CT-ND,V23079G2003B301,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE DPDT 2A 12VDC,5678,0,"1.72000","0","1","Cut Tape (CT)","V23079, AXICOM","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","4ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393789-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23079-SERIES.jpg,PB1078DKR-ND,V23079G2003B301,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE DPDT 2A 12VDC,5678,0,"Digi-Reel","0","1","Digi-Reel®","V23079, AXICOM","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","4ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-5NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11016-2-ND,EE2-5NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,8500,0,"1.08000","0","500","Tape & Reel (TR)","EE2","Active","Surface Mount","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","Gull Wing","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-5NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11016-1-ND,EE2-5NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,8854,0,"1.90000","0","1","Cut Tape (CT)","EE2","Active","Surface Mount","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","Gull Wing","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-5NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11016-6-ND,EE2-5NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,8854,0,"Digi-Reel","0","1","Digi-Reel®","EE2","Active","Surface Mount","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","Gull Wing","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-5NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11017-2-ND,EE2-5NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,2000,0,"1.08000","0","500","Tape & Reel (TR)","EE2","Active","Surface Mount","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","Gull Wing","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-5NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11017-1-ND,EE2-5NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,2409,0,"1.90000","0","1","Cut Tape (CT)","EE2","Active","Surface Mount","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","Gull Wing","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-5NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11017-6-ND,EE2-5NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,2409,0,"Digi-Reel","0","1","Digi-Reel®","EE2","Active","Surface Mount","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","Gull Wing","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://www3.panasonic.biz/ac/e_download/control/relay/signal/catalog/mech_eng_gn.pdf,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/AGN210A,%20AGN200,%20AGN210S%20SERIES%20.jpg",255-3357-2-ND,AGN210A4HZ,Panasonic Electric Works,RELAY TELECOM DPDT 1A 4.5VDC,9000,2000,"1.12500","0","500","Tape & Reel (TR)","AGN","Active","Surface Mount","4.5VDC","DPDT (2 Form C)","1A","125VAC, 110VDC - Max","22.2mA","Latching, Single Coil","-","Gull Wing","-","-","3.38 VDC","-","4ms","4ms","-40°C ~ 85°C","Silver Palladium (AgPd), Gold (Au)","Telecom"
https://www3.panasonic.biz/ac/e_download/control/relay/signal/catalog/mech_eng_gq.pdf,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/AGQ210A,%20AGQ200A%20SERIES.jpg",255-1860-2-ND,AGQ200A4HZ,Panasonic Electric Works,RELAY TELECOM DPDT 2A 4.5VDC,3600,0,"1.12500","0","900","Tape & Reel (TR)","AGQ","Active","Surface Mount","4.5VDC","DPDT (2 Form C)","2A","125VAC, 110VDC - Max","31.0mA","Non Latching","-","Gull Wing","-","-","3.38 VDC","0.45 VDC","4ms","4ms","-40°C ~ 85°C","Silver Palladium (AgPd), Gold (Au)","Telecom"
https://www3.panasonic.biz/ac/e_download/control/relay/signal/catalog/mech_eng_gq.pdf,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/AGQ210A,%20AGQ200A%20SERIES.jpg",255-1858-2-ND,AGQ200A12Z,Panasonic Electric Works,RELAY TELECOM DPDT 2A 12VDC,2700,0,"1.12500","0","900","Tape & Reel (TR)","AGQ","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","125VAC, 110VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","4ms","4ms","-40°C ~ 85°C","Silver Palladium (AgPd), Gold (Au)","Telecom"
https://www3.panasonic.biz/ac/e_download/control/relay/signal/catalog/mech_eng_gq.pdf,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/AGQ210A,%20AGQ200A%20SERIES.jpg",255-1858-1-ND,AGQ200A12Z,Panasonic Electric Works,RELAY TELECOM DPDT 2A 12VDC,3575,0,"1.98000","0","1","Cut Tape (CT)","AGQ","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","125VAC, 110VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","4ms","4ms","-40°C ~ 85°C","Silver Palladium (AgPd), Gold (Au)","Telecom"
https://api.kemet.com/component-edge/download/datasheet/EE2-12NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-10997-2-ND,EE2-12NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 12VDC,17000,0,"1.21500","0","500","Tape & Reel (TR)","EE2","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-12NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-10997-1-ND,EE2-12NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 12VDC,17167,0,"2.14000","0","1","Cut Tape (CT)","EE2","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-12NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-10997-6-ND,EE2-12NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 12VDC,17167,0,"Digi-Reel","0","1","Digi-Reel®","EE2","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-12NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-10996-2-ND,EE2-12NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 12VDC,1500,0,"1.21500","0","500","Tape & Reel (TR)","EE2","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-12NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-10996-1-ND,EE2-12NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 12VDC,1657,0,"2.14000","0","1","Cut Tape (CT)","EE2","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-12NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-10996-6-ND,EE2-12NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 12VDC,1657,0,"Digi-Reel","0","1","Digi-Reel®","EE2","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-3NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11006-2-ND,EE2-3NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 3VDC,4000,0,"1.41000","0","500","Tape & Reel (TR)","EE2","Active","Surface Mount","3VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","46.7mA","Non Latching","-","Gull Wing","-","-","2.25 VDC","0.3 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-3NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11006-1-ND,EE2-3NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 3VDC,4181,0,"2.48000","0","1","Cut Tape (CT)","EE2","Active","Surface Mount","3VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","46.7mA","Non Latching","-","Gull Wing","-","-","2.25 VDC","0.3 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-3NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11006-6-ND,EE2-3NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 3VDC,4181,0,"Digi-Reel","0","1","Digi-Reel®","EE2","Active","Surface Mount","3VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","46.7mA","Non Latching","-","Gull Wing","-","-","2.25 VDC","0.3 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-24NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11003-2-ND,EE2-24NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 24VDC,12500,0,"1.48500","0","500","Tape & Reel (TR)","EE2","Active","Surface Mount","24VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","8.3mA","Non Latching","-","Gull Wing","-","-","18 VDC","2.4 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-24NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11003-1-ND,EE2-24NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 24VDC,12585,0,"2.61000","0","1","Cut Tape (CT)","EE2","Active","Surface Mount","24VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","8.3mA","Non Latching","-","Gull Wing","-","-","18 VDC","2.4 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-24NU-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11003-6-ND,EE2-24NU-L,KEMET,RELAY GEN PURPOSE DPDT 2A 24VDC,12585,0,"Digi-Reel","0","1","Digi-Reel®","EE2","Active","Surface Mount","24VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","8.3mA","Non Latching","-","Gull Wing","-","-","18 VDC","2.4 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-24NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11002-2-ND,EE2-24NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 24VDC,8500,0,"1.48500","0","500","Tape & Reel (TR)","EE2","Active","Surface Mount","24VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","8.3mA","Non Latching","-","Gull Wing","-","-","18 VDC","2.4 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-24NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11002-1-ND,EE2-24NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 24VDC,8953,0,"2.61000","0","1","Cut Tape (CT)","EE2","Active","Surface Mount","24VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","8.3mA","Non Latching","-","Gull Wing","-","-","18 VDC","2.4 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-24NUH-L.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11002-6-ND,EE2-24NUH-L,KEMET,RELAY GEN PURPOSE DPDT 2A 24VDC,8953,0,"Digi-Reel","0","1","Digi-Reel®","EE2","Active","Surface Mount","24VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","8.3mA","Non Latching","-","Gull Wing","-","-","18 VDC","2.4 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_T81&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/T81H5D312,%20T81N5D312%20SERIES.jpg",PB740-ND,T81H5D312-12,TE Connectivity Potter & Brumfield Relays,RELAY TELECOM SPDT 1A 12VDC,3144,0,"1.51000","0","1","Tube","T81","Active","Through Hole","12VDC","SPDT (1 Form C)","1A","125VAC, 60VDC - Max","17.1mA","Non Latching","-","PC Pin","-","-","8.4 VDC","0.6 VDC","10ms","7ms","-30°C ~ 70°C","Silver Palladium (AgPd), Gold (Au)","Telecom"
https://api.kemet.com/component-edge/download/datasheet/EC2-5NU.pdf,//media.digikey.com/Photos/Kemet%20Photos/EC2-Series-Non-Latching.jpg,399-11052-5-ND,EC2-5NU,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,19672,0,"1.63000","0","1","Tube","EC2","Active","Through Hole","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","PC Pin","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-5NU.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11056-5-ND,EE2-5NU,KEMET,RELAY GEN PURPOSE DPDT 2A 5VDC,8319,0,"1.70000","0","1","Tube","EE2","Active","Surface Mount","5VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","28.0mA","Non Latching","-","Gull Wing","-","-","3.75 VDC","0.5 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G6L.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G6L-1F-DC3,%20G6L-1F-DC4.5,%20G6L-1F-DC5,%20G6L-1F-DC12,%20G6L-1F-DC24.jpg",Z3549TR-ND,G6L-1F-TRDC12,Omron Electronics Inc-EMC Div,RELAY TELECOM SPST 1A 12VDC,29000,0,"1.71262","0","1000","Tape & Reel (TR)","G6L","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","1A","125VAC, 60VDC - Max","15.0mA","Non Latching","-","Gull Wing","Sealed - Fully","-","9 VDC","1.2 VDC","5ms","5ms","-40°C ~ 70°C","-","Telecom"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G6L.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G6L-1F-DC3,%20G6L-1F-DC4.5,%20G6L-1F-DC5,%20G6L-1F-DC12,%20G6L-1F-DC24.jpg",Z3549CT-ND,G6L-1F-TRDC12,Omron Electronics Inc-EMC Div,RELAY TELECOM SPST 1A 12VDC,30256,0,"3.23000","0","1","Cut Tape (CT)","G6L","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","1A","125VAC, 60VDC - Max","15.0mA","Non Latching","-","Gull Wing","Sealed - Fully","-","9 VDC","1.2 VDC","5ms","5ms","-40°C ~ 70°C","-","Telecom"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G6L.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G6L-1F-DC3,%20G6L-1F-DC4.5,%20G6L-1F-DC5,%20G6L-1F-DC12,%20G6L-1F-DC24.jpg",Z3549DKR-ND,G6L-1F-TRDC12,Omron Electronics Inc-EMC Div,RELAY TELECOM SPST 1A 12VDC,30256,0,"Digi-Reel","0","1","Digi-Reel®","G6L","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","1A","125VAC, 60VDC - Max","15.0mA","Non Latching","-","Gull Wing","Sealed - Fully","-","9 VDC","1.2 VDC","5ms","5ms","-40°C ~ 70°C","-","Telecom"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G6L.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G6L-1F-DC3,%20G6L-1F-DC4.5,%20G6L-1F-DC5,%20G6L-1F-DC12,%20G6L-1F-DC24.jpg",Z3707TR-ND,G6L-1F-TR-DC5,Omron Electronics Inc-EMC Div,RELAY TELECOM SPST 1A 5VDC,29000,22000,"1.71262","0","1000","Tape & Reel (TR)","G6L","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","1A","125VAC, 60VDC - Max","36.0mA","Non Latching","-","Gull Wing","Sealed - Fully","-","4 VDC","0.5 VDC","5ms","5ms","-40°C ~ 70°C","-","Telecom"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G6L.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G6L-1F-DC3,%20G6L-1F-DC4.5,%20G6L-1F-DC5,%20G6L-1F-DC12,%20G6L-1F-DC24.jpg",Z3707CT-ND,G6L-1F-TR-DC5,Omron Electronics Inc-EMC Div,RELAY TELECOM SPST 1A 5VDC,29019,22000,"3.23000","0","1","Cut Tape (CT)","G6L","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","1A","125VAC, 60VDC - Max","36.0mA","Non Latching","-","Gull Wing","Sealed - Fully","-","4 VDC","0.5 VDC","5ms","5ms","-40°C ~ 70°C","-","Telecom"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G6L.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G6L-1F-DC3,%20G6L-1F-DC4.5,%20G6L-1F-DC5,%20G6L-1F-DC12,%20G6L-1F-DC24.jpg",Z3707DKR-ND,G6L-1F-TR-DC5,Omron Electronics Inc-EMC Div,RELAY TELECOM SPST 1A 5VDC,29019,22000,"Digi-Reel","0","1","Digi-Reel®","G6L","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","1A","125VAC, 60VDC - Max","36.0mA","Non Latching","-","Gull Wing","Sealed - Fully","-","4 VDC","0.5 VDC","5ms","5ms","-40°C ~ 70°C","-","Telecom"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5v_1.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G5V-1-DC3,%20G5V-1-DC5,%20G5V-1-DC6,%20G5V-1-DC9,%20G5V-1-DC12,%20G5V-1-DC24.jpg",Z2204-ND,G5V-1-DC3,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 1A 3VDC,24082,0,"1.79000","0","1","Tube","G5V-1","Active","Through Hole","3VDC","SPDT (1 Form C)","1A","125VAC, 60VDC - Max","50.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","2.4 VDC","0.3 VDC","5ms","5ms","-40°C ~ 70°C","Silver (Ag), Gold (Au)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5v_1.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/G5V-1-DC3,%20G5V-1-DC5,%20G5V-1-DC6,%20G5V-1-DC9,%20G5V-1-DC12,%20G5V-1-DC24.jpg",Z2539-ND,G5V-1-DC9,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 1A 9VDC,8831,0,"1.79000","0","1","Tube","G5V-1","Active","Through Hole","9VDC","SPDT (1 Form C)","1A","125VAC, 60VDC - Max","16.7mA","Non Latching","-","PC Pin","Sealed - Fully","-","7.2 VDC","0.9 VDC","5ms","5ms","-40°C ~ 70°C","Silver (Ag), Gold (Au)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5v_1.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G5V-1.jpg,Z6372-ND,G5V-1-T90 DC24,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 1A 24VDC,1602,0,"1.88000","0","1","Tube","G5V-1","Active","Through Hole","24VDC","SPDT (1 Form C)","1A","125VAC, 60VDC - Max","6.3mA","Non Latching","-","PC Pin","Sealed - Fully","-","16.8 VDC","2.4 VDC","5ms","5ms","-40°C ~ 90°C","Silver (Ag), Gold (Au)","General Purpose"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5v_1.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G5V-1.jpg,Z6370-ND,G5V-1-T90 DC5,Omron Electronics Inc-EMC Div,RELAY GEN PURPOSE SPDT 1A 5VDC,1499,0,"1.88000","0","1","Tube","G5V-1","Active","Through Hole","5VDC","SPDT (1 Form C)","1A","125VAC, 60VDC - Max","30.0mA","Non Latching","-","PC Pin","Sealed - Fully","-","3.5 VDC","0.5 VDC","5ms","5ms","-40°C ~ 90°C","Silver (Ag), Gold (Au)","General Purpose"
https://api.kemet.com/component-edge/download/datasheet/EE2-12NU.pdf,//media.digikey.com/Photos/Kemet%20Photos/EE2-Series-Non-Latching.jpg,399-11033-5-ND,EE2-12NU,KEMET,RELAY GEN PURPOSE DPDT 2A 12VDC,6826,0,"1.90000","0","1","Tube","EE2","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","2ms","1ms","-40°C ~ 85°C","Silver Alloy, Gold Alloy","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393788-4&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23079-SERIES.jpg,PB1081TR-ND,V23079D2003B301,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE DPDT 2A 12VDC,2400,0,"1.96840","0","400","Tape & Reel (TR)","V23079, AXICOM","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","4ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)","General Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393788-4&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/V23079-SERIES.jpg,PB1081CT-ND,V23079D2003B301,TE Connectivity Potter & Brumfield Relays,RELAY GEN PURPOSE DPDT 2A 12VDC,2489,0,"3.13000","0","1","Cut Tape (CT)","V23079, AXICOM","Active","Surface Mount","12VDC","DPDT (2 Form C)","2A","250VAC, 220VDC - Max","11.7mA","Non Latching","-","Gull Wing","-","-","9 VDC","1.2 VDC","4ms","4ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)","General Purpose"
