Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1)","Resistor - Emitter Base (R2)","DC Current Gain (hFE) (Min) @ Ic, Vce","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Frequency - Transition","Power - Max","Mounting Type","Package / Case","Supplier Device Package"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-1707-1-ND,"PDTC123JU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,32784,0,"0.17000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 10V","100mV @ 250µA, 5mA","1µA","-","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-1707-6-ND,"PDTC123JU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,32784,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 10V","100mV @ 250µA, 5mA","1µA","-","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC123E_SERIES.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-1706-2-ND,"PDTC123EU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,9000,0,"0.03009","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","2.2 kOhms","30 @ 20mA, 5V","150mV @ 500µA, 10mA","1µA","-","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC123E_SERIES.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-1706-1-ND,"PDTC123EU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,10392,0,"0.17000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","2.2 kOhms","30 @ 20mA, 5V","150mV @ 500µA, 10mA","1µA","-","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC123E_SERIES.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-1706-6-ND,"PDTC123EU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,10392,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","2.2 kOhms","30 @ 20mA, 5V","150mV @ 500µA, 10mA","1µA","-","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-6278-2-ND,"PDTC124EU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,3000,0,"0.03009","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","100nA","230MHz","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,"PDTC124EU,135-ND","PDTC124EU,135",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,0,0,"0.02360","0","10000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","100nA","230MHz","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-6278-1-ND,"PDTC124EU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,4222,0,"0.17000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","100nA","230MHz","200mW","Surface Mount","SC-70, SOT-323","SC-70"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT323.jpg,1727-6278-6-ND,"PDTC124EU,115",Nexperia USA Inc.,TRANS PREBIAS NPN 200MW SOT323,4222,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","100nA","230MHz","200mW","Surface Mount","SC-70, SOT-323","SC-70"
http://www.onsemi.com/pub/Collateral/DTC143E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MUN2232T1GOSTR-ND,MUN2232T1G,ON Semiconductor,TRANS PREBIAS NPN 338MW SC59,39000,54000,"0.03026","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","15 @ 5mA, 10V","250mV @ 1mA, 10mA","500nA","-","338mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SC-59"
http://www.onsemi.com/pub/Collateral/DTC143E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MUN2232T1GOSCT-ND,MUN2232T1G,ON Semiconductor,TRANS PREBIAS NPN 338MW SC59,41774,54000,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","15 @ 5mA, 10V","250mV @ 1mA, 10mA","500nA","-","338mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SC-59"
http://www.onsemi.com/pub/Collateral/DTC143E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-23-3_527AG.jpg,MUN2232T1GOSDKR-ND,MUN2232T1G,ON Semiconductor,TRANS PREBIAS NPN 338MW SC59,41774,54000,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","15 @ 5mA, 10V","250mV @ 1mA, 10mA","500nA","-","338mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SC-59"
https://assets.nexperia.com/documents/data-sheet/PDTC143X_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-1712-2-ND,"PDTC143XT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,69000,0,"0.03159","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","10 kOhms","50 @ 10mA, 5V","100mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC143X_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-1712-1-ND,"PDTC143XT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,71784,0,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","10 kOhms","50 @ 10mA, 5V","100mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC143X_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-1712-6-ND,"PDTC143XT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,71784,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","10 kOhms","50 @ 10mA, 5V","100mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-6276-2-ND,"PDTC123JT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,36000,0,"0.03159","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-3037-2-ND,"PDTC123JT,235",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,80000,0,"0.02360","0","10000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-6276-1-ND,"PDTC123JT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,37172,0,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-3037-1-ND,"PDTC123JT,235",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,84476,0,"0.17000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-6276-6-ND,"PDTC123JT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,37172,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123J_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-3037-6-ND,"PDTC123JT,235",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,84476,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","100 @ 10mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5135-2-ND,"PDTC124ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,27000,0,"0.03159","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,"PDTC124ET,235-ND","PDTC124ET,235",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,0,0,"0.02360","0","10000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5135-1-ND,"PDTC124ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,27890,0,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC124E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5135-6-ND,"PDTC124ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,27890,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","22 kOhms","22 kOhms","60 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC144E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-8525-2-ND,PDTC144ETVL,Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,10000,0,"0.02360","0","10000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","47 kOhms","47 kOhms","80 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC144E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5139-2-ND,"PDTC144ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,27000,0,"0.03159","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","47 kOhms","47 kOhms","80 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC144E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5139-1-ND,"PDTC144ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,30180,0,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","47 kOhms","47 kOhms","80 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC144E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5139-6-ND,"PDTC144ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,30180,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","47 kOhms","47 kOhms","80 @ 5mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC114Y_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5134-2-ND,"PDTC114YT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,27000,0,"0.03159","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","47 kOhms","100 @ 5mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC114Y_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5134-1-ND,"PDTC114YT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,29485,0,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","47 kOhms","100 @ 5mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC114Y_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5134-6-ND,"PDTC114YT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,29485,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","47 kOhms","100 @ 5mA, 5V","100mV @ 250µA, 5mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTA143E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5129-2-ND,"PDTA143ET,215",Nexperia USA Inc.,TRANS PREBIAS PNP 250MW TO236AB,12000,0,"0.03159","0","3000","Tape & Reel (TR)","-","Active","PNP - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTA143E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5129-1-ND,"PDTA143ET,215",Nexperia USA Inc.,TRANS PREBIAS PNP 250MW TO236AB,13337,0,"0.18000","0","1","Cut Tape (CT)","-","Active","PNP - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTA143E_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5129-6-ND,"PDTA143ET,215",Nexperia USA Inc.,TRANS PREBIAS PNP 250MW TO236AB,13337,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","PNP - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123E_SERIES.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-1705-2-ND,"PDTC123ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,9000,0,"0.03159","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","2.2 kOhms","30 @ 20mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123E_SERIES.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-1705-1-ND,"PDTC123ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,9991,0,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","2.2 kOhms","30 @ 20mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PDTC123E_SERIES.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-1705-6-ND,"PDTC123ET,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,9991,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","2.2 kOhms","30 @ 20mA, 5V","150mV @ 500µA, 10mA","1µA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://toshiba.semicon-storage.com/info/docget.jsp?did=18776&prodName=RN1301,"//media.digikey.com/Renders/Toshiba%20Renders/SC-70,%20SOT-323%20PKG.jpg",RN1301LFTR-ND,"RN1301,LF",Toshiba Semiconductor and Storage,TRANS PREBIAS NPN 0.1W USM,27000,0,"0.03213","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","100mW","Surface Mount","SC-70, SOT-323","USM"
https://toshiba.semicon-storage.com/info/docget.jsp?did=18776&prodName=RN1301,"//media.digikey.com/Renders/Toshiba%20Renders/SC-70,%20SOT-323%20PKG.jpg",RN1301LFCT-ND,"RN1301,LF",Toshiba Semiconductor and Storage,TRANS PREBIAS NPN 0.1W USM,32756,0,"0.19000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","100mW","Surface Mount","SC-70, SOT-323","USM"
https://toshiba.semicon-storage.com/info/docget.jsp?did=18776&prodName=RN1301,"//media.digikey.com/Renders/Toshiba%20Renders/SC-70,%20SOT-323%20PKG.jpg",RN1301LFDKR-ND,"RN1301,LF",Toshiba Semiconductor and Storage,TRANS PREBIAS NPN 0.1W USM,32756,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","100mW","Surface Mount","SC-70, SOT-323","USM"
https://www.rohm.com/datasheet/DTC114EE/dtc114eetl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC114EKAT146TR-ND,DTC114EKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,492000,0,"0.03315","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC114EE/dtc114eetl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC114EKAT146CT-ND,DTC114EKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,493125,0,"0.19000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC114EE/dtc114eetl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC114EKAT146DKR-ND,DTC114EKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,493125,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC123JEB/dtc123jebtl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC123JKAT146TR-ND,DTC123JKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,156000,0,"0.03315","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC123JEB/dtc123jebtl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC123JKAT146CT-ND,DTC123JKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,158244,0,"0.19000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC123JEB/dtc123jebtl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC123JKAT146DKR-ND,DTC123JKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,158244,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC143ZEB/dtc143zebtl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC143ZKAT146TR-ND,DTC143ZKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,105000,0,"0.03315","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC143ZEB/dtc143zebtl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC143ZKAT146CT-ND,DTC143ZKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,107262,0,"0.19000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC143ZEB/dtc143zebtl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC143ZKAT146DKR-ND,DTC143ZKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,107262,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
https://www.rohm.com/datasheet/DTC114YEB/dtc114yebtl-e,"//media.digikey.com/Renders/Rohm%20Renders/846;SMT3;KA,K;3.jpg",DTC114YKAT146TR-ND,DTC114YKAT146,Rohm Semiconductor,TRANS PREBIAS NPN 200MW SMT3,75000,0,"0.03315","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","47 kOhms","68 @ 5mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SMT3"
