Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector Type","1st Connector Gender","1st Connector Number of Positions","1st Connector Number of Positions Loaded","1st Connector Shell Size - Insert","1st Connector Orientation","1st Connector Mounting Type","2nd Connector Type","2nd Connector Gender","2nd Connector Number of Positions","2nd Connector Number of Positions Loaded","2nd Connector Shell Size - Insert","2nd Connector Orientation","2nd Connector Mounting Type","Length","Assembly Configuration","Cable Type","Cable Material","Color","Shielding","Ingress Protection","Usage"
http://www.alphawire.com/~/media/C7EF5C7F62C745F1B50E30CE7624BE4F.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/GR03HR100-SLxxx.jpg,GR03HR100SL357-ND,GR03HR100 SL357,Alpha Wire,CBL FMALE TO MALE 3POS 9.84',167,0,"28.24000","0","1","-","Active","Receptacle","Male Pins","3","All","M8","-","Free Hanging (In-Line)","Plug","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Slate","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
http://www.ia.omron.com/data_pdf/cat/xs3_ds_e_7_9_csm1345.pdf?id=781,//media.digikey.com/Photos/Omron%20Elect%20Photos/XS3F-E421-402-A.jpg,Z3614-ND,XS3F-E421-402-A,Omron Electronics Inc-EMC Div,CBL FMALE TO WIRE LEAD 4P 6.56',184,0,"28.50000","0","1","XS3","Active","Plug","Female Sockets","4","All","M8","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","-","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404099.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1404099.JPG,277-8298-ND,1404099,Phoenix Contact,CBL FMALE TO MALE 5POS 4.92',238,0,"29.18000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","4.92' (1.50m)","Standard","Round","Ethylene Propylene Diene Monomer (EPDM), Polypropylene (PP)","Gray","Unshielded","IP65/67/68/69K - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.alphawire.com/~/media/51863A19E9B1420D9E22B6D2DA088C08.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/xR04xR10x-SL.jpg,DR04AR101SL356-ND,DR04AR101 SL356,Alpha Wire,CBL FMALE TO MALE 4POS 3.28',135,0,"29.45000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","3.28' (1.00m)","Standard","Round","Polyurethane (PUR)","Slate","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.norcomp.net/rohspdfs/Circulars/M12/CCA-000-MYYR211.pdf,//media.digikey.com/Photos/Norcomp%20Photos/CCA-000-M02R211.jpg,NOR1462-ND,CCA-000-M02R211,NorComp Inc.,CBL FMALE TO FMALE 8P SHLD 6.56',148,0,"32.13000","0","1","-","Active","Plug","Female Sockets","8","All","M12","Keyed","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","Keyed","Free Hanging (In-Line)","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Shielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213492004XXXXX_100588444DRW000D.pdf,//media.digikey.com/Photos/Harting/21349200405100.jpg,1195-3882-ND,21349200477005,HARTING,CBL MALE TO WIRE LEAD 4POS 1.64',127,0,"34.87000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Round","Polyurethane (PUR)","Green","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
http://www.alphawire.com/~/media/2EF70F8586094A419A60B7C7A8C44FD2.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/DR08AR112-SLxxx.jpg,DR08AR123SL356-ND,DR08AR123 SL356,Alpha Wire,CBL FMALE TO MALE 8POS 3.28',150,0,"35.44000","0","1","-","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","3.28' (1.00m)","Standard","Round","Polyurethane (PUR)","Slate","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213492004XXXXX_100588444DRW000D.pdf,//media.digikey.com/Photos/Harting/21349200405100.jpg,1195-3883-ND,21349200477010,HARTING,CBL MALE TO WIRE LEAD 4POS 3.28',133,0,"38.67000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyurethane (PUR)","Green","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1522354.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1522354.jpg,277-10131-ND,1522354,Phoenix Contact,CBL MALE RA TO WIRE LD 6P 9.84',103,4,"44.97000","0","1","-","Active","Receptacle, Right Angle","Male Pins","6","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.molex.com/pdm_docs/sd/1300280028_sd.pdf,//media.digikey.com/Photos/Molex/1300280023.jpg,WM15516-ND,1300280028,Molex,CBL FMALE TO MALE 5P SHLD 3.28',769,0,"48.72000","0","1","Brad Mini-Change 130028","Active","Receptacle","Male Pins","5","All","-","Keyed","Free Hanging (In-Line)","Plug","Female Sockets","5","All","-","Keyed","Free Hanging (In-Line)","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Shielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.molex.com/pdm_docs/sd/1300280033_sd.pdf,//media.digikey.com/Photos/Molex/1300280023.jpg,WM15517-ND,1300280033,Molex,CBL FMALE TO MALE 5P SHLD 6.56',376,0,"53.70000","0","1","Brad Mini-Change 130028","Active","Receptacle","Male Pins","5","All","-","Keyed","Free Hanging (In-Line)","Plug","Female Sockets","5","All","-","Keyed","Free Hanging (In-Line)","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Shielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.molex.com/pdm_docs/sd/1300100864_sd.pdf,//media.digikey.com/Photos/Molex/1300100864.jpg,WM15426-ND,1300100864,Molex,CBL FMALE TO MALE 4POS 3.28',112,0,"54.57000","0","1","Brad Mini-Change 130010","Active","Receptacle","Male Pins","4","All","-","Keyed","Free Hanging (In-Line)","Plug","Female Sockets","4","All","-","Keyed","Free Hanging (In-Line)","3.28' (1.00m)","Standard","Round","Thermoplastic Elastomer (TPE)","Yellow","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213494944XXXXX_100588529DRW000D.pdf,//media.digikey.com/Photos/Harting/21349494477010.jpg,1195-3963-ND,21349494405050,HARTING,CBL MALE RA TO MALE RA 4P 16.4',133,0,"70.01000","0","1","-","Active","Receptacle, Right Angle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","Receptacle, Right Angle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Green","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213493004XXXXX_100588482DRW000C.pdf,//media.digikey.com/Photos/Harting/21349300477100.jpg,1195-3890-ND,21349300405010,HARTING,CBL FMALE TO WIRE LEAD 4P 3.28',242,0,"88.15000","0","1","M12","Active","Plug","Female Sockets","4","All","M12","D","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Green","Shielded","IP67 - Dust Tight, Waterproof","Cat5, Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1408811,//media.digikey.com/Photos/Phoenix%20Photos/1408811.jpg,277-12945-ND,1408811,Phoenix Contact,CBL FMALE TO MALE 4POS 32.8',83,69,"103.95000","0","1","-","Active","Receptacle","Male Pins","4 (Power)","All","M12","T","Free Hanging (In-Line)","Plug","Female Sockets","4 (Power)","All","M12","T","Free Hanging (In-Line)","32.8' (10.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1430336,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1430336.jpg,277-13138-ND,1430336,Phoenix Contact,CBL FMALE RA TO WIRE 17POS 9.84',31,0,"111.84000","0","1","-","Active","Plug, Right Angle","Female Sockets","17","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://lumberg-automationusa.com/eth/pdf/0985YM57530104.pdf,//media.digikey.com/Photos/Lumberg-Automation/0985-YM57530-100.jpg,1794-1106-ND,0985 YM57530 100/20M,Lumberg Automation,CBL MALE TO MALE 4POS SHLD 20',30,0,"114.30000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","65.6' (20.0m)","Standard","Round","Thermoplastic Elastomer (TPE)","Teal","Shielded","IP68 - Dust Tight, Waterproof","Cat5e, Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1518313,//media.digikey.com/Photos/Phoenix%20Photos/1518300.jpg,277-13353-ND,1518313,Phoenix Contact,CBL FMALE TO MALE 5P SHLD 49.2',35,0,"145.18000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","49.2' (15.00m)","Standard","Round","Polyurethane (PUR)","Violet","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.alphawire.com/~/media/CBC325D0947A479890348486972B7913.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_FW19EW127.jpg,FW19EW127BK358-ND,FW19EW127 BK358,Alpha Wire,CBL FML RA TO MALE RA 19P 16.4',50,0,"213.75000","0","1","-","Active","Receptacle, Right Angle","Male Pins","19","All","M23","Keyed","Free Hanging (In-Line)","Plug, Right Angle","Female Sockets","19","All","M23","Keyed","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.bulgin.com/products/pub/media/bulgin/data/M12%20Data%20Sheets.pdf,//media.digikey.com/Photos/Bulgin%20Photos/PXPxxx12RAF12ACL010Pxx.jpg,708-2365-ND,PXPTPU12RAM04ACL010PUR,Bulgin,CBL MALE RA TO WIRE LD 4P 3.28',142,0,"16.53000","0","1","Buccaneer® M12","Active","Receptacle, Right Angle","Male Pins","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.bulgin.com/products/pub/media/bulgin/data/M5%20Data%20Sheets.pdf,//media.digikey.com/Photos/Bulgin%20Photos/MFG_PXPxxC05FIM03ACL010PxC.jpg,708-2277-ND,PXPPVC05FIM03ACL010PVC,Bulgin,CBL MALE TO WIRE LEAD 3POS 3.28',153,0,"18.06000","0","1","Buccaneer® M5","Active","Receptacle","Male Pins","3","All","M5","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.bulgin.com/products/pub/media/bulgin/data/M12%20Data%20Sheets.pdf,//media.digikey.com/Photos/Bulgin%20Photos/PXPxxx12RAF12ACL010Pxx.jpg,708-2322-ND,PXPPVC12RAM12ACL010PVC,Bulgin,CBL MALE RA TO WIRE 12POS 3.28',148,0,"29.56000","0","1","Buccaneer® M12","Active","Receptacle, Right Angle","Male Pins","12","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2241021&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2241021-1.jpg,A120886-ND,2241021-1,TE Connectivity AMP Connectors,CBL MALE TO MALE 8POS SHLD 3.28',30,0,"96.41000","0","1","M12","Active","Plug","Male Pins","8","All","M12","X","Free Hanging (In-Line)","Plug","Male Pins","8","All","M12","X","Free Hanging (In-Line)","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Shielded","IP67 - Dust Tight, Waterproof","Cat6a, Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417111000X00L&DocType=Customer+Drawing&DocLang=English,-,A125547-ND,T4171110003-001,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 0.66',195,0,"7.20000","0","1","M12","Active","Receptacle","Female Sockets","5","3","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101050X00L&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/T4171010504-001.jpg,A126864-ND,T4171010504-001,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 0.66',575,0,"7.75000","0","1","M12","Active","Plug","Male Pins","5","4","M12","D","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101040X00L&DocType=Customer+Drawing&DocLang=English,-,A126862-ND,T4171010405-001,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 0.66',390,0,"8.40000","0","1","M12","Active","Plug","Male Pins","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417131000X00L&DocType=Customer+Drawing&DocLang=English,-,A125514-ND,T4171310005-001,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 0.66',108,0,"8.53000","0","1","M12","Active","Receptacle","Female Sockets","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101050X00L&DocType=Customer+Drawing&DocLang=English,-,A126865-ND,T4171010504-002,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 1.64',385,0,"8.67000","0","1","M12","Active","Plug","Male Pins","5","4","M12","D","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101000X00L&DocType=Customer+Drawing&DocLang=English,-,A126859-ND,T4171010004-002,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 1.64',377,0,"8.67000","0","1","M12","Active","Plug","Male Pins","5","4","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Sensata/28810.pdf,//media.digikey.com/Photos/Sensata%20Tech%20Photos/28810-2.jpg,1862-1004-ND,28810-2,Sensata Technologies,CBL FMALE TO WIRE LEAD 3P 6.67',140,0,"9.00000","0","1","-","Active","Receptacle","Female Sockets","3","All","-","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.67' (2.03m)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417111050X00L&DocType=Customer+Drawing&DocLang=English,-,A126873-ND,T4171110504-002,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 1.64',396,0,"9.11000","0","1","M12","Active","Receptacle","Female Sockets","5","4","M12","D","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273009&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273009-1.jpg,A127859-ND,1-2273009-3,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 3POS 16.4',175,0,"9.43000","0","1","M8","Active","Receptacle, Right Angle","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101040X00L&DocType=Customer+Drawing&DocLang=English,-,A126863-ND,T4171010405-002,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 1.64',383,0,"9.80000","0","1","M12","Active","Plug","Male Pins","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101000X00L&DocType=Customer+Drawing&DocLang=English,-,A126861-ND,T4171010005-002,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 1.64',350,0,"9.80000","0","1","M12","Active","Plug","Male Pins","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417111040X00L&DocType=Customer+Drawing&DocLang=English,-,A126871-ND,T4171110405-002,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 1.64',1553,0,"10.30000","0","1","M12","Active","Receptacle","Female Sockets","5","All","M12","B","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40521XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142391-ND,T4052118003-001,TE Connectivity AMP Connectors,RPC-M8-3MS-0.5-M12-3FR-PVC,200,0,"10.76000","0","1","M8, M12","Active","Receptacle","Male Pins","3","All","M8","A","Free Hanging (In-Line)","Plug, Right Angle","Female Sockets","5","3","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40522XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142392-ND,T4052218003-001,TE Connectivity AMP Connectors,RPC-M8-3MR-0.5-M12-3FR-PVC,200,0,"10.79000","0","1","M8, M12","Active","Receptacle, Right Angle","Male Pins","3","All","M8","A","Free Hanging (In-Line)","Plug, Right Angle","Female Sockets","5","3","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
http://www.amphenolltw.com/2012download/2D%20PDF/03_M%20Series%20Sensor%20Connectors/8A-06AMMM-SL7AXX.pdf,-,1754-1530-ND,8A-06AMMM-SL7A01,Amphenol LTW,CBL MALE TO WIRE LEAD 6POS 3.28',199,0,"10.80000","0","1","M","Active","Plug","Male Pins","6","All","M8","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Shielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40521XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142389-ND,T4052127003-001,TE Connectivity AMP Connectors,RPC-M8-3MS-0.5-M12-3FS-PUR,195,0,"11.02000","0","1","M8, M12","Active","Receptacle","Male Pins","3","All","M8","A","Free Hanging (In-Line)","Plug","Female Sockets","5","3","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyurethane (PUR)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40522XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142399-ND,T4052227004-001,TE Connectivity AMP Connectors,RPC-M8-4MR-0.5-M12-4FS-PUR,200,0,"11.07000","0","1","M8, M12","Active","Receptacle, Right Angle","Male Pins","4","All","M8","A","Free Hanging (In-Line)","Plug","Female Sockets","5","4","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyurethane (PUR)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273022&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2273022-1.jpg,A127862-ND,1-2273022-3,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 3P 16.4',123,0,"11.11000","0","1","M12","Active","Plug","Male Pins","3","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40522XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142402-ND,T4052228004-001,TE Connectivity AMP Connectors,RPC-M8-4MR-0.5-M12-4FR-PUR,200,0,"11.13000","0","1","M8, M12","Active","Receptacle, Right Angle","Male Pins","4","All","M8","A","Free Hanging (In-Line)","Plug, Right Angle","Female Sockets","5","4","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyurethane (PUR)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213484004XXXXX_100578816DRW009B.pdf,//media.digikey.com/Photos/Harting/21348400484010.jpg,1195-6190-ND,21348400484010,HARTING,CBL MALE TO WIRE LEAD 4POS 3.28',111,0,"11.20000","0","1","M12","Active","Receptacle","Male Pins","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417122000800X&DocType=Customer+Drawing&DocLang=English,-,A142132-ND,T4171220008-001,TE Connectivity AMP Connectors,"M12 A-CODING 0.2M WIRE, 8 POLES,",196,0,"11.22000","0","1","M12","Active","Receptacle","Male Pins","8","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","-","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417102000800X&DocType=Customer+Drawing&DocLang=English,-,A142130-ND,T4171020008-001,TE Connectivity AMP Connectors,"M12 A-CODING 0.2M WIRE, 8 POLES,",170,0,"11.22000","0","1","M12","Active","Receptacle","Male Pins","8","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","-","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40521XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142395-ND,T4052117004-001,TE Connectivity AMP Connectors,RPC-M8-4MS-0.5-M12-4FS-PVC,200,0,"11.25000","0","1","M8, M12","Active","Receptacle","Male Pins","4","All","M8","A","Free Hanging (In-Line)","Plug","Female Sockets","5","4","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40522XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142398-ND,T4052217004-001,TE Connectivity AMP Connectors,RPC-M8-4MR-0.5-M12-4FS-PVC,200,0,"11.25000","0","1","M8, M12","Active","Receptacle, Right Angle","Male Pins","4","All","M8","A","Free Hanging (In-Line)","Plug","Female Sockets","5","4","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T40521XX00XXXX&DocType=Customer+Drawing&DocLang=English,-,A142403-ND,T4052118004-001,TE Connectivity AMP Connectors,RPC-M8-4MS-0.5-M12-4FR-PVC,200,0,"11.27000","0","1","M8, M12","Active","Receptacle","Male Pins","4","All","M8","A","Free Hanging (In-Line)","Plug, Right Angle","Female Sockets","5","4","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
