Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector Type","1st Connector Gender","1st Connector Number of Positions","1st Connector Number of Positions Loaded","1st Connector Shell Size - Insert","1st Connector Orientation","1st Connector Mounting Type","2nd Connector Type","2nd Connector Gender","2nd Connector Number of Positions","2nd Connector Number of Positions Loaded","2nd Connector Shell Size - Insert","2nd Connector Orientation","2nd Connector Mounting Type","Length","Assembly Configuration","Cable Type","Cable Material","Color","Shielding","Ingress Protection","Usage"
http://www.tensility.com/pdffiles/10-00538.pdf,//media.digikey.com/Photos/Tensility%20Intl/10-00538.JPG,839-1089-ND,10-00538,Tensility International Corp,CBL FMALE RA TO WIRE 13POS 6',117,0,"10.32000","0","1","-","Obsolete","Plug, Right Angle","Female Sockets","13","All","DIN","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.00' (1.83m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Shielded","-","-"
http://www.tensility.com/pdffiles/10-00423.pdf,//media.digikey.com/Photos/Tensility%20Intl/10-00423.JPG,839-1052-ND,10-00423,Tensility International Corp,CBL MALE TO WIRE LEAD 7POS 6',313,0,"10.59000","0","1","-","Obsolete","Receptacle","Male Pins","7","All","MiniDin","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.00' (1.83m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Shielded","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Source-Book/Microminiature/MIKQ.pdf,-,MIKQ6-7SH076-ND,MIKQ6-7SH076,"ITT Cannon, LLC",CBL FMALE TO WIRE LEAD 7P UNSHLD,48,48,"189.28000","0","1","MIKQ","Active","Plug","Female Sockets","7","All","-","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","3.00' (914.40mm)","Standard","Individual","-","Multiple","Unshielded","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Source-Book/Microminiature/MIKQ.pdf,-,MIKQ6-1-7SH003-ND,MIKQ6-1-7SH003,"ITT Cannon, LLC",CBL FMALE TO WIRE LEAD 7P 1.50',48,48,"202.15000","0","1","MIKQ","Active","Plug","Female Sockets","7","All","-","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","1.50' (457.20mm)","Standard","Individual","-","Multiple","Unshielded","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Source-Book/Microminiature/MIKQ.pdf,-,MIKQ6-7SH003-ND,MIKQ6-7SH003,"ITT Cannon, LLC",CBL FMALE TO WIRE LEAD 7P 1.50',48,48,"202.15000","0","1","MIKQ","Active","Plug","Female Sockets","7","All","-","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","1.50' (457.20mm)","Standard","Individual","-","Multiple","Unshielded","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Source-Book/Microminiature/MIKQ.pdf,-,MIKQ6-7SH005-ND,MIKQ6-7SH005,"ITT Cannon, LLC",CBL FMALE TO WIRE LEAD 7P 2.50',48,48,"202.15000","0","1","MIKQ","Active","Plug","Female Sockets","7","All","-","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","2.50' (762.00mm)","Standard","Individual","-","Multiple","Unshielded","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Source-Book/Microminiature/MIKQ.pdf,-,MIKQ6-7SH006-ND,MIKQ6-7SH006,"ITT Cannon, LLC",CBL FMALE TO WIRE LEAD 7P 3',48,48,"202.15000","0","1","MIKQ","Active","Plug","Female Sockets","7","All","-","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","3.00' (914.40mm)","Standard","Individual","-","Multiple","Unshielded","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Source-Book/Microminiature/MIKQ.pdf,-,MIKQ6-7SH023-ND,MIKQ6-7SH023,"ITT Cannon, LLC",CBL FMALE TO WIRE LEAD 7P 1.67',48,48,"202.15000","0","1","MIKQ","Active","Plug","Female Sockets","7","All","-","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","1.67' (508.00mm)","Standard","Individual","-","Multiple","Unshielded","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Source-Book/Microminiature/MIKQ.pdf,-,MIKQ6-7SH074-ND,MIKQ6-7SH074,"ITT Cannon, LLC",CBL FMALE TO WIRE LEAD 7P 1.50',48,48,"202.15000","0","1","MIKQ","Active","Plug","Female Sockets","7","All","-","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","1.50' (457.20mm)","Standard","Individual","-","Multiple","Unshielded","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1682854.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1682854.jpg,277-4424-ND,1682854,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 9.84',61,777,"27.43000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/21348400CXXXXX_100583095DRW009B.pdf,//media.digikey.com/photos/Harting/21348400C790x0.jpg,1195-4124-ND,21348400C79010,HARTING,CBL MALE TO WIRE LEAD 12P 3.28',77,0,"27.44000","0","1","M12","Active","Receptacle","Male Pins","12","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213484858XXXXX_100578827DRW009E.pdf,//media.digikey.com/Photos/Harting/21348485882050.jpg,1195-5861-ND,21348485882050,HARTING,CBL FMALE TO MALE 8POS 16.4',78,0,"30.54000","0","1","M12","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1681619.pdf,//media.digikey.com/photos/Phoenix%20Photos/1681619.jpg,277-4811-ND,1681619,Phoenix Contact,CBL FMALE TO MALE 5POS 9.84',56,32,"34.64000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1500716.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1500716.jpg,277-4298-ND,1500716,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 32.8',91,92,"48.16000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","32.8' (10.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1419713.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1419713.jpg,277-12278-ND,1419713,Phoenix Contact,CBL FMALE TO WIRE LEAD 12P 1.64',19,0,"49.38000","0","1","-","Active","Plug","Female Sockets","12","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1500910,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1500910.jpg,277-13325-ND,1500910,Phoenix Contact,CBL FMALE TO MALE 5POS 9.84',75,127,"52.99000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1522707.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1522707.jpg,277-4571-ND,1522707,Phoenix Contact,CBL FMALE TO MALE 8POS 9.84',33,0,"65.61000","0","1","-","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1522833.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1522833.jpg,277-4827-ND,1522833,Phoenix Contact,CBL MALE RA TO WIRE LD 8P 16.4',36,0,"69.55000","0","1","-","Active","Receptacle, Right Angle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-106140&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/T4072014031-001.jpg,A126833-ND,T4072014031-001,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 3POS 0.66',91,0,"6.72000","0","1","M8","Active","Plug","Male Pins","3","All","M8","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","-","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-2273000-1.jpg,A120946-ND,1-2273000-1,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 3POS 4.92',28,0,"7.13000","0","1","M8","Active","Plug","Male Pins","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65 - Dust Tight, Water Resistant","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273011&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273011-1.jpg,A120957-ND,1-2273011-1,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 4POS 4.92',83,0,"7.51000","0","1","M8","Active","Receptacle, Right Angle","Female Sockets","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417111000X00L&DocType=Customer+Drawing&DocLang=English,-,A126867-ND,T4171110004-002,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 1.64',89,0,"9.11000","0","1","M12","Active","Receptacle","Female Sockets","5","4","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1406281.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1406281.JPG,277-9856-ND,1406281,Phoenix Contact,CBL MALE TO WIRE LEAD 3POS 6.56',36,26,"10.12000","0","1","-","Active","Receptacle","Male Pins","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1406246,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1406246.jpg,277-12271-ND,1406246,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 6.56',93,0,"10.55000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273088&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273088-1.jpg,A120974-ND,1-2273088-1,TE Connectivity AMP Connectors,CBL MALE RA TO WIRE LD 5P 4.92',38,0,"10.79000","0","1","M12","Active","Plug, Right Angle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1406169,//media.digikey.com/Photos/Phoenix%20Photos/140616x%20Series.JPG,277-9844-ND,1406169,Phoenix Contact,CBL FMALE TO WIRE LEAD 5P 6.56',82,192,"12.16000","0","1","-","Active","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273034&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273034-1.jpg,A120996-ND,2273034-1,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 4.92',100,0,"12.19000","0","1","M12","Active","Receptacle","Male Pins","5","All","M12","D","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Switchcraft%20PDFs/CA6280zPzzz90_Dwg.pdf,//media.digikey.com/Photos/Conxall/CA62802P07990.jpg,SC2351-ND,CA62802P07990,Conxall/Switchcraft,CBL MALE TO WIRE LEAD 2POS 6.56',46,0,"12.83000","0","1","Mini-Con-X®","Active","Plug","Male Pins","2","All","-","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","-","-","-"
https://docs.wixstatic.com/ugd/8176a5_8af53b9413354677bcaca3c803835f4b.pdf,//media.digikey.com/Photos/IO-Audio-Technologies/MFG_IO-XLR3-10-E.jpg,1937-1008-ND,IO-XLR3-10-E,IO Audio Technologies,CBL FMALE TO MALE 3P SHLD 10',55,0,"13.13000","0","1","-","Active","Receptacle","Male Pins","3","All","XLR","-","Free Hanging (In-Line)","Plug","Female Sockets","2","All","XLR","-","Free Hanging (In-Line)","10.00' (3.05m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Shielded","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1669712.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1669712.jpg,277-4258-ND,1669712,Phoenix Contact,CBL FMALE TO WIRE LEAD 3P 4.92',77,28,"14.16000","0","1","-","Active","Plug","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1406245.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1406245.JPG,277-9853-ND,1406245,Phoenix Contact,CBL FMALE TO WIRE LEAD 4PS 16.4',88,90,"14.54000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Switchcraft%20PDFs/Mini_Con_X_EN3_2_meter_Cables.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/CAEN3C2F07990.jpg,SC2297-ND,CAEN3C2F07990,Switchcraft Inc.,CBL FMALE TO WIRE LEAD 2P 6.56',83,0,"15.88000","0","1","EN3®","Active","Plug","Female Sockets","2","All","-","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP68 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Switchcraft%20PDFs/CA6280zPzzz90_Dwg.pdf,//media.digikey.com/Photos/Conxall/CA62804P07990.JPG,SC2353-ND,CA62804P07990,Conxall/Switchcraft,CBL MALE TO WIRE LEAD 4POS 6.56',69,0,"16.16000","0","1","Mini-Con-X®","Active","Plug","Male Pins","4","All","-","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/213484008XXXXX_100578925DRW009B.pdf,//media.digikey.com/Photos/Harting/213484008820x0.jpg,1195-5864-ND,21348400882010,HARTING,CBL MALE TO WIRE LEAD 8POS 3.28',31,0,"17.03000","0","1","M12","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1669822,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1669822.jpg,277-13645-ND,1669822,Phoenix Contact,CBL FMALE TO WIRE LEAD 5P 4.92',15,232,"17.60000","0","1","-","Active","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1681855.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1681855.jpg,277-4277-ND,1681855,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 9.84',81,262,"17.89000","0","1","-","Active","Plug","Female Sockets","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213484855XXXXX_100578788DRW009C.pdf,//media.digikey.com/Photos/Harting/MFG_21348485585010.jpg,1195-6266-ND,21348485585010,HARTING,CBL FMALE TO MALE 5POS 3.28',77,0,"17.91000","0","1","M12","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","3.28' (1.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1456080,//media.digikey.com/Photos/Phoenix%20Photos/1456080.JPG,277-13249-ND,1456080,Phoenix Contact,CBL FMALE TO WIRE LEAD 3P 1.64',58,0,"17.97000","0","1","-","Active","Plug","Female Sockets","3","All","M8","-","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1406189,//media.digikey.com/photos/Phoenix%20Photos/1406189.jpg,277-12859-ND,1406189,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 6.56',23,90,"17.97000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/XS2F-M12PVC4A.jpg,Z3230-ND,XS2F-M12PVC4A5M,Omron Electronics Inc-EMC Div,CBL FMALE RA TO WIRE 4POS 16.4',100,30,"18.10000","0","1","XS2","Active","Plug, Right Angle","Female Sockets","4","All","M12","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1406193.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1406193.jpg,277-9848-ND,1406193,Phoenix Contact,CBL FMALE TO MALE 4POS 4.92',89,0,"18.21000","0","1","-","Active","Receptacle","Male Pins","4","All","M8","-","Free Hanging (In-Line)","Plug","Female Sockets","4","All","M8","-","Free Hanging (In-Line)","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1453478.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1453478.jpg,277-11485-ND,1453478,Phoenix Contact,CBL MALE TO WIRE LEAD 4POS 1.64',66,89,"18.36000","0","1","-","Active","Receptacle","Male Pins","3","All","M8","-","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1551875.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1551875.jpg,277-2770-ND,1551875,Phoenix Contact,CBL MALE TO WIRE LEAD 4POS 1.64',47,298,"18.53000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","A","Panel Feed Through","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1500334.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1500334.jpg,277-2686-ND,1500334,Phoenix Contact,CBL MALE TO WIRE LEAD 3POS 1.64',88,331,"19.30000","0","1","-","Active","Receptacle","Male Pins","3","All","M8","-","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1668111.pdf,//media.digikey.com/photos/Phoenix%20Photos/1668111.jpg,277-4206-ND,1668111,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 9.84',41,513,"19.32000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1693788_1503276_1406413_1567694_Dwg.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1693788.jpg,277-2681-ND,1693788,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 1.64',54,148,"19.78000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Panel Feed Through","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Round","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1693762.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1693762.jpg,277-2690-ND,1693762,Phoenix Contact,CBL MALE TO WIRE LEAD 4POS 1.64',52,722,"19.78000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","A","Panel Feed Through","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Round","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1500347.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1500347.jpg,277-2740-ND,1500347,Phoenix Contact,CBL MALE TO WIRE LEAD 4POS 1.64',64,0,"19.99000","0","1","-","Active","Receptacle","Male Pins","4","All","M8","-","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213484854XXXXX_100578626DRW009D.pdf,//media.digikey.com/Photos/Harting/21348485484050.jpg,1195-6251-ND,21348485484050,HARTING,CBL FMALE TO MALE 4POS 16.4',49,0,"20.06000","0","1","M12","Active","Receptacle","Male Pins","4","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1669770.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1669770.jpg,277-4422-ND,1669770,Phoenix Contact,CBL MALE TO WIRE LEAD 5POS 9.84',43,107,"20.06000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
