Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Type","Length","Voltage","Barrel Depth","Wire Gauge","Shielding","Color - Cap","Color - Wire","Material - Cap"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-862549-4.jpg,A122239-ND,5-862549-4,"TE Connectivity Aerospace, Defense and Marine",LGH-1 PLUG TO CBL 16AWG 12.38"",30,0,"145.06000","0","1","-","Active","LGH-1 Plug to Cable (Round)","12.38"" (314.452mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LGH-1%5E2%20Plug%20to%20Cable.jpg,A122250-ND,830611-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 24.25"",2,0,"167.86000","0","1","-","Active","LGH-1/2 Plug to Cable (Round)","24.25"" (615.950mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1-830611-0.jpg,A128258-ND,1-830611-0,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 36.25"",19,0,"131.10000","0","1","-","Active","LGH-1/2 Plug to Cable (Round)","36.25"" (920.750mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/862545-6.jpg,A141548-ND,862545-5,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 15.38"",25,0,"143.02000","0","1","-","Active","LGH-1/2 Plug to Cable (Round)","15.38"" (390.652mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=846290&DocType=Customer+Drawing&DocLang=English,-,A129127-ND,846290-6,TE Connectivity AMP Connectors,LGH-4 PLUG TO CBL 16AWG 36.38"",5,0,"475.97000","0","1","-","Active","LGH-4 Plug to Cable (Round)","36.38"" (924.052mm)","50kV","2.00"" (50.80mm)","16 AWG","Unshielded","Green","White","Epoxy"
-,-,862197-6-ND,862197-6,"TE Connectivity Aerospace, Defense and Marine","LGH, RECEPTACLE ASS'Y",0,0,"26.34510","0","300","*","Active","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867956&DocType=Customer+Drawing&DocLang=English,-,867956-1-ND,867956-1,TE Connectivity AMP Connectors,LGH-1/2L PLUG TO CBL 16AWG 6.38"",0,0,"47.02100","0","500","-","Active","LGH-1/2L Plug to Cable (Round)","6.38"" (162.052mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1218134&DocType=Customer+Drawing&DocLang=English,-,1218134-1-ND,1218134-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH TO CBL 22AWG 10"",0,0,"48.39900","0","500","-","Active","Micro-Miniature LGH, Plug Right Angle, 1 pos to Cable (Round)","10.00"" (254.000mm)","7kV","0.60"" (15.24mm)","22 AWG","Unshielded","No Cap","White","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=443958&DocType=Customer+Drawing&DocLang=English,-,443958-1-ND,443958-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH TO CBL 24AWG 8"",0,0,"56.70430","0","200","-","Active","Micro-Miniature LGH, Receptacle, 1 pos to Cable (Round)","8.00"" (203.200mm)","6kV","0.63"" (16.00mm)","24 AWG","Unshielded","Red","Red","Silicone Rubber"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=443957&DocType=Customer+Drawing&DocLang=English,-,443957-1-ND,443957-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH TO CBL 24AWG 8"",0,0,"59.63720","0","300","-","Active","Micro-Miniature LGH, Plug, 1 pos to Cable (Round)","8.00"" (203.200mm)","6kV","0.71"" (18.03mm)","24 AWG","Unshielded","No Cap","Red","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868399&DocType=Customer+Drawing&DocLang=English,-,868399-3-ND,868399-3,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 15.38"",0,0,"67.58210","0","100","-","Active","LGH-1/2 Plug to Cable (Round)","15.38"" (390.652mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","Red","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=445245&DocType=Customer+Drawing&DocLang=English,-,445245-4-ND,445245-4,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2L PLUG TO CBL 16AWG 13"",0,0,"69.69190","0","100","-","Active","LGH-1/2L Plug to Cable (Round)","13.00"" (330.200mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Red","White","Epoxy, Glass Filled"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/LGH%20High%20Volt%20Conn%20cat.pdf#Page=55,-,443815-1-ND,443815-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH-WIRE 24AWG 11.31"",0,0,"71.50000","0","500","-","Active","Micro-Miniature LGH, Receptacle, 3 pos to Individual Wire Leads","11.31"" (287.274mm)","-","-","24 AWG","-","No Cap","Multiple Colors","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,-,862545-2-ND,862545-2,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 8.38"",0,0,"72.67120","0","250","-","Active","LGH-1/2 Plug to Cable (Round)","8.38"" (212.852mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5830611&DocType=Customer+Drawing&DocLang=English,-,1-5830611-1-ND,1-5830611-1,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 8.25"",0,0,"75.48700","0","100","-","Active","LGH-1/2 Plug to Cable (Round)","8.25"" (209.550mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867824&DocType=Customer+Drawing&DocLang=English,-,867824-1-ND,867824-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH TO CBL 22AWG 24"",0,0,"75.80600","0","60","-","Active","Micro-Miniature LGH, Receptacle, 1 pos to Cable (Round)","24.00"" (609.600mm)","7.5kV","0.61"" (15.49mm)","22 AWG","Unshielded","No Cap","White","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/862545-6.jpg,5-862545-4-ND,5-862545-4,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 12.38"",0,0,"78.33658","0","120","-","Active","LGH-1/2 Plug to Cable (Round)","12.38"" (314.452mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5830613&DocType=Customer+Drawing&DocLang=English,-,5830613-1-ND,5830613-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2L PLG TO CBL 16AWG 24.25"",0,0,"80.51490","0","100","-","Active","LGH-1/2L Plug to Cable (Round)","24.25"" (615.950mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867823&DocType=Customer+Drawing&DocLang=English,-,867823-1-ND,867823-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH TO CBL 22AWG 15"",0,0,"82.04100","0","50","-","Active","Micro-Miniature LGH, Plug, 1 pos to Cable (Round)","15.00"" (381.000mm)","7.5kV","0.68"" (17.27mm)","22 AWG","Unshielded","No Cap","White","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,-,830611-8-ND,830611-8,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 4.38"",0,0,"84.83160","0","25","-","Active","LGH-1/2 Plug to Cable (Round)","4.38"" (111.252mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862547&DocType=Customer+Drawing&DocLang=English,-,862547-4-ND,862547-4,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 12.38"",0,0,"85.26880","0","100","-","Active","LGH-1/2L Plug to Cable (Round)","12.38"" (314.452mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5837655&DocType=Customer+Drawing&DocLang=English,-,5837655-9-ND,5837655-9,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 20.38"",0,0,"86.34760","0","50","-","Active","LGH-1 Plug to Cable (Round)","20.38"" (517.652mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=840706&DocType=Customer+Drawing&DocLang=English,-,840706-1-ND,840706-1,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 12.25"",0,0,"86.78950","0","160","-","Active","LGH-1/2L Plug to Cable (Round)","12.25"" (311.150mm)","15kV","0.55"" (13.97mm)","16 AWG","Unshielded","Green","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1218147&DocType=Customer+Drawing&DocLang=English,-,1218147-1-ND,1218147-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MIN LGH TO CBL 24AWG 12.5"",0,0,"88.13100","0","50","-","Active","Micro-Miniature LGH, Plug, 1 pos to Cable (Round)","12.50"" (317.500mm)","6kV","0.71"" (18.03mm)","24 AWG","Unshielded","No Cap","Red","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837655&DocType=Customer+Drawing&DocLang=English,-,1-837655-1-ND,1-837655-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1 PLUG TO CBL 16AWG 12.38"",0,0,"90.63921","0","240","-","Active","LGH-1 Plug to Cable (Round)","12.38"" (314.452mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,-,1-830611-1-ND,1-830611-1,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 8.25"",0,0,"90.74880","0","100","-","Active","LGH-1/2 Plug to Cable (Round)","8.25"" (209.550mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867963&DocType=Customer+Drawing&DocLang=English,-,867963-2-ND,867963-2,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 5.38"",0,0,"95.75889","0","36","-","Active","LGH-1/2 Plug to Cable (Round)","5.38"" (136.652mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868399&DocType=Customer+Drawing&DocLang=English,-,5-868399-3-ND,5-868399-3,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 15.38"",0,0,"97.25160","0","50","-","Active","LGH-1/2 Plug to Cable (Round)","15.38"" (390.652mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","Red","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1218148&DocType=Customer+Drawing&DocLang=English,-,A115723-ND,1218148-1,"TE Connectivity Aerospace, Defense and Marine",MICRO-MIN LGH TO CBL 24AWG 12.5"",0,0,"98.06360","0","50","-","Active","Micro-Miniature LGH, Receptacle, 1 pos to Cable (Round)","12.50"" (317.500mm)","6kV","0.63"" (16.00mm)","24 AWG","Unshielded","No Cap","Red","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867938&DocType=Customer+Drawing&DocLang=English,-,867938-1-ND,867938-1,TE Connectivity AMP Connectors,LGH-1/2L PLUG TO CBL 16AWG 8.38"",0,0,"99.95520","0","150","-","Active","LGH-1/2L Plug to Cable (Round)","8.38"" (212.852mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","-","Red","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5830611&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LGH-1%5E2%20Plug%20to%20Cable.jpg,1-5830611-0-ND,1-5830611-0,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 36.25"",0,0,"100.25300","0","60","-","Active","LGH-1/2 Plug to Cable (Round)","36.25"" (920.750mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5837655&DocType=Customer+Drawing&DocLang=English,-,4-5837655-7-ND,4-5837655-7,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 8.38"",0,0,"101.44760","0","25","-","Active","LGH-1 Plug to Cable (Round)","8.38"" (212.852mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863534&DocType=Customer+Drawing&DocLang=English,-,863534-5-ND,863534-5,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 15.38"",0,0,"102.11983","0","120","-","Active","LGH-1/2L Plug to Cable (Round)","15.38"" (390.652mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867937&DocType=Customer+Drawing&DocLang=English,-,867937-1-ND,867937-1,TE Connectivity AMP Connectors,LGH-1/2L PLUG TO CBL 16AWG 6.25"",0,0,"102.20200","0","200","-","Active","LGH-1/2L Plug to Cable (Round)","6.25"" (158.750mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Red","White","Epoxy, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,-,2-862549-2-ND,2-862549-2,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 4.38"",0,0,"102.84850","0","60","-","Active","LGH-1 Plug to Cable (Round)","4.38"" (111.252mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862547&DocType=Customer+Drawing&DocLang=English,-,862547-6-ND,862547-6,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2L PLG TO CBL 16AWG 18.38"",0,0,"103.99670","0","200","-","Active","LGH-1/2L Plug to Cable (Round)","18.38"" (466.852mm)","23kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=859331&DocType=Customer+Drawing&DocLang=English,-,859331-2-ND,859331-2,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 7"",0,0,"104.80500","0","100","-","Active","LGH-1 Plug to Cable (Round)","7.00"" (177.800mm)","15kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=445162&DocType=Customer+Drawing&DocLang=English,-,445162-2-ND,445162-2,TE Connectivity AMP Connectors,LGH-1/4 PLUG TO CBL 22AWG 12"",0,0,"105.18860","0","100","-","Active","LGH-1/4 Plug to Cable (Round)","12.00"" (304.800mm)","5kV","0.25"" (6.35mm)","22 AWG","Unshielded","Black","White","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=832692&DocType=Customer+Drawing&DocLang=English,-,2-832692-0-ND,2-832692-0,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 6.38"",0,0,"105.34400","0","10","-","Active","LGH-1L Plug to Cable (Round)","6.38"" (162.052mm)","25kV","0.91"" (23.11mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,-,862545-3-ND,862545-3,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 10.38"",0,0,"105.85000","0","75","-","Active","LGH-1/2 Plug to Cable (Round)","10.38"" (263.652mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867961&DocType=Customer+Drawing&DocLang=English,-,867961-2-ND,867961-2,TE Connectivity AMP Connectors,LGH-1/2L PLUG TO CBL 16AWG 6.25"",0,0,"107.13600","0","25","-","Active","LGH-1/2L Plug to Cable (Round)","6.25"" (158.750mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5863701&DocType=Customer+Drawing&DocLang=English,-,1-5863701-1-ND,1-5863701-1,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 12.38"",0,0,"109.18500","0","50","-","Active","LGH-1 Plug to Cable (Round)","12.38"" (314.452mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5830611&DocType=Customer+Drawing&DocLang=English,-,2-5830611-1-ND,2-5830611-1,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 6.38"",0,0,"109.69590","0","100","-","Active","LGH-1/2 Plug to Cable (Round)","6.38"" (162.052mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868583&DocType=Customer+Drawing&DocLang=English,-,868583-6-ND,868583-6,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 4.38"",0,0,"110.28240","0","25","-","Active","LGH-1L Plug to Cable (Round)","4.38"" (111.252mm)","25kV","0.91"" (23.11mm)","16 AWG","Unshielded","Red","White, Yellow Stripe","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=832692&DocType=Customer+Drawing&DocLang=English,-,2-832692-2-ND,2-832692-2,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 12.38"",0,0,"110.86700","0","50","-","Active","LGH-1L Plug to Cable (Round)","12.38"" (314.452mm)","25kV","0.91"" (23.11mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,-,862549-1-ND,862549-1,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 6.38"",0,0,"110.95400","0","60","-","Active","LGH-1 Plug to Cable (Round)","6.38"" (162.052mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867961&DocType=Customer+Drawing&DocLang=English,-,867961-3-ND,867961-3,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 14.38"",0,0,"111.25770","0","200","-","Active","LGH-1/2L Plug to Cable (Round)","14.38"" (365.252mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
-,-,5-445162-2-ND,5-445162-2,"TE Connectivity Aerospace, Defense and Marine",LGH 1/4 LEAD ASSY,0,0,"111.91530","0","200","*","Active","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5837655&DocType=Customer+Drawing&DocLang=English,-,4-5837655-5-ND,4-5837655-5,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 10.38"",0,0,"115.14950","0","40","-","Active","LGH-1 Plug to Cable (Round)","10.38"" (263.652mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=445052&DocType=Customer+Drawing&DocLang=English,-,445052-1-ND,445052-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1 PLUG TO CBL 16AWG 4.5"",0,0,"116.23200","0","50","-","Active","LGH-1 Plug to Cable (Round)","4.50"" (114.300mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=860424&DocType=Customer+Drawing&DocLang=English,-,860424-1-ND,860424-1,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 22AWG 12.38"",0,0,"116.63800","0","75","-","Active","LGH-1/2 Plug to Cable (Round)","12.38"" (314.452mm)","10kV","0.53"" (13.46mm)","22 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=860425&DocType=Customer+Drawing&DocLang=English,-,5-860425-1-ND,5-860425-1,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 22AWG 12.38"",0,0,"117.39200","0","50","-","Active","LGH-1/2L Plug to Cable (Round)","12.38"" (314.452mm)","15kV","0.89"" (22.61mm)","22 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,-,862549-4-ND,862549-4,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 12.38"",0,0,"119.19000","0","60","-","Active","LGH-1 Plug to Cable (Round)","12.38"" (314.452mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863139&DocType=Customer+Drawing&DocLang=English,-,863139-3-ND,863139-3,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 15.38"",0,0,"119.27220","0","100","-","Active","LGH-1/2L Plug to Cable (Round)","15.38"" (390.652mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=860425&DocType=Customer+Drawing&DocLang=English,-,860425-1-ND,860425-1,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 22AWG 12.38"",0,0,"120.39560","0","100","-","Active","LGH-1/2L Plug to Cable (Round)","12.38"" (314.452mm)","15kV","0.89"" (22.61mm)","22 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830637&DocType=Customer+Drawing&DocLang=English,-,830637-5-ND,830637-5,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 36.38"",0,0,"121.91631","0","160","-","Active","LGH-1L Plug to Cable (Round)","36.38"" (924.052mm)","25kV","1.69"" (42.93mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862192&DocType=Customer+Drawing&DocLang=English,-,862192-1-ND,862192-1,TE Connectivity AMP Connectors,LGH-1 PLUG TO J1-22 PLG 16AWG 9"",0,0,"122.28620","0","100","-","Active","LGH-1 Plug to J1-22 Plug Contact, Right Angle","9.00"" (228.600mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Black","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830613&DocType=Customer+Drawing&DocLang=English,-,2-830613-2-ND,2-830613-2,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 14.38"",0,0,"122.93050","0","40","-","Active","LGH-1/2L Plug to Cable (Round)","14.38"" (365.252mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,-,1-830611-3-ND,1-830611-3,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 16.38"",0,0,"123.39200","0","20","-","Active","LGH-1/2 Plug to Cable (Round)","16.38"" (416.052mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/862545-6.jpg,1-862545-7-ND,1-862545-7,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 5.38"",0,0,"123.72120","0","25","-","Active","LGH-1/2 Plug to Cable (Round)","5.38"" (136.652mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/862545-6.jpg,862545-1-ND,862545-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 6.38"",0,0,"124.49600","0","40","-","Active","LGH-1/2 Plug to Cable (Round)","6.38"" (162.052mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
