Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Type","Length","Voltage","Barrel Depth","Wire Gauge","Shielding","Color - Cap","Color - Wire","Material - Cap"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868583&DocType=Customer+Drawing&DocLang=English,-,868583-7-ND,868583-7,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 16.38"",0,0,"149.57520","0","25","-","Active","LGH-1L Plug to Cable (Round)","16.38"" (416.052mm)","25kV","0.91"" (23.11mm)","16 AWG","Unshielded","Red","White, Yellow Stripe","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837655&DocType=Customer+Drawing&DocLang=English,-,4-837655-5-ND,4-837655-5,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 10.38"",0,0,"150.65500","0","20","-","Active","LGH-1 Plug to Cable (Round)","10.38"" (263.652mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,-,1-862545-4-ND,1-862545-4,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 14.38"",0,0,"151.07600","0","10","-","Active","LGH-1/2 Plug to Cable (Round)","14.38"" (365.252mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862547&DocType=Customer+Drawing&DocLang=English,-,1-862547-2-ND,1-862547-2,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2L PLUG TO CBL 16AWG 9.38"",0,0,"151.38000","0","10","-","Active","LGH-1/2L Plug to Cable (Round)","9.38"" (238.252mm)","23kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837655&DocType=Customer+Drawing&DocLang=English,-,837655-4-ND,837655-4,"TE Connectivity Aerospace, Defense and Marine",LGH-1 PLUG TO CBL 16AWG 9"",0,0,"151.41967","0","30","-","Active","LGH-1 Plug to Cable (Round)","9.00"" (228.600mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,-,862545-8-ND,862545-8,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 24.38"",0,0,"151.49600","0","20","-","Active","LGH-1/2 Plug to Cable (Round)","24.38"" (619.252mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868312&DocType=Customer+Drawing&DocLang=English,-,868312-1-ND,868312-1,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 8.38"",0,0,"152.47350","0","40","-","Active","LGH-1 Plug to Cable (Round)","8.38"" (212.852mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","Brown","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LGH-1%5E2%20Plug%20to%20Cable.jpg,4-830611-8-ND,4-830611-8,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 12.38"",0,0,"152.52550","0","20","-","Active","LGH-1/2 Plug to Cable (Round)","12.38"" (314.452mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5830611&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LGH-1%5E2%20Plug%20to%20Cable.jpg,5830611-1-ND,5830611-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 24.25"",0,0,"153.04750","0","20","-","Active","LGH-1/2 Plug to Cable (Round)","24.25"" (615.950mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,-,5-830611-2-ND,5-830611-2,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 20.5"",0,0,"153.66400","0","20","-","Active","LGH-1/2 Plug to Cable (Round)","20.50"" (520.700mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=840706&DocType=Customer+Drawing&DocLang=English,-,840706-7-ND,840706-7,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 24.25"",0,0,"153.76000","0","40","-","Active","LGH-1/2L Plug to Cable (Round)","24.25"" (615.950mm)","15kV","0.55"" (13.97mm)","16 AWG","Unshielded","Green","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863701&DocType=Customer+Drawing&DocLang=English,-,1-863701-1-ND,1-863701-1,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 12.38"",0,0,"154.70050","0","20","-","Active","LGH-1 Plug to Cable (Round)","12.38"" (314.452mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,-,2-830611-3-ND,2-830611-3,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 4.03',0,0,"155.07200","0","20","-","Active","LGH-1/2 Plug to Cable (Round)","4.03' (1.23m)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830613&DocType=Customer+Drawing&DocLang=English,-,830613-7-ND,830613-7,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 36.38"",0,0,"155.44000","0","20","-","Active","LGH-1/2L Plug to Cable (Round)","36.38"" (924.052mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830613&DocType=Customer+Drawing&DocLang=English,-,830613-1-ND,830613-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2L PLG TO CBL 16AWG 24.25"",0,0,"155.73000","0","20","-","Active","LGH-1/2L Plug to Cable (Round)","24.25"" (615.950mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=867876&DocType=Customer+Drawing&DocLang=English,-,867876-1-ND,867876-1,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 28.38"",0,0,"156.03300","0","40","-","Active","LGH-1 Plug to Cable (Round)","28.38"" (720.852mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","Green","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837655&DocType=Customer+Drawing&DocLang=English,-,1-837655-0-ND,1-837655-0,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 18.50"",0,0,"156.46500","0","40","-","Active","LGH-1 Plug to Cable (Round)","18.50"" (469.900mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=833779&DocType=Customer+Drawing&DocLang=English,-,1-833779-0-ND,1-833779-0,"TE Connectivity Aerospace, Defense and Marine",LGH-3 PLUG TO CBL 16AWG 36.38"",0,0,"157.75500","0","100","-","Active","LGH-3 Plug to Cable (Round)","36.38"" (924.052mm)","40kV","0.93"" (23.62mm)","16 AWG","Unshielded","Green","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,-,1-862549-9-ND,1-862549-9,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 19.38"",0,0,"157.93750","0","60","-","Active","LGH-1 Plug to Cable (Round)","19.38"" (492.252mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837975&DocType=Customer+Drawing&DocLang=English,-,6-837975-4-ND,6-837975-4,"TE Connectivity Aerospace, Defense and Marine",LGH-3 PLUG TO CBL 16AWG 9.38"",0,0,"158.73560","0","50","-","Active","LGH-3 Plug to Cable (Round)","9.38"" (238.252mm)","40kV","1.81"" (45.97mm)","16 AWG","Unshielded","Green","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863701&DocType=Customer+Drawing&DocLang=English,-,863701-8-ND,863701-8,"TE Connectivity Aerospace, Defense and Marine",LGH-1 PLUG TO CBL 16AWG 24.38"",0,0,"158.76800","0","20","-","Active","LGH-1 Plug to Cable (Round)","24.38"" (619.252mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5863701&DocType=Customer+Drawing&DocLang=English,-,1-5863701-3-ND,1-5863701-3,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 4.03',0,0,"159.11100","0","30","-","Active","LGH-1 Plug to Cable (Round)","4.03' (1.23m)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,-,2-862545-2-ND,2-862545-2,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 30.38"",0,0,"161.47200","0","10","-","Active","LGH-1/2 Plug to Cable (Round)","30.38"" (771.652mm)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863705&DocType=Customer+Drawing&DocLang=English,-,3-863705-9-ND,3-863705-9,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 4.38"",0,0,"162.04040","0","25","-","Active","LGH-1L Plug to Cable (Round)","4.38"" (111.252mm)","25kV","1.69"" (42.93mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=832692&DocType=Customer+Drawing&DocLang=English,-,7-832692-9-ND,7-832692-9,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 18.38"",0,0,"162.51600","0","10","-","Active","LGH-1L Plug to Cable (Round)","18.38"" (466.852mm)","25kV","0.91"" (23.11mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837975&DocType=Customer+Drawing&DocLang=English,-,1-837975-6-ND,1-837975-6,"TE Connectivity Aerospace, Defense and Marine",LGH-3 PLUG TO CBL 16AWG 24.38"",0,0,"162.65600","0","100","-","Active","LGH-3 Plug to Cable (Round)","24.38"" (619.252mm)","40kV","1.81"" (45.97mm)","16 AWG","Unshielded","Green","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=849427&DocType=Customer+Drawing&DocLang=English,-,849427-3-ND,849427-3,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 14"",0,0,"163.12040","0","25","-","Active","LGH-1 Plug to Cable (Round)","14.00"" (355.600mm)","20kV","0.73"" (18.54mm)","16 AWG","Unshielded","-","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830637&DocType=Customer+Drawing&DocLang=English,-,5-830637-0-ND,5-830637-0,"TE Connectivity Aerospace, Defense and Marine",LGH-1L PLUG TO CBL 16AWG 12.25"",0,0,"165.02400","0","25","-","Active","LGH-1L Plug to Cable (Round)","12.25"" (311.150mm)","25kV","1.69"" (42.93mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,-,862549-7-ND,862549-7,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 21.38"",0,0,"165.89083","0","60","-","Active","LGH-1 Plug to Cable (Round)","21.38"" (543.052mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,-,2-862549-3-ND,2-862549-3,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 22.38"",0,0,"165.89083","0","60","-","Active","LGH-1 Plug to Cable (Round)","22.38"" (568.452mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830637&DocType=Customer+Drawing&DocLang=English,-,2-830637-1-ND,2-830637-1,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 10.38"",0,0,"168.80900","0","20","-","Active","LGH-1L Plug to Cable (Round)","10.38"" (263.652mm)","25kV","1.69"" (42.93mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,-,830611-5-ND,830611-5,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 6.02',0,0,"169.87040","0","25","-","Active","LGH-1/2 Plug to Cable (Round)","6.02' (1.84m)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862547&DocType=Customer+Drawing&DocLang=English,-,1-862547-9-ND,1-862547-9,TE Connectivity AMP Connectors,LGH-1/2L PLUG TO CBL 16AWG 4.03',0,0,"170.82450","0","20","-","Active","LGH-1/2L Plug to Cable (Round)","4.03' (1.23m)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=869084&DocType=Customer+Drawing&DocLang=English,-,869084-7-ND,869084-7,TE Connectivity AMP Connectors,LGH-3 PLUG TO CBL 16AWG 24.38"",0,0,"171.67967","0","30","-","Active","LGH-3 Plug to Cable (Round)","24.38"" (619.252mm)","40kV","1.81"" (45.97mm)","16 AWG","Unshielded","No Cap","White, Yellow Stripe","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862545&DocType=Customer+Drawing&DocLang=English,-,4-862545-6-ND,4-862545-6,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 8.03',0,0,"172.50320","0","25","-","Active","LGH-1/2 Plug to Cable (Round)","8.03' (2.45m)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863701&DocType=Customer+Drawing&DocLang=English,-,863701-5-ND,863701-5,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 36.38"",0,0,"172.80900","0","100","-","Active","LGH-1 Plug to Cable (Round)","36.38"" (924.052mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862547&DocType=Customer+Drawing&DocLang=English,-,862547-5-ND,862547-5,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 15.38"",0,0,"174.50800","0","10","-","Active","LGH-1/2L Plug to Cable (Round)","15.38"" (390.652mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=865765&DocType=Customer+Drawing&DocLang=English,-,865765-1-ND,865765-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2L PLUG TO CBL 16AWG 4',0,0,"175.13550","0","40","-","Active","LGH-1/2L Plug to Cable (Round)","4.00' (1.22m)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","Yellow","Epoxy, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863701&DocType=Customer+Drawing&DocLang=English,-,1-863701-0-ND,1-863701-0,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 18.50"",0,0,"175.58050","0","20","-","Active","LGH-1 Plug to Cable (Round)","18.50"" (469.900mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837975&DocType=Customer+Drawing&DocLang=English,-,6-837975-6-ND,6-837975-6,"TE Connectivity Aerospace, Defense and Marine",LGH-3 PLUG TO CBL 16AWG 24.38"",0,0,"175.94567","0","60","-","Active","LGH-3 Plug to Cable (Round)","24.38"" (619.252mm)","40kV","1.81"" (45.97mm)","16 AWG","Unshielded","Green","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=866559&DocType=Customer+Drawing&DocLang=English,-,866559-5-ND,866559-5,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH TO WIRE 22AWG 16"",0,0,"176.05350","0","40","-","Active","Micro-Miniature LGH, Receptacle, 2 pos to Individual Wire Leads","16.00"" (406.400mm)","7.5kV","0.27"" (6.86mm)","22 AWG","-","No Cap","Brown","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=837655&DocType=Customer+Drawing&DocLang=English,-,837655-5-ND,837655-5,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 36.38"",0,0,"176.40467","0","30","-","Active","LGH-1 Plug to Cable (Round)","36.38"" (924.052mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=868028&DocType=Customer+Drawing&DocLang=English,-,868028-2-ND,868028-2,TE Connectivity AMP Connectors,LGH-1 PLG TO J1-22 SCKT 16AWG,0,0,"177.64500","0","100","-","Active","LGH-1 Plug to J1-22 Socket Contact, Right Angle","12.00"" (304.800mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Black","White","Epoxy"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830614&DocType=Customer+Drawing&DocLang=English,-,2-830614-5-ND,2-830614-5,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2L PLUG TO 1/2L PLUG 16AWG,0,0,"178.29450","0","40","-","Active","LGH-1/2L Plug to LGH-1/2L Plug","4.00' (1.22m)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Epoxy, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1218148&DocType=Customer+Drawing&DocLang=English,-,1218148-3-ND,1218148-3,"TE Connectivity Aerospace, Defense and Marine",MICRO-MINI LGH TO CBL 24AWG 6',0,0,"178.89840","0","50","-","Active","Micro-Miniature LGH, Receptacle, 1 pos to Cable (Round)","6.00' (1.83m)","6kV","0.63"" (16.00mm)","24 AWG","Unshielded","No Cap","Red","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=866740&DocType=Customer+Drawing&DocLang=English,-,866740-2-ND,866740-2,TE Connectivity AMP Connectors,LGH PLUG/RES TO CONT 20AWG 14.5"",0,0,"179.06200","0","250","-","Active","LGH Plug and Resistor to Contact","14.50"" (368.300mm)","-","-","20 AWG","Unshielded","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=830611&DocType=Customer+Drawing&DocLang=English,-,5-830611-1-ND,5-830611-1,TE Connectivity AMP Connectors,LGH-1/2 PLUG TO CBL 16AWG 10.03',0,0,"179.91467","0","30","-","Active","LGH-1/2 Plug to Cable (Round)","10.03' (3.06m)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863701&DocType=Customer+Drawing&DocLang=English,-,4-863701-5-ND,4-863701-5,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 10.38"",0,0,"180.40100","0","100","-","Active","LGH-1 Plug to Cable (Round)","10.38"" (263.652mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=865751&DocType=Customer+Drawing&DocLang=English,-,5-865751-4-ND,5-865751-4,TE Connectivity AMP Connectors,LGH-2 PLG TO J1-21 SCKT 16AWG,0,0,"182.52000","0","100","-","Active","LGH-2 Plug to J1-21 Socket Contact, Right Angle","8.75"" (225.250mm)","30kV","1.44"" (36.58mm)","16 AWG","Unshielded","-","White","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862549&DocType=Customer+Drawing&DocLang=English,-,862549-8-ND,862549-8,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 24.38"",0,0,"183.67300","0","60","-","Active","LGH-1 Plug to Cable (Round)","24.38"" (619.252mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-36033&DocType=SS&DocLang=EN,-,860529-4-ND,860529-4,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLG TO LGH-1/2 PLG 20AWG,0,0,"184.40500","0","200","-","Active","LGH-1/2 Plug to LGH-1/2 Plug","16.00"" (406.400mm)","10kV","0.53"" (13.46mm)","20 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862547&DocType=Customer+Drawing&DocLang=English,-,862547-2-ND,862547-2,TE Connectivity AMP Connectors,LGH-1/2L PLUG TO CBL 16AWG 8.38"",0,0,"184.45500","0","10","-","Active","LGH-1/2L Plug to Cable (Round)","8.38"" (212.852mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=862547&DocType=Customer+Drawing&DocLang=English,-,862547-1-ND,862547-1,TE Connectivity AMP Connectors,LGH-1/2L PLUG TO CBL 16AWG 6.38"",0,0,"184.57100","0","10","-","Active","LGH-1/2L Plug to Cable (Round)","6.38"" (162.052mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=869084&DocType=Customer+Drawing&DocLang=English,-,1-869084-0-ND,1-869084-0,TE Connectivity AMP Connectors,LGH-3 PLUG TO CBL 16AWG 36.38"",0,0,"184.93667","0","30","-","Active","LGH-3 Plug to Cable (Round)","36.38"" (924.052mm)","40kV","1.81"" (45.97mm)","16 AWG","Unshielded","No Cap","Brown","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5830611&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LGH-1%5E2%20Plug%20to%20Cable.jpg,5-5830611-1-ND,5-5830611-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1/2 PLUG TO CBL 16AWG 10.03',0,0,"185.77367","0","30","-","Active","LGH-1/2 Plug to Cable (Round)","10.03' (3.06m)","10kV","0.53"" (13.46mm)","16 AWG","Unshielded","Green","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863703&DocType=Customer+Drawing&DocLang=English,-,863703-4-ND,863703-4,TE Connectivity AMP Connectors,LGH-1 PLUG TO CBL 16AWG 12.38"",0,0,"187.16400","0","30","-","Active","LGH-1 Plug to Cable (Round)","12.38"" (314.452mm)","20kV","0.88"" (22.35mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=834254&DocType=Customer+Drawing&DocLang=English,-,1-834254-0-ND,1-834254-0,TE Connectivity AMP Connectors,LGH-1L PLUG TO LGH-1L PLUG 16AWG,0,0,"187.39800","0","10","-","Active","LGH-1L Plug to LGH-1L Plug","7.00"" (177.800mm)","25kV","0.91"" (23.11mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=869084&DocType=Customer+Drawing&DocLang=English,-,869084-1-ND,869084-1,TE Connectivity AMP Connectors,LGH-3 PLUG TO CBL 16AWG 18.38"",0,0,"187.60950","0","40","-","Active","LGH-3 Plug to Cable (Round)","18.38"" (466.852mm)","40kV","1.81"" (45.97mm)","16 AWG","Unshielded","-","Brown","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=869084&DocType=Customer+Drawing&DocLang=English,-,869084-8-ND,869084-8,TE Connectivity AMP Connectors,LGH-3 PLUG TO CBL 16AWG 24.38"",0,0,"187.66350","0","40","-","Active","LGH-3 Plug to Cable (Round)","24.38"" (619.252mm)","40kV","1.81"" (45.97mm)","16 AWG","Unshielded","-","Green","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=863534&DocType=Customer+Drawing&DocLang=English,-,5-863534-9-ND,5-863534-9,TE Connectivity AMP Connectors,LGH-1/2L PLG TO CBL 16AWG 36.38"",0,0,"187.79000","0","10","-","Active","LGH-1/2L Plug to Cable (Round)","36.38"" (924.052mm)","15kV","0.89"" (22.61mm)","16 AWG","Unshielded","Red","White","Polyester, Glass Filled"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=865515&DocType=Customer+Drawing&DocLang=English,-,865515-1-ND,865515-1,"TE Connectivity Aerospace, Defense and Marine",LGH-1L PLG TO RING TM 16AWG 8.5"",0,0,"188.13600","0","25","-","Active","LGH-1L Plug to Ring Terminal","8.50"" (215.900mm)","25kV","1.69"" (42.93mm)","16 AWG","Unshielded","No Cap","White","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5830637&DocType=Customer+Drawing&DocLang=English,-,1-5830637-2-ND,1-5830637-2,TE Connectivity AMP Connectors,LGH-1L PLUG TO CBL 16AWG 12.38"",0,0,"188.70300","0","40","-","Active","LGH-1L Plug to Cable (Round)","12.38"" (314.452mm)","25kV","1.69"" (42.93mm)","16 AWG","Unshielded","Red","White","Polycarbonate"
