Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Type","Number of Conductors","Pitch","Length","Length - Exposed Ends","Termination Style"
https://www.molex.com/pdm_docs/sd/151670201_sd.pdf,-,WM19610-ND,0151670470,Molex,CABLE FFC 30POS 1.00MM 3"",1719,0,"2.04000","0","1","Premo-Flex 15167","Active","FFC, FPC","30","0.039"" (1.00mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151670201_sd.pdf,//media.digikey.com/Photos/Molex/0151670243.jpg,WM13050-ND,0151670243,Molex,CABLE FFC 8POS 1.00MM 12"",1248,0,"2.04000","0","1","Premo-Flex 15167","Active","FFC, FPC","8","0.039"" (1.00mm)","12.0"" (304.8mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660253.jpg,WM11316-ND,0151660255,Molex,CABLE FFC 24POS 0.50MM 4"",1027,0,"2.06000","0","1","Premo-Flex 15166","Active","FFC, FPC","24","0.020"" (0.50mm)","4.000"" (101.60mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/photos/Molex/015267020x.jpg,WM10539-ND,0152670221,Molex,CABLE FFC 6POS 1.00MM 12"",2944,0,"2.07000","0","1","Premo-Flex 15267","Active","FFC, FPC","6","0.039"" (1.00mm)","12.0"" (304.8mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/0152670269.jpg,WM10545-ND,0152670277,Molex,CABLE FFC 12POS 1.00MM 6"",2338,0,"2.08000","0","1","Premo-Flex 15267","Active","FFC, FPC","12","0.039"" (1.00mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660053.jpg,WM11318-ND,0151660053,Molex,CABLE FFC 6POS 0.50MM 2"",1915,0,"2.08000","0","1","Premo-Flex 15166","Active","FFC, FPC","6","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/015267029x.jpg,WM13023-ND,0152670297,Molex,CABLE FFC 14POS 1.00MM 5"",1663,0,"2.08000","0","1","Premo-Flex 15267","Active","FFC, FPC","14","0.039"" (1.00mm)","5.000"" (127.00mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660077.jpg,WM19585-ND,0151660078,Molex,CABLE FFC 8POS 0.50MM 3"",1468,0,"2.08000","0","1","Premo-Flex 15166","Active","FFC, FPC","8","0.020"" (0.50mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152680127_sd.pdf,//media.digikey.com/Photos/Molex/0152680127.jpg,WM16084-ND,0152680127,Molex,CABLE FFC 8POS 1.25MM 3"",7844,0,"2.09000","0","1","Premo-Flex 15268","Active","FFC, FPC","8","0.049"" (1.25mm)","3.000"" (76.20mm)","0.197"" (5.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660165.jpg,WM11331-ND,0151660163,Molex,CABLE FFC 16POS 0.50MM 2"",1974,0,"2.09000","0","1","Premo-Flex 15166","Active","FFC, FPC","16","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660147.jpg,WM11321-ND,0151660149,Molex,CABLE FFC 14POS 0.50MM 6"",1653,0,"2.09000","0","1","Premo-Flex 15166","Active","FFC, FPC","14","0.020"" (0.50mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/photos/Molex/0152670249.jpg,WM15787-ND,0152670259,Molex,CABLE FFC 10POS 1.00MM 8"",3619,0,"2.10000","0","1","Premo-Flex 15267","Active","FFC, FPC","10","0.039"" (1.00mm)","8.000"" (203.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-20.jpg,WM19589-ND,0151660208,Molex,CABLE FFC 20POS 0.50MM 2"",1739,0,"2.13000","0","1","Premo-Flex 15166","Active","FFC, FPC","20","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660101.jpg,WM13016-ND,0151660096,Molex,CABLE FFC 10POS 0.50MM 1.18"",1625,0,"2.14000","0","1","Premo-Flex 15166","Active","FFC, FPC","10","0.020"" (0.50mm)","1.180"" (29.97mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-50.jpg,WM11328-ND,0151660537,Molex,CABLE FFC 50POS 0.50MM 2"",1609,0,"2.18000","0","1","Premo-Flex 15166","Active","FFC, FPC","50","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660053.jpg,WM10509-ND,0152660051,Molex,CABLE FFC 6POS 0.50MM 1.18"",1310,0,"2.18000","0","1","Premo-Flex 15266","Active","FFC, FPC","6","0.020"" (0.50mm)","1.180"" (29.97mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660121.jpg,WM11329-ND,0151660119,Molex,CABLE FFC 12POS 0.50MM 2"",2717,0,"2.19000","0","1","Premo-Flex 15166","Active","FFC, FPC","12","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
//media.digikey.com/pdf/Data%20Sheets/Samtec/FJH-yy-y-yy.yy-4_.pdf_Dwg.pdf,//media.digikey.com/Photos/Samtec%20Photos/FJH-20-D-xx.00-4.jpg,SAM11203-ND,FJH-20-D-02.00-4,Samtec Inc.,CABLE FFC 20POS 0.50MM 2"",1472,0,"2.19000","0","1","FJH","Active","FFC, FPC","20","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151670201_sd.pdf,//media.digikey.com/Photos/Molex/Series_15167.jpg,WM13126-ND,0151670321,Molex,CABLE FFC 16POS 1.00MM 6"",1348,0,"2.19000","0","1","Premo-Flex 15167","Active","FFC, FPC","16","0.039"" (1.00mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660147.jpg,WM11330-ND,0151660141,Molex,CABLE FFC 14POS 0.50MM 2"",1062,0,"2.19000","0","1","Premo-Flex 15166","Active","FFC, FPC","14","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/1474339.pdf,//media.digikey.com/Photos/TE%20Connectivity/2-1474644-8.jpg,A128517-ND,2-1474644-8,TE Connectivity AMP Connectors,CABLE FLXSTRP 14POS 2.54MM 2"",2922,0,"2.20000","0","1","-","Active","Flexstrip","14","0.100"" (2.54mm)","2.000"" (50.80mm)","-","Completely Exposed Wires on Both Sides"
https://www.molex.com/pdm_docs/sd/150150423_sd.pdf,//media.digikey.com/Photos/Molex/0150150433.jpg,WM9647-ND,0150150233,Molex,CABLE FFC 33POS 0.30MM 2"",1102,0,"2.20000","0","1","Premo-Flex 15015","Active","FFC, FPC","33","0.012"" (0.30mm)","2.000"" (50.80mm)","0.118"" (3.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660165.jpg,WM11340-ND,0151660175,Molex,CABLE FFC 16POS 0.50MM 8"",3767,0,"2.22000","0","1","Premo-Flex 15166","Active","FFC, FPC","16","0.020"" (0.50mm)","8.000"" (203.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/2F646F0730D94DC8AA318FF391936451.ashx,//media.digikey.com/photos/Parlex%20Photos/PARLEX%20CORP-%20SERIES-%20100R06.jpg,HF06U-02-ND,100R6-51B,Parlex USA LLC,CABLE FFC 6POS 1.00MM 2"",3115,0,"2.23000","0","1","-","Active","FFC, FPC","6","0.039"" (1.00mm)","2.000"" (50.80mm)","0.140"" (3.56mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/0152670357.jpg,WM10549-ND,0152670357,Molex,CABLE FFC 20POS 1.00MM 2"",2451,0,"2.24000","0","1","Premo-Flex 15267","Active","FFC, FPC","20","0.039"" (1.00mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/0152670269.jpg,WM10546-ND,0152670281,Molex,CABLE FFC 12POS 1.00MM 8"",2036,0,"2.27000","0","1","Premo-Flex 15267","Active","FFC, FPC","12","0.039"" (1.00mm)","8.000"" (203.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660165.jpg,WM11322-ND,0151660171,Molex,CABLE FFC 16POS 0.50MM 6"",1167,0,"2.31000","0","1","Premo-Flex 15166","Active","FFC, FPC","16","0.020"" (0.50mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/150150423_sd.pdf,//media.digikey.com/Photos/Molex/0150150433.jpg,WM6667-ND,0150150425,Molex,CABLE FFC 25POS 0.30MM 4"",1305,0,"2.33000","0","1","Premo-Flex 15015","Active","FFC, FPC","25","0.012"" (0.30mm)","4.000"" (101.60mm)","0.118"" (3.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660121.jpg,WM11338-ND,0151660131,Molex,CABLE FFC 12POS 0.50MM 8"",1089,0,"2.33000","0","1","Premo-Flex 15166","Active","FFC, FPC","12","0.020"" (0.50mm)","8.000"" (203.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/0152670357.jpg,WM19634-ND,0152670359,Molex,CABLE FFC 20POS 1.00MM 3"",1985,0,"2.34000","0","1","Premo-Flex 15267","Active","FFC, FPC","20","0.039"" (1.00mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660077.jpg,WM11341-ND,0151660079,Molex,CABLE FFC 8POS 0.50MM 4"",1100,0,"2.36000","0","1","Premo-Flex 15166","Active","FFC, FPC","8","0.020"" (0.50mm)","4.000"" (101.60mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660603_sd.pdf,//media.digikey.com/Photos/Molex/0152660549.jpg,WM11533-ND,0152660537,Molex,CABLE FFC 50POS 0.50MM 2"",2691,0,"2.42000","0","1","Premo-Flex 15266","Active","FFC, FPC","50","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-40.jpg,WM13120-ND,0151660429,Molex,CABLE FFC 40POS 0.50MM 3"",1495,0,"2.43000","0","1","Premo-Flex 15166","Active","FFC, FPC","40","0.020"" (0.50mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-20.jpg,WM11346-ND,0151660219,Molex,CABLE FFC 20POS 0.50MM 8"",931,0,"2.43000","0","1","Premo-Flex 15166","Active","FFC, FPC","20","0.020"" (0.50mm)","8.000"" (203.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/photos/Molex/0152670249.jpg,WM17909-ND,0152670265,Molex,CABLE FFC 10POS 1.00MM 12"",2039,0,"2.45000","0","1","Premo-Flex 15267","Active","FFC, FPC","10","0.039"" (1.00mm)","12.0"" (304.8mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/2F646F0730D94DC8AA318FF391936451.ashx,//media.digikey.com/photos/Parlex%20Photos/PARLEX%20CORP-%20SERIES-%20100R05.jpg,HF05U-03-ND,100R5-76B,Parlex USA LLC,CABLE FFC 5POS 1.00MM 3"",2761,0,"2.48000","0","1","-","Active","FFC, FPC","5","0.039"" (1.00mm)","3.000"" (76.20mm)","0.140"" (3.56mm)","Top on Both Sides, Backers on Both Sides"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/2F646F0730D94DC8AA318FF391936451.ashx,//media.digikey.com/photos/Parlex%20Photos/PARLEX%20CORP-%20SERIES-%20100R06.jpg,HF06U-03-ND,100R6-76B,Parlex USA LLC,CABLE FFC 6POS 1.00MM 3"",1895,0,"2.48000","0","1","-","Active","FFC, FPC","6","0.039"" (1.00mm)","3.000"" (76.20mm)","0.140"" (3.56mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/0152670xxx.jpg,WM16083-ND,0152670405,Molex,CABLE FFC 24POS 1.00MM 4"",1638,0,"2.48000","0","1","Premo-Flex 15267","Active","FFC, FPC","24","0.039"" (1.00mm)","4.000"" (101.60mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7540_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AFFC-050-04-076-11.jpg,AE11320-ND,AFFC-050-04-076-11,Assmann WSW Components,CABLE FFC 4POS 0.50MM 3"",1447,0,"2.49000","0","1","-","Active","FFC, FPC","4","0.020"" (0.50mm)","3.000"" (76.20mm)","0.138"" (3.50mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/150150423_sd.pdf,//media.digikey.com/Photos/Molex/0150150433.jpg,WM9283-ND,0150150239,Molex,CABLE FFC 39POS 0.30MM 2"",365,0,"2.50000","0","1","Premo-Flex 15015","Active","FFC, FPC","39","0.012"" (0.30mm)","2.000"" (50.80mm)","0.118"" (3.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/150150423_sd.pdf,//media.digikey.com/Photos/Molex/0150150433.jpg,WM6668-ND,0150150433,Molex,CABLE FFC 33POS 0.30MM 4"",5873,0,"2.52000","0","1","Premo-Flex 15015","Active","FFC, FPC","33","0.012"" (0.30mm)","4.000"" (101.60mm)","0.118"" (3.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660053_sd.pdf,//media.digikey.com/Photos/Molex/0152660053.jpg,WM10510-ND,0152660053,Molex,CABLE FFC 6POS 0.50MM 2"",1556,0,"2.53000","0","1","Premo-Flex 15266","Active","FFC, FPC","6","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/982670201_sd.pdf,//media.digikey.com/Photos/Molex/0982670xxx.jpg,WM19357-ND,0982670403,Molex,CABLE FFC 24POS 1.00MM 3"",1481,0,"2.53000","0","1","Premo-Flex 98267","Active","FFC, FPC","24","0.039"" (1.00mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-20.jpg,WM11363-ND,0151660223,Molex,CABLE FFC 20POS 0.50MM 10"",1597,0,"2.54000","0","1","Premo-Flex 15166","Active","FFC, FPC","20","0.020"" (0.50mm)","10.0"" (254.0mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-50.jpg,WM12396-ND,0151660539,Molex,CABLE FFC 50POS 0.50MM 3"",3045,0,"2.55000","0","1","Premo-Flex 15166","Active","FFC, FPC","50","0.020"" (0.50mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660101.jpg,WM11352-ND,0151660113,Molex,CABLE FFC 10POS 0.50MM 10"",1357,0,"2.56000","0","1","Premo-Flex 15166","Active","FFC, FPC","10","0.020"" (0.50mm)","10.0"" (254.0mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660147.jpg,WM11354-ND,0151660157,Molex,CABLE FFC 14POS 0.50MM 10"",1130,0,"2.56000","0","1","Premo-Flex 15166","Active","FFC, FPC","14","0.020"" (0.50mm)","10.0"" (254.0mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/photos/Molex/015267020x.jpg,WM14899-ND,0152670711,Molex,CABLE FFC 4POS 1.00MM 6"",1398,0,"2.57000","0","1","Premo-Flex 15267","Active","FFC, FPC","4","0.039"" (1.00mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660123_sd.pdf,//media.digikey.com/Photos/Molex/0152660121.jpg,WM11360-ND,0152660123,Molex,CABLE FFC 12POS 0.50MM 4"",980,0,"2.57000","0","1","Premo-Flex 15266","Active","FFC, FPC","12","0.020"" (0.50mm)","4.000"" (101.60mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151670201_sd.pdf,//media.digikey.com/Photos/Molex/Premo-Flex-15167-10.jpg,WM16427-ND,0151670264,Molex,CABLE FFC 10POS 1.00MM 10"",1529,0,"2.58000","0","1","Premo-Flex 15167","Active","FFC, FPC","10","0.039"" (1.00mm)","10.0"" (254.0mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660103_sd.pdf,//media.digikey.com/Photos/Molex/0152660101.jpg,WM11361-ND,0152660103,Molex,CABLE FFC 10POS 0.50MM 5"",6463,0,"2.59000","0","1","Premo-Flex 15266","Active","FFC, FPC","10","0.020"" (0.50mm)","5.000"" (127.00mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/0152670467.jpg,WM10553-ND,0152670467,Molex,CABLE FFC 30POS 1.00MM 2"",4706,0,"2.59000","0","1","Premo-Flex 15267","Active","FFC, FPC","30","0.039"" (1.00mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660077.jpg,WM11367-ND,0151660083,Molex,CABLE FFC 8POS 0.50MM 6"",1221,0,"2.62000","0","1","Premo-Flex 15166","Active","FFC, FPC","8","0.020"" (0.50mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151670201_sd.pdf,//media.digikey.com/Photos/Molex/0151670419.jpg,WM16431-ND,0151670413,Molex,CABLE FFC 24POS 1.00MM 8"",18912,0,"2.63000","0","1","Premo-Flex 15167","Active","FFC, FPC","24","0.039"" (1.00mm)","8.000"" (203.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-40.jpg,WM11370-ND,0151660435,Molex,CABLE FFC 40POS 0.50MM 6"",1443,0,"2.64000","0","1","Premo-Flex 15166","Active","FFC, FPC","40","0.020"" (0.50mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/982670201_sd.pdf,//media.digikey.com/Photos/Molex/982670365.JPG,WM8658-ND,0982670365,Molex,CABLE FFC 20POS 1.00MM 6"",1274,0,"2.64000","0","1","Premo-Flex 98267","Active","FFC, FPC","20","0.039"" (1.00mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0152660121.jpg,WM11359-ND,0151660201,Molex,CABLE FFC 18POS 0.50MM 10"",1167,0,"2.64000","0","1","Premo-Flex 15166","Active","FFC, FPC","18","0.020"" (0.50mm)","10.0"" (254.0mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-40.jpg,WM19594-ND,0151660436,Molex,CABLE FFC 40POS 0.50MM 6"",957,0,"2.64000","0","1","Premo-Flex 15166","Active","FFC, FPC","40","0.020"" (0.50mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660143_sd.pdf,//media.digikey.com/Photos/Molex/0152660147.jpg,WM11362-ND,0152660143,Molex,CABLE FFC 14POS 0.50MM 3"",711,0,"2.64000","0","1","Premo-Flex 15266","Active","FFC, FPC","14","0.020"" (0.50mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/photos/Molex/015267020x.jpg,WM10537-ND,0152670205,Molex,CABLE FFC 6POS 1.00MM 3"",1803,0,"2.68000","0","1","Premo-Flex 15267","Active","FFC, FPC","6","0.039"" (1.00mm)","3.000"" (76.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660105_sd.pdf,//media.digikey.com/Photos/Molex/0152660101.jpg,WM11365-ND,0152660105,Molex,CABLE FFC 10POS 0.50MM 6"",2058,0,"2.69000","0","1","Premo-Flex 15266","Active","FFC, FPC","10","0.020"" (0.50mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660125_sd.pdf,//media.digikey.com/Photos/Molex/0152660121.jpg,WM11366-ND,0152660125,Molex,CABLE FFC 12POS 0.50MM 5"",1317,0,"2.69000","0","1","Premo-Flex 15266","Active","FFC, FPC","12","0.020"" (0.50mm)","5.000"" (127.00mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152670201_sd.pdf,//media.digikey.com/Photos/Molex/0152670269.jpg,WM13060-ND,0152670287,Molex,CABLE FFC 12POS 1.00MM 12"",1070,0,"2.69000","0","1","Premo-Flex 15267","Active","FFC, FPC","12","0.039"" (1.00mm)","12.0"" (304.8mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/152660098_sd.pdf,//media.digikey.com/Photos/Molex/0152660101.jpg,WM16438-ND,0152660098,Molex,CABLE FFC 10POS 0.50MM 2"",7839,0,"2.70000","0","1","Premo-Flex 15266","Active","FFC, FPC","10","0.020"" (0.50mm)","2.000"" (50.80mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/0151660329.jpg,WM11369-ND,0151660329,Molex,CABLE FFC 30POS 0.50MM 8"",1812,0,"2.70000","0","1","Premo-Flex 15166","Active","FFC, FPC","30","0.020"" (0.50mm)","8.000"" (203.20mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/982660435_sd.pdf,//media.digikey.com/photos/Molex/0982660xxx-10.jpg,WM14105-ND,0982660106,Molex,CABLE FFC 10POS 0.50MM 6"",457,0,"2.70000","0","1","Premo-Flex 98266","Active","FFC, FPC","10","0.020"" (0.50mm)","6.000"" (152.40mm)","0.157"" (4.00mm)","Top on One Side, Bottom on Other, Backers on Both Sides"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/2F646F0730D94DC8AA318FF391936451.ashx,//media.digikey.com/photos/Parlex%20Photos/PARLEX%20CORP-%20SERIES-%20100R06.jpg,HF06U-04-ND,100R6-102B,Parlex USA LLC,CABLE FFC 6POS 1.00MM 4"",2669,0,"2.72000","0","1","-","Active","FFC, FPC","6","0.039"" (1.00mm)","4.000"" (101.60mm)","0.140"" (3.56mm)","Top on Both Sides, Backers on Both Sides"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/2F646F0730D94DC8AA318FF391936451.ashx,//media.digikey.com/photos/Parlex%20Photos/PARLEX%20CORP-%20SERIES-%20100R08.jpg,HF08U-03-ND,100R8-76B,Parlex USA LLC,CABLE FFC 8POS 1.00MM 3"",2024,0,"2.72000","0","1","-","Active","FFC, FPC","8","0.039"" (1.00mm)","3.000"" (76.20mm)","0.140"" (3.56mm)","Top on Both Sides, Backers on Both Sides"
https://www.molex.com/pdm_docs/sd/151660051_sd.pdf,//media.digikey.com/Photos/Molex/15166-Series-50.jpg,WM11378-ND,0151660541,Molex,CABLE FFC 50POS 0.50MM 4"",2043,0,"2.72000","0","1","Premo-Flex 15166","Active","FFC, FPC","50","0.020"" (0.50mm)","4.000"" (101.60mm)","0.157"" (4.00mm)","Top on Both Sides, Backers on Both Sides"
