Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","1st Connector","2nd Connector","Number of Conductors","Cord Type","Wire Gauge","Shielding","Length","Approval Marks","Approved Countries","Color","Voltage Rating","Current Rating (Amps)","Operating Temperature","Features"
http://www.assmann-wsw.com/fileadmin/datasheets/AK500_16-OE-5-15-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E16-OE.jpg,AE10675-ND,AK500/16-OE-5-1.5,Assmann WSW Components,CORD 16AWG NEMA5-15P - CBL 4.92',462,0,"4.76000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","Shielded","4.92' (1.50m)","UL","United States","Black","120V","13A","60°C","-"
http://www.tensility.com/pdffiles/11-00028.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00028.jpg,839-1191-ND,11-00028,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 6.56',1315,0,"4.80000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","White","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/21101106.pdf,//media.digikey.com/Photos/Qualtek%20Photos/211012-06.JPG,Q942-ND,211011-06,Qualtek,CORD 18AWG NEMA 5-15P TO CBL 6',730,200,"4.82000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","6.00' (1.83m)","cUL, UL","Canada, United States","Gray","125VAC","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7967_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500U-4,JC,OE%20FIG%2042.jpg",AE9912-ND,AK500-OE-11-1.5,Assmann WSW Components,CORD 18AWG 320C14 - C13 4.92',421,0,"4.82000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","Unshielded","4.92' (1.50m)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-PC2201-030042-2.pdf,//media.digikey.com/photos/Assmann%20Photos/A-PC2201-030042-2.jpg,AE10722-ND,A-PC2201-030042-2,Assmann WSW Components,CORD 18AWG NEMA 1-15P - C7 9.84',416,0,"4.88000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","9.84' (3.00m)","UL","United States","Black","300V","18A","105°C","-"
https://assets.tripplite.com/product-pdfs/en/p02400113a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P02400113A.jpg,TL885-ND,P024-001-13A,Tripp Lite,CORD 16AWG NEMA5-15P - 5-15R 1',1611,0,"4.90000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","NEMA 5-15R","3","SJT","16 AWG","-","1.00' (304.8mm)","UL","United States","Black","125VAC","13A","-","-"
https://www.globtek.com/pdf/manual-datasheets/7051456F0712(R).pdf,"//media.digikey.com/Photos/Globtek,%20Inc/7051456F0712(R).jpg",1939-1032-ND,7051456F0712(R),"GlobTek, Inc.",CRD 18AWG IEC320-C14 - IEC320 6',525,0,"4.98000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C5","3","SVT","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","250V","2.5A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31202401.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q988-ND,312024-01,Qualtek,CORD 18AWG 5-15P - 320-C13 6.56',728,0,"5.00000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00023.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00023.jpg,839-1186-ND,11-00023,Tensility International Corp,CORD 18AWG 5-15P TO C13 3.28',631,0,"5.00000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13, Right Angle","3","SVT","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://cnctech.us/pdfs/800-1603-2-SJT0-BL-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1603-0-SJT0-BL%20SERIES.jpg,1175-1303-ND,800-1603-2-SJT0-BL-00050,CNC Tech,CORD 16AWG IEC320 RA - CBL 1.64',554,0,"5.00000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Right Angle","Cable","3","SJT","16 AWG","-","1.64' (500.0mm)","CSA, UL","Canada, United States","Black","250V","13A","105°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8401_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500-OE-6-2,3-R,AK500-OE-8-2-R.jpg",AE9892-ND,AK500-OE-6-3,Assmann WSW Components,CORD 18AWG NEMA5-15P - CBL 9.84',382,0,"5.06000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Shielded","9.84' (3.00m)","UL","United States","Black","120V","10A","60°C","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=72,//media.digikey.com/photos/General%20Cable%20Photos/01513.70.01.JPG,42-1018-ND,02524.73.01,General Cable/Carol Brand,CORD 16AWG NEMA 5-15P TO CBL 3',837,0,"5.08000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","-","3.00' (914.4mm)","UL","United States","Black","125VAC","13A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/AC_Line_Cords.pdf,//media.digikey.com/Photos/Phihong%20USA/AC15WUK.jpg,993-1036-ND,AC15WUK,Phihong USA,CORD BS1363A TO IEC 320-C7 6',1027,0,"5.11000","0","1","AC15","Active","Male Pins (Blades) to Female Sockets (Slots)","BS1363A","IEC 320-C7","2","-","-","-","6.00' (1.83m)","-","Britain, Denmark, Finland, Norway, Sweden","Black","250V","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Mean%20Well%20PDF's/YP12+YC12_Ds.pdf,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_YP12+YC12.jpg,1866-5006-ND,YP12+YC12,MEAN WELL USA Inc.,CORD IEC 320-C13 6' BLACK,1728,0,"5.25000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","-","IEC 320-C13","3","-","-","-","6.00' (1.83m)","-","-","Black","-","-","-","-"
http://cnctech.us/pdfs/800-18-3-2-SPT2-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/800-18-3-2-SPT2-BL-00200.jpg,1175-1297-ND,800-18-3-2-SPT2-BL-00200,CNC Tech,CORD 18AWG NEMA 1-15P - C7 6.56',205,0,"5.25000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125V","10A","105°C","-"
//media.digikey.com/pdf/Data%20Sheets/Qualtek%20PDFs/36401201_Dwg.pdf,//media.digikey.com/Photos/Qualtek%20Photos/364012-01.jpg,Q1123-ND,364012-01,Qualtek,CORD 18AWG CEE 7/VII - 320-C5 6',1418,1000,"5.30000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/VII","IEC 320-C5","3","H03VV-F","18 AWG","Unshielded","6.00' (1.83m)","CB","Denmark, Finland, Germany, Norway","Black","250V","2.5A","70°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7099_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500-LA-5-2-R.jpg,AE10651-ND,AK500-LA-5-2,Assmann WSW Components,CORD 18AWG IEC320C13 - CBL 6.56',283,0,"5.35000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Left Angle","Cable","3","SJT","18 AWG","Shielded","6.56' (2.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/363010d01.pdf,//media.digikey.com/Photos/Qualtek%20Photos/363012-D01.JPG,Q994-ND,363010-D01,Qualtek,CORD CEE 7/7 TO CBL 8.20' BLACK,524,0,"5.37000","0","1","-","Active","Male Pins (Blades) to Leads","CEE 7/7","Cable","3","H05VV-F","-","Unshielded","8.20' (2.50m)","CEBEC, DEMKO, ESTI, FIMKO, IMQ, KEMA, NEMKO, OVE, SEMKO, VDE","Austria, Belgium, Denmark, Finland, Germany, Italy, Netherlands, Norway, Sweden, Switzerland","Black","250V","6A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31500501.pdf,//media.digikey.com/Photos/Qualtek%20Photos/315008-01.JPG,Q945-ND,315005-01,Qualtek,CRD 18AWG IEC320-C13 - CBL 6.56',187,1700,"5.38000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13","Cable","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31508601.pdf,//media.digikey.com/Photos/Qualtek%20Photos/315008-01.JPG,Q991-ND,315086-01,Qualtek,CRD 18AWG IEC320-C13 - CBL 9.84',1246,600,"5.40000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13","Cable","3","SJT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","250V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/21209901.pdf,//media.digikey.com/Photos/Qualtek%20Photos/MFG_212099-01.jpg,Q1209-ND,212099-01,Qualtek,CORD 18AWG NEMA5-15P - IEC320 6',4597,0,"5.43000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","-","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31212801.pdf,//media.digikey.com/Photos/Qualtek%20Photos/312128-01.jpg,Q989-ND,312128-01,Qualtek,CORD 18AWG NEMA5-15P - IEC320 6',446,300,"5.50000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","125VAC","10A","105°C","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=72,//media.digikey.com/Photos/General%20Cable%20Photos/04530.73.jpg,42-1037-ND,04530.73.01,General Cable/Carol Brand,CORD 16AWG NEMA 5-15R TO CBL 3',127,0,"5.53000","0","1","-","Active","Female Sockets (Slots) to Leads","NEMA 5-15R","Cable","3","SJT","16 AWG","-","3.00' (914.4mm)","CSA, UL","Canada, United States","Black","125VAC","13A","60°C","-"
https://www.cui.com/product/resource/digikeypdf/ac-c13-jp.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_AC-C13-JP.jpg,T1247-C13-JP-ND,AC-C13 JP,CUI Inc.,CORD NEMA5-15P - IEC 320-C13 6',2119,0,"5.65000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","VCTF","-","-","6.00' (1.83m)","PSE","Japan","Black","125VAC","7A","-","-"
https://assets.tripplite.com/product-pdfs/en/p00200210a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P002-002-10A.jpg,TL851-ND,P002-002-10A,Tripp Lite,CORD 18AWG IEC320-C14 - NEMA5 2',134,0,"5.66000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","NEMA 5-15R","3","SJT","18 AWG","-","2.00' (609.6mm)","UL","United States","Black","125V","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/39800201.pdf,//media.digikey.com/Photos/Qualtek%20Photos/398002-01.JPG,Q422-ND,398002-01,Qualtek,CORD SI 32 TO IEC 320-C13 5.90',337,240,"5.71000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","SI 32 (Angled)","IEC 320-C13","3","H05VV-F","-","Unshielded","5.91' (1.80m)","SII","Israel","Black","250V","10A","70°C","-"
http://www.tensility.com/pdffiles/11-00076.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00076.jpg,839-1263-ND,11-00076,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 9.84',761,0,"5.76000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
https://assets.tripplite.com/product-pdfs/en/p004004.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P004%20Series.jpg,TL440-ND,P004-004,Tripp Lite,CORD 18AWG IEC320C14 - 320C13 4',123,0,"5.76000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","18 AWG","-","4.00' (1.22m)","UL","United States","Black","100 ~ 250V","10A","-","-"
http://www.tensility.com/pdffiles/11-00055.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00055.JPG,839-1220-ND,11-00055,Tensility International Corp,CORD 18AWG NEMA 5-15P - C5 3.28',1164,0,"5.79000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C5","3","SVT","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","Black","125VAC","7A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31300601.pdf,//media.digikey.com/photos/Qualtek%20Photos/313009-01.JPG,Q104-ND,313006-01,Qualtek,CORD 18AWG 5-15P TO C13 6.56',1008,0,"5.83000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13, Right Angle","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/36401801.pdf,//media.digikey.com/Photos/Qualtek%20Photos/364002-D01.JPG,Q1043-ND,364018-01,Qualtek,CRD CEE 7/VII - IEC320-C13 5.90',377,0,"5.96000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/VII","IEC 320-C13","3","H05VV-F","-","Unshielded","5.91' (1.80m)","CB","Austria, Belgium, Denmark, Finland, Germany, Netherlands, Norway, Sweden","Black","250V","10A","70°C","-"
https://assets.tripplite.com/product-pdfs/en/p02400313a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P02400313A.jpg,TL886-ND,P024-003-13A,Tripp Lite,CORD 16AWG NEMA5-15P - 5-15R 3',364,0,"5.96000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","NEMA 5-15R","3","SJT","16 AWG","-","3.00' (914.4mm)","UL","United States","Black","125VAC","13A","-","-"
https://assets.tripplite.com/product-pdfs/en/p006004.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P006-004.jpg,TL452-ND,P006-004,Tripp Lite,CORD 18AWG NEMA5-15P - IEC320 4',123,0,"5.96000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","4.00' (1.22m)","UL","United States","Black","125VAC","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/37800501.pdf,//media.digikey.com/photos/Qualtek%20Photos/378001-E01.JPG,Q412-ND,378005-01,Qualtek,CORD SEV 1011 3 POS - C13 5.90',482,250,"6.01000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","SEV 1011, 3 pos","IEC 320-C13","3","H05VV-F","-","Unshielded","5.91' (1.80m)","ESTI","Switzerland","Black","250V","10A","70°C","-"
https://assets.tripplite.com/product-pdfs/en/p00400213la.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P004-002--13LA.jpg,TL1202-ND,P004-002-13LA,Tripp Lite,CORD 18AWG IEC 320-C14 - C13 2',359,0,"6.01000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13, Left Angle","3","SJT","18 AWG","-","2.00' (609.6mm)","UL","United States","Black","100 ~ 250V","10A","-","-"
https://assets.tripplite.com/product-pdfs/en/p00400213ra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P004-002-13RA.jpg,TL854-ND,P004-002-13RA,Tripp Lite,CORD 18AWG C14 TO C13 RA 2' BLK,214,0,"6.01000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13, Right Angle","3","SJT","18 AWG","-","2.00' (609.6mm)","UL","United States","Black","100 ~ 250V","10A","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AK500_16-OE-5-2-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E16-OE.jpg,AE10676-ND,AK500/16-OE-5-2,Assmann WSW Components,CORD 16AWG NEMA5-15P - CBL 6.56',337,0,"6.05000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","Shielded","6.56' (2.00m)","UL","United States","Black","120V","13A","60°C","-"
https://assets.tripplite.com/product-pdfs/en/p002002.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P002-002.jpg,TL593-ND,P002-002,Tripp Lite,CORD 16AWG IEC320-C14 - NEMA5 2',314,0,"6.06000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","NEMA 5-15R","3","SJT","16 AWG","-","2.00' (609.6mm)","UL","United States","Black","125V","13A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/38100301.pdf,//media.digikey.com/photos/Qualtek%20Photos/381002-D01.JPG,Q416-ND,381003-01,Qualtek,CRD CEI 23-50 - IEC320-C13 5.90',285,0,"6.09000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEI 23-50","IEC 320-C13","3","H05VV-F","-","Unshielded","5.91' (1.80m)","IMQ","Italy","Black","250V","10A","70°C","-"
https://www.globtek.com/pdf/manual-datasheets/1191068F0701(R).pdf,-,1939-1003-ND,1191068F0701(R),"GlobTek, Inc.",CORD 18AWG 5-15P - 320-C13 8.04',602,0,"6.10000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","8.04' (2.45m)","CSA, UL","Canada, United States","Black","125V","10A","105°C","Hospital Grade"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8381_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E14-OE-5.jpg,AE10659-ND,AK500/14-OE-5-1.5,Assmann WSW Components,CORD 14AWG NEMA5-15P - CBL 4.92',634,0,"6.18000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","14 AWG","Shielded","4.92' (1.50m)","UL","United States","Black","120V","18A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31200801.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q352-ND,312008-01,Qualtek,CORD 18AWG 5-15P - 320-C13 7.50',2806,7050,"6.19000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","7.50' (2.29m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.tensility.com/pdffiles/11-00082.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00082.jpg,839-1269-ND,11-00082,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 9.84',170,0,"6.29000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/373003a01.pdf,//media.digikey.com/photos/Qualtek%20Photos/373008-01.JPG,Q406-ND,373003-A01,Qualtek,CORD AS3112 TO CBL 8.20' BLACK,1127,225,"6.33000","0","1","-","Active","Male Pins (Blades) to Leads","AS3112","Cable","3","H05VV-F","-","Unshielded","8.20' (2.50m)","SAA","Australia, New Zealand","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31101001.pdf,//media.digikey.com/photos/Qualtek%20Photos/311007-01.jpg,Q107-ND,311010-01,Qualtek,CORD 18AWG NEMA5-15P - CBL 9.84',1154,1350,"6.35000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/39901201.pdf,//media.digikey.com/Photos/Qualtek%20Photos/399012-01.jpg,Q995-ND,399012-01,Qualtek,CORD GB2099 TO IEC 320-C13 5.90',491,0,"6.45000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","GB2099","IEC 320-C13","3","RVV 300/500","-","Unshielded","5.91' (1.80m)","CCC","China","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/21101806.pdf,//media.digikey.com/photos/Qualtek%20Photos/211018-06.JPG,Q123-ND,211018-06,Qualtek,CORD 18AWG NEMA 5-15P TO CBL 8',233,0,"6.47000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","8.00' (2.44m)","cUL, UL","Canada, United States","Gray","125VAC","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8189_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-PC2302-020027-1.jpg,AE10724-ND,A-PC2302-020027-1,Assmann WSW Components,CORD 16AWG 5-15P - 320-C13 6.56',327,0,"6.54000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","16 AWG","Unshielded","6.56' (2.00m)","UL","United States","Black","120V","13A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8391_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E16-OE.jpg,AE10688-ND,AK500/16-OE-7-2,Assmann WSW Components,CORD 16AWG NEMA5-15P - CBL 6.56',120,0,"6.56000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","Shielded","6.56' (2.00m)","UL","United States","Black","120V","13A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31500801.pdf,//media.digikey.com/Photos/Qualtek%20Photos/315008-01.JPG,Q129-ND,315008-01,Qualtek,CRD 18AWG IEC320-C13 - CBL 9.84',655,1080,"6.57000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13","Cable","3","SJT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125V","10A","60°C","-"
https://www.globtek.com/pdf/manual-datasheets/3611325F0BBB(R).pdf,-,1939-1024-ND,3611325F0BBB(R),"GlobTek, Inc.",CORD 14AWG NEMA 6-15P TO CBL 5',141,0,"6.66000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 6-15P","Cable","3","SJTO","14 AWG","Unshielded","5.00' (1.52m)","CSA, UL","Canada, United States","Black","250V","15A","105°C","-"
http://www.tensility.com/pdffiles/11-00075.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00075.jpg,839-1262-ND,11-00075,Tensility International Corp,CORD 18AWG 5-15P - 320-C13 9.84',137,0,"6.67000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31300901.pdf,//media.digikey.com/photos/Qualtek%20Photos/313009-01.JPG,Q105-ND,313009-01,Qualtek,CORD 18AWG 5-15P TO C13 9.84',1368,0,"6.88000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13, Right Angle","3","SJT","18 AWG","Unshielded","9.84' (3.00m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-PC2302-030021-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-PC2302-030021-1.jpg,AE10726-ND,A-PC2302-030021-1,Assmann WSW Components,CORD 18AWG 5-15P - 320-C13 9.84',789,0,"7.22000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","9.84' (3.00m)","UL","United States","Black","125V","10A","60°C","-"
http://www.tensility.com/pdffiles/11-00056.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00056.JPG,839-1221-ND,11-00056,Tensility International Corp,CORD 18AWG NEMA 5-15P - C5 6.56',1206,0,"7.24000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C5","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","7A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/378001e01.pdf,//media.digikey.com/photos/Qualtek%20Photos/378001-E01.JPG,Q411-ND,378001-E01,Qualtek,CORD SEV 1011 3 POS - C13 8.20',280,0,"7.25000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","SEV 1011, 3 pos","IEC 320-C13","3","H05VV-F","-","Unshielded","8.20' (2.50m)","ESTI","Switzerland","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/39800101.pdf,//media.digikey.com/Photos/Qualtek%20Photos/398002-01.JPG,Q421-ND,398001-01,Qualtek,CORD SI 32 TO IEC 320-C13 8.20',124,0,"7.49000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","SI 32 (Angled)","IEC 320-C13","3","H05VV-F","-","Unshielded","8.20' (2.50m)","SII","Israel","Black","250V","10A","70°C","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=72,//media.digikey.com/Photos/General%20Cable%20Photos/01278.70.01.jpg,42-1009-ND,01278.70.01,General Cable/Carol Brand,CORD 16AWG NEMA 1-15P TO CBL 8',100,0,"7.49000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P","Cable","2","SJT","16 AWG","-","8.00' (2.44m)","CSA, UL","Canada, United States","Black","125V","13A","60°C","-"
