Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","1st Connector","2nd Connector","Number of Conductors","Cord Type","Wire Gauge","Shielding","Length","Approval Marks","Approved Countries","Color","Voltage Rating","Current Rating (Amps)","Operating Temperature","Features"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/AC15WNA.pdf,//media.digikey.com/Photos/Phihong%20USA/AC15WNA.jpg,993-1035-ND,AC15WNA,Phihong USA,CORD 18AWG 1-15P - 320-C7 6',7185,0,"1.79000","0","1","AC15","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","125V","10A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/AC_Line_Cords.pdf,//media.digikey.com/Photos/Phihong%20USA/AC15WEU.jpg,993-1034-ND,AC15WEU,Phihong USA,CORD CEE 7/16 TO IEC 320-C7 6',1296,0,"2.15000","0","1","AC15","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/16","IEC 320-C7","2","-","-","-","6.00' (1.83m)","CEBEC, DEMKO, FIMKO, IMQ, KEMA, NEMKO, OVE, SEMKO","Austria, Belgium, Denmark, Finland, Italy, Netherlands, Norway, Sweden","Black","250V","-","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22100101.pdf,//media.digikey.com/photos/Qualtek%20Photos/221002-01.JPG,Q114-ND,221001-01,Qualtek,CORD 18AWG 1-15P POLRZD - CBL 6',6163,12600,"2.37000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","6.00' (1.83m)","cUL, UL","Canada, United States","Black","125V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22302001.pdf,//media.digikey.com/photos/Qualtek%20Photos/223020-01.JPG,Q348-ND,223020-01,Qualtek,CORD 18AWG 1-15P - 320-C7 6' BLK,8039,9300,"2.73000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.00' (1.83m)","cUL, UL","Canada, United States","Black","125V","7A","105°C","-"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/AC30UNA_Ds.pdf,//media.digikey.com/Photos/Phihong%20USA/AC30UNA.jpg,993-1039-ND,AC30UNA,Phihong USA,CORD NEMA5-15P - IEC 320-C13 6',4666,0,"2.99000","0","1","AC30","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","-","-","-","6.00' (1.83m)","-","United States","Black","125VAC","-","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22100201.pdf,//media.digikey.com/photos/Qualtek%20Photos/221002-01.JPG,Q121-ND,221002-01,Qualtek,CORD 18AWG 1-15P POLRZD - CBL 9',5881,8800,"3.08000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","9.00' (2.74m)","cUL, UL","Canada, United States","Black","125V","10A","60°C","-"
http://www.tensility.com/pdffiles/11-00021.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00021.jpg,839-1184-ND,11-00021,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 3.28',5058,0,"3.28000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/AC_Line_Cords.pdf,//media.digikey.com/Photos/Phihong%20USA/AC30MNA.jpg,993-1037-ND,AC30MNA,Phihong USA,CORD NEMA 5-15P TO IEC 320-C5 6',1768,0,"3.44000","0","1","AC30","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C5","3","-","-","-","6.00' (1.83m)","-","United States","Black","125VAC","10A","-","-"
https://www.cui.com/product/resource/digikeypdf/ac-c7_eu.pdf,//media.digikey.com/Photos/CUI%20Photos/AC-C7-EU.jpg,T1167-EU-ND,AC-C7 EU,CUI Inc.,CRD 18AWG CEE7/16 - IEC320-C7 6',3991,0,"3.98000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/16","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.00' (1.83m)","B, CEBEC, DEMKO, ESTI, FIMKO, IMQ, KEMA, NEMKO, NF, OVE, SEMKO, VDE","Austria, Belgium, Denmark, Finland, France, Germany, Italy, Netherlands, Norway, Poland, Sweden, Switzerland","Black","250V","-","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31100701.pdf,//media.digikey.com/photos/Qualtek%20Photos/311007-01.jpg,Q106-ND,311007-01,Qualtek,CORD 18AWG NEMA5-15P - CBL 6.56',3689,7625,"3.99000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22302101.pdf,//media.digikey.com/photos/Qualtek%20Photos/223021-01.JPG,Q349-ND,223021-01,Qualtek,CORD 18AWG 1-15P - 320-C7 8' BLK,2527,3000,"4.01000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","8.00' (2.44m)","cUL, UL","Canada, United States","Black","125V","7A","105°C","-"
//media.digikey.com/pdf/Data%20Sheets/Elpac%20PDFs/67400-185-EB.pdf,//media.digikey.com/Photos/Inventus-Power/67400-185-DB.jpg,EPS614-ND,67400-185-EB,Inventus Power,CORD 18AWG NEMA5-15P - IEC320 6',608,0,"4.03000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
https://www.cui.com/product/resource/digikeypdf/ac-c7_na.pdf,//media.digikey.com/Photos/CUI%20Photos/AC-C7%20NA.jpg,T1166-NA-ND,AC-C7 NA,CUI Inc.,CORD 18AWG 1-15P - 320-C7 6' BLK,3488,0,"4.07000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","-","-","105°C","-"
https://assets.tripplite.com/product-pdfs/en/p006001.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P006001.jpg,TL867-ND,P006-001,Tripp Lite,CORD 18AWG NEMA5-15P - IEC320 1',1331,0,"4.17000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","1.00' (304.8mm)","UL","United States","Black","125VAC","10A","-","-"
http://www.tensility.com/pdffiles/11-00022.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00022.jpg,839-1185-ND,11-00022,Tensility International Corp,CORD 18AWG 5-15P - 320-C13 3.28',10659,0,"4.45000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00081.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00081.jpg,839-1268-ND,11-00081,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 6.56',459,0,"4.59000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31101301.pdf,//media.digikey.com/photos/Qualtek%20Photos/311013-01.JPG,Q108-ND,311013-01,Qualtek,CORD 18AWG NEMA5-15P - CBL 6.56',4445,0,"4.62000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8393_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5EU-2-R.JPG,AE9888-ND,AK500/U-2,Assmann WSW Components,CORD 18AWG 5-15P - 320-C13 6.56',6797,0,"4.70000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8392_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK%20500^U-1.jpg,AE9887-ND,AK500/U-1,Assmann WSW Components,CORD 18AWG 5-15P TO C13 6.56',2025,0,"4.70000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13, Right Angle","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7231_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK500-OE-9.jpg,AE9895-ND,AK500-OE-9-2,Assmann WSW Components,CRD 18AWG IEC320-C13 - CBL 6.56',1504,0,"4.78000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13","Cable","3","SJT","18 AWG","Shielded","6.56' (2.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.tensility.com/pdffiles/11-00014.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00014.jpg,839-1177-ND,11-00014,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 6.56',3120,0,"4.79000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/319002t01.pdf,//media.digikey.com/Photos/Qualtek%20Photos/319002-T01.JPG,Q345-ND,319002-T01,Qualtek,CORD 18AWG 320C14 - C13 3.28',3817,7500,"4.82000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","H05VV-F, SJT","18 AWG","Unshielded","3.28' (1.00m)","CB, CEBEC, CSA, DEMKO, FIMKO, IMQ, KEMA, NEMKO, OVE, SAA, SEMKO, SEV, UL, VDE","Australia, Austria, Belgium, Canada, Denmark, Finland, Germany, Italy, Netherlands, New Zealand, Norway, Sweden, United States","Black","250V","10A","60°C","-"
https://assets.tripplite.com/product-pdfs/en/p006003.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P006-003.jpg,TL451-ND,P006-003,Tripp Lite,CORD 18AWG NEMA5-15P - IEC320 3',629,0,"5.05000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","3.00' (914.4mm)","UL","United States","Black","125VAC","10A","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7967_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500U-4,JC,OE%20FIG%2042.jpg",AE9913-ND,AK500-OE-11-2,Assmann WSW Components,CORD 18AWG 320C14 - C13 6.56',2567,0,"5.08000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8395_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500U-4,JC,OE%20FIG%2042.jpg",AE9854-ND,AK500/U-4,Assmann WSW Components,CORD 18AWG 320C14 - C13 6.56',1805,0,"5.08000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/21101206.pdf,//media.digikey.com/Photos/Qualtek%20Photos/211012-06.JPG,Q122-ND,211012-06,Qualtek,CORD 18AWG NEMA 5-15P TO CBL 8',2438,1600,"5.13000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","8.00' (2.44m)","cUL, UL","Canada, United States","Gray","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31200701.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q102-ND,312007-01,Qualtek,CORD 18AWG 5-15P - 320-C13 6.56',16128,0,"5.35000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.tensility.com/pdffiles/11-00017.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00017.jpg,839-1180-ND,11-00017,Tensility International Corp,CORD 18AWG 5-15P - 320-C13 6.56',12966,0,"5.36000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
-,//media.digikey.com/Photos/CUI%20Photos/AC9-DK.JPG,T102-DK-ND,AC9-DK,CUI Inc.,CORD AS3112 TO IEC 320-C5 6' BLK,1791,0,"5.40000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","AS3112","IEC 320-C5","3","H05VV-F","-","Unshielded","6.00' (1.83m)","SAA","Australia, New Zealand","Black","250V","-","-","-"
http://www.tensility.com/pdffiles/11-00015.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00015.jpg,839-1178-ND,11-00015,Tensility International Corp,CORD 18AWG 5-15P - 320-C13 6.56',2419,0,"5.42000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31200301.pdf,//media.digikey.com/Photos/Qualtek%20Photos/212004-01.JPG,Q125-ND,312003-01,Qualtek,CORD 18AWG 5-15P - 320-C13 7.50',9660,13600,"5.50000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","7.50' (2.29m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/CUI%20Inc%20All%20Brands%20PDFs/AC7-DK.pdf,//media.digikey.com/Photos/CUI%20Photos/363012-D01.JPG,T100-DK-ND,AC7-DK,CUI Inc.,CORD CEE 7/4 TO IEC 320-C5 6',1731,0,"5.68000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/4","IEC 320-C5","2","H05VV-F","-","Unshielded","6.00' (1.83m)","CE, CEBEC, DEMKO, ENEC, FIMKO, GOST-R, IMQ, KEMA, NEMKO, NF, OVE, SEMKO, VDE","Austria, Belgium, Denmark, Finland, France, Germany, Italy, Netherlands, Norway, Russia, Sweden","Black","250V","-","70°C","-"
https://www.cui.com/product/resource/digikeypdf/ac-c13-na.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_AC-C13-NA.jpg,T1249-C13-NA-ND,AC-C13 NA,CUI Inc.,CORD 18AWG NEMA5-15P - IEC320 6',9336,0,"5.70000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","-","6.00' (1.83m)","CSA, UL","Canada, United States","Black","125VAC","10A","105°C","-"
https://www.cui.com/product/resource/digikeypdf/ac-c13-eu.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_AC-C13-EU.jpg,T1248-C13-EU-ND,AC-C13 EU,CUI Inc.,CORD CEE 7/7 TO IEC 320-C13 6',2738,0,"5.70000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/7","IEC 320-C13","3","H05VV-F3G0.75","-","-","6.00' (1.83m)","CE, CEBEC, DEMKO, FIMKO, GOST-R, IMQ, KEMA, NEMKO, NF, OVE, SEMKO, VDE","Austria, Belgium, Denmark, Finland, France, Germany, Italy, Netherlands, Norway, Russia, Sweden","Black","250V","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31202101.pdf,//media.digikey.com/Photos/Qualtek%20Photos/212004-01.JPG,Q126-ND,312021-01,Qualtek,CORD 18AWG 5-15P - 320-C13 7.50',1675,4800,"5.76000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","7.50' (2.29m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
https://assets.tripplite.com/product-pdfs/en/p006006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P006-006.jpg,TL415-ND,P006-006,Tripp Lite,CORD 18AWG NEMA5-15P - IEC320 6',4968,0,"5.93000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","6.00' (1.83m)","UL","United States","Black","125VAC","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/350049ld01.pdf,//media.digikey.com/photos/Qualtek%20Photos/350049-LD01.JPG,Q139-ND,350049-LD01,Qualtek,CORD 18AWG 5-15P - 320-C5 6' BLK,4623,0,"5.98000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C5","3","SVT","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
https://assets.tripplite.com/product-pdfs/en/p004006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/P004-006.JPG,TL414-ND,P004-006,Tripp Lite,CORD 18AWG IEC320C14 - 320C13 6',658,0,"6.08000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","18 AWG","-","6.00' (1.83m)","UL","United States","Black","100 ~ 230V","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31101601.pdf,//media.digikey.com/photos/Qualtek%20Photos/311013-01.JPG,Q109-ND,311016-01,Qualtek,CORD 18AWG NEMA5-15P - CBL 9.84',3239,0,"6.21000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/37400901.pdf,//media.digikey.com/photos/Qualtek%20Photos/374009-01.JPG,Q408-ND,374009-01,Qualtek,CORD AS3112 TO IEC 320-C13 5.90',6716,6750,"6.23000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","AS3112","IEC 320-C13","3","H05VV-F","-","Unshielded","5.91' (1.80m)","SAA","Australia, New Zealand","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/363012d01.pdf,//media.digikey.com/Photos/Qualtek%20Photos/363012-D01.JPG,Q134-ND,363012-D01,Qualtek,CORD CEE 7/7 TO CBL 8.20' BLACK,1581,2310,"6.45000","0","1","-","Active","Male Pins (Blades) to Leads","CEE 7/7","Cable","3","H05VV-F","-","Unshielded","8.20' (2.50m)","CB, CEBEC, DEMKO, FIMKO, KEMA, NEMKO, OVE, SEMKO, VDE","Africa, Americas, Asia, Austria, Australia, Belgium, Denmark, Europe, Finland, Germany, Netherlands, Norway, Sweden","Black","250V","10A","70°C","-"
https://www.cui.com/product/resource/digikeypdf/ac-c7_uk.pdf,//media.digikey.com/Photos/CUI%20Photos/AC-C7%20UK.jpg,T1168-UK-ND,AC-C7 UK,CUI Inc.,CORD BS1363A TO IEC 320-C7 6',2289,0,"6.46000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","BS1363A","IEC 320-C7","2","H03VVH2-F","-","Unshielded","6.00' (1.83m)","ENEC, HK, PSB, VDE","Europe, Germany, Hong Kong, Singapore","Black","-","-","-","-"
https://www.cui.com/product/resource/digikeypdf/ac-c13-cn.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_AC-C13-CN.jpg,T1246-C13-CN-ND,AC-C13 CN,CUI Inc.,CORD GB2099 TO IEC 320-C13 6',1250,0,"6.50000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","GB2099","IEC 320-C13","3","H05VV-F","-","-","6.00' (1.83m)","CCC","China","Black","250V","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31201101.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q115-ND,312011-01,Qualtek,CORD 16AWG 5-15P - 320-C13 6.56',3046,0,"6.52000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","16 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","13A","60°C","-"
https://assets.tripplite.com/product-pdfs/en/p00600613la.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P006-006-13LA.jpg,TL453-ND,P006-006-13LA,Tripp Lite,CORD 18AWG 5-15P TO 320-C13 6',701,0,"6.59000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13, Left Angle","3","SJT","18 AWG","-","6.00' (1.83m)","UL","United States","Black","125VAC","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31101901.pdf,//media.digikey.com/photos/Qualtek%20Photos/311019-01.JPG,Q110-ND,311019-01,Qualtek,CORD 16AWG NEMA5-15P - CBL 6.56',1450,0,"6.71000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","13A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/AC_Line_Cords.pdf,//media.digikey.com/Photos/Phihong%20USA/AC30UEU.jpg,993-1038-ND,AC30UEU,Phihong USA,CORD CEE 7/7 TO IEC 320-C13 6',982,0,"6.83000","0","1","AC30","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/7","IEC 320-C13","3","H05VV-F","-","-","6.00' (1.83m)","-","Europe","Black","250V","6A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/21201301.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q124-ND,212013-01,Qualtek,CORD 16AWG 5-15P - 320-C13 7.50',5154,3250,"6.91000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","16 AWG","Unshielded","7.50' (2.29m)","cUL, UL","Canada, United States","Black","125VAC","13A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31201001.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q103-ND,312010-01,Qualtek,CORD 18AWG 5-15P - 320-C13 9.84',13620,10150,"6.93000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/364002d01.pdf,//media.digikey.com/Photos/Qualtek%20Photos/364002-D01.JPG,Q135-ND,364002-D01,Qualtek,CORD 884CEE7-VII - 320-C13 8.2',12349,10440,"7.25000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 884/CEE7-VII","IEC 320-C13","3","H05VV-F","-","Unshielded","8.20' (2.50m)","CB, CEBEC, DEMKO, FIMKO, KEMA, NEMKO, OVE, SEMKO, VDE","Africa, Americas, Asia, Austria, Australia, Belgium, Denmark, Europe, Finland, Germany, Netherlands, Norway, Sweden","Black","250V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/39000201.pdf,//media.digikey.com/Photos/Qualtek%20Photos/390004-01.JPG,Q418-ND,390002-01,Qualtek,CRD IRAM 2073 - IEC320-C13 8.20',1518,625,"7.59000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IRAM 2073","IEC 320-C13","3","H05VV-F","-","Unshielded","8.20' (2.50m)","IRAM","Argentina","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/367003d01.pdf,//media.digikey.com/photos/Qualtek%20Photos/367003-D01.JPG,Q346-ND,367003-D01,Qualtek,CORD CEE 7/7RA - IEC320-C13 8.2',4081,5250,"7.61000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/7, Right Angle","IEC 320-C13","3","H05VV-F","-","Unshielded","8.20' (2.50m)","CB, CEBEC, DEMKO, FIMKO, KEMA, NEMKO, NF, OVE, SEMKO, VDE","Africa, Americas, Asia, Austria, Australia, Belgium, Denmark, Europe, Finland, France, Germany, Netherlands, Norway, Sweden","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/374003a01.pdf,//media.digikey.com/photos/Qualtek%20Photos/374003-A01.jpg,Q359-ND,374003-A01,Qualtek,CORD AS3112 TO IEC 320-C13 8.20',2174,360,"7.61000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","AS3112","IEC 320-C13","3","SAA","-","Unshielded","8.20' (2.50m)","SAA","Australia, New Zealand","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31102401.pdf,//media.digikey.com/Photos/Qualtek%20Photos/311024-01.JPG,Q112-ND,311024-01,Qualtek,CORD 14AWG NEMA5-15P - CBL 6.56',1606,960,"7.71000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","14 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","15A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/23300806.pdf,//media.digikey.com/Photos/Qualtek%20Photos/233008-06.JPG,Q351-ND,233008-06,Qualtek,CORD 18AWG NEMA5-15P - IEC320 8',2711,1350,"7.78000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","8.00' (2.44m)","CSA, UL","Canada, United States","Gray","125VAC","10A","60°C","Hospital Grade"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/23300206.pdf,//media.digikey.com/Photos/Qualtek%20Photos/233002-06.JPG,Q350-ND,233002-06,Qualtek,CORD 18AWG NEMA5-15P - IEC320 8',2703,2000,"7.85000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","8.00' (2.44m)","CSA, UL","Canada, United States","Gray","125VAC","10A","60°C","Hospital Grade"
