Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Lines","Cable Length - Unexposed","Features"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-9455-XXXX-XX&DocType=Customer+Drawing&DocLang=English,-,D-500-9455-1022-6M-ND,D-500-9455-1022-6M,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"308.64000","0","5","*","Active","-","-","-","-"
-,-,D-500-0458-1-612-078-TS-ND,D-500-0458-1-612-078-TS,"TE Connectivity Aerospace, Defense and Marine",D-500-0458-1-612-078-TS,0,0,"308.79000","0","6","-","Active","Data Coupler, Bus to Open","1","6.50' (1.98m) 78.0""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-1-612-120-ND,D-500-0456-1-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"309.99000","0","6","*","Active","-","-","-","-"
-,-,09457251332-ND,09457251332,HARTING,RJI KABEL IP67 HYBRID FLEX 25M,0,0,"311.67000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-1-612-120-ND,D-500-L455-1-612-120,"TE Connectivity Aerospace, Defense and Marine",MICROCOUPLER 1 STUB SHIELD CABLE,0,0,"311.91000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L457-1-612-120-ND,CR5958-000,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"311.91000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-614-079-ND,D-500-0465-1-614-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"314.19000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-613-078-TSCS-ND,D-500-0458-1-613-078-TSCS,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"314.53500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-613-078-TSSU-ND,D-500-0458-1-613-078-TSSU,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"314.53500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0466-1-612-120-ND,D-500-0466-1-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"316.20000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-2-613-079-ND,D-500-0455-2-613-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"319.66500","0","6","*","Active","-","-","-","-"
-,-,D-500-0458-2-613-012-ND,D-500-0458-2-613-012,"TE Connectivity Aerospace, Defense and Marine",D-500-0458-2-613-012,0,0,"321.04500","0","6","-","Active","Data Coupler, Bus to Open","1","1.00' (0.30m) 12.00""","2 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2177202&DocType=Customer+Drawing&DocLang=English,-,2177202-8-ND,2177202-8,TE Connectivity AMP Connectors,"2POS,HV,90,50SQMM,COD A,CAB ASSY",0,0,"321.95000","0","3","-","Active","HV Plug, 2 pos to Wire","-","6.56' (2.00m) 78.7""","-"
-,-,09457251514-ND,09457251514,HARTING,HAN 3A PLASTIC RJ45 HYBRID CABLE,0,0,"322.81400","0","10","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=556731&DocType=Customer+Drawing&DocLang=English,-,2-556731-7-ND,2-556731-7,TE Connectivity AMP Connectors,CABLE ASSY PWR-LINE 8 WIRE 420"",0,0,"322.91000","0","1","AMPINNERGY","Active","Line Contacts to Power Contacts","8","35.00' (10.67m) 420""","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0467-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0467-2-612-012-ND,D-500-0467-2-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"324.76500","0","6","04","Active","Data Coupler, Bus to Open","1","-","2 Stub, EMP Hardened"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-1-613-120-ND,D-500-0457-1-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"325.18500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-2-613-078-ND,D-500-0465-2-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"326.05500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L457-2-612-078-ND,D-500-L457-2-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"326.06000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-1-613-120-ND,D-500-L455-1-613-120,"TE Connectivity Aerospace, Defense and Marine",MICROCOUPLER 1 STUB DBL SHIELD,0,0,"326.76000","0","6","*","Active","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/33572110XX000X_100154019DRW013C.pdf,-,33572110200001-ND,33572110200001,HARTING,"HYBR.CABLE ASSY, AC, 20M -2 X HA",0,0,"327.51000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-612-236-ND,D-500-0465-1-612-236,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"329.35500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-614-079-ND,D-500-0455-1-614-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"331.50000","0","6","04","Active","Data Coupler, Bus to Bus","1","6.58' (2.01m) 79.0""","1 Stub, Shielded"
-,-,D-500-0455-1-614-078-ND,D-500-0455-1-614-078,"TE Connectivity Aerospace, Defense and Marine",D-500-0455-1-614-078,0,0,"331.50000","0","6","04","Active","Data Coupler, Bus to Bus","1","6.50' (1.98m) 78.0""","1 Stub, EMP Hardened, Shielded"
-,-,CA2438-000-ND,CA2438-000,"TE Connectivity Aerospace, Defense and Marine",D-500-L458-1-A01-CS2854,0,0,"332.75000","0","1","-","Active","-","-","-","1 Stub"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-022-ND,D-500-0255-022,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"332.85000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-614-012-ND,D-500-0458-1-614-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"332.94000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-2-612-079-ND,D-500-L455-2-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"334.20000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-2-612-078-ND,D-500-L455-2-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"334.20000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-1-613-078-ND,D-500-L455-1-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"335.26571","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-2-613-078-ND,D-500-0457-2-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"335.67000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-2-612-079-ND,D-500-0458-2-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"335.68600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ-T&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-612-240-ND,D-500-0455-1-612-240,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"339.01600","0","5","04","Active","Data Coupler, Bus to Bus","1","20.00' (6.10m) 240""","1 Stub, Shielded"
-,-,D-500-0457-1-612-236-ND,D-500-0457-1-612-236,"TE Connectivity Aerospace, Defense and Marine",D-500-0457-1-612-236,0,0,"339.03000","0","5","04","Active","Data Coupler, Bus to Open","1","19.67' (5.99m) 236""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-1-613-120-ND,D-500-0456-1-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"340.96600","0","5","*","Active","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/998(4,5)xx_Dwg.pdf",-,998438-ND,998438,Weidmüller,FIM CBL FBM01 7.5M,0,0,"342.72000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-613-120-ND,D-500-0458-1-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"344.64000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-023-ND,D-500-0255-023,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"345.13600","0","5","*","Active","-","-","-","-"
-,-,20886110250-ND,20886110250,HARTING,SYPCEMKAB.HAN-BRID/CU KU.PCI+BU,0,0,"345.72000","0","1","*","Active","-","-","-","-"
-,-,D-500-0456-1-614-012-ND,D-500-0456-1-614-012,"TE Connectivity Aerospace, Defense and Marine",D-500-0456-1-614-012,0,0,"345.91600","0","5","04","Active","Data Coupler, Bus to Open","2","1.00' (0.30m) 12.00""","1 Stub, EMP Hardened, Shielded"
-,-,D-500-0457-1-614-078-ND,D-500-0457-1-614-078,"TE Connectivity Aerospace, Defense and Marine",D-500-0457-1-614-078,0,0,"348.07600","0","5","04","Active","Data Coupler, Bus to Open","1","6.50' (1.98m) 78.0""","1 Stub, EMP Hardened, Shielded"
-,-,D-500-0457-1-614-079-ND,D-500-0457-1-614-079,"TE Connectivity Aerospace, Defense and Marine",D-500-0457-1-614-079,0,0,"348.07600","0","5","04","Active","Data Coupler, Bus to Open","1","6.58' (2.01m) 79.0""","1 Stub, EMP Hardened, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-2-613-078-T-ND,D-500-0465-2-613-078-T,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"348.40600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-2-612-079-ND,D-500-0456-2-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"348.73600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L457-2-612-079-ND,D-500-L457-2-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"350.91000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-2-612-120-ND,D-500-0465-2-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"355.71000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L456-1-612-120-ND,D-500-L456-1-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"356.47600","0","5","*","Active","-","-","-","-"
-,-,CS8793-000-ND,CS8793-000,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"357.71000","0","1","*","Active","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/998(4,5)xx_Dwg.pdf",-,998526-ND,998526,Weidmüller,FIM CBL FBM01 2.0M,0,0,"359.05000","0","1","*","Active","-","-","-","-"
-,-,33572110200003-ND,33572110200003,HARTING,"HYBR.CABLE ASSY, AC, 20M -2XHAN3",0,0,"363.39000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-2-612-037-ND,D-500-0455-2-612-037,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"364.42600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0468-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0468-1-612-120-ND,D-500-0468-1-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"365.19000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0467-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0467-1-613-120-ND,D-500-0467-1-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"365.19000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-2-612-078-ND,D-500-0456-2-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"366.16600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-2-613-078-ND,D-500-L455-2-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"367.62000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-1-612-240-ND,D-500-L455-1-612-240,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"371.32600","0","5","*","Active","-","-","-","-"
-,-,D-500-0455-1-612-240-TCS2-ND,D-500-0455-1-612-240-TCS2,"TE Connectivity Aerospace, Defense and Marine",D-500-0455-1-612-240-TCS2692,0,0,"371.32600","0","5","04","Active","Data Coupler, Bus to Bus","1","20.00' (6.10m) 240""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-613-236-ND,D-500-0455-1-613-236,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"372.94600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-1-613-236-ND,D-500-0457-1-613-236,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"372.94600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-1-613-240-ND,D-500-0457-1-613-240,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"372.94600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-612-236-ND,D-500-0458-1-612-236,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"372.96000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0467-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0467-2-612-078-ND,D-500-0467-2-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"373.48600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L458-1-612-120-ND,D-500-L458-1-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"374.01000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-2-613-078-TCS2-ND,D-500-0465-2-613-078-TCS2,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"374.97000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=556148&DocType=Customer+Drawing&DocLang=English,-,3-556148-0-ND,3-556148-0,TE Connectivity AMP Connectors,CABLE ASSY LINE ENT 8 WIRE 360"",0,0,"375.18000","0","1","AMPINNERGY","Active","Line Contacts to Wire","8","30.00' (9.14m) 360""","6.00"" Exposed Wire Leads"
-,-,33572110300004-ND,33572110300004,HARTING,"HYBR.CABLE ASSY, AC, 30M -2 X HA",0,0,"378.51000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-018-ND,D-500-0255-018,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"380.91000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-2-613-032-ND,D-500-0455-2-613-032,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"383.59600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=555858&DocType=Customer+Drawing&DocLang=English,-,1-555858-1-ND,1-555858-1,TE Connectivity AMP Connectors,CABLE ASSY PWR ENTRY 5 WIRE 600"",0,0,"384.09000","0","1","AMPINNERGY","Active","Power Contacts to Wire","5","50.00' (15.24m) 600""","6.00"" Exposed Wire Leads"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-2-612-120-ND,D-500-0457-2-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"384.46600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0468-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0468-1-613-078-TCS2-ND,D-500-0468-1-613-078-TCS2,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"384.97600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-613-240-ND,D-500-0455-1-613-240,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"387.15000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-1-612-240-ND,D-500-0456-1-612-240,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"387.46600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=556730&DocType=Customer+Drawing&DocLang=English,-,1-556730-3-ND,1-556730-3,TE Connectivity AMP Connectors,CABLE ASSY PWR-LINE 5 WIRE 600"",0,0,"390.00000","0","1","AMPINNERGY","Active","Line Contacts to Power Contacts","5","50.00' (15.24m) 600""","-"
-,-,09457251545-ND,09457251545,HARTING,RJI CABLE8AWG28/7HYBOUT IP67ME,0,0,"390.57200","0","10","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-2-613-120-ND,D-500-0465-2-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"391.26000","0","5","*","Active","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/3357111XXX0001_100172821DRW012A.pdf,-,33571110400001-ND,33571110400001,HARTING,"HYBR.CABLE ASSY, DC, 40M -1 X HA",0,0,"392.07000","0","6","-","Active","RJ45 Plug and Power Contacts to Wire","8 Signal, 3 Power","131.23' (40.00m) 1575""","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L456-1-613-120-ND,D-500-L456-1-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"392.11600","0","5","*","Active","-","-","-","-"
-,-,D-500-0466-1-612-236-ND,D-500-0466-1-612-236,"TE Connectivity Aerospace, Defense and Marine",D-500-0466-1-612-236,0,0,"395.23600","0","5","04","Active","Data Coupler, Bus to Bus","1","19.67' (5.99m) 236""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-223-ND,D-500-0255-223,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"395.46000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-017-ND,D-500-0255-017,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"395.70000","0","5","*","Active","-","-","-","-"
-,-,D-500-0455-1-614-120-ND,D-500-0455-1-614-120,"TE Connectivity Aerospace, Defense and Marine",D-500-0455-1-614-120,0,0,"397.81600","0","5","04","Active","Data Coupler, Bus to Bus","1","10.00' (3.05m) 120""","1 Stub, EMP Hardened, Shielded"
-,-,20886110300-ND,20886110300,HARTING,SYPCEM CABLE HAN-BRID/CU THERMOP,0,0,"398.07000","0","1","Han-InduNet®","Active","Heavy Duty Connector, Female to Heavy Duty Connector, Male","6","98.43' (30.00m) 1181""","Shielded"
-,-,20886510300-ND,20886510300,HARTING,SYPCEM CABLE HAN-BRID/CU-CU M-F,0,0,"399.63000","0","1","Han-InduNet®","Active","Heavy Duty Connector, Female to Heavy Duty Connector, Male","6","98.43' (30.00m) 1181""","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-2-XXX-ZZZ-T&DocType=Customer+Drawing&DocLang=English,-,CA6800-000-ND,CA6800-000,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"399.69000","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L456-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L456-2-612-079-ND,D-500-L456-2-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"401.02600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-2-612-024-ND,D-500-L455-2-612-024,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"401.04000","0","5","*","Active","-","-","-","-"
