Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Lines","Cable Length - Unexposed","Features"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ-T&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-612-078-TCS2-ND,D-500-0455-1-612-078-TCS2,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"215.23500","0","8","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-612-079-ND,D-500-0455-1-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"215.23500","0","8","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-1-613-012-ND,D-500-0457-1-613-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"216.19500","0","8","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-612-012-ND,D-500-0458-1-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"216.19500","0","8","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-1-612-012-ND,D-500-0456-1-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"224.61000","0","8","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-1-612-079-ND,D-500-0457-1-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"226.05000","0","8","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=556731&DocType=Customer+Drawing&DocLang=English,-,2-556731-6-ND,2-556731-6,TE Connectivity AMP Connectors,CABLE ASSY PWR-LINE 8 WIRE 240"",0,0,"227.09000","0","1","AMPINNERGY","Active","Line Contacts to Power Contacts","8","20.00' (6.10m) 240""","-"
-,-,D-500-0466-1-612-012-ND,D-500-0466-1-612-012,"TE Connectivity Aerospace, Defense and Marine",D-500-0466-1-612-012,0,0,"229.11000","0","8","04","Active","Data Coupler, Bus to Bus","1","1.00' (0.30m) 12.00""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1958023&DocType=Customer+Drawing&DocLang=English,-,1958023-1-ND,1958023-1,TE Connectivity AMP Connectors,4/0 BRAIDED CABLE ASSEMBLY,0,0,"229.70427","0","96","-","Active","Power Contact to Power Contact","1","2.08' (0.64m) 25.0""","-"
-,-,20886110150-ND,20886110150,HARTING,SYPCEMKAB.HAN-BRID/CU KU.PCI+BU,0,0,"233.19000","0","1","Han-InduNet®","Active","Heavy Duty Connector, Female to Heavy Duty Connector, Male","6","49.21' (15.00m) 591""","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=556148&DocType=Customer+Drawing&DocLang=English,-,2-556148-0-ND,2-556148-0,TE Connectivity AMP Connectors,CABLE ASSY LINE ENT 8 WIRE 240"",0,0,"233.96000","0","1","AMPINNERGY","Active","Line Contacts to Wire","8","20.00' (6.10m) 240""","6.00"" Exposed Wire Leads"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-613-078-ND,D-500-0455-1-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"236.80500","0","8","*","Active","-","-","-","-"
-,-,D-500-0455-1-613-079-ND,D-500-0455-1-613-079,"TE Connectivity Aerospace, Defense and Marine",D-500-0455-1-613-079,0,0,"236.80500","0","8","04","Active","Data Coupler, Bus to Bus","1","6.58' (2.01m) 79.0""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-613-012-ND,D-500-0458-1-613-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"237.82571","0","7","*","Active","-","-","-","-"
-,-,09457251543-ND,09457251543,HARTING,RJI CORD 8AWG28/7HYBOUT IP67ME,0,0,"237.87300","0","10","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-612-078-ND,D-500-0465-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"239.34000","0","7","*","Active","-","-","-","-"
https://b2b.harting.com/files/TB_20888410xxx_BL01_R411464.pdf,-,20888410300-ND,20888410300,HARTING,SYPCEMKAB.PS HAN-Q8/0 KU.PCI+BU,0,0,"239.48000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0467-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0467-1-612-012-ND,D-500-0467-1-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"240.57000","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-613-078-ND,D-500-0465-1-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"241.53000","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-613-079-ND,D-500-0465-1-613-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"241.53000","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L457-1-612-078-ND,D-500-L457-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"241.53000","0","1","*","Active","-","-","-","-"
-,-,D-500-0456-1-613-012-ND,D-500-0456-1-613-012,"TE Connectivity Aerospace, Defense and Marine",D-500-0456-1-613-012,0,0,"247.08000","0","7","04","Active","Data Coupler, Bus to Open","2","1.00' (0.30m) 12.00""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L455-1-612-078-ND,D-500-L455-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"247.56000","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-1-613-079-ND,D-500-0457-1-613-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"248.62571","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-612-078-ND,D-500-0458-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"248.62571","0","7","*","Active","-","-","-","-"
-,-,09457251352-ND,09457251352,HARTING,HAN 3A PLASTIC RJ45 HYBRID CABLE,0,0,"249.47300","0","10","*","Active","-","-","-","-"
-,-,33572110150004-ND,33572110150004,HARTING,"HYBR.CABLE ASSY, AC, 15M -2 X HA",0,0,"249.69000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0466-1-613-012-ND,D-500-0466-1-613-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"252.01571","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-613-078-T-ND,D-500-0455-1-613-078-T,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"253.02000","0","5","*","Active","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/998546,998547_Dwg.pdf",-,998546-ND,998546,Weidmüller,FIM CBL FBM01 RA ST,0,0,"254.22000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=558057&DocType=Customer+Drawing&DocLang=English,-,1-558057-8-ND,1-558057-8,TE Connectivity AMP Connectors,CABLE ASSY PWR-PWR 8 WIRE 300"",0,0,"254.60000","0","1","AMPINNERGY","Active","Power Contacts to Power Contacts","8","25.00' (7.62m) 300""","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-2-612-012-ND,D-500-0465-2-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"257.74571","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-612-120-ND,D-500-0455-1-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"258.33000","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-1-612-078-ND,D-500-0456-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"258.33000","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-1-612-079-ND,D-500-0456-1-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"258.33000","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-612-120-ND,D-500-0465-1-612-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"263.47571","0","7","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0466-1-612-078-ND,D-500-0466-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"263.47571","0","7","*","Active","-","-","-","-"
-,-,D-500-0465-1-612-036-ND,D-500-0465-1-612-036,"TE Connectivity Aerospace, Defense and Marine",D-500-0465-1-612-036,0,0,"263.47571","0","7","04","Active","Data Coupler, Bus to Bus","1","1.00' (0.30m) 12.00""","1 Stub, Shielded"
-,-,CP3597-000-ND,CP3597-000,"TE Connectivity Aerospace, Defense and Marine",D-500-0465-1-612-024,0,0,"263.47571","0","7","-","Active","Data Coupler, Bus to Open","1","2.00' (0.61m) 24.0""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0467-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0467-1-613-012-ND,D-500-0467-1-613-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"264.61571","0","7","*","Active","-","-","-","-"
-,-,D-500-0468-1-612-012-ND,D-500-0468-1-612-012,"TE Connectivity Aerospace, Defense and Marine",D-500-0468-1-612-012,0,0,"264.61571","0","7","-","Active","Data Coupler, Bus to Open","1","1.00' (0.30m) 12.00""","1 Stub, Shielded"
https://b2b.harting.com/files/download/PRD/PDF_TS/3357211XXX5001_100183341DRW021A.pdf,-,33572110105001-ND,33572110105001,HARTING,"HYBR.CABLE ASSY,AC,10M,FO+POW-MM",0,0,"266.57000","0","1","*","Active","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/998546,998547_Dwg.pdf",-,998547-ND,998547,Weidmüller,FIM CBL FBM01 RA ST,0,0,"268.34000","0","1","*","Active","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/33572110XX000X_100154019DRW013C.pdf,-,33572110150001-ND,33572110150001,HARTING,"HYBR.CABLE ASSY, AC, 15M -2 X HA",0,0,"269.39000","0","1","*","Active","-","-","-","-"
-,-,20884110150-ND,20884110150,HARTING,SYPCEM CABLE HAN-BRID/FOC THERMO,0,0,"269.84000","0","1","Han-Brid®","Active","Heavy Duty Connector, Female to Heavy Duty Connector, Male","2 Power, 4 Signal","49.21' (15.00m) 591""","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0468-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0468-1-613-012-ND,D-500-0468-1-613-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"270.48000","0","5","*","Active","-","-","-","-"
-,-,D-500-0457-1-612-024-ND,D-500-0457-1-612-024,"TE Connectivity Aerospace, Defense and Marine",D-500-0457-1-612-024,0,0,"271.21571","0","7","04","Active","Data Coupler, Bus to Open","1","2.00' (0.61m) 24.0""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-04S-1-1018&DocType=Customer+Drawing&DocLang=English,-,8-1196969-2-ND,8-1196969-2,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"271.46000","0","1","*","Active","-","-","-","-"
-,-,20888610300-ND,20888610300,HARTING,SYPCEM CABLE HAN-Q8/0/ MET,0,0,"272.24000","0","1","Han-InduNet®","Active","Heavy Duty Connector, Female to Heavy Duty Connector, Male","9","98.43' (30.00m) 1181""","-"
-,-,D-500-0455-1-613-078-TCS2-ND,D-500-0455-1-613-078-TCS2,"TE Connectivity Aerospace, Defense and Marine",D-500-0455-1-613-078-TCS2692,0,0,"272.32571","0","7","04","Active","Data Coupler, Bus to Bus","1","6.50' (1.98m) 78.0""","1 Stub, Shielded"
https://b2b.harting.com/files/download/PRD/PDF_TS/3357111XXX0001_100172821DRW012A.pdf,-,33571110200001-ND,33571110200001,HARTING,"HYBR.CABLE ASSY, DC, 20M -1 X HA",0,0,"272.70000","0","6","*","Active","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/3357111XXX0002_100172821DRW014A.pdf,-,33571110200002-ND,33571110200002,HARTING,"CABLE ASSEMBLY HYBRID, 4X2XAWG26",0,0,"272.70000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0467-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0467-1-612-078-ND,D-500-0467-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"276.64500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-2-613-012-ND,D-500-0455-2-613-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"277.96500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-059-ND,D-500-0255-059,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"278.41600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-2-612-012-ND,D-500-0457-2-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"278.59500","0","6","*","Active","-","-","-","-"
-,-,D-500-0465-2-613-012-ND,D-500-0465-2-613-012,"TE Connectivity Aerospace, Defense and Marine",D-500-0465-2-613-012,0,0,"283.51500","0","6","04","Active","Data Coupler, Bus to Bus","1","1.00' (0.30m) 12.00""","2 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-613-056-ND,D-500-0455-1-613-056,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"284.14500","0","6","04","Active","Data Coupler, Bus to Bus","1","4.67' (1.42m) 56.0""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-1-613-078-ND,D-500-0456-1-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"284.14500","0","6","*","Active","-","-","-","-"
-,-,33574110105006-ND,33574110105006,HARTING,H.CA.AS-1XHAN3A-10M-AC-D;SM;1XLC,0,0,"284.63000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-1-612-078-TSSU-ND,D-500-0458-1-612-078-TSSU,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"285.93000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L458-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L458-1-612-078-ND,D-500-L458-1-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"285.93000","0","6","*","Active","-","-","-","-"
-,-,D-500-0458-1-612-078-TSCS-ND,D-500-0458-1-612-078-TSCS,"TE Connectivity Aerospace, Defense and Marine",D-500-0458-1-612-078-TSCS2692,0,0,"285.93000","0","6","-","Active","Data Coupler, Bus to Open","1","6.50' (1.98m) 78.0""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-612-078C2791-ND,D-500-0465-1-612-078C2791,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"286.78500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-04-X0X-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-04-C03-072-ND,D-500-04-C03-072,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"289.15500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-1-613-120-ND,D-500-0465-1-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"289.83000","0","6","*","Active","-","-","-","-"
-,-,D-500-0465-1-613-036-ND,D-500-0465-1-613-036,"TE Connectivity Aerospace, Defense and Marine",D-500-0465-1-613-036,0,0,"289.83000","0","6","04","Active","Data Coupler, Bus to Bus","1","1.00' (0.30m) 12.00""","1 Stub, Shielded"
-,-,CY0716-000-ND,CY0716-000,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"290.61000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-2-612-079-ND,D-500-0455-2-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"290.61000","0","6","*","Active","-","-","-","-"
-,-,20886110200-ND,20886110200,HARTING,SYPCEMKAB.HAN-BRID/CU KU.PCI+BU,0,0,"290.76000","0","1","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-2-613-012-ND,D-500-0457-2-613-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"291.88500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0458-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0458-2-612-012-ND,D-500-0458-2-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"291.88500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-04S-1-1020&DocType=Customer+Drawing&DocLang=English,-,D-500-04S-1-1020-ND,D-500-04S-1-1020,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"292.99500","0","6","*","Active","-","-","-","-"
-,-,09457251544-ND,09457251544,HARTING,RJI CABLE8AWG28/7HYBOUT IP67ME,0,0,"295.98900","0","10","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-046X-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0465-2-612-078-ND,D-500-0465-2-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"296.41500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L456-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L456-1-612-079-ND,D-500-L456-1-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"297.06000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0455-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0455-1-613-120-ND,D-500-0455-1-613-120,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"298.35000","0","6","04","Active","Data Coupler, Bus to Bus","1","10.00' (3.05m) 120""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-011-ND,D-500-0255-011,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"299.88000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-024-ND,D-500-0255-024,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"300.28600","0","5","*","Active","-","-","-","-"
-,-,CM6818-000-ND,CM6818-000,"TE Connectivity Aerospace, Defense and Marine",D-500-04S-1-1013-CS2635,0,0,"301.11000","0","5","-","Active","-","-","-","1 Stub"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-04-X0X-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-04-C23-072-ND,D-500-04-C23-072,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"301.54500","0","6","*","Active","-","-","-","-"
-,-,CM9188-000-ND,CM9188-000,"TE Connectivity Aerospace, Defense and Marine",D-500-04S-2-1013CS2635,0,0,"301.59000","0","6","-","Active","-","-","-","2 Stub"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0456-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0456-2-612-012-ND,D-500-0456-2-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"303.24000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0255&DocType=Customer+Drawing&DocLang=English,-,D-500-0255-042-ND,D-500-0255-042,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"303.97600","0","5","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0467-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0467-1-613-078-ND,D-500-0467-1-613-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"304.32000","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0468-1-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0468-1-612-079-ND,D-500-0468-1-612-079,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"304.32000","0","6","*","Active","-","-","-","-"
-,-,D-500-0467-1-613-079-ND,D-500-0467-1-613-079,"TE Connectivity Aerospace, Defense and Marine",D-500-0467-1-613-079,0,0,"304.32000","0","6","04","Active","Data Coupler, Bus to Open","1","6.58' (2.01m) 79.0""","1 Stub, Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-0457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-0457-2-612-078-ND,D-500-0457-2-612-078,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"305.14500","0","6","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-500-L457-2-XXX-ZZZ&DocType=Customer+Drawing&DocLang=English,-,D-500-L457-2-612-012-ND,D-500-L457-2-612-012,"TE Connectivity Aerospace, Defense and Marine",IN LINE COUPLERS,0,0,"305.14500","0","6","*","Active","-","-","-","-"
-,-,D-500-0457-2-612-079-ND,D-500-0457-2-612-079,"TE Connectivity Aerospace, Defense and Marine",D-500-0457-2-612-079,0,0,"305.14500","0","6","04","Active","Data Coupler, Bus to Open","1","6.58' (2.01m) 79.0""","2 Stub, Shielded"
-,-,09457251581-ND,09457251581,HARTING,HAN 3A METAL RJ45 HYBRID CABLE A,0,0,"307.74800","0","10","*","Active","-","-","-","-"
