Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Length","Specifications","Wire Gauge","Shielding","Style"
//media.digikey.com/pdf/Data%20Sheets/Qualtek%20PDFs/3025034-10_Dwg.pdf,//media.digikey.com/Photos/Qualtek%20Photos/302503x.jpg,Q969-ND,3025034-10,Qualtek,USB 2.0 A MALE TO USB 2.0 MICRO,1548,0,"5.18000","0","1","-","Active","A Male to Micro B Male","10.00' (3.05m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887328500_sd.pdf,//media.digikey.com/photos/Molex/88732-8600.jpg,WM17492-ND,0887328600,Molex,CABLE USB 2.0 A-MINI B 1M WHITE,12933,0,"5.47000","0","1","88740","Active","A Male to Mini B Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/102-1292-BL-00100_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1292-BL-00050.jpg,1175-1451-ND,102-1292-BL-00100,CNC Tech,CABLE USB A M-B MICR0 1M/FERRITE,19492,0,"5.50000","0","1","-","Active","A Male to Micro B Male, Right Angle","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Tripp%20Lite/UR024-18N-RA_Dwg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_UR024-18N-RA.jpg,TL506-ND,UR024-18N-RA,Tripp Lite,USB RA A-M TO A-F EXT CABLE 18"",6667,0,"5.50000","0","1","-","Active","A Female to A Male, Right Angle","1.50' (457.2mm)","USB 2.0","24 AWG, 28 AWG","Shielded","Reversible"
http://cnctech.us/pdfs/102-1092-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1092-BL%20SERIES.jpg,1175-1129-ND,102-1092-BL-00200,CNC Tech,CABLE USB A MALE-B MICRO MALE 2M,4929,0,"5.50000","0","1","-","Active","A Male to Micro B Male","6.56' (2.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/USB%20Cables%20for%20Wall%20Plug%20Adapters.pdf,//media.digikey.com/Photos/Phihong%20USA/IPUSB1MS.jpg,993-1070-ND,IPUSB1MS,Phihong USA,CABLE USB A TO MICRO-B 1.5M,7062,0,"5.51000","0","1","IPUSB","Active","A Male to Micro B Male","4.92' (1.50m)","-","-","-","-"
http://www.cnctech.us/pdfs/102-1030-BL-F0300.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1030-BL-F0x00.jpg,1175-1414-ND,102-1030-BL-F0300,CNC Tech,CABLE USB A MALE - B MALE 3M BLK,2444,0,"5.75000","0","1","-","Active","A Male to B Male","9.84' (3.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7091_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AK67421-x-R.jpg,AE10343-ND,AK67421-3,Assmann WSW Components,CABLE USB-A TO MICRO USB-B 3M,1156,0,"5.98000","0","1","-","Active","A Male to Micro B Male","9.84' (3.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1292-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1292-BL-00050.jpg,1175-1450-ND,102-1292-BL-00200,CNC Tech,CABLE USB A M-B MICR0 2M/FERRITE,3052,0,"6.00000","0","1","-","Active","A Male to Micro B Male, Right Angle","6.56' (2.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/u050006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U050-0xx%20Series.jpg,TL792-ND,U050-006,Tripp Lite,USB 2.0 A TO MICRO-USB B 6',609,0,"6.01000","0","1","-","Active","A Male to Micro B Male","6.00' (1.83m)","USB 2.0","-","-","-"
https://assets.tripplite.com/product-pdfs/en/u02406npm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U024-06N-PM.jpg,TL778-ND,U024-06N-PM,Tripp Lite,USB 2.0 EXT CABLE A M/F 6"",500,0,"6.21000","0","1","-","Active","A Female to A Male","0.50' (152.4mm)","USB 2.0","20 AWG, 28 AWG","Shielded","Extension Cable"
https://assets.tripplite.com/product-pdfs/en/u023006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U023-00x%20Series.jpg,TL773-ND,U023-006,Tripp Lite,USB 2.0 A MALE B MALE,113,0,"6.28000","0","1","-","Active","A Male to B Male","6.00' (1.83m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/u022015.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U022%20Series.jpg,TL428-ND,U022-015,Tripp Lite,CABLE USB 2.0 A/B 15',620,0,"6.79000","0","1","-","Active","A Male to B Male","15.00' (4.57m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021023-16.pdf,//media.digikey.com/photos/Qualtek%20Photos/3021023-16.JPG,Q372-ND,3021023-16,Qualtek,CBL USB A-BLUNT CON 16' 24/26AWG,1713,0,"6.91000","0","1","-","Active","A Male to Cable (Round)","16.00' (4.88m)","USB 2.0","24 AWG, 26 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3023003-01M.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3023003-01M.jpg,Q545-ND,3023003-01M,Qualtek,CABLE USB 3.0 A TO B 3.28',7147,0,"7.13000","0","1","-","Active","A Male to B Male","3.28' (1.00m)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","24 AWG, 30 AWG (2)","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/ur020003ra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_UR020-003-RA.jpg,TL492-ND,UR020-003-RA,Tripp Lite,USB RA A-MALE TO A-MALE CABLE 3',838,0,"7.85000","0","1","-","Active","A Male to A Male, Right Angle","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","-","Reversible"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7091_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/MFG_AK67421-x-R.jpg,AE10344-ND,AK67421-5,Assmann WSW Components,CABLE USB-A TO MICRO USB-B 5M,1073,0,"7.92000","0","1","-","Active","A Male to Micro B Male","16.40' (5.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/687840001_sd.pdf,//media.digikey.com/photos/Molex/68784-0001.JPG,WM17145-ND,0687840001,Molex,CABLE MICRO USB B TO STD A 1.0M,4903,0,"8.06000","0","1","68784","Active","A Male to Micro B Male","3.28' (1.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/u00510i.pdf,//media.digikey.com/photos/Tripplite%20Photos/U005-10I.jpg,TL401-ND,U005-10I,Tripp Lite,CABLE USB EXTENSION A 10"",2363,0,"8.24000","0","1","-","Active","A Female to A Male, Left Angle","0.83' (254.0mm)","USB 2.0","24 AWG, 28 AWG","Shielded","Extension Cable"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1487594&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1487595-x.jpg,A128023-ND,1487594-1,TE Connectivity AMP Connectors,"USB, A-B, 28/28, BLACK, 0.5M",463,0,"8.28000","0","1","-","Active","A Male to B Male","1.64' (500.0mm)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021029-16.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021029-16.JPG,Q375-ND,3021029-16,Qualtek,CBL USB A-BLUNT CON 16' 20/26AWG,1140,0,"9.52000","0","1","-","Active","A Male to Cable (Round)","16.00' (4.88m)","USB 2.0","20 AWG, 26 AWG","Shielded","-"
http://cnctech.us/pdfs/103-1010-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/103-1010-BL-00200.jpg,1175-1725-ND,103-1010-BL-00200,CNC Tech,CBL USB3.0 A/M-A/F,580,0,"9.66000","0","1","-","Active","A Female to A Male","6.56' (2.00m)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","24 AWG, 28 AWG (2)","Shielded","-"
https://www.molex.com/pdm_docs/sd/687840001_sd.pdf,//media.digikey.com/photos/Molex/68784-0002.JPG,WM17146-ND,68784-0002,Molex,CABLE MICRO USB B TO STD A 1.5M,996,0,"9.96000","0","1","68784","Active","A Male to Micro B Male","4.92' (1.50m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/687840001_sd.pdf,//media.digikey.com/photos/Molex/68784-0003.JPG,WM17147-ND,0687840003,Molex,CABLE MICRO USB B TO STD A 2.0M,2210,0,"10.71000","0","1","68784","Active","A Male to Micro B Male","6.56' (2.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/687980001_sd.pdf,//media.digikey.com/Photos/Molex/687980001.JPG,WM12849-ND,0687980001,Molex,UNIVERSAL SERIAL BUS (USB) SHIEL,3097,0,"10.82000","0","1","68798","Active","A Male to C Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7351_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/MFG_A-USB31C-31A-100.jpg,AE11238-ND,A-USB31C-31A-100,Assmann WSW Components,USB C PLUG TO USB 3.1 AM CABLE,1139,0,"11.12000","0","1","-","Active","A Male to C Male","3.28' (1.00m)","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","26 AWG, 32 AWG","Shielded","-"
https://www.conec.com/catalog/en/download/download/drawing/?sku=17-250051,//media.digikey.com/Photos/Conec%20Photos/17-250031.jpg,626-1549-ND,17-250031,Conec,CABLE USB A-MINI B IP67 2M,154,0,"11.29000","0","1","-","Active","A Male to Mini B Male (Circular Coupling)","6.56' (2.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","Industrial Environments - IP67"
https://assets.tripplite.com/product-pdfs/en/u324001kpabk.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U324-001-KPA-BK.jpg,TL1076-ND,U324-001-KPA-BK,Tripp Lite,USB 3.0 ALL-IN-ONE KEYSTONE/PANE,1324,0,"11.89000","0","1","-","Active","A Female to A Male","1.00' (304.8mm)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","24 AWG, 28 AWG","Shielded","Coupler Cable"
https://assets.tripplite.com/product-pdfs/en/u038006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U038-003.jpg,TL785-ND,U038-006,Tripp Lite,USB 2.0 A-M TO C-M CABLE 6',1080,0,"12.44000","0","1","-","Active","A Male to C Male","6.00' (1.83m)","USB 2.0","20 AWG, 28 AWG","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/103-1030-BL-F0300.pdf,//media.digikey.com/Photos/CnC%20Tech/103-1030-BL-F0.JPG,1175-1806-ND,103-1030-BL-F0300,CNC Tech,"USB3.0 A/M-B/M WITH FERRITES, 3M",902,0,"12.76000","0","1","-","Active","A Male to B Male","9.84' (3.00m)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","24 AWG, 28 AWG (2)","Shielded","-"
https://www.molex.com/pdm_docs/sd/687980007_sd.pdf,//media.digikey.com/Photos/Molex/0687980007.JPG,WM14990-ND,0687980007,Molex,USB C TO USB A 3.1 GEN1 5G 1M,1012,0,"13.58000","0","1","68798","Active","A Male to C Male","3.28' (1.00m)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","24 AWG, 32 AWG","Shielded","-"
http://www.amphenolltw.com/download/product_item/UA-30PMF-SD7B15.pdf,//media.digikey.com/Photos/Amphenol%20Photos/UA-30PMF-LD7B30.jpg,APC1748-ND,UA-30PMF-SD7B30,Amphenol LTW,CBL USB A RCPT IP67 300MM,153,0,"13.82000","0","1","-","Active","A Female to A Male (Circular Coupling)","0.98' (300.0mm)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","28 AWG, 28 AWG (2)","Shielded","Industrial Environments - IP67/68, Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/105-1032-BL-00xxy_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/105-1032-BL-00100.jpg,1175-1827-ND,105-1032-BL-00050,CNC Tech,CBL USB3.1 A PLUG TO C PLUG 0.5M,856,0,"14.30000","0","1","-","Active","A Male to C Male","1.64' (500.0mm)","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","-","Unshielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_2240_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/A-KAB-USBB-FS-1M-R.jpg,AE10162-ND,A-KAB-USBB-FS-1M,Assmann WSW Components,CONN USB TYPE B FEMALE W/1M CABL,1917,0,"15.35000","0","1","-","Active","B Female to Cable (Round)","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","Industrial Environments - IP67"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_1577_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/A-KAB-USBA-FS-1M-R.jpg,AE10161-ND,A-KAB-USBA-FS-1M,Assmann WSW Components,CONN USB TYPE A FEMALE W/1M CABL,1758,0,"15.35000","0","1","-","Active","A Female to Cable (Round)","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","Industrial Environments - IP67"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/105-1032-BL-00xxy_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/105-1032-BL-00100.jpg,1175-1751-ND,105-1032-BL-00100,CNC Tech,CBL USB3.1 A PLUG TO C PLUG 1M,640,0,"15.40000","0","1","-","Active","A Male to C Male","3.28' (1.00m)","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","-","Unshielded","-"
https://www.jae.com/direct/topics/topics_file_download/topics_id=66490&ext_no=06&index=0&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07518S10N18747.jpg,670-2982-ND,DX07518S10N18747,JAE Electronics,"USB 3.1 GEN 2, C TO C, 5A 1M",344,0,"16.65000","0","1","DX07","Active","C Male to C Male","3.28' (1.00m)","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","-","Shielded","Extension Cable"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/103-1030-BL-F0500.pdf,//media.digikey.com/Photos/CnC%20Tech/103-1030-BL-F0.JPG,1175-1807-ND,103-1030-BL-F0500,CNC Tech,"USB3.0 A/M-B/M WITH FERRITES, 5M",665,0,"16.80000","0","1","-","Active","A Male to B Male","16.40' (5.00m)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","24 AWG, 28 AWG (2)","Shielded","-"
https://www.molex.com/pdm_docs/sd/687980004_sd.pdf,//media.digikey.com/Photos/Molex/MFG_687980002.jpg,WM12852-ND,0687980004,Molex,UNIVERSAL SERIAL BUS (USB) SHIEL,2522,0,"17.46000","0","1","68798","Active","C Male to C Male","2.62' (800.0mm)","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","28 AWG, 32 AWG","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/105-1032-BL-00xxy_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/105-1032-BL-00100.jpg,1175-1868-ND,105-1032-BL-00200,CNC Tech,CABLE USB TYPE C TO A BLACK 2M,312,0,"18.50000","0","1","-","Active","A Male to C Male","6.56' (2.00m)","USB 3.0 (USB 3.1 Gen 1, Superspeed)","-","Shielded","-"
https://www.molex.com/pdm_docs/sd/847290003_sd.pdf,//media.digikey.com/photos/Molex/84729-0004.JPG,WM4351-ND,0847290003,Molex,USB TYPE-A RECPT. PANEL MT CORD,379,600,"18.81000","0","1","84729","Active","A Female to A Male (Circular Coupling)","0.50' (152.4mm)","USB 2.0","28 AWG, 28 AWG","Shielded","Industrial Environments - IP67, Panel Mount"
https://www.molex.com/pdm_docs/sd/847290004_sd.pdf,//media.digikey.com/photos/Molex/84729-0004.JPG,WM17496-ND,0847290004,Molex,CABLE USB A RCPT BKHEAD-PLUG .8M,251,0,"19.28000","0","1","84729","Active","A Female to A Male (Circular Coupling)","2.66' (810.0mm)","USB 2.0","28 AWG, 28 AWG","Shielded","Industrial Environments - IP67, Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/105-1032-BL-00xxy_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/105-1032-BL-00100.jpg,1175-1829-ND,105-1032-BL-00150,CNC Tech,CBL USB3.1 A PLUG TO C PLUG 1.5M,1381,0,"19.74000","0","1","-","Active","A Male to C Male","4.92' (1.50m)","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","-","Unshielded","-"
https://www.bulgin.com/products/pub/media/bulgin/data/Standard_USB.pdf,//media.digikey.com/Photos/Bulgin%20Photos/PX0840%5EB%5ExM00.jpg,708-1015-ND,PX0840/B/3M00,Bulgin,CABLE PLUG IP68 USB B-A 3M,249,0,"20.28000","0","1","Buccaneer®","Active","A Male to B Male (Circular Coupling)","9.84' (3.00m)","USB 2.0","22 AWG, 28 AWG","Shielded","Industrial Environments - IP68"
https://www.bulgin.com/products/pub/media/bulgin/data/400_mini_USB.pdf,//media.digikey.com/photos/Bulgin%20Photos/PX0441^3M00.JPG,708-1229-ND,PX0441/2M00,Bulgin,CABLE IP68 MINI B TO A USB 2M,5870,0,"20.29000","0","1","Buccaneer®","Active","A Male to Mini B Male (Circular Coupling)","6.56' (2.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","Industrial Environments - IP68"
https://www.bulgin.com/products/pub/media/bulgin/data/400_mini_USB.pdf,//media.digikey.com/photos/Bulgin%20Photos/PX0441^3M00.JPG,708-1230-ND,PX0441/3M00,Bulgin,CABLE IP68 MINI B TO A USB 3M,732,0,"21.31000","0","1","Buccaneer®","Active","A Male to Mini B Male (Circular Coupling)","9.84' (3.00m)","USB 2.0","22 AWG, 28 AWG","Shielded","Industrial Environments - IP68"
https://assets.tripplite.com/product-pdfs/en/u026016.pdf,//media.digikey.com/Photos/Tripplite%20Photos/U026-016.JPG,TL429-ND,U026-016,Tripp Lite,CABLE USB EXTEND 2.0 W/BOOSTER,238,0,"22.42000","0","1","-","Active","A Female to A Male","16.00' (4.88m)","USB 2.0","22 AWG, 28 AWG","Shielded","Extension Cable"
https://www.molex.com/pdm_docs/sd/847290001_sd.pdf,//media.digikey.com/Photos/Molex/0847290001.jpg,WM17519-ND,0847290001,Molex,CONN RCPT USB A PNL MNT W/LEADS,894,0,"24.99000","0","1","84729","Active","A Female to Wire Leads (Circular Coupling)","0.50' (152.4mm)","USB 2.0","28 AWG, 28 AWG","Unshielded","Industrial Environments - IP67, Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/105-1042-BL-00xxy_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/MFG_105-1042-BL-00x50.jpg,1175-1830-ND,105-1042-BL-00150,CNC Tech,CBL USB3.1 C PLUG TO C PLUG 1.5M,199,0,"25.90000","0","1","-","Active","C Male to C Male","4.92' (1.50m)","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","26 AWG (2), 32 AWG (4)","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/u042025.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U042-0xx%20Series.jpg,TL789-ND,U042-025,Tripp Lite,USB 2.0 CABLE A MALE B MALE 25',280,0,"26.31000","0","1","-","Active","A Male to B Male","25.00' (7.62m)","USB 2.0","-","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/u026025.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U026-025.jpg,TL1877-ND,U026-025,Tripp Lite,ACTIVE USB 2.0 EXTENSION CABLE U,112,0,"26.91000","0","1","-","Active","A Female to A Male","25.00' (7.62m)","USB 2.0","22 AWG, 28 AWG","Shielded","Extension Cable"
http://www.cicoil.com/flat-cable/data-video-cables/usb-cable?task=callelement&format=raw&item_id=33&element=c024c413-b5f8-4699-9dbb-f8880ce97040&method=download,//media.digikey.com/Photos/Cicoil/879R101.JPG,CI1051-ND,879R101,Cicoil,USB CABLE ASSEMBLY 8"",242,0,"29.60000","0","1","-","Active","Micro B Male to Micro B Male","0.66' (200.0mm)","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/0945452191X_100212026DRW002C.pdf,//media.digikey.com/Photos/Harting/09454521912.jpg,1195-4845-ND,09454521910,HARTING,HAR-PORT USB 20 B-B PFT 0 5M C,267,0,"39.26000","0","1","Har-Port®","Active","B Female to B Male","1.64' (500.0mm)","USB 2.0","28 AWG, 28 AWG","-","Industrial Environments - IP20, Panel Mount"
https://b2b.harting.com/files/download/PRD/PDF_TS/0945452192X_100205257DRW002C.pdf,//media.digikey.com/Photos/Harting/09454521922.jpg,1195-5790-ND,09454521921,HARTING,HAR-PORT USB 20 A-A PFT 1 0M C,217,0,"43.75000","0","1","Har-Port®","Active","A Female to A Male","3.28' (1.00m)","USB 2.0","28 AWG, 28 AWG","-","Industrial Environments - IP20, Panel Mount"
https://b2b.harting.com/files/download/PRD/PDF_TS/0945452192X_100205257DRW002C.pdf,//media.digikey.com/Photos/Harting/09454521922.jpg,1195-4846-ND,09454521920,HARTING,HAR-PORT USB 20 A-A PFT 0 5M C,166,0,"43.75000","0","1","Har-Port®","Active","A Female to A Male (Circular Coupling)","1.64' (500.0mm)","USB 2.0","28 AWG, 28 AWG","-","-"
https://www.molex.com/pdm_docs/sd/887388000_sd.pdf,//media.digikey.com/Photos/Molex/0887388000.jpg,WM5166-ND,0887388000,Molex,USB A-PIGTAIL SUB-CH .81M,1502,0,"1.51000","0","1","88740","Active","A Male to Cable (Round)","2.66' (810.0mm)","-","28 AWG, 28 AWG","Unshielded","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-2abe003f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_SC-AMale-BMale_Beige.jpg,380-1424-ND,SC-2ABE003F,Stewart Connector,CABLE USB 2.0 A-B M-M 3',1970,0,"1.86000","0","1","-","Active","A Male to B Male","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_321010003.jpg,1597-1533-ND,321010003,"Seeed Technology Co., Ltd",USB CABLE TYPE A TO B 30CM BLACK,1527,0,"1.99000","0","1","-","Active","A Male to B Male","0.98' (300.0mm)","-","-","-","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021055-03.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021055-03.jpg,Q1103-ND,3021055-03,Qualtek,USB 2.0 A MALE TO USB 2.0 MINI B,2353,1500,"2.10000","0","1","-","Active","A Male to Mini B Male","3.00' (914.4mm)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887329002_sd.pdf,//media.digikey.com/photos/Molex/88732-9002.JPG,WM17533-ND,0887329002,Molex,USB CABLE A-B .82M,4589,0,"2.11000","0","1","88740","Active","A Male to B Male","2.69' (820.0mm)","USB 1.1","28 AWG, 28 AWG","Shielded","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-2ank003f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_SC-AMale-MiniAMale_Blk.jpg,380-1428-ND,SC-2ANK003F,Stewart Connector,CABLE USB 2.0 A-MINI A M-M 3',1117,0,"2.16000","0","1","-","Active","A Male to Mini A Male","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887388100_sd.pdf,//media.digikey.com/Photos/Molex/0887388000.jpg,WM14086-ND,0887388100,Molex,USB A-PIGTAIL SUB-CH 1.31M,3769,0,"2.25000","0","1","88740","Active","A Male to Cable (Round)","4.30' (1.31m)","-","26 AWG, 28 AWG","Unshielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7607_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK673%5E2-2-R.jpg,AE1458-ND,AK673/2-1,Assmann WSW Components,CABLE USB B-B MALE 1M 2.0 VERS,1313,0,"2.35000","0","1","-","Active","B Male to B Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-amk001f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_AMale-toMicroBMale_Blk.jpg,380-1430-ND,SC-2AMK001F,Stewart Connector,CABLE USB 2.0 A-MICRO B M-M 1',1145,0,"2.46000","0","1","-","Active","A Male to Micro B Male","1.00' (304.8mm)","USB 2.0","26 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1031-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1031-BL.jpg,1175-1100-ND,102-1031-BL-00100,CNC Tech,CABLE USB A MALE-B MINI 5PIN 1M,7329,0,"2.50000","0","1","-","Active","A Male to Mini B Male","3.28' (1.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1020-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1020-BL%20SERIES.jpg,1175-1073-ND,102-1020-BL-00100,CNC Tech,CABLE USB A MALE-A MALE 1M BLK,2300,0,"2.50000","0","1","-","Active","A Male to A Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1099_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1099.jpg,1528-1585-ND,1099,Adafruit Industries LLC,USB OTG HOST CABLE - MICROB OTG,1004,0,"2.50000","0","1","-","Active","A Female to Micro B Male","0.50' (152.4mm)","-","-","-","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-amk006f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_AMale-toMicroBMale_Blk.jpg,380-1432-ND,SC-2AMK006F,Stewart Connector,CABLE USB 2.0 A-MICRO B M-M 6',1514,0,"2.51000","0","1","-","Active","A Male to Micro B Male","6.00' (1.83m)","USB 2.0","26 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887329000_sd.pdf,"//media.digikey.com/photos/Molex/88732-9000,%2088732-9200,%2088732-9400.jpg",WM17133-ND,0887329000,Molex,USB CABLE A-B FULL RATED .82M,2688,0,"2.55000","0","1","88740","Active","A Male to B Male","2.69' (820.0mm)","-","28 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887328610_sd.pdf,//media.digikey.com/Photos/Molex/0887328500.JPG,WM5162-ND,0887328610,Molex,CABLE USB A TO MINI-B 1M WHITE,2287,0,"2.55000","0","1","88740","Active","A Male to Mini B Male","3.28' (1.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
