Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Length","Specifications","Wire Gauge","Shielding","Style"
//media.digikey.com/PDF/Data%20Sheets/Emerson%20PDFs/30-3007-XX-CUST.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/30-3007-3.jpg,367-1119-ND,30-3007-3,Cinch Connectivity Solutions AIM-Cambridge,CABLE USB 2.0 A MALE/ B MALE 3',375,0,"2.55000","0","1","-","Active","A Male to B Male","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021068-005M.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021068-0xxM.jpg,Q1116-ND,3021068-005M,Qualtek,USB 2.0 A FEMALE TO USB 2.0 MICR,2211,0,"2.57000","0","1","-","Active","A Female to Micro B Male","1.64' (500.0mm)","USB 2.0","28 AWG, 28 AWG","Shielded","Extension Cable"
http://cnctech.us/pdfs/102-1030-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1030-BL%20SERIES.jpg,1175-1096-ND,102-1030-BL-00100,CNC Tech,CABLE USB A MALE - B MALE 1M,1845,0,"2.57000","0","1","-","Active","A Male to B Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/101-1030-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/101-1030-BL%20SERIES.jpg,1175-1049-ND,101-1030-BL-00100,CNC Tech,CABLE USB 1.1 A MALE-B MALE 1M,1317,0,"2.57000","0","1","-","Active","A Male to B Male","3.28' (1.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
https://www.cui.com/product/resource/digikeypdf/cbl-ua-ub-1.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CBL-UA-UB-1.jpg,102-5940-ND,CBL-UA-UB-1,CUI Inc.,CBL 1000MM USB TYPE A TO USB B 5,1041,0,"2.58000","0","1","-","Active","A Male to B Male","3.28' (1.00m)","USB 2.0","28 AWG","Shielded","-"
http://cnctech.us/pdfs/101-1031-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/101-1031-BL%20SERIES.jpg,1175-1053-ND,101-1031-BL-00100,CNC Tech,CABLE USB A MALE-B MINI 5PIN 1M,2935,0,"2.59000","0","1","-","Active","A Male to Mini B Male","3.28' (1.00m)","USB 1.1","28 AWG, 28 AWG","Shielded","-"
https://www.cui.com/product/resource/digikeypdf/cbl-ua-uj2-1.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CBL-UA-UJ2-1.jpg,102-5941-ND,CBL-UA-UJ2-1,CUI Inc.,CBL 1000MM USB TYPE A TO USB A R,1329,0,"2.60000","0","1","-","Active","A Female to A Male","3.28' (1.00m)","USB 2.0","28 AWG","Shielded","Extension Cable"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021059-01M.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021059-0xM.jpg,Q1107-ND,3021059-01M,Qualtek,USB 2.0 A MALE TO USB 2.0 A MALE,2237,0,"2.63000","0","1","-","Active","A Male to A Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-2abe006f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_SC-AMale-BMale_Beige.jpg,380-1425-ND,SC-2ABE006F,Stewart Connector,CABLE USB 2.0 A-B M-M 6',3308,0,"2.64000","0","1","-","Active","A Male to B Male","6.00' (1.83m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021064-005M.pdf,//media.digikey.com/Photos/Qualtek%20Photos/302106x-0xxM.jpg,Q1112-ND,3021064-005M,Qualtek,USB 2.0 A FEMALE TO USB 2.0 MINI,1033,0,"2.68000","0","1","-","Active","A Female to Mini B Male","1.64' (500.0mm)","USB 2.0","28 AWG, 28 AWG","Shielded","Extension Cable"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021062-06.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021062-06.jpg,Q1110-ND,3021062-06,Qualtek,USB 2.0 A MALE TO USB 2.0 B MALE,2526,0,"2.75000","0","1","-","Active","A Male to B Male","6.00' (1.83m)","USB 2.0","26 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1040-BE-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1040-BE%20SERIES.jpg,1175-1108-ND,102-1040-BE-00100,CNC Tech,CABLE USB 2.0 B MALE-B MALE 1M,2374,0,"2.75000","0","1","-","Active","B Male to B Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-2ank006f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_SC-AMale-MiniAMale_Blk.jpg,380-1429-ND,SC-2ANK006F,Stewart Connector,CABLE USB 2.0 A-MINI A M-M 6',1263,0,"2.75000","0","1","-","Active","A Male to Mini A Male","6.00' (1.83m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887283200_sd.pdf,//media.digikey.com/Photos/Molex/0887283600.jpg,WM5091-ND,0887283200,Molex,USB A TO PIGTAIL .81M FULL RATED,5394,0,"2.78000","0","1","88740","Active","A Male to Cable (Round)","2.66' (810.0mm)","-","28 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887283300_sd.pdf,//media.digikey.com/Photos/Molex/0887283600.jpg,WM14082-ND,0887283300,Molex,USB TYPE A TO PIGTAIL 1.31M CBL,447,0,"2.79000","0","1","88740","Active","A Male to Cable (Round)","4.30' (1.31m)","-","26 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021069-01M.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021068-0xxM.jpg,Q1117-ND,3021069-01M,Qualtek,USB 2.0 A FEMALE TO USB 2.0 MICR,1251,0,"2.80000","0","1","-","Active","A Female to Micro B Male","3.28' (1.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","Extension Cable"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-2aae006f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_SC-AMale-AMale_Beige.jpg,380-1422-ND,SC-2AAE006F,Stewart Connector,CABLE USB 2.0 TYPE A M-M 6',1685,0,"2.83000","0","1","-","Active","A Male to A Male","6.00' (1.83m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7607_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK673%5E2-2-R.jpg,AE1459-ND,AK673/2-2,Assmann WSW Components,CABLE USB B-B MALE 2M 2.0 VERS,447,0,"2.94000","0","1","-","Active","B Male to B Male","6.56' (2.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887329100_sd.pdf,-,WM16778-ND,0887329100,Molex,USB A-B 28/26 1.32M FULL RATED,2814,0,"2.96000","0","1","88732","Active","A Male to B Male","4.33' (1.32m)","-","26 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887283400_sd.pdf,"//media.digikey.com/photos/Molex/88728-3400,-88738-8200.jpg",WM17105-ND,88738-8200,Molex,USB CABLE A-PIGTAIL SUB-CHANNEL,2992,0,"3.00000","0","1","88740","Active","A Male to Cable (Round)","6.82' (2.08m)","-","24 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887328912_sd.pdf,//media.digikey.com/photos/Molex/88732-8602.jpg,WM16613-ND,0887328912,Molex,USB A TO MINI B 2.0M BLACK,1062,0,"3.00000","0","1","88740","Active","A Male to Mini B Male","6.56' (2.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-2ank001f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_SC-AMale-MiniAMale_Blk.jpg,380-1427-ND,SC-2ANK001F,Stewart Connector,CABLE USB 2.0 A-MINI A M-M 1',589,0,"3.03000","0","1","-","Active","A Male to Mini A Male","1.00' (304.8mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887328102_sd.pdf,//media.digikey.com/photos/Molex/88732-9202.JPG,WM16612-ND,0887328102,Molex,USB A-B MALE-MALE 28AWG 1.8M BLK,867,0,"3.07000","0","1","88740","Active","A Male to B Male","5.90' (1.80m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7244_CA,//media.digikey.com/photos/Assmann%20Photos/AK%20670-OE.jpg,AE9855-ND,AK670-OE,Assmann WSW Components,A-CABLE USB OPEN ENDED MALE 2M,1432,0,"3.14000","0","1","-","Active","A Male to Cable (Round)","6.56' (2.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7643_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK670-OE-BLACK-R.jpg,AE10621-ND,AK670-OE-BLACK,Assmann WSW Components,CABLE USB 1.1 A OPEN END MALE 2M,779,0,"3.14000","0","1","-","Active","A Male to Cable (Round)","6.56' (2.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
https://www.molex.com/pdm_docs/sd/887328500_sd.pdf,//media.digikey.com/Photos/Molex/0887328500.JPG,WM8727-ND,0887328500,Molex,USB A TO MINI B 0.8M WHITE,2280,0,"3.18000","0","1","88740","Active","A Male to Mini B Male","2.62' (800.0mm)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AK672-X-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/MFG_AK672_BLK.jpg,AE10338-ND,AK672-2-BLACK,Assmann WSW Components,CABLE USB A-B MALE 2M BLACK,1173,0,"3.19000","0","1","-","Active","A Male to B Male","6.56' (2.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7132_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/MFG_AK672Mxxx.jpg,AE10628-ND,AK672M/2-2-GR,Assmann WSW Components,CABLE USB A-MINI B 5PIN V2.0 2M,478,0,"3.19000","0","1","-","Active","A Male to Mini B Male","6.56' (2.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AK672-X-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK672-1-R.jpg,AE9932-ND,AK672-2,Assmann WSW Components,CABLE USB A-B MALE DBL SHIELD 2M,221,0,"3.19000","0","1","-","Active","A Male to B Male","6.56' (2.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021087-03.pdf,//media.digikey.com/Photos/Quatech-DPAC%20Technologies%20Photos/MFG_3021087-03.jpg,Q1235-ND,3021087-03,Qualtek,USB 2.0 A MALE TO USB 2.0 MICRO,2818,0,"3.23000","0","1","-","Active","A Male to Micro B Male, Right Angle","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021075-03.pdf,//media.digikey.com/Photos/Quatech-DPAC%20Technologies%20Photos/MFG_3021075-03.jpg,Q1223-ND,3021075-03,Qualtek,USB 2.0 A MALE TO USB 2.0 MICRO,2162,0,"3.23000","0","1","-","Active","A Male to Micro B Male, Up Angle","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021078-03.pdf,//media.digikey.com/Photos/Quatech-DPAC%20Technologies%20Photos/MFG_3021078-03.jpg,Q1226-ND,3021078-03,Qualtek,USB 2.0 A MALE TO USB 2.0 MICRO,2016,2500,"3.23000","0","1","-","Active","A Male to Micro B Male, Right Angle","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021060-02M.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021059-0xM.jpg,Q1108-ND,3021060-02M,Qualtek,USB 2.0 A MALE TO USB 2.0 A MALE,2252,0,"3.29000","0","1","-","Active","A Male to A Male","6.56' (2.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7067_CA,//media.digikey.com/Photos/Assmann%20Photos/MFG_AK672_BLK.jpg,AE10619-ND,AK672/2-3-BLACK,Assmann WSW Components,CABLE USB 2.0 A-B MALE BLACK 3M,2179,0,"3.30000","0","1","-","Active","A Male to B Male","9.84' (3.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AK669_2-xx.pdf,//media.digikey.com/photos/Assmann%20Photos/AK669^2-18-R.JPG,AE10335-ND,AK669/2-18,Assmann WSW Components,CABLE USB V2.0 EXTENSION 1.8M,1874,0,"3.33000","0","1","-","Active","A Female to A Male","5.90' (1.80m)","USB 2.0","24 AWG, 28 AWG","Shielded","Extension Cable"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021072-03.pdf,//media.digikey.com/Photos/Quatech-DPAC%20Technologies%20Photos/MFG_3021072-03.jpg,Q1220-ND,3021072-03,Qualtek,USB 2.0 A MALE TO USB 2.0 MINI B,474,0,"3.33000","0","1","-","Active","A Male to Mini B Male, Up Angle","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/101-1010-BL-00180.pdf,//media.digikey.com/Photos/CnC%20Tech/MFG_101-1010-BL%20SERIES.jpg,1175-1030-ND,101-1010-BL-00180,CNC Tech,CABLE USB A MALE-A FMAL 1.8M BLK,933,0,"3.38000","0","1","-","Active","A Female to A Male","5.90' (1.80m)","USB 1.1","24 AWG, 28 AWG","Shielded","Extension Cable"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021057-02M.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021056-01M.jpg,Q1105-ND,3021057-02M,Qualtek,USB 2.0 A MALE TO USB 2.0 A FEMA,1361,0,"3.43000","0","1","-","Active","A Female to A Male","6.56' (2.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","Extension Cable"
https://assets.tripplite.com/product-pdfs/en/u021003.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U021-003.jpg,TL426-ND,U021-003,Tripp Lite,CABLE USB A/B 3',188,0,"3.43000","0","1","-","Active","A Male to B Male","3.00' (914.4mm)","USB 2.0","-","Shielded","-"
http://cnctech.us/pdfs/102-1020-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1020-BL%20SERIES.jpg,1175-1074-ND,102-1020-BL-00200,CNC Tech,CABLE USB A MALE-A MALE 2M BLK,687,0,"3.50000","0","1","-","Active","A Male to A Male","6.56' (2.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1030-BE-F0100.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1030-BE-F0200.jpg,1175-1092-ND,102-1030-BE-F0100,CNC Tech,CABLE USB A MALE - B MALE 1M,512,0,"3.50000","0","1","-","Active","A Male to B Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
https://belfuse.com/resources/drawings/stewartconnector/dr-stw-sc-2aae010f.pdf,//media.digikey.com/Photos/Stewart%20Connector%20Photos/MFG_SC-AMale-AMale_Beige.jpg,380-1423-ND,SC-2AAE010F,Stewart Connector,CABLE USB 2.0 TYPE A M-M 10',1039,0,"3.55000","0","1","-","Active","A Male to A Male","10.00' (3.05m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1010-BL-00180.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1010-BL%20SERIES.jpg,1175-1066-ND,102-1010-BL-00180,CNC Tech,CABLE USB A MALE-A FML 1.8M BLK,476,0,"3.55000","0","1","-","Active","A Female to A Male","5.90' (1.80m)","USB 2.0","24 AWG, 28 AWG","Shielded","Extension Cable"
http://www.assmann-wsw.com/fileadmin/datasheets/AK669M-x-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/Assmann%20Electronics%20Inc-AK669M-1-R.jpg,AE10311-ND,AK669M-1,Assmann WSW Components,CABLE MINI-USB EXTENSION M-F 1M,765,0,"3.62000","0","1","-","Active","Mini B Female to Mini B Male","3.28' (1.00m)","USB 1.1","28 AWG, 28 AWG","Shielded","Extension Cable"
//media.digikey.com/PDF/Data%20Sheets/Emerson%20PDFs/30-3006-XX-CUST.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/30-3006-6.jpg,367-1124-ND,30-3006-6,Cinch Connectivity Solutions AIM-Cambridge,CABLE USB 2.0 A MALE/MALE 6',743,0,"3.65000","0","1","-","Active","A Male to A Male","6.00' (1.83m)","USB 2.0","24 AWG, 26 AWG","Shielded","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987651-9272.PDF,//media.digikey.com/photos/Molex/0687680398.jpg,WM25438-ND,0687680398,Molex,USB 2.0 A TO MICRO B 2.0 L=1M,798,0,"3.71000","0","1","68768","Active","A Male to Micro B Male","3.28' (1.00m)","USB 2.0","26 AWG, 28 AWG","Shielded","-"
https://belfuse.com/resources/AIMCambridge/dr-30-3008-6.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/30-3008-6.jpg,367-1126-ND,30-3008-6,Cinch Connectivity Solutions AIM-Cambridge,CABLE USB A MALE/FEMALE 6',299,0,"3.78000","0","1","-","Active","A Female to A Male","6.00' (1.83m)","USB 2.0","24 AWG, 28 AWG","Shielded","Extension Cable"
https://assets.tripplite.com/product-pdfs/en/u030003.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_U030-00x%20Series.jpg,TL782-ND,U030-003,Tripp Lite,USB 2.0 A M TO 5PIN MINI-B M 3',1688,0,"3.81000","0","1","-","Active","A Male to Mini B Male","3.00' (914.4mm)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7687_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK673-OE.jpg,AE1470-ND,AK673-OE,Assmann WSW Components,B-CABLE USB OPEN ENDED 2M,693,0,"3.83000","0","1","-","Active","B Male to Cable (Round)","6.56' (2.00m)","-","24 AWG, 28 AWG","Shielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021079-06.pdf,//media.digikey.com/Photos/Quatech-DPAC%20Technologies%20Photos/MFG_3021079-06.jpg,Q1227-ND,3021079-06,Qualtek,USB 2.0 A MALE TO USB 2.0 MICRO,1275,0,"3.84000","0","1","-","Active","A Male to Micro B Male, Right Angle","6.00' (1.83m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.tensility.com/pdffiles/10-02334.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02334.jpg,839-1430-ND,10-02334,Tensility International Corp,CBL USB A PLUG 1M BLK,523,0,"3.85000","0","1","-","Active","A Male to Cable (Round)","3.28' (1.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/ur030003lab.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_UR030-003-LAB.jpg,TL1785-ND,UR030-003-LAB,Tripp Lite,3' USB A TO MINI-B CABLE M/M,853,0,"3.89000","0","1","-","Active","A Male to Mini B Male","3.00' (914.4mm)","USB 2.0","28 AWG, 28 AWG","Shielded","Reversible"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021063-10.pdf,//media.digikey.com/Photos/Qualtek%20Photos/3021062-06.jpg,Q1111-ND,3021063-10,Qualtek,USB 2.0 A MALE TO USB 2.0 B MALE,2335,2000,"3.92000","0","1","-","Active","A Male to B Male","10.00' (3.05m)","USB 2.0","26 AWG, 28 AWG","Shielded","-"
https://cdn-shop.adafruit.com/product-files/908/P908_USB_AM-AF_.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_908.jpg,1528-1571-ND,908,Adafruit Industries LLC,CABLE USB A FEMALE TO A MALE,7728,0,"3.95000","0","1","-","Active","A Female to A Male","1.12' (342.9mm)","-","-","-","Extension Cable, Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/936_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_936.jpg,1528-1573-ND,936,Adafruit Industries LLC,CABLE USB B FMALE TO MINI B MALE,1514,0,"3.95000","0","1","-","Active","B Female to Mini B Male","1.04' (317.5mm)","-","-","-","Extension Cable, Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/937_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/937.JPG,1528-1574-ND,937,Adafruit Industries LLC,CABLE USB B FMLE TO MICRO B MALE,449,0,"3.95000","0","1","-","Active","B Female to Micro B Male","1.00' (304.8mm)","-","-","-","Extension Cable, Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/CAB-15092_Web.pdf,-,1568-1974-ND,CAB-15092,SparkFun Electronics,USB 2.0 CABLE A TO C - 3 FOOT,414,0,"3.95000","0","1","-","Active","A Male to C Male","3.28' (1.00m)","USB 2.0","-","Unshielded","-"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021073-06.pdf,//media.digikey.com/Photos/Quatech-DPAC%20Technologies%20Photos/MFG_3021073-06.jpg,Q1221-ND,3021073-06,Qualtek,USB 2.0 A MALE TO USB 2.0 MINI B,1646,0,"3.96000","0","1","-","Active","A Male to Mini B Male, Up Angle","6.00' (1.83m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7242_CA,"//media.digikey.com/photos/Assmann%20Photos/AK670,AU-Y1001%20-%20FIG%2040.jpg",AE1455-ND,AK670/2-3,Assmann WSW Components,CABLE USB A-A MALE 3M 2.0 VERS,3901,0,"3.98000","0","1","-","Active","A Male to A Male","9.84' (3.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7243_CA,//media.digikey.com/Photos/Assmann%20Photos/MFG_AK670_2_BLACK-R.jpg,AE10625-ND,AK670/2-3-BLACK,Assmann WSW Components,CABLE USB 2.0 A-A MALE BLACK 3M,2057,0,"3.98000","0","1","-","Active","A Male to A Male","9.84' (3.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
-,-,WM16279-ND,0688060013,Molex,USB EXT AA 6.6FT,1389,0,"3.98000","0","1","68806","Active","A Female to A Male","6.56' (2.00m)","-","-","-","Extension Cable"
https://www.molex.com/pdm_docs/sd/887283202_sd.pdf,//media.digikey.com/Photos/Molex/0887283602.jpg,WM5092-ND,0887283202,Molex,USB A-PIGTAIL .81M FULL RATE BLK,883,0,"4.02000","0","1","88740","Active","A Male to Cable (Round)","2.66' (810.0mm)","USB 1.1","28 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/101-1011-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/101-1011-BE%20SERIES.jpg,1175-1033-ND,101-1011-BL-00100,CNC Tech,CABLE USB MINI B FML-B MALE 1M,3162,0,"4.05000","0","1","-","Active","Mini B Female to Mini B Male","3.28' (1.00m)","USB 1.1","28 AWG, 28 AWG","Shielded","Extension Cable"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/688060019_Dwg.pdf,//media.digikey.com/Photos/Molex/0688060019.JPG,WM10861-ND,0688060019,Molex,USB2A MINIB5P BK 3.3F UPC8,4043,0,"4.07000","0","1","68806","Active","A Male to Mini B Male","3.28' (1.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.tensility.com/pdffiles/10-02336.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02336.jpg,839-1432-ND,10-02336,Tensility International Corp,CBL USB A RCPT 1M BLK,581,0,"4.09000","0","1","-","Active","A Female to Cable (Round)","3.28' (1.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
http://www.cnctech.us/pdfs/102-1043-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1043-BL-00100.jpg,1175-1413-ND,102-1043-BL-00100,CNC Tech,CABLE USB B MALE-OPEN END 1M BLK,2709,0,"4.13000","0","1","-","Active","B Male to Cable (Round)","3.28' (1.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1030-BL-00300.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1030-BL%20SERIES.jpg,1175-1098-ND,102-1030-BL-00300,CNC Tech,CABLE USB A MALE - B MALE 3M,728,0,"4.13000","0","1","-","Active","A Male to B Male","9.84' (3.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1031-BL-00300.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1031-BL.jpg,1175-1102-ND,102-1031-BL-00300,CNC Tech,CABLE USB A MALE-B MINI 5PIN 3M,305,0,"4.13000","0","1","-","Active","A Male to Mini B Male","9.84' (3.00m)","USB 2.0","28 AWG, 28 AWG","Shielded","-"
https://assets.tripplite.com/product-pdfs/en/ur05006nwh.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_UR050-06N-WH.jpg,TL1814-ND,UR050-06N-WH,Tripp Lite,USB CABLE,130,0,"4.22000","0","1","-","Active","A Male to Micro B Male","0.50' (152.4mm)","USB 2.0","28 AWG, 28 AWG","-","Reversible"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/3021017-10.pdf,//media.digikey.com/photos/Qualtek%20Photos/3021017-10.JPG,Q369-ND,3021017-10,Qualtek,CBL USB A-BLUNT CON 10' 26/28AWG,877,0,"4.24000","0","1","-","Active","A Male to Cable (Round)","10.00' (3.05m)","USB 2.0","26 AWG, 28 AWG","Shielded","-"
http://cnctech.us/pdfs/102-1023-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/102-1023-BL-00200.jpg,1175-1086-ND,102-1023-BL-00200,CNC Tech,CABLE USB 2.0 A TO OPEN END 2M,263,0,"4.25000","0","1","-","Active","A Male to Cable (Round)","6.56' (2.00m)","USB 2.0","24 AWG, 28 AWG","Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7640_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK669-18-R.JPG,AE9935-ND,AK669-30,Assmann WSW Components,CABLE USB V1.1 EXTENSION 3M,801,0,"4.27000","0","1","-","Active","A Female to A Male","9.84' (3.00m)","USB 1.1","24 AWG, 28 AWG","Shielded","Extension Cable"
https://assets.tripplite.com/product-pdfs/en/ur030003rab.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_UR030-003-RAB.jpg,TL1786-ND,UR030-003-RAB,Tripp Lite,3' USB A TO MINI-B CABLE M/M,547,0,"4.29000","0","1","-","Active","A Male to Mini B Male","3.00' (914.4mm)","USB 2.0","28 AWG, 28 AWG","Shielded","Reversible"
