Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector","2nd Connector","Cable Diameter","Cable Type","Features","Fiber Type","Length - Overall","Type","Ratings"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-1-0xx00-PL.jpg,1175-1968-ND,913M-2-1-01500,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 15M,10,0,"29.60000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","-","62.5/125","49.2' (15.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-3-0XXXX-G.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-3-00300-PL.jpg,1175-1895-ND,911M-2-3-01000-G,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 10M,6,0,"29.60000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","50/125","32.8' (10.0m)","Multimode, Duplex, OM3","-"
https://assets.tripplite.com/product-pdfs/en/n30210m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N302-xxM%20Series.jpg,TL1855-ND,N302-10M,Tripp Lite,FIBER OPTIC CBL ST-ST DUPLEX 10M,48,0,"29.90000","0","1","-","Active","ST (2)","ST (2)","-","Twin Zip","Riser, Zipcord","62.5/125","32.8' (10.0m)","Multimode, Duplex","FDDI, OFNR"
https://assets.tripplite.com/product-pdfs/en/n82003mom4.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N820-0xM-OM4%20Series.jpg,TL2143-ND,N820-03M-OM4,Tripp Lite,FIBER OPTIC CBL LC-LC DUPLEX 3M,9,0,"30.12000","0","1","-","Active","LC Duplex","LC Duplex","-","Twin Zip","Low Smoke, Zipcord","50/125","9.8' (3.0m)","Multimode, Duplex, OM4","LSZH"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-1265-001-CSU.pdf,-,1436-2559-ND,VFA1LCLCOS2,HellermannTyton,FT LC - LC DUPLEX OS2 FIBER ASSE,10,0,"30.25000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","62.5/125","3.3' (1.0m)","Multimode, Duplex, OS2","-"
https://assets.tripplite.com/product-pdfs/en/n52012m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N520%20M%20Series.jpg,TL1537-ND,N520-12M,Tripp Lite,FIBER OPTIC CBL LC-LC DUPLEX 12M,10,0,"30.53000","0","1","-","Active","LC Duplex","LC Duplex","0.03"" (0.9mm)","Twin Zip","Zipcord","50/125","39.4' (12.0m)","Multimode, Duplex","FDDI, OFNR"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/912S-2-5-0xx00-PL.jpg,1175-1961-ND,912S-2-5-02000,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 20M,10,0,"30.53000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","-","9/125","65.6' (20.0m)","Singlemode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/913S-2-5-0xx00.jpg,1175-1979-ND,913S-2-5-02000,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 20M,10,0,"30.71000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","-","9/125","65.6' (20.0m)","Singlemode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-1-0xx00-PL.jpg,1175-1932-ND,911M-2-1-01500,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 15M,7,0,"30.71000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","62.5/125","49.2' (15.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/914S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/914S-2-5-0xx00-PL.jpg,1175-1925-ND,914S-2-5-02000,CNC Tech,FIBER OPTIC CBL LC-FC DUPLEX 20M,8,0,"31.08000","0","1","-","Active","LC Duplex","FC (2)","0.08"" (2.0mm)","-","-","9/125","65.6' (20.0m)","Singlemode, Duplex","-"
https://assets.tripplite.com/product-pdfs/en/n36810m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N368%20M%20Series.jpg,TL2124-ND,N368-10M,Tripp Lite,FIBER OPTIC CBL LC-ST DUPLEX 10M,10,0,"31.39000","0","1","-","Active","LC Duplex","ST (2)","-","Twin Zip","Riser, Zipcord","8.3/125","32.8' (10.0m)","Singlemode, Duplex","FDDI, OFNR"
-,-,TL2541-ND,N314-09M,Tripp Lite,DUPLEX MULTIMODE 62.5/125 FIBER,10,0,"31.39000","0","1","-","Active","LC Duplex","MT-RJ","-","Twin Zip","Riser, Zipcord","62.5/125","29.5' (9.0m)","Multimode, Duplex","FDDI, OFNR"
-,-,TL2550-ND,N306-12M,Tripp Lite,DUPLEX MULTIMODE 62.5/125 FIBER,9,0,"31.39000","0","1","-","Active","SC Duplex","SC Duplex","-","Twin Zip","Riser, Zipcord","62.5/125","39.4' (12.0m)","Multimode, Duplex","FDDI, OFNR"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-1264-001-CSU.pdf,-,1436-2576-ND,VFA2LCLCOS2,HellermannTyton,FT LC - LC DUPLEX OS2 FIBER ASSE,10,0,"31.50000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","62.5/125","6.6' (2.0m)","Multimode, Duplex, OS2","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-1-0xx00-PL.jpg,1175-2064-ND,913M-2-1-01000-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 10M,10,0,"31.64000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","62.5/125","32.8' (10.0m)","Multimode, Duplex, OM1","OFNP"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-1264-001-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/VFA2LCSCOM3.jpg,1436-2579-ND,VFA2LCSCOM3,HellermannTyton,FT LC - SC DUPLEX OM3 FIBER ASSE,10,0,"31.77000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","-","62.5/125","6.6' (2.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/911S-2-5-0xx00-PL.jpg,1175-1942-ND,911S-2-5-02000,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 20M,10,0,"31.82000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","9/125","65.6' (20.0m)","Singlemode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-1-0xx00-PL.jpg,1175-2046-ND,912M-2-1-01000-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 10M,10,0,"31.82000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","62.5/125","32.8' (10.0m)","Multimode, Duplex, OM1","OFNP"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-1264-001-CSU.pdf,-,1436-2594-ND,VFA3LCLCOS2,HellermannTyton,FT LC - LC DUPLEX OS2 FIBER ASSE,10,0,"32.75000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","62.5/125","9.8' (3.0m)","Multimode, Duplex, OS2","-"
-,-,TL2549-ND,N304-15M,Tripp Lite,DUPLEX MULTIMODE 62.5/125 FIBER,10,0,"32.89000","0","1","-","Active","SC Duplex","ST (2)","-","Twin Zip","Riser, Zipcord","62.5/125","49.2' (15.0m)","Multimode, Duplex","FDDI, OFNR"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-1-0xx00-PL.jpg,1175-2028-ND,911M-2-1-01000-PL,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 10M,10,0,"32.93000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","Plenum","62.5/125","32.8' (10.0m)","Multimode, Duplex, OM1","OFNP"
-,//media.digikey.com/Photos/Tripplite%20Photos/N820-20M-OM5.jpg,TL2502-ND,N820-03M-OM5,Tripp Lite,LC TO LC MULTIMODE DUPLEX FIBER,10,0,"33.82000","0","1","-","Active","LC Duplex","LC Duplex","-","Twin Zip","Zipcord","50/125","9.8' (3.0m)","Multimode, Duplex, OM5","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/933M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/933M-2-1-00100.jpg,1175-1988-ND,933M-2-1-02000,CNC Tech,FIBER OPTIC CBL ST-ST DUPLEX 20M,23,0,"33.86000","0","1","-","Active","ST (2)","ST (2)","0.08"" (2.0mm)","-","-","62.5/125","65.6' (20.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-3-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-3-0xx00-PL.jpg,1175-2003-ND,912M-2-3-01000-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 10M,10,0,"33.86000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","50/125","32.8' (10.0m)","Multimode, Duplex, OM3","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-3-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-3-0xx00-PL.jpg,1175-2012-ND,913M-2-3-01000-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 10M,10,0,"33.86000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","50/125","32.8' (10.0m)","Multimode, Duplex, OM3","OFNP"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-1266-001-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_VFA5LCSTOM1.jpg,1436-2010-ND,VFA5LCSTOM1,HellermannTyton,FIBER OPTIC CBL ST-ST DUPLEX 5M,10,0,"34.53000","0","1","-","Active","ST (2)","ST (2)","0.08"" (2.0mm)","Twin Zip","Zipcord","-","16.4' (5.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/914S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/914S-2-5-0xx00-PL.jpg,1175-1923-ND,914S-2-5-01500,CNC Tech,FIBER OPTIC CBL LC-FC DUPLEX 15M,10,0,"34.60000","0","1","-","Active","LC Duplex","FC (2)","0.08"" (2.0mm)","-","-","9/125","49.2' (15.0m)","Singlemode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/913S-2-5-0xx00.jpg,1175-1980-ND,913S-2-5-02500,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 25M,20,0,"34.78000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","-","9/125","82.0' (25.0m)","Singlemode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/912S-2-5-0xx00-PL.jpg,1175-1962-ND,912S-2-5-02500,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 25M,10,0,"34.78000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","-","9/125","82.0' (25.0m)","Singlemode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913S-2-5-0xx00.jpg,1175-2074-ND,913S-2-5-01500-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 15M,10,0,"34.78000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","9/125","49.2' (15.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912S-2-5-0xx00-PL.jpg,1175-2056-ND,912S-2-5-01500-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 15M,8,0,"34.78000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","9/125","49.2' (15.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-3-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-3-00300-PL.jpg,1175-1994-ND,911M-2-3-01000-PL,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 10M,10,0,"34.97000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","Plenum","50/125","32.8' (10.0m)","Multimode, Duplex, OM3","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-1-0xx00-PL.jpg,1175-1952-ND,912M-2-1-02000,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 20M,9,0,"34.97000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","-","62.5/125","65.6' (20.0m)","Multimode, Duplex, OM1","-"
-,-,298-16174-ND,F6D2-2M1Y,Panduit Corp,ST-ST 62.5M MM DUPL PATCH CORD 1,10,0,"35.03000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,-,TL2547-ND,N310-15M,Tripp Lite,DUPLEX MULTIMODE 62.5/125 FIBER,10,0,"35.03000","0","1","-","Active","SC Duplex","MT-RJ","-","Twin Zip","Riser, Zipcord","62.5/125","49.2' (15.0m)","Multimode, Duplex","FDDI, OFNR"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-1-0xx00-PL.jpg,1175-1970-ND,913M-2-1-02000,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 20M,15,0,"35.15000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","-","62.5/125","65.6' (20.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/914S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/914S-2-5-0xx00-PL.jpg,1175-2022-ND,914S-2-5-01500-PL,CNC Tech,FIBER OPTIC CBL LC-FC DUPLEX 15M,10,0,"35.15000","0","1","-","Active","LC Duplex","FC (2)","0.08"" (2.0mm)","-","Plenum","9/125","49.2' (15.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/914S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/914S-2-5-0xx00-PL.jpg,1175-1926-ND,914S-2-5-02500,CNC Tech,FIBER OPTIC CBL LC-FC DUPLEX 25M,8,0,"35.15000","0","1","-","Active","LC Duplex","FC (2)","0.08"" (2.0mm)","-","-","9/125","82.0' (25.0m)","Singlemode, Duplex","-"
-,-,TL2551-ND,N356-09M,Tripp Lite,DUPLEX SINGLEMODE 8.3/125 FIBER,10,0,"35.88000","0","1","-","Active","SC Duplex","SC Duplex","-","Twin Zip","Riser, Zipcord","8.3/125","29.5' (9.0m)","Singlemode, Duplex","FDDI, OFNR"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911S-2-5-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/911S-2-5-0xx00-PL.jpg,1175-1943-ND,911S-2-5-02500,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 25M,14,0,"35.89000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","9/125","82.0' (25.0m)","Singlemode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/911S-2-5-0xx00-PL.jpg,1175-2038-ND,911S-2-5-01500-PL,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 15M,10,0,"35.89000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","Plenum","9/125","49.2' (15.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-3-0XXXX-G.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-3-0xx00-PL.jpg,1175-1905-ND,912M-2-3-01500-G,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 15M,10,0,"36.08000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","-","50/125","49.2' (15.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-3-0XXXX-G.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-3-0xx00-PL.jpg,1175-1914-ND,913M-2-3-01500-G,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 15M,10,0,"36.08000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","-","50/125","49.2' (15.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-1-0xx00-PL.jpg,1175-1933-ND,911M-2-1-02000,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 20M,10,0,"36.26000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","62.5/125","65.6' (20.0m)","Multimode, Duplex, OM1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-1264-001-CSU.pdf,-,1436-2575-ND,VFA2LCLCOM3,HellermannTyton,FT LC - LC DUPLEX OM3 FIBER ASSE,10,0,"36.68000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","62.5/125","6.6' (2.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-3-0XXXX-G.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-3-00300-PL.jpg,1175-1896-ND,911M-2-3-01500-G,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 15M,10,0,"37.19000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","50/125","49.2' (15.0m)","Multimode, Duplex, OM3","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/F6E2-10M1Y.jpg,298-16175-ND,F6E2-10M1Y,Panduit Corp,ST-LC 62.5M 1.6MM DUPL PC 1M,6,0,"37.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKFP92ELLLSM007.jpg,298-17238-ND,NKFP92ELLLSM006,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 6M,25,0,"38.12000","0","1","NetKey™","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","-","Low Smoke","9/125","19.7' (6.0m)","Multimode, Duplex, OS2","LSZH"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erlnlnsnm010/media/C-FBF92ERLNLNSNM001--ENG.pdf,-,298-16273-ND,FX2ERLNSNSNM001,Panduit Corp,OM3 2 FIBER 1.6MM JACKET PATCHCO,10,0,"38.30000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","50/125","3.3' (1.0m)","Multimode, Duplex, OM3","-"
https://www.bulgin.com/products/pub/media/bulgin/data/4000_series_fiber.pdf,//media.digikey.com/photos/Bulgin%20Photos/PXF4050AAB.jpg,708-2853-ND,PXF4050AAA,Bulgin,FIBER OPTIC CBL LC-LC SIMPLEX 5M,47,0,"38.74000","0","1","Buccaneer® 4000","Active","LC","LC","0.08"" (2.0mm)","Buffered Fiber","IP66, IP68, IP69K","-","16.4' (5.0m)","Singlemode, Simplex, OS1","LSZH"
https://assets.tripplite.com/product-pdfs/en/n4580019.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N458-001-9.jpg,TL2126-ND,N458-001-9,Tripp Lite,FIBER OPTC CBL LC-SC DUPLX 305MM,10,0,"38.86000","0","1","-","Active","LC Duplex","SC Duplex","-","Twin Zip","-","50/125","1.00' (305mm)","Multimode, Duplex","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/933M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/933M-2-1-00100.jpg,1175-1989-ND,933M-2-1-02500,CNC Tech,FIBER OPTIC CBL ST-ST DUPLEX 25M,10,0,"39.41000","0","1","-","Active","ST (2)","ST (2)","0.08"" (2.0mm)","-","-","62.5/125","82.0' (25.0m)","Multimode, Duplex, OM1","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKFP92ELLLSM007.jpg,298-17239-ND,NKFP92ELLLSM007,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 7M,10,0,"39.53000","0","1","NetKey™","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","-","Low Smoke","9/125","23.0' (7.0m)","Multimode, Duplex, OS2","LSZH"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erlnlnsnm010/media/C-FBF92ERLNLNSNM001--ENG.pdf,-,298-16274-ND,FX2ERLNSNSNM002,Panduit Corp,OM3 2 FIBER 1.6MM JACKET PATCHCO,20,0,"39.94000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","50/125","6.6' (2.0m)","Multimode, Duplex, OM3","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/f5/f52/f52e/f52erlnsnsnm001/media/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F62ERLNLNSNM001.jpg,298-16170-ND,F62ERLNLNSNM001,Panduit Corp,OM1 2 FIBER 1.6MM JACKET PATCHCO,20,0,"40.48000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","62.5/125","3.3' (1.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-1-0xx00-PL.jpg,1175-1953-ND,912M-2-1-02500,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 25M,10,0,"40.52000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","-","62.5/125","82.0' (25.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-1-0xx00-PL.jpg,1175-1971-ND,913M-2-1-02500,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 25M,10,0,"40.52000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","-","62.5/125","82.0' (25.0m)","Multimode, Duplex, OM1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fx/fx2/fx2e/fx2erlnlnsnm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FX2ERLNLNSNM001.jpg,298-12720-ND,FX2ERLNLNSNM001,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,23,0,"40.66000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM3","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fx/fx2/fx2e/fx2erq1q1snm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FX2ERLNLNSNM007.jpg,298-12728-ND,FX2ERQ1Q1SNM001,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,10,0,"40.66000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-1-0xx00-PL.jpg,1175-2065-ND,913M-2-1-01500-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 15M,10,0,"40.70000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","62.5/125","49.2' (15.0m)","Multimode, Duplex, OM1","OFNP"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKFP92ELLLSM008.jpg,298-17240-ND,NKFP92ELLLSM008,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 8M,15,0,"40.90000","0","1","NetKey™","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","-","Low Smoke","9/125","26.2' (8.0m)","Multimode, Duplex, OS2","LSZH"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/f5/f52/f52e/f52erlnsnsnm001/media/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F62ERLNSNSNM003.jpg,298-16173-ND,F62ERLNSNSNM003,Panduit Corp,OM1 2 FIBER 1.6MM JACKET PATCHCO,10,0,"41.06000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","62.5/125","9.8' (3.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-1-0xx00-PL.jpg,1175-2047-ND,912M-2-1-01500-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 15M,10,0,"41.07000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","62.5/125","49.2' (15.0m)","Multimode, Duplex, OM1","OFNP"
