Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector","2nd Connector","Cable Diameter","Cable Type","Features","Fiber Type","Length - Overall","Type","Ratings"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erq1q1snm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_FZ2ERQ1Q1SNM001.JPG,298-12741-ND,FZ2ERQ1Q1SNM001,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,20,0,"41.47000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM4","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erlnlnsnm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FX2ERLNLNSNM007.jpg,298-12736-ND,FZ2ERLNLNSNM001,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,15,0,"41.47000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM4","-"
https://assets.tripplite.com/product-pdfs/en/n52020m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N520%20M%20Series.jpg,TL1538-ND,N520-20M,Tripp Lite,FIBER OPTIC CBL LC-LC DUPLEX 20M,22,0,"41.54000","0","1","-","Active","LC Duplex","LC Duplex","0.03"" (0.9mm)","Twin Zip","Zipcord","50/125","65.6' (20.0m)","Multimode, Duplex","FDDI, OFNR"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erlnlnsnm010/media/C-FBF92ERLNLNSNM001--ENG.pdf,-,298-16275-ND,FX2ERLNSNSNM003,Panduit Corp,OM3 2 FIBER 1.6MM JACKET PATCHCO,25,0,"41.56000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","50/125","9.8' (3.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-1-0XXXX.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-1-0xx00-PL.jpg,1175-1934-ND,911M-2-1-02500,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 25M,10,0,"41.63000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","62.5/125","82.0' (25.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912S-2-5-0xx00-PL.jpg,1175-2058-ND,912S-2-5-02000-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 20M,10,0,"41.63000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","9/125","65.6' (20.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913S-2-5-0xx00.jpg,1175-2076-ND,913S-2-5-02000-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 20M,10,0,"41.63000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","9/125","65.6' (20.0m)","Singlemode, Duplex","OFNP"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/f5/f52/f52e/f52erlnsnsnm001/media/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F62ERLNLNSNM002.JPG,298-16171-ND,F62ERLNLNSNM002,Panduit Corp,OM1 2 FIBER 1.6MM JACKET PATCHCO,10,0,"41.94000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","62.5/125","6.6' (2.0m)","Multimode, Duplex, OM1","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-1-0xx00-PL.jpg,1175-2029-ND,911M-2-1-01500-PL,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 15M,10,0,"42.00000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","Plenum","62.5/125","49.2' (15.0m)","Multimode, Duplex, OM1","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/914S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/914S-2-5-0xx00-PL.jpg,1175-2097-ND,914S-2-5-02000-PL,CNC Tech,PLENUM CABLE FIBER OPTIC LC / FC,10,0,"42.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fx/fx2/fx2e/fx2erlnlnsnm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FX2ERLNLNSNM002.jpg,298-12721-ND,FX2ERLNLNSNM002,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,11,0,"42.28000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM3","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKFP92ELLLSM009.jpg,298-17241-ND,NKFP92ELLLSM009,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 9M,15,0,"42.30000","0","1","NetKey™","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","-","Low Smoke","9/125","29.5' (9.0m)","Multimode, Duplex, OS2","LSZH"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/911S-2-5-0xx00-PL.jpg,1175-2040-ND,911S-2-5-02000-PL,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 20M,9,0,"42.74000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","Plenum","9/125","65.6' (20.0m)","Singlemode, Duplex","OFNP"
http://www1.panduit.com/heiler/SpecificationSheets/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/F92ERLNSNSNM001.jpg,298-12644-ND,F92ERLNSNSNM001,Panduit Corp,FIBER OPTIC CBL LC-SC DUPLEX 10M,10,0,"42.82000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","9/125","32.8' (10.0m)","Singlemode, Duplex, OS2","-"
https://www.bulgin.com/products/pub/media/bulgin/data/4000_series_fiber.pdf,//media.digikey.com/photos/Bulgin%20Photos/PXF4053AAA.jpg,708-2855-ND,PXF4053AAA,Bulgin,FIBER OPTIC CBL LC-LC SIMPLEX 5M,50,0,"43.10000","0","1","Buccaneer® 4000","Active","LC","LC","0.08"" (2.0mm)","Buffered Fiber","-","-","16.4' (5.0m)","Singlemode, Simplex, OS1","LSZH"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/f5/f52/f52e/f52erlnsnsnm001/media/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F62ERLNLNSNM003.jpg,298-16172-ND,F62ERLNLNSNM003,Panduit Corp,OM1 2 FIBER 1.6MM JACKET PATCHCO,13,0,"43.40000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","62.5/125","9.8' (3.0m)","Multimode, Duplex, OM1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/f9/f92/f92e/f92erlnlnsnm010/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F92ERLNSNSNM002.JPG,298-16179-ND,F92ERLNSNSNM002,Panduit Corp,OS2 2 FIBER 1.6MM JACKET PATCHCO,25,0,"43.47000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","9/125","6.6' (2.0m)","Singlemode, Duplex, OS2","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-3-0XXXX-G.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-3-0xx00-PL.jpg,1175-1907-ND,912M-2-3-02000-G,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 20M,10,0,"43.85000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","-","50/125","65.6' (20.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-3-0XXXX-G.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-3-0xx00-PL.jpg,1175-1916-ND,913M-2-3-02000-G,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 20M,10,0,"43.85000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","-","50/125","65.6' (20.0m)","Multimode, Duplex, OM3","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fx/fx2/fx2e/fx2erlnlnsnm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FX2ERLNLNSNM003.jpg,298-12722-ND,FX2ERLNLNSNM003,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,16,0,"43.90000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM3","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erq1q1snm002/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FX2ERLNLNSNM007.jpg,298-12742-ND,FZ2ERQ1Q1SNM002,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 2M,11,0,"43.90000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","6.6' (2.0m)","Multimode, Duplex, OM4","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fx/fx2/fx2e/fx2erq1q1snm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FX2ERQ1Q1SNM003.JPG,298-12729-ND,FX2ERQ1Q1SNM003,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,10,0,"43.90000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM3","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erlnlnsnm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FX2ERLNLNSNM007.jpg,298-12737-ND,FZ2ERLNLNSNM002,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 2M,8,0,"43.90000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","6.6' (2.0m)","Multimode, Duplex, OM4","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fw/fw2/fw2e/fw2elq1q1nnm001/media/D-FBSP136--SA-ENG-OM4-5-SCPushPullCords.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FW2EXQ1Q1NNXXXX.jpg,298-17007-ND,FW2ERQ1Q1NNF001,Panduit Corp,FIBER OPTC CBL LC-LC DUPLX 305MM,9,0,"44.12000","0","1","Signature Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","-","1.00' (305mm)","Multimode, Duplex, OM5","OFNR"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/f9/f92/f92e/f92erlnlnsnm010/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F92ERLNSNSNM003.jpg,298-16180-ND,F92ERLNSNSNM003,Panduit Corp,OS2 2 FIBER 1.6MM JACKET PATCHCO,6,0,"44.12000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","9/125","9.8' (3.0m)","Singlemode, Duplex, OS2","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913S-2-5-0xx00.jpg,1175-2077-ND,913S-2-5-02500-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 25M,10,0,"44.37000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","9/125","82.0' (25.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912S-2-5-0xx00-PL.jpg,1175-2059-ND,912S-2-5-02500-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 25M,8,0,"44.37000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","9/125","82.0' (25.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-3-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-3-0xx00-PL.jpg,1175-2004-ND,912M-2-3-01500-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 15M,10,0,"44.40000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","50/125","49.2' (15.0m)","Multimode, Duplex, OM3","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-3-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-3-0xx00-PL.jpg,1175-2019-ND,913M-2-3-01500-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 15M,10,0,"44.40000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","50/125","49.2' (15.0m)","Multimode, Duplex, OM3","OFNP"
-,-,TL2503-ND,N820-05M-OM5,Tripp Lite,LC TO LC MULTIMODE DUPLEX FIBER,8,0,"44.75000","0","1","-","Active","LC Duplex","LC Duplex","-","Twin Zip","Zipcord","50/125","16.4' (5.0m)","Multimode, Duplex, OM5","-"
https://assets.tripplite.com/product-pdfs/en/n35415m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N354-xxM%20Series.jpg,TL2119-ND,N354-15M,Tripp Lite,FIBER OPTIC CBL SC-ST DUPLEX 15M,10,0,"44.84000","0","1","-","Active","SC Duplex","ST (2)","-","Twin Zip","Riser, Zipcord","8.3/125","49.2' (15.0m)","Singlemode, Duplex","FDDI, OFNR"
-,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N378-02M.jpg,TL2546-ND,N378-02M,Tripp Lite,DUPLEX SINGLEMODE 8.3/125 FIBER,10,0,"44.84000","0","1","-","Active","LC Duplex","FC (2)","-","Twin Zip","Riser, Zipcord","8.3/125","6.6' (2.0m)","Singlemode, Duplex","FDDI, OFNR"
-,-,TL2553-ND,N306-23M,Tripp Lite,DUPLEX MULTIMODE 62.5/125 FIBER,10,0,"44.84000","0","1","-","Active","SC Duplex","SC Duplex","-","Twin Zip","Riser, Zipcord","62.5/125","75.5' (23.0m)","Multimode, Duplex","FDDI, OFNR"
https://assets.tripplite.com/product-pdfs/en/n36615m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N366-xxM%20Series.jpg,TL2123-ND,N366-15M,Tripp Lite,FIBER OPTIC CBL LC-SC DUPLEX 15M,9,0,"44.84000","0","1","-","Active","LC Duplex","SC Duplex","-","Twin Zip","Riser, Zipcord","8.3/125","49.2' (15.0m)","Singlemode, Duplex","FDDI, OFNR"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/914S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/914S-2-5-0xx00-PL.jpg,1175-2098-ND,914S-2-5-02500-PL,CNC Tech,PLENUM CABLE FIBER OPTIC LC / FC,10,0,"45.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKFP92ELLLSM011.jpg,298-17242-ND,NKFP92ELLLSM011,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 11M,16,0,"45.07000","0","1","NetKey™","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","-","Low Smoke","9/125","36.1' (11.0m)","Multimode, Duplex, OS2","LSZH"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/f9/f92/f92e/f92erlnlnsnm010/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F92ERLNSNSNM002.JPG,298-16181-ND,F92ERLNSNSNM005,Panduit Corp,OS2 2 FIBER 1.6MM JACKET PATCHCO,15,0,"45.40000","0","1","Opti-Core®","Active","LC Duplex","SC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","9/125","16.4' (5.0m)","Singlemode, Duplex, OS2","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-3-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-3-00300-PL.jpg,1175-1995-ND,911M-2-3-01500-PL,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 15M,20,0,"45.51000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","Plenum","50/125","49.2' (15.0m)","Multimode, Duplex, OM3","OFNP"
http://www1.panduit.com/heiler/PartDrawings/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_F92ERQ1Q1SNM001.JPG,298-12645-ND,F92ERQ1Q1SNM001,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,15,0,"45.52000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","9/125","3.3' (1.0m)","Multimode, Duplex, OS2","-"
http://www1.panduit.com/heiler/SpecificationSheets/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F92ERLNLNSNM00x.jpg,298-12638-ND,F92ERLNLNSNM001,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,10,0,"45.52000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","9/125","3.3' (1.0m)","Multimode, Duplex, OS2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fx/fx2/fx2e/fx2erlnlnsnm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FX2ERLNLNSNM004.JPG,298-12723-ND,FX2ERLNLNSNM004,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,10,0,"45.52000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","3.3' (1.0m)","Multimode, Duplex, OM3","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911S-2-5-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/911S-2-5-0xx00-PL.jpg,1175-2041-ND,911S-2-5-02500-PL,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 25M,9,0,"45.56000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","Plenum","9/125","82.0' (25.0m)","Singlemode, Duplex","OFNP"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/911M-2-3-0XXXX-G.pdf,//media.digikey.com/Photos/CnC%20Tech/911M-2-3-00300-PL.jpg,1175-1898-ND,911M-2-3-02000-G,CNC Tech,FIBER OPTIC CBL LC-LC DUPLEX 20M,10,0,"45.70000","0","1","-","Active","LC Duplex","LC Duplex","0.08"" (2.0mm)","-","-","50/125","65.6' (20.0m)","Multimode, Duplex, OM3","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FX2ERLNLNSNM007.jpg,298-12735-ND,FZ2ERLNLNONM002,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 2M,10,0,"45.85000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","6.6' (2.0m)","Multimode, Duplex, OM4","-"
https://assets.tripplite.com/product-pdfs/en/n32030m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N320%20Series.jpg,TL1513-ND,N320-30M,Tripp Lite,FIBER OPTIC CBL LC-LC DUPLEX 30M,18,0,"46.15000","0","1","-","Active","LC Duplex","LC Duplex","-","Twin Zip","Riser, Zipcord","62.5/125","98.4' (30.0m)","Multimode, Duplex","FDDI, OFNR"
http://www1.panduit.com/heiler/SpecificationSheets/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_F92ERLNLNSNM002.JPG,298-12639-ND,F92ERLNLNSNM002,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 2M,19,0,"46.17000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","9/125","6.6' (2.0m)","Multimode, Duplex, OS2","-"
http://www1.panduit.com/heiler/PartDrawings/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/F92ERQ1Q1SNM002.jpg,298-12646-ND,F92ERQ1Q1SNM002,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,10,0,"46.17000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","9/125","3.3' (1.0m)","Multimode, Duplex, OS2","-"
https://www.bulgin.com/products/pub/media/bulgin/data/4000_series_fiber.pdf,//media.digikey.com/photos/Bulgin%20Photos/PXF4051AAA.jpg,708-2854-ND,PXF4051AAA,Bulgin,FIBER OPTIC CBL LC-LC SIMPLEX 5M,50,0,"46.18000","0","1","Buccaneer® 4000","Active","LC","LC","0.08"" (2.0mm)","Buffered Fiber","IP66, IP68, IP69K","-","16.4' (5.0m)","Singlemode, Simplex, OS1","LSZH"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/913M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/913M-2-1-0xx00-PL.jpg,1175-2067-ND,913M-2-1-02000-PL,CNC Tech,FIBER OPTIC CBL LC-ST DUPLEX 20M,10,0,"46.24000","0","1","-","Active","LC Duplex","ST (2)","0.08"" (2.0mm)","-","Plenum","62.5/125","65.6' (20.0m)","Multimode, Duplex, OM1","OFNP"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erlnlnsnm001/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FZ2ERLNLNSNM00x.JPG,298-12738-ND,FZ2ERLNLNSNM003,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 3M,15,0,"46.35000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","9.8' (3.0m)","Multimode, Duplex, OM4","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fz/fz2/fz2e/fz2erq1q1snm002/media/C-FBF92ERLNLNSNM001--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_FZ2ERQ1Q1SNM003.JPG,298-12743-ND,FZ2ERQ1Q1SNM003,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 3M,7,0,"46.35000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","50/125","9.8' (3.0m)","Multimode, Duplex, OM4","-"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/912M-2-1-0XXXX-PL.pdf,//media.digikey.com/Photos/CnC%20Tech/912M-2-1-0xx00-PL.jpg,1175-2049-ND,912M-2-1-02000-PL,CNC Tech,FIBER OPTIC CBL LC-SC DUPLEX 20M,10,0,"46.41000","0","1","-","Active","LC Duplex","SC Duplex","0.08"" (2.0mm)","-","Plenum","62.5/125","65.6' (20.0m)","Multimode, Duplex, OM1","OFNP"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKFP92ELLLSM011.jpg,298-17243-ND,NKFP92ELLLSM012,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 12M,6,0,"46.44000","0","1","NetKey™","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","-","Low Smoke","9/125","39.4' (12.0m)","Multimode, Duplex, OS2","LSZH"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fw/fw2/fw2e/fw2elq1q1nnm001/media/D-FBSP136--SA-ENG-OM4-5-SCPushPullCords.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FW2EXQ1Q1NNXXXX.jpg,298-17008-ND,FW2ERQ1Q1NNF003,Panduit Corp,FIBER OPTC CBL LC-LC DUPLX 914MM,10,0,"46.46000","0","1","Signature Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","-","3.00' (914mm)","Multimode, Duplex, OM5","OFNR"
-,-,TL2545-ND,N518-15M,Tripp Lite,DUPLEX MULTIMODE 50/125 FIBER PA,10,0,"46.70000","0","1","-","Active","LC Duplex","ST (2)","-","Twin Zip","Zipcord","50/125","49.2' (15.0m)","Multimode, Duplex","FDDI, OFNR"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fw/fw2/fw2e/fw2elq1q1nnm001/media/D-FBSP136--SA-ENG-OM4-5-SCPushPullCords.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FW2EXQ1Q1NNXXXX.jpg,298-17010-ND,FW2ERQ1Q1NNM001,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 1M,10,0,"46.76000","0","1","Signature Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser, Zipcord","-","3.3' (1.0m)","Multimode, Duplex, OM5","OFNR"
http://www1.panduit.com/heiler/SpecificationSheets/D-FBSP54--WW-ENG-OptiCrFbrOpPtchCord-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_F92ERLNLNSNM003.JPG,298-12640-ND,F92ERLNLNSNM003,Panduit Corp,FIBER OPTIC CBL LC-LC DUPLEX 3M,19,0,"46.82000","0","1","Opti-Core®","Active","LC Duplex","LC Duplex","0.06"" (1.6mm)","Twin Zip","Riser","9/125","9.8' (3.0m)","Multimode, Duplex, OS2","-"
