Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Type","Number of Positions","Number of Rows","Pitch - Connector","Pitch - Cable","Length","Features","Color","Shielding","Usage","Cable Termination","Contact Finish","Contact Finish Thickness"
https://www.molex.com/pdm_docs/sd/923211420_sd.pdf,//media.digikey.com/Photos/Molex/0923211420.JPG,WM10809-ND,0923211420,Molex,14CCT QF50 RIBBON CABLE ASSY,285,0,"3.84000","0","1","QF 50","Active","Socket to Socket","14","2","0.100"" (2.54mm)","0.050"" (1.27mm)","0.656' (200.00mm, 7.87"")","-","Gray","Unshielded","-","IDC","Gold","15.0µin (0.38µm)"
https://gam-gec.com/wp-content/uploads/2018/10/GAM-002.pdf,//media.digikey.com/Photos/JST%20Photos/A10XSR10XSR36R51A.jpg,455-3129-ND,A10XSR10XSR36R152A,JST Sales America Inc.,JUMPER 10XSR-36S - 10XSR-36S 6"",777,0,"3.87000","0","1","XSR","Active","Socket to Socket, Reversed","10","1","0.024"" (0.60mm)","-","0.500' (152.40mm, 6.00"")","-","Red, Individual","-","-","IDC","Tin","-"
https://www.molex.com/pdm_docs/sd/151340503_sd.pdf,//media.digikey.com/Photos/Molex/MFG_PicoBlade5.jpg,WM15263-ND,0151340503,Molex,PICOBLADE 5 CIRCUIT 300MM,680,0,"3.88000","0","1","PicoBlade 15134","Active","Socket to Socket","5","1","0.049"" (1.25mm)","-","0.984' (300.00mm, 11.81"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/451350403_sd.pdf,//media.digikey.com/Photos/Molex/MFG_45135040x_mini-fit_4Circuit.jpg,WM16574-ND,0451350403,Molex,MINIFIT 4 CIRCUIT 300MM CABLE AS,356,0,"4.09000","0","1","Mini-Fit Jr 45135","Active","Socket to Socket","4","2","0.165"" (4.19mm)","-","0.984' (300.00mm, 11.81"")","Latch Lock","Multiple, Individual","-","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151340601_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Picoblade6.jpg,WM15265-ND,0151340601,Molex,PICOBLADE 6 CIRCUIT 100MM,1095,0,"4.21000","0","1","PicoBlade 15134","Active","Socket to Socket","6","1","0.049"" (1.25mm)","-","0.328' (100.00mm, 3.94"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151340602_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Picoblade6.jpg,WM15266-ND,0151340602,Molex,PICOBLADE 6 CIRCUIT 150MM,258,0,"4.21000","0","1","PicoBlade 15134","Active","Socket to Socket","6","1","0.049"" (1.25mm)","-","0.492' (150.00mm, 5.91"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151310403_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015131040x.jpg,WM16708-ND,0151310403,Molex,CABLE-ASSY PICOLOCK 4 CIRCUIT 30,2348,0,"4.28000","0","1","Pico-Lock 15131","Active","Socket to Socket","4","1","0.039"" (1.00mm)","-","0.984' (300.00mm, 11.81"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Gold","-"
https://www.molex.com/pdm_docs/sd/451300210_sd.pdf,//media.digikey.com/Photos/Molex/451300210.jpg,WM16367-ND,0451300210,Molex,NANO-FIT 2 CIRCUIT 1M,799,0,"4.34000","0","1","Nano-Fit 45130","Active","Socket to Socket","2","1","0.098"" (2.50mm)","-","3.28' (1.00m)","-","Black, Individual","Unshielded","-","Crimp","Gold","15.0µin (0.38µm)"
https://www.molex.com/pdm_docs/sd/151320602_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015132060x.jpg,WM16725-ND,0151320602,Molex,CABLE ASSY PICOLOCK 6 POS 150MM,122,0,"4.43000","0","1","Pico-Lock 15132","Active","Socket to Socket","6","1","0.059"" (1.50mm)","-","0.492' (150.00mm, 5.91"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Gold","-"
https://www.molex.com/pdm_docs/sd/451320601_sd.pdf,//media.digikey.com/Photos/Molex/MFG_04513206xx.jpg,WM16119-ND,0451320601,Molex,MICROFIT 6 CIRCUIT 150MM,958,0,"4.45000","0","1","Micro-Fit 3.0 45132","Active","Socket to Socket","6","2","0.118"" (3.00mm)","-","0.492' (150.00mm, 5.91"")","Latch Lock","Multiple, Individual","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/151360306_sd.pdf,//media.digikey.com/Photos/Molex/MFG_15136030x.jpg,WM16381-ND,0151360306,Molex,MICROCLASP 3 CIRCUIT 600MM,782,0,"4.47000","0","1","MicroClasp 15136","Active","Socket to Socket","3","1","0.079"" (2.00mm)","-","1.97' (600.00mm)","Latch Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151340603_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Picoblade6.jpg,WM15267-ND,0151340603,Molex,PICOBLADE 6 CIRCUIT 300MM,503,0,"4.49000","0","1","PicoBlade 15134","Active","Socket to Socket","6","1","0.049"" (1.25mm)","-","0.984' (300.00mm, 11.81"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151310406_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015131040x.jpg,WM16710-ND,0151310406,Molex,CABLE-ASSY PICOLOCK 4 CIRCUIT 60,234,0,"4.49000","0","1","Pico-Lock 15131","Active","Socket to Socket","4","1","0.039"" (1.00mm)","-","1.97' (600.00mm)","Friction Lock","Black, Individual","Unshielded","-","Crimp","Gold","-"
https://www.molex.com/pdm_docs/sd/451330203_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Ultra-Fit_RB.jpg,WM13004-ND,0451330203,Molex,ULTRAFIT 2 CIRCUIT BLACK 300MM,1761,0,"4.62000","0","1","Ultra-Fit 45133","Active","Socket to Socket","2","1","-","-","0.984' (300.00mm, 11.81"")","-","Black, Red","-","-","Crimp","Tin","15.0µin (0.38µm)"
https://www.molex.com/pdm_docs/sd/451320601_sd.pdf,//media.digikey.com/Photos/Molex/MFG_04513206xx.jpg,WM16120-ND,0451320603,Molex,MICROFIT 6 CIRCUIT 300MM,1112,0,"4.66000","0","1","Micro-Fit 3.0 45132","Active","Socket to Socket","6","2","0.118"" (3.00mm)","-","0.984' (300.00mm, 11.81"")","Latch Lock","Multiple, Individual","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/151330406_sd.pdf,//media.digikey.com/Photos/Molex/MFG_15133_PicoClasp_4-Pos.jpg,WM16335-ND,0151330406,Molex,PICO-CLASP 4 CIRCUIT 600MM,600,0,"4.69000","0","1","Pico-Clasp 15133","Active","Socket to Socket","4","1","-","0.039"" (1.00mm)","1.97' (600.00mm)","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/451350601_sd.pdf,//media.digikey.com/Photos/Molex/MFG_45135060x_mini-fit_6Circuit.jpg,WM16576-ND,0451350601,Molex,MINIFIT 6 CIRCUIT 150MM CABLE AS,114,0,"4.73000","0","1","Mini-Fit Jr 45135","Active","Socket to Socket","6","2","0.165"" (4.19mm)","-","0.492' (150.00mm, 5.91"")","Latch Lock","Multiple, Individual","-","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151340702_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Picoblade7.jpg,WM15270-ND,0151340702,Molex,PICOBLADE 7 CIRCUIT 150MM,901,0,"4.79000","0","1","PicoBlade 15134","Active","Socket to Socket","7","1","0.049"" (1.25mm)","-","0.492' (150.00mm, 5.91"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151350606_sd.pdf,//media.digikey.com/Photos/Molex/MFG_ClikMate%206-Pos.jpg,WM16513-ND,0151350606,Molex,CLICKMATE 6 CIRCUIT 600MM,503,0,"4.79000","0","1","CLIK-MATE 15135","Active","Plug to Plug","6","1","0.059"" (1.50mm)","-","1.97' (600.00mm)","Latch Lock","Black, Individual","-","-","Crimp","Tin","16.0µin (0.41µm)"
"//media.digikey.com/PDF/Data%20Sheets/Tyco%20Electronics%20Corcom%20PDFs/FA,%20JA,%20LA,%20MA,%20PA%20-%20Accessories.pdf",//media.digikey.com/Photos/TE%20Connectivity/PA100.jpg,CCM1664-ND,PA100,TE Connectivity Corcom Filters,CABLE ASSEMBLY 4POS W/6"" LEAD,205,0,"4.95000","0","1","P","Active","Plug to Individual Wire Leads","4","1","-","-","0.500' (152.40mm, 6.00"")","-","Multiple, Individual","Unshielded","Power Module","-","-","-"
https://www.molex.com/pdm_docs/sd/1502070002_sd.pdf,//media.digikey.com/Photos/Molex/1502070002.jpg,WM10871-ND,1502070002,Molex,DITTO SG/END HARNESS 3 CKT .30M,812,0,"5.00000","0","1","Ditto 172578","Active","Self Mating, Non-Gendered to Individual Wire Leads","3","1","0.098"" (2.50mm)","-","0.984' (300.00mm, 11.81"")","-","Black, White","-","-","Crimp","Tin","-"
https://www.molex.com/pdm_docs/sd/151340703_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Picoblade7.jpg,WM15271-ND,0151340703,Molex,PICOBLADE 7 CIRCUIT 300MM,707,0,"5.12000","0","1","PicoBlade 15134","Active","Socket to Socket","7","1","0.049"" (1.25mm)","-","0.984' (300.00mm, 11.81"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
http://suddendocs.samtec.com/prints/idsx-xx-x-xx.xx-xxx-xxx-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/IDSD-03-D-06.00-T.jpg,SAM8734-ND,IDSD-03-D-06.00-T,Samtec Inc.,IDC CABLE F-F 6POS 6 LONG,353,0,"5.20000","0","1","IDSD","Active","Socket to Socket","6","2","0.100"" (2.54mm)","0.050"" (1.27mm)","0.500' (152.40mm, 6.00"")","-","Multiple, Ribbon","Unshielded","-","IDC","Tin","-"
https://www.molex.com/pdm_docs/sd/451320801_sd.pdf,//media.digikey.com/Photos/Molex/MFG_04513208xx.jpg,WM16122-ND,0451320801,Molex,MICROFIT 8 CIRCUIT 150MM,881,0,"5.29000","0","1","Micro-Fit 3.0 45132","Active","Socket to Socket","8","2","0.118"" (3.00mm)","-","0.492' (150.00mm, 5.91"")","Latch Lock","Multiple, Individual","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/151340802_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Picoblade8.jpg,WM15274-ND,0151340802,Molex,PICOBLADE 8 CIRCUIT 150MM,2115,0,"5.34000","0","1","PicoBlade 15134","Active","Socket to Socket","8","1","0.049"" (1.25mm)","-","0.492' (150.00mm, 5.91"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151340800_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Picoblade8.jpg,WM15272-ND,0151340800,Molex,PICOBLADE 8 CIRCUIT 50MM,429,0,"5.34000","0","1","PicoBlade 15134","Active","Socket to Socket","8","1","0.049"" (1.25mm)","-","0.164' (50.00mm, 1.97"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/451330210_sd.pdf,//media.digikey.com/Photos/Molex/MFG_Ultra-Fit_RB.jpg,WM13005-ND,0451330210,Molex,ULTRAFIT 2 CIRCUIT BLACK 1M,868,0,"5.36000","0","1","Ultra-Fit 45133","Active","Socket to Socket","2","1","-","-","3.28' (1.00m)","-","Black, Red","-","-","Crimp","Tin","15.0µin (0.38µm)"
https://www.molex.com/pdm_docs/sd/923150401_sd.pdf,-,WM20623-ND,0923152010,Molex,20CKT PICOFLEX 100MM LONG,1489,0,"5.43000","0","1","Picoflex 92315","Active","Socket to Socket","20","2","0.100"" (2.54mm)","0.050"" (1.27mm)","0.328' (100.00mm, 3.94"")","-","Gray, Ribbon","Unshielded","-","IDC","Tin","80.0µin (2.03µm)"
https://www.molex.com/pdm_docs/sd/451350603_sd.pdf,//media.digikey.com/Photos/Molex/MFG_45135060x_mini-fit_6Circuit.jpg,WM16577-ND,0451350603,Molex,MINIFIT 6 CIRCUIT 300MM CABLE AS,213,0,"5.43000","0","1","Mini-Fit Jr 45135","Active","Socket to Socket","6","2","0.165"" (4.19mm)","-","0.984' (300.00mm, 11.81"")","Latch Lock","Multiple, Individual","-","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151341001_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134100x.jpg,WM17199-ND,0151341001,Molex,PICOBLADE 10 CIRCUIT 100MM,2627,0,"5.46000","0","1","PicoBlade 15134","Active","Socket to Socket","10","1","0.049"" (1.25mm)","-","0.328' (100.00mm, 3.94"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151341000_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134100x.jpg,WM17198-ND,0151341000,Molex,PICOBLADE 10 CIRCUIT 50MM,958,0,"5.46000","0","1","PicoBlade 15134","Active","Socket to Socket","10","1","0.049"" (1.25mm)","-","0.164' (50.00mm, 1.97"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151341002_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134100x.jpg,WM17230-ND,0151341002,Molex,PICOBLADE 10 CIRCUIT 150MM,896,0,"5.46000","0","1","PicoBlade 15134","Active","Socket to Socket","10","1","0.049"" (1.25mm)","-","0.492' (150.00mm, 5.91"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/451320601_sd.pdf,//media.digikey.com/Photos/Molex/MFG_04513206xx.jpg,WM16121-ND,0451320610,Molex,MICROFIT 6 CIRCUIT 1M,373,0,"5.46000","0","1","Micro-Fit 3.0 45132","Active","Socket to Socket","6","2","0.118"" (3.00mm)","-","3.28' (1.00m)","Latch Lock","Multiple, Individual","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
http://suddendocs.samtec.com/prints/idsx-xx-x-xx.xx-xxx-xxx-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/IDS-S-08-D-05.00-G.JPG,SAM8928-ND,IDSS-08-D-05.00-G,Samtec Inc.,CABLE ASSY 8 POS SKT-SKT 5.00"",508,0,"5.49000","0","1","IDSS","Active","Socket to Socket","8","1","0.100"" (2.54mm)","0.100"" (2.54mm)","0.417' (127.00mm, 5.00"")","-","Gray, Ribbon","Unshielded","-","IDC","Gold","-"
https://www.molex.com/pdm_docs/sd/451320801_sd.pdf,//media.digikey.com/Photos/Molex/MFG_04513208xx.jpg,WM16123-ND,0451320803,Molex,MICROFIT 8 CIRCUIT 300MM,651,0,"5.57000","0","1","Micro-Fit 3.0 45132","Active","Socket to Socket","8","2","0.118"" (3.00mm)","-","0.984' (300.00mm, 11.81"")","Latch Lock","Multiple, Individual","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/151341202_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134120x.jpg,WM17206-ND,0151341202,Molex,PICOBLADE 12 CIRCUIT 150MM,729,0,"5.61000","0","1","PicoBlade 15134","Active","Socket to Socket","12","1","0.049"" (1.25mm)","-","0.492' (150.00mm, 5.91"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/451350801_sd.pdf,//media.digikey.com/Photos/Molex/MFG_45135080x_mini-fit_8Circuit.jpg,WM16579-ND,0451350801,Molex,MINIFIT 8 CIRCUIT 150MM,171,0,"5.79000","0","1","Mini-Fit Jr 45135","Active","Socket to Socket","8","2","0.165"" (4.19mm)","-","0.492' (150.00mm, 5.91"")","Latch Lock","Multiple, Individual","-","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151341003_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134100x.jpg,WM17231-ND,0151341003,Molex,PICOBLADE 10 CIRCUIT 300MM,312,0,"5.82000","0","1","PicoBlade 15134","Active","Socket to Socket","10","1","0.049"" (1.25mm)","-","0.984' (300.00mm, 11.81"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
http://suddendocs.samtec.com/prints/ffsd-xx-x-xx.xx-01-x-x-xxx-mkt.pdf,//media.digikey.com/Renders/Samtec%20Renders/FFSD-05-S.jpg,SAM8220-ND,FFSD-05-S-02.00-01-N,Samtec Inc.,CABLE ASSEM .05"" 10PS SGL END 2"",173,0,"5.82000","0","1","Tiger Eye™ FFSD","Active","Socket to Cable","10","2","0.050"" (1.27mm)","0.025"" (0.64mm)","0.167' (50.80mm, 2.00"")","Polarizing Key","Gray, Ribbon","Unshielded","-","IDC","Gold","10.0µin (0.25µm)"
https://www.molex.com/pdm_docs/sd/451350403_sd.pdf,//media.digikey.com/Photos/Molex/MFG_45135040x_mini-fit_4Circuit.jpg,WM16575-ND,0451350410,Molex,MINIFIT 4 CIRCUIT 1M CABLE ASSEM,608,0,"5.94000","0","1","Mini-Fit Jr 45135","Active","Socket to Socket","4","2","0.165"" (4.19mm)","-","3.28' (1.00m)","Latch Lock","Multiple, Individual","-","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151341203_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134120x.jpg,WM17207-ND,0151341203,Molex,PICOBLADE 12 CIRCUIT 300MM,733,0,"5.97000","0","1","PicoBlade 15134","Active","Socket to Socket","12","1","0.049"" (1.25mm)","-","0.984' (300.00mm, 11.81"")","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151350806_sd.pdf,//media.digikey.com/Photos/Molex/MFG_ClikMate%208-Pos.jpg,WM16515-ND,0151350806,Molex,CLICKMATE 8CIRCUIT 600MM,649,0,"5.97000","0","1","CLIK-MATE 15135","Active","Plug to Plug","8","1","0.059"" (1.50mm)","-","1.97' (600.00mm)","Latch Lock","Black, Individual","-","-","Crimp","Tin","16.0µin (0.41µm)"
https://www.molex.com/pdm_docs/sd/151341005_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134100x.jpg,WM17202-ND,0151341005,Molex,PICOBLADE 10 CIRCUIT 450MM,304,0,"6.22000","0","1","PicoBlade 15134","Active","Socket to Socket","10","1","0.049"" (1.25mm)","-","1.48' (450.00mm)","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/151320806_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015132080x.jpg,WM16740-ND,0151320806,Molex,CABLE ASSY PICOLOCK 8 POS 600MM,200,0,"6.25000","0","1","Pico-Lock 15132","Active","Socket to Socket","8","1","0.059"" (1.50mm)","-","1.97' (600.00mm)","Friction Lock","Black, Individual","Unshielded","-","Crimp","Gold","-"
https://www.molex.com/pdm_docs/sd/151341006_sd.pdf,//media.digikey.com/Photos/Molex/MFG_015134100x.jpg,WM17203-ND,0151341006,Molex,PICOBLADE 10 CIRCUIT 600MM,304,0,"6.26000","0","1","PicoBlade 15134","Active","Socket to Socket","10","1","0.049"" (1.25mm)","-","1.97' (600.00mm)","Friction Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/2451320205_sd.pdf,//media.digikey.com/Photos/Molex/MFG_2451320205_Micro-fit_2circuit.jpg,WM15763-ND,2451320205,Molex,MICROFIT 2 CIRCUIT BLACK 500MM O,877,0,"6.32000","0","1","Micro-Fit 3.0 245132","Active","Socket to Socket","2","2","0.118"" (3.00mm)","-","1.64' (500.00mm)","Latch Lock","Black","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/451320801_sd.pdf,//media.digikey.com/Photos/Molex/MFG_04513208xx.jpg,WM16124-ND,0451320810,Molex,MICROFIT 8 CIRCUIT 1M,524,0,"6.39000","0","1","Micro-Fit 3.0 45132","Active","Socket to Socket","8","2","0.118"" (3.00mm)","-","3.28' (1.00m)","Latch Lock","Multiple, Individual","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
http://suddendocs.samtec.com/prints/idsx-xx-x-xx.xx-xxx-xxx-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/IDSS-03-D-18.jpg,SAM8930-ND,IDSS-03-D-18.00,Samtec Inc.,CABLE RIBBON SOCKET SGNL 3 PIN,170,0,"6.42000","0","1","IDSS","Active","Socket to Socket","3","1","0.100"" (2.54mm)","0.100"" (2.54mm)","1.50' (457.20mm)","-","Multiple, Ribbon","Unshielded","-","IDC","Gold","-"
https://www.molex.com/pdm_docs/sd/451350803_sd.pdf,//media.digikey.com/Photos/Molex/MFG_45135080x_mini-fit_8Circuit.jpg,WM16580-ND,0451350803,Molex,MINIFIT 8 CIRCUIT 300MM,909,0,"6.43000","0","1","Mini-Fit Jr 45135","Active","Socket to Socket","8","2","0.165"" (4.19mm)","-","0.984' (300.00mm, 11.81"")","Latch Lock","Multiple, Individual","-","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/2451350205_sd.pdf,//media.digikey.com/Photos/Molex/24513502xx.jpg,WM15748-ND,2451350205,Molex,MINIFIT JR 2 CIRCUIT BLACK 500MM,1077,0,"6.72000","0","1","Mini-Fit Jr","Active","Socket to Socket","2","1","-","-","1.64' (500.00mm)","-","Black, Individual (Round)","Unshielded","-","Crimp","Tin","-"
https://www.molex.com/pdm_docs/sd/451330403_sd.pdf,//media.digikey.com/Photos/Molex/0451330403.jpg,WM13007-ND,0451330403,Molex,ULTRAFIT 4 CIRCUIT BLACK 300MM,2067,0,"7.03000","0","1","Ultra-Fit 45133","Active","Socket to Socket","4","2","-","-","0.984' (300.00mm, 11.81"")","-","Multiple","-","-","Crimp","Tin","15.0µin (0.38µm)"
http://suddendocs.samtec.com/prints/idsx-xx-x-xx.xx-xxx-xxx-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/IDSD-05-D-20.00-T.jpg,SAM8929-ND,IDSD-05-D-20.00-T,Samtec Inc.,CBL ASSY FLAT 10 POS IDC 20"",166,0,"7.10000","0","1","IDSD","Active","Socket to Socket","10","2","0.100"" (2.54mm)","0.050"" (1.27mm)","1.67' (508.00mm)","-","Multiple, Ribbon","Unshielded","-","IDC","Tin","-"
https://cdn.harwin.com/pdfs/M50-90X.pdf,//media.digikey.com/Photos/Harwin/M50-9010542.jpg,952-2860-ND,M50-9010542,Harwin Inc.,IDC F/M 5POS RIBBON CBL ASSY,108,0,"7.18000","0","1","Archer M50","Active","Socket to Plug","10","2","0.050"" (1.27mm)","0.025"" (0.64mm)","0.492' (150.00mm, 5.91"")","-","Gray, Ribbon","Unshielded","-","IDC","Gold","-"
https://www.molex.com/pdm_docs/sd/2451320210_sd.pdf,//media.digikey.com/Photos/Molex/MFG_2451320205_Micro-fit_2circuit.jpg,WM15764-ND,2451320210,Molex,MICROFIT 2 CIRCUIT BLACK 1M OVER,1243,0,"7.24000","0","1","Micro-Fit 3.0 245132","Active","Socket to Socket","2","2","0.118"" (3.00mm)","-","3.28' (1.00m)","Latch Lock","Black","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/CNC-SAE-16-061-002_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/CNC-SAE-16-061-002.jpg,1175-1719-ND,CNC-SAE-16-061-002,CNC Tech,ADPT CBL SAE TO CBL 16AWG .61M,520,0,"7.44000","0","1","-","Active","SAE Connector to Cable","2","1","-","-","2.00' (609.60mm)","-","Black","Unshielded","Adapter, Extension","-","-","-"
http://suddendocs.samtec.com/prints/hcsd-xx-x-xx.xx-01-xxx-xxx-mkt.pdf,//media.digikey.com/Photos/Samtec%20Photos/HCSD-05-D-11.40-01-N-G-R.jpg,SAM8915-ND,HCSD-05-D-11.40-01-N-G-R,Samtec Inc.,CONN SOCKET IDC DUAL 10POS,160,0,"7.50000","0","1","HCS","Active","Socket to Socket, Reversed","10","2","0.100"" (2.54mm)","0.050"" (1.27mm)","0.950' (289.56mm, 11.40"")","Polarizing Key","Multiple, Ribbon","Unshielded","-","IDC","Gold","10.0µin (0.25µm)"
http://suddendocs.samtec.com/prints/ffmd-xx-x-xx.xx-01-x-x-xxx-mkt.pdf,//media.digikey.com/photos/Samtec%20Photos/FFMD-05-D-%20SERIES.jpg,SAM8567-ND,FFMD-05-D-06.00-01,Samtec Inc.,CABLE ASSEM .05"" 10POS M-M 6"",115,0,"7.60000","0","1","Tiger Eye™ FFMD","Active","Plug to Plug","10","2","0.050"" (1.27mm)","0.025"" (0.64mm)","0.500' (152.40mm, 6.00"")","-","Gray, Ribbon","Unshielded","-","IDC","Tin","-"
https://www.molex.com/pdm_docs/sd/2451350210_sd.pdf,//media.digikey.com/Photos/Molex/24513502xx.jpg,WM15749-ND,2451350210,Molex,MINIFIT JR 2 CIRCUIT BLACK 1M,552,0,"7.68000","0","1","Mini-Fit Jr","Active","Socket to Socket","2","1","-","-","3.28' (1.00m)","-","Black, Individual (Round)","Unshielded","-","Crimp","Tin","-"
https://www.molex.com/pdm_docs/sd/2451320220_sd.pdf,//media.digikey.com/Photos/Molex/MFG_2451320205_Micro-fit_2circuit.jpg,WM15765-ND,2451320220,Molex,MICROFIT 2 CIRCUIT BLACK 2M OVER,497,0,"7.75000","0","1","Micro-Fit 3.0 245132","Active","Socket to Socket","2","2","0.118"" (3.00mm)","-","6.56' (2.00m)","Latch Lock","Black","Unshielded","-","Crimp","Tin","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/451350610_sd.pdf,//media.digikey.com/Photos/Molex/MFG_45135060x_mini-fit_6Circuit.jpg,WM16578-ND,0451350610,Molex,MINIFIT 6 CIRCUIT 1M CABLE ASSEM,858,0,"7.84000","0","1","Mini-Fit Jr 45135","Active","Socket to Socket","6","2","0.165"" (4.19mm)","-","3.28' (1.00m)","Latch Lock","Multiple, Individual","-","-","Crimp","Tin","35.4µin (0.90µm)"
http://www.tensility.com/pdffiles/10-02406.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02406.jpg,839-1347-ND,10-02406,Tensility International Corp,CBL ASSY 16AWG 3' RED TO SAE PIN,305,0,"7.87000","0","1","-","Active","SAE Connector to Cable","2","1","0.295"" (7.50mm)","-","3.00' (914.40mm)","Dust Cap","Black, Red","Unshielded","-","-","Nickel","-"
