Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector","2nd Connector","Type","Number of Positions","Length","Shielding","Color","Usage","Contact Finish","Contact Finish Thickness"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7083_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK129-2,%20AK129-2-R,%20AK174-3-R,%20AK174-3.jpg",AE9869-ND,AK129-2,Assmann WSW Components,CABLE ASSY DB09 SHLD BEIGE 2M,3161,0,"3.00000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","DB09","9","6.56' (2.00m)","Shielded","Beige, Individual (Round)","-","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7600_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK143-3.jpg,AE9879-ND,AK143-3,Assmann WSW Components,CABLE ASSY DB09 SHLD BEIGE 3M,4372,0,"3.53000","0","1","-","Active","Receptacle, Female Sockets","Receptacle, Female Sockets","DB09","9","9.84' (3.00m)","Shielded","Beige, Individual (Round)","Null Modem","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7603_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK178-3-R,%20AK178-3%20AK131-2,%20AK131-2-R.jpg",AE1379-ND,AK131-2,Assmann WSW Components,CABLE ASSY DB09 SHLD BEIGE 2M,11639,0,"3.71000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09","9","6.56' (2.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","-","-"
http://cnctech.us/pdfs/710-10011-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/710-100MA.JPG,1175-1147-ND,710-10011-00200,CNC Tech,CABLE ASSY DB09 SHLD BEIGE 2M,1307,0,"3.88000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","DB09","9","6.56' (2.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","Gold","Flash"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7604_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK152-2-R,%20AK152-2,%20AK182-3,%20AK182-3-R.jpg",AE9872-ND,AK152-2,Assmann WSW Components,CABLE ASSY DB09 SHLD BEIGE 2M,2127,0,"4.66000","0","1","-","Active","Receptacle, Female Sockets","Receptacle, Female Sockets","DB09","9","6.56' (2.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7601_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK178-3-R,%20AK178-3%20AK131-2,%20AK131-2-R.jpg",AE9871-ND,AK178-3,Assmann WSW Components,CABLE ASSY DB09 SHLD BEIGE 3M,8504,0,"5.02000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09","9","9.84' (3.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7602_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK152-2-R,%20AK152-2,%20AK182-3,%20AK182-3-R.jpg",AE9873-ND,AK182-3,Assmann WSW Components,CABLE ASSY DB09 SHLD BEIGE 3M,2275,0,"5.02000","0","1","-","Active","Receptacle, Female Sockets","Receptacle, Female Sockets","DB09","9","9.84' (3.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","-","-"
https://assets.tripplite.com/product-pdfs/en/p450006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/P450-006.JPG,TL378-ND,P450-006,Tripp Lite,CABLE ASSY DB09 SHLD BLACK 1.83M,98,0,"6.28000","0","1","-","Active","Receptacle, Female Sockets","Receptacle, Female Sockets","DB09","9","6.00' (1.83m)","Shielded","Black, Individual (Round)","Null Modem","Gold","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7874_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK135-2-R,%20AK166-3-R.jpg",AE9865-ND,AK135-2,Assmann WSW Components,CABLE ASSY DB25 SHLD BEIGE 2M,979,0,"6.76000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB25","25","6.56' (2.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7855_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK137-2,%20AK137-2-R,%20AK162-3-R.jpg",AE1378-ND,AK137-2,Assmann WSW Components,CABLE ASSY DB25 SHLD BEIGE 2M,3386,0,"6.82000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","DB25","25","6.56' (2.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","-","-"
//media.digikey.com/pdf/Data%20Sheets/Tripp%20Lite/P502-yyy_Dwg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P502-xxx%20Series.jpg,TL652-ND,P502-006,Tripp Lite,CABLE ASSY HD15 SHLD BLACK 1.83M,1005,0,"9.36000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD15","14","6.00' (1.83m)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","Flash"
-,//media.digikey.com/Photos/Phoenix%20Photos/1656262.jpg,277-7325-ND,1656262,Phoenix Contact,CABLE ASSY DB15 SHIELDED GRAY 1M,152,0,"12.46000","0","1","Varioface","Active","Receptacle, Female Sockets","Plug, Male Pins","DB15","15","3.28' (1.00m)","Shielded","Gray, Individual (Round)","-","Gold","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDMDB09MF.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDMDB09MF.jpg,CS-DSDMDB09MF-002.5-ND,CS-DSDMDB09MF-002.5,Amphenol ICC (Commercial Products),CABLE ASSY DB09 SHLD GRAY 762MM,169,0,"12.61000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09","9","2.50' (762.00mm)","Shielded","Gray, Individual (Round)","-","-","-"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/76000724.jpg,602-1413-ND,76000724,Digi International,CABLE ASSY DB09 UNSHLD BLK 1.22M,385,0,"16.00000","0","1","-","Active","Receptacle, Female Sockets","Individual Wire Leads","DB09","9","4.00' (1.22m)","Unshielded","Black, Individual (Round)","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1656259,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1656259.jpg,277-13622-ND,1656259,Phoenix Contact,CABLE ASSY DB09 SHIELDED GRAY 5M,183,244,"16.07000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09","9","16.40' (5.00m)","Shielded","Gray, Individual (Round)","Extension, Serial","Gold","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDMDB15MF.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDMDB15MF.jpg,CS-DSDMDB15MF-002.5-ND,CS-DSDMDB15MF-002.5,Amphenol ICC (Commercial Products),CABLE ASSY DB15 SHLD GRAY 762MM,242,0,"16.72000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB15","15","2.50' (762.00mm)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDMDB15MM.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_DELUXE-DB15-M%5EM.jpg,CS-DSDMDB15MM-005-ND,CS-DSDMDB15MM-005,Amphenol ICC (Commercial Products),CABLE ASSY DB15 SHLD GRAY 1.52M,370,0,"17.40000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","DB15","15","5.00' (1.52m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDMDB15MM.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_DELUXE-DB15-M%5EM.jpg,CS-DSDMDB15MM-010-ND,CS-DSDMDB15MM-010,Amphenol ICC (Commercial Products),CABLE ASSY DB15 SHLD GRAY 3.05M,115,0,"19.43000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","DB15","15","10.00' (3.05m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7834_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK579^F-2.jpg,AE1429-ND,AK579/F-2,Assmann WSW Components,CABLE ASSY HPDB50 SHLD BEIGE 2M,376,0,"19.99000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HPDB50","50","6.56' (2.00m)","Shielded","Beige, Individual (Round)","SCSI II","-","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDMDB09MF.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDMDB09MF.jpg,CS-DSDMDB09MF-025-ND,CS-DSDMDB09MF-025,Amphenol ICC (Commercial Products),CABLE ASSY DB09 SHLD GRAY 7.62M,156,0,"21.00000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09","9","25.00' (7.62m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDHD26MF0.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDHD26MF0.jpg,CS-DSDHD26MF0-002.5-ND,CS-DSDHD26MF0-002.5,Amphenol ICC (Commercial Products),CABLE ASSY HD26 SHLD GRAY 762MM,167,0,"21.79000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD26","26","2.50' (762.00mm)","Shielded","Gray, Individual (Round)","-","-","-"
-,//media.digikey.com/photos/American%20Elect%20Photos/DSUB-9-MF-CBL.JPG,288-1348-ND,DSUB-9-MF-CBL,American Electrical Inc.,CABLE ASSY DB09 SHLD BLACK 3.05M,214,0,"22.07000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09","9","10.00' (3.05m)","Shielded","Black, Individual (Round)","-","Tin","-"
https://www.molex.com/pdm_docs/sd/834219042_sd.pdf,//media.digikey.com/Photos/Molex/0834219044.jpg,WM2145-ND,0834219042,Molex,CABLE ASSY D TO MIC D 9P 457.2MM,660,0,"23.25000","0","1","83421","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","9","1.50' (457.20mm)","Shielded","Black, Individual (Round)","-","Gold","5.00µin (0.127µm)"
http://www.cablesondemand.com/images/diagrams/CS-DSDHD26MF0.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDHD26MF0.jpg,CS-DSDHD26MF0-005-ND,CS-DSDHD26MF0-005,Amphenol ICC (Commercial Products),CABLE ASSY HD26 SHLD GRAY 1.52M,362,0,"23.54000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD26","26","5.00' (1.52m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7836_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK-Y1301.jpg,AE1430-ND,AK-Y1301,Assmann WSW Components,CABLE ASSY HPDB68 SHLD 914.4MM,1073,0,"26.65000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HPDB68","68","3.00' (914.40mm)","Shielded","Beige, Individual (Round)","SCSI III","-","-"
https://www.molex.com/pdm_docs/sd/834219044_sd.pdf,//media.digikey.com/Photos/Molex/0834219044.jpg,WM4358-ND,0834219044,Molex,CABLE ASSY D TO MICRO D 9P 1.84M,198,0,"26.92000","0","1","83421","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","9","6.04' (1.84m)","Shielded","Black, Individual (Round)","-","Gold","5.00µin (0.127µm)"
//media.digikey.com/pdf/Data%20Sheets/Norcomp%20PDFs/CCA-015-YYYR152.pdf,//media.digikey.com/Photos/Norcomp%20Photos/MFG_MICRO-D_CCA.jpg,NOR1153-ND,CCA-015-I18R152,NorComp Inc.,CABLE ASY D TO MIC D 15P 457.2MM,108,0,"30.03000","0","1","CCA","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","1.50' (457.20mm)","Shielded","Black, Individual (Round)","-","-","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDHD44MF0.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDHD44MF0.jpg,CS-DSDHD44MF0-002.5-ND,CS-DSDHD44MF0-002.5,Amphenol ICC (Commercial Products),CABLE ASSY HD44 SHLD GRAY 762MM,164,0,"31.41000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD44","44","2.50' (762.00mm)","Shielded","Gray, Individual (Round)","-","-","-"
https://www.molex.com/pdm_docs/sd/834219037_sd.pdf,//media.digikey.com/Photos/Molex/0834219037.jpg,WM3567-ND,0834219037,Molex,CABLE ASSY DB09 TO MICRO D 925MM,889,300,"41.46000","0","1","83421","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09, Micro-D","9","3.03' (925.00mm)","Shielded","Black, Individual (Round)","-","Gold","5.00µin (0.127µm)"
https://www.molex.com/pdm_docs/sd/834229007_sd.pdf,//media.digikey.com/Photos/Molex/08342290xx.jpg,WM2146-ND,0834229007,Molex,CABLE ASY D TO MIC D 15P 457.2MM,668,0,"42.77000","0","1","83422","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","1.50' (457.20mm)","Shielded","Black, Individual (Round)","-","Gold","50.0µin (1.27µm)"
https://www.molex.com/pdm_docs/sd/834229013_sd.pdf,//media.digikey.com/Photos/Molex/08342290xx.jpg,WM11260-ND,0834229018,Molex,CABLE ASSY D TO MICR D 15P 1.83M,471,0,"43.83000","0","1","83422","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","6.00' (1.83m)","Shielded","Black, Individual (Round)","-","Gold","5.00µin (0.127µm)"
https://www.molex.com/pdm_docs/sd/834249019_sd.pdf,//media.digikey.com/Photos/Molex/0834249021.jpg,WM2147-ND,0834249019,Molex,CABLE ASY D TO MIC D 25P 457.2MM,653,0,"44.38000","0","1","83424","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","25","1.50' (457.20mm)","Shielded","Black, Individual (Round)","-","Gold","-"
https://www.molex.com/pdm_docs/sd/834219036_sd.pdf,//media.digikey.com/Photos/Molex/0834219037.jpg,WM13290-ND,0834219036,Molex,CABLE ASSY DB09 TO MICRO D 470MM,171,0,"53.64000","0","1","83421","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09, Micro-D","9","1.54' (470.00mm)","Shielded","Black, Individual (Round)","-","Gold","5.00µin (0.127µm)"
https://www.molex.com/pdm_docs/sd/834219041_sd.pdf,//media.digikey.com/Photos/Molex/0834219041.jpg,WM4359-ND,0834219041,Molex,CABLE ASSY DB09 SHLD BLACK 1.84M,315,0,"57.77000","0","1","83421","Active","Receptacle, Female Sockets","Receptacle, Female Sockets","DB09","9","6.04' (1.84m)","Shielded","Black, Individual (Round)","-","Gold","5.00µin (0.127µm)"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2f096521-0001_SPEC.pdf?PARTNO=096510-0040,//media.digikey.com/Photos/ITT%20Cannon/MDM-096510%20SERIES.jpg,1003-1144-ND,MDM-9PH003B,"ITT Cannon, LLC",CABLE ASY D TO MICR D 9P 457.2MM,529,0,"64.72000","0","1","MDM","Active","Receptacle, Male Pins","Individual Wire Leads","D-Type, Micro-D","9","1.50' (457.20mm)","-","Multiple","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/photos/ITT%20Cannon/MDM-9PH006B-F222.jpg,1003-2404-ND,MDM-9PH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MICR D 9P 914.4MM,269,0,"65.07000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","9","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2f096521-0001_SPEC.pdf?PARTNO=096511-0069,//media.digikey.com/Photos/ITT%20Cannon/096511-0069.jpg,1003-1147-ND,MDM-9SH003B,"ITT Cannon, LLC",CABLE ASY D TO MICR D 9P 457.2MM,351,0,"77.03000","0","1","MDM","Active","Plug, Female Sockets","Individual Wire Leads","D-Type, Micro-D","9","1.50' (457.20mm)","-","Multiple","-","Gold","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2f096521-0001_SPEC.pdf?PARTNO=096512-0050,//media.digikey.com/Photos/ITT%20Cannon/MDM-096512%20SERIES.jpg,1003-1124-ND,MDM-15PH003B,"ITT Cannon, LLC",CABLE ASY D TO MIC D 15P 457.2MM,184,0,"82.88000","0","1","MDM","Active","Receptacle, Male Pins","Individual Wire Leads","D-Type, Micro-D","15","1.50' (457.20mm)","-","Multiple","-","Gold","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2302230.jpg,277-11031-ND,2302191,Phoenix Contact,CABLE ASSY DB37 SHLD GRAY 500MM,52,0,"88.20000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB37","37","1.64' (500.00mm)","Shielded","Gray, Individual (Round)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2302230.jpg,277-5239-ND,2302201,Phoenix Contact,CABLE ASSY DB37 SHIELDED GRAY 1M,53,174,"95.55000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB37","37","3.28' (1.00m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2f096521-0001_SPEC.pdf?PARTNO=096513-0047,//media.digikey.com/Photos/ITT%20Cannon/096513-0047.jpg,1003-1127-ND,MDM-15SH003B,"ITT Cannon, LLC",CABLE ASY D TO MIC D 15P 457.2MM,609,0,"97.10000","0","1","MDM","Active","Plug, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","1.50' (457.20mm)","-","Multiple","-","Gold","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2302298.jpg,277-11032-ND,2302272,Phoenix Contact,CABLE ASSY DB50 SHIELDED GRAY 1M,52,0,"110.25000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB50","50","3.28' (1.00m)","Shielded","Gray, Individual (Round)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2302230.jpg,277-5289-ND,2302227,Phoenix Contact,CABLE ASSY DB37 SHIELDED GRAY 2M,49,0,"111.30000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB37","37","6.56' (2.00m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2f096521-0001_SPEC.pdf?PARTNO=096516-0072,//media.digikey.com/Photos/ITT%20Cannon/096516-0072.jpg,1003-1129-ND,MDM-25PH003B,"ITT Cannon, LLC",CABLE ASY D TO MIC D 25P 457.2MM,163,0,"112.13000","0","1","MDM","Active","Receptacle, Male Pins","Individual Wire Leads","D-Type, Micro-D","25","1.50' (457.20mm)","-","Multiple","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/Photos/ITT%20Cannon/MDM-9SH006B-F222.jpg,1003-2403-ND,MDM-9SH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MICR D 9P 914.4MM,168,0,"117.76000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","9","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/Photos/ITT%20Cannon/MDM-15PH006B-A174-F222.jpg,1003-2434-ND,MDM-15PH006B-A174-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 15P 914.4MM,91,0,"118.20000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","15","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2302230.jpg,277-5241-ND,2302230,Phoenix Contact,CABLE ASSY DB37 SHIELDED GRAY 3M,45,33,"127.05000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB37","37","9.84' (3.00m)","Shielded","Gray, Individual (Round)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2302298.jpg,277-5211-ND,2302298,Phoenix Contact,CABLE ASSY DB50 SHIELDED GRAY 2M,55,0,"129.15000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB50","50","6.56' (2.00m)","Shielded","Gray, Individual (Round)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2305703.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2305703.jpg,277-9220-ND,2305703,Phoenix Contact,CABLE ASSY DB50 SHIELDED GRAY 2M,28,0,"129.15000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","DB50","50","6.56' (2.00m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/photos/ITT%20Cannon/MDM-15PH006B-F222.jpg,1003-2406-ND,MDM-15PH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 15P 914.4MM,1379,0,"130.20000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","15","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/photos/ITT%20Cannon/MDM-9SH006B-A174-F222.jpg,1003-2431-ND,MDM-9SH006B-A174-F222,"ITT Cannon, LLC",CABLE ASY D TO MICR D 9P 914.4MM,135,0,"140.08000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","9","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/Photos/ITT%20Cannon/MDM-25PH006B-F222.jpg,1003-2410-ND,MDM-25PH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 25P 914.4MM,67,0,"141.30000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","25","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2fMDM-37PH003B_SPEC.pdf?PARTNO=MDM-37PH003B,//media.digikey.com/Photos/ITT%20Cannon/MDM-096520%20SERIES.jpg,1003-1136-ND,MDM-37PH003B,"ITT Cannon, LLC",CABLE ASY D TO MIC D 37P 457.2MM,45,0,"141.83000","0","1","MDM","Active","Receptacle, Male Pins","Individual Wire Leads","D-Type, Micro-D","37","1.50' (457.20mm)","-","Multiple","-","Gold","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2fMDM-31SH003B_SPEC.pdf?PARTNO=MDM-31SH003B,//media.digikey.com/Photos/ITT%20Cannon/MDM-096519%20SERIES.jpg,1003-1135-ND,MDM-31SH003B,"ITT Cannon, LLC",CABLE ASY D TO MIC D 31P 457.2MM,39,0,"143.48000","0","1","MDM","Active","Plug, Female Sockets","Individual Wire Leads","D-Type, Micro-D","31","1.50' (457.20mm)","-","Multiple","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/photos/ITT%20Cannon/MDM-15SH006B-F222.jpg,1003-2405-ND,MDM-15SH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 15P 914.4MM,1123,0,"150.88000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/Photos/ITT%20Cannon/MDM-15SH006B-A174-F222.jpg,1003-2433-ND,MDM-15SH006B-A174-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 15P 914.4MM,34,0,"155.94000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/photos/ITT%20Cannon/MDM-37PH006B-F222.jpg,1003-2414-ND,MDM-37PH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 37P 914.4MM,97,0,"158.01000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","37","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/photos/ITT%20Cannon/MDM-21SH006B-F222.jpg,1003-2407-ND,MDM-21SH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 21P 914.4MM,182,0,"159.50000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","21","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
