Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector","2nd Connector","Type","Number of Positions","Length","Shielding","Color","Usage","Contact Finish","Contact Finish Thickness"
https://assets.tripplite.com/product-pdfs/en/p502050p.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P502-050-P.jpg,TL661-ND,P502-050-P,Tripp Lite,CABLE ASSY HD15 SHLD BLK 15.24M,14,0,"193.92000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD15","14","50.00' (15.24m)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","Flash"
https://assets.tripplite.com/product-pdfs/en/p510006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P510-0xx%20Series.jpg,TL2158-ND,P510-006,Tripp Lite,CABLE ASSY HD15 SHLD BLACK 1.83M,81,0,"6.54000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD15","14","6.00' (1.83m)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","-"
http://adam-tech.com/downloader.php?p=CA-VGA-M-M-XFT.pdf,-,2057-CA-VGA-M-M-3FT-ND,CA-VGA-M-M-3FT,Adam Tech,"VGA PLUG TO VGA PLUG, 3FT",30,0,"6.86000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD15","15","3.00' (914.40mm)","Shielded","Black","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p500003.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P500-003.jpg,TL2156-ND,P500-003,Tripp Lite,CABLE ASSY HD15 SHLD BLK 914.4MM,37,0,"9.29000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD15","14","3.00' (914.40mm)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","-"
https://assets.tripplite.com/product-pdfs/en/p502003ra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P502%20RA%20Series.jpg,TL1635-ND,P502-003-RA,Tripp Lite,CABLE ASSY HD15 SHLD BLK 914.4MM,40,0,"13.31000","0","1","-","Active","Plug, Male Pins, Right Angle","Plug, Male Pins","HD15","14","3.00' (914.40mm)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","Flash"
https://assets.tripplite.com/product-pdfs/en/p512015.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P512-015.jpg,TL2159-ND,P512-015,Tripp Lite,CABLE ASSY HD15 SHLD BLACK 4.57M,27,0,"13.84000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD15","15","15.00' (4.57m)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","-"
https://assets.tripplite.com/product-pdfs/en/p772002.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P772-0xx%20Series.jpg,TL2196-ND,P772-002,Tripp Lite,CABLE ASSY DB25 SHLD GRY 609.6MM,30,0,"26.91000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB25","25","2.00' (609.60mm)","Shielded","Gray, Individual (Round)","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p781006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P781-0xx%20Series.jpg,TL1687-ND,P781-006,Tripp Lite,CABLE ASSY HD15 SHLD BLACK 1.83M,11,0,"31.33000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD15","15","6.00' (1.83m)","Shielded","Black, Individual (Round)","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p500050.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P500-050.jpg,TL648-ND,P500-050,Tripp Lite,CABLE ASSY HD15 SHLD BLK 15.24M,7,0,"35.50000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD15","14","50.00' (15.24m)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","-"
https://assets.tripplite.com/product-pdfs/en/p772006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P772-0xx%20Series.jpg,TL1685-ND,P772-006,Tripp Lite,CABLE ASSY DB25 SHLD GRAY 1.83M,10,0,"44.02000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB25","25","6.00' (1.83m)","Shielded","Gray, Individual (Round)","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p504035.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P504-035.jpg,TL2157-ND,P504-035,Tripp Lite,CABLE ASSY HD15 SHLD BLK 10.67M,7,0,"48.76000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD15","15","35.00' (10.67m)","Shielded","Black","VGA Monitor","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/987651-7605.pdf,-,WM22493-ND,1731080057,Molex,CABLE ASSY D 1POS UNSHLD YELLOW,60,0,"62.83000","0","1","173108","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type","1","-","Unshielded","Yellow","Communication","Gold","31.5µin (0.80µm)"
https://belfuse.com/resources/brochures/cinchconnectivitysolutions/duracon/br-ccs-dura-high-temperature-dura-con-micro-d.pdf,-,116-1157-ND,DCHM9S6N5-36.0MN-HT1,Cinch Connectivity Solutions,CABLE ASSY DB09 MULTI 914.4MM,23,0,"76.76000","0","1","Dura-Con™","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","9","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","50.0µin (1.27µm)"
https://belfuse.com/resources/brochures/cinchconnectivitysolutions/duracon/br-ccs-dura-high-temperature-dura-con-micro-d.pdf,-,116-1156-ND,DCHM9P6N5-36.0MN-HT1,Cinch Connectivity Solutions,CABLE ASSY DB09 MULTI 914.4MM,15,0,"76.76000","0","1","Dura-Con™","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","9","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","50.0µin (1.27µm)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2302117,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2302117.jpg,277-16674-ND,2302117,Phoenix Contact,CABLE ASSY DB15 SHIELDED GRAY 6M,7,0,"81.90000","0","1","Varioface","Active","Receptacle, Female Sockets","Plug, Male Pins","DB15","15","19.69' (6.00m)","Shielded","Gray, Individual (Round)","Communication","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2926153.JPG,277-17380-ND,2926195,Phoenix Contact,CABLE ASSY DB25 SHIELDED GRAY 3M,4,0,"99.75000","0","1","Varioface","Active","Receptacle, Female Sockets","Individual Wire Leads","DB25","25","9.84' (3.00m)","Shielded","Gray, Individual (Round)","-","-","-"
https://assets.tripplite.com/product-pdfs/en/p502025p.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P502-025-P.jpg,TL1638-ND,P502-025-P,Tripp Lite,CABLE ASSY HD15 SHLD BLACK 7.62M,3,0,"101.63000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD15","14","25.00' (7.62m)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","Flash"
https://assets.tripplite.com/product-pdfs/en/p501100.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P501-100.jpg,TL1634-ND,P501-100,Tripp Lite,CABLE ASSY HD15 SHLD BLK 30.48M,3,0,"109.92000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","HD15","14","100.00' (30.48m)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","Flash"
https://b2b.harting.com/files/TB_33560005.pdf,-,1195-8170-ND,33562131000002,HARTING,CABLE ASSY HD78 SHLD BEIGE 1M,4,0,"126.87000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD78","78","3.28' (1.00m)","Shielded","Beige, Twisted Pair (Round)","Patch","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2926616.jpg,277-17381-ND,2926616,Phoenix Contact,CABLE ASSY DB37 SHIELDED GRAY 3M,7,0,"141.75000","0","1","Varioface","Active","Plug, Male Pins","Individual Wire Leads","DB37","37","9.84' (3.00m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.switchcraft.com/Drawings/DB25M__XLRM_CD.pdf,-,SC3525-ND,DB25M10DB25M,Switchcraft Inc.,CABLE ASSY DB25 VIOLET 3.05M,10,0,"309.27000","0","1","StudioPatch® DB25","Active","Plug, Male Pins","Plug, Male Pins","DB25","25","10.00' (3.05m)","Unshielded","Violet","Multi Media","-","-"
-,-,WM21537-ND,1200980117,Molex,D-SUB HORZ/D-SUB HORZ,24,0,"403.43000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://cnctech.us/pdfs/720-10010-00025.pdf,//media.digikey.com/Photos/CnC%20Tech/720-10010-00025.JPG,1175-1154-ND,720-10010-00025,CNC Tech,CABLE ASSY DB09 TO DB25 250MM,35,0,"2.50000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09, DB25","9, 25","0.820' (250.00mm, 9.84"")","Shielded","Beige, Individual (Round)","Null Modem","Gold","Flash"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7887_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK135-2-R,%20AK166-3-R.jpg",AE9866-ND,AK166-3,Assmann WSW Components,CABLE ASSY DB25 SHLD BEIGE 3M,93,0,"7.64000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB25","25","9.84' (3.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658615&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A7MXB-09xxM.jpg,A7MXB-0906M-ND,A7MXB-0906M,TE Connectivity AMP Connectors,CABLE D-SUB - AMP09B/AE09M/X,131,0,"9.07000","0","1","-","Active","Plug, Male Pins","Individual Wire Leads","DB09","9","6.00' (1.83m)","Unshielded","Multiple, Ribbon","-","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22107O/3mtm-d-sub-plug-8200-series-ts0234.pdf,//media.digikey.com/Renders/3M%20Renders/M7PXK-09%20G.jpg,M7PXK-0910J-ND,M7PXK-0910J,3M,D-SUB CABLE - MMM09K/MC10G/X,263,0,"10.73000","0","1","-","Active","Plug, Male Pins","Individual Wire Leads","DB09","9","10.00' (3.05m)","Unshielded","Gray, Ribbon","-","Gold","30.0µin (0.76µm)"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7888_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK%20738-5.jpg,AE1377-ND,AK738-5,Assmann WSW Components,CABLE ASSY DB25 SHLD BEIGE 5M,53,0,"18.61000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","DB25","25","16.40' (5.00m)","Shielded","Beige, Individual (Round)","IEEE 1284 Bidirectional","-","-"
https://www.belfuse.com/resources/catalogs/cinchconnectivitysolutions/duracon/ca-css-dura-dura-con-catalog.pdf,-,CM83513/03-A01C-ND,M83513/03-A01C,Cinch Connectivity Solutions,MICRO 9C PIN /11 18"" WHT,99,99,"33.04000","0","1","Military, MIL-C-83513, M83513","Active","Plug, Male Pins","Individual Wire Leads","DB9, Micro-D","9","1.50' (457.20mm)","-","White, Individual","-","Gold","50.0µin (1.27µm)"
https://www.belfuse.com/resources/catalogs/cinchconnectivitysolutions/duracon/ca-css-dura-dura-con-catalog.pdf,-,CM83513/03-B03C-ND,M83513/03-B03C,Cinch Connectivity Solutions,MICRO 15C PIN /11 10CR 18"",6,6,"44.76000","0","1","Military, MIL-C-83513, M83513","Active","Plug, Male Pins","Individual Wire Leads","DB15, Micro-D","15","1.50' (457.20mm)","-","Multiple, Individual","-","Gold","50.0µin (1.27µm)"
https://www.belfuse.com/resources/catalogs/cinchconnectivitysolutions/duracon/ca-css-dura-dura-con-catalog.pdf,-,CM83513/03-B11N-ND,M83513/03-B11N,Cinch Connectivity Solutions,MICRO 15C PIN /33 10CR 18"" NI,72,72,"47.45000","0","1","Military, MIL-C-83513, M83513","Active","Plug, Male Pins","Individual Wire Leads","DB15, Micro-D","15","1.50' (457.20mm)","-","Multiple, Individual","-","Gold","50.0µin (1.27µm)"
https://www.belfuse.com/resources/catalogs/cinchconnectivitysolutions/duracon/ca-css-dura-dura-con-catalog.pdf,-,CM83513/03-D03C-ND,M83513/03-D03C,Cinch Connectivity Solutions,MICRO 25C PIN /11 10CR 18"",25,25,"59.99000","0","1","Military, MIL-C-83513, M83513","Active","Plug, Male Pins","Individual Wire Leads","DB25, Micro-D","25","1.50' (457.20mm)","-","Multiple, Individual","-","Gold","50.0µin (1.27µm)"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,-,MD1-9PH004-ND,MD1-9PH004,"ITT Cannon, LLC",MICRO 9C PIN 24"" RBW CLIPMOUNT,8,8,"72.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/PDF/Data%20Sheets/ITT%20PDFs/MDM-9PH003L-A174.pdf,-,MDM-9PH003L-A174-ND,MDM-9PH003L-A174,"ITT Cannon, LLC",CABLE ASY D TO MICR D 9P 457.2MM,58,58,"79.60000","0","1","MDM","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","9","1.50' (457.20mm)","-","Multiple","-","Gold","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2fMDM-15SH016K-A174_SPEC.pdf?PARTNO=MDM-15SH016K-A174,-,MDM-15SH016K-A174-ND,MDM-15SH016K-A174,"ITT Cannon, LLC",CABLE ASY D TO MIC D 15P 152.4MM,17,17,"86.77000","0","1","MDM","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","0.500' (152.40mm, 6.00"")","-","Multiple","-","Gold","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2fMDM-15PH003L-A174_SPEC.pdf?PARTNO=MDM-15PH003L-A174,-,MDM-15PH003L-A174-ND,MDM-15PH003L-A174,"ITT Cannon, LLC",MICRO 15 M 18"" RBW LP A174,97,97,"94.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,ICA111972-22-ND,CA111972-22,"ITT Cannon, LLC",CABLE ASSY DB09 BLACK 914.4MM,98,98,"98.92000","0","1","-","Active","Plug, Male Pins","Individual Wire Leads","DB09","9","3.00' (914.40mm)","-","Black, Individual (Round)","-","-","-"
https://b2b.harting.com/files/TB_33560005.pdf,-,1195-8169-ND,33562120050028,HARTING,CABLE ASSY HD78 SHLD BEIGE 500MM,4,0,"118.05000","0","1","-","Obsolete","Plug, Male Pins","Plug, Male Pins","HD78","78","1.64' (500.00mm)","Shielded","Beige, Twisted Pair (Round)","Patch","-","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2fMDM-31PH003L-A174_SPEC.pdf?PARTNO=MDM-31PH003L-A174,-,MDM-31PH003L-A174-ND,MDM-31PH003L-A174,"ITT Cannon, LLC",MICRO 31C P 18"" RBW JACKS NI,4,4,"118.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,MDM-37SHW11B-ND,MDM-37SHW11B,"ITT Cannon, LLC",CABLE ASY D TO MIC D 37P 914.4MM,9,9,"122.07000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","37","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
-,-,MDM03-E31-06-ND,MDM03-E31-06,"ITT Cannon, LLC",CABLE ASY D TO MICR D 31P 25.4MM,20,20,"122.36000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","31","0.083' (25.40mm, 1.00"")","-","-","-","Gold","-"
-,-,MDM04-B15-05-ND,MDM04-B15-05,"ITT Cannon, LLC",CABLE ASY D TO MICR D 15P 12.7MM,33,33,"141.95000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","0.042' (12.70mm, 0.50"")","-","-","-","Gold","-"
-,-,MDM04-B15-06A174-ND,MDM04-B15-06A174,"ITT Cannon, LLC",CABLE ASY D TO MICR D 15P 25.4MM,33,33,"141.95000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","0.083' (25.40mm, 1.00"")","-","-","-","Gold","-"
-,-,MDM04-D25-06-ND,MDM04-D25-06,"ITT Cannon, LLC",CABLE ASY D TO MICR D 25P 25.4MM,11,11,"156.36000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","25","0.083' (25.40mm, 1.00"")","-","-","-","Gold","-"
-,-,MDM04-B15-05A174-ND,MDM04-B15-05A174,"ITT Cannon, LLC",CABLE ASY D TO MICR D 15P 12.7MM,33,33,"156.57000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","0.042' (12.70mm, 0.50"")","-","-","-","Gold","-"
-,-,MDM04-B15-06-ND,MDM04-B15-06,"ITT Cannon, LLC",CABLE ASY D TO MICR D 15P 25.4MM,33,33,"156.57000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","0.083' (25.40mm, 1.00"")","-","-","-","Gold","-"
-,-,MDM04-B15-07A174-ND,MDM04-B15-07A174,"ITT Cannon, LLC",CABLE ASY D TO MICR D 15P 12.7MM,33,33,"156.57000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","15","0.042' (12.70mm, 0.50"")","-","-","-","Tin","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2fMDM-100SH027B_SPEC.pdf?PARTNO=MDM-100SH027B,-,MDM-100SH027B-ND,MDM-100SH027B,"ITT Cannon, LLC",MICRO 100 F 3"" RBW,2,2,"165.89000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.ittcannon.com/Core/webpart/Products/handlers/IttSecurePdfDownloadHandler.ashx?u=https%3a%2f%2fsecure.ittcannon.com%2fmc%2fservlet%2fPDFGeneratorServlet%2fMDM-31SH046P_SPEC.pdf?PARTNO=MDM-31SH046P,-,MDM-31SH046P-ND,MDM-31SH046P,"ITT Cannon, LLC",MICRO 31C S 72"" RBW JACKP,2,2,"170.99000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,-,MDM-51PH074B-A174-ND,MDM-51PH074B-A174,"ITT Cannon, LLC",MICRO 51C PIN 11/26 18"" NI,12,12,"189.54000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,-,MDM-25PH003B-F222-ND,MDM-25PH003B-F222,"ITT Cannon, LLC",MICRO 25 PIN 18"" RBW HTEMP,11,11,"301.31000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,-,MDM-21SH003B-F222-ND,MDM-21SH003B-F222,"ITT Cannon, LLC",MIC 21C SKT 18"" RBW HTEMP,10,10,"308.93000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,-,MDM-31PH004B-F222-ND,MDM-31PH004B-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 31P 609.6MM,10,10,"378.37000","0","1","MDM","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","31","2.00' (609.60mm)","-","Multiple, Individual","-","Gold","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2926580,//media.digikey.com/Photos/Phoenix%20Photos/2926580.JPG,277-14934-ND,2926580,Phoenix Contact,CABLE ASSY DB37 SHIELDED GRAY 1M,0,0,"111.30000","0","1","Varioface","Active","Plug, Male Pins","Individual Wire Leads","DB37","37","3.28' (1.00m)","Shielded","Gray, Individual (Round)","-","-","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/photos/ITT%20Cannon/MDM-21PH006B-F222.jpg,1003-2408-ND,MDM-21PH006B-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 21P 914.4MM,0,0,"157.90000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","21","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/Photos/ITT%20Cannon/MDM-21PH006B-A174-F222.jpg,1003-2436-ND,MDM-21PH006B-A174-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 21P 914.4MM,0,0,"164.54000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","21","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/Photos/ITT%20Cannon/MDM-31PH006B-A174-F222.jpg,1003-2440-ND,MDM-31PH006B-A174-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 31P 914.4MM,0,0,"207.60000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Plug, Male Pins","Individual Wire Leads","D-Type, Micro-D","31","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://www.ittcannon.com/Core/medialibrary/ITTCannon/website/Literature/Catalogs-Brochures/ITT-Cannon-Microminiature-Connectors-Catalog.pdf,//media.digikey.com/Photos/ITT%20Cannon/MDM-25PH006B-A174-F222.jpg,1003-2437-ND,MDM-25SH006B-A174-F222,"ITT Cannon, LLC",CABLE ASY D TO MIC D 25P 914.4MM,0,0,"207.89000","0","1","83513-Style Micro D Metal Shell (MDM)","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","25","3.00' (914.40mm)","-","Multiple, Individual","-","Gold","-"
http://cnctech.us/pdfs/720-10021-00300.pdf,//media.digikey.com/Photos/CnC%20Tech/720-100FE.JPG,1175-1156-ND,720-10021-00300,CNC Tech,CABLE ASSY DB09 SHLD BEIGE 3M,0,0,"4.75000","0","1","-","Active","Receptacle, Female Sockets","Receptacle, Female Sockets","DB09","9","9.84' (3.00m)","Shielded","Beige, Individual (Round)","Null Modem","Gold","Flash"
http://cnctech.us/pdfs/710-10025-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/710-10025-00200-and-710-10039-00300.jpg,1175-1149-ND,710-10025-00200,CNC Tech,CABLE ASSY DB09 SHLD BEIGE 2M,0,0,"5.75000","0","1","-","Active","Receptacle, Female Sockets","Receptacle, Female Sockets","DB09","9","6.56' (2.00m)","Shielded","Beige, Individual (Round)","Extension, Serial","Gold","Flash"
https://assets.tripplite.com/product-pdfs/en/p502003.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P502-xxx%20Series.jpg,TL650-ND,P502-003,Tripp Lite,CABLE ASSY HD15 SHLD BLK 914.4MM,13,0,"8.46000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD15","14","3.00' (914.40mm)","Shielded","Black, Individual (Round)","VGA Monitor","Gold","Flash"
http://www.cablesondemand.com/images/diagrams/CS-DSDMDB09MF.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDMDB09MF.jpg,CS-DSDMDB09MF-010-ND,CS-DSDMDB09MF-010,Amphenol ICC (Commercial Products),CABLE ASSY DB09 SHLD GRAY 3.05M,12,0,"16.82000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB09","9","10.00' (3.05m)","Shielded","Gray, Individual (Round)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Norcomp%20PDFs/CCA-025-YYYR152.pdf,//media.digikey.com/photos/Norcomp%20Photos/CCA-025-I18R152.jpg,NOR1150-ND,CCA-025-I18R152,NorComp Inc.,CABLE ASY D TO MIC D 25P 457.2MM,0,0,"38.94000","0","1","CCA","Active","Receptacle, Female Sockets","Individual Wire Leads","D-Type, Micro-D","25","1.50' (457.20mm)","Shielded","Black, Individual (Round)","-","-","-"
http://www.cablesondemand.com/images/diagrams/CS-DSDHD62MM0.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CS-DSDHD62MM0.jpg,CS-DSDHD62MM0-005-ND,CS-DSDHD62MM0-005,Amphenol ICC (Commercial Products),CABLE ASSY HD62 SHLD GRAY 1.52M,0,0,"44.00000","0","1","-","Active","Plug, Male Pins","Plug, Male Pins","HD62","66","5.00' (1.52m)","Shielded","Gray, Individual (Round)","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2926438,//media.digikey.com/Photos/Phoenix%20Photos/2926438.jpg,277-14932-ND,2926438,Phoenix Contact,CABLE ASSY DB15 SHLD GRAY 500MM,0,0,"55.65000","0","1","Varioface","Active","Plug, Male Pins","Individual Wire Leads","DB15","15","1.64' (500.00mm)","Shielded","Gray, Individual (Round)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Cable-D_Sub_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2302120.jpg,277-5150-ND,2302120,Phoenix Contact,CABLE ASSY DB25 SHLD GRAY 500MM,1,0,"61.95000","0","1","-","Active","Receptacle, Female Sockets","Plug, Male Pins","DB25","25","1.64' (500.00mm)","Shielded","Gray, Individual (Round)","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2926470,//media.digikey.com/Photos/Phoenix%20Photos/2926470.JPG,277-14933-ND,2926470,Phoenix Contact,CABLE ASSY DB15 SHIELDED GRAY 3M,0,0,"69.30000","0","1","Varioface","Active","Plug, Male Pins","Individual Wire Leads","DB15","15","9.84' (3.00m)","Shielded","Gray, Individual (Round)","-","-","-"
