Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Contact Termination","Length","Number of Positions","Pitch"
//media.digikey.com/pdf/Data%20Sheets/JAE%20PDFs/JF08R0R0xxxxx_Dwg.pdf,//media.digikey.com/Photos/JAE%20Elect%20Photos/JF08R0R041020UA-END-A.jpg,670-3069-ND,JF08R0R041020UA,JAE Electronics,CABLE ASSY HI SPEED 41POS 20CM,1170,0,"9.25000","0","1","JF08","Active","Receptacle with Latch to Receptacle with Latch","7.87"" (200.00mm)","41","0.020"" (0.50mm)"
//media.digikey.com/pdf/Data%20Sheets/JAE%20PDFs/JF08R0R0xxxxx_Dwg.pdf,-,670-3074-ND,JF08R0R051040UA,JAE Electronics,CABLE ASSY HI SPEED 51POS 40CM,2642,0,"11.02000","0","1","JF08","Active","Receptacle with Latch to Receptacle with Latch","15.75"" (400.00mm)","51","0.020"" (0.50mm)"
//media.digikey.com/pdf/Data%20Sheets/JAE%20PDFs/JF08R0R0xxxxx_Dwg.pdf,-,670-3072-ND,JF08R0R051020UA,JAE Electronics,CABLE ASSY HI SPEED 51POS 20CM,2861,0,"10.14000","0","1","JF08","Active","Receptacle with Latch to Receptacle with Latch","7.87"" (200.00mm)","51","0.020"" (0.50mm)"
//media.digikey.com/pdf/Data%20Sheets/JAE%20PDFs/JF08R0R0xxxxx_Dwg.pdf,//media.digikey.com/Photos/JAE%20Elect%20Photos/JF08R0R051030UA.jpg,670-3073-ND,JF08R0R051030UA,JAE Electronics,CABLE ASSY HI SPEED 51POS 30CM,340,0,"10.58000","0","1","JF08","Active","Receptacle with Latch to Receptacle with Latch","11.81"" (300.00mm)","51","0.020"" (0.50mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-020xx.jpg,A9AAT-0202F-ND,A9AAT-0202F,TE Connectivity AMP Connectors,FLEX CABLE - AFE02T/AF02/AFE02T,1264,0,"0.53000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-020xx.jpg,A9AAT-0203F-ND,A9AAT-0203F,TE Connectivity AMP Connectors,FLEX CABLE - AFE02T/AF02/AFE02T,756,0,"0.53000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-030xx.jpg,A9AAT-0302F-ND,A9AAT-0302F,TE Connectivity AMP Connectors,FLEX CABLE - AFE03T/AF03/AFE03T,459,0,"0.64000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","3","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-020xx.jpg,A9AAT-0205F-ND,A9AAT-0205F,TE Connectivity AMP Connectors,FLEX CABLE - AFE02T/AF02/AFE02T,686,0,"0.68000","0","1","-","Active","Solder Tab to Solder Tab","5.00"" (127.00mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-030xx.jpg,A9AAT-0303F-ND,A9AAT-0303F,TE Connectivity AMP Connectors,FLEX CABLE - AFE03T/AF03/AFE03T,1161,0,"0.73000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","3","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-020xx.jpg,A9AAT-0206F-ND,A9AAT-0206F,TE Connectivity AMP Connectors,FLEX CABLE - AFE02T/AF02/AFE02T,632,0,"0.75000","0","1","-","Active","Solder Tab to Solder Tab","6.00"" (152.40mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0402F-ND,A9AAT-0402F,TE Connectivity AMP Connectors,FLEX CABLE - AFE04T/AF04/AFE04T,507,0,"0.79000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","4","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0403F-ND,A9AAT-0403F,TE Connectivity AMP Connectors,FLEX CABLE - AFE04T/AF04/AFE04T,1354,0,"0.80000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","4","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-030xx.jpg,A9AAT-0304F-ND,A9AAT-0304F,TE Connectivity AMP Connectors,FLEX CABLE - AFE03T/AF03/AFE03T,497,0,"0.81000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","3","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-020xx.jpg,A9AAT-0208F-ND,A9AAT-0208F,TE Connectivity AMP Connectors,FLEX CABLE - AFE02T/AF02/AFE02T,466,0,"0.81000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0403E-ND,A9AAT-0403E,TE Connectivity AMP Connectors,FLEX CABLE - AFH04T/AE04/AFH04T,465,0,"0.81000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","4","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-030xx.jpg,A9AAT-0305F-ND,A9AAT-0305F,TE Connectivity AMP Connectors,FLEX CABLE - AFE03T/AF03/AFE03T,495,0,"0.82000","0","1","-","Active","Solder Tab to Solder Tab","5.00"" (127.00mm)","3","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0404F-ND,A9AAT-0404F,TE Connectivity AMP Connectors,FLEX CABLE - AFE04T/AF04/AFE04T,2098,0,"0.88000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","4","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-050xx.jpg,A9AAT-0502F-ND,A9AAT-0502F,TE Connectivity AMP Connectors,FLEX CABLE - AFE05T/AF05/AFE05T,1092,0,"0.89000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","5","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0404E-ND,A9AAT-0404E,TE Connectivity AMP Connectors,FLEX CABLE - AFH04T/AE04/AFH04T,490,0,"0.89000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","4","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-030xx.jpg,A9AAT-0306F-ND,A9AAT-0306F,TE Connectivity AMP Connectors,FLEX CABLE - AFE03T/AF03/AFE03T,430,0,"0.90000","0","1","-","Active","Solder Tab to Solder Tab","6.00"" (152.40mm)","3","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-050xx.jpg,A9AAT-0503F-ND,A9AAT-0503F,TE Connectivity AMP Connectors,FLEX CABLE - AFE05T/AF05/AFE05T,888,0,"0.98000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","5","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0602E-ND,A9AAT-0602E,TE Connectivity AMP Connectors,FLEX CABLE - AFH06T/AE06/AFH06T,288,0,"1.01000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","6","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0602F-ND,A9AAT-0602F,TE Connectivity AMP Connectors,FLEX CABLE - AFE06T/AF06/AFE06T,784,0,"1.02000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","6","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-050xx.jpg,A9AAT-0504E-ND,A9AAT-0504E,TE Connectivity AMP Connectors,FLEX CABLE - AFH05T/AE05/AFH05T,470,0,"1.03000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","5","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0406E-ND,A9AAT-0406E,TE Connectivity AMP Connectors,FLEX CABLE - AFH04T/AE04/AFH04T,509,0,"1.05000","0","1","-","Active","Solder Tab to Solder Tab","6.00"" (152.40mm)","4","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-030xx.jpg,A9AAT-0308F-ND,A9AAT-0308F,TE Connectivity AMP Connectors,FLEX CABLE - AFE03T/AF03/AFE03T,1665,0,"1.06000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","3","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-050xx.jpg,A9AAT-0504F-ND,A9AAT-0504F,TE Connectivity AMP Connectors,FLEX CABLE - AFE05T/AF05/AFE05T,600,0,"1.07000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","5","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0603E-ND,A9AAT-0603E,TE Connectivity AMP Connectors,FLEX CABLE - AFH06T/AE06/AFH06T,490,0,"1.09000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","6","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0603F-ND,A9AAT-0603F,TE Connectivity AMP Connectors,FLEX CABLE - AFE06T/AF06/AFE06T,713,0,"1.12000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","6","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-070xx.jpg,A9AAT-0702E-ND,A9AAT-0702E,TE Connectivity AMP Connectors,FLEX CABLE - AFH07T/AE07/AFH07T,500,0,"1.16000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","7","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-050xx.jpg,A9AAT-0505F-ND,A9AAT-0505F,TE Connectivity AMP Connectors,FLEX CABLE - AFE05T/AF05/AFE05T,498,0,"1.16000","0","1","-","Active","Solder Tab to Solder Tab","5.00"" (127.00mm)","5","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0604E-ND,A9AAT-0604E,TE Connectivity AMP Connectors,FLEX CABLE - AFH06T/AE06/AFH06T,500,0,"1.17000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","6","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0408F-ND,A9AAT-0408F,TE Connectivity AMP Connectors,FLEX CABLE - AFE04T/AF04/AFE04T,478,0,"1.20000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","4","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0604F-ND,A9AAT-0604F,TE Connectivity AMP Connectors,FLEX CABLE - AFE06T/AF06/AFE06T,615,0,"1.21000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","6","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-040xx.jpg,A9AAT-0408E-ND,A9AAT-0408E,TE Connectivity AMP Connectors,FLEX CABLE - AFH04T/AE04/AFH04T,500,0,"1.21000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","4","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0605F-ND,A9AAT-0605F,TE Connectivity AMP Connectors,FLEX CABLE - AFE06T/AF06/AFE06T,500,0,"1.30000","0","1","-","Active","Solder Tab to Solder Tab","5.00"" (127.00mm)","6","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0606E-ND,A9AAT-0606E,TE Connectivity AMP Connectors,FLEX CABLE - AFH06T/AE06/AFH06T,500,0,"1.33000","0","1","-","Active","Solder Tab to Solder Tab","6.00"" (152.40mm)","6","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-080xx.jpg,A9AAT-0802F-ND,A9AAT-0802F,TE Connectivity AMP Connectors,FLEX CABLE - AFE08T/AF08/AFE08T,467,0,"1.33000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","8","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487406&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9BAx-020xx.jpg,A9BAG-0202F-ND,A9BAG-0202F,TE Connectivity AMP Connectors,FLEX CABLE - AFF02G/AF02/AFE02T,477,0,"1.34000","0","1","-","Active","Receptacle to Solder Tab","2.00"" (50.80mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-050xx.jpg,A9AAT-0508E-ND,A9AAT-0508E,TE Connectivity AMP Connectors,FLEX CABLE - AFH05T/AE05/AFH05T,500,0,"1.35000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","5","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-080xx.jpg,A9AAT-0803E-ND,A9AAT-0803E,TE Connectivity AMP Connectors,FLEX CABLE - AFH08T/AE08/AFH08T,500,0,"1.38000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","8","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0606F-ND,A9AAT-0606F,TE Connectivity AMP Connectors,FLEX CABLE - AFE06T/AF06/AFE06T,508,0,"1.40000","0","1","-","Active","Solder Tab to Solder Tab","6.00"" (152.40mm)","6","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487406&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9BAx-020xx.jpg,A9BAG-0203F-ND,A9BAG-0203F,TE Connectivity AMP Connectors,FLEX CABLE - AFF02G/AF02/AFE02T,501,0,"1.40000","0","1","-","Active","Receptacle to Solder Tab","3.00"" (76.20mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-050xx.jpg,A9AAT-0508F-ND,A9AAT-0508F,TE Connectivity AMP Connectors,FLEX CABLE - AFE05T/AF05/AFE05T,538,0,"1.44000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","5","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-080xx.jpg,A9AAT-0804E-ND,A9AAT-0804E,TE Connectivity AMP Connectors,FLEX CABLE - AFH08T/AE08/AFH08T,500,0,"1.46000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","8","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487406&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9BAx-020xx.jpg,A9BAG-0204F-ND,A9BAG-0204F,TE Connectivity AMP Connectors,FLEX CABLE - AFF02G/AF02/AFE02T,483,0,"1.47000","0","1","-","Active","Receptacle to Solder Tab","4.00"" (101.60mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-090xx.jpg,A9AAT-0902F-ND,A9AAT-0902F,TE Connectivity AMP Connectors,FLEX CABLE - AFE09T/AF09/AFE09T,681,0,"1.50000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","9","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-080xx.jpg,A9AAT-0804F-ND,A9AAT-0804F,TE Connectivity AMP Connectors,FLEX CABLE - AFE08T/AF08/AFE08T,1073,0,"1.54000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","8","0.100"" (2.54mm)"
-,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-100xx.jpg,A9AAT-1002F-ND,A9AAT-1002F,TE Connectivity AMP Connectors,FLEX CABLE - AFE10T/AF10/AFE10T,770,0,"1.55000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","10","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-060xx.jpg,A9AAT-0608F-ND,A9AAT-0608F,TE Connectivity AMP Connectors,FLEX CABLE - AFE06T/AF06/AFE06T,510,0,"1.58000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","6","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487406&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9BAx-020xx.jpg,A9BAG-0208F-ND,A9BAG-0208F,TE Connectivity AMP Connectors,FLEX CABLE - AFF02G/AF02/AFE02T,466,0,"1.62000","0","1","-","Active","Receptacle to Solder Tab","8.00"" (203.20mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-080xx.jpg,A9AAT-0806F-ND,A9AAT-0806F,TE Connectivity AMP Connectors,FLEX CABLE - AFE08T/AF08/AFE08T,629,0,"1.64000","0","1","-","Active","Solder Tab to Solder Tab","6.00"" (152.40mm)","8","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-080xx.jpg,A9AAT-0808E-ND,A9AAT-0808E,TE Connectivity AMP Connectors,FLEX CABLE - AFH08T/AE08/AFH08T,556,0,"1.65000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","8","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-100xx.jpg,A9AAT-1003F-ND,A9AAT-1003F,TE Connectivity AMP Connectors,FLEX CABLE - AFE10T/AF10/AFE10T,1000,0,"1.67000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","10","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-100xx.jpg,A9AAT-1004E-ND,A9AAT-1004E,TE Connectivity AMP Connectors,FLEX CABLE - AFH10T/AE10/AFH10T,502,0,"1.67000","0","1","-","Active","Solder Tab to Solder Tab","4.00"" (101.60mm)","10","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-100xx.jpg,A9AAT-1005E-ND,A9AAT-1005E,TE Connectivity AMP Connectors,FLEX CABLE - AFH10T/AE10/AFH10T,557,0,"1.76000","0","1","-","Active","Solder Tab to Solder Tab","5.00"" (127.00mm)","10","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487406&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9CAx-020xx.jpg,A9CAG-0202F-ND,A9CAG-0202F,TE Connectivity AMP Connectors,FLEX CABLE - AFG02G/AF02/AFE02T,520,0,"1.77000","0","1","-","Active","Receptacle with Latch to Solder Tab","2.00"" (50.80mm)","2","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-110xx.jpg,A9AAT-1103F-ND,A9AAT-1103F,TE Connectivity AMP Connectors,FLEX CABLE - AFE11T/AF11/AFE11T,997,0,"1.80000","0","1","-","Active","Solder Tab to Solder Tab","3.00"" (76.20mm)","11","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487406&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9BAx-030xx.jpg,A9BAG-0302F-ND,A9BAG-0302F,TE Connectivity AMP Connectors,FLEX CABLE - AFF03G/AF03/AFE03T,917,0,"1.80000","0","1","-","Active","Receptacle to Solder Tab","2.00"" (50.80mm)","3","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=487923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-120xx.jpg,A9AAT-1202E-ND,A9AAT-1202E,TE Connectivity AMP Connectors,FLEX CABLE - AFH12T/AE12/AFH12T,500,0,"1.81000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","12","0.050"" (1.27mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-080xx.jpg,A9AAT-0808F-ND,A9AAT-0808F,TE Connectivity AMP Connectors,FLEX CABLE - AFE08T/AF08/AFE08T,940,0,"1.83000","0","1","-","Active","Solder Tab to Solder Tab","8.00"" (203.20mm)","8","0.100"" (2.54mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=88997&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/A9AAT-120xx.jpg,A9AAT-1202F-ND,A9AAT-1202F,TE Connectivity AMP Connectors,FLEX CABLE - AFE12T/AF12/AFE12T,491,0,"1.83000","0","1","-","Active","Solder Tab to Solder Tab","2.00"" (50.80mm)","12","0.100"" (2.54mm)"
