Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Length","Cable Type","Shielding","Style"
https://b2b.harting.com/files/TB%203360212xxxx.pdf,//media.digikey.com/photos/Harting/har-mik-68.jpg,33602122000108-ND,33602122000108,HARTING,HAR-MIK 68P MA DOUBLE END CALBE,0,0,"311.67800","0","10","har-mik®","Active","VHDCI 68 pos Male to Male","65.62' (20.0m)","Round, Gray","Shielded","-"
http://multimedia.3m.com/mws/media/343873O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2120.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1SF26-L137-00C--xxx.jpg,1SF26-L137-00C-A00-ND,1SF26-L137-00C-A00,3M,26 POS SHRNK DLTA RIB CBL ASSY 1,0,0,"332.37000","0","5","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male, Right Angle","32.81' (10.0m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/43907O/3mtm-mdr-cable-assy-050-100-pos-141a0-sz5b-xxx-0dc-ts0966.pdf,-,141A0-SZ5B-500-0DC-ND,141A0-SZ5B-500-0DC,3M,CABLE ASSY MDR 100POS M-M 5M,0,0,"346.93600","0","5","Mini D Ribbon (MDR)","Active","Centronics 100 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
-,-,BEL5131-ND,49642 C62S2,Belden Inc.,GPIB UNSHD CONNECTOR,0,0,"457.80000","0","1","-","Active","Centronics 24 pos Female to Male","3.28' (1.00m)","Round, Gray","Unshielded","Bidirectional"
-,-,BEL5140-ND,49733 C62S2,Belden Inc.,GPIB SHD MOLDED CABLE,0,0,"468.52000","0","1","-","Active","Centronics 24 pos Female to Male","1.64' (500.00mm)","Round, Gray","Shielded","Bidirectional"
-,-,BEL5132-ND,49643 C62S2,Belden Inc.,GPIB UNSHD CONNECTOR,0,0,"479.17000","0","1","-","Active","Centronics 24 pos Female to Male","6.56' (2.00m)","Round, Gray","Unshielded","Bidirectional"
-,-,BEL5141-ND,49735 C62S2,Belden Inc.,GPIB SHD MOLD CABLE,0,0,"510.73000","0","1","-","Active","Centronics 24 pos Female to Male","6.56' (2.00m)","Round, Gray","Shielded","Bidirectional"
-,-,BEL5133-ND,49645 C62S2,Belden Inc.,GPIB UNSHD CONNECTOR,0,0,"653.62000","0","1","-","Active","Centronics 24 pos Female to Male","26.25' (8.00m)","Round, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-2410K-ND,M7QUK-2410K,3M,IDC CABLE - MDJ24K/MC26F/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658613&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/3M%20Renders/M7LXK-24%20T.jpg,M7LXK-2405K-ND,M7LXK-2405K,3M,IDC CABLE - MDH24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-5005K-ND,M7QUK-5005K,3M,IDC CABLE - MDJ50K/MC50F/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KXK-24%20T.jpg,M7KXK-2405K-ND,M7KXK-2405K,3M,IDC CABLE - MDG24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RRK-1410K-ND,M7RRK-1410K,3M,IDC CABLE - MDK14K/MC14F/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Female","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-5010K-ND,M7QUK-5010K,3M,IDC CABLE - MDJ50K/MC50F/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-3605K-ND,M7QUK-3605K,3M,IDC CABLE - MDJ36K/MC36F/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-1405K-ND,M7QUK-1405K,3M,IDC CABLE - MDJ14K/MC14F/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-36%20T.jpg,M7KRK-3610K-ND,M7KRK-3610K,3M,IDC CABLE - MDG36K/MC36F/MDK36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-36%20T.jpg,M7KRK-3605K-ND,M7KRK-3605K,3M,IDC CABLE - MDG36K/MC36F/MDK36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QQK-24%20T.jpg,M7QQK-2405K-ND,M7QQK-2405K,3M,IDC CABLE - MDJ24K/MC26F/MDJ24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-3610K-ND,M7QUK-3610K,3M,IDC CABLE - MDJ36K/MC36F/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-14%20T.jpg,M7KRK-1405K-ND,M7KRK-1405K,3M,IDC CABLE - MDG14K/MC14F/MCK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-5010K-ND,M7UUK-5010K,3M,IDC CABLE - MDN50K/MC50F/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Female","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-5005K-ND,M7UUK-5005K,3M,IDC CABLE - MDN50K/MC50F/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Female","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-1410K-ND,M7UXK-1410K,3M,IDC CABLE - MDN14K/MC14F/X,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-1405K-ND,M7UXK-1405K,3M,IDC CABLE - MDN14K/MC14F/X,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LLK-24%20T.jpg,M7LLK-2410K-ND,M7LLK-2410K,3M,IDC CABLE - MDH24K/MC26F/MDH24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-2410K-ND,M7UUK-2410K,3M,IDC CABLE - MDN24K/MC26F/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Female","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-2410K-ND,M7UXK-2410K,3M,IDC CABLE - MDN24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QXK-24%20T.jpg,M7QXK-2405K-ND,M7QXK-2405K,3M,IDC CABLE - MDJ24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-1410K-ND,M7QUK-1410K,3M,IDC CABLE - MDJ14K/MC14F/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QQK-24%20T.jpg,M7QQK-2410K-ND,M7QQK-2410K,3M,IDC CABLE - MDJ24K/MC26F/MDJ24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RXK-1405K-ND,M7RXK-1405K,3M,IDC CABLE - MDK14K/MC14F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-5005K-ND,M7UXK-5005K,3M,IDC CABLE - MDN50K/MC50F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-3605K-ND,M7UUK-3605K,3M,IDC CABLE - MDN36K/MC36F/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Female","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-3610K-ND,M7UUK-3610K,3M,IDC CABLE - MDN36K/MC36F/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Female","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658613&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/3M%20Renders/M7LXK-24%20T.jpg,M7LXK-2410K-ND,M7LXK-2410K,3M,IDC CABLE - MDH24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-5010K-ND,M7UXK-5010K,3M,IDC CABLE - MDN50K/MC50F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-3610K-ND,M7UXK-3610K,3M,IDC CABLE - MDN36K/MC36F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-2405K-ND,M7UXK-2405K,3M,IDC CABLE - MDN24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RXK-1410K-ND,M7RXK-1410K,3M,IDC CABLE - MDK14K/MC14F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-2405K-ND,M7QUK-2405K,3M,IDC CABLE - MDJ24K/MC26F/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LTK-24%20T.jpg,M7LTK-2410K-ND,M7LTK-2410K,3M,IDC CABLE - MDH24K/MC26F/MDL24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LLK-24%20T.jpg,M7LLK-2405K-ND,M7LLK-2405K,3M,IDC CABLE - MDH24K/MC26F/MDH24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QXK-24%20T.jpg,M7QXK-2410K-ND,M7QXK-2410K,3M,IDC CABLE - MDJ24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
-,"//media.digikey.com/photos/Assmann%20Photos/AK155-2,%20AK434-3.jpg",AE1001-ND,AK434-3,Assmann WSW Components,CABLE CENTRONICS F-F 3M,0,0,"Obsolete","0","400","-","Obsolete","Centronics 36 pos Female to Female","9.84' (3.00m)","Round, Beige","Shielded","Bidirectional"
-,"//media.digikey.com/photos/Assmann%20Photos/AK155-2,%20AK434-3.jpg",AE1000-ND,AK155-2,Assmann WSW Components,CABLE CENTRONICS F-F 2M,0,0,"Obsolete","0","400","-","Obsolete","Centronics 36 pos Female to Female","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-3605K-ND,M7UXK-3605K,3M,IDC CABLE - MDN36K/MC36F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Cable (Flat)","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-50%20T.jpg,M7KRK-5005K-ND,M7KRK-5005K,3M,IDC CABLE - MDA50K/MC50F/MDD50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-50%20T.jpg,M7KRK-5010K-ND,M7KRK-5010K,3M,IDC CABLE - MDG50K/MC50F/MDK50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
-,-,M7KRK-1410K-ND,M7KRK-1410K,3M,IDC CABLE - MDG14K/MC14F/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Male","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-2405K-ND,M7UUK-2405K,3M,IDC CABLE - MDN24K/MC26F/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Female","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-1405K-ND,M7UUK-1405K,3M,IDC CABLE - MDN14K/MC14F/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Female","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-1410K-ND,M7UUK-1410K,3M,IDC CABLE - MDN14K/MC14F/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Female","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RRK-1405K-ND,M7RRK-1405K,3M,IDC CABLE - MDK14K/MC14F/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Female","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LTK-24%20T.jpg,M7LTK-2405K-ND,M7LTK-2405K,3M,IDC CABLE - MDH24K/MC26F/MDL24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","5.00' (1.52m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KXK-24%20T.jpg,M7KXK-2410K-ND,M7KXK-2410K,3M,IDC CABLE - MDG24K/MC26F/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Twisted Pair","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KXK-24%20M.jpg,M7KXK-2406R-ND,M7KXK-2406R,3M,IDC CABLE - MDG24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KXK-24%20G.jpg,M7KXK-2406J-ND,M7KXK-2406J,3M,IDC CABLE - MDG24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KXK-24%20M.jpg,M7KXK-2410R-ND,M7KXK-2410R,3M,IDC CABLE - MDG24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KXK-24%20G.jpg,M7KXK-2410J-ND,M7KXK-2410J,3M,IDC CABLE - MDG24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658613&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/3M%20Renders/M7LXK-24%20M.jpg,M7LXK-2406R-ND,M7LXK-2406R,3M,IDC CABLE - MDH24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658613&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/3M%20Renders/M7LXK-24%20G.jpg,M7LXK-2406J-ND,M7LXK-2406J,3M,IDC CABLE - MDH24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658613&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/3M%20Renders/M7LXK-24%20M.jpg,M7LXK-2410R-ND,M7LXK-2410R,3M,IDC CABLE - MDH24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658613&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/3M%20Renders/M7LXK-24%20G.jpg,M7LXK-2410J-ND,M7LXK-2410J,3M,IDC CABLE - MDH24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QXK-24%20M.jpg,M7QXK-2406R-ND,M7QXK-2406R,3M,IDC CABLE - MDJ24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QXK-24%20G.jpg,M7QXK-2406J-ND,M7QXK-2406J,3M,IDC CABLE - MDJ24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QXK-24%20M.jpg,M7QXK-2410R-ND,M7QXK-2410R,3M,IDC CABLE - MDJ24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
