Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Length","Cable Type","Shielding","Style"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LTK-24%20M.jpg,M7LTK-2406R-ND,M7LTK-2406R,3M,IDC CABLE - MDH24K/MC24M/MDL24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LTK-24%20G.jpg,M7LTK-2406J-ND,M7LTK-2406J,3M,IDC CABLE - MDH24K/MC24G/MDL24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LTK-24%20M.jpg,M7LTK-2410R-ND,M7LTK-2410R,3M,IDC CABLE - MDH24K/MC24M/MDL24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LTK-24%20G.jpg,M7LTK-2410J-ND,M7LTK-2410J,3M,IDC CABLE - MDH24K/MC24G/MDL24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-1406R-ND,M7QUK-1406R,3M,IDC CABLE - MDJ14K/MC14M/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-1406J-ND,M7QUK-1406J,3M,IDC CABLE - MDJ14K/MC14G/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-1410R-ND,M7QUK-1410R,3M,IDC CABLE - MDJ14K/MC14M/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-1410J-ND,M7QUK-1410J,3M,IDC CABLE - MDJ14K/MC14G/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-2406R-ND,M7QUK-2406R,3M,IDC CABLE - MDJ24K/MC24M/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,-,M7QUK-2406J-ND,M7QUK-2406J,3M,IDC CABLE - MDJ24K/MC24G/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
