Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Contact End","Length","Wire Gauge","Contact Finish","Color","Contact Finish Thickness"
https://www.molex.com/pdm_docs/sd/500798000_sd.pdf,//media.digikey.com/Photos/Molex/0500798000-xx-Wx-D.jpg,0500798000-06-W6-D-ND,0500798000-06-W6-D,Molex,6"" PRE-CRIMP 1853 WHITE,644,0,"0.66100","0","10","PicoBlade","Active","Socket to Socket","6.00"" (152.40mm)","26 AWG","Tin","White","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/500798000_sd.pdf,//media.digikey.com/Photos/Molex/0500798000-xx-Rx.jpg,0500798000-04-R8-ND,0500798000-04-R8,Molex,4"" PRE-CRIMP 1852 RED,600,0,"0.66100","0","10","PicoBlade","Active","Socket to Cable (Round)","4.00"" (101.60mm)","28 AWG","Tin","Red","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/500798000_sd.pdf,//media.digikey.com/Photos/Molex/0500798000-xx-Bx.jpg,0500798000-04-B8-ND,0500798000-04-B8,Molex,4"" PRE-CRIMP 1852 BLACK,480,0,"0.66100","0","10","PicoBlade","Active","Socket to Cable (Round)","4.00"" (101.60mm)","28 AWG","Tin","Black","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Lx.jpg,0039000040-12-L0-ND,0039000040-12-L0,Molex,12"" PRE-CRIMP A2040 BLUE,1330,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","Blue","-"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Wx.jpg,0039000040-12-W0-ND,0039000040-12-W0,Molex,12"" PRE-CRIMP A2040 WHITE,770,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","White","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-B4.jpg,H4BBT-10112-B1-ND,H4BBT-10112-B1,Hirose Electric Co Ltd,JUMPER-H9992TR/A3047B/H9992TR12"",400,0,"0.66200","0","10","DF13","Active","Socket to Socket","12.0"" (304.8mm)","30 AWG","Tin","Black","-"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Ax.jpg,0039000040-12-A0-ND,0039000040-12-A0,Molex,12"" PRE-CRIMP A2040 ORANGE,360,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","Orange","-"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Yx.jpg,0039000040-12-Y0-ND,0039000040-12-Y0,Molex,12"" PRE-CRIMP A2040 YELLOW,310,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","Yellow","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-R4.jpg,H4BBT-10112-R1-ND,H4BBT-10112-R1,Hirose Electric Co Ltd,JUMPER-H9992TR/A3047R/H9992TR12"",230,0,"0.66200","0","10","DF13","Active","Socket to Socket","12.0"" (304.8mm)","30 AWG","Tin","Red","-"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Sx.jpg,0039000040-12-S0-ND,0039000040-12-S0,Molex,12"" PRE-CRIMP A2040 SLATE,220,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","Slate","-"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Vx.jpg,0039000040-12-V0-ND,0039000040-12-V0,Molex,12"" PRE-CRIMP A2040 VIOLET,210,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","Violet","-"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Gx.jpg,0039000040-12-G0-ND,0039000040-12-G0,Molex,12"" PRE-CRIMP A2040 GREEN,190,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","Green","-"
https://www.molex.com/pdm_docs/sd/039000040_sd.pdf,//media.digikey.com/Photos/Molex/0039000040-xx-Bx.jpg,0039000040-12-B0-ND,0039000040-12-B0,Molex,12"" PRE-CRIMP A2040 BLACK,180,0,"0.66200","0","10","Mini-Fit Jr","Active","Pin to Cable (Round)","12.0"" (304.8mm)","20 AWG","Tin","Black","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-B4.jpg,H4BBT-10105-B1-ND,H4BBT-10105-B1,Hirose Electric Co Ltd,JUMPER-H9992TR/A3047B/H9992TR 5"",1310,0,"0.66400","0","10","DF13","Active","Socket to Socket","5.00"" (127.00mm)","30 AWG","Tin","Black","-"
https://www.molex.com/pdm_docs/sd/503948051_sd.pdf,//media.digikey.com/Photos/Molex/0503948051-xx-Bx.jpg,0503948051-10-B6-ND,0503948051-10-B6,Molex,10"" PRE-CRIMP 3049 BLACK,1070,0,"0.66400","0","10","Milli-Grid 50394","Active","Socket to Cable (Round)","10.0"" (254.0mm)","26 AWG","Gold","Black","15.0µin (0.38µm)"
https://www.molex.com/pdm_docs/sd/503948051_sd.pdf,//media.digikey.com/Photos/Molex/0503948051-xx-Yx.jpg,0503948051-10-Y6-ND,0503948051-10-Y6,Molex,10"" PRE-CRIMP 3049 YELLOW,220,0,"0.66400","0","10","Milli-Grid 50394","Active","Socket to Cable (Round)","10.0"" (254.0mm)","26 AWG","Gold","Yellow","15.0µin (0.38µm)"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/DF3.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-R6.jpg,H2BXT-10106-R4-ND,H2BXT-10106-R4,Hirose Electric Co Ltd,JUMPER-H1500TR/A2015R/X 6"",1170,0,"0.66500","0","10","DF3","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","Red","-"
https://www.molex.com/pdm_docs/sd/503948051_sd.pdf,//media.digikey.com/Photos/Molex/0503948051-xx-Bx.jpg,0503948051-02-B6-ND,0503948051-02-B6,Molex,2"" PRE-CRIMP 3049 BLACK,760,0,"0.66500","0","10","Milli-Grid 50394","Active","Socket to Cable (Round)","2.00"" (50.80mm)","26 AWG","Gold","Black","15.0µin (0.38µm)"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/DF3.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,H2BXT-10106-B4-ND,H2BXT-10106-B4,Hirose Electric Co Ltd,JUMPER-H1500TR/A2015B/X 6"",600,0,"0.66500","0","10","DF3","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","Black","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-A6.jpg,H4BXT-10108-A8-ND,H4BXT-10108-A8,Hirose Electric Co Ltd,JUMPER-H9992TR/1852OR/X 8"",519,0,"0.66600","0","10","DF13","Active","Socket to Cable (Round)","8.00"" (203.20mm)","28 AWG","Tin","Orange","-"
https://www.molex.com/pdm_docs/sd/039000038_sd.pdf,//media.digikey.com/Photos/Molex/0039000038-xx-Wx-D.jpg,0039000038-12-W2-D-ND,0039000038-12-W2-D,Molex,12"" PRE-CRIMP A2016 WHITE,770,0,"0.66700","0","10","Mini-Fit Jr","Active","Socket to Socket","12.0"" (304.8mm)","22 AWG","Tin","White","-"
https://www.molex.com/pdm_docs/sd/039000038_sd.pdf,//media.digikey.com/Photos/Molex/0039000038-xx-Gx-D.jpg,0039000038-12-G2-D-ND,0039000038-12-G2-D,Molex,12"" PRE-CRIMP A2016 GREEN,360,0,"0.66700","0","10","Mini-Fit Jr","Active","Socket to Socket","12.0"" (304.8mm)","22 AWG","Tin","Green","-"
https://www.molex.com/pdm_docs/sd/039000038_sd.pdf,//media.digikey.com/Photos/Molex/0039000038-xx-Rx-D.jpg,0039000038-12-R2-D-ND,0039000038-12-R2-D,Molex,12"" PRE-CRIMP A2016 RED,270,0,"0.66700","0","10","Mini-Fit Jr","Active","Socket to Socket","12.0"" (304.8mm)","22 AWG","Tin","Red","-"
https://www.molex.com/pdm_docs/sd/039000038_sd.pdf,//media.digikey.com/Photos/Molex/0039000038-xx-Bx-D.jpg,0039000038-12-B2-D-ND,0039000038-12-B2-D,Molex,12"" PRE-CRIMP A2016 BLACK,250,0,"0.66700","0","10","Mini-Fit Jr","Active","Socket to Socket","12.0"" (304.8mm)","22 AWG","Tin","Black","-"
https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-R6.jpg,H3BXT-10106-R4-ND,H3BXT-10106-R4,Hirose Electric Co Ltd,JUMPER-H1504TR/A2015R/X 6"",1200,0,"0.66800","0","10","DF11","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","Red","-"
https://www.molex.com/pdm_docs/sd/500798000_sd.pdf,//media.digikey.com/Photos/Molex/0500798000-xx-Bx.jpg,0500798000-04-B6-ND,0500798000-04-B6,Molex,4"" PRE-CRIMP 1853 BLACK,1090,0,"0.66800","0","10","PicoBlade","Active","Socket to Cable (Round)","4.00"" (101.60mm)","26 AWG","Tin","Black","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/500798000_sd.pdf,//media.digikey.com/Photos/Molex/0500798000-xx-Yx.jpg,0500798000-04-Y6-ND,0500798000-04-Y6,Molex,4"" PRE-CRIMP 1853 YELLOW,980,0,"0.66800","0","10","PicoBlade","Active","Socket to Cable (Round)","4.00"" (101.60mm)","26 AWG","Tin","Yellow","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/500798000_sd.pdf,//media.digikey.com/Photos/Molex/0500798000-xx-Rx.jpg,0500798000-04-R6-ND,0500798000-04-R6,Molex,4"" PRE-CRIMP 1853 RED,640,0,"0.66800","0","10","PicoBlade","Active","Socket to Cable (Round)","4.00"" (101.60mm)","26 AWG","Tin","Red","35.4µin (0.90µm)"
https://www.hirose.com/product/document?clcode=CL0543-0544-8-52&productname=DF11-26DP-2DS(52)&series=DF11&documenttype=Catalog&lang=en&documentid=D31688_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,H3BXT-10106-B4-ND,H3BXT-10106-B4,Hirose Electric Co Ltd,JUMPER-H1504TR/A2015B/X 6"",590,0,"0.66800","0","10","DF11","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","Black","-"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Bx.jpg,0430300001-06-B4-ND,0430300001-06-B4,Molex,6"" PRE-CRIMP A2015B BLACK,830,0,"0.67000","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","Black","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Rx.jpg,0430300001-06-R4-ND,0430300001-06-R4,Molex,6"" PRE-CRIMP A2015R RED,750,0,"0.67000","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","Red","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Gx.jpg,0430300001-06-G4-ND,0430300001-06-G4,Molex,6"" PRE-CRIMP A2015G GREEN,400,0,"0.67000","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","Green","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Wx.jpg,0430300001-06-W4-ND,0430300001-06-W4,Molex,6"" PRE-CRIMP A2015W WHITE,160,0,"0.67000","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","24 AWG","Tin","White","40.0µin (1.02µm)"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-B4.jpg,H4BBT-10106-B8-ND,H4BBT-10106-B8,Hirose Electric Co Ltd,JUMPER-H9992TR/1852BK/H9992TR 6"",1107,0,"0.67200","0","10","DF13","Active","Socket to Socket","6.00"" (152.40mm)","28 AWG","Tin","Black","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BBG-10000-L8.jpg,H4BBT-10106-L8-ND,H4BBT-10106-L8,Hirose Electric Co Ltd,JUMPER-H9992TR/1852BL/H9992TR 6"",970,0,"0.67200","0","10","DF13","Active","Socket to Socket","6.00"" (152.40mm)","28 AWG","Tin","Blue","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BBG-10102-R4.jpg,H4BBT-10106-R8-ND,H4BBT-10106-R8,Hirose Electric Co Ltd,JUMPER-H9992TR/1852RD/H9992TR 6"",905,0,"0.67200","0","10","DF13","Active","Socket to Socket","6.00"" (152.40mm)","28 AWG","Tin","Red","-"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Bx.jpg,0430300001-06-B2-ND,0430300001-06-B2,Molex,6"" PRE-CRIMP A2016B BLACK,490,0,"0.67200","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","22 AWG","Tin","Black","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/039000038_sd.pdf,//media.digikey.com/Photos/Molex/0039000038-xx-Bx-D.jpg,0039000038-03-B0-D-ND,0039000038-03-B0-D,Molex,3"" PRE-CRIMP A2040 BLACK,360,0,"0.67200","0","10","Mini-Fit Jr","Active","Socket to Socket","3.00"" (76.20mm)","20 AWG","Tin","Black","-"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Gx.jpg,0430300001-06-G2-ND,0430300001-06-G2,Molex,6"" PRE-CRIMP A2016G GREEN,340,0,"0.67200","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","22 AWG","Tin","Green","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Wx.jpg,0430300001-06-W2-ND,0430300001-06-W2,Molex,6"" PRE-CRIMP A2016W WHITE,310,0,"0.67200","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","22 AWG","Tin","White","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/430300001_sd.pdf,//media.digikey.com/Photos/Molex/0430300001-xx-Rx.jpg,0430300001-06-R2-ND,0430300001-06-R2,Molex,6"" PRE-CRIMP A2016R RED,160,0,"0.67200","0","10","Micro-Fit 3.0 43030","Active","Socket to Cable (Round)","6.00"" (152.40mm)","22 AWG","Tin","Red","40.0µin (1.02µm)"
https://www.molex.com/pdm_docs/sd/008500113_sd.pdf,//media.digikey.com/Photos/Molex/0008500113-xx-Bx-D.jpg,0008500113-03-B4-D-ND,0008500113-03-B4-D,Molex,3"" PRE-CRIMP A2015 BLACK,460,0,"0.67300","0","10","KK 2759","Active","Socket to Socket","3.00"" (76.20mm)","24 AWG","Tin","Black","100.0µin (2.54µm)"
https://www.molex.com/pdm_docs/sd/008500113_sd.pdf,//media.digikey.com/Photos/Molex/0008500113-xx-Rx-D.jpg,0008500113-03-R4-D-ND,0008500113-03-R4-D,Molex,3"" PRE-CRIMP A2015 RED,390,0,"0.67300","0","10","KK 2759","Active","Socket to Socket","3.00"" (76.20mm)","24 AWG","Tin","Red","100.0µin (2.54µm)"
https://www.molex.com/pdm_docs/sd/008500113_sd.pdf,//media.digikey.com/Photos/Molex/0008500113-xx-Rx-D.jpg,0008500113-12-R4-D-ND,0008500113-12-R4-D,Molex,12"" PRE-CRIMP A2015 RED,880,0,"0.67400","0","10","KK 2759","Active","Socket to Socket","12.0"" (304.8mm)","24 AWG","Tin","Red","100.0µin (2.54µm)"
https://www.molex.com/pdm_docs/sd/008500113_sd.pdf,//media.digikey.com/Photos/Molex/0008500113-xx-Bx-D.jpg,0008500113-12-B4-D-ND,0008500113-12-B4-D,Molex,12"" PRE-CRIMP A2015 BLACK,570,0,"0.67400","0","10","KK 2759","Active","Socket to Socket","12.0"" (304.8mm)","24 AWG","Tin","Black","100.0µin (2.54µm)"
https://www.molex.com/pdm_docs/sd/008500113_sd.pdf,//media.digikey.com/Photos/Molex/0008500113-xx-Wx-D.jpg,0008500113-12-W4-D-ND,0008500113-12-W4-D,Molex,12"" PRE-CRIMP A2015 WHITE,580,0,"0.67400","0","10","KK 2759","Active","Socket to Socket","12.0"" (304.8mm)","24 AWG","Tin","White","100.0µin (2.54µm)"
-,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-V6.jpg,H4BXG-10106-V8-ND,H4BXG-10106-V8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852VI/X 6"",1210,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Violet","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-R6.jpg,H4BXG-10106-R8-ND,H4BXG-10106-R8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852RD/X 6"",990,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Red","-"
https://www.molex.com/pdm_docs/sd/039000038_sd.pdf,//media.digikey.com/Photos/Molex/0039000038-xx-Bx.jpg,0039000038-08-B2-ND,0039000038-08-B2,Molex,8"" PRE-CRIMP A2016 BLACK,890,0,"0.67500","0","10","Mini-Fit Jr","Active","Socket to Cable (Round)","8.00"" (203.20mm)","22 AWG","Tin","Black","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-G6.jpg,H4BXG-10106-G8-ND,H4BXG-10106-G8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852GR/X 6"",860,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Green","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-N6.jpg,H4BXG-10106-N8-ND,H4BXG-10106-N8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852BR/X 6"",850,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Brown","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-Y6.jpg,H4BXG-10106-Y8-ND,H4BXG-10106-Y8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852YL/X 6"",820,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Yellow","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXT-10102-B6.jpg,H4BXG-10106-B8-ND,H4BXG-10106-B8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852BK/X 6"",770,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Black","-"
https://www.molex.com/pdm_docs/sd/039000038_sd.pdf,//media.digikey.com/Photos/Molex/0039000038-xx-Rx.jpg,0039000038-08-R2-ND,0039000038-08-R2,Molex,8"" PRE-CRIMP A2016 RED,720,0,"0.67500","0","10","Mini-Fit Jr","Active","Socket to Cable (Round)","8.00"" (203.20mm)","22 AWG","Tin","Red","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/Renders/Hirose%20Elect%20Renders/H2BXG-10000-W6.jpg,H4BXG-10106-W8-ND,H4BXG-10106-W8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852WH/X 6"",710,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","White","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H3BXT-10102-L6.jpg,H4BXG-10106-L8-ND,H4BXG-10106-L8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852BL/X 6"",630,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Blue","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DF13-2630SCFA,//media.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-A6.jpg,H4BXG-10106-A8-ND,H4BXG-10106-A8,Hirose Electric Co Ltd,JUMPER-H9991TR/1852OR/X 6"",590,0,"0.67500","0","10","DF13","Active","Socket to Cable (Round)","6.00"" (152.40mm)","28 AWG","Gold","Orange","-"
