Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Terminal Strips","Number of Distribution Buses","Number of Tie Points (Total)","Number of 5-Tie Point Terminals","Number of Binding Posts","Size / Dimension"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/31903008_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_319030008.jpg,1597-1268-ND,319030008,"Seeed Technology Co., Ltd",BREADBOARD TERM STRIP 1.75X1.38"",469,0,"3.01000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","1.75"" x 1.38"" (44.5mm x 35.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/319030005_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_319030005.jpg,1597-1265-ND,319030005,"Seeed Technology Co., Ltd",MINI BREAD BOARD 4.5X3.5CM-BLUE,220,0,"3.01000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/319030006_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_319030006.jpg,1597-1266-ND,319030006,"Seeed Technology Co., Ltd",MINI BREAD BOARD 4.5X3.5CM-GREEN,163,0,"3.01000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/64_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_64.jpg,1528-2182-ND,64,Adafruit Industries LLC,BREADBOARD TERM STRIP 3.40X2.20"",509,0,"5.00000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.40"" x 2.20"" (86.4mm x 55.9mm)"
-,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1098.JPG,1471-1011-ND,MIKROE-1098,MikroElektronika,BREADBOARD TERMINAL STRIP,804,0,"5.60000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","-"
http://twinind.com/files/8114/0734/7900/Twin_Industries_Solderless_Breadboards.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-E40-510.jpg,438-1109-ND,TW-E40-510,Twin Industries,BREADBOARD TERM STRIP 3.30X2.14"",184,0,"5.99000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.30"" x 2.14"" (83.8mm x 54.4mm)"
http://twinind.com/datasheets/Twin_Industries_Combination_Boards.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/MFG_OB2-LF.jpg,438-1172-ND,OB2-LF,Twin Industries,BREADBOARD DISTI STRIP 3.47X3.4"",158,0,"10.04000","0","1","-","Active","Distribution Strip (No Frame)","-","1","40","8","-","3.47"" x 3.40"" (88.1mm x 86.4mm)"
http://twinind.com/datasheets/Twin_Industries_Combination_Boards.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/MFG_OB3-LF.jpg,438-1173-ND,OB3-LF,Twin Industries,BREADBOARD DISTI STRIP 6.70X3"",175,0,"11.69000","0","1","-","Active","Distribution Strip (No Frame)","-","1","90","-","-","6.70"" x 3.00"" (170.2mm x 76.2mm)"
http://twinind.com/datasheets/Twin_Industries_Combination_Boards.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/MFG_OB1-LF.jpg,438-1171-ND,OB1-LF,Twin Industries,BREADBOARD DISTI STRIP 4X4"",184,0,"16.27000","0","1","-","Active","Distribution Strip (No Frame)","-","1","170","34","-","4.00"" x 4.00"" (101.6mm x 101.6mm)"
http://www.globalspecialties.com/media/k2/attachments/PB-103M_datasheet.pdf,//media.digikey.com/Photos/Global%20Specialties/MFG_PB-103M.jpg,GSPB-103M-ND,PB-103M,Global Specialties,BREADBOARD ASSEMBLY 9.06X6.89"",88,0,"38.50000","0","1","PB","Active","Assembly (On Frame)","3","5","2390","378","4","9.06"" L x 6.89"" W (230.0mm x 175.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/922309.jpg,922309-ND,922309,3M,BREADBOARD ASSEMBLY 7.00X4.00"",56,0,"55.76000","0","1","300","Active","Assembly (On Frame)","1","2","840","128","3","7.00"" x 4.00"" (177.8mm x 101.6mm)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0008-BK_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0008-BK.jpg,1738-1323-ND,FIT0008-BK,DFRobot,BREADBOARD TERM STRIP 1.80X1.40"",92,0,"2.99000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","1.80"" x 1.40"" (45.7mm x 35.6mm)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0008-BE_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0008-BE.jpg,1738-1322-ND,FIT0008-BE,DFRobot,BREADBOARD TERM STRIP 1.80X1.40"",64,0,"2.99000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","1.80"" x 1.40"" (45.7mm x 35.6mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-100_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-100.jpg,BKGS-100-ND,GS-100,Global Specialties,BUS STRIP 100 TIE-POINTS,29,0,"3.35000","0","1","-","Active","-","-","-","-","-","-","-"
http://www.globalspecialties.com/media/k2/attachments/GS-090_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-090.jpg,BKGS-090-ND,GS-090,Global Specialties,BREADBRD DIST STRP 6.5X0.69"" 2PC,45,0,"3.60000","0","1","GS","Active","Distribution Strip (No Frame)","-","1","90","-","-","6.50"" L x 0.69"" W (165.1mm x 17.5mm)"
http://www.globalspecialties.com/media/k2/attachments/EXP-355_datasheet.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/EXP-355.jpg,BKEXP-355-ND,EXP-355,Global Specialties,BREADBRD TERM STRIP 4.12X2.31"",62,0,"7.20000","0","1","-","Active","Terminal Strip (No Frame)","1","2","470","94","-","4.12"" L x 2.31"" W (104.6mm x 58.7mm)"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/240%E2%80%90057_Web.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_240-131.jpg",1286-1185-ND,240-131,"Digilent, Inc.",BREADBOARD TERM STRIP 3.29X2.15"",77,0,"7.58000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.29"" x 2.15"" (83.6mm x 54.6mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923273-I.jpg,923273-ND,923273-I,3M,BREADBOARD TERM STRIP 1.80X1.36"",55,0,"18.06000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","1.80"" x 1.36"" (45.7mm x 34.5mm)"
http://www.globalspecialties.com/media/k2/attachments/PB-83M_datasheet.pdf,//media.digikey.com/Photos/Global%20Specialties/MFG_PB-83M.jpg,GSPB-83M-ND,PB-83M,Global Specialties,BREADBOARD ASSEMBLY 7.20X3.74"",64,0,"18.50000","0","1","PB","Active","Assembly (On Frame)","1","2","830","126","3","7.20"" L x 3.74"" W (183.0mm x 95.0mm)"
http://www.globalspecialties.com/media/k2/attachments/PB-101M_datasheet.pdf,//media.digikey.com/Photos/Global%20Specialties/MFG_PB-101M.jpg,GSPB-101M-ND,PB-101M,Global Specialties,BREADBOARD ASSEMBLY 8.46X3.94"",16,0,"20.10000","0","1","PB","Active","Assembly (On Frame)","2","1","1360","252","2","8.46"" L x 3.94"" W (215.0mm x 100.0mm)"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/BB-32622.JPG,377-2271-ND,BB-32622,Bud Industries,BREADBOARD TIE-POINT 2800,25,50,"22.40000","0","1","*","Active","-","-","-","-","-","-","-"
http://www.alphawire.com/Home/Products/Cable/Xtra-Guard-Performance-Cable/Xtra-Guard-Industrial-Ethernet/76002?device=pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_PB-10.jpg,BKPB-10-ND,PB-10,Global Specialties,EXT PWRD BREADBOARD 840 TIE-PNT,34,0,"24.70000","0","1","-","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/Photos/3M%20Photos/923253-I.jpg,923253-ND,923253-I,3M,BREADBOARD TERM STRIP 4.90X2.25"",25,0,"31.59000","0","1","-","Active","Terminal Strip (No Frame)","1","2","620","96","-","4.90"" x 2.25"" (124.5mm x 57.2mm)"
http://www.globalspecialties.com/media/k2/attachments/PB-70M_datasheet.pdf,//media.digikey.com/Photos/Global%20Specialties/MFG_PB-70M.jpg,GSPB-70M-ND,PB-70M,Global Specialties,BREADBOARD ASSEMBLY 8.46X5.12"",65,0,"35.00000","0","1","PB","Active","Assembly (On Frame)","2","4","1660","252","3","8.46"" L x 5.12"" W (215.0mm x 130.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/922306.jpg,922306-ND,922306,3M,BREADBOARD ASSEMBLY 5.40X4.00"",32,0,"49.42000","0","1","300","Active","Assembly (On Frame)","1","2","610","94","2","5.40"" x 4.00"" (137.2mm x 101.6mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/Photos/3M%20Photos/923252-I.jpg,923252-ND,923252-I,3M,BREADBOARD TERM STRIP 6.50X2.25"",48,0,"52.22000","0","1","-","Active","Terminal Strip (No Frame)","1","2","840","128","-","6.50"" x 2.25"" (165.1mm x 57.2mm)"
http://www.globalspecialties.com/media/k2/attachments/PB-104M_datasheet.pdf,//media.digikey.com/Photos/Global%20Specialties/MFG_PB-104M.jpg,GSPB-104M-ND,PB-104M,Global Specialties,BREADBOARD ASSEMBLY 9.45X8.27"",24,0,"55.00000","0","1","PB","Active","Assembly (On Frame)","4","7","3220","504","4","9.45"" L x 8.27"" W (240.0mm x 210.0mm)"
http://globalspecialties.com/media/k2/attachments/PB-105T_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_PB-105T.jpg,BKPB-105T-ND,PB-105T,Global Specialties,TRNSPRNT PROTO-BRD 4880 TIE PNT,11,0,"103.00000","0","1","-","Active","-","-","-","-","-","-","-"
http://www.globalspecialties.com/media/k2/attachments/PB-204_20150331_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_PB-204.jpg,BKPB-204-ND,PB-204,Global Specialties,POWERED BREADBOARD,17,0,"185.40000","0","1","-","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/922354.jpg,922354-ND,922354,3M,BREADBRD ASSEMBLY 14.69X9.75"",16,0,"227.28000","0","1","300","Active","Assembly (On Frame)","5","12","5424","768","4","14.69"" x 9.75"" (373.1mm x 247.7mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/65_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_65.jpg,1528-2183-ND,65,Adafruit Industries LLC,BREADBOARD TERM STRIP 1.80X1.40"",62,0,"4.00000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","1.80"" x 1.40"" (45.7mm x 35.6mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-630_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-630.JPG,BKGS-630-ND,GS-630,Global Specialties,BREADBRD TERM STRIP 6.50X1.38"",44,0,"5.65000","0","1","GS","Active","Terminal Strip (No Frame)","1","-","630","126","-","6.50"" L x 1.38"" W (165.1mm x 34.9mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-590_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-590.jpg,BKGS-590-ND,GS-590,Global Specialties,BREADBRD TERM STRIP 6.50X1.38"",48,0,"6.70000","0","1","GS","Active","Terminal Strip (No Frame)","1","-","590","118","-","6.50"" L x 1.38"" W (165.1mm x 34.9mm)"
http://www.globalspecialties.com/solderless-breadboards/breadboards-singles/download/1508_6bf3e8be36f3d9cb231b856f19ab9e8e.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_EXP-300E.jpg,BKEXP-300E-ND,EXP-300E,Global Specialties,BREADBRD TERM STRIP 6.50X1.75"",33,0,"7.20000","0","1","-","Active","Terminal Strip (No Frame)","1","2","550","-","-","6.50"" L x 1.75"" W (165.1mm x 44.5mm)"
-,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1097.JPG,1471-1010-ND,MIKROE-1097,MikroElektronika,BREADBOARD TERMINAL STRIP,51,0,"7.64000","0","1","-","Active","Terminal Strip (No Frame)","1","2","830","124","-","-"
http://www.twinind.com/files/datasheets/Twin_Industries_High-Temp_Solderless_Breadboards.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-E40-1020-P.jpg,438-1135-ND,TW-E40-1020-P,Twin Industries,BREADBOARD HIGH TEMP 6.50X2.14"",38,0,"8.10000","0","1","-","Active","Terminal Strip (No Frame)","1","2","830","126","-","6.50"" x 2.14"" (165.1mm x 54.4mm)"
http://www.globalspecialties.com/media/k2/attachments/PB-101T_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_PB-101T.jpg,BKPB-101T-ND,PB-101T,Global Specialties,EXT PWRD BREADBOARD 1360 TIE PNT,6,0,"20.10000","0","1","-","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/TW-E41-T1_T2.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/MFG_TW-E41-T1.jpg,438-1139-ND,TW-E41-T1,Twin Industries,BREADBOARD ASSEMBLY 6.50X2.20"",19,0,"20.98000","0","1","-","Active","Assembly (On Frame)","1","2","830","126","-","6.50"" x 2.20"" (165.1mm x 56.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923269-I.jpg,923269-ND,923269-I,3M,BREADBOARD TERM STRIP 3.50X1.36"",15,0,"26.87000","0","1","-","Active","Terminal Strip (No Frame)","1","-","340","68","-","3.50"" x 1.36"" (88.9mm x 34.5mm)"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/BB-32623.JPG,377-2272-ND,BB-32623,Bud Industries,BREADBOARD TIE-POINT 4560,20,14,"31.40000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/TW-E41-T1_T2.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/MFG_TW-E41-T2.jpg,438-1140-ND,TW-E41-T2,Twin Industries,BREADBOARD ASSEMBLY 6.90X5.70"",20,0,"38.15000","0","1","-","Active","Assembly (On Frame)","3","5","2390","378","-","6.90"" x 5.70"" (175.3mm x 144.8mm)"
http://www.globalspecialties.com/solderless-breadboards/breadboards-mounted/download/1545_c13476f2659f8071a1dce7386f02f2b7.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_PB-242T.jpg,BKPB-242T-ND,PB-242T,Global Specialties,BREADBOARD ASSEMBLY 6.89X9.06"",8,0,"65.00000","0","1","-","Active","Assembly (On Frame)","3","5","2390","378","4","6.89"" L x 9.06"" W (175.0mm x 230.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/319030004_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_319030004.jpg,1597-1264-ND,319030004,"Seeed Technology Co., Ltd",BREADBRD TERM STRIP 1.77X1.38"",77,0,"3.01000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","1.77"" L x 1.38"" W (45.0mm x 35.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/319030007_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_319030007.jpg,1597-1267-ND,319030007,"Seeed Technology Co., Ltd",MINI BREAD BOARD 4.5X3.5CM-RED,60,0,"3.01000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923292-I.jpg,923292-ND,923292-I,3M,BREADBOARD TERM STRIP 6.50X0.63"",14,0,"31.38000","0","1","-","Active","Terminal Strip (No Frame)","-","-","216","-","-","6.50"" x 0.63"" (165.1mm x 16.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923265-I.jpg,923265-ND,923265-I,3M,BREADBOARD TERM STRIP 4.90X1.36"",22,0,"32.39000","0","1","-","Active","Terminal Strip (No Frame)","1","-","480","96","-","4.90"" x 1.36"" (124.5mm x 34.5mm)"
http://schmartboard.com/content/Brochures/201-0015-01.pdf,-,1988-1041-ND,201-0015-01,"Schmartboard, Inc.",400 TIE POINT SCHMARTBOARD BREAD,42,0,"5.50000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.24"" L x 2.10"" W (82.3mm x 53.3mm)"
-,-,1988-1060-ND,920-0031-01,"Schmartboard, Inc.",BREADBOARD 830 TEST POINTS,46,0,"7.95000","0","1","-","Active","Terminal Strip (No Frame)","1","2","830","126","-","6.50"" L x 2.13"" W (165.1mm x 54.0mm)"
http://schmartboard.com/content/Brochures/201-0016-01.pdf,-,1988-1042-ND,201-0016-01,"Schmartboard, Inc.",830 TIE POINT SCHMARTBOARD BREAD,45,0,"7.95000","0","1","-","Active","Terminal Strip (No Frame)","1","2","830","126","-","6.49"" L x 2.10"" W (164.8mm x 53.3mm)"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/340-038_Web.pdf,-,1286-1231-ND,340-038,"Digilent, Inc.",SOLDERLESS BREADBOARD KIT: SMALL,49,0,"7.99000","0","1","-","Active","Terminal Strip (No Frame)","1","2","830","126","-","6.50"" x 2.13"" (165.1mm x 54.0mm)"
https://www.budind.com/pdf/BB-32619.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_BB-32619.jpg,377-2644-ND,BB-32619,Bud Industries,BREADBOARD ASSEMBLY 6.50X5.31"",36,69,"19.53000","0","1","BG, Board-Ganizer","Active","Assembly (On Frame)","3","6","810","138","3","6.50"" x 5.31"" (165.0mm x 135.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,-,3M156913-ND,923299-I,3M,BREADBOARD TERMINAL STRIP 20PC,8,0,"42.38000","0","1","-","Active","Terminal Strip (No Frame)","1","-","8","-","-","-"
http://www.globalspecialties.com/media/k2/attachments/PB-83E_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_PB-83E.jpg,BKPB-83E-ND,PB-83E,Global Specialties,EXT PWRD BREADBOARD 830 TIE-PNT,67,0,"17.50000","0","1","-","Obsolete","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/Accessories_Webpage.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/340-002P.JPG",1286-1062-ND,340-002,"Digilent, Inc.",BREADBOARD ASSEMBLY 9.06X6.88"",33,0,"24.99000","0","1","-","Obsolete","Assembly (On Frame)","3","5","2390","378","4","9.06"" x 6.88"" (230.1mm x 174.8mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-060_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-060.jpg,BKGS-060-ND,GS-060,Global Specialties,BREADBRD DISTI STRIP 4X0.69"" 2PC,23,0,"2.60000","0","1","GS","Active","Distribution Strip (No Frame)","-","1","60","-","-","4.00"" L x 0.69"" W (101.6mm x 17.5mm)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0096-C_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0096-C.jpg,1738-1327-ND,FIT0096-C,DFRobot,BREADBRD TERM STRIP 3.23X2.44"",10,0,"3.55000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.23"" L x 2.44"" W (82.0mm x 62.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-12043_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-12043.jpg,1568-1801-ND,PRT-12043,SparkFun Electronics,BREADBOARD TERM STRIP 1.85X1.38"",23,0,"3.95000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","1.85"" x 1.38"" (47.0mm x 35.0mm)"
https://www.budind.com/pdf/BB-32656.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/BB-32656.jpg,377-2646-ND,BB-32656,Bud Industries,BREADBOARD TERM STRIP 6.50X2.15"",22,200,"7.32000","0","1","BG, Board-Ganizer","Active","Terminal Strip (No Frame)","1","2","830","126","-","6.50"" x 2.15"" (165.1mm x 54.5mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-830T_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-830T.JPG,BKGS-830T-ND,GS-830T,Global Specialties,BREADBRD TERM STRIP 6.50X2.13"",11,0,"9.25000","0","1","GS","Active","Terminal Strip (No Frame)","1","2","830","166","-","6.50"" L x 2.13"" W (165.1mm x 54.0mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-080_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-080.JPG,BKGS-080-ND,GS-080,Global Specialties,BREADBRD DIST STRP 5.25X0.69 2PC,12,0,"3.10000","0","1","GS","Active","Distribution Strip (No Frame)","-","1","80","-","-","5.25"" L x 0.69"" W (133.4mm x 17.5mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-100T_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-100T.jpg,BKGS-100T-ND,GS-100T,Global Specialties,BREADBRD DISTI STRIP 6.50X0.69"",16,0,"4.25000","0","1","GS","Active","Distribution Strip (No Frame)","-","1","100","-","-","6.50"" L x 0.69"" W (165.1mm x 17.5mm)"
http://www.globalspecialties.com/media/k2/attachments/GS-470_datasheet.pdf,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GS-470.jpg,BKGS-470-ND,GS-470,Global Specialties,BREADBRD TERM STRIP 5.25X1.38"",14,0,"5.15000","0","1","GS","Active","Terminal Strip (No Frame)","1","-","470","94","-","5.25"" L x 1.38"" W (133.4mm x 34.9mm)"
http://www.globalspecialties.com/solderless-breadboards/breadboards-mounted/download/1546_22d4a63ac8b33cc0768ea2cf1428eb6f.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_PB-326T.jpg,BKPB-326T-ND,PB-326T,Global Specialties,TRNSPRNT PROTO-BRD 3260 TIE PNT,1,0,"89.00000","0","1","-","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/922345.JPG,922345-ND,922345,3M,BREADBRD ASSEMBLY 12.44X9.75"",0,0,"203.75000","0","1","300","Active","Assembly (On Frame)","5","12","4520","640","4","12.44"" x 9.75"" (316.0mm x 247.7mm)"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-1140_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1140.JPG,1471-1521-ND,MIKROE-1140,MikroElektronika,BREADBOARD MINI SELF-ADHESIVE BL,2,0,"3.56000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-1137_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1137.JPG,1471-1518-ND,MIKROE-1137,MikroElektronika,BREADBOARD MINI SELF-ADHESIVE RE,1,0,"3.56000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-1139_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1139.JPG,1471-1520-ND,MIKROE-1139,MikroElektronika,BREADBOARD MINI SELF-ADHESIVE WH,1,0,"3.56000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-1141_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1141.JPG,1471-1522-ND,MIKROE-1141,MikroElektronika,BREADBOARD MINI SELF-ADHESIVE BL,1,0,"3.56000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-1138_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1138.JPG,1471-1519-ND,MIKROE-1138,MikroElektronika,BREADBOARD TERMINAL STRIP,0,0,"3.56000","0","1","-","Active","Terminal Strip (No Frame)","1","-","170","34","-","-"
http://www.twinind.com/files/datasheets/Twin_Industries_High-Temp_Solderless_Breadboards.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-E40-510-P.JPG,438-1136-ND,TW-E40-510-P,Twin Industries,BREADBOARD HIGH TEMP 3.30X2.14"",12,0,"6.59000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.30"" x 2.14"" (83.8mm x 54.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923277-I.jpg,923277-ND,923277-I,3M,BREADBOARD DISTI BUS 6.50X0.35"",11,0,"16.34000","0","1","-","Active","Distribution Bus (No Frame)","-","1","96","-","-","6.50"" x 0.35"" (165.1mm x 8.9mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923285-I.jpg,923285-ND,923285-I,3M,BREADBOARD DISTI BUS 3.50X0.35"",1,0,"43.83000","0","1","-","Active","Distribution Bus (No Frame)","-","1","48","-","-","3.50"" x 0.35"" (88.9mm x 8.9mm)"
http://schmartboard.com/content/Brochures/920-0137-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_920-0137-01.jpg",1988-1148-ND,920-0137-01,"Schmartboard, Inc.",BREADBOARD 400 TEST POINTS,9,0,"5.50000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.25"" L x 2.13"" W (82.6mm x 54.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/Solderless_Breadboard_Kit_Small_Web.pdf,-,1286-340-015-1-ND,340-015-1,"Digilent, Inc.",SOLDERLESS BREADBOARD KIT: SMALL,20,0,"6.99000","0","1","*","Active","-","-","-","-","-","-","-"
http://schmartboard.com/content/Brochures/201-0015-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_201-0015-31.jpg",1988-1069-ND,201-0015-31,"Schmartboard, Inc.",400 TIE POINT SCHMARTBOARD BREAD,10,0,"10.00000","0","1","-","Active","Terminal Strip (No Frame)","1","2","400","60","-","3.24"" L x 2.10"" W (82.3mm x 53.3mm)"
