Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Style","Length","Color","Wire Gauge"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-11709_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-11709.JPG,1568-1643-ND,PRT-11709,SparkFun Electronics,JUMPER M/M 6"" 20AWG 10PCS,58,0,"5.95000","0","1","10 per Pkg","-","Active","Male to Male","6.00"" (152.40mm)","Various","20 AWG"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/310-001_Web.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_310-001.jpg",1286-1126-ND,310-001,"Digilent, Inc.",JUMPER KIT VARIOUS 22AWG 140PCS,33,0,"5.99000","0","1","140 per Pkg","-","Active","Kit - Male to Male","Various","Various","22 AWG"
http://schmartboard.com/content/Brochures/920-0016-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0016-01.jpg",1988-1034-ND,920-0016-01,"Schmartboard, Inc.",QTY. 10 2""FEMALE JUMPERS AND 40,75,0,"6.00000","0","1","-","-","Active","Female to Female","2.00"" (50.80mm)","Blue","28 AWG"
http://schmartboard.com/content/Brochures/920-0097-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0097-01.jpg",1988-1039-ND,920-0097-01,"Schmartboard, Inc.",QTY 10 5"" MALE JUMPERS,42,0,"6.00000","0","1","-","-","Active","Male to Male","5.00"" (127.00mm)","Yellow","28 AWG"
http://schmartboard.com/content/Brochures/920-0099-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_920-0099-01.jpg",1988-1061-ND,920-0099-01,"Schmartboard, Inc.",QTY 10 7"" MALE JUMPERS,43,0,"7.00000","0","1","-","-","Active","Male to Male","7.00"" (177.80mm)","Blue","28 AWG"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/BC-32628.JPG,377-2260-ND,BC-32628,Bud Industries,JUMPER M/F 7.874"" 26AWG 1PC,75,1007,"7.30000","0","1","1 per Pkg","-","Active","Male to Female, Zippable, 40 Conductor","7.874"" (200.00mm)","Various","26 AWG"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/BC-32627.JPG,377-2259-ND,BC-32627,Bud Industries,JUMPER M/M 7.874"" 26AWG 1PC,88,337,"7.60000","0","1","1 per Pkg","-","Active","Male to Male, Zippable, 40 Conductor","7.874"" (200.00mm)","Various","26 AWG"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/BC-32626.JPG,377-2258-ND,BC-32626,Bud Industries,JUMPER KIT VARIOUS 140PCS,38,251,"9.20000","0","1","140 per Pkg","-","Active","Kit - Pre-Formed for Breadboard","Various","Various","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923345-10-C.jpg,923345-10-ND,923345-10-C,3M,JUMPER PREFORM 1"" 22AWG 100PCS,96,0,"20.56000","0","1","100 per Pkg","-","Active","Pre-Formed for Breadboard","1.000"" (25.40mm)","Brown","22 AWG"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923345-40-C.jpg,923345-40-ND,923345-40-C,3M,JUMPER PREFORM 4"" 22AWG 75PCS,70,0,"20.56000","0","1","75 per Pkg","-","Active","Pre-Formed for Breadboard","4.000"" (101.60mm)","Yellow","22 AWG"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923345-06-C.jpg,923345-06-ND,923345-06-C,3M,JUMPER PREFORM 0.6"" 22AWG 150PCS,64,0,"20.56000","0","1","150 per Pkg","-","Active","Pre-Formed for Breadboard","0.600"" (15.24mm)","Blue","22 AWG"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923345-20-C.jpg,923345-20-ND,923345-20-C,3M,JUMPER PREFORM 2"" 22AWG 100PCS,44,0,"20.56000","0","1","100 per Pkg","-","Active","Pre-Formed for Breadboard","2.000"" (50.80mm)","Red","22 AWG"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923345-09-C.jpg,923345-09-ND,923345-09-C,3M,JUMPER PREFORM 0.9"" 22AWG 150PCS,38,0,"20.56000","0","1","150 per Pkg","-","Active","Pre-Formed for Breadboard","0.900"" (22.86mm)","White","22 AWG"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10897_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10897.JPG,1568-1641-ND,PRT-10897,SparkFun Electronics,JUMPER WIRE M/M 6"" 100PCS,47,0,"24.95000","0","1","100 per Pkg","-","Active","Male to Male","6.00"" (152.40mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-09194_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-09194.jpg,1568-1586-ND,PRT-09194,SparkFun Electronics,JUMPER F TO F/M TO M 6"" 100PCS,23,0,"24.95000","0","1","100 per Pkg","-","Active","Female to Female, Male to Male","6.00"" (152.40mm)","Various","-"
http://schmartboard.com/content/Brochures/920-0169-50.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0169-50.jpg",1988-1161-ND,920-0169-50,"Schmartboard, Inc.","QTY 10 OF YELLOW, BLUE, RED, BLA",52,0,"25.00000","0","1","-","-","Active","Female to Female","3.00"" (76.20mm)","Various","28 AWG"
http://schmartboard.com/content/Brochures/920-0007-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0112-50.jpg",1988-1142-ND,920-0112-50,"Schmartboard, Inc.","QTY 10 OF YELLOW, BLUE, RED, BLA",42,0,"25.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Various","28 AWG"
http://schmartboard.com/content/Brochures/920-0192-50.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_920-0192-50.jpg",1988-1066-ND,920-0192-50,"Schmartboard, Inc.",QTY 10 OF GRAY PURPLE BLACK,28,0,"25.00000","0","1","-","-","Active","Female to Female","5.00"" (127.00mm)","Various","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0155-50.jpg",1988-1156-ND,920-0155-50,"Schmartboard, Inc.",50 PACK ASSORTED COLOR 12"" FEMAL,66,0,"30.00000","0","1","-","-","Active","Female to Female","12.00"" (304.80mm)","Various","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0156-50.jpg",1988-1157-ND,920-0156-50,"Schmartboard, Inc.",50 PACK ASSORTED COLOR 7"" MALE T,26,0,"30.00000","0","1","-","-","Active","Male to Female","7.00"" (177.80mm)","Various","28 AWG"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-09386_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-09386.JPG,1568-1715-ND,PRT-09386,SparkFun Electronics,JUMPER WIRE M/F 12"" 100PCS,42,0,"34.95000","0","1","100 per Pkg","-","Active","Male to Female","12.00"" (304.80mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-09390_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-09390.JPG,1568-1588-ND,PRT-09390,SparkFun Electronics,JUMPER WIRE F/F 12"" 100PCS,42,0,"34.95000","0","1","100 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3141_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3141.jpg,1528-2176-ND,3141,Adafruit Industries LLC,JUMPER WIRE F TO F 6"" 28AWG,27,0,"2.95000","0","1","-","-","Active","Female to Female, Zippable, 40 Conductor","6.000"" (152.40mm)","Various","28 AWG"
-,//media.digikey.com/Photos/MikroElektronika/MIKROE-2023.JPG,1471-1515-ND,MIKROE-2023,MikroElektronika,JUMPER M/M VARIOUS 75PCS,65,0,"6.12000","0","1","75 per Pkg","-","Active","Male to Male","Various","Various","-"
"//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/TW-MFP-5,10,20.pdf",//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-MFP-5.jpg,438-1144-ND,TW-MFP-5,Twin Industries,JUMPER M/F 1.969"" 24AWG 10PCS,41,0,"7.18000","0","1","10 per Pkg","-","Active","Male to Female","1.969"" (50.01mm)","-","24 AWG"
-,//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-MP-5.JPG,438-1073-ND,TW-MP-5,Twin Industries,JUMPER M/M 1.969"" 24AWG 10PCS,30,0,"7.18000","0","1","10 per Pkg","-","Active","Male to Male","1.969"" (50.01mm)","-","24 AWG"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/BC-32676.JPG,377-2268-ND,BC-32676,Bud Industries,JUMPER CONN/FEMALE 7.874"" 1PC,28,94,"7.30000","0","1","1 per Pkg","-","Active","Connector to Female","7.874"" (200.00mm)","Various","-"
-,//media.digikey.com/photos/Twin%20Industries%20Photos/TW-MP-10.JPG,438-1074-ND,TW-MP-10,Twin Industries,JUMPER M/M 3.937"" 24AWG 10PCS,68,0,"7.54000","0","1","10 per Pkg","-","Active","Male to Male","3.937"" (100.00mm)","-","24 AWG"
"//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/TW-MFP-5,10,20.pdf",//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-MFP-10.jpg,438-1145-ND,TW-MFP-10,Twin Industries,JUMPER M/F 3.937"" 24AWG 10PCS,40,0,"7.54000","0","1","10 per Pkg","-","Active","Male to Female","3.937"" (100.00mm)","-","24 AWG"
-,//media.digikey.com/photos/Twin%20Industries%20Photos/TW-MP-20.JPG,438-1075-ND,TW-MP-20,Twin Industries,JUMPER M/M 7.874"" 24AWG 10PCS,37,0,"7.90000","0","1","10 per Pkg","-","Active","Male to Male","7.874"" (200.00mm)","-","24 AWG"
"//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/TW-MFP-5,10,20.pdf",//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-MFP-20.jpg,438-1146-ND,TW-MFP-20,Twin Industries,JUMPER M/F 7.874"" 24AWG 10PCS,27,0,"7.90000","0","1","10 per Pkg","-","Active","Male to Female","7.874"" (200.00mm)","Black","24 AWG"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10367_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10367.jpg,1568-1929-ND,PRT-10367,SparkFun Electronics,JUMPER WIRE 0.1\"" 2-PIN 6\"",189,0,"1.50000","0","1","1 per Pkg","-","Active","Female to Female","6.000"" (152.40mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10371_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10371.jpg,1568-1933-ND,PRT-10371,SparkFun Electronics,JUMPER WIRE 0.1\"" 6-PIN 6\"",168,0,"1.50000","0","1","1 per Pkg","-","Active","Female to Female","6.000"" (152.40mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10368_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10368.jpg,1568-1930-ND,PRT-10368,SparkFun Electronics,JUMPER WIRE 0.1\"" 3-PIN 6\"",157,0,"1.50000","0","1","1 per Pkg","-","Active","Female to Female","6.000"" (152.40mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10370_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10370.jpg,1568-1932-ND,PRT-10370,SparkFun Electronics,JUMPER WIRE 0.1\"" 5-PIN 6\"",83,0,"1.50000","0","1","1 per Pkg","-","Active","Female to Female","6.000"" (152.40mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10372_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10372.jpg,1568-1934-ND,PRT-10372,SparkFun Electronics,JUMPER WIRE 0.1\"" 2-PIN 12\"",203,0,"1.95000","0","1","1 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Various","-"
-,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0208-01.jpg",1988-1178-ND,920-0208-01,"Schmartboard, Inc.",10 PACK 7"" FEMALE GRAY JUMPERS W,56,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Gray","28 AWG"
http://schmartboard.com/content/Brochures/920-0180-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0180-01.jpg",1988-1166-ND,920-0180-01,"Schmartboard, Inc.",QTY. 10 5"" BLACKFEMALE JUMPERS A,40,0,"6.00000","0","1","-","-","Active","Female to Female","5.00"" (127.00mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0106-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0106-01.jpg",1988-1140-ND,920-0106-01,"Schmartboard, Inc.",QTY. 10 7"" BLACK FEMALE JUMPERS,28,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0139-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0139-01.jpg",1988-1149-ND,920-0139-01,"Schmartboard, Inc.",10 PACK 12"" WHITE FEMALE WITH 40,51,0,"7.00000","0","1","-","-","Active","Female to Female","12.00"" (304.80mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0141-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_920-0141-01.jpg",1988-1065-ND,920-0141-01,"Schmartboard, Inc.",10 PACK 12"" YELLOW FEMALE WITH 4,45,0,"7.00000","0","1","-","-","Active","Female to Female","12.00"" (304.80mm)","Yellow","28 AWG"
http://schmartboard.com/content/Brochures/920-0090-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0090-01.jpg",1988-1037-ND,920-0090-01,"Schmartboard, Inc.",QTY. 10 9"" MALE TO FEMALE JUMPER,48,0,"8.00000","0","1","-","-","Active","Male to Female","9.00"" (228.60mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0091-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0091-01.jpg",1988-1138-ND,920-0091-01,"Schmartboard, Inc.",QTY. 10 12"" MALE TO FEMALE JUMPE,35,0,"8.00000","0","1","-","-","Active","Male to Female","12.00"" (304.80mm)","Orange","28 AWG"
http://schmartboard.com/content/Brochures/922-0001-01.pdf,-,1988-1067-ND,922-0001-01,"Schmartboard, Inc.",QTY. 5 BLACK MALE/FEMALE 11"" 4 W,50,0,"9.00000","0","1","-","-","Active","Male to Female","11.00"" (279.40mm)","Black","-"
http://schmartboard.com/content/Brochures/922-0003-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/922-0003-01.jpg",1988-1068-ND,922-0003-01,"Schmartboard, Inc.",QTY. 5 RED MALE/FEMALE 11"" 4 WAY,48,0,"9.00000","0","1","-","-","Active","Male to Female","11.00"" (279.40mm)","Red","-"
http://schmartboard.com/content/Brochures/922-0005-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/922-0005-01.JPG",1988-1184-ND,922-0005-01,"Schmartboard, Inc.",QTY. 5 BLUE MALE/FEMALE 11"" 4 WA,26,0,"9.00000","0","1","-","-","Active","Male to Female","11.00"" (279.40mm)","Blue","-"
-,-,1988-1181-ND,920-0214-50,"Schmartboard, Inc.",10 OF EACH GREEN BROWN GRAY O,21,0,"25.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Various","28 AWG"
http://schmartboard.com/content/Brochures/920-0193-50.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0193-50.jpg",1988-1172-ND,920-0193-50,"Schmartboard, Inc.","QTY. 10 OF GREEN, RED, ORANGE, B",9,0,"30.00000","0","1","-","-","Active","Female to Female","9.00"" (228.60mm)","Various","28 AWG"
http://schmartboard.com/content/Brochures/920-0006-01.pdf,-,920-0009-01-ND,920-0009-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 5"" 100PCS,53,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","5.00"" (127.00mm)","Yellow","28 AWG"
http://schmartboard.com/content/Brochures/920-0007-01.pdf,-,920-0010-01-ND,920-0010-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,22,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Blue","28 AWG"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Solderless%20Breadboard%20Acces.pdf,//media.digikey.com/photos/3M%20Photos/923345-02-C.jpg,923345-02-ND,923345-02-C,3M,JUMPER PREFORM 0.2"" 22AWG 200PCS,0,0,"20.56000","0","1","200 per Pkg","-","Active","Pre-Formed for Breadboard","0.200"" (5.08mm)","Red","22 AWG"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-09139_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-09139.JPG,1568-1578-ND,PRT-09139,SparkFun Electronics,JUMPER WIRE M/F 6"" 100PCS,0,0,"24.95000","0","1","100 per Pkg","-","Active","Male to Female","6.00"" (152.40mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10369_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-10369.jpg,1568-1931-ND,PRT-10369,SparkFun Electronics,JUMPER WIRE 0.1\"" 4-PIN 6\"",25,0,"1.50000","0","1","1 per Pkg","-","Active","Female to Female","6.000"" (152.40mm)","Various","-"
http://schmartboard.com/content/Brochures/920-0096-50.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0096-50.JPG",1988-1038-ND,920-0096-50,"Schmartboard, Inc.",QTY. 50 BLUE DAISY CHAINED FEMAL,0,0,"15.00000","0","1","-","-","Active","Female to Female","8.00"" (203.20mm)","Blue","28 AWG"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1952_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_1952.JPG,1528-1963-ND,1952,Adafruit Industries LLC,JUMPER WIRE M TO F 12"" 28AWG,0,0,"3.95000","0","1","-","-","Active","Male to Female","12.000"" (304.80mm)","Various","28 AWG"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-2022_Web.pdf,//media.digikey.com/photos/MikroElektronika/MIKROE-2022.jpg,1471-1514-ND,MIKROE-2022,MikroElektronika,JUMPER KIT VARIOUS 22AWG 140PCS,17,0,"6.12000","0","1","140 per Pkg","-","Active","Kit - Pre-Formed for Breadboard","Various","Various","22 AWG"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/BC-32675.JPG,377-2267-ND,BC-32675,Bud Industries,JUMPER CONNECTOR/MALE 7.874"" 1PC,9,68,"7.30000","0","1","1 per Pkg","-","Active","Connector to Male","7.874"" (200.00mm)","Various","-"
"//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/TW-FP-5,10,20.pdf",//media.digikey.com/Photos/Twin%20Industries%20Photos/TW-FP-20.jpg,438-1143-ND,TW-FP-20,Twin Industries,JUMPER F/F 7.874"" 24AWG 10PCS,16,0,"7.90000","0","1","10 per Pkg","-","Active","Female to Female","7.874"" (200.00mm)","Violet","24 AWG"
-,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0210-01.JPG",1988-1179-ND,920-0210-01,"Schmartboard, Inc.",10 PACK 7"" FEMALE ORANGE JUMPERS,23,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Orange","28 AWG"
http://schmartboard.com/content/Brochures/920-0176-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0176-01.jpg",1988-1164-ND,920-0176-01,"Schmartboard, Inc.",QTY 10 5"" GRAY FEMALE JUMPERS A,22,0,"6.00000","0","1","-","-","Active","Female to Female","5.00"" (127.00mm)","Gray","28 AWG"
-,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0206-01.JPG",1988-1177-ND,920-0206-01,"Schmartboard, Inc.",10 PACK 7"" FEMALE BROWN JUMPERS,22,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Brown","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0178-01.jpg",1988-1165-ND,920-0178-01,"Schmartboard, Inc.",QTY. 10 5"" PURPLE FEMALE JUMPERS,20,0,"6.00000","0","1","-","-","Active","Female to Female","5.00"" (127.00mm)","Violet","28 AWG"
http://schmartboard.com/content/Brochures/920-0107-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0107-01.jpg",1988-1141-ND,920-0107-01,"Schmartboard, Inc.",QTY. 10 7"" YELLOW FEMALE JUMPERS,19,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Yellow","28 AWG"
-,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0212-01.JPG",1988-1180-ND,920-0212-01,"Schmartboard, Inc.",10 PACK 7"" FEMALE PURPLE JUMPERS,19,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Violet","28 AWG"
http://schmartboard.com/content/Brochures/920-0182-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0182-01.jpg",1988-1167-ND,920-0182-01,"Schmartboard, Inc.",QTY. 10 5"" RED FEMALE JUMPERS AN,18,0,"6.00000","0","1","-","-","Active","Female to Female","5.00"" (127.00mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0104-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0104-01.jpg",1988-1139-ND,920-0104-01,"Schmartboard, Inc.",QTY. 10 7"" RED FEMALE JUMPERS AN,17,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Red","28 AWG"
-,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0204-01.JPG",1988-1176-ND,920-0204-01,"Schmartboard, Inc.",10 PACK 7"" FEMALE GREEN JUMPERS,16,0,"6.00000","0","1","-","-","Active","Female to Female","7.00"" (177.80mm)","Green","28 AWG"
http://schmartboard.com/content/Brochures/920-0163-01%20and%20920-0167-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0163-01.jpg",1988-1159-ND,920-0163-01,"Schmartboard, Inc.",QTY. 10 3"" WHITE FEMALE JUMPERS,15,0,"6.00000","0","1","-","-","Active","Female to Female","3.00"" (76.20mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0164-01%20and%20920-0168-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0164-01.jpg",1988-1160-ND,920-0164-01,"Schmartboard, Inc.",QTY. 10 3"" BLUE FEMALE JUMPERS A,13,0,"6.00000","0","1","-","-","Active","Female to Female","3.00"" (76.20mm)","Blue","28 AWG"
http://schmartboard.com/content/Brochures/920-0162-01%20and%20920-0166-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0162-01.jpg",1988-1158-ND,920-0162-01,"Schmartboard, Inc.",QTY. 10 3"" BLACK FEMALE JUMPERS,10,0,"6.00000","0","1","-","-","Active","Female to Female","3.00"" (76.20mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0184-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0184-01.JPG",1988-1168-ND,920-0184-01,"Schmartboard, Inc.",QTY. 10 9"" GREEN FEMALE JUMPERS,25,0,"7.00000","0","1","-","-","Active","Female to Female","9.00"" (228.60mm)","Green","28 AWG"
http://schmartboard.com/content/Brochures/920-0190-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0190-01.JPG",1988-1171-ND,920-0190-01,"Schmartboard, Inc.",QTY. 10 9"" BROWN FEMALE JUMPERS,24,0,"7.00000","0","1","-","-","Active","Female to Female","9.00"" (228.60mm)","Brown","28 AWG"
http://schmartboard.com/content/Brochures/920-0188-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0188-01.JPG",1988-1170-ND,920-0188-01,"Schmartboard, Inc.",QTY. 10 9"" ORANGE FEMALE JUMPERS,22,0,"7.00000","0","1","-","-","Active","Female to Female","9.00"" (228.60mm)","Orange","28 AWG"
http://schmartboard.com/content/Brochures/920-0089-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0089-01.jpg",1988-1137-ND,920-0089-01,"Schmartboard, Inc.",QTY. 10 7"" MALE TO FEMALE JUMPER,21,0,"7.00000","0","1","-","-","Active","Male to Female","7.00"" (177.80mm)","Brown","28 AWG"
http://schmartboard.com/content/Brochures/920-0186-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0186-01.JPG",1988-1169-ND,920-0186-01,"Schmartboard, Inc.",QTY. 10 9"" RED FEMALE JUMPERS AN,21,0,"7.00000","0","1","-","-","Active","Female to Female","9.00"" (228.60mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0145-01.pdf,-,920-0145-01-ND,920-0145-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 12"" 10PCS,20,0,"7.00000","0","1","10 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0149-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0149-01.jpg",1988-1153-ND,920-0149-01,"Schmartboard, Inc.",10 PACK 7"" GRAY MALE TO FEMALE W,19,0,"7.00000","0","1","-","-","Active","Male to Female","7.00"" (177.80mm)","Gray","28 AWG"
http://schmartboard.com/content/Brochures/920-0143-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0143-01.jpg",1988-1150-ND,920-0143-01,"Schmartboard, Inc.",10 PACK 12"" RED FEMALE WITH 40 H,0,0,"7.00000","0","1","-","-","Active","Female to Female","12.00"" (304.80mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0147-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0147-01.jpg",1988-1152-ND,920-0147-01,"Schmartboard, Inc.",10 PACK 7"" WHITE FEMALE TO FEMAL,17,0,"7.00000","0","1","-","-","Active","Male to Female","7.00"" (177.80mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0151-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/920-0151-01.jpg",1988-1154-ND,920-0151-01,"Schmartboard, Inc.",10 PACK 7"" RED MALE TO FEMALE WI,14,0,"7.00000","0","1","-","-","Active","Male to Female","7.00"" (177.80mm)","Red","28 AWG"
