Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Package Accepted","Number of Positions","Pitch","Board Thickness","Material","Size / Dimension"
http://schmartboard.com/content/Brochures/202-0030-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/202-0030-01.JPG",1988-1087-ND,202-0030-01,"Schmartboard, Inc.","QFP, 120 - 144 PINS 0.8MM PITCH,",18,0,"20.00000","0","1","-","Active","SMD to Plated Through Hole Board","PQFP,QFP,TQFP","144","0.031"" (0.80mm)","-","-","4.000"" L x 4.000"" W (101.60mm x 101.60mm)"
http://schmartboard.com/content/Brochures/202-0031-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/202-0031-01.JPG",1988-1088-ND,202-0031-01,"Schmartboard, Inc.","QFP, 112 - 160 PINS 0.65MM PITCH",23,0,"21.60000","0","1","-","Active","SMD to Plated Through Hole Board","PQFP,QFP,TQFP","160","0.026"" (0.65mm)","-","-","4.000"" L x 4.000"" W (101.60mm x 101.60mm)"
http://www.chipquik.com/datasheets/CN0072.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0072_Top.jpg,CN0072-ND,CN0072,Chip Quik Inc.,200 POSITION SODIMM DDR2 (1.8V),18,0,"24.99000","0","1","Proto-Advantage","Active","Connector to Plated Through Hole","-","200","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","5.050"" L x 2.500"" W (128.27mm x 63.50mm)"
-,//media.digikey.com/Photos/Twin%20Industries%20Photos/8100-SMT14.JPG,438-1054-ND,8100-SMT14,Twin Industries,ADAPTER BOARD 64 TQFP 0.5MMPITCH,7,0,"34.00000","0","1","-","Active","SMD to Plated Through Hole Board","TQFP","-","-","-","-","6.000"" L x 4.000"" W (152.40mm x 101.60mm)"
http://www.chipquik.com/datasheets/BGA0030.pdf,-,BGA0030-ND,BGA0030,Chip Quik Inc.,BGA-36 TO DIP-36 SMT ADAPTER (0.,25,0,"44.61000","0","1","Proto-Advantage","Active","SMD to DIP","BGA","36","0.020"" (0.50mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","0.700"" L x 1.800"" W (17.78mm x 45.72mm)"
http://www.chipquik.com/datasheets/BGA0029.pdf,-,BGA0029-ND,BGA0029,Chip Quik Inc.,BGA-36 TO DIP-36 SMT ADAPTER (0.,13,0,"45.66000","0","1","Proto-Advantage","Active","SMD to DIP","BGA","36","0.014"" (0.35mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","0.700"" L x 1.800"" W (17.78mm x 45.72mm)"
http://www.chipquik.com/datasheets/BGA0027.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_BGA0027.JPG,BGA0027-ND,BGA0027,Chip Quik Inc.,BGA-121 SMT ADAPTER (0.65MM PITC,23,0,"54.99000","0","1","Proto-Advantage","Active","SMD to PGA","BGA","121","0.026"" (0.65mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","1.900"" L x 1.900"" W (48.26mm x 48.26mm)"
http://www.proto-advantage.com/store/datasheets/BGA0023.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/BGA0023.JPG,BGA0023-ND,BGA0023,Chip Quik Inc.,BGA-100 SMT ADAPTER (0.4 MM PITC,17,0,"54.99000","0","1","Proto-Advantage","Active","SMD to PGA","BGA","100","0.016"" (0.40mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","1.900"" x 1.900"" (48.26mm x 48.26mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/319010047_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/319010047_Side_1.JPG,1597-1260-ND,319010047,"Seeed Technology Co., Ltd",QFP SURFACE MOUNT PROTOBOARD 0.5,43,0,"10.20000","0","1","-","Obsolete","SMD to Plated Through Hole Board","SOIC, SSOP, 0805, DO-323, SOT23, XTAL, QFP","6, 8","0.020"" (0.50mm)","-","-","3.937"" L x 3.150"" W (100.00mm x 80.00mm)"
https://www.arieselec.com/products/data/18010rc-rohs-compliant-soic-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/14-350000-11-RC.jpg,A745-ND,14-350000-11-RC,Aries Electronics,SOCKET ADAPTER SOIC TO 14DIP 0.3,0,0,"8.74000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","14","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.400"" L x 0.450"" W (35.56mm x 11.43mm)"
https://www.arieselec.com/products/data/18011-soic-and-soj-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/24-650000-10.jpg,A720-ND,24-650000-10,Aries Electronics,SOCKET ADAPTER SOIC TO 24DIP 0.6,0,0,"14.69000","0","1","Correct-A-Chip® 650000","Active","SMD to DIP","SOIC","24","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.400"" L x 0.480"" W (60.96mm x 12.19mm)"
http://www.chipquik.com/datasheets/LS0002.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_LS0002.jpg,LS0002-ND,LS0002,Chip Quik Inc.,INVERTER TO DIP-6 SMT ADAPTER,84,0,"0.59000","0","1","Proto-Advantage","Active","SMD to DIP","SOT-23","5","0.037"" (0.95mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.400"" x 0.300"" (10.16mm x 7.62mm)"
http://www.chipquik.com/datasheets/F127T254P05.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_F127T254P05.jpg,F127T254P05-ND,F127T254P05,Chip Quik Inc.,PITCH CHANGER 1.27 MM TO 2.54 MM,22,0,"1.29000","0","1","Proto-Advantage","Active","Plated Through Hole to Plated Through Hole","-","5","0.050"" (1.27mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","-"
http://www.chipquik.com/datasheets/F200T254P08.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_F200T254P08.jpg,F200T254P08-ND,F200T254P08,Chip Quik Inc.,PITCH CHANGER 2.00 MM TO 2.54 MM,17,0,"1.69000","0","1","Proto-Advantage","Active","Plated Through Hole to Plated Through Hole","-","8","0.079"" (2.00mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","-"
http://www.chipquik.com/datasheets/F200T254P10.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_F200T254P10.jpg,F200T254P10-ND,F200T254P10,Chip Quik Inc.,PITCH CHANGER 2.00 MM TO 2.54 MM,12,0,"1.89000","0","1","Proto-Advantage","Active","Plated Through Hole to Plated Through Hole","-","10","0.079"" (2.00mm), 0.100"" (2.54mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOB-00497_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOB-00497.jpg,1568-1093-ND,BOB-00497,SparkFun Electronics,SSOP TO DIP ADAPTER - 8-PIN,13,0,"2.95000","0","1","-","Active","SMD to DIP","SSOP","8","0.025"" (0.64mm)","-","-","0.500"" L x 0.500"" W (12.70mm x 12.70mm)"
https://github.com/sparkfun/Rotary_Encoder_Breakout-Illuminated/tree/V_1.0,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-11722.JPG,1568-1383-ND,BOB-11722,SparkFun Electronics,SPARKFUN ROTARY ENCODER BREAKOUT,10,0,"2.95000","0","1","-","Active","Plated Through Hole to Plated Through Hole","Rotary Encoder","8","-","-","-","1.100"" L x 0.600"" W (27.94mm x 15.24mm)"
http://www.chipquik.com/datasheets/F200T254P16.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_F200T254P16.jpg,F200T254P16-ND,F200T254P16,Chip Quik Inc.,PITCH CHANGER 2.00 MM TO 2.54 MM,16,0,"2.99000","0","1","Proto-Advantage","Active","Plated Through Hole to Plated Through Hole","-","16","0.079"" (2.00mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","-"
http://www.chipquik.com/datasheets/PA0018.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0018.jpg,PA0018-ND,PA0018,Chip Quik Inc.,SSOP-20 TO DIP-20 SMT ADAPTER,22,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","SSOP","20","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.000"" (17.78mm x 25.40mm)"
http://www.chipquik.com/datasheets/IPC0083.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0083.JPG,IPC0083-ND,IPC0083,Chip Quik Inc.,DFN-6 TO DIP-10 SMT ADAPTER,18,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","DFN","6","0.037"" (0.95mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.500"" (25.40mm x 12.70mm)"
http://www.chipquik.com/datasheets/PA0028.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0028.jpg,PA0028-ND,PA0028,Chip Quik Inc.,QSOP-16 TO DIP-16 SMT ADAPTER,8,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","QSOP","16","0.025"" (0.64mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.800"" (17.78mm x 20.32mm)"
http://www.chipquik.com/datasheets/DC1210T.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC1210T.jpg,DC1210T-10X-ND,DC1210T-10X,Chip Quik Inc.,10PC DISCRETE 1210 TO 300MIL TH,24,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","1210","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.150"" (10.16mm x 3.81mm)"
http://www.chipquik.com/datasheets/DC1813T.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC1813T.jpg,DC1813T-10X-ND,DC1813T-10X,Chip Quik Inc.,10PC DISCRETE 1813 TO 300MIL TH,8,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","1813","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.200"" (10.16mm x 5.08mm)"
http://www.logicalsys.com/datasht/ssd3sm18.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_PA-SSD3SM18-08.jpg,309-1128-ND,PA-SSD3SM18-08,Logical Systems Inc.,SOCKET ADAPTER SSOP TO 8DIP,19,0,"5.00000","0","1","-","Active","SMD to DIP","SSOP, TSSOP","8","0.026"" (0.65mm)","-","-","0.450"" L x 0.450"" W (11.43mm x 11.43mm)"
http://www.logicalsys.com/datasht/msd3sm18-10.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/PA-MSD3SM18-10.JPG,309-1100-ND,PA-MSD3SM18-10,Logical Systems Inc.,SOCKET ADAPTER MSOP TO 10DIP,5,0,"5.00000","0","1","-","Active","SMD to DIP","MSOP","10","0.020"" (0.50mm)","-","-","0.450"" L x 0.550"" W (11.43mm x 13.97mm)"
http://www.chipquik.com/datasheets/CN0009.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0009.jpg,CN0009-ND,CN0009,Chip Quik Inc.,USB - MICRO B ADAPTER BOARD,19,0,"5.29000","0","1","Proto-Advantage","Active","Connector to SIP","USB - micro B","5","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.400"" x 0.500"" (10.16mm x 12.70mm)"
http://www.chipquik.com/datasheets/CN0030.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0030.jpg,CN0030-ND,CN0030,Chip Quik Inc.,DB9 FEMALE ADAPTER BOARD,1,0,"5.29000","0","1","Proto-Advantage","Active","Connector to SIP","DB9","9","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.400"" x 1.200"" (10.16mm x 30.48mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-SSOP20.JPG,A889AR-ND,LCQT-SSOP20,Aries Electronics,SOCKET ADAPTER SSOP TO 20DIP,17,0,"5.42000","0","1","Correct-A-Chip®","Active","SMD to DIP","SSOP","20","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" L x 0.700"" W (25.40mm x 17.78mm)"
http://schmartboard.com/content/Brochures/204-0014-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_204-0014-01.jpg",1988-1021-ND,204-0014-01,"Schmartboard, Inc.","SCHMARTBOARDEZ .5MM PITCH, 48 PI",22,0,"6.00000","0","1","-","Active","SMD to DIP","QFN, QFP","48","0.020"" (0.50mm)","-","-","2.390"" L x 0.795"" W (60.71mm x 20.19mm)"
http://schmartboard.com/content/Brochures/204-0025-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/204-0025-01.jpg",1988-1107-ND,204-0025-01,"Schmartboard, Inc.","SCHMARTBOARDEZ .5MM PITCH, 28 PI",8,0,"6.00000","0","1","-","Active","SMD to DIP","QFN, QFP","28","0.020"" (0.50mm)","-","-","1.400"" L x 0.600"" W (35.56mm x 15.24mm)"
http://www.chipquik.com/datasheets/IPC0072.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0072.JPG,IPC0072-ND,IPC0072,Chip Quik Inc.,DFN-14 TO DIP-18 SMT ADAPTER,23,0,"6.89000","0","1","Proto-Advantage","Active","SMD to DIP","DFN","14","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.900"" (25.40mm x 22.86mm)"
http://www.logicalsys.com/datasht/qsd3sm18.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_pa-qsd3sm18-16.jpg,309-1117-ND,PA-QSD3SM18-16,Logical Systems Inc.,ADAPTER 16QSOP TO 16DIP,16,0,"8.00000","0","1","-","Active","SMD to DIP","QSOP","16","0.025"" (0.64mm)","-","-","0.850"" L x 0.450"" W (21.59mm x 11.43mm)"
http://www.chipquik.com/datasheets/DR200D254P20F.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR200D254P20F.jpg,DR200D254P20F-ND,DR200D254P20F,Chip Quik Inc.,DUAL ROW 2.00MM PITCH 20-PIN FEM,21,0,"9.49000","0","1","Proto-Advantage","Active","Connector to DIP","2.00mm Header","20","0.079"" (2.00mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.000"" (17.78mm x 25.40mm)"
http://www.chipquik.com/datasheets/DR127D254P20F.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR127D254P20F.jpg,DR127D254P20F-ND,DR127D254P20F,Chip Quik Inc.,DUAL ROW 1.27MM PITCH 20-PIN FEM,18,0,"9.99000","0","1","Proto-Advantage","Active","Connector to DIP","1.27mm Header","20","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.000"" (17.78mm x 25.40mm)"
http://www.logicalsys.com/datasht/sod3sm18.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_pa-sod3sm18-20.jpg,309-1124-ND,PA-SOD3SM18-20,Logical Systems Inc.,SOCKET ADAPTER SOIC TO 20DIP,7,0,"10.00000","0","1","-","Active","SMD to DIP","SOIC","20","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","-","1.050"" L x 0.500"" W (26.67mm x 12.70mm)"
http://www.ti.com/lit/pdf/scdu012,//media.digikey.com/photos/Texas%20Instr%20Photos/EVM-LEADED1.jpg,296-49030-ND,EVM-LEADED1,Texas Instruments,EVALUATION MODULE,13,28,"10.38000","0","1","-","Active","SMD to DIP","-","-","-","-","-","-"
http://www.chipquik.com/datasheets/PA0071.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0071.JPG,PA0071-ND,PA0071,Chip Quik Inc.,QFN-40 TO DIP-40 SMT ADAPTER,12,0,"10.49000","0","1","Proto-Advantage","Active","SMD to DIP","QFN","40","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.000"" (25.40mm x 50.80mm)"
https://www.arieselec.com/products/data/18044-soic-to-sowic-adapter.pdf,//media.digikey.com/Photos/Aries/16-666000-00.JPG,A824AR-ND,16-666000-00,Aries Electronics,SOCKET ADAPTER SOIC TO 16SOWIC,23,0,"11.72000","0","1","Correct-A-Chip® 666000","Active","SMD to SMD","SOIC","16","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","-"
http://www.chipquik.com/datasheets/PA0094.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0094.JPG,PA0094-ND,PA0094,Chip Quik Inc.,LQFP-48/TQFP-48 TO DIP-48 SMT,5,0,"13.69000","0","1","Proto-Advantage","Active","SMD to DIP","LQFP, TQFP","48","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.400"" (25.40mm x 60.96mm)"
http://www.chipquik.com/datasheets/PA0188.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0188.jpg,PA0188-ND,PA0188,Chip Quik Inc.,LQFP-144 TO PGA-144 SMT ADAPTER,13,0,"15.29000","0","1","Proto-Advantage","Active","SMD to PGA","LQFP","144","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.300"" x 2.300"" (58.42mm x 58.42mm)"
http://www.chipquik.com/datasheets/PA0110.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0110.JPG,PA0110-ND,PA0110,Chip Quik Inc.,TQFP-80/LQFP-80 TO DIP-80 SMT,21,0,"15.79000","0","1","Proto-Advantage","Active","SMD to DIP","LQFP, TQFP","80","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 4.000"" (25.40mm x 101.60mm)"
http://www.chipquik.com/datasheets/PA0105SOCKET.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0105SOCKET.jpg,PA0105SOCKET-ND,PA0105SOCKET,Chip Quik Inc.,PLCC-20 SOCKET TO DIP-20 ADAPTER,9,0,"15.79000","0","1","Proto-Advantage","Active","SMD to DIP","LCC, JLCC, PLCC","20","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.000"" (17.78mm x 25.40mm)"
http://www.chipquik.com/datasheets/PA0223.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0223.JPG,PA0223-ND,PA0223,Chip Quik Inc.,TQFP-100 TO DIP-100 SMT ADAPTER,5,0,"19.49000","0","1","Proto-Advantage","Active","SMD to DIP","TQFP","100","0.016"" (0.40mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 5.000"" (25.40mm x 127.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOB-08891_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-08891.JPG,1568-1378-ND,BOB-08891,SparkFun Electronics,GAS SENSOR BREAKOUT BOARD,1,0,"0.95000","0","1","-","Active","Plated Through Hole to Plated Through Hole","Gas Sensor","6","-","-","-","0.661"" Dia (16.80mm)"
https://github.com/sparkfun/LED_Tactile_Button_Breakout,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-10467.JPG,1568-1381-ND,BOB-10467,SparkFun Electronics,LED TACTILE BUTTON BREAKOUT,2,0,"1.50000","0","1","-","Active","Through Hole to SIP","Tactile Switch","6","-","-","-","0.800"" L x 0.600"" W (20.32mm x 15.24mm)"
http://www.chipquik.com/datasheets/PA0016.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0016.JPG,PA0016-ND,PA0016,Chip Quik Inc.,SSOP-14 TO DIP-14 SMT ADAPTER,24,0,"4.09000","0","1","Proto-Advantage","Active","SMD to DIP","SSOP","14","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.700"" (17.78mm x 17.78mm)"
http://www.chipquik.com/datasheets/DC0402S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC0402S.jpg,DC0402S-10X-ND,DC0402S-10X,Chip Quik Inc.,10PC DISCRETE 0402 TO 300MIL TH,23,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","0402","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.300"" (10.16mm x 7.62mm)"
http://www.chipquik.com/datasheets/DC0805S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC0805S-10X.jpg,DC0805S-10X-ND,DC0805S-10X,Chip Quik Inc.,10PC DISCRETE 0805 TO 300MIL TH,19,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","0805","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.300"" (10.16mm x 7.62mm)"
http://www.chipquik.com/datasheets/DC1206S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC1206S-10X.jpg,DC1206S-10X-ND,DC1206S-10X,Chip Quik Inc.,10PC DISCRETE 1206 TO 300MIL TH,7,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","1206","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.300"" (10.16mm x 7.62mm)"
http://www.chipquik.com/datasheets/DC1210S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC1210S.jpg,DC1210S-10X-ND,DC1210S-10X,Chip Quik Inc.,10PC DISCRETE 1210 TO 300MIL TH,6,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","1210","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.400"" (10.16mm x 10.16mm)"
http://www.chipquik.com/datasheets/DC0603S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC0603S-10X.jpg,DC0603S-10X-ND,DC0603S-10X,Chip Quik Inc.,10PC DISCRETE 0603 TO 300MIL TH,4,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","0603","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.300"" (10.16mm x 7.62mm)"
http://www.capitaladvanced.com/pdf documents/9164ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/9164.jpg,9164CA-ND,9164,Capital Advanced Technologies,PROTOBOARD 14/16 SOIC SMT SIP,20,0,"5.28000","0","1","9000, Surfboards®","Active","SMD to SIP","SOIC","16","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.825"" L x 1.600"" W (20.96mm x 40.64mm)"
http://www.chipquik.com/datasheets/CN0020.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0020.jpg,CN0020-ND,CN0020,Chip Quik Inc.,"JACK 2.5MM ID, 5.5MM OD ADAPTER",17,0,"5.29000","0","1","Proto-Advantage","Active","Connector to SIP","2.5mm ID, 5.5mm OD Plug","3","0.098"" (2.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.400"" (17.78mm x 10.16mm)"
http://www.chipquik.com/datasheets/CN0010.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0010.jpg,CN0010-ND,CN0010,Chip Quik Inc.,USB - MINI B ADAPTER BOARD,9,0,"5.29000","0","1","Proto-Advantage","Active","Connector to SIP","USB - mini B","5","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.500"" (17.78mm x 12.70mm)"
http://www.chipquik.com/datasheets/IPC0103.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0103.jpg,IPC0103-ND,IPC0103,Chip Quik Inc.,LGA-10 TO DIP-10 SMT ADAPTER,23,0,"5.79000","0","1","Proto-Advantage","Active","SMD to DIP","LGA","10","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.500"" (25.40mm x 12.70mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-SOIC32W.JPG,A894AR-ND,LCQT-SOIC32W,Aries Electronics,SOCKET ADAPTER SOIC-W TO 32DIP,13,0,"7.22000","0","1","Correct-A-Chip®","Active","SMD to DIP","SOIC","32","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.600"" L x 0.700"" W (40.64mm x 17.78mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-SOIC32.JPG,A893AR-ND,LCQT-SOIC32,Aries Electronics,SOCKET ADAPTER SOIC TO 32DIP,9,0,"7.22000","0","1","Correct-A-Chip®","Active","SMD to DIP","SOIC","32","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.600"" L x 0.700"" W (40.64mm x 17.78mm)"
https://www.arieselec.com/products/data/19001-qfp-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-QFP0.65-64.JPG,A874AR-ND,LCQT-QFP0.65-64,Aries Electronics,SOCKET ADAPTER MULT PKG TO 64QFP,19,0,"8.95000","0","1","Correct-A-Chip®","Active","SMD to DIP","QFP","64","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.500"" L x 1.500"" W (38.10mm x 38.10mm)"
http://www.logicalsys.com/datasht/sod3sm18.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_pa-sod3sm18-18.jpg,309-1123-ND,PA-SOD3SM18-18,Logical Systems Inc.,SOCKET ADAPTER SOIC TO 18DIP,12,0,"9.00000","0","1","-","Active","SMD to DIP","SOIC","18","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","-","0.950"" L x 0.500"" W (24.13mm x 12.70mm)"
http://www.logicalsys.com/datasht/ssd3sm18.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_pa-ssd3sm18-18.jpg,309-1111-ND,PA-SSD3SM18-18,Logical Systems Inc.,SOCKET ADAPTER SSOP TO 18DIP,12,0,"9.00000","0","1","-","Active","SMD to DIP","SSOP, TSSOP","18","0.026"" (0.65mm)","-","-","0.950"" L x 0.950"" W (24.13mm x 11.43mm)"
https://www.arieselec.com/products/data/19001-qfp-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-QFP0.8-44.JPG,A869AR-ND,LCQT-QFP0.8-44,Aries Electronics,SOCKET ADAPTER MULT PKG TO 44QFP,14,0,"9.61000","0","1","Correct-A-Chip®","Active","SMD to DIP","QFP","44","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.700"" L x 1.700"" W (43.18mm x 43.18mm)"
https://www.arieselec.com/products/data/19001-qfp-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-QFP0.8-64.JPG,A875AR-ND,LCQT-QFP0.8-64,Aries Electronics,SOCKET ADAPTER MULT PKG TO 64QFP,11,0,"9.61000","0","1","Correct-A-Chip®","Active","SMD to DIP","QFP","64","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.700"" L x 1.700"" W (43.18mm x 43.18mm)"
