Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Data Rate","Voltage - Supply","Idle Current, Typ @ 25°C","Link Range, Low Power","Orientation","Operating Temperature","Size","Standards","Shutdown"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/RPM872-H14.pdf,//media.digikey.com/Photos/Rohm%20Photos/RPM872-H14E2A.JPG,RPM872-H14E2ATR-ND,RPM872-H14E2A,Rohm Semiconductor,MODULE IRDA 115.2KBPS 8SMD,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","75µA","20cm, 60cm","Side View","-20°C ~ 85°C","8.0mm x 2.9mm x 2.2mm","IrDA 1.2","-"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/RPM872-H14.pdf,//media.digikey.com/Photos/Rohm%20Photos/RPM872-H14E2A.JPG,RPM872-H14E2ACT-ND,RPM872-H14E2A,Rohm Semiconductor,MODULE IRDA 115.2KBPS 8SMD,35,0,"5.54000","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","75µA","20cm, 60cm","Side View","-20°C ~ 85°C","8.00mm x 3.00mm x 2.92mm","IrDA 1.2","-"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/RPM872-H14.pdf,//media.digikey.com/Photos/Rohm%20Photos/RPM872-H14E2A.JPG,RPM872-H14E2ADKR-ND,RPM872-H14E2A,Rohm Semiconductor,MODULE IRDA 115.2KBPS 8SMD,35,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","75µA","20cm, 60cm","Side View","-20°C ~ 85°C","8.00mm x 3.00mm x 2.92mm","IrDA 1.2","-"
http://www.vishay.com/docs/82633/tfbs4711.pdf,//media.digikey.com/photos/Vishay%20Photos/tfbs4711-tr3.JPG,751-1066-2-ND,TFBS4711-TR1,Vishay Semiconductor Opto Division,TXRX IRDA 115.2 KBIT/S - 6-SMD 1,0,0,"2.38000","0","1000","Tape & Reel (TR)","-","Active","115.2kbs (SIR)","2.7V ~ 5.5V","75µA","1m","Side View","-30°C ~ 85°C","6.0mm x 3.0mm x 1.9mm","IrPHY 1.2","-"
http://www.vishay.com/docs/82633/tfbs4711.pdf,//media.digikey.com/photos/Vishay%20Photos/tfbs4711-tr3.JPG,751-1066-1-ND,TFBS4711-TR1,Vishay Semiconductor Opto Division,TXRX IRDA 115.2 KBIT/S - 6-SMD 1,0,0,"4.64000","0","1","Cut Tape (CT)","-","Active","115.2kbs (SIR)","2.7V ~ 5.5V","75µA","1m","Side View","-30°C ~ 85°C","6.0mm x 3.0mm x 1.9mm","IrPHY 1.2","-"
http://www.vishay.com/docs/82633/tfbs4711.pdf,//media.digikey.com/photos/Vishay%20Photos/tfbs4711-tr3.JPG,751-1066-6-ND,TFBS4711-TR1,Vishay Semiconductor Opto Division,TXRX IRDA 115.2 KBIT/S - 6-SMD 1,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","115.2kbs (SIR)","2.7V ~ 5.5V","75µA","1m","Side View","-30°C ~ 85°C","6.0mm x 3.0mm x 1.9mm","IrPHY 1.2","-"
http://www.vishay.com/docs/84671/tfbs4652.pdf,//media.digikey.com/photos/Vishay%20Photos/TFBS4652-TR3.JPG,751-1065-2-ND,TFBS4652-TR3,Vishay Semiconductor Opto Division,TXRX IRDA 115.2KBIT SIDE 7-SMD,0,0,"2.26100","0","2500","Tape & Reel (TR)","-","Active","115.2kbs (SIR)","2.4V ~ 3.6V","75µA","50cm","Side View","-25°C ~ 85°C","6.8mm x 2.8mm x 1.6mm","IrPHY 1.4","-"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/TFDU6108.pdf,-,TFDU6108-TT3-ND,TFDU6108-TT3,Vishay Semiconductor Opto Division,TXRX IRDA,0,0,"2.64180","0","1000","Tape & Reel (TR)","-","Active","4Mbs (FIR)","2.7V ~ 5.5V","2mA","-","Top View","-25°C ~ 85°C","9.7mm x 4.0mm x 4.7mm","IrPHY 1.3","Yes"
//media.digikey.com/pdf/Data%20Sheets/Vishay%20Semiconductors/TFDU6108.pdf,-,TFDU6108-TT319-ND,TFDU6108-TT3 19,Vishay Semiconductor Opto Division,TXRX IRDA,0,0,"2.64180","0","1000","Tape & Reel (TR)","-","Active","4Mbs (FIR)","2.7V ~ 5.5V","2mA","-","Top View","-25°C ~ 85°C","9.7mm x 4.0mm x 4.7mm","IrPHY 1.3","Yes"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/RPM871.pdf,//media.digikey.com/Photos/Rohm%20Photos/RPM871-E2A.JPG,RPM871-E2ATR-ND,RPM871-E2A,Rohm Semiconductor,MODULE IRDA 115.2KBPS 8SMD,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.6V ~ 3.6V","73µA","20cm, 60cm","Top View","-20°C ~ 85°C","7.60mm x 2.72mm x 2.00mm","IrDA 1.2","-"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/RPM871.pdf,//media.digikey.com/Photos/Rohm%20Photos/RPM871-E2A.JPG,RPM871-E2ACT-ND,RPM871-E2A,Rohm Semiconductor,MODULE IRDA 115.2KBPS 8SMD,9,0,"5.42000","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.6V ~ 3.6V","73µA","20cm, 60cm","Top View","-20°C ~ 85°C","7.60mm x 2.72mm x 2.00mm","IrDA 1.2","-"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/RPM871.pdf,//media.digikey.com/Photos/Rohm%20Photos/RPM871-E2A.JPG,RPM871-E2ADKR-ND,RPM871-E2A,Rohm Semiconductor,MODULE IRDA 115.2KBPS 8SMD,9,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","115.2kbs (SIR)","2.6V ~ 3.6V","73µA","20cm, 60cm","Top View","-20°C ~ 85°C","7.60mm x 2.72mm x 2.00mm","IrDA 1.2","-"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0004YP.pdf,-,425-1170-2-ND,GP2W0004YP,Sharp Microelectronics,IRDA MODULE 115.2KBPS 6SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","1µA","20cm","Side View","-25°C ~ 85°C","9.2mm x 3.9mm x 2.7mm","-","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0004YP.pdf,-,425-1170-1-ND,GP2W0004YP,Sharp Microelectronics,IRDA MODULE 115.2KBPS 6SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","1µA","20cm","Side View","-25°C ~ 85°C","9.2mm x 3.9mm x 2.7mm","-","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0110YPS.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0110YPS.jpg,425-1172-2-ND,GP2W0110YPS,Sharp Microelectronics,IRDA MODULE 115.2KBPS 8SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Top View","-25°C ~ 85°C","7.9mm x 2.8mm x 2.2mm","-","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0110YPS.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0110YPS.jpg,425-1172-1-ND,GP2W0110YPS,Sharp Microelectronics,IRDA MODULE 115.2KBPS 8SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Top View","-25°C ~ 85°C","7.9mm x 2.8mm x 2.2mm","-","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W1001YP.pdf,-,425-1171-2-ND,GP2W1001YP,Sharp Microelectronics,IRDA MODULE 115.2KBPS 10SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.5V","200nA","20cm, 1m","Side View","-10°C ~ 70°C","10.0mm x 4.4mm x 3.5mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W1001YP.pdf,-,425-1171-1-ND,GP2W1001YP,Sharp Microelectronics,IRDA MODULE 115.2KBPS 10SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.5V","200nA","20cm, 1m","Side View","-10°C ~ 70°C","10.0mm x 4.4mm x 3.5mm","IrPHY 1.4","Yes"
http://www.zilog.com/docs/irda/ps0145.pdf,"//media.digikey.com/photos/Zilog%20Photos/ZHX1203MB115THTR,ZHX1403MA115THTR%207SMD.jpg",269-3204-2-ND,ZHX1403MA115THTR,Zilog,IRDA MODULE 115.2KBPS 7SMD,0,0,"Obsolete","0","3500","Tape & Reel (TR)","SIR UltraSlim™","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100nA","1m","Side View","-30°C ~ 85°C","7.3mm x 2.8mm x 1.9mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/ZiLOG%20PDFs/ZHX3403.pdf,-,269-3205-2-ND,ZHX3403MA012THTR,Zilog,IRDA MODULE 1.15MBPS 7SMD,0,0,"Discontinued at Digi-Key","0","3500","Tape & Reel (TR)","SIR UltraSlim™","Discontinued at Digi-Key","1.152Mbs (MIR)","2.4V ~ 3.6V","100nA","30cm","Side View","-30°C ~ 85°C","7.3mm x 2.8mm x 1.9mm","IrPHY 1.3","Yes"
//media.digikey.com/pdf/Data%20Sheets/ZiLOG%20PDFs/ZHX3403.pdf,-,269-3205-1-ND,ZHX3403MA012THTR,Zilog,IRDA MODULE 1.15MBPS 7SMD,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","SIR UltraSlim™","Discontinued at Digi-Key","1.152Mbs (MIR)","2.4V ~ 3.6V","100nA","30cm","Side View","-30°C ~ 85°C","7.3mm x 2.8mm x 1.9mm","IrPHY 1.3","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0114YPS.pdf,-,425-1384-2-ND,GP2W0114YPS,Sharp Microelectronics,IRDA MODULE 115.2KBPS 9SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Top View","-40°C ~ 85°C","7.9mm x 2.8mm x 2.2mm","IrPHY 1.2","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0114YPS.pdf,-,425-1384-1-ND,GP2W0114YPS,Sharp Microelectronics,IRDA MODULE 115.2KBPS 9SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Top View","-40°C ~ 85°C","7.9mm x 2.8mm x 2.2mm","IrPHY 1.2","Yes"
http://www.zilog.com/docs/irda/ps0151.pdf,//media.digikey.com/photos/Zilog%20Photos/269-6-SMD.jpg,269-3242-2-ND,ZHX1010MV115THTR,Zilog,IRDA MODULE 115.2KBPS 6SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","90µA","1m","Side View","-30°C ~ 85°C","9.7mm x 3.7mm x 4.0mm","-","Yes"
http://www.zilog.com/docs/irda/ps0151.pdf,//media.digikey.com/photos/Zilog%20Photos/269-6-SMD.jpg,269-3242-1-ND,ZHX1010MV115THTR,Zilog,IRDA MODULE 115.2KBPS 6SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","90µA","1m","Side View","-30°C ~ 85°C","9.7mm x 3.7mm x 4.0mm","-","Yes"
http://www.zilog.com/docs/irda/ps0152.pdf,//media.digikey.com/photos/Zilog%20Photos/ZHX1201MB115THTR%208SMD.jpg,269-3243-2-ND,ZHX1201MB115THTR,Zilog,IRDA MODULE 115.2KBPS 8SMD,0,0,"Obsolete","0","2500","Tape & Reel (TR)","SIR UltraSlim™","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100µA","20cm","Side View","-30°C ~ 85°C","8.0mm x 3.0mm x 2.5mm","IrPHY 1.4","Yes"
http://www.zilog.com/docs/irda/ps0152.pdf,//media.digikey.com/photos/Zilog%20Photos/ZHX1201MB115THTR%208SMD.jpg,269-3243-1-ND,ZHX1201MB115THTR,Zilog,IRDA MODULE 115.2KBPS 8SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","SIR UltraSlim™","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100µA","20cm","Side View","-30°C ~ 85°C","8.0mm x 3.0mm x 2.5mm","IrPHY 1.4","Yes"
http://www.zilog.com/docs/irda/ps0160.pdf,"//media.digikey.com/photos/Zilog%20Photos/ZHX1820TV115THTR,ZHX1820TV115XHTR%206SMD.jpg",269-3244-1-ND,ZHX1820TV115XHTR,Zilog,IRDA MODULE 115.2KBPS 6SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Top View","-25°C ~ 85°C","7.9mm x 2.8mm x 2.2mm","-","Yes"
http://www.zilog.com/docs/irda/ps0160.pdf,"//media.digikey.com/photos/Zilog%20Photos/ZHX1820TV115THTR,ZHX1820TV115XHTR%206SMD.jpg",269-3244-6-ND,ZHX1820TV115XHTR,Zilog,IRDA MODULE 115.2KBPS 6SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Top View","-25°C ~ 85°C","7.9mm x 2.8mm x 2.2mm","-","Yes"
http://www.zilog.com/docs/irda/ps0164.pdf,"//media.digikey.com/photos/Zilog%20Photos/ZHX1203MB115THTR,ZHX1403MA115THTR%207SMD.jpg",269-3245-2-ND,ZHX1203MB115THTR,Zilog,IRDA MODULE 115.2KBPS 7SMD,0,0,"Obsolete","0","3500","Tape & Reel (TR)","SIR UltraSlim™","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100µA","20cm","Side View","-30°C ~ 85°C","7.3mm x 2.8mm x 1.9mm","IrPHY 1.4","Yes"
http://www.zilog.com/docs/irda/ps0164.pdf,"//media.digikey.com/photos/Zilog%20Photos/ZHX1203MB115THTR,ZHX1403MA115THTR%207SMD.jpg",269-3245-1-ND,ZHX1203MB115THTR,Zilog,IRDA MODULE 115.2KBPS 7SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","SIR UltraSlim™","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100µA","20cm","Side View","-30°C ~ 85°C","7.3mm x 2.8mm x 1.9mm","IrPHY 1.4","Yes"
http://www.zilog.com/docs/irda/ps0093.pdf,//media.digikey.com/photos/Zilog%20Photos/ZHX1810MV115THTR%206SMD.jpg,269-3246-2-ND,ZHX1810MV115THTR,Zilog,IRDA MODULE 115.2KBPS 6SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","90µA","1m","Side View","-30°C ~ 85°C","9.1mm x 3.8mm x 2.7mm","IrPHY 1.4","Yes"
http://www.zilog.com/docs/irda/ps0093.pdf,//media.digikey.com/photos/Zilog%20Photos/ZHX1810MV115THTR%206SMD.jpg,269-3246-1-ND,ZHX1810MV115THTR,Zilog,IRDA MODULE 115.2KBPS 6SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","90µA","1m","Side View","-30°C ~ 85°C","9.1mm x 3.8mm x 2.7mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/ZiLOG%20PDFs/ZHX2010.pdf,-,ZHX2010ML040THSRT-ND,ZHX2010ML040THSRTR,Zilog,IRDA MODULE 4MBPS 8SMD,0,0,"Obsolete","0","4000","Tape & Reel (TR)","-","Obsolete","4Mbs (FIR)","2.7V ~ 5.25V","2.5mA","-","Side View","-30°C ~ 85°C","9.8mm x 4.8mm x 4.0mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3000%23007.pdf,//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3000%20007%206SMD.jpg,516-1271-2-ND,HSDL-3000#007,Lite-On Inc.,IRDA MODULE 115.2KBPS 6-SMD,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.5V","20nA","1.5m","Side View","-20°C ~ 70°C","9.1mm x 3.7mm x 2.7mm","IrPHY 1.3","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3000%23007.pdf,//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3000%20007%206SMD.jpg,516-1271-1-ND,HSDL-3000#007,Lite-On Inc.,IRDA MODULE 115.2KBPS 6-SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.5V","20nA","1.5m","Side View","-20°C ~ 70°C","9.1mm x 3.7mm x 2.7mm","IrPHY 1.3","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3000%23007.pdf,//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3000%20007%206SMD.jpg,516-1271-6-ND,HSDL-3000#007,Lite-On Inc.,IRDA MODULE 115.2KBPS 6-SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.5V","20nA","1.5m","Side View","-20°C ~ 70°C","9.1mm x 3.7mm x 2.7mm","IrPHY 1.3","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3201_Rev_May_2002.pdf,//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3201%20001%208SMD.jpg,516-1272-2-ND,HSDL-3201#001,Lite-On Inc.,IRDA MODULE 115.2KBPS 8-SMD,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 3.6V","100µA","30cm","Side View","-25°C ~ 85°C","8.0mm x 3.0mm x 2.5mm","IrPHY 1.2","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3201_Rev_May_2002.pdf,//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3201%20001%208SMD.jpg,516-1272-1-ND,HSDL-3201#001,Lite-On Inc.,IRDA MODULE 115.2KBPS 8-SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 3.6V","100µA","30cm","Side View","-25°C ~ 85°C","8.0mm x 3.0mm x 2.5mm","IrPHY 1.2","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3201_Rev_May_2002.pdf,//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3201%20001%208SMD.jpg,516-1272-6-ND,HSDL-3201#001,Lite-On Inc.,IRDA MODULE 115.2KBPS 8-SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","115.2kbs (SIR)","2.7V ~ 3.6V","100µA","30cm","Side View","-25°C ~ 85°C","8.0mm x 3.0mm x 2.5mm","IrPHY 1.2","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3208-021.pdf,//media.digikey.com/Photos/Lite%20On%20Photos/HSDL-3208-021.JPG,516-1273-2-ND,HSDL-3208-021,Lite-On Inc.,IRDA MODULE 115.2KBPS 7-SMD,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100µA","30cm","Side View","-25°C ~ 70°C","7.0mm x 2.8mm x 1.6mm","IrDA 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3208-021.pdf,//media.digikey.com/Photos/Lite%20On%20Photos/HSDL-3208-021.JPG,516-1273-1-ND,HSDL-3208-021,Lite-On Inc.,IRDA MODULE 115.2KBPS 7-SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100µA","30cm","Side View","-25°C ~ 70°C","7.0mm x 2.8mm x 1.6mm","IrDA 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3208-021.pdf,//media.digikey.com/Photos/Lite%20On%20Photos/HSDL-3208-021.JPG,516-1273-6-ND,HSDL-3208-021,Lite-On Inc.,IRDA MODULE 115.2KBPS 7-SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","115.2kbs (SIR)","2.4V ~ 3.6V","100µA","30cm","Side View","-25°C ~ 70°C","7.0mm x 2.8mm x 1.6mm","IrDA 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3602.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3602-007,HSDL-3612-007%2010SMD.jpg",516-1274-2-ND,HSDL-3602-007,Lite-On Inc.,IRDA MODULE 4MBPS 10-SMD,0,0,"Obsolete","0","400","Tape & Reel (TR)","-","Obsolete","4Mbs (FIR)","2.7V ~ 3.6V","2.5mA","1m","Side View","-20°C ~ 70°C","12.2mm x 4.9mm x 4.0mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3602.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3602-007,HSDL-3612-007%2010SMD.jpg",516-1274-1-ND,HSDL-3602-007,Lite-On Inc.,IRDA MODULE 4MBPS 10-SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","4Mbs (FIR)","2.7V ~ 3.6V","2.5mA","1m","Side View","-20°C ~ 70°C","12.2mm x 4.9mm x 4.0mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3602.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3602-007,HSDL-3612-007%2010SMD.jpg",516-1274-6-ND,HSDL-3602-007,Lite-On Inc.,IRDA MODULE 4MBPS 10-SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","4Mbs (FIR)","2.7V ~ 3.6V","2.5mA","1m","Side View","-20°C ~ 70°C","12.2mm x 4.9mm x 4.0mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3612.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3602-007,HSDL-3612-007%2010SMD.jpg",516-1275-2-ND,HSDL-3612-007,Lite-On Inc.,IRDA MODULE 115.2KBS 10-SMD,0,0,"Obsolete","0","400","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.25V","2.5mA","1m","Side View","-20°C ~ 70°C","12.2mm x 5.1mm x 4.0mm","IrPHY 1.0","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3612.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/HSDL-3602-007,HSDL-3612-007%2010SMD.jpg",516-1275-1-ND,HSDL-3612-007,Lite-On Inc.,IRDA MODULE 115.2KBS 10-SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.25V","2.5mA","1m","Side View","-20°C ~ 70°C","12.2mm x 5.1mm x 4.0mm","IrPHY 1.0","Yes"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/HSDL-3602.pdf,-,HSDL-3602-008-ND,HSDL-3602-008,Lite-On Inc.,IRDA MOD 4 MBPS TOP VIEW 10-SMD,0,0,"Obsolete","0","400","Tape & Reel (TR)","-","Obsolete","4Mbs (FIR)","2.7V ~ 3.6V","2.5mA","1m","Top View","-20°C ~ 70°C","12.2mm x 4.9mm x 4.0mm","IrPHY 1.4","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0004YP.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0004XP0F.jpg,425-1914-2-ND,GP2W0004XP,Sharp Microelectronics,MODULE IRDA 115.2KBPS 6SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","1µA","20cm","Top View","-25°C ~ 85°C","9.2mm x 3.9mm x 2.7mm","-","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0004YP.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0004XP0F.jpg,425-1914-1-ND,GP2W0004XP,Sharp Microelectronics,MODULE IRDA 115.2KBPS 6SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.4V ~ 5.5V","1µA","20cm","Top View","-25°C ~ 85°C","9.2mm x 3.9mm x 2.7mm","-","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0116YPS.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0116YPS.jpg,425-1915-2-ND,GP2W0116YPS,Sharp Microelectronics,MODULE IRDA 115.2KBPS 6SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Side View","-40°C ~ 85°C","7.2mm x 2.8mm x 1.9mm","IrPHY 1.2","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0116YPS.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0116YPS.jpg,425-1915-1-ND,GP2W0116YPS,Sharp Microelectronics,MODULE IRDA 115.2KBPS 6SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2V ~ 3.6V","90µA","20cm","Side View","-40°C ~ 85°C","7.2mm x 2.8mm x 1.9mm","IrPHY 1.2","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0118YPS.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0118YPS.jpg,425-1916-2-ND,GP2W0118YPS,Sharp Microelectronics,MODULE IRDA 115.2KBPS 7SMD,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.5V","-","20cm","Top View","-40°C ~ 85°C","7.2mm x 2.8mm x 1.9mm","IrPHY 1.2","Yes"
//media.digikey.com/pdf/Data%20Sheets/Sharp%20PDFs/GP2W0118YPS.pdf,//media.digikey.com/photos/Sharp%20Photos/GP2W0118YPS.jpg,425-1916-1-ND,GP2W0118YPS,Sharp Microelectronics,MODULE IRDA 115.2KBPS 7SMD,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","115.2kbs (SIR)","2.7V ~ 5.5V","-","20cm","Top View","-40°C ~ 85°C","7.2mm x 2.8mm x 1.9mm","IrPHY 1.2","Yes"
