Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Oxygen Range","Accuracy","Output","Operating Temperature","Voltage - Supply","Current - Supply"
-,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS801B-COPDTR-ND,CCS801B-COPD,ams,GAS SENSOR,500,0,"4.37250","0","500","-","Active","Air Quality","-","-","Voltage","-5°C ~ 50°C","1.4V","-"
-,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS801B-COPDCT-ND,CCS801B-COPD,ams,GAS SENSOR,542,0,"9.22000","0","1","-","Active","Air Quality","-","-","Voltage","-5°C ~ 50°C","1.4V","-"
-,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS801B-COPDDKR-ND,CCS801B-COPD,ams,GAS SENSOR,542,0,"Digi-Reel","0","1","-","Active","Air Quality","-","-","Voltage","-5°C ~ 50°C","1.4V","-"
https://ams.com/documents/20143/36005/AS-MLV-P2_DS000359_1-00.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/AS-MLV-P2.JPG,AS-MLV-P2-ND,AS-MLV-P2,ams,MOD MEMS GAS SENSOR VOC TO39,604,0,"17.15000","0","1","-","Active","Air Quality","-","-","Voltage","0°C ~ 50°C","3V","25mA"
https://ams.com/documents/20143/36005/iAQ-core_DS000334_1-00.pdf,//media.digikey.com/photos/AMS-Taos%20USA%20Photos/IAQ-CORE%20C.jpg,IAQ-COREC-ND,IAQ-CORE C,ams,MOD IAQ I2C CONTINUOUS MODE,359,0,"18.99000","0","1","-","Active","Air Quality","-","-","I²C","0°C ~ 50°C","3.3V","2.7mA"
https://ams.com/documents/20143/36005/iAQ-core_DS000334_1-00.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/IAQ-CORE-P.jpg,IAQ-COREP-ND,IAQ-CORE P,ams,MOD IAQ I2C PULSED MODE,117,0,"18.99000","0","1","-","Active","Air Quality","-","-","I²C","0°C ~ 50°C","3.3V","2.7mA"
http://www.spec-sensors.com/wp-content/uploads/2016/04/3SP_CO_1000-P-Package-110-102.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-102.JPG,1684-1000-ND,110-102,"SPEC Sensors, LLC",SENSOR GAS CO ANALOG CUR MOD,246,0,"20.00000","0","1","-","Active","Carbon Monoxide (CO)","-","±2%","Current","-30°C ~ 55°C","5mV","-"
//media.digikey.com/pdf/Data%20Sheets/SPEC%20Sensors%20PDFs/110-507_P_Pkg_8-25-17.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-501.jpg,1684-1044-ND,110-507,"SPEC Sensors, LLC",SENSOR GAS NO2 THRU HOLE,147,0,"20.00000","0","1","-","Active","Nitrogen Dioxide (NO2)","-","-","-","-40°C ~ 50°C","-","-"
https://www.sgxsensortech.com/content/uploads/2016/07/MiCS-VZ-89TE-V1.0.pdf,//media.digikey.com/Photos/SGX-Sensortech/MICS-VZ-89TE.JPG,1782-1035-ND,MICS-VZ-89TE,Amphenol SGX Sensortech,VOC SENSOR IAQ MODULE W/ADDITION,375,0,"29.01000","0","1","-","Active","Air Quality","-","-","I²C, PWM","0°C ~ 50°C","3.3V","38mA"
https://www.idt.com/document/dst/sgas701-datasheet,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/MFG_SGAS7xx.jpg",800-3800-ND,SGAS701,"IDT, Integrated Device Technology Inc",TRACE HYDROGEN SENSOR,794,0,"31.24000","0","1","-","Active","Hydrogen (H2)","-","-","Voltage","-20°C ~ 50°C","2.5V ~ 5V","-"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/CD_DS_SCD30_Datasheet_D1.pdf,//media.digikey.com/Photos/Sensirion/MFG_SCD30.jpg,1649-1098-ND,SCD30,Sensirion AG,CO2 SENSOR I2C/MODBUS/PWM DIGITL,792,0,"57.50000","0","1","-","Active","Carbon Dioxide (CO2)","-","±3%","I²C, Modbus, PWM","0°C ~ 50°C","3.3V ~ 5.5V","75mA"
https://www.spec-sensors.com/wp-content/uploads/2017/01/DGS-O3-968-042_9-6-17.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-039.jpg,1684-1046-ND,968-042,"SPEC Sensors, LLC",DIGITAL GAS SENSOR O3 MODULE,62,0,"75.00000","0","1","-","Active","Ozone (O3)","-","-","-","-","-","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=297,//media.digikey.com/photos/Amphenol%20Photos/T6713%20Series.JPG,235-1373-ND,T6713,Amphenol Advanced Sensors,CO2 MODULE 2000PPM DIFFUSION,297,0,"86.20000","0","1","Telaire®","Active","Carbon Dioxide (CO2)","-","±2%","I²C","14 ~ 140°F (-10 ~ 60°C)","4.5V ~ 5.5V","200mA"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=27,//media.digikey.com/Photos/GE%20Sensing%20Photos/T6615.JPG,235-1285-ND,T6615-5K,Amphenol Advanced Sensors,CO2 MODULE 5000PPM DIFFUSION,57,0,"100.78000","0","1","Telaire®","Active","Carbon Dioxide (CO2)","-","10%","0 V ~ 4 V","0°C ~ 50°C","5VDC","-"
//media.digikey.com/pdf/Data%20Sheets/SGX%20Sensortech/DS-0229%20(INIR%20Datasheet)%20V8%20October%202018.pdf,-,1782-1033-ND,INIR-CD-5%,Amphenol SGX Sensortech,INTEGRATED INFRARED CO2 GAS SENS,38,0,"252.39000","0","1","-","Active","Air Quality","-","-","Voltage","-40°C ~ 75°C","3.2V ~ 5V","35mA"
https://cdn.sparkfun.com/datasheets/Sensors/Biometric/MQ-6%20Ver1.3%20-%20Manual.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-09405.jpg,1568-1411-ND,SEN-09405,SparkFun Electronics,LPG GAS SENSOR - MQ-6,556,0,"4.95000","0","1","*","Active","-","-","-","-","-","-","-"
https://www.parallax.com/sites/default/files/downloads/605-00007-MQ-7-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/605-00007.JPG,605-00007-ND,605-00007,Parallax Inc.,CARBON MONOXIDE GAS SENSOR,236,0,"5.99000","0","1","-","Active","Carbon Monoxide (CO)","-","-","0 V ~ 5 V","-20°C ~ 50°C","5V","160mA"
//media.digikey.com/pdf/Data%20Sheets/IDT/ZMOD4410_Overview.pdf,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/MFG_ZMOD4410_TOP.jpg",1833-1030-ND,ZMOD4410AI1V,"IDT, Integrated Device Technology Inc",TVOC IAQ INTEGRATED SENSOR,1871,0,"10.35000","0","1","-","Active","Air Quality","-","±15%","I²C","-40°C ~ 65°C (TA)","1.7V ~ 3.6V","2.8mA"
http://www.spec-sensors.com/wp-content/uploads/2016/02/3SP_SO2_20-P-Package-110-601.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-601.jpg,1684-1021-ND,110-601,"SPEC Sensors, LLC",SENS GAS SULF DIOX ANALG CUR MOD,120,0,"20.00000","0","1","-","Active","Sulfur Dioxide","-","±3% RH","Current","-30°C ~ 50°C","-","-"
https://www.sgxsensortech.com/content/uploads/2014/07/DS-0249-IR15-Dual-Gas-Series-Datasheet-V1.pdf,//media.digikey.com/Photos/SGX-Sensortech/IR15TT-R.JPG,1782-1011-ND,IR15TT-R,Amphenol SGX Sensortech,0-100% CH4 & CO2 IR GAS SENSOR F,30,0,"298.47000","0","1","IR15","Active","Carbon Dioxide (CO2), Methane","-","-","Voltage","-20°C ~ 55°C","3V ~ 5V","35mA"
//media.digikey.com/pdf/Data%20Sheets/SGX%20Sensortech/VQ21T_Series.pdf,//media.digikey.com/Photos/SGX-Sensortech/VQ21TB.jpg,1782-1015-ND,VQ21TB,Amphenol SGX Sensortech,"PR PELLISTOR PR, 2V/300MA OC SOL",223,0,"52.48000","0","1","VQ20","Active","Hydrocarbons","-","-","Voltage","-","2V","300mA"
//media.digikey.com/pdf/Data%20Sheets/SGX%20Sensortech/DS-0229%20(INIR%20Datasheet)%20V8%20October%202018.pdf,-,1782-1032-ND,INIR-ME-100%,Amphenol SGX Sensortech,INTEGRATED INFRARED CH4 GAS SENS,34,0,"252.39000","0","1","-","Active","Air Quality","-","-","Voltage","-40°C ~ 75°C","3.2V ~ 5.25V","32mA"
https://www.sgxsensortech.com/content/uploads/2014/07/DS-0247-IR1-Single-Gas-Series-Datasheet-V2.pdf,//media.digikey.com/Photos/SGX-Sensortech/MFG_IR11EJ.JPG,1782-1001-ND,IR11EJ,Amphenol SGX Sensortech,"19MM, 0-5% VOLUME CO2 INFRARED G",41,0,"172.82000","0","1","IR1","Active","Carbon Dioxide (CO2)","-","-","Voltage","-20°C ~ 55°C","3V ~ 5V","35mA"
http://www.socle-tech.com/doc/IC%20Channel%20Product/SHARP_VOCs_A1DU5P2CP005B.pdf,-,1855-1051-ND,A1DU5P2CP005B,SHARP/Socle Technology,VOC SENSOR MODULE,191,0,"23.89000","0","1","-","Active","Air Quality","-","-","I²C, UART","-","3.3V","-"
http://www.sensirion.com/file/datasheet_svm30,//media.digikey.com/Photos/Sensirion/MFG_SVM30-J.jpg,1649-1120-ND,SVM30-J,Sensirion AG,VOC + RH/T MODULE,304,0,"24.26000","0","1","-","Active","Air Quality","-","15%","I²C","-20°C ~ 85°C","4.5 ~ 5.5V","49mA"
https://ams.com/documents/20143/36005/CCS811_DS000459_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_CCS811.jpg,CCS811B-JOPR5KTR-ND,CCS811B-JOPR5K,ams,CCS811B-JOPR5K LGA10 LF T&R,0,0,"5.41310","0","5000","-","Active","Air Quality","-","-","I²C","-5°C ~ 50°C","1.8V ~ 3.6V","26mA"
https://ams.com/documents/20143/36005/CCS811_DS000459_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_CCS811.jpg,CCS811B-JOPR5KCT-ND,CCS811B-JOPR5K,ams,CCS811B-JOPR5K LGA10 LF T&R,4976,0,"12.76000","0","1","-","Active","Air Quality","-","-","I²C","-5°C ~ 50°C","1.8V ~ 3.6V","26mA"
https://ams.com/documents/20143/36005/CCS811_DS000459_7-00.pdf,//media.digikey.com/Photos/Austria%20Microsystems/MFG_CCS811.jpg,CCS811B-JOPR5KDKR-ND,CCS811B-JOPR5K,ams,CCS811B-JOPR5K LGA10 LF T&R,4976,0,"Digi-Reel","0","1","-","Active","Air Quality","-","-","I²C","-5°C ~ 50°C","1.8V ~ 3.6V","26mA"
https://www.sensirion.com/file/datasheet_sgpc3 ,//media.digikey.com/Photos/Sensirion/MFG_SGPC3-2.5K.jpg,1649-1095-2-ND,SGPC3-2.5K,Sensirion AG,AIR QUALITY GAS SENSOR LOW POWER,0,0,"5.95375","0","2500","-","Active","Air Quality","-","±15%","I²C","-40°C ~ 85°C","1.62V ~ 1.98V","65µA"
https://www.sensirion.com/file/datasheet_sgpc3 ,//media.digikey.com/Photos/Sensirion/MFG_SGPC3-2.5K.jpg,1649-1095-1-ND,SGPC3-2.5K,Sensirion AG,AIR QUALITY GAS SENSOR LOW POWER,1789,0,"13.57000","0","1","-","Active","Air Quality","-","±15%","I²C","-40°C ~ 85°C","1.62V ~ 1.98V","65µA"
https://www.sensirion.com/file/datasheet_sgpc3 ,//media.digikey.com/Photos/Sensirion/MFG_SGPC3-2.5K.jpg,1649-1095-6-ND,SGPC3-2.5K,Sensirion AG,AIR QUALITY GAS SENSOR LOW POWER,1789,0,"Digi-Reel","0","1","-","Active","Air Quality","-","±15%","I²C","-40°C ~ 85°C","1.62V ~ 1.98V","65µA"
https://www.sensirion.com/file/datasheet_sgp30,//media.digikey.com/Photos/Sensirion/MFG_SGP30-2.jpg,1649-1084-2-ND,SGP30-2.5K,Sensirion AG,AIR QUALITY GAS SENSOR FOR VOC'S,0,0,"5.95375","0","2500","-","Active","Air Quality","-","±10%","I²C","-40°C ~ 85°C","1.62V ~ 1.98V","48mA"
https://www.sensirion.com/file/datasheet_sgp30,//media.digikey.com/Photos/Sensirion/MFG_SGP30-2.jpg,1649-1084-1-ND,SGP30-2.5K,Sensirion AG,AIR QUALITY GAS SENSOR FOR VOC'S,109,0,"13.57000","0","1","-","Active","Air Quality","-","±10%","I²C","-40°C ~ 85°C","1.62V ~ 1.98V","48mA"
https://www.sensirion.com/file/datasheet_sgp30,//media.digikey.com/Photos/Sensirion/MFG_SGP30-2.jpg,1649-1084-6-ND,SGP30-2.5K,Sensirion AG,AIR QUALITY GAS SENSOR FOR VOC'S,109,0,"Digi-Reel","0","1","-","Active","Air Quality","-","±10%","I²C","-40°C ~ 85°C","1.62V ~ 1.98V","48mA"
https://www.gassensing.co.uk/wp-content/uploads/2018/08/CozIR-A-CO2-sensor-datasheet.pdf,//media.digikey.com/Photos/Gas-Sensing-Solutions/MFG_COZIR-AH-1.jpg,2091-COZIR-AH-1-ND,COZIR-AH-1,Gas Sensing Solutions Ltd,ULTRA-LOW POWER CO2 SENSOR WITH,28,0,"165.49000","0","1","CozIR®-A","Active","Carbon Dioxide (CO2)","500 mbar ~ 10 bar","±3%","UART, Voltage","0°C ~ 50°C","3.2V ~ 5.5V","1.5mA"
https://www.gassensing.co.uk/wp-content/uploads/2018/10/ExplorIR-M-CO2-sensor-datasheet.pdf,//media.digikey.com/Photos/Gas-Sensing-Solutions/MFG_EXPLORIR-M-20.JPG,2091-EXPLORIR-M-20-ND,EXPLORIR-M-20,Gas Sensing Solutions Ltd,ROBUST & LOW POWER CO2 SENSOR IN,28,0,"169.73000","0","1","ExplorIR®-M","Active","Carbon Dioxide (CO2)","500 mbar ~ 10 bar","±5%","UART","0°C ~ 50°C","3.25V ~ 5.5V","1.5mA"
https://www.gassensing.co.uk/wp-content/uploads/2018/08/CozIR-LP-CO2-sensor-datasheet.pdf,//media.digikey.com/Photos/Gas-Sensing-Solutions/MFG_COZIR-LP-5000.jpg,2091-COZIR-LP-5000-ND,COZIR-LP-5000,Gas Sensing Solutions Ltd,"ULTRA-LOW POWER CO2 SENSOR, COZI",29,0,"179.01000","0","1","CozIR®-A","Active","Carbon Dioxide (CO2)","500 mbar ~ 10 bar","±3%","UART","0°C ~ 50°C","3.25V ~ 5.5V","1mA"
https://www.gassensing.co.uk/wp-content/uploads/2018/08/ExplorIR-W-CO2-sensor-datasheet.pdf,//media.digikey.com/Photos/Gas-Sensing-Solutions/MFG_EXPLORIR-WV-20.jpg,2091-EXPLORIR-WV-20-ND,EXPLORIR-WV-20,Gas Sensing Solutions Ltd,ROBUST & LOW POWER CO2 SENSOR WI,27,0,"180.34000","0","1","ExplorIR®-W","Active","Carbon Dioxide (CO2)","500 mbar ~ 10 bar","±5%","UART, Voltage","0°C ~ 50°C","3.25V ~ 5.5V","1.5mA"
https://www.gassensing.co.uk/wp-content/uploads/2018/10/SprintIR-W-CO2-sensor-datasheet.pdf,//media.digikey.com/Photos/Gas-Sensing-Solutions/MFG_SPRINTIR-WF-20.jpg,2091-SPRINTIR-WF-20-ND,SPRINTIR-WF-20,Gas Sensing Solutions Ltd,HIGH SPEED-20HZ & LOW POWER CO2,30,0,"222.77000","0","1","SprintIR®-W","Active","Carbon Dioxide (CO2)","500 mbar ~ 10 bar","±5%","UART","0°C ~ 50°C","3.25V ~ 5.5V","15mA"
http://www.spec-sensors.com/wp-content/uploads/2016/04/3SP_CO_1000-C-Package-110-109.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-109.jpg,1684-1001-ND,110-109,"SPEC Sensors, LLC",SENSOR GAS CO ANALOG CUR MOD,54,0,"20.00000","0","1","-","Active","Carbon Monoxide (CO)","-","±2%","Current","-30°C ~ 55°C","5mV","-"
http://www.spec-sensors.com/wp-content/uploads/2016/10/ULPSM-CO-968-001.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_ULPSM-Gas-Sensor.jpg,1684-1002-ND,968-001,"SPEC Sensors, LLC",SENSOR GAS CO ANALOG VLTG MOD,44,0,"50.00000","0","1","-","Active","Carbon Monoxide (CO)","-","±3%","0 V ~ 3 V","-40°C ~ 50°C","2.7V ~ 3.3V","15µA"
http://www.spec-sensors.com/wp-content/uploads/2016/10/ULPSM-SO2-968-006.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_ULPSM-Gas-Sensor.jpg,1684-1023-ND,968-006,"SPEC Sensors, LLC",SENSOR SULF DIOX ANALOG VLTG MOD,34,0,"50.00000","0","1","-","Active","Sulfur Dioxide","-","±2%","0 V ~ 3 V","-40°C ~ 50°C","2.7V ~ 3.3V","15µA"
https://www.spec-sensors.com/wp-content/uploads/2017/01/DGS-NO2-968-043_9-6-17.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-037.jpg,1684-1047-ND,968-043,"SPEC Sensors, LLC",DIGITAL GAS SENSOR NO2 MODULE,25,0,"75.00000","0","1","-","Active","Nitrogen Dioxide (NO2)","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
https://www.spec-sensors.com/wp-content/uploads/2017/01/DGS-SO2-968-038.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-038.jpg,1684-1038-ND,968-038,"SPEC Sensors, LLC",DGS-SO2 DIGITAL GAS SENSOR MODUL,16,0,"75.00000","0","1","-","Active","Sulfur Dioxide","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
https://www.spec-sensors.com/wp-content/uploads/2017/01/DGS-CO-968-034.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-034.jpg,1684-1034-ND,968-034,"SPEC Sensors, LLC",DGS-CO DIGITAL GAS SENSOR MODULE,7,0,"75.00000","0","1","-","Active","Carbon Monoxide (CO)","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=297,//media.digikey.com/photos/Amphenol%20Photos/T6713%20Series.JPG,235-1374-ND,T6713-5K,Amphenol Advanced Sensors,CO2 MODULE 5000PPM DIFFUSION,20,0,"86.20000","0","1","Telaire®","Active","Carbon Dioxide (CO2)","-","±2%","I²C","14 ~ 140°F (-10 ~ 60°C)","4.5V ~ 5.5V","200mA"
https://cdn.sparkfun.com/datasheets/Sensors/Biometric/MQ-8%20Ver1.3%20-%20Manual.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-10916.jpg,1568-1410-ND,SEN-10916,SparkFun Electronics,HYDROGEN GAS SENSOR - MQ-8,27,0,"7.95000","0","1","*","Active","-","-","-","-","-","-","-"
https://www.parallax.com/sites/default/files/downloads/605-00008-MQ-2-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/605-00008.JPG,605-00008-ND,605-00008,Parallax Inc.,METHANE GAS SENSOR,26,0,"7.99000","0","1","-","Active","Methane","-","-","0 V ~ 5 V","-20°C ~ 50°C","5V","160mA"
http://www.spec-sensors.com/wp-content/uploads/2016/02/3SP_SO2_20-C-Package-110-602.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-602.jpg,1684-1022-ND,110-602,"SPEC Sensors, LLC",SENS GAS SULF DIOX ANALG CUR MOD,78,0,"20.00000","0","1","-","Active","Sulfur Dioxide","-","±3%","Current","-30°C ~ 50°C","-","-"
http://www.spec-sensors.com/wp-content/uploads/2016/02/3SP_Ethanol_1000-P-Package-110-202.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-202.JPG,1684-1005-ND,110-202,"SPEC Sensors, LLC",SENSOR GAS ALCOHOL ANALG CUR MOD,74,0,"20.00000","0","1","-","Active","Alcohol (C2H6O)","-","±3%","Current","-30°C ~ 55°C","-","-"
http://www.spec-sensors.com/wp-content/uploads/2016/02/IAQ_100-P-Package-110-801.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-801.jpg,1684-1025-ND,110-801,"SPEC Sensors, LLC",SENS GAS AIR QUAL ANALG CUR MOD,70,0,"20.00000","0","1","-","Active","Air Quality","-","-","Current","-10°C ~ 40°C","-","-"
http://www.spec-sensors.com/wp-content/uploads/2016/10/3SP_H2S_50-P-Package-110-303.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-303.jpg,1684-1009-ND,110-303,"SPEC Sensors, LLC",SENS GAS HYD SULF ANALG CUR MOD,34,0,"20.00000","0","1","-","Active","Hydrogen Sulfide (H2S)","-","±3%","Current","-30°C ~ 55°C","-","-"
https://www.spec-sensors.com/wp-content/uploads/2016/02/3SP_O3_20-C-Package-110-407.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-407.JPG,1684-1043-ND,110-407,"SPEC Sensors, LLC",SENSOR GAS O3 SMT,23,0,"20.00000","0","1","-","Active","Ozone (O3)","-","-","-","-30°C ~ 50°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/SPEC%20Sensors%20PDFs/110-508_C_Pkg_8-25-17.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-502.jpg,1684-1045-ND,110-508,"SPEC Sensors, LLC",SENSOR GAS NO2 SMT,23,0,"20.00000","0","1","-","Active","Nitrogen Dioxide (NO2)","-","-","-","-40°C ~ 50°C","-","-"
http://www.spec-sensors.com/wp-content/uploads/2016/10/3SP_H2S_50-C-Package-110-304.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-304.jpg,1684-1010-ND,110-304,"SPEC Sensors, LLC",SENS GAS HYD SULF ANALG CUR MOD,11,0,"20.00000","0","1","-","Active","Hydrogen Sulfide (H2S)","-","±3%","Current","-30°C ~ 55°C","-","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=413,//media.digikey.com/Photos/Amphenol%20Photos/MICS-VZ-89TE.jpg,235-1520-ND,MICS-VZ-89TE,Amphenol Advanced Sensors,VOC SENSOR IAQ MODULE W/ADDITION,31,0,"25.15000","0","1","Telaire®","Active","Air Quality","-","-","I²C, PWM","0°C ~ 50°C","3.135V ~ 3.465V","-"
https://www.idt.com/document/dst/sgas707-datasheet,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/MFG_SGAS7xx.jpg",800-3801-ND,SGAS707,"IDT, Integrated Device Technology Inc",VOC SENSOR,83,0,"31.24000","0","1","-","Active","Air Quality","-","-","Voltage","0°C ~ 40°C","2.5V ~ 5V","-"
//media.digikey.com/pdf/Data%20Sheets/SPEC%20Sensors%20PDFs/968-047_8-25-17.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_ULPSM-Gas-Sensor.jpg,1684-1050-ND,968-047,"SPEC Sensors, LLC",SENSOR NITR DIOX ANALOG VLTG MOD,13,0,"50.00000","0","1","-","Active","Nitrogen Dioxide (NO2)","-","±2%","0 V ~ 3 V","-40°C ~ 50°C","2.7V ~ 3.3V","15µA"
https://www.spec-sensors.com/wp-content/uploads/2017/01/DGS-Ethanol-968-035.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-035.jpg,1684-1035-ND,968-035,"SPEC Sensors, LLC",DGS-ETOH DIGITAL GAS SENSOR MODU,13,0,"75.00000","0","1","-","Active","Alcohol (C2H6O)","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
https://www.spec-sensors.com/wp-content/uploads/2017/01/DGS-RESPIRR-968-041.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-041.jpg,1684-1041-ND,968-041,"SPEC Sensors, LLC",DGS-RESPIRR DIGITAL GAS SENSOR M,11,0,"75.00000","0","1","-","Active","Nitrogen Dioxide (NO2)","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
https://www.spec-sensors.com/wp-content/uploads/2017/01/DGS-IAQ-968-040.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-040.jpg,1684-1040-ND,968-040,"SPEC Sensors, LLC",DGS-IAQ DIGITAL GAS SENSOR MODUL,5,0,"75.00000","0","1","-","Active","Air Quality","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
//media.digikey.com/pdf/Data%20Sheets/IDT/ZMOD4410_Overview.pdf,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/MFG_ZMOD4410-EVK-HC.jpg",1833-1032-ND,ZMOD4410-EVK-HC,"IDT, Integrated Device Technology Inc",TVOC IAQ INTEGRATED SENSOR,6,0,"100.00000","0","1","-","Active","Air Quality","-","±15%","I²C","-40°C ~ 65°C (TA)","1.7V ~ 3.6V","2.8mA"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=27,//media.digikey.com/Photos/GE%20Sensing%20Photos/T6615.JPG,235-1284-ND,T6615-F,Amphenol Advanced Sensors,CO2 MODULE 2000PPM FLOW THROUGH,22,0,"100.78000","0","1","Telaire®","Active","Carbon Dioxide (CO2)","-","10%","0 V ~ 4 V","0°C ~ 50°C","5VDC","-"
http://46.32.252.108/~sstnew/wp-content/uploads/2016/05/DS0073rev14_OXY-Flex.pdf,//media.digikey.com/Photos/SST-Sensing/MFG_OXY-FLEX.jpg,1921-1037-ND,OXY-FLEX-0-H,SST Sensing Ltd.,SENSOR OXYGEN,7,0,"792.52000","0","1","Zirconia","Active","Oxygen","-","±1%","4mA ~ 20mA","-10°C ~ 85°C","24V","500mA"
http://46.32.252.108/~sstnew/wp-content/uploads/2016/05/DS0073rev14_OXY-Flex.pdf,//media.digikey.com/Photos/SST-Sensing/MFG_OXY-FLEX.jpg,1921-1038-ND,OXY-FLEX-1-H,SST Sensing Ltd.,SENSOR OXYGEN,11,0,"811.41000","0","1","Zirconia","Active","Oxygen","-","±1%","4mA ~ 20mA","-10°C ~ 85°C","24V","500mA"
http://www.spec-sensors.com/wp-content/uploads/2016/06/RESP_IRR_20-P-Package-110-901.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-901.jpg,1684-1029-ND,110-901,"SPEC Sensors, LLC",SENS GAS AIR QUAL ANALG CUR MOD,90,0,"20.00000","0","1","-","Active","Air Quality","-","-","Current","-10°C ~ 40°C","-","-"
http://www.spec-sensors.com/wp-content/uploads/2016/10/ULPSM-IAQ-968-008.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_ULPSM-Gas-Sensor.jpg,1684-1027-ND,968-008,"SPEC Sensors, LLC",SENSOR AIR QUAL ANALOG VLTG MOD,11,0,"50.00000","0","1","-","Active","Air Quality","-","±2%","0 V ~ 3 V","-40°C ~ 50°C","2.7V ~ 3.3V","15µA"
http://www.spec-sensors.com/wp-content/uploads/2016/10/ULPSM-Ethanol-968-007.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_ULPSM-Gas-Sensor.jpg,1684-1007-ND,968-007,"SPEC Sensors, LLC",SENSOR ALCOHOL ANALOG VLTG MOD,8,0,"50.00000","0","1","-","Active","Alcohol (C2H6O)","-","±3%","0 V ~ 3 V","-40°C ~ 50°C","2.7V ~ 3.3V","15µA"
https://www.sgxsensortech.com/content/uploads/2016/06/USG_INIR-Evaluation-Software_V3.pdf,-,1782-1034-ND,INIR-EK4,Amphenol SGX Sensortech,INTEGRATED INFRARED DEVELOPMENT,6,0,"68.58000","0","1","-","Active","Air Quality","-","-","Voltage","-40°C ~ 75°C","3.2V ~ 5V","35mA"
