Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Pattern Type","Strain Range","Resistance","Resistance Tolerance","Length - Active","Length - Overall Pattern","Length - Overall","Width - Active","Width - Overall Pattern","Width - Overall","Operating Temperature"
-,-,MMF307441-ND,MMF307441,Micro-Measurements (Division of Vishay Precision Group),C2A-06-125LW-350 STRAIN GAGES (1,0,0,"22.93000","0","1","C2A","Active","Linear","±3%","350 Ohms","±0.6%","0.125"" (3.18mm)","0.238"" (6.05mm)","0.31"" (8.0mm)","0.070"" (1.78mm)","0.080"" (2.03mm)","0.14"" (3.6mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF307381-ND,MMF307381,Micro-Measurements (Division of Vishay Precision Group),C2A-06-062LW-120 STRAIN GAGES,0,0,"23.37000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF307477-ND,MMF307477,Micro-Measurements (Division of Vishay Precision Group),C2A-06-250LW-120 STRAIN GAGES,0,0,"23.37000","0","1","C2A","Active","Linear","±3%","120 Ohms","±0.6%","0.250"" (6.35mm)","0.363"" (9.22mm)","0.44"" (11.2mm)","0.100"" (2.54mm)","0.100"" (2.54mm)","0.16"" (4.1mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF307389-ND,MMF307389,Micro-Measurements (Division of Vishay Precision Group),C2A-13-062LW-120 STRAIN GAGES,0,0,"23.37000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF307485-ND,MMF307485,Micro-Measurements (Division of Vishay Precision Group),C2A-13-250LW-120 STRAIN GAGES,0,0,"23.37000","0","1","C2A","Active","Linear","±3%","120 Ohms","±0.6%","0.250"" (6.35mm)","0.363"" (9.22mm)","0.44"" (11.2mm)","0.100"" (2.54mm)","0.100"" (2.54mm)","0.16"" (4.1mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF307385-ND,MMF307385,Micro-Measurements (Division of Vishay Precision Group),C2A-06-062LW-350 STRAIN GAGES (1,0,0,"24.26000","0","1","C2A","Active","Linear","±3%","350 Ohms","±0.6%","0.060"" (1.52mm)","0.179"" (4.54mm)","0.25"" (6.4mm)","0.050"" (1.27mm)","0.080"" (2.03mm)","0.14"" (3.6mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF307481-ND,MMF307481,Micro-Measurements (Division of Vishay Precision Group),C2A-06-250LW-350 STRAIN GAGES (1,0,0,"24.26000","0","1","C2A","Active","Linear","±3%","350 Ohms","±0.6%","0.250"" (6.35mm)","0.363"" (9.22mm)","0.44"" (11.2mm)","0.100"" (2.54mm)","0.100"" (2.54mm)","0.16"" (4.1mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF307357-ND,MMF307357,Micro-Measurements (Division of Vishay Precision Group),C2A-06-062LT-120 STRAIN GAGES,0,0,"32.47000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11079/062ap.pdf,-,MMF000921-ND,MMF000921,Micro-Measurements (Division of Vishay Precision Group),STRAIN GAUGE LINEAR W/ WIRES,0,0,"34.51200","0","5","WK","Active","Linear","±1.5%","350 Ohms","±0.3%","0.062"" (1.57mm)","0.114"" (2.9mm)","0.26"" (6.6mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.16"" (4.1mm)","-452 ~ 550°F (-269 ~ 290°C)"
-,-,MMF307417-ND,MMF307417,Micro-Measurements (Division of Vishay Precision Group),C2A-06-125LT-350 STRAIN GAGES,0,0,"37.42000","0","1","C2A","Active","Tee Rosette","±3%","350 Ohms","±0.6%","0.125"" (3.18mm)","0.243"" (6.17mm)","0.29"" (7.4mm)","0.125"" (3.18mm)","0.340"" (8.64mm)","0.40"" (10.2mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF327402-ND,MMF327402,Micro-Measurements (Division of Vishay Precision Group),C2A-06-015LW-120 STRAIN GAGES,0,0,"38.41000","0","1","C2A","Active","Linear Weldable","±3%","120 Ohms","±0.6%","0.015"" (0.38mm)","0.052"" (1.32mm)","0.07"" (1.9mm)","0.020"" (0.50mm)","0.034"" (0.86mm)","0.05"" (1.4mm)","-60 ~ 180°F (-50 ~ 80°C)"
http://www.vishaypg.com/docs/11079/062ap.pdf,-,MMF500584-ND,MMF500584,Micro-Measurements (Division of Vishay Precision Group),STRAIN GAUGE LINEAR W/ WIRES,0,0,"43.88600","0","5","WK","Active","Linear","±1.5%","350 Ohms","±0.3%","0.062"" (1.57mm)","0.114"" (2.9mm)","0.26"" (6.6mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.16"" (4.1mm)","-452 ~ 550°F (-269 ~ 290°C)"
-,-,MMF323854-ND,MMF323854,Micro-Measurements (Division of Vishay Precision Group),EA-09-125AD-120 STRAIN GAGES (5/,0,0,"45.20278","0","18","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF321934-ND,MMF321934,Micro-Measurements (Division of Vishay Precision Group),C2A-06-20CLW-350 STRAIN GAGES (1,0,0,"47.19611","0","18","C2A","Active","Linear","±3%","350 Ohms","±0.6%","2.000"" (50.80mm)","2.155"" (54.74mm)","2.23"" (56.7mm)","0.175"" (4.45mm)","0.175"" (4.45mm)","0.24"" (6.0mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF303777-ND,MMF303777,Micro-Measurements (Division of Vishay Precision Group),EA-00-125BT-120/L STRAIN GAGES (,0,0,"48.82529","0","17","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001746-ND,MMF001746,Micro-Measurements (Division of Vishay Precision Group),EA-06-125BZ-350 STRAIN GAGES (5/,0,0,"51.66000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11294/250bg.pdf,-,MMF002502-ND,MMF002502,Micro-Measurements (Division of Vishay Precision Group),EA-06-250BG-120 STRAIN GAGES (5/,0,0,"51.66000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF307401-ND,MMF307401,Micro-Measurements (Division of Vishay Precision Group),C2A-06-125LR-350 STRAIN GAGES,0,0,"53.64000","0","1","C2A","Active","Rectangular Rosette","±3%","350 Ohms","±0.6%","0.125"" (3.18mm)","0.245"" (6.22mm)","0.29"" (7.4mm)","0.070"" (1.78mm)","0.415"" (10.54mm)","0.47"" (12.1mm)","-60 ~ 180°F (-50 ~ 80°C)"
-,-,MMF307409-ND,MMF307409,Micro-Measurements (Division of Vishay Precision Group),C2A-13-125LR-350 STRAIN GAGES (1,0,0,"53.64000","0","1","C2A","Active","Rectangular Rosette","±3%","350 Ohms","±0.6%","0.125"" (3.18mm)","0.245"" (6.22mm)","0.29"" (7.4mm)","0.070"" (1.78mm)","0.415"" (10.54mm)","0.47"" (12.1mm)","-60 ~ 180°F (-50 ~ 80°C)"
http://www.vishaypg.com/docs/11079/062ap.pdf,-,MMF000863-ND,MMF000863,Micro-Measurements (Division of Vishay Precision Group),EA-06-062AP-120 STRAIN GAGES 5PC,0,0,"54.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF307345-ND,MMF307345,Micro-Measurements (Division of Vishay Precision Group),C2A-06-062LR-350 STRAIN GAGES,0,0,"54.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF307353-ND,MMF307353,Micro-Measurements (Division of Vishay Precision Group),C2A-13-062LR-350 STRAIN GAGES,0,0,"54.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11294/250bg.pdf,-,MMF310141-ND,MMF310141,Micro-Measurements (Division of Vishay Precision Group),EA-06-250BG-120/L STRAIN GAGES (,0,0,"56.70000","0","14","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF315486-ND,MMF315486,Micro-Measurements (Division of Vishay Precision Group),C2A-06-250WW-120 STACKED ROSETTE,0,0,"58.27500","0","12","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001747-ND,MMF001747,Micro-Measurements (Division of Vishay Precision Group),EA-06-125BZ-350/E STRAIN GAGES (,0,0,"59.76000","0","1","EA","Active","Linear","±5%","350 Ohms","±0.15%","0.125"" (3.18mm)","0.220"" (5.59mm)","0.29"" (7.4mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.13"" (3.3mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF016130-ND,MMF016130,Micro-Measurements (Division of Vishay Precision Group),EA-06-250BF-350/L STRAIN GAGES (,0,0,"60.63750","0","12","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF315450-ND,MMF315450,Micro-Measurements (Division of Vishay Precision Group),C2A-06-031WW-120 STACKED ROSETTE,0,0,"61.20000","0","1","C2A","Active","Linear Weldable","±3%","120 Ohms","±0.6%","0.031"" (0.79mm)","0.206"" (5.23mm)","0.28"" (7.1mm)","0.070"" (1.79mm)","0.227"" (5.77mm)","0.31"" (8.0mm)","-60 ~ 150°F (-50 ~ 65°C)"
-,-,MMF314042-ND,MMF314042,Micro-Measurements (Division of Vishay Precision Group),C2A-06-062WW-120 STACKED ROSETTE,0,0,"61.20000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF315466-ND,MMF315466,Micro-Measurements (Division of Vishay Precision Group),C2A-13-062WW-120 STACKED ROSETTE,0,0,"61.20000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003128-ND,MMF003128,Micro-Measurements (Division of Vishay Precision Group),CEA-06-125UN-120 STRAIN GAGES (5,0,0,"61.56000","0","1","CEA","Active","Linear","±3%","120 Ohms","±0.3%","0.125"" (3.18mm)","0.275"" (6.99mm)","0.38"" (9.7mm)","0.100"" (2.54mm)","0.120"" (3.05mm)","0.19"" (4.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
http://www.vishaypg.com/docs/11078/062ak.pdf,-,MMF000847-ND,MMF000847,Micro-Measurements (Division of Vishay Precision Group),EA-06-062AK-120 STRAIN GAGES (5/,0,0,"61.56000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11080/062aq.pdf,-,MMF000936-ND,MMF000936,Micro-Measurements (Division of Vishay Precision Group),EA-06-062AQ-350 STRAIN GAGES (5/,0,0,"61.56000","0","1","EA","Active","Linear","±3%","350 Ohms","±0.15%","0.062"" (1.57mm)","0.114"" (2.90mm)","0.26"" (6.6mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.15"" (3.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF001853-ND,MMF001853,Micro-Measurements (Division of Vishay Precision Group),EA-06-125EP-350 STRAIN GAGES (5/,0,0,"62.05538","0","13","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF315458-ND,MMF315458,Micro-Measurements (Division of Vishay Precision Group),C2A-06-031WW-350 STACKED ROSETTE,0,0,"62.64000","0","1","C2A","Active","Linear Weldable","±3%","350 Ohms","±0.6%","0.031"" (0.79mm)","0.206"" (5.23mm)","0.28"" (7.1mm)","0.070"" (1.79mm)","0.227"" (5.77mm)","0.31"" (8.0mm)","-60 ~ 150°F (-50 ~ 65°C)"
-,-,MMF313001-ND,MMF313001,Micro-Measurements (Division of Vishay Precision Group),C2A-06-062WW-350 STACKED ROSETTE,0,0,"62.64000","0","1","C2A","Active","Linear Weldable","±3%","350 Ohms","±0.6%","0.062"" (1.57mm)","0.180"" (4.57mm)","0.28"" (7.2mm)","0.050"" (1.27mm)","0.236"" (6.00mm)","0.32"" (8.2mm)","-60 ~ 150°F (-50 ~ 65°C)"
-,-,MMF315462-ND,MMF315462,Micro-Measurements (Division of Vishay Precision Group),C2A-13-031WW-350 STACKED ROSETTE,0,0,"62.64000","0","1","C2A","Active","Stacked Rosette","±3%","350 Ohms","±0.6%","0.031"" (0.79mm) per section","0.206"" (5.23mm)","0.28"" (7.1mm)","0.070"" (1.79mm) per section","0.227"" (5.77mm)","0.31"" (8.0mm)","-60 ~ 150°F (-50 ~ 65°C)"
-,-,MMF315470-ND,MMF315470,Micro-Measurements (Division of Vishay Precision Group),C2A-13-062WW-350 STACKED ROSETTE,0,0,"62.64000","0","1","C2A","Active","Stacked Rosette","±3%","350 Ohms","±0.6%","0.062"" (1.57mm) per section","0.180"" (4.57mm)","0.28"" (7.2mm)","0.050"" (1.27mm) per section","0.236"" (6.00mm)","0.32"" (8.2mm)","-60 ~ 150°F (-50 ~ 65°C)"
-,-,MMF313009-ND,MMF313009,Micro-Measurements (Division of Vishay Precision Group),C2A-06-125WW-350 STACKED ROSETTE,0,0,"63.72000","0","1","C2A","Active","Stacked Rosette","±3%","350 Ohms","±0.6%","0.125"" (3.18mm) per section","0.241"" (6.12mm)","0.31"" (7.9mm)","0.070"" (1.79mm) per section","0.280"" (7.11mm)","0.38"" (9.5mm)","-60 ~ 150°F (-50 ~ 65°C)"
-,-,MMF000414-ND,MMF000414,Micro-Measurements (Division of Vishay Precision Group),EA-06-031DE-120 STRAIN GAGES (5/,0,0,"64.73231","0","13","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001570-ND,MMF001570,Micro-Measurements (Division of Vishay Precision Group),EA-06-125AD-120/LE STRAIN GAGES,0,0,"64.73231","0","13","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11329/062ed.pdf,-,MMF001043-ND,MMF001043,Micro-Measurements (Division of Vishay Precision Group),EA-06-062ED-120 STRAIN GAGES (5/,0,0,"64.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003203-ND,MMF003203,Micro-Measurements (Division of Vishay Precision Group),CEA-06-250UN-120 STRAIN GAGES (5,0,0,"65.88000","0","1","CEA","Active","Linear","±5%","120 Ohms","±0.3%","0.250"" (6.35mm)","0.415"" (10.54mm)","0.52"" (13.2mm)","0.120"" (3.05mm)","0.120"" (3.05mm)","0.22"" (5.6mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF327254-ND,MMF327254,Micro-Measurements (Division of Vishay Precision Group),EA-00-250BF-350/E STRAIN GAGES (,0,0,"66.46500","0","12","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF010312-ND,MMF010312,Micro-Measurements (Division of Vishay Precision Group),EA-00-125AC-350 STRAIN GAGES (5/,0,0,"67.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001497-ND,MMF001497,Micro-Measurements (Division of Vishay Precision Group),EA-06-125AC-350 STRAIN GAGES (5/,0,0,"67.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001509-ND,MMF001509,Micro-Measurements (Division of Vishay Precision Group),EA-13-125AC-350 STRAIN GAGES (5/,0,0,"67.86000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003124-ND,MMF003124,Micro-Measurements (Division of Vishay Precision Group),CEA-00-125UN-350 STRAIN GAGES (5,0,0,"69.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003126-ND,MMF003126,Micro-Measurements (Division of Vishay Precision Group),CEA-03-125UN-350 STRAIN GAGES (5,0,0,"69.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001749-ND,MMF001749,Micro-Measurements (Division of Vishay Precision Group),EA-06-125BZ-350/LE STRAIN GAGES,0,0,"69.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11294/250bg.pdf,-,MMF002504-ND,MMF002504,Micro-Measurements (Division of Vishay Precision Group),EA-06-250BG-120/LE STRAIN GAGES,0,0,"69.84000","0","1","EA","Active","Linear","±5%","120 Ohms","±0.15%","0.250"" (6.35mm)","0.375"" (9.53mm)","0.52"" (13.2mm)","0.125"" (3.18mm)","0.125"" (3.18mm)","0.22"" (5.6mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF000376-ND,MMF000376,Micro-Measurements (Division of Vishay Precision Group),EA-13-031CF-120 STRAIN GAGES (5/,0,0,"70.92000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003165-ND,MMF003165,Micro-Measurements (Division of Vishay Precision Group),CEA-06-125UW-120 STRAIN GAGES (5,0,0,"71.82000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003063-ND,MMF003063,Micro-Measurements (Division of Vishay Precision Group),CEA-13-032UW-120 STRAIN GAGES (5,0,0,"71.82000","0","11","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001750-ND,MMF001750,Micro-Measurements (Division of Vishay Precision Group),EA-06-125BZ-350/W STRAIN GAGES (,0,0,"73.55273","0","11","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11094/062en.pdf,-,MMF001067-ND,MMF001067,Micro-Measurements (Division of Vishay Precision Group),EA-13-062EN-350 STRAIN GAGES (5/,0,0,"73.55273","0","11","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF335040-ND,MMF335040,Micro-Measurements (Division of Vishay Precision Group),EK-13-031CF-120/DD STRAIN GAGES,0,0,"73.71000","0","11","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11073/031ec.pdf,-,MMF000466-ND,MMF000466,Micro-Measurements (Division of Vishay Precision Group),EA-06-031EC-120 STRAIN GAGES (5/,0,0,"73.98000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF019764-ND,MMF019764,Micro-Measurements (Division of Vishay Precision Group),ED-DY-125AD-350/E STRAIN GAGES (,0,0,"74.97000","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003237-ND,MMF003237,Micro-Measurements (Division of Vishay Precision Group),CEA-00-250UW-120 STRAIN GAGES (5,0,0,"75.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003095-ND,MMF003095,Micro-Measurements (Division of Vishay Precision Group),CEA-06-062UW-120 STRAIN GAGES (5,0,0,"75.06000","0","1","CEA","Active","Linear","±3%","120 Ohms","±0.3%","0.062"" (1.57mm)","0.220"" (5.59mm)","0.31"" (7.9mm)","0.120"" (3.05mm)","0.120"" (3.05mm)","0.19"" (4.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003696-ND,MMF003696,Micro-Measurements (Division of Vishay Precision Group),CEA-06-250UW-120 STRAIN GAGES (5,0,0,"75.06000","0","1","CEA","Active","Linear","±5%","120 Ohms","±0.3%","0.250"" (6.35mm)","0.450"" (11.43mm)","0.55"" (14.0mm)","0.180"" (4.57mm)","0.180"" (4.57mm)","0.27"" (6.9mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003253-ND,MMF003253,Micro-Measurements (Division of Vishay Precision Group),CEA-13-250UW-120 STRAIN GAGES (5,0,0,"75.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF305237-ND,MMF305237,Micro-Measurements (Division of Vishay Precision Group),L2A-06-250LW-350 STRAIN GAGES (5,0,0,"76.23000","0","11","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001527-ND,MMF001527,Micro-Measurements (Division of Vishay Precision Group),EP-08-125AC-350 STRAIN GAGES (5/,0,0,"76.70300","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002377-ND,MMF002377,Micro-Measurements (Division of Vishay Precision Group),EA-13-250AE-350 STRAIN GAGES (5/,0,0,"77.17500","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF305901-ND,MMF305901,Micro-Measurements (Division of Vishay Precision Group),EA-09-031CF-120/E STRAIN GAGES (,0,0,"78.90800","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11080/062aq.pdf,-,MMF018957-ND,MMF018957,Micro-Measurements (Division of Vishay Precision Group),EA-05-062AQ-350/E STRAIN GAGES (,0,0,"79.92000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11080/062aq.pdf,-,MMF000937-ND,MMF000937,Micro-Measurements (Division of Vishay Precision Group),EA-06-062AQ-350/E STRAIN GAGES (,0,0,"79.92000","0","1","EA","Active","Linear","±3%","350 Ohms","±0.15%","0.062"" (1.57mm)","0.114"" (2.90mm)","0.26"" (6.6mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.15"" (3.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
http://www.vishaypg.com/docs/11080/062aq.pdf,-,MMF000951-ND,MMF000951,Micro-Measurements (Division of Vishay Precision Group),EA-13-062AQ-350/E STRAIN GAGES (,0,0,"79.92000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003196-ND,MMF003196,Micro-Measurements (Division of Vishay Precision Group),CEA-06-187UW-120 STRAIN GAGES (5,0,0,"80.48300","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF313173-ND,MMF313173,Micro-Measurements (Division of Vishay Precision Group),EA-06-125AC-350/E STRAIN GAGES (,0,0,"80.82000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003061-ND,MMF003061,Micro-Measurements (Division of Vishay Precision Group),CEA-06-032UW-120 STRAIN GAGES (5,0,0,"82.08000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF326986-ND,MMF326986,Micro-Measurements (Division of Vishay Precision Group),CEA-13-032UW-350 STRAIN GAGES (5,0,0,"82.53000","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000339-ND,MMF000339,Micro-Measurements (Division of Vishay Precision Group),EA-06-031CE-350 STRAIN GAGES (5/,0,0,"84.06000","0","1","EA","Active","Linear","±3%","350 Ohms","±0.2%","0.031"" (0.79mm)","0.076"" (1.93mm)","0.23"" (5.8mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.16"" (4.1mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF000420-ND,MMF000420,Micro-Measurements (Division of Vishay Precision Group),EA-06-031DE-350 STRAIN GAGES (5/,0,0,"84.06000","0","1","EA","Active","Linear","±3%","350 Ohms","±0.2%","0.031"" (0.79mm)","0.144"" (3.65mm)","0.27"" (6.9mm)","0.032"" (0.81mm)","0.032"" (0.81mm)","0.12"" (3.0mm)","-100 ~ 350°F (-75 ~ 175°C)"
http://www.vishaypg.com/docs/11094/062en.pdf,-,MMF001062-ND,MMF001062,Micro-Measurements (Division of Vishay Precision Group),EA-06-062EN-350 STRAIN GAGES (5/,0,0,"84.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF300693-ND,MMF300693,Micro-Measurements (Division of Vishay Precision Group),EA-09-125BZ-350/W STRAIN GAGES (,0,0,"84.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000350-ND,MMF000350,Micro-Measurements (Division of Vishay Precision Group),EA-13-031CE-350 STRAIN GAGES (5/,0,0,"84.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000602-ND,MMF000602,Micro-Measurements (Division of Vishay Precision Group),EA-06-050AH-120/E STRAIN GAGES (,0,0,"85.99500","0","10","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF009397-ND,MMF009397,Micro-Measurements (Division of Vishay Precision Group),CEA-00-250UN-350 STRAIN GAGES (5,0,0,"86.04000","0","1","CEA","Active","Linear","±5%","350 Ohms","±0.3%","0.250"" (6.35mm)","0.415"" (10.54mm)","0.52"" (13.2mm)","0.120"" (3.05mm)","0.120"" (3.05mm)","0.22"" (5.6mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003208-ND,MMF003208,Micro-Measurements (Division of Vishay Precision Group),CEA-13-250UN-350 STRAIN GAGES (5,0,0,"86.04000","0","1","CEA","Active","Linear","±5%","350 Ohms","±0.3%","0.250"" (6.35mm)","0.415"" (10.54mm)","0.52"" (13.2mm)","0.120"" (3.05mm)","0.120"" (3.05mm)","0.22"" (5.6mm)","-100 ~ 350°F (-75 ~ 175°C)"
http://www.vishaypg.com/docs/11073/031ec.pdf,-,MMF000471-ND,MMF000471,Micro-Measurements (Division of Vishay Precision Group),EA-06-031EC-350 STRAIN GAGES (5/,0,0,"88.02000","0","1","EA","Active","Linear","±3%","350 Ohms","±0.2%","0.031"" (0.79mm)","0.076"" (1.93mm)","0.23"" (5.8mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.16"" (4.1mm)","-100 ~ 350°F (-75 ~ 175°C)"
http://www.vishaypg.com/docs/11080/062aq.pdf,-,MMF020447-ND,MMF020447,Micro-Measurements (Division of Vishay Precision Group),EA-05-062AQ-350/LE STRAIN GAGES,0,0,"90.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11080/062aq.pdf,-,MMF000939-ND,MMF000939,Micro-Measurements (Division of Vishay Precision Group),EA-06-062AQ-350/LE STRAIN GAGES,0,0,"90.18000","0","1","EA","Active","Linear","±3%","350 Ohms","±0.15%","0.062"" (1.57mm)","0.114"" (2.90mm)","0.26"" (6.6mm)","0.062"" (1.57mm)","0.062"" (1.57mm)","0.15"" (3.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
http://www.vishaypg.com/docs/11079/062ap.pdf,-,MMF000878-ND,MMF000878,Micro-Measurements (Division of Vishay Precision Group),ED-DY-062AP-350 STRAIN GAGES (5/,0,0,"90.54000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002367-ND,MMF002367,Micro-Measurements (Division of Vishay Precision Group),EA-06-250AE-350/E STRAIN GAGES (,0,0,"91.48556","0","9","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001500-ND,MMF001500,Micro-Measurements (Division of Vishay Precision Group),EA-06-125AC-350/LE STRAIN GAGES,0,0,"91.98000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11094/062en.pdf,-,MMF001063-ND,MMF001063,Micro-Measurements (Division of Vishay Precision Group),EA-06-062EN-350/E STRAIN GAGES (,0,0,"92.98778","0","9","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF010374-ND,MMF010374,Micro-Measurements (Division of Vishay Precision Group),EK-06-125BZ-10C/DD STRAIN GAGES,0,0,"93.63556","0","9","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003091-ND,MMF003091,Micro-Measurements (Division of Vishay Precision Group),CEA-00-062UW-350 STRAIN GAGES (5,0,0,"94.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003238-ND,MMF003238,Micro-Measurements (Division of Vishay Precision Group),CEA-00-250UW-350 STRAIN GAGES (5,0,0,"94.32000","0","1","CEA","Active","Linear","±5%","350 Ohms","±0.3%","0.250"" (6.35mm)","0.450"" (11.43mm)","0.55"" (14.0mm)","0.180"" (4.57mm)","0.180"" (4.57mm)","0.27"" (6.9mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003162-ND,MMF003162,Micro-Measurements (Division of Vishay Precision Group),CEA-03-125UW-350 STRAIN GAGES (5,0,0,"94.32000","0","1","CEA","Active","Linear","±5%","350 Ohms","±0.3%","0.125"" (3.18mm)","0.325"" (8.26mm)","0.42"" (10.7mm)","0.165"" (4.19mm)","0.365"" (9.27mm)","0.45"" (11.4mm)","-100 ~ 350°F (-75 ~ 175°C)"
