Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Color","Features","For Use With/Related Products","Material","Shell Size - Insert"
http://www.alphawire.com/~/media/2040B3A5349948E0ABFDC0B5E16C9E81.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_908-CN.jpg,908-CNNC032-ND,908-CN NC032,Alpha Wire,M12 PLASTIC 8PORT 1SIG LED,3,0,"162.52000","0","1","908","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M8, M12"
http://www.alphawire.com/~/media/B72C00B59F8948AF8E111CAE3CE37DC6.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/909-xxM-NC032.jpg,909-10MNC032-ND,909-10M NC032,Alpha Wire,M12 PLASTIC 8PORT 1SIG,3,0,"168.21000","0","1","909","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
http://www.alphawire.com/~/media/A48AD617507A410093E3A73DDE65F2C5.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_900-CN.jpg,900-CNNC032-ND,900-CN NC032,Alpha Wire,M12 DIE CAST 8PORT 1SIG LED,3,0,"180.54000","0","1","900","Active","Actuator Box","Beige","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M8, M12"
http://www.alphawire.com/~/media/00F31A8030FC404CB964387B737BE222.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/804-10M-NC032.jpg,804-10MNC032-ND,804-10M NC032,Alpha Wire,M8 PLASTIC 8PORT 1SIG LED,3,0,"188.51000","0","1","804","Active","Actuator Box","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8"
http://www.alphawire.com/~/media/A48AD617507A410093E3A73DDE65F2C5.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/900-10M-NC032.jpg,900-10MNC032-ND,900-10M NC032,Alpha Wire,M12 DIE CAST 8PORT 1SIG LED,3,0,"191.65000","0","1","900","Active","Actuator Box","Beige","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
https://www.molex.com/pdm_docs/sd/1121035001_sd.pdf,//media.digikey.com/Photos/Molex/1121035001.jpg,WM16028-ND,1121035001,Molex,"BRAD IO-LINK DIGITAL HUB, IP67",2,0,"194.67000","0","1","Brad 112103","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1517301,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1517301.jpg,277-13351-ND,1517301,Phoenix Contact,SENSOR/ACTUATOR BOX W/CABLE 5 M,2,0,"220.74000","0","1","*","Active","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1516111,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1516111.jpg,277-13345-ND,1516111,Phoenix Contact,SENSOR/ACTUATOR BOX W/CABLE 5 M,2,0,"231.50000","0","1","*","Active","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1695825,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1695825.jpg,277-13696-ND,1695825,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 5POS,2,0,"416.86000","0","1","PLUSCON","Active","Actuator Box","Silver","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Aluminum, Nickel Plated","M12"
https://www.molex.com/pdm_docs/sd/1120925010_sd.pdf,//media.digikey.com/Photos/Molex/MFG_1120925010.jpg,WM16029-ND,1120925010,Molex,IO;DNET;IP67;30MM;8P;FULL M8;8DO,2,0,"444.96000","0","1","Brad HarshIO 112092","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
https://www.molex.com/pdm_docs/sd/1120955118_sd.pdf,//media.digikey.com/Photos/Molex/1120955118.jpg,WM15657-ND,1120955118,Molex,BRAD HARSHIO ETHERNET/IP MODULES,3,0,"927.00000","0","1","Brad HarshIO 112095","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","-","Polybutylene Terephthalate (PBT)","M12"
https://www.molex.com/pdm_docs/sd/1120955119_sd.pdf,//media.digikey.com/Photos/Molex/MFG_1120955119.jpg,WM16027-ND,1120955119,Molex,BRAD HARSHIO PROFINET IO-LINK,2,0,"1019.70000","0","1","Brad HarshIO 112095","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1724750000.pdf,-,281-7130-ND,1724750000,Weidmüller,CONN HOOD 3.5 SAI 4/6/8MH BK,20,0,"34.68000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/7D6164FB83784937958BF72C8CF731B5.ashx,-,917-5MNC032-ND,917-5M NC032,Alpha Wire,M12 PLASTIC 4PORT 1SIG,6,0,"91.76000","0","1","917","Active","Actuator Box","Orange","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
https://www.molex.com/pdm_docs/sd/1202480056_sd.pdf,//media.digikey.com/photos/Molex/1202480056.jpg,WM21566-ND,1202480056,Molex,MPIS M12 PNP 4P 4PT M23 BK SGL,2,0,"104.79000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1453216.pdf,-,277-17108-ND,1453216,Phoenix Contact,SENSOR ACTUATOR BOX,5,363,"112.98000","0","1","*","Active","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1692404,//media.digikey.com/Photos/Phoenix%20Photos/1692404.jpg,277-4478-ND,1692404,Phoenix Contact,SENSOR ACTUATOR BOX 4SLOT 4POS,4,32,"113.67000","0","1","PLUSCON","Active","Actuator Box","Green","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polyamide","M12, M23"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766780000.pdf,//media.digikey.com/Photos/Weidmuller/1766780000.jpg,281-6571-ND,1766780000,Weidmüller,MODULE DISCONNECT MICRO 4POLEIDC,5,0,"115.76000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1760050000.pdf,//media.digikey.com/Photos/Weidmuller/1760050000.jpg,281-6555-ND,1760050000,Weidmüller,CONN SAI M MICRO IDC HARAX 3POS,5,0,"118.52000","0","1","*","Active","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1452518,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1452518.jpg,277-16534-ND,1452518,Phoenix Contact,SENSOR ACTUATOR BOX,6,0,"119.78000","0","1","-","Active","Actuator Box","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
http://www.alphawire.com/~/media/49B3DA0381324C3A8F846619BD2D8D51.ashx,-,919-5MNC032-ND,919-5M NC032,Alpha Wire,M12 PLASTIC 4PORT 2SIG,4,0,"119.99000","0","1","919","Active","Actuator Box","Orange","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700022200_100689728DRW000D.pdf,//media.digikey.com/Photos/Harting/MFG_090700022200.jpg,1195-6584-ND,090700022200,HARTING,"HARTING M12 SENSOR ACTUATOR BOX,",5,0,"120.51000","0","1","har-SAB","Active","Actuator Box","Black","8 Connector Opening","Circular Connectors","-","M12"
http://www.alphawire.com/~/media/79F4D9FA077A44979FC3E029815FF71E.ashx,-,905-5MNC032-ND,905-5M NC032,Alpha Wire,M12 DIE CAST 4PORT 1SIG,2,0,"123.46000","0","1","905","Active","Actuator Box","-","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700400100_100689722DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700400100.jpg,1195-6587-ND,090700400100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",5,0,"126.34000","0","1","har-SAB","Active","Actuator Box","Black","4 Connector Opening","Circular Connectors","-","M8"
http://www.alphawire.com/~/media/B64ACA58D18A45BD8071B2E1B37786D0.ashx,-,913-5MNC032-ND,913-5M NC032,Alpha Wire,M12 PLASTIC 6PORT 1SIG,4,0,"126.36000","0","1","913","Active","Actuator Box","Orange","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1760060000.pdf,//media.digikey.com/photos/Weidmuller/MFG_1760060000.JPG,281-6557-ND,1760060000,Weidmüller,CONN SAI 8 M IDC HARAX 3POS,4,0,"129.66000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456340000.pdf,-,281-6732-ND,9456340000,Weidmüller,CONN SAI FIXED PUR 10M 5POS,6,0,"129.69000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700100100_100689666DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700100100.jpg,1195-6591-ND,090700100100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",5,0,"132.52000","0","1","har-SAB","Active","Actuator Box","Black","4 Connector Opening","Circular Connectors","-","M8"
http://www.alphawire.com/~/media/A676A109537B4F5783EA8446E03A8EDA.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/803-10M-NC032.jpg,803-5MNC032-ND,803-5M NC032,Alpha Wire,M8 PLASTIC 6PORT 1SIG LED,18,0,"132.62000","0","1","803","Active","Actuator Box","Black","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456190000.pdf,-,281-6725-ND,9456190000,Weidmüller,CONN SAI FIXED PUR 5M 4POS,4,0,"132.94000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700620100_100689687DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700620100.jpg,1195-6585-ND,090700620100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",5,0,"133.64000","0","1","har-SAB","Active","Actuator Box","Black","8 Connector Opening","Circular Connectors","-","M8"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1453025,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1453025.jpg,277-16535-ND,1453025,Phoenix Contact,SENSOR ACTUATOR BOX,3,1,"134.67000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456200000.pdf,//media.digikey.com/photos/Weidmuller/9456200000.JPG,281-5191-ND,9456200000,Weidmüller,CONN SAI FIXED PUR 10M 4POS,4,0,"135.79000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/BD8577B37BC8455EBB1C44C298E9BE66.ashx,-,904-5MNC032-ND,904-5M NC032,Alpha Wire,M12 DIE CAST 4PORT 1SIG LED,2,0,"137.32000","0","1","904","Active","Actuator Box","-","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700201200_100689588DRW000B.pdf,//media.digikey.com/Photos/Harting/MFG_090700201200.jpg,1195-6580-ND,090700201200,HARTING,"HARTING M12 SENSOR ACTUATOR BOX,",5,0,"137.48000","0","1","har-SAB","Active","Actuator Box","Black","4 Connector Opening","Circular Connectors","-","M12"
https://www.molex.com/pdm_docs/sd/1202480031_sd.pdf,//media.digikey.com/Photos/Molex/1202480023.jpg,WM21562-ND,1202480031,Molex,MPIS M12 PNP 5P 4PT BK 5M DUAL,4,0,"138.33000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766800000.pdf,//media.digikey.com/Photos/Weidmuller/1766800000.jpg,281-6575-ND,1766800000,Weidmüller,CONN SAI 8 M IDC HARAX 4POLE,4,0,"140.39000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700630100_100689692DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700630100.jpg,1195-6586-ND,090700630100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",4,0,"141.20000","0","1","har-SAB","Active","Actuator Box","Black","10 Connector Opening","Circular Connectors","-","M8"
http://www.alphawire.com/~/media/B72C00B59F8948AF8E111CAE3CE37DC6.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/909-xxM-NC032.jpg,909-5MNC032-ND,909-5M NC032,Alpha Wire,M12 PLASTIC 8PORT 1SIG,5,0,"141.39000","0","1","909","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
-,//media.digikey.com/photos/Molex/1202480063.jpg,WM21568-ND,1202480063,Molex,MPIS M12 NOS 5P 6PT M23 BK DUAL,5,0,"142.51000","0","1","Brad Safety, MPIS 120248","Active","Actuator Box","Black","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12, M23"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700420100_100689724DRW000B.pdf,//media.digikey.com/Photos/Harting/MFG_090700420100.jpg,1195-6588-ND,090700420100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",5,0,"145.69000","0","1","har-SAB","Active","Actuator Box","Black","8 Connector Opening","Circular Connectors","-","M8"
http://www.alphawire.com/~/media/4D1E6B2E31524E02A68815C2E3D0ACDF.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/912-xxM-NC032.jpg,912-5MNC032-ND,912-5M NC032,Alpha Wire,M12 PLASTIC 6PORT 1SIG LED,2,0,"146.50000","0","1","912","Active","Actuator Box","Orange","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
https://www.molex.com/pdm_docs/sd/1202480060_sd.pdf,//media.digikey.com/photos/Molex/1202480060.jpg,WM21567-ND,1202480060,Molex,MPIS M12 PNP 4P 8PT M23 BK SGL,5,0,"146.69000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/235D014F3EAF478295607682CF454D2D.ashx,-,907-5MNC032-ND,907-5M NC032,Alpha Wire,M12 DIE CAST 4PORT 2SIG,2,0,"147.47000","0","1","907","Active","Actuator Box","-","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
http://www.alphawire.com/~/media/1AFBF3BAC02F456BB32351275ECF0906.ashx,-,918-5MNC032-ND,918-5M NC032,Alpha Wire,M12 PLASTIC 4PORT 2SIG LED,3,0,"148.05000","0","1","918","Active","Actuator Box","Orange","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1705930000.pdf,//media.digikey.com/photos/Weidmuller/MFG_1705930000.jpg,281-6541-ND,1705930000,Weidmüller,CONN SAI M MICRO M12 4POS,4,0,"148.49000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1705941000.pdf,//media.digikey.com/photos/Weidmuller/1705941000.jpg,281-6545-ND,1705941000,Weidmüller,CONN SAI 8 MB M12 UT BASE 4POS,3,0,"149.86000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/9548A9F122CA45CCA7FA7773CD3A376D.ashx,-,911-5MNC032-ND,911-5M NC032,Alpha Wire,M12 PLASTIC 8PORT 2SIG,4,0,"150.98000","0","1","911","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456470000.pdf,-,281-6737-ND,9456470000,Weidmüller,CONN SAI FIXED PUR 5M 4POS,4,0,"151.12000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/8F33CBE6F2A44686B96F6EE16D7FFA1C.ashx,-,901-5MNC032-ND,901-5M NC032,Alpha Wire,M12 DIE CAST 8PORT 1SIG,4,0,"151.25000","0","1","901","Active","Actuator Box","-","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700120100_100689681DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700120100.jpg,1195-6592-ND,090700120100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",4,0,"151.80000","0","1","har-SAB","Active","Actuator Box","Black","8 Connector Opening","Circular Connectors","-","M8"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1692446,//media.digikey.com/Photos/Phoenix%20Photos/1692446.jpg,277-4317-ND,1692446,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 4POS,5,60,"152.98000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polyamide","M12, M23"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1692718,//media.digikey.com/Photos/Phoenix%20Photos/1692446.jpg,277-4328-ND,1692718,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 4POS,5,4,"152.98000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polyamide","M12, M23"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700130100_100689683DRW000D.pdf,//media.digikey.com/Photos/Harting/MFG_090700130100.jpg,1195-6593-ND,090700130100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",2,0,"153.69000","0","1","har-SAB","Active","Actuator Box","Black","10 Connector Opening","Circular Connectors","-","M8"
https://www.molex.com/pdm_docs/sd/1202480032_sd.pdf,//media.digikey.com/Photos/Molex/1202480023.jpg,WM21563-ND,1202480032,Molex,MPIS M12 PNP 5P 4PT BK 10M DUAL,5,0,"155.34000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2773348_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2773348.jpg,277-16748-ND,2773348,Phoenix Contact,LOCAL BUS 8 DIGITAL INPUTS,4,0,"156.00000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700401100_100689727DRW000B.pdf,//media.digikey.com/Photos/Harting/MFG_090700401100.jpg,1195-6590-ND,090700401100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",5,0,"156.25000","0","1","har-SAB","Active","Actuator Box","Black","4 Connector Opening","Circular Connectors","-","M8"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700430100_100689725DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700430100.jpg,1195-6589-ND,090700430100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",4,0,"157.15000","0","1","har-SAB","Active","Actuator Box","Black","10 Connector Opening","Circular Connectors","-","M8"
http://www.alphawire.com/~/media/00F31A8030FC404CB964387B737BE222.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/804-10M-NC032.jpg,804-5MNC032-ND,804-5M NC032,Alpha Wire,M8 PLASTIC 8PORT 1SIG LED,14,0,"158.02000","0","1","804","Active","Actuator Box","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456330000.pdf,-,281-6731-ND,9456330000,Weidmüller,CONN SAI FIXED PUR 5M 5POS,4,0,"158.44000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/2040B3A5349948E0ABFDC0B5E16C9E81.ashx,-,908-5MNC032-ND,908-5M NC032,Alpha Wire,M12 PLASTIC 8PORT 1SIG LED,2,0,"159.14000","0","1","908","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
https://www.molex.com/pdm_docs/sd/1202470012_sd.pdf,//media.digikey.com/Photos/Molex/1202470012.jpg,WM21187-ND,1202470012,Molex,MPIS M8 PNP 3P 8PT BK 5M SINGLE,4,0,"159.29000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766790000.pdf,//media.digikey.com/photos/Weidmuller/1766790000.jpg,281-6573-ND,1766790000,Weidmüller,CONN SAI M MICRO IDC HARAX 4POLE,3,0,"160.31000","0","1","*","Active","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1517042,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1517042.jpg,277-16548-ND,1517042,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 4POS,11,0,"161.31000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1516894,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1516894.jpg,277-16547-ND,1516894,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 5POS,10,0,"161.31000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
http://www.alphawire.com/~/media/B6EAD774811B476F9DD8C40809730E34.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/903-xxM-NC032.jpg,903-5MNC032-ND,903-5M NC032,Alpha Wire,M12 DIE CAST 8PORT 2SIG,2,0,"162.23000","0","1","903","Active","Actuator Box","-","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
https://www.molex.com/pdm_docs/sd/1202480022_sd.pdf,//media.digikey.com/Photos/Molex/1202480022.jpg,WM21560-ND,1202480022,Molex,MPIS M12 PNP 4P 8PT BK 5M SINGLE,5,0,"163.47000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700102200_100689641DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700102200.jpg,1195-6582-ND,090700102200,HARTING,"HARTING M12 SENSOR ACTUATOR BOX,",20,0,"164.08000","0","1","har-SAB","Active","Actuator Box","Black","4 Connector Opening","Circular Connectors","-","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456480000.pdf,-,281-6738-ND,9456480000,Weidmüller,CONN SAI FIXED PUR 10M 4POS,3,0,"164.16000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456750000.pdf,-,281-6747-ND,9456750000,Weidmüller,CONN SAI 8 FIXED PUR 5M 4POS,3,4,"164.16000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1701250000.pdf,//media.digikey.com/photos/Weidmuller/MFG_1701250000.JPG,281-3411-ND,1701250000,Weidmüller,CONN SAI 8 M M12 5POS,6,4,"164.96000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1202470041_sd.pdf,//media.digikey.com/Photos/Molex/1202470041.jpg,WM25599-ND,1202470041,Molex,MPIS M8 PNP 3P 6PT BK 10M SINGLE,5,0,"165.58000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456610000.pdf,-,281-6742-ND,9456610000,Weidmüller,CONN SAI FIXED PUR 5M 5POS,3,0,"165.82000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1202470065_sd.pdf,//media.digikey.com/Photos/Molex/1202470065.jpg,WM21559-ND,1202470065,Molex,MPIS M8 PNP 3P 10PT M16 BK SGL,5,0,"167.67000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1202480066_sd.pdf,-,WM21569-ND,1202480066,Molex,MPIS M12 PNP 5P 8PT M23 BK DUAL,4,0,"167.67000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700101100_100689718DRW000C.pdf,//media.digikey.com/Photos/Harting/MFG_090700101100.jpg,1195-6594-ND,090700101100,HARTING,"HARTING M8 SENSOR ACTUATOR BOX,",5,0,"168.38000","0","1","har-SAB","Active","Actuator Box","Black","4 Connector Opening","Circular Connectors","-","M8"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1701251000.pdf,-,281-6534-ND,1701251000,Weidmüller,CONN SAI 8 MB M12 UT BASE 5POS,3,0,"168.73000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/DEF93533001C48DAA3A539A5635E77A8.ashx,-,915-5MNC032-ND,915-5M NC032,Alpha Wire,M12 PLASTIC 6PORT 2SIG,3,0,"171.32000","0","1","915","Active","Actuator Box","Orange","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766670000.pdf,-,281-6560-ND,1766670000,Weidmüller,CONN FIXED HARAX PUR 10M 4POLE,4,0,"172.48000","0","1","-","Active","Actuator Box","Beige","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
http://www.alphawire.com/~/media/66C06E4DF00A48AA9FA52F5A4E3B1F6F.ashx,-,800-5MNC032-ND,800-5M NC032,Alpha Wire,M8 PLASTIC 10PORT 1SIG LED,5,0,"172.89000","0","1","800","Active","Actuator Box","Black","10 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1701240000.pdf,//media.digikey.com/Photos/Weidmuller/1701240000.jpg,281-3418-ND,1701240000,Weidmüller,CONN SAI M MICRO M13 5POS,2,5,"173.70000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1202480049_sd.pdf,-,WM21564-ND,1202480049,Molex,MPIS M12 PNP 5P 8PT BK 5M DUAL,5,0,"173.82000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1202470013_sd.pdf,-,WM21188-ND,1202470013,Molex,MPIS M8 PNP 3P 8PT BK 10M SINGLE,5,0,"173.82000","0","1","*","Active","-","-","-","-","-","-"
