Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Color","Features","For Use With/Related Products","Material","Shell Size - Insert"
http://www.alphawire.com/~/media/49B3DA0381324C3A8F846619BD2D8D51.ashx,-,919-10MNC032-ND,919-10M NC032,Alpha Wire,M12 PLASTIC 4PORT 2SIG,3,0,"174.06000","0","1","919","Active","Actuator Box","Orange","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1692789,//media.digikey.com/Photos/Phoenix%20Photos/1692721.jpg,277-4527-ND,1692789,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 5POS,2,41,"174.56000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polyamide","M12, M23"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766680000.pdf,-,281-6561-ND,1766680000,Weidmüller,CONN FIXED HARAX PUR 5M 4POLE,4,0,"177.17000","0","1","-","Active","Actuator Box","Gray","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
https://www.molex.com/pdm_docs/sd/1202480023_sd.pdf,//media.digikey.com/Photos/Molex/1202480023.jpg,WM21561-ND,1202480023,Molex,MPIS M12 PNP 4P 8PT BK 10M SGL,4,0,"177.53000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Molex/1300600067.jpg,WM21676-ND,1300600067,Molex,MC MPIS 4/3P FR W/3P MR PARALLEL,3,0,"178.43000","0","1","Brad Mini-Change 130060","Active","Actuator Box","Yellow","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1783540000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1783520000.jpg,281-6590-ND,1783540000,Weidmüller,CONN MMS 4P M12 4POS,3,0,"179.37000","0","1","-","Active","Actuator Box","Silver","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1705943000.pdf,//media.digikey.com/photos/Weidmuller/1705943000.jpg,281-6547-ND,1705943000,Weidmüller,CONN SAI 8 MHD M12 4POS,3,0,"179.37000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700322200_100689611DRW000B.pdf,//media.digikey.com/Photos/Harting/MFG_090700322200.jpg,1195-6581-ND,090700322200,HARTING,"HARTING M12 SENSOR ACTUATOR BOX,",5,0,"179.85000","0","1","har-SAB","Active","Actuator Box","Black","8 Connector Opening","Circular Connectors","-","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1783520000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1783520000.jpg,281-6588-ND,1783520000,Weidmüller,CONN MMS M12 5POS,3,0,"179.98000","0","1","-","Active","Actuator Box","Silver","5 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
http://www.alphawire.com/~/media/3710E08B75084A7D9B5E5BB3CC3BDB24.ashx,-,910-5MNC032-ND,910-5M NC032,Alpha Wire,M12 PLASTIC 8PORT 2SIG LED,4,0,"180.70000","0","1","910","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1516836,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1516836.jpg,277-16546-ND,1516836,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 5POS,5,0,"180.73000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456210000.pdf,-,281-6728-ND,9456210000,Weidmüller,CONN SAI FIXED PUR 15M 4POS,3,0,"182.23000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/1F2A9D5D88CA4AC8ACFFC1EE0C7EF685.ashx,-,906-5MNC032-ND,906-5M NC032,Alpha Wire,M12 DIE CAST 4PORT 2SIG LED,2,0,"185.20000","0","1","906","Active","Actuator Box","-","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766770000.pdf,-,281-6570-ND,1766770000,Weidmüller,CONN IDC HARAXPUR 10M 3POLE,4,0,"187.47000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766700000.pdf,-,281-6563-ND,1766700000,Weidmüller,CONN IDC HARAXPUR 5M 4POLE,4,0,"187.47000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/7BC791D21A5C43D8987EE0B81634109F.ashx,-,801-5MNC032-ND,801-5M NC032,Alpha Wire,M8 PLASTIC 12PORT 1SIG LED,5,0,"191.16000","0","1","801","Active","Actuator Box","Black","12 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8"
http://www.alphawire.com/~/media/A48AD617507A410093E3A73DDE65F2C5.ashx,-,900-5MNC032-ND,900-5M NC032,Alpha Wire,M12 DIE CAST 8PORT 1SIG LED,2,0,"191.27000","0","1","900","Active","Actuator Box","-","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
http://www.alphawire.com/~/media/9548A9F122CA45CCA7FA7773CD3A376D.ashx,-,911-10MNC032-ND,911-10M NC032,Alpha Wire,M12 PLASTIC 8PORT 2SIG,4,0,"192.49000","0","1","911","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
http://www.alphawire.com/~/media/235D014F3EAF478295607682CF454D2D.ashx,-,907-10MNC032-ND,907-10M NC032,Alpha Wire,M12 DIE CAST 4PORT 2SIG,2,0,"193.41000","0","1","907","Active","Actuator Box","-","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456760000.pdf,//media.digikey.com/photos/Weidmuller/9456760000.jpg,281-3414-ND,9456760000,Weidmüller,CONN SAI 8 FIXED PUR 10M 4POS,2,0,"194.04000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/1F2A9D5D88CA4AC8ACFFC1EE0C7EF685.ashx,-,906-10MNC032-ND,906-10M NC032,Alpha Wire,M12 DIE CAST 4PORT 2SIG LED,3,0,"195.17000","0","1","906","Active","Actuator Box","-","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
http://www.alphawire.com/~/media/52BE3BB2DAAB49E99D82EE3B10FF7B7B.ashx,-,902-5MNC032-ND,902-5M NC032,Alpha Wire,M12 DIE CAST 8PORT 2SIG LED,2,0,"195.26000","0","1","902","Active","Actuator Box","-","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1701253000.pdf,//media.digikey.com/Photos/Weidmuller/1701253000.jpg,281-6536-ND,1701253000,Weidmüller,CONN SAI 8 MHD M12 5POS,3,0,"196.88000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456890000.pdf,-,281-6753-ND,9456890000,Weidmüller,CONN SAI 8 FIXED PUR 5M 5POS,3,0,"197.79000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/5949913861DC4A348D8A7D25333B5353.ashx,-,914-10MNC032-ND,914-10M NC032,Alpha Wire,M12 PLASTIC 6PORT 2SIG LED,4,0,"197.96000","0","1","914","Active","Actuator Box","Orange","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456900000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9456900000.JPG,281-6754-ND,9456900000,Weidmüller,CONN SAI 8 FIXED PUR 10M 5POS,2,11,"200.98000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766690000.pdf,-,281-6562-ND,1766690000,Weidmüller,CONN FIXED HARAX PUR 10M 4POLE,4,0,"202.48000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Molex/1300600065.jpg,WM21674-ND,1300600065,Molex,MC MPIS 4/4P FR W/4P MR PARALLEL,3,0,"203.65000","0","1","Brad Mini-Change 130060","Active","Actuator Box","Yellow","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1517068,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1517068.jpg,277-16549-ND,1517068,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 5POS,10,8,"205.53000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
http://www.alphawire.com/~/media/DEF93533001C48DAA3A539A5635E77A8.ashx,-,915-10MNC032-ND,915-10M NC032,Alpha Wire,M12 PLASTIC 6PORT 2SIG,2,0,"207.56000","0","1","915","Active","Actuator Box","Orange","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
http://www.alphawire.com/~/media/5949913861DC4A348D8A7D25333B5353.ashx,-,914-5MNC032-ND,914-5M NC032,Alpha Wire,M12 PLASTIC 6PORT 2SIG LED,3,0,"207.95000","0","1","914","Active","Actuator Box","Orange","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
http://www.alphawire.com/~/media/1AFBF3BAC02F456BB32351275ECF0906.ashx,-,918-10MNC032-ND,918-10M NC032,Alpha Wire,M12 PLASTIC 4PORT 2SIG LED,5,0,"207.99000","0","1","918","Active","Actuator Box","Orange","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
http://www.alphawire.com/~/media/7BC791D21A5C43D8987EE0B81634109F.ashx,-,801-10MNC032-ND,801-10M NC032,Alpha Wire,M8 PLASTIC 12PORT 1SIG LED,5,0,"208.10000","0","1","801","Active","Actuator Box","Black","12 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8"
http://www.alphawire.com/~/media/52BE3BB2DAAB49E99D82EE3B10FF7B7B.ashx,-,902-10MNC032-ND,902-10M NC032,Alpha Wire,M12 DIE CAST 8PORT 2SIG LED,4,0,"208.51000","0","1","902","Active","Actuator Box","-","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456620000.pdf,-,281-6743-ND,9456620000,Weidmüller,CONN SAI FIXED PUR 10M 5POS,3,0,"211.04000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9457590000.pdf,-,281-6761-ND,9457590000,Weidmüller,CONN SAI 8 FIXED PUR 5M 5POS,2,0,"213.16000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456490000.pdf,-,281-6739-ND,9456490000,Weidmüller,CONN SAI FIXED PUR 15M 4POS,2,0,"215.39000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1202480050_sd.pdf,//media.digikey.com/Photos/Molex/1202480050.jpg,WM21565-ND,1202480050,Molex,MPIS M12 PNP 5P 8PT BK 10M DUAL,3,0,"221.91000","0","1","*","Active","-","-","-","-","-","-"
http://www.alphawire.com/~/media/3710E08B75084A7D9B5E5BB3CC3BDB24.ashx,-,910-10MNC032-ND,910-10M NC032,Alpha Wire,M12 PLASTIC 8PORT 2SIG LED,5,0,"222.23000","0","1","910","Active","Actuator Box","Orange","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Thermoplastic Polyurethane (TPU)","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456350000.pdf,-,281-6733-ND,9456350000,Weidmüller,CONN SAI FIXED PUR 15M 5POS,2,0,"223.89000","0","1","*","Active","-","-","-","-","-","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/090700122200_100689654DRW000E.pdf,//media.digikey.com/Photos/Harting/MFG_090700122200.jpg,1195-6583-ND,090700122200,HARTING,"HARTING M12 SENSOR ACTUATOR BOX,",4,0,"227.07000","0","1","har-SAB","Active","Actuator Box","Black","8 Connector Opening","Circular Connectors","-","M12"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2736288_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2736288.JPG,277-3091-ND,2736288,Phoenix Contact,LOCAL BUS 8 DIGITAL INPUTS,5,0,"229.00000","0","1","*","Active","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1517181,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1517181.jpg,277-16550-ND,1517181,Phoenix Contact,SENSOR ACTUATOR BOX 8SLOT 5POS,9,0,"229.51000","0","1","PLUSCON","Active","Actuator Box","Green","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
-,//media.digikey.com/Photos/Molex/1300360005.jpg,WM21648-ND,1300360005,Molex,MC MPIS DN PASSIVE 4 JUNCTION,3,0,"230.15000","0","1","Brad Mini-Change 130036","Active","Actuator Box","Black","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1783530000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1783530000.jpg,281-6589-ND,1783530000,Weidmüller,CONN SAI 8 MMS M12 4POS,2,0,"231.73000","0","1","-","Active","Actuator Box","Silver","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Zinc Die Cast","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456370000.pdf,-,281-6734-ND,9456370000,Weidmüller,CONN SAI FIXED PUR 20M 5POS,2,0,"232.84000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456230000.pdf,-,281-6729-ND,9456230000,Weidmüller,CONN SAI FIXED PUR 20M 4POS,2,0,"234.04000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456770000.pdf,-,281-6750-ND,9456770000,Weidmüller,CONN SAI 8 FIXED PUR 15M 4POS,2,0,"235.07000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1202480087_sd.pdf,//media.digikey.com/Photos/Molex/1202480087.jpg,WM21570-ND,1202480087,Molex,MPIS M12 PNP 5P 8PT BK FA,5,0,"235.22000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9457600000.pdf,-,281-6762-ND,9457600000,Weidmüller,CONN SAI 8 FIXED PUR 10M 5POS,2,0,"240.74000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456510000.pdf,-,281-6740-ND,9456510000,Weidmüller,CONN SAI FIXED PUR 20M 4POS,2,0,"250.76000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1766710000.pdf,-,281-6564-ND,1766710000,Weidmüller,CONN IDC HARAXPUR 10M 4POLE,4,8,"251.09000","0","1","-","Active","Actuator Box","Gray","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
-,//media.digikey.com/Photos/Molex/1300390336.jpg,WM24678-ND,1300390336,Molex,MC MPIS DN PASS-THRU 2 PORT,2,0,"256.55000","0","1","Brad Micro-Change (M12)","Active","Actuator Box","Black","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2736369_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2736369.jpg,277-3131-ND,2736369,Phoenix Contact,LOCAL BUS 4 DIGITAL OUTPUT,2,0,"261.00000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456630000.pdf,-,281-6744-ND,9456630000,Weidmüller,CONN SAI FIXED PUR 15M 5POS,2,0,"266.42000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/photos/Weidmuller/1938630000.jpg,281-5988-ND,1938630000,Weidmüller,SAI-AU M8 SB 8DIO,2,0,"274.63000","0","1","-","Active","Actuator Box","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8, M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456790000.pdf,-,281-6751-ND,9456790000,Weidmüller,CONN SAI 8 FIXED PUR 20M 4POS,2,0,"284.63000","0","1","*","Active","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1517194,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1517194.jpg,277-16551-ND,1517194,Phoenix Contact,SENSOR/ACTUATOR BOX W/CABLE 10M,5,0,"285.44000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2736291_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2736291.jpg,277-3073-ND,2736291,Phoenix Contact,LOCAL BUS 8 DIGITAL OUTPUT,5,0,"294.00000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456930000.pdf,-,281-6755-ND,9456930000,Weidmüller,CONN SAI 8 FIXED PUR 20M 5POS,2,0,"302.69000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456910000.pdf,-,281-6187-ND,9456910000,Weidmüller,CONN SAI 8 FIXED PUR 15M 5POS,2,2,"303.59000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9456650000.pdf,-,281-6745-ND,9456650000,Weidmüller,CONN SAI FIXED PUR 20M 5POS,2,0,"304.47000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/photos/Molex/1201190007.jpg,WM21558-ND,1201190007,Molex,ULTRA-MPIS-4W-8I/O-5M-PUR,5,0,"306.47000","0","1","Brad Ultra-Lock 120119","Active","Input, Output Unit","Yellow","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
-,-,Z10210-ND,XW3B-P855-G11,Omron Automation and Safety,"I/O CONN. 8PT.NO POL, 5M CBL",2,0,"307.15000","0","1","XW3B","Active","Input, Output Unit","Beige","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
-,//media.digikey.com/Photos/Molex/1300360008.jpg,WM21649-ND,1300360008,Molex,MC MPIS DN PASSIVE 6 JUNCTION,2,0,"313.73000","0","1","Brad Mini-Change 130036","Active","Actuator Box","Black","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
-,//media.digikey.com/Photos/Molex/1300600066.jpg,WM21675-ND,1300600066,Molex,MC MPIS 8/4P FR W/4P MR PARALLEL,2,0,"351.34000","0","1","Brad Mini-Change 130060","Active","Actuator Box","Yellow","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","-"
-,//media.digikey.com/photos/Molex/1201150044.JPG,WM23838-ND,1201150044,Molex,MIC MPIS 8 PORT W/MINI CONN.,2,0,"354.53000","0","1","Brad Micro-Change (M12)","Active","Actuator Box","Yellow","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","-","M12"
-,//media.digikey.com/photos/Molex/1201150054.jpg,WM23840-ND,1201150054,Molex,MIC MPIS 8 PORT 5M CABLE,2,0,"354.53000","0","1","Brad Micro-Change (M12)","Active","Actuator Box","Yellow","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Nylon","M12"
-,-,WM23841-ND,1201150055,Molex,MIC MPIS 8 PORT W/MINI CONN.,2,0,"354.53000","0","1","Brad Micro-Change (M12)","Active","Actuator Box","Yellow","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Nylon","M12"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1431490000_DS.pdf,//media.digikey.com/photos/Weidmuller/MFG_1431490000.jpg,281-3416-ND,1431490000,Weidmüller,SAI-M-4-SW-M12,2,4,"361.12000","0","1","-","Active","Actuator Box","Beige","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
-,//media.digikey.com/Photos/Omron%20Auto/XW3B-P853-G11.JPG,Z10209-ND,XW3B-P853-G11,Omron Automation and Safety,CONNECTOR TERMINAL BOX,3,0,"379.42000","0","1","XW3B","Active","Input, Output Unit","Gray","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
https://www.molex.com/pdm_docs/sd/1120380008_sd.pdf,-,WM21400-ND,1120380008,Molex,DIGITAL MOD 4PORT 6IN 2OUT PNP,3,0,"407.88000","0","1","Brad HarshIO 112038","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1120380018_sd.pdf,//media.digikey.com/Photos/Molex/1120380018.jpg,WM21401-ND,1120380018,Molex,DIGITAL MOD 8PORT 6IN 2OUT PNP,2,0,"407.88000","0","1","Brad HarshIO 112038","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","-","M8, M12"
https://www.molex.com/pdm_docs/sd/1300600024_sd.pdf,-,WM22536-ND,1300600024,Molex,MC MPIS 6/3P FR W/9P MR LED,5,0,"409.34000","0","1","-","Active","Input, Output Unit","Yellow","6 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","-"
http://www.ia.omron.com/data_pdf/cat/drt2_devicenet_q102-e1_20_11_csm2147.pdf,//media.digikey.com/photos/Omron%20Auto/DRT2-ID16.JPG,Z12050-ND,DRT2-ID16,Omron Automation and Safety,SMART SLAVE 16PT IN NPN,2,114,"412.92000","0","1","*","Active","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/drt2_devicenet_q102-e1_20_11_csm2147.pdf,//media.digikey.com/Photos/Omron%20Auto/DRT2-ID16MLX.jpg,Z9098-ND,DRT2-ID16MLX,Omron Automation and Safety,DRT2 16 IN MIL CONN CABLE WITH,2,0,"412.92000","0","1","*","Active","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/drt2_devicenet_q102-e1_20_11_csm2147.pdf,//media.digikey.com/Photos/Omron%20Auto/DRT2-OD16MLX.jpg,Z9110-ND,DRT2-OD16MLX,Omron Automation and Safety,DRT2 16 OUTMIL CONN CABLE WITH,2,0,"412.92000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701493_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701493.jpg,277-16727-ND,2701493,Phoenix Contact,AXL E EIP DI16 M12 6P,5,20,"420.00000","0","1","*","Active","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/1120955071_sd.pdf,//media.digikey.com/Photos/Molex/MFG_1120955071.jpg,WM17841-ND,1120955071,Molex,BRAD HARSHIO DIGITAL MODULE FOR,10,0,"432.00000","0","1","Brad HarshIO 112095","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","-","M8"
-,//media.digikey.com/Photos/Molex/MFG_1120955083.jpg,WM17842-ND,1120955083,Molex,BRAD HARSHIO DIGITAL MODULE FOR,10,0,"432.00000","0","1","Brad HarshIO 112095","Active","Input, Output Unit","Black","4 Connector Opening, Dust Tight, Waterproof","Circular Connectors","-","M12"
https://www.molex.com/pdm_docs/sd/1120955067_sd.pdf,//media.digikey.com/Photos/Molex/1120955067.jpg,WM21405-ND,1120955067,Molex,IO;EP;IP67;30MM;8P;M8;PNP;IO CON,2,0,"444.96000","0","1","Brad HarshIO 112095","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8, M12"
https://www.molex.com/pdm_docs/sd/1120985008_sd.pdf,//media.digikey.com/photos/Molex/1120985008.jpg,WM21412-ND,1120985008,Molex,IO:COPEN:IP67:30MM:8P:M8:CONFIG,2,0,"444.96000","0","1","Brad HarshIO 112098","Active","Input, Output Unit","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M8, M12"
-,//media.digikey.com/Photos/Molex/1300360010.jpg,WM21650-ND,1300360010,Molex,MC MPIS DN PASSIVE 8 JUNCTION,2,0,"450.93000","0","1","Brad Mini-Change 130036","Active","Actuator Box","Black","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701492_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701492.jpg,277-16726-ND,2701492,Phoenix Contact,AXL E EIP DI8 DO8 M12 6P,5,22,"451.00000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/photos/Molex/1201150002.jpg,WM21556-ND,1201150002,Molex,MIC MPIS 4-PORT 5P/4W DC W/12P,5,0,"465.28000","0","1","Brad Micro-Change (M12)","Active","Actuator Box","Yellow","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","-","M12"
-,-,WM21651-ND,1300370011,Molex,TOP MOUNT 8 OUTLET 2M DEV-NET,3,0,"468.93000","0","1","Brad Micro-Change (M12)","Active","Actuator Box","Gray","8 Connector Opening, Dust Tight, Waterproof","Circular Connectors","Polybutylene Terephthalate (PBT)","M12"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701494_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701494.jpg,277-16728-ND,2701494,Phoenix Contact,AXL E EIP DIO16 M12 6P,5,79,"483.00000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2773377_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2773377.jpg,277-16749-ND,2773377,Phoenix Contact,FLM BK PB M12 DI 8 M12-EF,2,0,"484.00000","0","1","*","Active","-","-","-","-","-","-"
