Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Thread/Screw/Hole Size","Diameter - Inside","Diameter - Outside","Thickness","Plating","Material"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC6303-ND,16FW006032,Essentra Components,WASHER FLAT M3.5 NYLON NATURAL,1945,0,"0.10000","0","1","FW","Active","-","#6","0.140"" (3.56mm)","0.312"" (7.93mm)","-","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250062B.jpg,RPC6866-ND,16FW250032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .257",49890,0,"0.11000","0","1","MicroPlastics, FW","Active","Flat","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW312062B.jpg,RPC6838-ND,16FW312032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .317",10000,0,"0.11000","0","1","MicroPlastics, FW","Active","Flat","-","0.317"" (8.05mm)","0.500"" (12.70mm) 1/2""","0.032"" (0.81mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_41222.jpg,RPC4976-ND,RW6062A,Essentra Components,WASHER FLAT RETAINING #6 NYLON,4159,0,"0.11000","0","1","RW","Active","Flat, Retaining","#6","0.130"" (3.30mm)","0.328"" (8.30mm)","0.063"" (1.60mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6833-ND,16FWRT010032,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",55000,0,"0.12000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#10","-","0.453"" (11.51mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6802-ND,16FW375032,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .37",49980,0,"0.12000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.375"" (9.53mm)","0.625"" (15.88mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6832-ND,16FWRT008032,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",49631,0,"0.12000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#8","-","0.390"" (9.91mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW375062B.JPG,RPC6793-ND,16FW375032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .375",10000,0,"0.12000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.375"" (9.53mm)","0.625"" (15.88mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6774-ND,16FW010062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .19",100000,0,"0.13000","0","1","MicroPlastics, FW","Active","Flat","#10","0.194"" (4.93mm)","0.375"" (9.53mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6767-ND,16FW008062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .17",73850,0,"0.13000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW008032B.JPG,RPC6763-ND,16FW008032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .171",50000,0,"0.13000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW008032B.JPG,RPC6811-ND,16FW008062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .171",50000,0,"0.13000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW010062B.JPG,RPC6771-ND,16FW010062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .194",14994,0,"0.13000","0","1","MicroPlastics, FW","Active","Flat","#10","0.194"" (4.93mm)","0.375"" (9.53mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W03768.JPG,RPC6895-ND,17W03768,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",5000,0,"0.13000","0","1","MicroPlastics, FW","Active","Flat","-","0.250"" (6.35mm) 1/4""","0.375"" (9.53mm)","0.156"" (3.96mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6339-ND,16FWRT004050,Essentra Components,WASHER FLAT RETAINING #4 NYLON,2318,0,"0.13000","0","1","FW","Active","Flat, Retaining","#4","0.102"" (2.59mm)","0.250"" (6.35mm) 1/4""","0.050"" (1.27mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250125.jpg,RPC6307-ND,16FW250032,Essentra Components,WASHER FLAT M6 NYLON NATURAL,2000,0,"0.13000","0","1","FW","Active","-","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","-","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01520xx08703.JPG,RPC3449-ND,015204008703,Essentra Components,WASHER FLAT RETAINING M4 PLASTIC,1754,0,"0.13000","0","1","-","Active","Flat, Retaining","M4","0.169"" (4.29mm)","0.315"" (8.00mm)","0.039"" (1.00mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6849-ND,17W03764,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .18",15000,0,"0.14000","0","1","MicroPlastics, FW","Active","Flat","-","0.189"" (4.80mm)","0.375"" (9.53mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6934-ND,17M04DIN34815,Essentra Components,"FLAT WASHER, NYLON, NATURAL, 4.3",15000,0,"0.14000","0","1","MicroPlastics","Active","-","-","0.169"" (4.30mm)","0.354"" (9.00mm)","0.031"" (0.80mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6861-ND,16FW004093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .11",14920,0,"0.14000","0","1","MicroPlastics, FW","Active","Flat","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6753-ND,16FW002093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .09",9838,0,"0.14000","0","1","MicroPlastics, FW","Active","Flat","#2","0.090"" (2.29mm)","0.250"" (6.35mm) 1/4""","0.093"" (2.36mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01500xx00503.JPG,RPC3441-ND,015004000503,Essentra Components,WASHER FLAT RETAINING M4 PLASTIC,9676,0,"0.14000","0","1","-","Active","Flat, Retaining","M4","0.169"" (4.29mm)","0.354"" (9.00mm)","0.043"" (1.10mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01500xx00503.JPG,RPC3442-ND,015005000503,Essentra Components,WASHER FLAT RETAINING M5 PLASTIC,8450,0,"0.14000","0","1","-","Active","Flat, Retaining","M5","0.209"" (5.31mm)","0.433"" (11.00mm)","0.055"" (1.40mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01520xx08703.JPG,RPC3450-ND,015205008703,Essentra Components,WASHER FLAT RETAINING M5 PLASTIC,6456,0,"0.14000","0","1","-","Active","Flat, Retaining","M5","0.209"" (5.31mm)","0.394"" (10.01mm)","0.039"" (1.00mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17M10DIN34815B.JPG,RPC6355-ND,17M04DIN34815B,Essentra Components,"FLAT WASHER, NYLON, BLACK, 4.3 M",5000,0,"0.14000","0","1","MicroPlastics","Active","-","-","0.169"" (4.30mm)","0.354"" (9.00mm)","0.031"" (0.80mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W03768B.jpg,RPC6863-ND,17W03764B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .189",5000,0,"0.14000","0","1","MicroPlastics, FW","Active","Flat","-","0.189"" (4.80mm)","0.375"" (9.53mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW004093B.JPG,RPC6758-ND,16FW004093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .115",4970,0,"0.14000","0","1","MicroPlastics, FW","Active","Flat","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6794-ND,16FW375062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .38",99996,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.380"" (9.65mm)","0.625"" (15.88mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250125.jpg,RPC6780-ND,16FW250062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",94900,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT250062.jpg,RPC6830-ND,16FWRT312032,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",50000,0,"0.15000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","5/16""","-","0.734"" (18.64mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250062B.jpg,RPC6798-ND,16FW250062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .257",49990,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6827-ND,16FWRT250032,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",49725,0,"0.15000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","1/4""","-","0.593"" (15.06mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6766-ND,17M05DIN34815,Essentra Components,"FLAT WASHER, NYLON, NATURAL, 5.3",49390,0,"0.15000","0","1","MicroPlastics","Active","-","-","0.209"" (5.30mm)","0.394"" (10.00mm)","0.039"" (1.00mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W04373B.JPG,RPC6814-ND,17W04373B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .195",48985,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","-","0.195"" (4.95mm)","0.437"" (11.10mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW375062B.JPG,RPC6795-ND,16FW375062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .380",14000,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.380"" (9.65mm)","0.625"" (15.88mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW312062B.jpg,RPC6787-ND,16FW312062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .317",10000,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","-","0.317"" (8.05mm)","0.500"" (12.70mm) 1/2""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6796-ND,17W03757,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .14",10000,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","-","0.141"" (3.58mm)","0.375"" (9.53mm)","0.031"" (0.79mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01500xx00503.JPG,RPC3439-ND,015002500503,Essentra Components,WASHER FLAT RETAIN M2.5 PLASTIC,9379,0,"0.15000","0","1","-","Active","Flat, Retaining","M2.5","0.106"" (2.69mm)","0.256"" (6.50mm)","0.043"" (1.10mm)","-","Plastic"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W04376B.JPG,RPC6856-ND,17W04376B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .195",4990,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","-","0.195"" (4.95mm)","0.437"" (11.10mm)","0.028"" (0.71mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17M10DIN34815B.JPG,RPC6356-ND,17M05DIN34815B,Essentra Components,"FLAT WASHER, NYLON, BLACK, 5.3 M",4980,0,"0.15000","0","1","MicroPlastics","Active","-","-","0.209"" (5.30mm)","0.394"" (10.00mm)","0.039"" (1.00mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW002125B.JPG,RPC6754-ND,16FW002125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .090",4950,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","#2","0.090"" (2.29mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW004125B.JPG,RPC6759-ND,16FW004125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .115",4650,0,"0.15000","0","1","MicroPlastics, FW","Active","Flat","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8""","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01510xx00203.JPG,RPC2983-ND,015102500203,Essentra Components,WASHER FLAT RETAIN M2.5 PLASTIC,3747,0,"0.15000","0","1","-","Active","Flat, Retaining","M2.5","0.106"" (2.69mm)","0.197"" (5.00mm)","0.059"" (1.50mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_015105000203.jpg,RPC2985-ND,015105000203,Essentra Components,WASHER FLAT RETAINING M5 PLASTIC,3169,0,"0.15000","0","1","-","Active","Flat, Retaining","M5","0.209"" (5.31mm)","0.335"" (8.50mm)","0.106"" (2.69mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT375032.jpg,RPC6337-ND,16FWRT375032,Essentra Components,WASHER FLAT RETAINING 3/8 NYLON,1970,0,"0.15000","0","1","FW","Active","Flat, Retaining","3/8""","0.350"" (8.89mm)","0.890"" (22.61mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6806-ND,16FW006125,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .14",49990,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","#6","0.140"" (3.56mm)","0.312"" (7.92mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6911-ND,17W02350,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .12",49953,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","-","0.125"" (3.18mm) 1/8""","0.235"" (5.97mm)","0.040"" (1.02mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6808-ND,17W02181,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .12",49900,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","-","0.120"" (3.05mm)","0.218"" (5.54mm)","0.039"" (0.99mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6890-ND,17W03128,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .15",43190,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","-","0.156"" (3.96mm)","0.320"" (8.13mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6803-ND,17W03121,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .18",15000,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","-","0.187"" (4.75mm)","0.312"" (7.92mm)","0.050"" (1.27mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6840-ND,16FW008093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .17",15000,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6859-ND,17W02811,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .12",14975,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","-","0.120"" (3.05mm)","0.288"" (7.32mm)","0.040"" (1.02mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W02504.JPG,RPC6880-ND,17W02504,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .14",14350,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","-","0.141"" (3.58mm)","0.250"" (6.35mm) 1/4""","0.062"" (1.57mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01500xx00503.JPG,RPC3443-ND,015006000503,Essentra Components,WASHER FLAT RETAINING M6 PLASTIC,9386,0,"0.16000","0","1","-","Active","Flat, Retaining","M6","0.252"" (6.40mm)","0.472"" (12.00mm)","0.062"" (1.57mm) 1/16""","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW002093B.jpg,RPC6316-ND,16FW002093B,Essentra Components,WASHER FLAT M2 NYLON BLACK,5000,0,"0.16000","0","1","FW","Active","-","#2","0.090"" (2.29mm)","0.250"" (6.35mm) 1/4""","-","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW008093B.jpg,RPC6783-ND,16FW008093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .171",5000,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW010062B.JPG,RPC6846-ND,16FW010093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .194",5000,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","#10","0.194"" (4.93mm)","0.375"" (9.53mm)","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W03768B.jpg,RPC6858-ND,17W03757B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .141",5000,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","-","0.141"" (3.58mm)","0.375"" (9.53mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006125B.JPG,RPC6764-ND,16FW006125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .140",4875,0,"0.16000","0","1","MicroPlastics, FW","Active","Flat","#6","0.140"" (3.56mm)","0.312"" (7.92mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6781-ND,16FW437032,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .44",50000,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","7/16""","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250125.jpg,RPC6845-ND,16FW250093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",49975,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW500032.JPG,RPC6800-ND,16FW500032,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .50",49380,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","1/2""","0.505"" (12.83mm)","0.750"" (19.05mm) 3/4""","0.037"" (0.94mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW500093B.jpg,RPC6752-ND,16FW500032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .505",25000,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","1/2""","0.505"" (12.83mm)","0.750"" (19.05mm) 3/4""","0.037"" (0.94mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6912-ND,17W01011,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .03",14945,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","-","0.032"" (0.81mm)","0.125"" (3.18mm) 1/8""","0.060"" (1.52mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW312062.jpg,RPC6873-ND,16FW312093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .31",11975,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","-","0.317"" (8.05mm)","0.500"" (12.70mm) 1/2""","0.093"" (2.36mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01510xx00203.JPG,RPC3446-ND,015106000203,Essentra Components,WASHER FLAT RETAINING M6 PLASTIC,9770,0,"0.17000","0","1","-","Active","Flat, Retaining","M6","0.252"" (6.40mm)","0.394"" (10.01mm)","0.106"" (2.69mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01520xx08703.JPG,RPC3451-ND,015206008703,Essentra Components,WASHER FLAT RETAINING M6 PLASTIC,9614,0,"0.17000","0","1","-","Active","Flat, Retaining","M6","0.252"" (6.40mm)","0.433"" (11.00mm)","0.059"" (1.50mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW437032B.jpg,RPC6788-ND,16FW437032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .443",8790,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","7/16""","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW312093B.jpg,RPC6789-ND,16FW312093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .317",5000,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","-","0.317"" (8.05mm)","0.500"" (12.70mm) 1/2""","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W02190B.JPG,RPC6848-ND,17W02350B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .125",5000,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","-","0.125"" (3.18mm) 1/8""","0.235"" (5.97mm)","0.040"" (1.02mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W02190B.JPG,RPC6851-ND,17W02811B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .120",5000,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","-","0.120"" (3.05mm)","0.288"" (7.32mm)","0.040"" (1.02mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W03768B.jpg,RPC6855-ND,17W03128B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .156",5000,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","-","0.156"" (3.96mm)","0.320"" (8.13mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250093B.jpg,RPC6862-ND,16FW250093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .257",5000,0,"0.17000","0","1","MicroPlastics, FW","Active","Flat","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","0.093"" (2.36mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Plastic_Flat_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC3485-ND,585020000011,Essentra Components,WASHER FLAT M5 PLASTIC,4432,0,"0.17000","0","1","-","Active","Flat","M5","0.209"" (5.31mm)","0.394"" (10.01mm)","0.039"" (1.00mm)","-","Plastic"
http://www.keyelco.com/product-pdf.cfm?p=2145,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_11362-5.jpg,36-11362-5-ND,11362-5,Keystone Electronics,WASHER INT TOOTH PHOSPHOR BRONZE,3877,114500,"0.17000","0","1","-","Active","Internal Tooth","-","0.225"" (5.72mm)","0.402"" (10.20mm)","0.020"" (0.51mm)","Nickel over Copper","Phosphor Bronze"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Plastic_Flat_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC3486-ND,585030000011,Essentra Components,WASHER FLAT M6 PLASTIC,3199,0,"0.17000","0","1","-","Active","Flat","M6","0.252"" (6.40mm)","0.472"" (12.00mm)","0.063"" (1.60mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6834-ND,16FWRT010062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",75000,0,"0.18000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#10","-","0.453"" (11.51mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW010125.jpg,RPC6782-ND,16FW010125,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .19",50000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","#10","0.194"" (4.93mm)","0.375"" (9.53mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
