Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Thread/Screw/Hole Size","Diameter - Inside","Diameter - Outside","Thickness","Plating","Material"
http://www.fasnetdirect.com/refguide/Washersinternal.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/INT%20LWZ%20004.jpg,H236-ND,INTLWZ 004,B&F Fastener Supply,WASHER INT TOOTH #4 STEEL,38900,0,"0.01420","0","100","-","Active","Internal Tooth","#4","-","0.260"" (6.60mm)","0.015"" (0.38mm)","Zinc","Steel"
http://www.fasnetdirect.com/refguide/Washersinternal.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/INT%20LWZ%20008.jpg,H244-ND,INTLWZ 008,B&F Fastener Supply,WASHER INT TOOTH #8 STEEL,16700,0,"0.01610","0","100","-","Active","Internal Tooth","#8","-","0.346"" (8.79mm)","0.020"" (0.51mm)","Zinc","Steel"
http://www.fasnetdirect.com/refguide/Washersinternal.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/INT%20LWZ%20006.jpg,H240-ND,INTLWZ 006,B&F Fastener Supply,WASHER INT TOOTH #6 STEEL,22297,0,"0.01650","0","100","-","Active","Internal Tooth","#6","-","0.285"" (7.20mm)","0.018"" (0.46mm)","Zinc","Steel"
http://www.fasnetdirect.com/refguide/Washersinternal.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/INT%20LWSS%20006.JPG,H730-ND,INT LWSS 006,B&F Fastener Supply,WASHER INT TOOTH #6 STN STEEL,37000,0,"0.03670","0","100","-","Active","Internal Tooth","#6","-","0.285"" (7.20mm)","0.018"" (0.46mm)","-","Stainless Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/FWSS%20004.JPG,H734-ND,FWSS 004,B&F Fastener Supply,WASHER FLAT #4 STAINLESS STEEL,42700,0,"0.03700","0","100","-","Active","Flat","#4","0.126"" (3.20mm)","0.313"" (7.95mm) 5/16""","0.031"" (0.79mm) 1/32""","-","Stainless Steel"
http://www.fasnetdirect.com/refguide/Washersinternal.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/INT%20LWSS%20002.JPG,H728-ND,INT LWSS 002,B&F Fastener Supply,WASHER INT TOOTH #2 STN STEEL,11000,0,"0.03910","0","100","-","Active","Internal Tooth","#2","-","0.170"" (4.32mm)","0.013"" (0.33mm)","-","Stainless Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/MFWZ%20003.JPG,H767-ND,MFWZ 003,B&F Fastener Supply,WASHER FLAT M3 STEEL,71200,0,"0.03960","0","100","-","Active","Flat","M3","0.126"" (3.20mm)","0.276"" (7.01mm)","0.021"" (0.53mm)","Zinc","Steel"
http://www.fasnetdirect.com/refguide/Washersinternal.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/INT%20LWSS%20004.JPG,H729-ND,INTLWSS 004,B&F Fastener Supply,WASHER INT TOOTH #4 STN STEEL,21392,0,"0.04500","0","100","-","Active","Internal Tooth","#4","-","0.260"" (6.60mm)","0.015"" (0.38mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Building%20Fasteners/Metwashsplit.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MLWZ%20003.JPG,H772-ND,MLWZ 003,B&F Fastener Supply,WASHER SPLIT LOCK M3 STEEL,156300,0,"0.04690","0","100","-","Active","Split Lock","M3","0.122"" (3.10mm)","0.244"" (6.20mm)","0.032"" (0.81mm)","Zinc","Steel"
//media.digikey.com/pdf/Data%20Sheets/Building%20Fasteners/Metwashsplit.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MLWZ%20004.JPG,H773-ND,MLWZ 004,B&F Fastener Supply,WASHER SPLIT LOCK M4 STEEL,11105,0,"0.05210","0","100","-","Active","Split Lock","M4","0.161"" (4.09mm)","0.300"" (7.62mm)","0.035"" (0.90mm)","Zinc","Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/fwss%20010.JPG,H737-ND,FWSS 010,B&F Fastener Supply,WASHER FLAT #10 STAINLESS STEEL,26000,0,"0.08580","0","100","-","Active","Flat","#10","0.205"" (5.20mm)","0.429"" (10.90mm)","-","-","Stainless Steel"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5205820&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5205820-2.JPG,A35229-ND,5205820-2,TE Connectivity AMP Connectors,WASHER FLAT #4 STEEL,45171,0,"0.10000","0","1","AMPLIMITE","Active","Flat","#4","0.125"" (3.18mm) 1/8""","0.219"" (5.56mm)","0.032"" (0.81mm)","Zinc, Yellow Chromate","Steel"
http://www.keyelco.com/product-pdf.cfm?p=2039,//media.digikey.com/photos/Keystone%20Elect%20Photos/3158.JPG,36-3158-ND,3158,Keystone Electronics,WASHER FLAT #4 NYLON,28898,11000,"0.10000","0","1","-","Active","Flat","#4","0.120"" (3.05mm)","0.375"" (9.53mm) 3/8""","0.047"" (1.19mm) 3/64""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2055,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31yy.jpg,36-3175-ND,3175,Keystone Electronics,WASHER FLAT #10 NYLON,27527,26700,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.375"" (9.53mm) 3/8""","0.047"" (1.19mm) 3/64""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2044,//media.digikey.com/photos/Keystone%20Elect%20Photos/3160.JPG,36-3160-ND,3160,Keystone Electronics,WASHER FLAT #6 FIBRE,26369,35100,"0.10000","0","1","-","Active","Flat","#6","0.140"" (3.56mm)","0.313"" (7.95mm) 5/16""","0.047"" (1.19mm) 3/64""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2010,//media.digikey.com/photos/Keystone%20Elect%20Photos/3124.JPG,36-3124-ND,3124,Keystone Electronics,WASHER FLAT #8 FIBRE,17982,22700,"0.10000","0","1","-","Active","Flat","#8","0.171"" (4.34mm)","0.313"" (7.95mm) 5/16""","0.032"" (0.81mm)","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2127,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy.jpg,36-3364-ND,3364,Keystone Electronics,WASHER FLAT #10 NYLON,12690,6400,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.313"" (7.95mm) 5/16""","0.032"" (0.81mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2135,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xx.jpg,36-3373-ND,3373,Keystone Electronics,WASHER FLAT 1/4 FIBRE,12632,34700,"0.10000","0","1","-","Active","Flat","1/4""","0.260"" (6.60mm)","0.500"" (12.70mm) 1/2""","0.062"" (1.57mm) 1/16""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2002,//media.digikey.com/photos/Keystone%20Elect%20Photos/3117.JPG,36-3117-ND,3117,Keystone Electronics,WASHER FLAT #4 FIBRE,11680,33800,"0.10000","0","1","-","Active","Flat","#4","0.120"" (3.05mm)","0.375"" (9.53mm) 3/8""","0.032"" (0.81mm)","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2117,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy.jpg,36-3352-ND,3352,Keystone Electronics,WASHER FLAT #10 NYLON,11442,25800,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.375"" (9.53mm) 3/8""","0.032"" (0.81mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2019,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31xx.jpg,36-3134-ND,3134,Keystone Electronics,WASHER FLAT 1/4 FIBRE,10421,20000,"0.10000","0","1","-","Active","Flat","1/4""","0.260"" (6.60mm)","0.438"" (11.13mm) 7/16""","0.032"" (0.81mm)","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2081,//media.digikey.com/photos/Keystone%20Elect%20Photos/3197.JPG,36-3197-ND,3197,Keystone Electronics,WASHER FLAT #4 FIBRE,10413,21000,"0.10000","0","1","-","Active","Flat","#4","0.120"" (3.05mm)","0.375"" (9.53mm) 3/8""","0.062"" (1.57mm) 1/16""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2049,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31yy.jpg,36-3167-ND,3167,Keystone Electronics,WASHER FLAT #8 NYLON,8083,24600,"0.10000","0","1","-","Active","Flat","#8","0.171"" (4.34mm)","0.313"" (7.95mm) 5/16""","0.047"" (1.19mm) 3/64""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=3867,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_349.jpg,36-349-ND,349,Keystone Electronics,WASHER FLAT #10 FIBRE,6035,2800,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.313"" (7.95mm) 5/16""","0.032"" (0.81mm)","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2015,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31xx.jpg,36-3130-ND,3130,Keystone Electronics,WASHER FLAT #10 FIBRE,5718,3500,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.438"" (11.13mm) 7/16""","0.032"" (0.81mm)","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2091,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_32xx.jpg,36-3209-ND,3209,Keystone Electronics,WASHER FLAT #10 FIBRE,5275,6500,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.438"" (11.13mm) 7/16""","0.062"" (1.57mm) 1/16""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2044,//media.digikey.com/photos/Keystone%20Elect%20Photos/3163.JPG,36-3163-ND,3163,Keystone Electronics,WASHER FLAT #6 NYLON,4368,8400,"0.10000","0","1","-","Active","Flat","#6","0.140"" (3.56mm)","0.375"" (9.53mm) 3/8""","0.047"" (1.19mm) 3/64""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=1980,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_224x.jpg,36-2244-ND,2244,Keystone Electronics,WASHER FLAT RETAINING #2 NYLON,4752,41400,"0.10000","0","1","-","Active","Flat, Retaining","#2","0.075"" (1.90mm)","0.203"" (5.16mm) 13/64""","0.032"" (0.81mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2134,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xx.jpg,36-3372-ND,3372,Keystone Electronics,WASHER FLAT #8 FIBRE,4297,9500,"0.10000","0","1","-","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm) 3/8""","0.062"" (1.57mm) 1/16""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2091,//media.digikey.com/Photos/Keystone%20Elect%20Photos/3207.jpg,36-3207-ND,3207,Keystone Electronics,WASHER FLAT #10 FIBRE,3945,15100,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.313"" (7.95mm) 5/16""","0.062"" (1.57mm) 1/16""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2044,//media.digikey.com/photos/Keystone%20Elect%20Photos/3159.JPG,36-3159-ND,3159,Keystone Electronics,WASHER FLAT #6 FIBRE,3823,1800,"0.10000","0","1","-","Active","Flat","#6","0.140"" (3.56mm)","0.250"" (6.35mm) 1/4""","0.047"" (1.19mm) 3/64""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2015,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31yy.jpg,36-3132-ND,3132,Keystone Electronics,WASHER FLAT #10 NYLON,3720,4300,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.438"" (11.13mm) 7/16""","0.032"" (0.81mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2010,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31xx.jpg,36-3125-ND,3125,Keystone Electronics,WASHER FLAT #8 FIBRE,2285,13300,"0.10000","0","1","-","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm) 3/8""","0.032"" (0.81mm)","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2044,//media.digikey.com/photos/Keystone%20Elect%20Photos/3161.JPG,36-3161-ND,3161,Keystone Electronics,WASHER FLAT #6 FIBRE,2104,36800,"0.10000","0","1","-","Active","Flat","#6","0.140"" (3.56mm)","0.375"" (9.53mm) 3/8""","0.047"" (1.19mm) 3/64""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2091,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_32xx.jpg,36-3210-ND,3210,Keystone Electronics,WASHER FLAT #10 FIBRE,1658,39600,"0.10000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.500"" (12.70mm) 1/2""","0.062"" (1.57mm) 1/16""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2049,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31yy.jpg,36-3168-ND,3168,Keystone Electronics,WASHER FLAT #8 NYLON,1202,20400,"0.10000","0","1","-","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm) 3/8""","0.047"" (1.19mm) 3/64""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2039,//media.digikey.com/photos/Keystone%20Elect%20Photos/3156.JPG,36-3156-ND,3156,Keystone Electronics,WASHER FLAT #4 FIBRE,1104,20700,"0.10000","0","1","-","Active","Flat","#4","0.120"" (3.05mm)","0.375"" (9.53mm) 3/8""","0.047"" (1.19mm) 3/64""","-","Fibre"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/FWSS-025.jpg,H238-ND,FWSS 025,B&F Fastener Supply,WASHER FLAT 1/4 STAINLESS STEEL,1100,0,"0.10970","0","100","-","Active","Flat","1/4""","0.282"" (7.16mm)","0.625"" (15.88mm)","0.047"" (1.19mm)","-","Stainless Steel"
http://www.keyelco.com/product-pdf.cfm?p=1987,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_228x.jpg,36-2284-ND,2284,Keystone Electronics,WASHER FLAT RETAINING #2 NYLON,24376,5200,"0.12000","0","1","-","Active","Flat, Retaining","#2","0.075"" (1.90mm)","0.203"" (5.16mm) 13/64""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2091,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_32yy.jpg,36-3212-ND,3212,Keystone Electronics,WASHER FLAT #10 NYLON,6390,3500,"0.12000","0","1","-","Active","Flat","#10","0.196"" (4.98mm)","0.375"" (9.53mm) 3/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2118,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy.jpg,36-3353-ND,3353,Keystone Electronics,WASHER FLAT 1/4 NYLON,1952,16700,"0.12000","0","1","-","Active","Flat","1/4""","0.260"" (6.60mm)","0.500"" (12.70mm) 1/2""","0.032"" (0.81mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2129,//media.digikey.com/Photos/Keystone%20Elect%20Photos/3366.jpg,36-3366-ND,3366,Keystone Electronics,WASHER FLAT #2 FIBRE,4680,11900,"0.13000","0","1","-","Active","Flat","#2","0.098"" (2.49mm)","0.188"" (4.78mm) 3/16""","0.062"" (1.57mm) 1/16""","-","Fibre"
http://www.keyelco.com/product-pdf.cfm?p=2119,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy.jpg,36-3354-ND,3354,Keystone Electronics,WASHER FLAT 3/8 NYLON,2324,15200,"0.13000","0","1","-","Active","Flat","3/8""","0.385"" (9.78mm)","0.625"" (15.88mm) 5/8""","0.032"" (0.81mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2099,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_32yy.jpg,36-3218-ND,3218,Keystone Electronics,WASHER FLAT 1/4 NYLON,92677,46300,"0.14000","0","1","-","Active","Flat","1/4""","0.260"" (6.60mm)","0.438"" (11.13mm) 7/16""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2087,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_32yy.jpg,36-3206-ND,3206,Keystone Electronics,WASHER FLAT #8 NYLON,9014,18900,"0.14000","0","1","-","Active","Flat","#8","0.171"" (4.34mm)","0.438"" (11.13mm) 7/16""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2033,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_31yy.jpg,36-3151-ND,3151,Keystone Electronics,WASHER FLAT #2 NYLON,7455,23500,"0.14000","0","1","-","Active","Flat","#2","0.098"" (2.49mm)","0.188"" (4.78mm) 3/16""","0.047"" (1.19mm) 3/64""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2128,//media.digikey.com/photos/Keystone%20Elect%20Photos/3365.JPG,36-3365-ND,3365,Keystone Electronics,WASHER FLAT 1/4 NYLON,4794,27100,"0.15000","0","1","-","Active","Flat","1/4""","0.260"" (6.60mm)","0.500"" (12.70mm) 1/2""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=2136,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1477.jpg,36-1477-ND,1477,Keystone Electronics,WASHER SPLIT LOCK #10,3069,23800,"0.18000","0","1","-","Active","Split Lock","-","0.195"" (4.95mm)","0.320"" (8.13mm)","0.047"" (1.19mm) 3/64""","Zinc","Steel"
http://www.switchcraft.com/Drawings/Jack_Mounting_Hardware.pdf,//media.digikey.com/photos/Switchcraft%20Photos/P10149X.JPG,SC2530-ND,P10149X,Switchcraft Inc.,WASHER INTERNAL TOOTH,1106,0,"0.23000","0","1","-","Active","Internal Tooth","-","0.375"" (9.53mm) 3/8""","0.500"" (12.70mm) 1/2""","0.022"" (0.56mm)","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MFW.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFW070A.JPG,RPC2000-ND,MFW070A,Essentra Components,WASHER FLAT M6 NYLON,7380,0,"0.28000","0","1","MFW","Active","Flat","M6","0.252"" (6.40mm)","0.472"" (12.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.switchcraft.com/Drawings/Jack_Mounting_Hardware.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/S10221.JPG,SC2549-ND,S10221,Switchcraft Inc.,WASHER FLAT 3/8 STEEL,1287,0,"0.35000","0","1","-","Active","Flat","3/8""","0.375"" (9.53mm) 3/8""","0.625"" (15.88mm) 5/8""","0.020"" (0.51mm)","Nickel","Steel"
http://www.essentracomponents.com.sg/images-line/pdfs/MFW.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC2001-ND,MFW090A,Essentra Components,WASHER FLAT M10 NYLON,2392,0,"0.54000","0","1","MFW","Active","Flat","M10","0.413"" (10.49mm)","0.787"" (20.00mm)","0.079"" (2.01mm)","-","Nylon"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=329492&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-329492-1.JPG,A101962-ND,1-329492-1,TE Connectivity AMP Connectors,WASHER INT TOOTH STAINLESS STEEL,5481,0,"0.61000","0","1","AMP","Active","Internal Tooth","-","0.384"" (9.75mm)","0.500"" (12.70mm) 1/2""","0.022"" (0.56mm)","Silver","Stainless Steel"
https://apmhexseal.com/wp-content/uploads/2017/07/ShortCatalog-HEX-SC-01.pdf,//media.digikey.com/photos/APM%20Hexseal%20Photos/75107.JPG,335-1064-ND,75107,APM Hexseal,WASHER SEALING 5/16 STN STEEL,874,0,"2.58000","0","1","SEELOC®","Active","Sealing","5/16""","0.313"" (7.95mm) 5/16""","1.000"" (25.40mm) 1""","0.078"" (1.98mm)","-","Stainless Steel"
https://apmhexseal.com/wp-content/uploads/2017/07/ShortCatalog-HEX-SC-01.pdf,//media.digikey.com/photos/APM%20Hexseal%20Photos/75102.JPG,335-1062-ND,75102,APM Hexseal,WASHER SEALING #10 STN STEEL,859,0,"2.58000","0","1","SEELOC®","Active","Sealing","#10","-","1.000"" (25.40mm) 1""","0.078"" (1.98mm)","-","Stainless Steel"
https://apmhexseal.com/wp-content/uploads/2017/07/ShortCatalog-HEX-SC-01.pdf,//media.digikey.com/photos/APM%20Hexseal%20Photos/75122.JPG,335-1065-ND,75122,APM Hexseal,WASHER SEALING 3/8 STN STEEL,214,0,"2.58000","0","1","SEELOC®","Active","Sealing","3/8""","0.375"" (9.53mm) 3/8""","1.000"" (25.40mm) 1""","0.078"" (1.98mm)","-","Stainless Steel"
https://apmhexseal.com/wp-content/uploads/2017/07/ShortCatalog-HEX-SC-01.pdf,//media.digikey.com/Photos/APM%20Hexseal%20Photos/74302.JPG,335-1120-ND,75052,APM Hexseal,WASHER SEALING M5 STN STEEL,214,0,"2.64000","0","1","SEELOC®","Active","Sealing","M5","-","1.000"" (25.40mm) 1""","0.078"" (1.98mm)","-","Stainless Steel"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1437720-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1437720-3.JPG,5-1437720-3-ND,5-1437720-3,TE Connectivity AMP Connectors,WASHER FLAT STEEL,1019,0,"2.66000","0","1","-","Active","Flat","-","0.480"" (12.19mm)","0.630"" (16.00mm)","0.138"" (3.50mm)","-","Steel"
https://apmhexseal.com/wp-content/uploads/2017/07/ShortCatalog-HEX-SC-01.pdf,//media.digikey.com/Photos/APM%20Hexseal%20Photos/74301.JPG,335-1115-ND,75031,APM Hexseal,WASHER SEALING M3 STN STEEL,465,0,"2.67000","0","1","SEELOC®","Active","Sealing","M3","-","0.500"" (12.70mm) 1/2""","0.078"" (1.98mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Building%20Fasteners/Metwashsplit.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MLWZ%20006.JPG,H775-ND,MLWZ 006,B&F Fastener Supply,WASHER SPLIT LOCK M6 STEEL,1400,0,"0.06820","0","100","-","Active","Split Lock","M6","0.240"" (6.10mm)","0.465"" (11.80mm)","0.062"" (1.57mm) 1/16""","Zinc","Steel"
http://www.essentracomponents.com.sg/images-line/pdfs/MFW.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC2002-ND,MFW100A,Essentra Components,WASHER FLAT M12 NYLON,1550,0,"0.62000","0","1","MFW","Active","Flat","M12","0.512"" (13.00mm)","0.945"" (24.00mm)","0.098"" (2.50mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC6319-ND,16FW004032,Essentra Components,WASHER FLAT M2.5 NYLON NATURAL,75071,0,"0.10000","0","1","FW","Active","-","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","-","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6765-ND,16FW008032,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .17",75000,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6773-ND,16FW010032,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .19",74900,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#10","0.194"" (4.93mm)","0.375"" (9.53mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6761-ND,16FW006062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .14",74223,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#6","0.140"" (3.56mm)","0.312"" (7.92mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW004062.JPG,RPC6756-ND,16FW004062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .11",68205,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6854-ND,16FW002062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .09",46498,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#2","0.090"" (2.29mm)","0.250"" (6.35mm) 1/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6826-ND,16FWRT004062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",25000,0,"0.10000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#4","-","0.265"" (6.73mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6824-ND,16FWRT002032,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",24975,0,"0.10000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#2","-","0.203"" (5.16mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6825-ND,16FWRT002062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",24938,0,"0.10000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#2","-","0.206"" (5.23mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW008032B.JPG,RPC6769-ND,16FW010032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .194",15000,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#10","0.194"" (4.93mm)","0.375"" (9.53mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062B.JPG,RPC6762-ND,16FW006062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .140",14930,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#6","0.140"" (3.56mm)","0.312"" (7.92mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW004032B.JPG,RPC6755-ND,16FW004032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .115",14674,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062B.JPG,RPC6885-ND,16FW006032B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .140",10000,0,"0.10000","0","1","MicroPlastics, FW","Active","Flat","#6","0.140"" (3.56mm)","0.312"" (7.92mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW004062B.jpg,RPC6300-ND,16FW004062B,Essentra Components,WASHER FLAT M2.5 NYLON BLACK,8875,0,"0.10000","0","1","FW","Active","-","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","-","-","Nylon"
