Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency Range","Frequency - Center","Voltage - Supply","Tuning Voltage (VDC)","2nd Harmonic, Typ (dBc)","Icc Max","Pushing (MHz/V)","Power (dBm)","Phase Noise Typ (dBc/Hz)","Operating Temperature","Package / Case","Size / Dimension","Height"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc513.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1442-1-ND,HMC513LP5ETR,Analog Devices Inc.,VCO 5.4725/10.945GHZ 2-13V 5X5MM,2,1000,"38.49000","0","1","Cut Tape (CT)","-","Active","5.215 ~ 5.73GHz, 10.43 ~ 11.46GHz","5.4725GHz, 10.945GHz","3V","2V ~ 13V","15","290mA","25","-7±3, 8±3, 7.5±2.5","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc513.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1442-6-ND,HMC513LP5ETR,Analog Devices Inc.,VCO 5.4725/10.945GHZ 2-13V 5X5MM,2,1000,"Digi-Reel","0","1","Digi-Reel®","-","Active","5.215 ~ 5.73GHz, 10.43 ~ 11.46GHz","5.4725GHz, 10.945GHz","3V","2V ~ 13V","15","290mA","25","-7±3, 8±3, 7.5±2.5","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1581-1581.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1491-ND,CVCO55CC-1581-1581,Crystek Corporation,VCO 1581MHZ 0.5-4.5V 12.7X12.7MM,3,0,"32.65000","0","1","Strip","CVCO55","Active","-","1581MHz","5V","0.5V ~ 4.5V","-15","40mA (Typ)","1","2.5 ±2.5","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1912-2114.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1505-ND,CVCO55CC-1912-2114,Crystek Corporation,VCO 2013MHZ 0.5-4.5V 12.7X12.7MM,3,0,"32.65000","0","1","Strip","CVCO55","Active","1912 ~ 2114MHz","2013MHz","5V","0.5V ~ 4.5V","-15","23mA","2","3 ±3","-106","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1420-1480.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1485-ND,CVCO55CC-1420-1480,Crystek Corporation,VCO 1450MHZ 1-10V 12.7X12.7MM,2,0,"32.65000","0","1","Strip","CVCO55","Active","1420 ~ 1480MHz","1450MHz","8V","1V ~ 10V","-15","35mA","1 (Typ)","5 ±3","-115","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1930-2110.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1507-ND,CVCO55CC-1930-2110,Crystek Corporation,VCO 2020MHZ 0.5-18V 12.7X12.7MM,1,0,"32.65000","0","1","Strip","CVCO55","Active","1930 ~ 2110MHz","2020MHz","8V","0.5V ~ 18V","-12","35mA","2","0 ±3","-105","-30°C ~ 70°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2122-2242.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1520-ND,CVCO55CC-2122-2242,Crystek Corporation,VCO 2182MHZ 0.5-4.5V 12.7X12.7MM,5,0,"32.98000","0","1","Strip","CVCO55","Active","2122 ~ 2242MHz","2182MHz","5V","0.5V ~ 4.5V","-15 (Max)","40mA","1.5","7 ±2","-105","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2140-2140.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1522-ND,CVCO55CC-2140-2140,Crystek Corporation,VCO 2140MHZ 0.3-4.7V 12.7X12.7MM,5,0,"32.98000","0","1","Strip","CVCO55","Active","-","2140MHz","8V","0.3V ~ 4.7V","-15","35mA","1","7 (min)","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2310-2320.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1538-ND,CVCO55CC-2310-2320,Crystek Corporation,VCO 2315MHZ 0.5-4.5V 12.7X12.7MM,5,0,"32.98000","0","1","Strip","CVCO55","Active","2310 ~ 2320MHz","2315MHz","5V","0.5V ~ 4.5V","-15","30mA","0.5 (Typ)","6 ±2","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2430-2550.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1552-ND,CVCO55CC-2430-2550,Crystek Corporation,VCO 2490MHZ 0.3-4.7V 12.7X12.7MM,5,0,"32.98000","0","1","Strip","CVCO55","Active","2430 ~ 2550MHz","2490MHz","5V","0.3V ~ 4.7V","-20","40mA","2","5 ±2","-106","-30°C ~ 70°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2440-2540.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1555-ND,CVCO55CC-2440-2540,Crystek Corporation,VCO 2490MHZ 0.3-4.7V 12.7X12.7MM,2,0,"32.98000","0","1","Strip","CVCO55","Active","2440 ~ 2540MHz","2490MHz","5V","0.3V ~ 4.7V","-15","40mA","1.5","3 ±2","-108","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2000-2300.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1509-ND,CVCO55CC-2000-2300,Crystek Corporation,VCO 2150MHZ 0.5-22V 12.7X12.7MM,1,0,"32.98000","0","1","Strip","CVCO55","Active","2000 ~ 2300MHz","2150MHz","8V","0.5V ~ 22V","-12","35mA","3","0 ±3","-110","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2032-2032.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1512-ND,CVCO55CC-2032-2032,Crystek Corporation,VCO 2032MHZ 0.5-4.5V 12.7X12.7MM,1,0,"32.98000","0","1","Strip","CVCO55","Active","-","2032MHz","5V","0.5V ~ 4.5V","-20","37mA","0.04","4.5 ±1.5","-118","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2275-2290.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1533-ND,CVCO55CC-2275-2290,Crystek Corporation,VCO 2282.5MHZ 0.5-4.5V 12.7X12.7,1,0,"32.98000","0","1","Strip","CVCO55","Active","2275 ~ 2290MHz","2282.5MHz","5V","0.5V ~ 4.5V","-25","40mA","0.5","4.5 ±2.5","-115","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2290-2410.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1535-ND,CVCO55CC-2290-2410,Crystek Corporation,VCO 2350MHZ 0.5-4.5V 12.7X12.7MM,1,0,"32.98000","0","1","Strip","CVCO55","Active","2290 ~ 2410MHz","2350MHz","5V","0.5V ~ 4.5V","-15 (Max)","40mA","1.5","3 ±2","-105","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2580-2650.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1565-ND,CVCO55CC-2580-2650,Crystek Corporation,VCO 2615MHZ 0.5-4.5V 12.7X12.7MM,2,0,"34.32000","0","1","Strip","CVCO55","Active","2580 ~ 2650MHz","2615MHz","5V","0.5V ~ 4.5V","-15","40mA","1.5","3 ±2","-108 (Max)","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2770-2920.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1574-ND,CVCO55CC-2770-2920,Crystek Corporation,VCO 2845MHZ 0.3-4.7V 12.7X12.7MM,2,0,"34.32000","0","1","Strip","CVCO55","Active","2770 ~ 2920MHz","2845MHz","5V","0.3V ~ 4.7V","-15","35mA","2.5","4 ±3","-106","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-0445-0508.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1472-ND,CVCO55CC-0445-0508,Crystek Corporation,VCO 476.5MHZ 0.3-4.7V 12.7X12.7,1,0,"35.09000","0","1","Strip","CVCO55","Active","445 ~ 508MHz","476.5MHz","5V","0.3V ~ 4.7V","-20","40mA","0.5","-5.0 ±1","-117","-30°C ~ 70°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CCQ-1700-1700.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1607-ND,CVCO55CCQ-1700-1700,Crystek Corporation,VCO 1700MHZ 0.3-4.7V 12.7X12.7MM,1,0,"35.09000","0","1","Strip","CVCO55","Active","-","1700MHz","8V","0.3V ~ 4.7V","-15","35mA","1","7 ±2","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc514.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1443-ND,HMC514LP5E,Analog Devices Inc.,VCO 5.7975/11.595GHZ 2-13V 5X5MM,2,106,"38.64000","0","1","Strip","-","Active","5.585 ~ 6.01GHz, 11.17 ~ 12.02GHz","5.7975GHz, 11.595GHz","3V","2V ~ 13V","17","290mA","18","-7±3, 8±3, 7.5±2.5","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc509.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC509LP5ETR-ND,HMC509LP5ETR,Analog Devices Inc.,VCO 4.15GHZ/8.3GHZ 2-13V 5X5MM,0,0,"26.75188","0","500","Tape & Reel (TR)","-","Active","3.9 ~ 4.4GHz, 7.8 ~ 8.8GHz","4.15GHz, 8.3GHz","5V","2V ~ 13V","10","270mA","10","7.5±2.5, 12.5±2.5","-115","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc509.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC509LP5ECT-ND,HMC509LP5ETR,Analog Devices Inc.,VCO 4.15GHZ/8.3GHZ 2-13V 5X5MM,0,0,"38.49000","0","1","Cut Tape (CT)","-","Active","3.9 ~ 4.4GHz, 7.8 ~ 8.8GHz","4.15GHz, 8.3GHz","5V","2V ~ 13V","10","270mA","10","7.5±2.5, 12.5±2.5","-115","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc509.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC509LP5EDKR-ND,HMC509LP5ETR,Analog Devices Inc.,VCO 4.15GHZ/8.3GHZ 2-13V 5X5MM,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","3.9 ~ 4.4GHz, 7.8 ~ 8.8GHz","4.15GHz, 8.3GHz","5V","2V ~ 13V","10","270mA","10","7.5±2.5, 12.5±2.5","-115","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Semtech%20PDFs/GO1525.pdf,-,GO1525-CTAE3TR-ND,GO1525-CTAE3,Semtech Corporation,VCO 1484.25MHZ 7.60MM X 5.8MM,0,0,"5.85000","0","3000","Tape & Reel (TR)","GO1525","Last Time Buy","1483.5MHz ~ 1485MHz","1484.25MHz","-","-","-","-","-","-","-","0°C ~ 70°C","8-SMD, No Lead","0.299"" L x 0.228"" W (7.60mm x 5.80mm)","0.079"" (2.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Semtech%20PDFs/GO1525.pdf,-,GO1525-CTAE3CT-ND,GO1525-CTAE3,Semtech Corporation,VCO 1484.25MHZ 7.60MM X 5.8MM,0,0,"Last Time Buy","0","1","Cut Tape (CT)","GO1525","Last Time Buy","1483.5MHz ~ 1485MHz","1484.25MHz","-","-","-","-","-","-","-","0°C ~ 70°C","8-SMD, No Lead","0.299"" L x 0.228"" W (7.60mm x 5.80mm)","0.079"" (2.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Semtech%20PDFs/GO1525.pdf,-,GO1525-CTAE3DKR-ND,GO1525-CTAE3,Semtech Corporation,VCO 1484.25MHZ 7.60MM X 5.8MM,0,0,"Digi-Reel","0","1","Digi-Reel®","GO1525","Last Time Buy","1483.5MHz ~ 1485MHz","1484.25MHz","-","-","-","-","-","-","-","0°C ~ 70°C","8-SMD, No Lead","0.299"" L x 0.228"" W (7.60mm x 5.80mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO45CL-0421-0441.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO45%20SERIES.jpg,744-1067-ND,CVCO45CL-0421-0441,Crystek Corporation,VCO 431MHZ 0.5-2.7V 12.7X10.16MM,0,0,"14.42000","0","25","Strip","CVCO45","Active","421 ~ 441MHz","431MHz","3V","0.5V ~ 2.7V","-15","10mA","1","0 ±3","-100","-40°C ~ 85°C","6-SMD, No Lead","0.500"" L x 0.400"" W (12.70mm x 10.16mm)","0.165"" (4.20mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO45CL-0430-0470.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO45%20SERIES.jpg,744-1068-ND,CVCO45CL-0430-0470,Crystek Corporation,VCO 450MHZ 0-4.5V 12.7X10.16MM,0,0,"14.42000","0","25","Strip","CVCO45","Active","430 ~ 470MHz","450MHz","5V","0V ~ 4.5V","-15","10mA","1","2 ±2","-104","-40°C ~ 85°C","6-SMD, No Lead","0.500"" L x 0.400"" W (12.70mm x 10.16mm)","0.165"" (4.20mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO45CL-0795-0825.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO45%20SERIES.jpg,744-1069-ND,CVCO45CL-0795-0825,Crystek Corporation,VCO 810MHZ 0.5-4.5V 12.7X10.16MM,0,0,"15.05000","0","25","Strip","CVCO45","Active","795 ~ 825MHz","810MHz","5V","0.5V ~ 4.5V","-15","15mA","1","0 ±3","-108","-40°C ~ 85°C","6-SMD, No Lead","0.500"" L x 0.400"" W (12.70mm x 10.16mm)","0.165"" (4.20mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO45CL-0900-0940.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO45%20SERIES.jpg,744-1070-ND,CVCO45CL-0900-0940,Crystek Corporation,VCO 920MHZ 0.5-4.5V 12.7X10.16MM,0,0,"15.54000","0","25","Strip","CVCO45","Active","900 ~ 940MHz","920MHz","5V","0.5V ~ 4.5V","-20","17mA","1","0 ±3","-104","-40°C ~ 85°C","6-SMD, No Lead","0.500"" L x 0.400"" W (12.70mm x 10.16mm)","0.165"" (4.20mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0204-0206.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1058-ND,CVCO33CL-0204-0206,Crystek Corporation,VCO 205MHZ 1-4V 7.62MM X 7.62MM,0,0,"15.75000","0","5","Strip","CVCO33","Active","204 ~ 206MHz","205MHz","5V","1V ~ 4V","-12","15mA","1","-1 ±3","-114","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0435-0470.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1061-ND,CVCO33CL-0435-0470,Crystek Corporation,VCO 452.5MHZ 0-5V 7.62MMX7.62MM,0,0,"16.05000","0","5","Strip","CVCO33","Active","435 ~ 470MHz","452.5MHz","5V","0V ~ 5V","-10","15mA","0.5","3 ±3","-106","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0559-0561.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1062-ND,CVCO33CL-0559-0561,Crystek Corporation,VCO 560MHZ 0.5-4.5V 7.62X7.62MM,0,0,"16.05000","0","5","Strip","CVCO33","Active","559 ~ 561MHz","560MHz","5V","0.5V ~ 4.5V","-15","15mA","1","2 ±2","-95","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0750-0770.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1063-ND,CVCO33CL-0750-0770,Crystek Corporation,VCO 760MHZ 0.5-2.5V 7.62X7.62MM,0,0,"16.05000","0","5","Strip","CVCO33","Active","750 ~ 770MHz","760MHz","2.7V","0.5V ~ 2.5V","-20","11mA","1","5 ±2","-100","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0770-0870.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1064-ND,CVCO33CL-0770-0870,Crystek Corporation,VCO 820MHZ 0-10V 7.62MMX7.62MM,0,0,"16.05000","0","5","Strip","CVCO33","Active","770 ~ 870MHz","820MHz","5V","0V ~ 10V","-10","12mA","0.5","3.5 ±1.5","-108","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0180-0200.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1166-ND,CVCO55CL-0180-0200,Crystek Corporation,VCO 190MHZ 0.5-4.5V 12.7X12.7MM,0,0,"16.57600","0","5","Strip","CVCO55","Active","180 ~ 200MHz","190MHz","5V","0.5V ~ 4.5V","-10","15mA","0.1","3 ±2","-110","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0184-0190.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1167-ND,CVCO55CL-0184-0190,Crystek Corporation,VCO 187MHZ 0-5V 12.7MMX12.7MM,0,0,"16.57600","0","5","Strip","CVCO55","Active","184 ~ 190MHz","187MHz","5V","0V ~ 5V","-15","7mA","1","0 ±3","-112","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0225-0425.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1168-ND,CVCO55CL-0225-0425,Crystek Corporation,VCO 325MHZ 0.5-6.5V 12.7X12.7MM,0,0,"16.57600","0","5","Strip","CVCO55","Active","225 ~ 425MHz","325MHz","7V","0.5V ~ 6.5V","-15","15mA","1","3 ±3","-100","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0260-0285.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1169-ND,CVCO55CL-0260-0285,Crystek Corporation,VCO 272.5MHZ 0.5-4.5V 12.7X12.7,0,0,"16.57600","0","5","Strip","CVCO55","Active","260 ~ 285MHz","272.5MHz","4.5V","0.5V ~ 4.5V","-15","25mA","3","4.75 ±3.75","-110","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0350-0405.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1170-ND,CVCO55CL-0350-0405,Crystek Corporation,VCO 377.5MHZ 0.5-5V 12.7X12.7MM,0,0,"16.57600","0","5","Strip","CVCO55","Active","350 ~ 405MHz","377.5MHz","5V","0.5V ~ 5V","-3","15mA","3","7.25 ±2.75","-110","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0393-0428.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1171-ND,CVCO55CL-0393-0428,Crystek Corporation,VCO 410.5MHZ 0.5-4.5V 12.7X12.7,0,0,"16.57600","0","5","Strip","CVCO55","Active","393 ~ 428MHz","410.5MHz","5V","0.5V ~ 4.5V","-12","8mA","0.5","3 ±3","-112","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0467-0493.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1172-ND,CVCO55CL-0467-0493,Crystek Corporation,VCO 480MHZ 0.5-4.5V 12.7X12.7MM,0,0,"16.57600","0","5","Strip","CVCO55","Active","467 ~ 493MHz","480MHz","5V","0.5V ~ 4.5V","-12","15mA","0.5","3 ±3","-110","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0470-0520.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1173-ND,CVCO55CL-0470-0520,Crystek Corporation,VCO 495MHZ 0.3-4.7V 12.7X12.7MM,0,0,"16.57600","0","5","Strip","CVCO55","Active","470 ~ 520MHz","495MHz","2V","0.3V ~ 4.7V","-7","10mA","7","1 ±2","-109","-30°C ~ 80°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-0325-0775.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,CVCO55BE-0325-0775-ND,CVCO55BE-0325-0775,Crystek Corporation,VCO 550MHZ 0-12V 12.7X12.7MM,0,0,"16.65000","0","5","Strip","CVCO55","Active","325 ~ 775MHz","550MHz","12V","0V ~ 12V","-10","25mA","0.5","7 ±2","-105","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-0510-0790.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,CVCO55BE-0510-0790-ND,CVCO55BE-0510-0790,Crystek Corporation,VCO 650MHZ 1-8V 12.7MMX12.7MM,0,0,"16.65000","0","5","Strip","CVCO55","Active","510 ~ 790MHz","650MHz","8V","1V ~ 8V","-10","20mA","5","3 ±1.5","-105","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-1100-1200.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1199-ND,CVCO55CL-1100-1200,Crystek Corporation,VCO 1150MHZ 0-5V 12.7X12.7MM,1,0,"17.25000","0","1","Strip","CVCO55","Active","1100 ~ 1200MHz","1150MHz","5V","0V ~ 5V","-20","25mA","1","2 ±2","-104","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
