Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency Range","Frequency - Center","Voltage - Supply","Tuning Voltage (VDC)","2nd Harmonic, Typ (dBc)","Icc Max","Pushing (MHz/V)","Power (dBm)","Phase Noise Typ (dBc/Hz)","Operating Temperature","Package / Case","Size / Dimension","Height"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc510.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1439-2-ND,HMC510LP5ETR,Analog Devices Inc.,VCO 4.5GHZ/9GHZ 2-13V 5X5MM,500,0,"26.75188","0","500","Tape & Reel (TR)","-","Active","4.225 ~ 4.775GHz, 8.45 ~ 9.55GHz","4.5GHz, 9GHz","5V","2V ~ 13V","15","360mA","20","-6±2, 11±3, 12.5±2.5","-116","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc510.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1439-1-ND,HMC510LP5ETR,Analog Devices Inc.,VCO 4.5GHZ/9GHZ 2-13V 5X5MM,517,0,"38.49000","0","1","Cut Tape (CT)","-","Active","4.225 ~ 4.775GHz, 8.45 ~ 9.55GHz","4.5GHz, 9GHz","5V","2V ~ 13V","15","360mA","20","-6±2, 11±3, 12.5±2.5","-116","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc510.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1439-6-ND,HMC510LP5ETR,Analog Devices Inc.,VCO 4.5GHZ/9GHZ 2-13V 5X5MM,517,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","4.225 ~ 4.775GHz, 8.45 ~ 9.55GHz","4.5GHz, 9GHz","5V","2V ~ 13V","15","360mA","20","-6±2, 11±3, 12.5±2.5","-116","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-0860-0960.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1478-ND,CVCO55CC-0860-0960,Crystek Corporation,VCO 910MHZ 0.5-4.5V 12.7X12.7MM,218,0,"32.65000","0","1","Strip","CVCO55","Active","860 ~ 960MHz","910MHz","5V","0.5V ~ 4.5V","-12","30mA","0.6","3 ±3","-113","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc510.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-2983-ND,HMC510LP5E,Analog Devices Inc.,VCO 4.5GHZ/9GHZ 2-13V 5X5MM,219,0,"38.64000","0","1","Strip","-","Active","4.225 ~ 4.775GHz, 8.45 ~ 9.55GHz","4.5GHz, 9GHz","5V","2V ~ 13V","15","360mA","20","-6±2, 11±3, 12.5±2.5","-116","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc511.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-2984-ND,HMC511LP5E,Analog Devices Inc.,VCO 4.8GHZ/9.6GHZ 2-13V 5X5MM,146,0,"38.64000","0","1","Strip","-","Active","4.525 ~ 5.075GHz, 9.05 ~ 10.15GHz","4.8GHz, 9.6GHz","5V","2V ~ 13V","15","300mA","15","8±3, 12.5±3.5","-115","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0042-0046.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1164-ND,CVCO55CL-0042-0046,Crystek Corporation,VCO 44MHZ 0.5-4.5V 12.7X12.7MM,135,0,"24.31000","0","1","Strip","CVCO55","Active","42 ~ 46MHz","44MHz","5V","0.5V ~ 4.5V","-13","8mA","1","-1 ±2","-116","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0800-0980.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1196-ND,CVCO55CL-0800-0980,Crystek Corporation,VCO 890MHZ 0.5-5V 12.7X12.7MM,193,0,"25.30000","0","1","Strip","CVCO55","Active","800 ~ 980MHz","890MHz","5V","0.5V ~ 5V","-22","25mA","2","3 ±3","-100","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-1785-1900.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1090-ND,CVCO55BE-1785-1900,Crystek Corporation,VCO 1842.5MHZ 0.3-4.7V 12.7X12.7,251,0,"25.96000","0","1","Strip","CVCO55","Active","1785 ~ 1900MHz","1842.5MHz","5V","0.3V ~ 4.7V","-15","35mA","2","2.5 ±2.5","-100","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-1530-2700.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1115-ND,CVCO55BE-1530-2700,Crystek Corporation,VCO 2115MHZ 0.5-10V 12.7X12.7MM,235,0,"25.96000","0","1","Strip","CVCO55","Active","1530 ~ 2700MHz","2115MHz","5V","0.5V ~ 10V","-15","30mA","25","6.5 ±1.5","-87","-40°C ~ 75°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc512.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1441-2-ND,HMC512LP5ETR,Analog Devices Inc.,VCO 5.1GHZ/10.2GHZ 2-13V 5X5MM,500,24500,"26.75188","0","500","Tape & Reel (TR)","-","Active","4.8 ~ 5.4GHz, 9.6 ~ 10.8GHz","5.1GHz, 10.2GHz","5V","2V ~ 13V","25","370mA","30","-5.5±2.5, 10±4, 9±6","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc512.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1441-1-ND,HMC512LP5ETR,Analog Devices Inc.,VCO 5.1GHZ/10.2GHZ 2-13V 5X5MM,949,24500,"38.49000","0","1","Cut Tape (CT)","-","Active","4.8 ~ 5.4GHz, 9.6 ~ 10.8GHz","5.1GHz, 10.2GHz","5V","2V ~ 13V","25","370mA","30","-5.5±2.5, 10±4, 9±6","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc512.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1441-6-ND,HMC512LP5ETR,Analog Devices Inc.,VCO 5.1GHZ/10.2GHZ 2-13V 5X5MM,949,24500,"Digi-Reel","0","1","Digi-Reel®","-","Active","4.8 ~ 5.4GHz, 9.6 ~ 10.8GHz","5.1GHz, 10.2GHz","5V","2V ~ 13V","25","370mA","30","-5.5±2.5, 10±4, 9±6","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1169.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,1127-3290-ND,HMC1169LP5E,Analog Devices Inc.,VCO 6.7475/13.495GHZ 2-13V 5X5MM,107,0,"35.14000","0","1","Strip","HMC1169","Active","6.46 ~ 7.035GHz, 12.92 ~ 14.07GHz","6.7475GHz, 13.495GHz","5V","2V ~ 13V","22","260mA","2","3 ±4, 11 ±4","-86","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0125-0200.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1057-ND,CVCO33CL-0125-0200,Crystek Corporation,VCO 162.5MHZ 0.5-6V 7.62X7.62MM,956,0,"23.10000","0","1","Strip","CVCO33","Active","125 ~ 200MHz","162.5MHz","5V","0.5V ~ 6V","-15","15mA","3","5 ±5","-100","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0805-0900.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1177-ND,CVCO55CL-0805-0900,Crystek Corporation,VCO 852.5MHZ 0.5-5V 12.7X12.7MM,124,0,"25.30000","0","1","Strip","CVCO55","Active","805 ~ 900MHz","852.5MHz","5V","0.5V ~ 5V","-15","20mA","1","2 ±3","-105","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-1750-2150.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1087-ND,CVCO55BE-1750-2150,Crystek Corporation,VCO 1950MHZ 0.3-4.7V 12.7X12.7MM,126,0,"25.96000","0","1","Strip","CVCO55","Active","1750 ~ 2150MHz","1950MHz","5V","0.3V ~ 4.7V","-15","25mA","1.5","0 ±3","-97","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CW-0250-0500.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CW%20SERIES.jpg,744-1206-ND,CVCO55CW-0250-0500,Crystek Corporation,VCO 375MHZ 0.5-19V 12.7X12.7MM,191,0,"26.73000","0","1","Strip","CVCO55","Active","250 ~ 500MHz","375MHz","15V","0.5V ~ 19V","-8","15mA","1.5","0 ±3","-101","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2400-2400.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1546-ND,CVCO55CC-2400-2400,Crystek Corporation,VCO 2400MHZ 0.5-4.5V 12.7X12.7MM,204,0,"32.98000","0","1","Strip","CVCO55","Active","-","2400MHz","8V","0.5V ~ 4.5V","-25","50mA","0.3","7 ±2","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CCQ-2400-2400.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1609-ND,CVCO55CCQ-2400-2400,Crystek Corporation,VCO 2400MHZ 0.3-4.7V 12.7X12.7MM,157,0,"32.98000","0","1","Strip","CVCO55","Active","-","2400MHz","5V","0.3V ~ 4.7V","-15","25mA","1","2.5 ±2.5","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1166.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,1127-3287-ND,HMC1166LP5E,Analog Devices Inc.,VCO 6.0075GHZ/12.015GHZ 2-13V,177,451,"35.14000","0","1","Strip","HMC1166","Active","5.705 ~ 6.31GHz, 11.41 ~ 12.62GHz","6.0075GHz, 12.015GHz","5V","2V ~ 13V","20","270mA","5","4.5±4.5, 11±4","-89","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1160.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,1127-2868-ND,HMC1160LP5E,Analog Devices Inc.,VCO 4.4375/8.875GHZ 2-13V 5X5MM,149,0,"35.14000","0","1","Bulk","-","Active","4.225 ~ 4.65GHz, 8.45 ~ 9.30GHz","4.4375GHz, 8.875GHz","5V","2V ~ 13V","18","325mA","5.5","4±4, 13±4","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc530.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-3481-2-ND,HMC530LP5ETR,Analog Devices Inc.,VCO 5.075/10.15GHZ 2-12V 5X5MM,0,0,"26.75188","0","500","Tape & Reel (TR)","HMC530","Active","4.75 ~ 5.4GHz, 9.5 ~ 10.8GHz","5.075GHz, 10.15GHz","5V","2V ~ 12V","20","390mA","20","-5.5±2.5, 11±3","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (0.99mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc530.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-3481-1-ND,HMC530LP5ETR,Analog Devices Inc.,VCO 5.075/10.15GHZ 2-12V 5X5MM,188,0,"38.49000","0","1","Cut Tape (CT)","HMC530","Active","4.75 ~ 5.4GHz, 9.5 ~ 10.8GHz","5.075GHz, 10.15GHz","5V","2V ~ 12V","20","390mA","20","-5.5±2.5, 11±3","-110","-40°C ~ 85°C","32-VQFN Exposed Pad","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (0.99mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc530.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-3481-6-ND,HMC530LP5ETR,Analog Devices Inc.,VCO 5.075/10.15GHZ 2-12V 5X5MM,188,0,"Digi-Reel","0","1","Digi-Reel®","HMC530","Active","4.75 ~ 5.4GHz, 9.5 ~ 10.8GHz","5.075GHz, 10.15GHz","5V","2V ~ 12V","20","390mA","20","-5.5±2.5, 11±3","-110","-40°C ~ 85°C","32-VQFN Exposed Pad","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (0.99mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc530.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1447-ND,HMC530LP5E,Analog Devices Inc.,VCO 5.075/10.15GHZ 2-12V 5X5MM,16,0,"38.64000","0","1","Strip","-","Active","4.75 ~ 5.4GHz, 9.5 ~ 10.8GHz","5.075GHz, 10.15GHz","5V","2V ~ 12V","20","390mA","20","-5.5±2.5, 11±3","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO45CL-0100-0140.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO45%20SERIES.jpg,744-1065-ND,CVCO45CL-0100-0140,Crystek Corporation,VCO 120MHZ 0-5V 12.7MMX10.16MM,84,0,"22.66000","0","1","Strip","CVCO45","Active","100 ~ 140MHz","120MHz","3V","0V ~ 5V","-15","15mA","2 (Typ)","3 ±3","-110","-40°C ~ 85°C","6-SMD, No Lead","0.500"" L x 0.400"" W (12.70mm x 10.16mm)","0.165"" (4.20mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0925-0970.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1198-ND,CVCO55CL-0925-0970,Crystek Corporation,VCO 947.5MHZ 0.5-4.5V 12.7X12.7,92,0,"25.30000","0","1","Strip","CVCO55","Active","925 ~ 970MHz","947.5MHz","5V","0.5V ~ 4.5V","-15","20mA","1.7","5 ±3","-110","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0060-0110.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1181-ND,CVCO55CL-0060-0110,Crystek Corporation,VCO 85MHZ 0.5-10V 12.7X12.7MM,67,0,"25.30000","0","1","Strip","CVCO55","Active","60 ~ 110MHz","85MHz","5V","0.5V ~ 10V","-10","25mA","0.5","8 ±3","-114","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0200-0400.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1184-ND,CVCO55CL-0200-0400,Crystek Corporation,VCO 300MHZ 0-5V 12.7MMX12.7MM,62,0,"25.30000","0","1","Strip","CVCO55","Active","200 ~ 400MHz","300MHz","5V","0V ~ 5V","-10","15mA","4","3 ±3","-105","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-1000-1500.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1112-ND,CVCO55BE-1000-1500,Crystek Corporation,VCO 1250MHZ 0.5-4.5V 12.7X12.7MM,25,0,"25.96000","0","1","Strip","CVCO55","Active","1000 ~ 1500MHz","1250MHz","3V","0.5V ~ 4.5V","-15","10mA","6","3 ±3","-95","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-1550-2500.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1080-ND,CVCO55BE-1550-2500,Crystek Corporation,VCO 2025MHZ 0.5-9.5V 12.7X12.7MM,16,0,"25.96000","0","1","Strip","CVCO55","Active","1550 ~ 2500MHz","2025MHz","10V","0.5V ~ 9.5V","-7","13mA","5","6 ±3","-95","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-0800-1600.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1073-ND,CVCO55BE-0800-1600,Crystek Corporation,VCO 1200MHZ 0.5-19V 12.7X12.7MM,11,0,"25.96000","0","1","Strip","CVCO55","Active","800 ~ 1600MHz","1200MHz","11.5V","0.5V ~ 19V","-10","30mA","2","6 ±2","-100","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CW-0250-0450.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CW%20SERIES.jpg,744-1205-ND,CVCO55CW-0250-0450,Crystek Corporation,VCO 350MHZ 0.3-4.7V 12.7X12.7MM,60,0,"26.73000","0","1","Strip","CVCO55","Active","250 ~ 450MHz","350MHz","5V","0.3V ~ 4.7V","-15","12mA","3","0 ±3.5","-96","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CW-0140-0250.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CW%20SERIES.jpg,744-1204-ND,CVCO55CW-0140-0250,Crystek Corporation,VCO 195MHZ 0.5-10.5V 12.7X12.7MM,20,0,"26.73000","0","1","Strip","CVCO55","Active","140 ~ 250MHz","195MHz","5V","0.5V ~ 10.5V","-14","15mA","0.5","3 ±3","-106","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CW-0500-1000.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CW%20SERIES.jpg,744-1208-ND,CVCO55CW-0500-1000,Crystek Corporation,VCO 750MHZ 0.5-18V 12.7X12.7MM,99,0,"27.17000","0","1","Strip","CVCO55","Active","500 ~ 1000MHz","750MHz","12V","0.5V ~ 18V","-5","20mA","2","7 ±3","-104","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1490-1550.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1488-ND,CVCO55CC-1490-1550,Crystek Corporation,VCO 1520MHZ 1-10V 12.7X12.7MM,16,0,"32.65000","0","1","Strip","CVCO55","Active","1490 ~ 1550MHz","1520MHz","8V","1V ~ 10V","-15","35mA","1.5 (Typ)","5 ±3","-115","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1162.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,1127-2869-ND,HMC1162LP5E,Analog Devices Inc.,VCO 4.8375/9.675GHZ 2-13V 5X5MM,85,155,"35.14000","0","1","Bulk","-","Active","4.625 ~ 5.050GHz, 9.25 ~ 10.10GHz","4.8375GHz, 9.675GHz","5V","2V ~ 13V","14","310mA","6","7.5±4.5, 11±4","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1164.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,1127-2902-ND,HMC1164LP5E,Analog Devices Inc.,VCO 5.42GHZ/10.84GHZ 2-13V 5X5MM,47,63,"35.14000","0","1","Strip","-","Active","5.19 ~ 5.65GHz, 10.38 ~ 11.30GHz","5.42GHz, 10.84GHz","5V","2V ~ 13V","20","290mA","8","8±4","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc508.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1437-ND,HMC508LP5E,Analog Devices Inc.,VCO 3.875GHZ/7.75GHZ 2-13V 5X5MM,90,72,"38.64000","0","1","Strip","HMC508","Active","3.65 ~ 4.1GHz, 7.3 ~ 8.2GHz","3.875GHz, 7.75GHz","5V","2V ~ 13V","20","280mA","10","14.5±2.5, 7±3","-116","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc509.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1438-ND,HMC509LP5E,Analog Devices Inc.,VCO 4.15GHZ/8.3GHZ 2-13V 5X5MM,63,0,"38.64000","0","1","Strip","-","Active","3.9 ~ 4.4GHz, 7.8 ~ 8.8GHz","4.15GHz, 8.3GHz","5V","2V ~ 13V","10","270mA","10","7.5±2.5, 12.5±2.5","-115","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO45CL-0350-0460.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO45%20SERIES.jpg,744-1066-ND,CVCO45CL-0350-0460,Crystek Corporation,VCO 405MHZ 0-5V 12.7MMX10.16MM,46,0,"22.66000","0","1","Strip","CVCO45","Active","350 ~ 460MHz","405MHz","3V","0V ~ 5V","-15","15mA","2","3 ±3","-112","-40°C ~ 85°C","6-SMD, No Lead","0.500"" L x 0.400"" W (12.70mm x 10.16mm)","0.165"" (4.20mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0110-0150.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1056-ND,CVCO33CL-0110-0150,Crystek Corporation,VCO 130MHZ 0-5V 7.62MM X 7.62MM,70,0,"23.10000","0","1","Strip","CVCO33","Active","110 ~ 150MHz","130MHz","3V","0V ~ 5V","-10","10mA","1","0 ±3","-110","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0415-0435.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1060-ND,CVCO33CL-0415-0435,Crystek Corporation,VCO 425MHZ 0.5-4.5V 7.62X7.62MM,18,0,"23.54000","0","1","Strip","CVCO33","Active","415 ~ 435MHz","425MHz","5V","0.5V ~ 4.5V","-15","15mA","1","3 ±3","-103","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
