Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Technology","Type","Frequency Range","Frequency - Self Resonant","Impedance","Efficiency - dBA","Efficiency - Testing","Efficiency - Type","Power - Rated","Power - Max","Port Location","Shape","Material - Cone","Material - Magnet","Ingress Protection","Ratings","Termination","Size / Dimension","Height - Seated (Max)"
https://www.cui.com/product/resource/digikeypdf/gc0351p-1.pdf,//media.digikey.com/photos/CUI%20Photos/GC0351P-1.jpg,GC0351P-1-ND,GC0351P-1,CUI Inc.,SPEAKER 4OHM 1W TOP PORT 82DB,1350,0,"6.34000","0","1","Tray","GC","Active","Magnetic","General Purpose","630Hz ~ 13kHz","630Hz","4 Ohms","82.00","1W/500mm","Sound Pressure Level (SPL)","1W","2W","Top","Oval, Rectangular Frame","Cloth","Nd-Fe-B","-","-","Solder Eyelet(s)","1.378"" L x 0.630"" W (35.00mm x 16.00mm)","0.291"" (7.40mm)"
//media.digikey.com/pdf/Data%20Sheets/Projects%20Unlimited%20PDFs/AS06608PS-R.PDF,//media.digikey.com/Photos/PUI%20Audio/MFG_AS06608PS-R.jpg,668-1269-ND,AS06608PS-R,"PUI Audio, Inc.",SPEAKER 8OHM 4W TOP PORT 95DB,182,0,"6.34000","0","1","Bulk","AS","Active","Magnetic","General Purpose","230Hz ~ 12kHz","230Hz","8 Ohms","95.00","1W/500mm","Sound Pressure Level (SPL)","4W","5W","Top","Round, Square Frame","Paper","Ferrite","-","-","Solder Eyelet(s)","2.610"" L x 2.610"" W (66.30mm x 66.30mm)","1.142"" (29.00mm)"
http://www.puiaudio.com/pdf/ASX03304-SM-R.pdf,//media.digikey.com/Photos/PUI%20Audio/ASX03304-SM-R_Top.jpg,668-1557-ND,ASX03304-SM-R,"PUI Audio, Inc.",EXCITER 4OHM 2W 80DB ROUND,178,0,"6.58000","0","1","Bulk","ASX","Active","Magnetic","Exciter","420Hz ~ 10.5kHz","420Hz","4 Ohms","80.00","1W/100mm","Sound Pressure Level (SPL)","2W","4W","Top","Round","-","Nd-Fe-B","-","-","Solder Eyelet(s)","1.300"" Dia (33.00mm)","0.256"" (6.50mm)"
https://www.cui.com/product/resource/digikeypdf/cds-40288.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CDS-40288.jpg,102-3550-ND,CDS-40288,CUI Inc.,SPEAKER 8OHM 6W TOP PORT 84DB,1948,0,"6.60000","0","1","Tray","CDS","Active","Magnetic","General Purpose","520Hz ~ 10kHz","650Hz","8 Ohms","84.00","1W/500mm","Sound Pressure Level (SPL)","6W","8W","Top","Rectangular","Paper/Cloth","Nd-Fe-B","-","-","Solder Eyelet(s)","1.575"" L x 1.122"" W (40.00mm x 28.50mm)","0.689"" (17.50mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=1451,//media.digikey.com/Photos/Peerless%20by%20Tymphany/HPD-40N16PET00-32.JPG,HPD-40N16PET00-32-ND,HPD-40N16PET00-32,Peerless by Tymphany,SPEAKER 32OHM 10MW TOP PORT 90DB,899,0,"6.96000","0","1","Bulk","HPD","Active","Magnetic","Full Range","20Hz ~ 20kHz","81.8Hz","32.9 Ohms","89.60","1W/1M","Half Space Sensitivity","10mW","-","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Wire Leads","1.575"" Dia (40.00mm)","0.295"" (7.50mm)"
http://www.puiaudio.com/pdf/AS04004MR-N50-R.pdf,//media.digikey.com/photos/PUI%20Audio/AS04004MR-N50-R.JPG,668-1594-ND,AS04004MR-N50-R,"PUI Audio, Inc.",SPEAKER 5W 4 OHM 84DB 150HZ,1850,0,"7.04000","0","1","Tray","N50 Mini Speaker","Active","Magnetic","General Purpose","100Hz ~ 20kHz","150Hz","4 Ohms","84.00","1W/500mm","Sound Pressure Level (SPL)","5W","6W","Top","Round","Polyethylenimine (PEI)","Nd-Fe-B","-","-","Quick Connect","1.575"" Dia (40.00mm)","0.846"" (21.50mm)"
http://www.puiaudio.com/pdf/AS03604MR-N50-R.pdf,//media.digikey.com/photos/PUI%20Audio/AS03604MR-N50-R.JPG,668-1593-ND,AS03604MR-N50-R,"PUI Audio, Inc.",SPEAKER 5W 4 OHM 85DB 200HZ,107,0,"7.11000","0","1","Tray","N50 Mini Speaker","Active","Magnetic","General Purpose","150Hz ~ 20kHz","200Hz","4 Ohms","85.00","1W/500mm","Sound Pressure Level (SPL)","3W","5W","Top","Round","Polyethylenimine (PEI)","Nd-Fe-B","-","-","Quick Connect","1.417"" Dia (36.00mm)","0.709"" (18.00mm)"
http://www.puiaudio.com/pdf/AS03104MR-N50-R.pdf,//media.digikey.com/photos/PUI%20Audio/AS03104MR-N50-R.JPG,668-1592-ND,AS03104MR-N50-R,"PUI Audio, Inc.",SPEAKER 3W 4 OHM 81DB 300HZ,2150,0,"7.17000","0","1","Tray","N50 Mini Speaker","Active","Magnetic","General Purpose","200Hz ~ 20kHz","300Hz","4 Ohms","81.00","1W/500mm","Sound Pressure Level (SPL)","3W","5W","Top","Round","Polyethylenimine (PEI)","Nd-Fe-B","-","-","Quick Connect","1.220"" Dia (31.00mm)","0.591"" (15.00mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=2010,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_TC8FD05-04.jpg,TC8FD05-04-ND,TC8FD05-04,Peerless by Tymphany,SPEAKER 4 OHM 20W TOP 85.2DB,1929,0,"7.27000","0","1","Bulk","TC","Active","Magnetic","Full Range","20Hz ~ 10kHz","146.8Hz","3.34 Ohms","85.20","1W/1M","Half Space Sensitivity","20W","-","Top","Round, Square Frame","Paper","Ferrite","-","-","Solder Eyelet(s)","3.201"" L x 3.201"" W (81.30mm x 81.30mm)","-"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=734,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PMT-30N18AL03-04.jpg,PMT-30N18AL03-04-ND,PMT-30N18AL03-04,Peerless by Tymphany,SPEAKER 4OHM 2W TOP PORT 80.2DB,1652,0,"7.71000","0","1","Bulk","PMT","Active","Magnetic","Full Range","250Hz ~ 20kHz","243.3Hz","3.81 Ohms","80.20","1W/1M","Half Space Sensitivity","1.5W","-","Top","Round","Aluminum (AI)","Nd-Fe-B","-","-","Solder Eyelet(s)","1.339"" Dia (34.00mm)","0.549"" (13.95mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=661,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_TC5FB00-04.jpg,TC5FB00-04-ND,TC5FB00-04,Peerless by Tymphany,SPEAKER 4OHM 5W TOP PORT 80.1DB,3089,0,"7.77000","0","1","Bulk","TC","Active","Magnetic","Full Range","250Hz ~ 20kHz","234.82Hz","3.94 Ohms","80.10","1W/1M","Half Space Sensitivity","5W","-","Top","Round, Square Frame","Paper","Ferrite","-","-","Solder Eyelet(s)","1.594"" L x 1.594"" W (40.50mm x 40.50mm)","0.850"" (21.60mm)"
https://www.knowles.com/docs/default-source/model-downloads/sr-32453-000.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/SR-31843-000.JPG,423-1406-ND,SR-32453-000,Knowles,SPEAKER 46OHM TOP PORT 105DB RND,312,0,"8.02000","0","1","Tray","SR","Active","Magnetic","Receiver, Balanced Armature","20Hz ~ 8.8kHz","-","46 Ohms","105.00","-","Sound Pressure Level (SPL)","-","-","Top","Round","-","-","-","-","Solder Pads","0.252"" Dia (6.40mm)","0.157"" (4.00mm)"
http://www.puiaudio.com/pdf/ASX03304-R.pdf,//media.digikey.com/Photos/PUI%20Audio/ASX03304-R_Top.jpg,668-1556-ND,ASX03304-R,"PUI Audio, Inc.",EXCITER 4OHM 3W 88DB ROUND,150,0,"8.39000","0","1","Tray","ASX","Active","Magnetic","Exciter","550Hz ~ 10.5kHz","550Hz","4 Ohms","88.00","1W/100mm","Sound Pressure Level (SPL)","3W","5W","Top","Round","-","Nd-Fe-B","-","-","Solder Eyelet(s)","1.614"" Dia (41.00mm)","0.492"" (12.50mm)"
http://www.puiaudio.com/pdf/ASX03308-R.pdf,//media.digikey.com/Photos/PUI%20Audio/ASX03308-R_Top.jpg,668-1558-ND,ASX03308-R,"PUI Audio, Inc.",EXCITER 8OHM 3W 85DB ROUND,100,0,"8.39000","0","1","Bulk","ASX","Active","Magnetic","Exciter","550Hz ~ 10.5kHz","550Hz","8 Ohms","85.00","1W/100mm","Sound Pressure Level (SPL)","3W","5W","Top","Round","-","Nd-Fe-B","-","-","Solder Eyelet(s)","1.614"" Dia (41.00mm)","0.492"" (12.50mm)"
https://www.knowles.com/docs/default-source/model-downloads/sr6438nws-000.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/SR6438NWS-000.jpg,423-1142-ND,SR6438NWS-000,Knowles,SPEAKER 55.5OHM TOP PORT 109.5DB,327,0,"8.42000","0","1","Tray","SR","Active","Magnetic","Receiver, Balanced Armature","200Hz ~ 9.4kHz","-","55.5 Ohms","109.50","-","Sound Pressure Level (SPL)","-","-","Top","Round","-","-","-","-","Solder Pads","0.252"" Dia (6.40mm)","0.157"" (4.00mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=666,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_TC6FD00-04.jpg,TC6FD00-04-ND,TC6FD00-04,Peerless by Tymphany,SPEAKER 4OHM 15W TOP PORT 81.6DB,2239,0,"8.88000","0","1","Bulk","TC","Active","Magnetic","Full Range","150Hz ~ 20kHz","175.19Hz","4.09 Ohms","81.60","1W/1M","Half Space Sensitivity","15W","-","Top","Round, Square Frame","Paper","Ferrite","-","-","Solder Eyelet(s)","2.165"" L x 2.165"" W (55.00mm x 55.00mm)","1.394"" (35.40mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=691,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PLS-65F25AL04-04.jpg,PLS-65F25AL04-04-ND,PLS-65F25AL04-04,Peerless by Tymphany,SPEAKER 4OHM 25W TOP PORT 82.9DB,891,0,"9.12000","0","1","Bulk","PLS","Active","Magnetic","Full Range","100Hz ~ 20kHz","120.6Hz","4.33 Ohms","82.90","1W/1M","Half Space Sensitivity","25W","-","Top","Round, Square Frame","Aluminum (AI)","Ferrite","-","-","Solder Eyelet(s)","2.717"" L x 2.717"" W (69.00mm x 69.00mm)","1.720"" (43.70mm)"
https://www.cui.com/product/resource/digikeypdf/cms0341klx.pdf,//media.digikey.com/photos/CUI%20Photos/CMS0341KLX.jpg,102-1303-ND,CMS0341KLX,CUI Inc.,SPEAKER 8OHM 2W TOP PORT 84DB,2243,0,"9.85000","0","1","Tray","CMS","Active","Magnetic","General Purpose","208Hz ~ 15kHz","260Hz","8 Ohms","84.00","1W/500mm","Sound Pressure Level (SPL)","2W","4W","Top","Round, Square Frame","Paper","Nd-Fe-B","-","-","Solder Eyelet(s)","1.339"" L x 1.339"" W (34.00mm x 34.00mm)","0.571"" (14.50mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=1452,//media.digikey.com/Photos/Peerless%20by%20Tymphany/HPD-40N16PET00-32.JPG,HPD-50N25PR00-32-ND,HPD-50N25PR00-32,Peerless by Tymphany,SPEAKER 32OHM 10MW TOP PORT 91DB,1863,0,"10.69000","0","1","Bulk","HPD","Active","Magnetic","Full Range","20Hz ~ 20kHz","69.5Hz","31.6 Ohms","98.10","1W/1M","Half Space Sensitivity","10mW","-","Top","Round","Paper","Nd-Fe-B","-","-","Wire Leads","1.969"" Dia (50.00mm)","0.394"" (10.00mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=751,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_TA6FD00-08.jpg,TA6FD00-08-ND,TA6FD00-08,Peerless by Tymphany,SPEAKER 8OHM 10W TOP PORT 80.9DB,1596,0,"11.43000","0","1","Bulk","TA","Active","Magnetic","Full Range","100Hz ~ 20kHz","150.1Hz","7.19 Ohms","80.90","1W/1M","Half Space Sensitivity","10W","-","Top","Round, Square Frame","Aluminum (AI)","Ferrite","-","-","Solder Eyelet(s)","2.323"" L x 2.323"" W (59.00mm x 59.00mm)","1.403"" (35.63mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=1034,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PMT-37N28AL01-04.jpg,PMT-37N28AL01-04-ND,PMT-37N28AL01-04,Peerless by Tymphany,SPEAKER 4OHM 5W TOP PORT 81DB,2090,0,"11.74000","0","1","Bulk","PMT","Active","Magnetic","Full Range","200Hz ~ 20kHz","167.6Hz","3.78 Ohms","81.00","1W/1M","Half Space Sensitivity","5W","-","Top","Round","Aluminum (AI)","Nd-Fe-B","-","-","Solder Eyelet(s)","1.614"" Dia (41.00mm)","0.465"" (11.80mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=1440,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PMT-2040N2516AL01-04.jpg,2040N1625AL01-04-ND,2040N1625AL01-04,Peerless by Tymphany,"MICRO-TRANSDUCER, FULL-RANGE, AL",1886,0,"11.95000","0","1","Bulk","PMT","Active","Magnetic","Full Range","200Hz ~ 20kHz","339.07Hz","4.19 Ohms","81.10","1W/1M","Half Space Sensitivity","1W","-","Top","Rectangular","Aluminum (AI)","Nd-Fe-B","-","-","Solder Eyelet(s)","1.673"" L x 1.083"" W (42.50mm x 27.50mm)","0.374"" (9.50mm)"
-,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_OC25SC65-04.jpg,OC25SC65-04-ND,OC25SC65-04,Peerless by Tymphany,TWEETER 4OHM 25W TOP PORT 89.2DB,1069,0,"13.67000","0","1","Bulk","OC","Active","Magnetic","Tweeter","1.3kHz ~ 20kHz","1382.22Hz","3.2 Ohms","89.20","1W/1M","Half Space Sensitivity","25W","-","Top","Round","Cloth","Nd","-","-","Solder Eyelet(s)","1.280"" Dia (32.50mm)","1.004"" (25.50mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=732,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PMT-40N25AL01-04.jpg,PMT-40N25AL01-04-ND,PMT-40N25AL01-04,Peerless by Tymphany,SPEAKER 4OHM 5W TOP PORT 82.8DB,1819,0,"13.83000","0","1","Bulk","PMT","Active","Magnetic","Full Range","100Hz ~ 20kHz","234.6Hz","4.39 Ohms","82.80","1W/1M","Half Space Sensitivity","5W","-","Top","Round, Square Frame","Aluminum (AI)","Nd-Fe-B","-","-","Solder Eyelet(s)","1.594"" L x 1.594"" W (40.50mm x 40.50mm)","0.894"" (22.70mm)"
//media.digikey.com/pdf/Data%20Sheets/Tymphany/TC10FG00-04_Rev2_2015-1-20.pdf,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_TC10FG00-04.jpg,TC10FG00-04-ND,TC10FG00-04,Peerless by Tymphany,SPEAKER 4OHM 30W TOP PORT 89.5DB,461,0,"15.53000","0","1","Bulk","TC","Active","Magnetic","Full Range","120Hz ~ 20kHz","155.17Hz","4.21 Ohms","89.50","1W/1M","Half Space Sensitivity","30W","-","Top","Round, Square Frame","Paper","Ferrite","-","-","Solder Eyelet(s)","4.016"" L x 4.016"" W (102.00mm x 102.00mm)","2.208"" (56.08mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=547,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_D19TD05-08.jpg,D19TD05-08-ND,D19TD05-08,Peerless by Tymphany,TWEETR 8OHM 100W TOP PORT 87.5DB,918,0,"17.87000","0","1","Bulk","D","Active","Magnetic","Tweeter","1kHz ~ 20kHz","1687.93Hz","7.64 Ohms","87.50","1W/1M","Half Space Sensitivity","100W","-","Top","Round","Cloth, Treated","Ferrite","-","-","Solder Eyelet(s)","3.701"" Dia (94.00mm)","0.870"" (22.10mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=825,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PLS-P830983.jpg,PLS-P830983-ND,PLS-P830983,Peerless by Tymphany,SPEAKER 4OHM 25W TOP PORT 82DB,1405,0,"18.43000","0","1","Bulk","PLS","Active","Magnetic","Full Range","150Hz ~ 20kHz","175.63Hz","3.99 Ohms","82.00","1W/1M","Half Space Sensitivity","25W","-","Top","Round, Square Frame","Aluminum (AI)","Nd-Fe-B","-","-","Solder Eyelet(s)","2.165"" L x 2.165"" W (55.00mm x 55.00mm)","1.378"" (35.00mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=766,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_XT25SC90-04.jpg,XT25SC90-04-ND,XT25SC90-04,Peerless by Tymphany,TWEETR 4OHM 100W TOP PORT 86.8DB,1013,0,"18.73000","0","1","Bulk","XT","Active","Magnetic","Tweeter","800Hz ~ 20kHz","824.75Hz","3.72 Ohms","86.80","1W/1M","Half Space Sensitivity","100W","-","Top","Round","Cloth","Nd","-","-","Solder Eyelet(s)","2.559"" Dia (65.00mm)","1.299"" (33.00mm)"
http://www.puiaudio.com/pdf/ASX10108-SPD-R.pdf,//media.digikey.com/Photos/PUI%20Audio/ASX10108-SPD-R.JPG,668-1584-ND,ASX10108-SPD-R,"PUI Audio, Inc.",EXCITER 8 OHM 102DB,163,0,"19.00000","0","1","Tray","ASX","Active","Magnetic","Exciter","70Hz ~ 15kHz","220Hz","8 Ohms","102.00","100mm","Sound Pressure Level (SPL)","20W","30W","Top","Round","-","Nd-Fe-B","-","-","Quick Connect","3.992"" L x 3.992"" W (101.40mm x 101.40mm)","0.995"" (25.27mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=791,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_SDS-P830657.jpg,SDS-P830657-ND,SDS-P830657,Peerless by Tymphany,SPEAKER 8OHM 60W TOP PORT 88.5DB,482,0,"19.22000","0","1","Bulk","SDS","Active","Magnetic","Subwoofer","40Hz ~ 4kHz","44.75Hz","6.44 Ohms","88.50","1W/1M","Half Space Sensitivity","60W","-","Top","Round","Paper, Coated","Ferrite","-","-","Solder Eyelet(s)","7.165"" Dia (182.00mm)","3.087"" (78.40mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=826,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PLS-P830985.jpg,PLS-P830985-ND,PLS-P830985,Peerless by Tymphany,SPEAKER 4OHM 30W TOP PORT 82.3DB,1933,0,"19.73000","0","1","Bulk","PLS","Active","Magnetic","Full Range","100Hz ~ 20kHz","117.16Hz","3.95 Ohms","82.30","1W/1M","Half Space Sensitivity","30W","-","Top","Round, Square Frame","Aluminum (AI)","Nd","-","-","Solder Eyelet(s)","2.717"" L x 2.717"" W (69.00mm x 69.00mm)","1.583"" (40.20mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=529,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_BC25SC08-04.jpg,BC25SC08-04-ND,BC25SC08-04,Peerless by Tymphany,TWEETR 4OHM 100W TOP PORT 94.9DB,117,0,"19.73000","0","1","Bulk","BC","Active","Magnetic","Tweeter","2.5kHz ~ 20kHz","1663.19Hz","3.27 Ohms","94.90","1W/1M","Half Space Sensitivity","100W","-","Top","Round","Cloth","Nd-Fe-B","-","-","Solder Eyelet(s)","2.756"" Dia (70.00mm)","1.350"" (34.30mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=809,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_SDS-P830656.jpg,SDS-P830656-ND,SDS-P830656,Peerless by Tymphany,SPEAKER 8OHM 60W TOP PORT 84.8DB,492,0,"19.84000","0","1","Bulk","SDS","Active","Magnetic","Subwoofer","50Hz ~ 5kHz","57.23Hz","6.54 Ohms","84.80","1W/1M","Half Space Sensitivity","60W","-","Top","Round","Paper, Coated","Ferrite","-","-","Solder Eyelet(s)","5.984"" Dia (152.00mm)","2.594"" (65.90mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=553,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_D26NC56-06.jpg,D26NC56-06-ND,D26NC56-06,Peerless by Tymphany,TWEETR 6OHM 100W TOP PORT 89.3DB,1152,0,"19.91000","0","1","Bulk","D","Active","Magnetic","Tweeter","2.5kHz ~ 20kHz","1625.32Hz","5.74 Ohms","89.30","1W/1M","Half Space Sensitivity","100W","-","Top","Round, Rectangular Frame","Cloth","Nd-Fe-B","-","-","Solder Eyelet(s)","2.756"" L x 2.126"" W (70.00mm x 54.00mm)","1.134"" (28.80mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=827,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_PLS-P830986.jpg,PLS-P830986-ND,PLS-P830986,Peerless by Tymphany,SPEAKER 8OHM 25W TOP PORT 83.2DB,1182,0,"22.27000","0","1","Bulk","PLS","Active","Magnetic","Full Range","100Hz ~ 20kHz","105.05Hz","6.62 Ohms","83.20","1W/1M","Half Space Sensitivity","25W","-","Top","Round, Square Frame","Aluminum (AI)","Nd","-","-","Solder Eyelet(s)","3.071"" L x 3.071"" W (78.00mm x 78.00mm)","2.138"" (54.30mm)"
http://www.puiaudio.com/pdf/AS06008PS-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS06008PS-R_A.jpg,668-1566-ND,AS06008PS-R,"PUI Audio, Inc.",SPEAKER 8OHM 10W TOP PORT 99DB,243,0,"22.41000","0","1","Bulk","AS","Active","Magnetic","General Purpose","160Hz ~ 18kHz","160Hz","8 Ohms","99.00","1W/100mm","Sound Pressure Level (SPL)","10W","15W","Top","Round, Square Frame","Paper","Nd-Fe-B","-","-","Solder Eyelet(s)","2.630"" L x 2.630"" W (66.80mm x 66.80mm)","1.043"" (26.50mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=724,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_SDS-160F25PR01-08.jpg,SDS-160F25PR01-08-ND,SDS-160F25PR01-08,Peerless by Tymphany,SPEAKER 8OHM 60W TOP PORT 87DB,390,0,"22.46000","0","1","Bulk","SDS","Active","Magnetic","Subwoofer","35Hz ~ 20kHz","41.76Hz","7.98 Ohms","87.00","1W/1M","Half Space Sensitivity","60W","-","Top","Round","Paper","Ferrite","-","-","Solder Eyelet(s)","7.165"" Dia (182.00mm)","3.339"" (84.80mm)"
https://www.knowles.com/docs/default-source/model-downloads/ci-22960-000.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/CI-22960-000.JPG,423-1104-ND,CI-22960-000,Knowles,SPEAKER 400OHM SIDE PORT 127DB,293,0,"25.76000","0","1","Bulk","CI","Active","Magnetic","Receiver, Balanced Armature","200Hz ~ 5.5kHz","-","264 Ohms","131.50","-","Sensitivity","-","-","Top","Rectangular","-","-","-","-","Solder Pads","0.373"" L x 0.283"" W (9.47mm x 7.18mm)","0.165"" (4.19mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=557,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_D27TG35-06.jpg,D27TG35-06-ND,D27TG35-06,Peerless by Tymphany,TWEETR 6OHM 100W TOP PORT 91.1DB,995,0,"25.92000","0","1","Bulk","D","Active","Magnetic","Tweeter","2.5kHz ~ 20kHz","911.7Hz","5.49 Ohms","91.10","1W/1M","Half Space Sensitivity","100W","-","Top","Round","Cloth","Ferrite","-","-","Solder Eyelet(s)","4.094"" Dia (104.00mm)","1.728"" (43.90mm)"
http://www.puiaudio.com/pdf/ASX05408-HD-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_ASX05408-HD-R.jpg,668-1579-ND,ASX05408-HD-R,"PUI Audio, Inc.",EXCITER 8 OHM 104DB,145,0,"27.89000","0","1","Tray","ASX","Active","Magnetic","Exciter","60Hz ~ 20kHz","480Hz","8 Ohms","104.00","100mm","Sound Pressure Level (SPL)","20W","40W","Top","Round","-","Nd-Fe-B","-","-","Quick Connect","2.106"" Dia (53.50mm)","0.787"" (20.00mm)"
http://www.puiaudio.com/pdf/ASX05404-HD-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_ASX05404-HD-R.jpg,668-1578-ND,ASX05404-HD-R,"PUI Audio, Inc.",EXCITER 4 OHM 107DB,124,0,"27.89000","0","1","Tray","ASX","Active","Magnetic","Exciter","60Hz ~ 20kHz","480Hz","4 Ohms","107.00","100mm","Sound Pressure Level (SPL)","20W","40W","Top","Round","-","Nd-Fe-B","-","-","Quick Connect","2.106"" Dia (53.50mm)","0.787"" (20.00mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=761,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_XT25BG60-04.jpg,XT25BG60-04-ND,XT25BG60-04,Peerless by Tymphany,TWEETR 4OHM 100W TOP PORT 88.6DB,969,0,"27.95000","0","1","Bulk","XT","Active","Magnetic","Tweeter","500Hz ~ 20kHz","589.10Hz","3.44 Ohms","88.60","1W/1M","Half Space Sensitivity","100W","-","Top","Round","Cloth","Ferrite","-","-","Solder Eyelet(s)","4.094"" Dia (104.00mm)","2.037"" (51.75mm)"
https://www.tymphany.com/drivers/driver_functions/specsheet.php?id=949,//media.digikey.com/Photos/Peerless%20by%20Tymphany/MFG_GBS-135F25AL02-04.jpg,GBS-135F25AL02-04-ND,GBS-135F25AL02-04,Peerless by Tymphany,SPEAKER 4OHM 35W TOP PORT 85.3DB,400,0,"31.84000","0","1","Bulk","GBS","Active","Magnetic","Woofer","50Hz ~ 20kHz","62.97Hz","3.88 Ohms","85.30","1W/1M","Half Space Sensitivity","35W","-","Top","Round","Aluminum (AI)","Ferrite","-","-","Solder Eyelet(s)","5.984"" Dia (152.00mm)","1.787"" (45.40mm)"
https://www.knowles.com/docs/default-source/model-downloads/twfk-30017-000.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/TWFK-30017-000.jpg,423-1152-ND,TWFK-30017-000,Knowles,SPEAKR 43OHM SIDE PORT 95DB RECT,316,0,"49.84000","0","1","Tray","TWFK","Active","Magnetic","Receiver, Balanced Armature","200Hz ~ 6.5kHz","-","43 Ohms","95.00","-","Sound Pressure Level (SPL)","-","-","Top","Rectangular","-","-","-","-","Solder Pads","0.197"" L x 0.108"" W (5.00mm x 2.73mm)","0.250"" (6.35mm)"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SWFK-31736-000_Dwg.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/SWFK-31736-000.jpg,423-1389-ND,SWFK-31736-000,Knowles,TWEETER 7OHM SIDE PORT 97DB RECT,110,0,"52.33000","0","1","Tray","SWFK","Active","Magnetic","Receiver, Balanced Armature","200Hz ~ 7.6kHz","-","7 Ohms","97.00","-","Sound Pressure Level (SPL)","-","-","Top","Rectangular","-","-","-","-","Solder Pads","0.197"" L x 0.108"" W (5.00mm x 2.73mm)","0.250"" (6.35mm)"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/GK-31732-000.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/GK-31732-000.jpg,423-1188-ND,GK-31732-000,Knowles,SPEAKER 12OHM SIDE PORT 113DB,110,0,"59.87000","0","1","Bulk","-","Active","Magnetic","Receiver, Balanced Armature","50Hz ~ 10.5kHz","-","12 Ohms","113.00","-","Sound Pressure Level (SPL)","-","-","Top","Rectangular","-","-","-","-","Solder Pads","0.373"" L x 0.283"" W (9.46mm x 7.18mm)","0.273"" (6.94mm)"
