Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Technology","Type","Frequency Range","Frequency - Self Resonant","Impedance","Efficiency - dBA","Efficiency - Testing","Efficiency - Type","Power - Rated","Power - Max","Port Location","Shape","Material - Cone","Material - Magnet","Ingress Protection","Ratings","Termination","Size / Dimension","Height - Seated (Max)"
http://www.puiaudio.com/pdf/AS01608MS-SP9-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01608MS-SP9-WP-R.jpg,668-1605-ND,AS01608MS-SP9-WP-R,"PUI Audio, Inc.",SPEAKER .7W 8 OHM 89 DB 850 HZ,952,0,"2.44000","0","1","-","AS","Active","Magnetic","Receiver","500Hz ~ 20kHz","850Hz","8 Ohms","89.00","-","Sensitivity","700mW","1W","Top","Rectangular","Polyimide (PI)","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","Solder Pads","0.630"" L x 0.354"" W (16.00mm x 9.00mm)","0.098"" (2.50mm)"
http://www.puiaudio.com/pdf/AR01232MS-SC12-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AR01232MS-SC12-WP-R.JPG,668-1619-ND,AR01232MS-SC12-WP-R,"PUI Audio, Inc.",RECEIVER 20 MW 32 OHM 116 DB 450,497,0,"2.44000","0","1","-","AR","Active","Magnetic","Receiver","300Hz ~ 7kHz","450Hz","32 Ohms","116.00","-","Sensitivity","20mW","30mW","Top","Rectangular","Polyimide (PI)","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","Spring Type","0.472"" L x 0.236"" W (12.00mm x 6.00mm)","0.079"" (2.00mm)"
https://www.soberton.com/wp-content/uploads/2018/07/SP-2509-29-June-2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_SP-2509.jpg,433-1219-ND,SP-2509,Soberton Inc.,SPEAKER 8 OHM 84DB 1.0W/1.2W 550,570,0,"2.44000","0","1","-","SP","Active","Magnetic","General Purpose","300Hz ~ 5kHz","550Hz","8 Ohms","84.00","100mW/100mm","Sound Pressure Level (SPL)","1W","1.2W","Top","Rectangular","Polyetheretherketone (PEEK)","Nd-Fe-B","-","-","Solder Pads","0.984"" L x 0.354"" W (25.00mm x 9.00mm)","0.118"" (3.00mm)"
https://www.cui.com/product/resource/digikeypdf/cmr-12062s-67.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMR-12062S-67.jpg,102-5012-ND,CMR-12062S-67,CUI Inc.,"SPEAKER, 12 X 6 MM, 2 MM DEEP, M",473,0,"2.46000","0","1","-","CMR","Active","Magnetic","Receiver","300Hz ~ 7kHz","450Hz","32 Ohms","117.00","-","Sound Pressure Level (SPL)","20mW","30mW","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","Spring Type","0.472"" L x 0.236"" W (12.00mm x 6.00mm)","0.079"" (2.00mm)"
https://www.soberton.com/wp-content/uploads/2018/04/WSP-5008-59-Rev-A_2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_WSP-5008-59_Front.jpg,433-1180-ND,WSP-5008-59,Soberton Inc.,WATER RESISTANT SPEAKER 8 OHM,196,0,"2.48000","0","1","Tray","-","Active","Magnetic","General Purpose","0Hz ~ 5kHz","720Hz","8 Ohms","91.00","1W/1M","Sound Pressure Level (SPL)","2W","3W","Top","Round","-","-","IP65 - Dust Tight, Waterproof Face","-","Solder Eyelet(s)","1.969"" Dia (50.00mm)","0.484"" (12.30mm)"
https://www.cui.com/product/resource/digikeypdf/cms-15118c-sp.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMS-15118C-SP.jpg,102-4341-ND,CMS-15118C-SP,CUI Inc.,SPEAKER 8 OHM 800MW TOP 88DB,153,0,"2.50000","0","1","Tray","CMS","Active","Magnetic","Low Profile","400Hz ~ 10kHz","500Hz","8 Ohms","88.00","800mW/100mm","Sound Pressure Level (SPL)","800mW","1W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Spring Type","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.118"" (3.00mm)"
https://www.mspindy.com/specifications/PSR-36N08A-JQ.PDF,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PSR-36N08A-JQ.JPG,458-1129-ND,PSR-36N08A-JQ,Mallory Sonalert Products Inc.,SPEAKER 8OHM 250MW TOP PORT 89DB,2438,0,"2.52000","0","1","Bulk","PSR","Active","Magnetic","General Purpose","550Hz ~ 7kHz","550Hz","8 Ohms","89.00","1W/1M","Sound Pressure Level (SPL)","250mW","500mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Ferrite","-","-","Solder Pads","1.417"" Dia (36.00mm)","0.189"" (4.80mm)"
http://www.puiaudio.com/pdf/AR01532MS-SC15-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AR01532MS-SC15-WP-R.jpg,668-1620-ND,AR01532MS-SC15-WP-R,"PUI Audio, Inc.",RECEIVER 20 MW 32 OHM 108 DB 400,896,0,"2.55000","0","1","-","AR","Active","Magnetic","Receiver","300Hz ~ 7kHz","400Hz","32 Ohms","108.00","-","Sensitivity","20mW","30mW","Top","Rectangular","Polyimide (PI)","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","-","0.591"" L x 0.236"" W (15.00mm x 6.00mm)","0.079"" (2.00mm)"
https://www.mspindy.com/specifications/PSR-57N08A01-AQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PSR-57N08A01-JQ.JPG,458-1136-ND,PSR-57N08A01-AQ,Mallory Sonalert Products Inc.,SPEAKER 8OHM 500MW TOP PORT 92DB,222,0,"2.58000","0","1","Bulk","PSR","Active","Magnetic","General Purpose","600Hz ~ 4kHz","600Hz","8 Ohms","92.00","1W/1M","Sound Pressure Level (SPL)","500mW","1W","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Solder Pads","2.244"" Dia (57.00mm)","0.331"" (8.40mm)"
https://www.soberton.com/wp-content/uploads/2018/07/SP-3605-29-June-2018.pdf,//media.digikey.com/photos/Soberton%20Photos/SP-3605.JPG,433-1150-ND,SP-3605,Soberton Inc.,SPEAKER 8OHM 1W TOP PORT 90DB,1084,0,"2.59000","0","1","Tray","SP Micro Speaker","Active","Magnetic","General Purpose","300Hz ~ 5kHz","550Hz","8 Ohms","90.00","100mW/100mm","Sound Pressure Level (SPL)","1W","1.5W","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B-N38","-","-","Wire Leads","1.417"" Dia (36.00mm)","0.197"" (5.00mm)"
http://www.puiaudio.com/pdf/AS01606MS-SP16-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01606MS-SP16-WP-R.jpg,668-1603-ND,AS01606MS-SP16-WP-R,"PUI Audio, Inc.",SPEAKER .94W 6 OHM 91 DB 850 HZ,660,0,"2.59000","0","1","-","AS","Active","Magnetic","Receiver","500Hz ~ 20kHz","850Hz","6 Ohms","91.00","-","Sensitivity","940mW","1.2W","Top","Rectangular","Polyimide (PI)","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","Solder Pads","0.630"" L x 0.354"" W (16.00mm x 9.00mm)","0.118"" (3.00mm)"
http://www.puiaudio.com/pdf/AS01506MS-SP15-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01506MS-SP15-WP-R.jpg,668-1611-ND,AS01506MS-SP15-WP-R,"PUI Audio, Inc.",SPEAKER 1W 6 OHM 93 DB 650 HZ,390,0,"2.59000","0","1","-","AS","Active","Magnetic","Receiver","650Hz ~ 20kHz","650Hz","6 Ohms","93.00","-","Sensitivity","1W","1.2W","Top","Rectangular","-","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","Solder Pads","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.098"" (2.50mm)"
https://www.mspindy.com/Specifications/PSR15N08AK.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/PSR15N08AK-back.JPG,458-1470-ND,PSR15N08AK,Mallory Sonalert Products Inc.,SPEAKER 8OHM 500MW TOP PORT 89DB,1983,0,"2.71000","0","1","Bulk","PSR","Active","Magnetic","General Purpose","750Hz ~ 20kHz","750Hz","8 Ohms","72.00","1W/1M","Sound Pressure Level (SPL)","500mW","800mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Solder Pads","0.591"" Dia (15.00mm)","0.130"" (3.30mm)"
http://www.puiaudio.com/pdf/AS01506MS-SC15-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01506MS-SC15-WP-R.jpg,668-1612-ND,AS01506MS-SC15-WP-R,"PUI Audio, Inc.",SPEAKER 1W 6 OHM 93 DB 650 HZ,1532,0,"2.75000","0","1","-","AS","Active","Magnetic","Receiver","650Hz ~ 20kHz","650Hz","6 Ohms","93.00","-","Sensitivity","1W","1.2W","Top","Rectangular","Polyimide (PI)","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","Spring Type","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.098"" (2.50mm)"
https://www.cui.com/product/resource/digikeypdf/cms-15118d-sp.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMS-15118D-SP.jpg,102-4342-ND,CMS-15118D-SP,CUI Inc.,SPEAKER 8 OHM 700MW TOP 91DB,935,0,"2.78000","0","1","Tray","CMS","Active","Magnetic","Low Profile","425Hz ~ 10kHz","500Hz","8 Ohms","91.00","700mW/100mm","Sound Pressure Level (SPL)","700mW","1W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Solder Pads","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.118"" (3.00mm)"
http://www.puiaudio.com/pdf/AS01508AO-LW25-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AS01508AO-LW25-R.jpg,668-1512-ND,AS01508AO-LW25-R,"PUI Audio, Inc.",SPEAKER 8OHM 500MW TOP PORT 84DB,2992,0,"2.85000","0","1","Tray","Slim Line Micro","Active","Magnetic","General Purpose","550Hz ~ 20kHz","550Hz","8 Ohms","84.00","100mW/100mm","Sound Pressure Level (SPL)","700mW","1W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Wire Leads","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.154"" (3.90mm)"
https://www.cui.com/product/resource/digikeypdf/cms-18138a-sp.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMS-18138A-SP.jpg,102-4339-ND,CMS-18138A-SP,CUI Inc.,SPEAKER 8 OHM 800MW TOP 92DB,1220,0,"2.85000","0","1","Tray","CMS","Active","Magnetic","Low Profile","300Hz ~ 10kHz","400Hz","8 Ohms","92.00","800mW/100mm","Sound Pressure Level (SPL)","800mW","1W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Spring Type","0.709"" L x 0.512"" W (18.00mm x 13.00mm)","0.098"" (2.50mm)"
http://www.puiaudio.com/pdf/AS01508AO-SC-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AS01508AO-SC-R_back.jpg,668-1513-ND,AS01508AO-SC-R,"PUI Audio, Inc.",SPEAKER 8OHM 500MW TOP PORT 84DB,596,0,"2.85000","0","1","Tray","Slim Line Micro","Active","Magnetic","General Purpose","550Hz ~ 20kHz","550Hz","8 Ohms","84.00","100mW/100mm","Sound Pressure Level (SPL)","700mW","1W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Spring Type","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.154"" (3.90mm)"
http://www.puiaudio.com/pdf/ADS02908MR-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_ADS02908MR-R.jpg,668-1218-ND,ADS02908MR-R,"PUI Audio, Inc.",SPEAKER 8OHM 100MW TOP PORT 88DB,308,0,"2.85000","0","1","Tray","-","Active","Magnetic","General Purpose","650Hz ~ 4kHz","650Hz","8 Ohms","88.00","100mW/100mm","Sound Pressure Level (SPL)","100mW","200mW","Top","Round","Polyester","Ferrite","-","-","Solder Pads","1.142"" Dia (29.00mm)","0.374"" (9.50mm)"
https://www.soberton.com/wp-content/uploads/2018/04/WSP-5008-57-Rev-A_2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_WSP-5008-57_Front.jpg,433-1179-ND,WSP-5008-57,Soberton Inc.,WATER RESISTANT SPEAKER 8 OHM,1172,0,"2.87000","0","1","Tray","-","Active","Magnetic","General Purpose","0Hz ~ 19kHz","530Hz","8 Ohms","95.00","1W/1M","Sound Pressure Level (SPL)","2W","3W","Top","Round","-","-","IP65 - Dust Tight, Waterproof Face","-","Solder Eyelet(s)","1.969"" Dia (50.00mm)","0.398"" (10.10mm)"
https://www.soberton.com/wp-content/uploads/2018/04/WSP-7608-Rev-A_2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_WSP-7608_Front.jpg,433-1183-ND,WSP-7608,Soberton Inc.,WATER RESISTANT SPEAKER 8 OHM,269,0,"2.87000","0","1","Tray","-","Active","Magnetic","General Purpose","0Hz ~ 8kHz","350Hz","8 Ohms","90.00","1W/1M","Sound Pressure Level (SPL)","2W","3W","Top","Round","-","-","IP65 - Dust Tight, Waterproof Face","-","Solder Eyelet(s)","3.012"" Dia (76.50mm)","0.669"" (17.00mm)"
https://www.soberton.com/wp-content/uploads/2018/07/SP-1813S-28-June-2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_SP-1813S.jpg,433-1136-ND,SP-1813S,Soberton Inc.,SPEAKER 8OHM 500MW TOP PORT 85DB,1617,0,"2.89000","0","1","Tray","SP Micro Speaker","Active","Magnetic","General Purpose","200Hz ~ 3.4kHz","800Hz","8 Ohms","85.00","100mW","Sound Pressure Level (SPL)","500mW","700mW","Top","Rectangular","-","Nd-Fe-B","-","-","Spring Type","0.709"" L x 0.512"" W (18.00mm x 13.00mm)","0.165"" (4.20mm)"
https://www.soberton.com/wp-content/uploads/2018/07/SP-4005-June-2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/SP-4005.JPG,433-1151-ND,SP-4005,Soberton Inc.,SPEAKER 8OHM 2W TOP PORT 92DB,279,0,"2.89000","0","1","Tray","SP Micro Speaker","Active","Magnetic","General Purpose","300Hz ~ 8kHz","550Hz","8 Ohms","92.00","100mW/100mm","Sound Pressure Level (SPL)","2W","2.5W","Top","Round","Polyethylenimine (PEI)","Nd-Fe-B-N38","-","-","Solder Eyelet(s)","1.575"" Dia (40.00mm)","0.217"" (5.50mm)"
http://www.puiaudio.com/pdf/AS03008MR-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS03008MR-R.jpg,668-1232-ND,AS03008MR-R,"PUI Audio, Inc.",SPEAKER 8OHM 500MW TOP PORT 82DB,2877,0,"2.94000","0","1","Tray","AS","Active","Magnetic","General Purpose","650Hz ~ 15kHz","650Hz","8 Ohms","82.00","1W/500mm","Sound Pressure Level (SPL)","500mW","1W","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Solder Pads","1.181"" Dia (30.00mm)","0.189"" (4.80mm)"
https://www.cui.com/product/resource/digikeypdf/cvs-2308.pdf,//media.digikey.com/Photos/CUI%20Photos/CVS-2308.jpg,102-2500-ND,CVS-2308,CUI Inc.,SPEAKER 8OHM 100MW TOP PORT 88DB,2484,0,"2.96000","0","1","Tray","CVS","Active","Magnetic","General Purpose","1.2kHz ~ 6kHz","1500Hz","8 Ohms","77.00","1W/1M","Sound Pressure Level (SPL)","100mW","150mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","Washable","PC Pins","0.906"" Dia (23.00mm)","0.331"" (8.40mm)"
https://www.cui.com/product/resource/digikeypdf/cms-15116-sp.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMS-15116-SP.jpg,102-4356-ND,CMS-15116-SP,CUI Inc.,"SPEAKER, 15 X 11 MM, 3 MM DEEP,",730,0,"2.96000","0","1","Tray","CMS","Active","Magnetic","Low Profile","467.5Hz ~ 15kHz","550Hz","6 Ohms","89.00","940mW/100mm","Sound Pressure Level (SPL)","940mW","1.3W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Spring Type","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.118"" (3.00mm)"
http://www.puiaudio.com/pdf/AS02808MR-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AS02808MR-2-R.jpg,668-1397-ND,AS02808MR-2-R,"PUI Audio, Inc.",SPEAKER 8OHM 500MW TOP PORT 85DB,5467,0,"3.03000","0","1","Tray","AS","Active","Magnetic","General Purpose","600Hz ~ 20kHz","600Hz","8 Ohms","85.00","500mW/500mm","Sound Pressure Level (SPL)","500mW","1W","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Solder Pads","1.102"" Dia (28.00mm)","0.173"" (4.40mm)"
https://www.soberton.com/wp-content/uploads/2018/05/E-2708-Rev-A_2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_E-2708_Front.jpg,433-1174-ND,E-2708,Soberton Inc.,"EXCITER 1W, 8 OHM, 26MM X 12MM",307,0,"3.03000","0","1","Tray","-","Active","Magnetic","Exciter","0Hz ~ 6.5kHz","350Hz","8 Ohms","90.00","1W/1M","Sound Pressure Level (SPL)","1W","2W","Top","Round","-","-","-","-","Solder Pads","1.035"" Dia (26.30mm)","0.472"" (12.00mm)"
https://www.cui.com/product/resource/digikeypdf/cvs-3108.pdf,//media.digikey.com/Photos/CUI%20Photos/CVS-3108.jpg,102-2501-ND,CVS-3108,CUI Inc.,SPEAKER 8OHM 100MW TOP PORT 95DB,5071,0,"3.05000","0","1","Tray","CVS","Active","Magnetic","General Purpose","1.05kHz ~ 4kHz","1250Hz","8 Ohms","85.00","1W/1M","Sound Pressure Level (SPL)","100mW","200mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","Washable","PC Pins","1.252"" Dia (31.80mm)","0.591"" (15.00mm)"
http://www.puiaudio.com/pdf/AS01508MS-SC15-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01508MS-SC15-WP-R.jpg,668-1616-ND,AS01508MS-SC15-WP-R,"PUI Audio, Inc.",SPEAKER .7W 8 OHM 91 DB 550 HZ,2013,0,"3.09000","0","1","-","AS","Active","Magnetic","Receiver","550Hz ~ 20kHz","550Hz","8 Ohms","91.00","-","Sensitivity","700mW","1W","Top","Rectangular","-","Nd-Fe-B","IP67 - Dust Tight, Waterproof","-","Spring Type","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.098"" (2.50mm)"
https://www.cui.com/product/resource/digikeypdf/cls0201mp.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CLS0201MP.jpg,102-1542-ND,CLS0201MP,CUI Inc.,SPEAKER 8OHM 100MW TOP PORT 78DB,8826,0,"3.14000","0","1","Tray","CLS","Active","Magnetic","General Purpose","680Hz ~ 7kHz","850Hz","8 Ohms","78.00","100mW/500mm","Sound Pressure Level (SPL)","100mW","200mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","PC Pins","0.787"" Dia (20.00mm)","0.295"" (7.50mm)"
http://www.puiaudio.com/pdf/AS01508AO-SC-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01508AO-SC-WP-R.jpg,668-1514-ND,AS01508AO-SC-WP-R,"PUI Audio, Inc.",SPEAKER 8OHM 700MW TOP PORT 94DB,10994,0,"3.16000","0","1","Tray","Slim Line Micro","Active","Magnetic","General Purpose","500Hz ~ 14kHz","500Hz","8 Ohms","94.00","700mW/100mm","Sound Pressure Level (SPL)","700mW","1W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","IP65 - Dust Tight, Waterproof Face","-","Spring Type","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.118"" (3.00mm)"
http://www.puiaudio.com/pdf/AST-030C0MR-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AST-030C0MR-R.jpg,668-1138-ND,AST-030C0MR-R,"PUI Audio, Inc.",SPEAKER 100OHM 150MW TOP PORT,1041,0,"3.16000","0","1","Tray","AST","Active","Magnetic","General Purpose","1.2kHz ~ 10kHz","1200Hz","100 Ohms","80.00","100mW/100mm","Sound Pressure Level (SPL)","150mW","300mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","PC Pins","1.169"" Dia (29.70mm)","0.500"" (12.70mm)"
http://www.puiaudio.com/pdf/AST-03008MR-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AST-03008MR-R.jpg,668-1136-ND,AST-03008MR-R,"PUI Audio, Inc.",SPEAKER 8OHM 150MW TOP PORT 72DB,594,0,"3.16000","0","1","Tray","AST","Active","Magnetic","General Purpose","500Hz ~ 20kHz","1400Hz","8 Ohms","72.00","100mW/500mm","Sound Pressure Level (SPL)","150mW","200mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","PC Pins","1.175"" Dia (29.85mm)","0.492"" (12.50mm)"
http://www.puiaudio.com/pdf/AS01508AO-WP-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01508AO-WP-R.jpg,668-1515-ND,AS01508AO-WP-R,"PUI Audio, Inc.",SPEAKER 8OHM 700MW TOP PORT 94DB,170,0,"3.16000","0","1","Tray","Slim Line Micro","Active","Magnetic","General Purpose","500Hz ~ 14kHz","500Hz","8 Ohms","94.00","700mW/100mm","Sound Pressure Level (SPL)","700mW","1W","Top","Rectangular","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","IP65 - Dust Tight, Waterproof Face","-","Solder Pads","0.591"" L x 0.433"" W (15.00mm x 11.00mm)","0.118"" (3.00mm)"
https://www.soberton.com/wp-content/uploads/2018/04/WSP-4508-7-Rev-A_2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_WSP-4508-7.jpg,433-1177-ND,WSP-4508-7,Soberton Inc.,WATER RESISTANT SPEAKER 8 OHM,281,0,"3.27000","0","1","Tray","-","Active","Magnetic","General Purpose","0Hz ~ 5kHz","900Hz","8 Ohms","101.00","100mW/100mm","Sound Pressure Level (SPL)","3W","4W","Top","Round","-","-","IP65 - Dust Tight, Waterproof Face","-","Solder Eyelet(s)","1.772"" Dia (45.00mm)","0.508"" (12.90mm)"
https://www.soberton.com/wp-content/uploads/2018/05/E-2702-Rev-A_2018.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_E-2702_Front.jpg,433-1173-ND,E-2702,Soberton Inc.,"EXCITER 1W, 2 OHM, 26MM X 12MM",231,0,"3.34000","0","1","Tray","-","Active","Magnetic","Exciter","0Hz ~ 20kHz","400Hz","2 Ohms","92.00","1W/100mm","Sound Pressure Level (SPL)","1W","2W","Top","Round","-","-","-","-","Solder Pads","1.035"" Dia (26.30mm)","0.429"" (10.90mm)"
https://www.soberton.com/wp-content/uploads/2018/07/SP-4005-1-29-June-2018.pdf,//media.digikey.com/photos/Soberton%20Photos/SP-4005-1.jpg,433-1152-ND,SP-4005-1,Soberton Inc.,SPEAKER 8OHM 1W TOP PORT 93DB,162,0,"3.34000","0","1","Tray","SP Micro Speaker","Active","Magnetic","General Purpose","300Hz ~ 8kHz","430Hz","8 Ohms","93.00","100mW/50mm","Sound Pressure Level (SPL)","1W","2W","Top","Round","Polyester, Polyethylene Terephthalate (PET)","N38","-","-","Wire Leads","1.575"" Dia (40.00mm)","0.335"" (8.50mm)"
http://www.puiaudio.com/pdf/AS01808MR-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS01808MR-R.jpg,668-1228-ND,AS01808MR-R,"PUI Audio, Inc.",SPEAKER 8OHM 1W TOP PORT 80DB,5151,0,"3.39000","0","1","Tray","AS","Active","Magnetic","General Purpose","250Hz ~ 20kHz","550Hz","8 Ohms","80.00","1W/500mm","Sound Pressure Level (SPL)","1W","1.5W","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Rare Earth","-","-","Solder Pads","0.709"" Dia (18.00mm)","0.228"" (5.80mm)"
http://www.puiaudio.com/pdf/SMS-2008MS-R.pdf,-,668-1622-2-ND,SMS-2008MS-R,"PUI Audio, Inc.",SPEAKER,5200,0,"3.43525","0","400","Tape & Reel (TR)","SMS","Active","Magnetic","General Purpose","850Hz ~ 20kHz","850Hz","8 Ohms","90.00","100mW/100mm","Sound Pressure Level (SPL)","800mW","1W","Top","Square","Kapton","SmCo","-","-","Solder Pads","0.787"" L x 0.787"" W (20.00mm x 20.00mm)","0.177"" (4.50mm)"
http://www.puiaudio.com/pdf/SMS-2008MS-R.pdf,-,668-1622-1-ND,SMS-2008MS-R,"PUI Audio, Inc.",SPEAKER,5465,0,"5.65000","0","1","Cut Tape (CT)","SMS","Active","Magnetic","General Purpose","850Hz ~ 20kHz","850Hz","8 Ohms","90.00","100mW/100mm","Sound Pressure Level (SPL)","800mW","1W","Top","Square","Kapton","SmCo","-","-","Solder Pads","0.787"" L x 0.787"" W (20.00mm x 20.00mm)","0.177"" (4.50mm)"
http://www.puiaudio.com/pdf/SMS-2008MS-R.pdf,-,668-1622-6-ND,SMS-2008MS-R,"PUI Audio, Inc.",SPEAKER,5465,0,"Digi-Reel","0","1","Digi-Reel®","SMS","Active","Magnetic","General Purpose","850Hz ~ 20kHz","850Hz","8 Ohms","90.00","100mW/100mm","Sound Pressure Level (SPL)","800mW","1W","Top","Square","Kapton","SmCo","-","-","Solder Pads","0.787"" L x 0.787"" W (20.00mm x 20.00mm)","0.177"" (4.50mm)"
https://www.cui.com/product/resource/digikeypdf/clf0381mp-1.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CLF0381MP-1.jpg,102-1549-ND,CLF0381MP-1,CUI Inc.,SPEAKER 8OHM 250MW TOP PORT 93DB,13622,0,"3.45000","0","1","Tray","CLF","Active","Magnetic","Low Profile","380Hz ~ 10kHz","380Hz","8 Ohms","93.00","100mW/500mm","Sound Pressure Level (SPL)","250mW","400mW","Top","Round","Polyester, Polyethylene Terephthalate (PET)","Ferrite","-","-","PC Pins","1.496"" Dia (38.00mm)","0.370"" (9.40mm)"
https://www.cui.com/product/resource/digikeypdf/cds-20144.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CDS-20144.jpg,102-3542-ND,CDS-20144,CUI Inc.,SPEAKER 4OHM 1W TOP PORT 92DB,248,0,"3.45000","0","1","Tray","CDS","Active","Magnetic","General Purpose","480Hz ~ 20kHz","600Hz","4 Ohms","92.00","1W/100mm","Sound Pressure Level (SPL)","1W","1.2W","Top","Oval","Polyester, Polyethylene Terephthalate (PET)","Nd-Fe-B","-","-","Solder Pads","0.787"" L x 0.551"" W (20.00mm x 14.00mm)","0.138"" (3.50mm)"
http://www.puiaudio.com/pdf/AS04508MR-3-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AS04508MR-3-R.jpg,668-1237-ND,AS04508MR-3-R,"PUI Audio, Inc.",SPEAKER 8OHM 1W TOP PORT 84DB,1288,0,"3.48000","0","1","Box","AS","Active","Magnetic","General Purpose","450Hz ~ 6kHz","450Hz","8 Ohms","83.00","1W/1M","Sound Pressure Level (SPL)","1W","1.5W","Top","Round","Polyester, Polyethylene Terephthalate (PET)","N35","-","-","Solder Pads","1.772"" Dia (45.00mm)","0.197"" (5.00mm)"
