Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Frequency","Voltage - Input (Max)","Type","Impedance","Capacitance @ Frequency","Operating Temperature","Size / Dimension","Termination"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-13DA-12A-ND,KBS-13DA-12A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 12KHZ 13MM,0,0,"Obsolete","0","250","KBS, Kyocera","Obsolete","12kHz","-","Standard","700 Ohms","5000pF @ 1kHz","-","0.512"" Dia (13.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-15DA-9A-2-ND,KBS-15DA-9A-2,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 10.5KHZ 15M,0,0,"Obsolete","0","250","KBS, Kyocera","Obsolete","10.5kHz","-","Standard","600 Ohms","8000pF @ 1kHz","-","0.591"" Dia (15.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-15DA-9C-31-ND,KBS-15DA-9C-31,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 10.5KHZ 15M,0,0,"Obsolete","0","300","KBS, Kyocera","Obsolete","10.5kHz","-","Standard","600 Ohms","8000pF @ 1kHz","-","0.591"" Dia (15.00mm)","Wire Leads"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-20DA-7A-ND,KBS-20DA-7A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 6.6KHZ 20MM,0,0,"Obsolete","0","250","KBS, Kyocera","Obsolete","6.6kHz","-","Standard","300 Ohms","10000pF @ 1kHz","-","0.787"" Dia (20.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-20DA-7C-104-ND,KBS-20DA-7C-104,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 6.6KHZ 20MM,0,0,"Obsolete","0","300","KBS, Kyocera","Obsolete","6.6kHz","-","Standard","300 Ohms","10000pF @ 1kHz","-","0.787"" Dia (20.00mm)","Wire Leads"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-20DA-7C-105-ND,KBS-20DA-7C-105,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 6.6KHZ 20MM,0,0,"Obsolete","0","100","KBS, Kyocera","Obsolete","6.6kHz","-","Standard","300 Ohms","10000pF @ 1kHz","-","0.787"" Dia (20.00mm)","Wire Leads"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-20DA-7C-35-ND,KBS-20DA-7C-35,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 6.6KHZ 20MM,0,0,"Obsolete","0","100","KBS, Kyocera","Obsolete","6.6kHz","-","Standard","300 Ohms","10000pF @ 1kHz","-","0.787"" Dia (20.00mm)","Wire Leads"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-20DA-9A-ND,KBS-20DA-9A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 6.6KHZ 20MM,0,0,"Obsolete","0","250","KBS, Kyocera","Obsolete","10.5kHz","-","Standard","600 Ohms","8000pF @ 1kHz","-","0.787"" Dia (20.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-23DA-4A-ND,KBS-23DA-4A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 4KHZ 23MM,0,0,"Obsolete","0","100","KBS, Kyocera","Obsolete","4kHz","-","Standard","600 Ohms","12000pF @ 1kHz","-","0.906"" Dia (23.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-27DA-3A-ND,KBS-27DA-3A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT STANDARD 3KHZ,0,0,"Obsolete","0","300","KBS, Kyocera","Obsolete","3kHz","-","Standard","1.5 kOhms","10000pF @ 1kHz","-","1.063"" Dia (27.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-27DA-5A-ND,KBS-27DA-5A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 4.6KHZ 27MM,0,0,"Obsolete","0","200","KBS, Kyocera","Obsolete","4.6kHz","-","Standard","200 Ohms","20000pF @ 1kHz","-","1.063"" Dia (27.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-27DA-5C-108-ND,KBS-27DA-5C-108,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 4.6KHZ 27MM,0,0,"Obsolete","0","1000","KBS, Kyocera","Obsolete","4.6kHz","-","Standard","200 Ohms","20000pF @ 1kHz","-","1.063"" Dia (27.00mm)","Wire Leads"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-27DA-5C-56-ND,KBS-27DA-5C-56,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 4.6KHZ 27MM,0,0,"Obsolete","0","100","KBS, Kyocera","Obsolete","4.6kHz","-","Standard","200 Ohms","20000pF @ 1kHz","-","1.063"" Dia (27.00mm)","Wire Leads"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_2005.pdf,-,KBS-27DA-5G-ND,KBS-27DA-5G,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 4.6KHZ 27MM,0,0,"Obsolete","0","250","KBS, Kyocera","Obsolete","4.6kHz","-","Feedback","200 Ohms","20000pF @ 1kHz","-","1.063"" Dia (27.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-30DA-1A-ND,KBS-30DA-1A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 1.4KHZ 30MM,0,0,"Obsolete","0","500","KBS, Kyocera","Obsolete","1.4kHz","-","Standard","500 Ohms","48000pF @ 120Hz","-","1.181"" Dia (30.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-35DA-3A-ND,KBS-35DA-3A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 2.9KHZ 35MM,0,0,"Obsolete","0","200","KBS, Kyocera","Obsolete","2.9kHz","-","Standard","350 Ohms","25000pF @ 1kHz","-","1.378"" Dia (35.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-35DA-3FCS-ND,KBS-35DA-3FCS,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 2.9KHZ 35MM,0,0,"Obsolete","0","200","KBS, Kyocera","Obsolete","2.9kHz","-","Standard","350 Ohms","25000pF @ 1kHz","-20°C ~ 80°C","1.378"" Dia (35.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-35DA-3G-ND,KBS-35DA-3G,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 2.6KHZ 35MM,0,0,"Obsolete","0","200","KBS, Kyocera","Obsolete","2.9kHz","-","Feedback","350 Ohms","25000pF @ 1kHz","-","1.378"" Dia (35.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_2005.pdf,-,KBS-40DA-2GCS-3-ND,KBS-40DA-2GCS-3,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 2KHZ 40MM,0,0,"Obsolete","0","50","KBS, Kyocera","Obsolete","2.2kHz","-","Feedback","200 Ohms","200000pF @ 1kHz","-","1.575"" Dia (40.00mm)","Wire Leads"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-41DA-2A-ND,KBS-41DA-2A,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 2KHZ 41MM,0,0,"Obsolete","0","250","KBS, Kyocera","Obsolete","2kHz","-","Standard","-","-","-","1.614"" Dia (41.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS_Series_Piezo_Ceramic_Elements.pdf,-,KBS-47DA-06C-8-ND,KBS-47DA-06C-8,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 0.6KHZ 47MM,0,0,"Obsolete","0","300","KBS, Kyocera","Obsolete","700Hz","-","Standard","700 Ohms","-","-","1.850"" Dia (47.00mm)","Wire Leads"
http://www.puiaudio.com/pdf/AB2020B-2.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AB2020B-2.jpg,AB2020B-2-ND,AB2020B-2,"PUI Audio, Inc.",BUZZER ELEMENT PIEZO 2KHZ 20MM,0,0,"Obsolete","0","3000","-","Obsolete","2kHz","30V p-p","Standard","500 Ohms","90000pF @ 1kHz","-20°C ~ 60°C","0.787"" Dia (20.00mm)","None"
http://www.puiaudio.com/pdf/AB4129B-D.pdf,-,AB4129B-D-ND,AB4129B-D,"PUI Audio, Inc.",BUZZER ELEMENT PIEZO 2.9KHZ 41MM,0,0,"Obsolete","0","100","-","Obsolete","2.9kHz","20V p-p","Standard","2 kOhms","200000pF @ 1kHz","-20°C ~ 60°C","1.614"" Dia (41.00mm)","None"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/KBS-27DA-5C-105_.pdf,//media.digikey.com/photos/AVX%20Photos/KBS-27DA-5C-105.jpg,478-4764-ND,KBS-27DA-5C-105,Kyocera International Inc. Electronic Components,BUZZER ELEMENT PIEZO 4.6KHZ 27MM,0,0,"Obsolete","0","1000","KBS, Kyocera","Obsolete","4.6kHz","30V p-p","Standard","200 Ohms","20000pF @ 1kHz","-20°C ~ 60°C","1.063"" Dia (27.00mm)","Wire Leads"
-,-,AB2020B-3-ND,AB2020B-3,"PUI Audio, Inc.",BUZZER ELEMENT PIEZO 2.0KHZ 20MM,0,0,"Obsolete","0","3000","AB","Obsolete","2kHz","30V p-p","Standard","500 Ohms","90000pF @ 1kHz","-20°C ~ 60°C","0.787"" Dia (20.00mm)","None"
