Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Driver Circuitry","Input Type","Voltage - Rated","Voltage Range","Frequency","Technology","Operating Mode","Duration","Sound Pressure Level (SPL)","Current - Supply","Port Location","Operating Temperature","Approvals","Ratings","Ingress Protection","Mounting Type","Termination","Size / Dimension","Height - Seated (Max)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/photos/TDK%20Photos/PS1240P02AT.jpg,445-2525-3-ND,PS1240P02BT,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,14000,0,"0.38634","0","500","Tape & Box (TB)","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","60dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.480"" Dia (12.20mm)","0.307"" (7.80mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/photos/TDK%20Photos/PS1240P02AT.jpg,445-2525-1-ND,PS1240P02BT,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,14166,0,"0.68000","0","1","Cut Tape (CT)","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","60dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.480"" Dia (12.20mm)","0.307"" (7.80mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/photos/TDK%20Photos/PS1240P02CT3.JPG,445-5229-3-ND,PS1240P02CT3,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,4000,0,"0.41848","0","500","Tape & Box (TB)","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","60dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.480"" Dia (12.20mm)","0.181"" (4.60mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/photos/TDK%20Photos/PS1240P02CT3.JPG,445-5229-1-ND,PS1240P02CT3,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,4820,0,"0.73000","0","1","Cut Tape (CT)","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","60dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.480"" Dia (12.20mm)","0.181"" (4.60mm)"
https://www.soberton.com/wp-content/uploads/2019/02/WT-1205-16-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/WT-1205.jpg,433-1028-ND,WT-1205,Soberton Inc.,AUDIO MAGNETIC XDCR 4-6V TH,49651,0,"0.55000","0","1","Bulk","WT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 6V","2.4kHz","Magnetic","Single Tone","-","87dB @ 5V, 10cm","50mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.386"" (9.80mm)"
https://www.soberton.com/wp-content/uploads/2019/02/GT-111P-14-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/GT-111P.jpg,433-1020-ND,GT-111P,Soberton Inc.,AUDIO MAGNETIC XDCR 1-4V TH,2341,0,"0.58000","0","1","-","GT","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","1 ~ 3V","2.048kHz","Magnetic","Single Tone","-","80dB @ 1.5V, 10cm","10mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.346"" (8.80mm)"
http://www.puiaudio.com/pdf/AT-1224-TWT-5V-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AT-1224-TWT-5V-2-R.jpg,668-1470-ND,AT-1224-TWT-5V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 3-7V TH,8381,0,"0.61000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","3 ~ 7V","2.4kHz","Magnetic","Single Tone","-","87dB @ 5V, 10cm","40mA","Top","-30°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.366"" (9.30mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKM13EPYH4002-B0.jpg,490-4697-ND,PKM13EPYH4002-B0,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 30V TH,19552,0,"0.69000","0","1","Bulk","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","30V (Max)","4kHz","Piezo","Ringer","-","70dB @ 1.5V, 10cm","-","Top","-40°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.496"" Dia (12.60mm)","0.291"" (7.40mm)"
https://www.cui.com/product/resource/digikeypdf/cem-1203-42-.pdf,//media.digikey.com/photos/CUI%20Photos/CEM-1203(42).jpg,102-1153-ND,CEM-1203(42),CUI Inc.,AUDIO MAGNETIC XDCR 3-5V TH,127279,0,"0.74000","0","1","Tray","CEM","Active","Transducer, Externally Driven","Zero-Peak Signal","3.5V","3 ~ 5V","2.048kHz","Magnetic","Single Tone","-","85dB @ 3.5V, 10cm","35mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.354"" (9.00mm)"
https://www.murata.com/~/media/webrenewal/products/sound/sounder/vppt-buzj083-d.ashx,//media.digikey.com/Photos/Murata%20Photos/PKMCS0909E4000-R1.JPG,490-9647-2-ND,PKMCS0909E4000-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 12.5V SMD,22000,0,"0.76278","0","2000","Tape & Reel (TR)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","12.5V (Max)","4kHz","Piezo","Single Tone","-","65dB @ 1.5V, 10cm","-","Side","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.354"" L x 0.354"" W (9.00mm x 9.00mm)","0.075"" (1.90mm)"
https://www.murata.com/~/media/webrenewal/products/sound/sounder/vppt-buzj083-d.ashx,//media.digikey.com/Photos/Murata%20Photos/PKMCS0909E4000-R1.JPG,490-9647-1-ND,PKMCS0909E4000-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 12.5V SMD,22200,0,"1.50000","0","1","Cut Tape (CT)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","12.5V (Max)","4kHz","Piezo","Single Tone","-","65dB @ 1.5V, 10cm","-","Side","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.354"" L x 0.354"" W (9.00mm x 9.00mm)","0.075"" (1.90mm)"
https://www.murata.com/~/media/webrenewal/products/sound/sounder/vppt-buzj083-d.ashx,//media.digikey.com/Photos/Murata%20Photos/PKMCS0909E4000-R1.JPG,490-9647-6-ND,PKMCS0909E4000-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 12.5V SMD,22200,0,"Digi-Reel","0","1","Digi-Reel®","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","12.5V (Max)","4kHz","Piezo","Single Tone","-","65dB @ 1.5V, 10cm","-","Side","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.354"" L x 0.354"" W (9.00mm x 9.00mm)","0.075"" (1.90mm)"
https://www.cui.com/product/resource/digikeypdf/cem-1201-42-.pdf,//media.digikey.com/photos/CUI%20Photos/CEM-1201(42).jpg,102-1151-ND,CEM-1201(42),CUI Inc.,AUDIO MAGNETIC XDCR 1-2V TH,12736,0,"0.81000","0","1","Tray","CEM","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","1 ~ 2V","2.048kHz","Magnetic","Single Tone","-","85dB @ 1.5V, 10cm","20mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.354"" (9.00mm)"
https://www.soberton.com/wp-content/uploads/2019/02/GT-0950RP3-19-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/GT-0950RP3.jpg,433-1014-ND,GT-0950RP3,Soberton Inc.,AUDIO MAGNETIC XDCR 4-6V TH,15037,0,"0.82000","0","1","Bulk","GT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 6V","3.2kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","80mA","Side","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.354"" Dia (9.00mm)","0.189"" (4.80mm)"
https://www.soberton.com/wp-content/uploads/2019/02/GT-0930RP2-14-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/GT-0930RP2.jpg,433-1013-ND,GT-0930RP2,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V TH,7985,0,"0.82000","0","1","Bulk","GT","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","2.73kHz","Magnetic","Single Tone","-","87dB @ 3V, 10cm","80mA","Side","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.354"" Dia (9.00mm)","0.189"" (4.80mm)"
http://www.puiaudio.com/pdf/AT-1127-ST-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AT-1127-ST-2-R.jpg,668-1463-ND,AT-1127-ST-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V TH,7341,0,"0.82000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","2.73kHz","Magnetic","Single Tone","-","90dB @ 3V, 10cm","80mA","Side","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.354"" Dia (9.00mm)","0.177"" (4.50mm)"
https://www.cui.com/product/resource/digikeypdf/csqg703bp.pdf,"//media.digikey.com/photos/CUI%20Photos/CSQG703BP,CSQ-601BP,CSQ-706BP.jpg",102-1286-ND,CSQG703BP,CUI Inc.,AUDIO MAGNETIC XDCR 2-4V TH,46328,0,"0.83000","0","1","Tray","CSQ","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","2kHz","Magnetic","Single Tone","-","85dB @ 3V, 5cm","90mA","Top","-30°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.169"" (4.30mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-4683-2-ND,PKLCS1212E4001-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 25V SMD,31000,0,"0.85956","0","1000","Tape & Reel (TR)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","25V (Max)","4kHz","Piezo","Single Tone","-","84dB @ 1.5V, 10cm","-","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-4683-1-ND,PKLCS1212E4001-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 25V SMD,31943,0,"1.70000","0","1","Cut Tape (CT)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","25V (Max)","4kHz","Piezo","Single Tone","-","84dB @ 1.5V, 10cm","-","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-4683-6-ND,PKLCS1212E4001-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 25V SMD,31943,0,"Digi-Reel","0","1","Digi-Reel®","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","25V (Max)","4kHz","Piezo","Single Tone","-","84dB @ 1.5V, 10cm","-","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.cui.com/product/resource/digikeypdf/cem-1212s.pdf,//media.digikey.com/photos/CUI%20Photos/CEM-1212S.jpg,102-1156-ND,CEM-1212S,CUI Inc.,AUDIO MAGNETIC XDCR 6-16V TH,55826,0,"0.86000","0","1","Tray","CEM","Active","Transducer, Externally Driven","Zero-Peak Signal","12V","6 ~ 16V","2.4kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","40mA","Top","-20°C ~ 60°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.394"" (10.00mm)"
https://www.cui.com/product/resource/digikeypdf/cem-1206s.pdf,//media.digikey.com/photos/CUI%20Photos/CEM-1206S.jpg,102-1155-ND,CEM-1206S,CUI Inc.,AUDIO MAGNETIC XDCR 3-8V TH,1697,0,"0.86000","0","1","Tray","CEM","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","3 ~ 8V","2.4kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","45mA","Top","-30°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.394"" (10.00mm)"
https://www.soberton.com/wp-content/uploads/2019/02/GT-0903A-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/GT-0903A.JPG,433-1032-ND,GT-0903A,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V TH,10457,0,"0.87000","0","1","Tray","GT","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","2.73kHz","Magnetic","Single Tone","-","85dB @ 3V, 10cm","80mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.354"" Dia (9.00mm)","0.197"" (5.00mm)"
https://www.soberton.com/wp-content/uploads/2019/02/GT-0905A-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/GT-0905A.JPG,433-1033-ND,GT-0905A,Soberton Inc.,AUDIO MAGNETIC XDCR 4-6V TH,0,0,"0.87000","0","1","Tray","GT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 6V","2.73kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","80mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.354"" Dia (9.00mm)","0.189"" (4.80mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-5262-2-ND,PKLCS1212E40A1-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 25V SMD,3000,0,"0.87789","0","1000","Tape & Reel (TR)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","25V (Max)","4kHz","Piezo","Single Tone","-","75dB @ 1.5V, 10cm","-","Side","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-5262-1-ND,PKLCS1212E40A1-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 25V SMD,3916,0,"1.74000","0","1","Cut Tape (CT)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","25V (Max)","4kHz","Piezo","Single Tone","-","75dB @ 1.5V, 10cm","-","Side","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-5262-6-ND,PKLCS1212E40A1-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 25V SMD,3916,0,"Digi-Reel","0","1","Digi-Reel®","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","25V (Max)","4kHz","Piezo","Single Tone","-","75dB @ 1.5V, 10cm","-","Side","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.cui.com/product/resource/digikeypdf/cpt-9019s-smt.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CPT-9019S-SMT-TR.jpg,102-3761-2-ND,CPT-9019S-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,8000,0,"0.87880","0","2000","Tape & Reel (TR)","CPT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","25V (Max)","4kHz","Piezo","Single Tone","-","65dB @ 3V, 10cm","5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.354"" L x 0.354"" W (9.00mm x 9.00mm)","0.094"" (2.40mm)"
https://www.cui.com/product/resource/digikeypdf/cpt-9019s-smt.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CPT-9019S-SMT-TR.jpg,102-3761-1-ND,CPT-9019S-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,8128,0,"1.74000","0","1","Cut Tape (CT)","CPT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","25V (Max)","4kHz","Piezo","Single Tone","-","65dB @ 3V, 10cm","5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.354"" L x 0.354"" W (9.00mm x 9.00mm)","0.094"" (2.40mm)"
https://www.cui.com/product/resource/digikeypdf/cpt-9019s-smt.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CPT-9019S-SMT-TR.jpg,102-3761-6-ND,CPT-9019S-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,8128,0,"Digi-Reel","0","1","Digi-Reel®","CPT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","25V (Max)","4kHz","Piezo","Single Tone","-","65dB @ 3V, 10cm","5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.354"" L x 0.354"" W (9.00mm x 9.00mm)","0.094"" (2.40mm)"
https://www.soberton.com/wp-content/uploads/2019/02/GT-111PS-1-19-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/GT-111PS-1.jpg,433-1109-ND,GT-111PS-1,Soberton Inc.,AUDIO MAGNETIC XDCR 1-4V TH,11764,0,"0.94000","0","1","Bulk","GT","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","1 ~ 3V","2.048kHz","Magnetic","Single Tone","-","70dB @ 1.5V, 10cm","15mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.232"" (5.90mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKM22EPPH4001-B0.jpg,490-4692-ND,PKM22EPPH4001-B0,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 30V TH,2839,0,"0.95000","0","1","Bulk","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","30V (Max)","4kHz","Piezo","Ringer","-","75dB @ 1.5V, 10cm","-","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.866"" Dia (22.00mm)","0.343"" (8.70mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205h-smt.pdf,"//media.digikey.com/Photos/CUI%20Photos/CT-1205H,CT-1205C.JPG",102-1266-2-ND,CT-1205H-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 3-7V SMD,101760,0,"0.97316","0","320","Tape & Reel (TR)","CT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","3 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","60mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205h-smt.pdf,"//media.digikey.com/Photos/CUI%20Photos/CT-1205H,CT-1205C.JPG",102-1266-1-ND,CT-1205H-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 3-7V SMD,101965,0,"1.54000","0","1","Cut Tape (CT)","CT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","3 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","60mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205h-smt.pdf,"//media.digikey.com/Photos/CUI%20Photos/CT-1205H,CT-1205C.JPG",102-1266-6-ND,CT-1205H-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 3-7V SMD,101965,0,"Digi-Reel","0","1","Digi-Reel®","CT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","3 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","60mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1203-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CMT-1203.jpg,102-2197-2-ND,CMT-1203-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,39000,0,"1.00230","0","1000","Tape & Reel (TR)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4kHz","Piezo","Single Tone","-","81dB @ 5V, 10cm","5mA","Side","-40°C ~ 120°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.130"" (3.30mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1203-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CMT-1203.jpg,102-2197-1-ND,CMT-1203-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,39131,0,"1.99000","0","1","Cut Tape (CT)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4kHz","Piezo","Single Tone","-","81dB @ 5V, 10cm","5mA","Side","-40°C ~ 120°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.130"" (3.30mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1203-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CMT-1203.jpg,102-2197-6-ND,CMT-1203-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,39131,0,"Digi-Reel","0","1","Digi-Reel®","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4kHz","Piezo","Single Tone","-","81dB @ 5V, 10cm","5mA","Side","-40°C ~ 120°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.130"" (3.30mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-5260-2-ND,PKLCS1212E2000-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 12.5V SMD,2000,0,"1.00581","0","1000","Tape & Reel (TR)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","12.5V (Max)","2kHz","Piezo","Single Tone","-","70dB @ 1.5V, 10cm","-","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-5260-1-ND,PKLCS1212E2000-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 12.5V SMD,3041,0,"1.99000","0","1","Cut Tape (CT)","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","12.5V (Max)","2kHz","Piezo","Single Tone","-","70dB @ 1.5V, 10cm","-","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKLCS1212E20A0-R1.JPG,490-5260-6-ND,PKLCS1212E2000-R1,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 12.5V SMD,3041,0,"Digi-Reel","0","1","Digi-Reel®","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","12.5V (Max)","2kHz","Piezo","Single Tone","-","70dB @ 1.5V, 10cm","-","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.472"" L x 0.472"" W (12.00mm x 12.00mm)","0.118"" (3.00mm)"
http://www.puiaudio.com/pdf/AT-1220-TT-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AT-1220-TT-R.jpg,668-1097-ND,AT-1220-TT-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 1-3V TH,23459,0,"1.02000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","1.5V","1 ~ 3V","2.048kHz","Magnetic","Single Tone","-","82dB @ 1.5V, 10cm","10mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.343"" (8.70mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1603-smt.pdf,//media.digikey.com/photos/CUI%20Photos/CMT-1603.jpg,102-1193-2-ND,CMT-1603-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,30000,0,"1.02700","0","1000","Tape & Reel (TR)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","25V (Max)","4kHz","Piezo","Single Tone","-","70dB @ 3V, 10cm","3mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.630"" L x 0.630"" W (16.00mm x 16.00mm)","0.110"" (2.80mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1603-smt.pdf,//media.digikey.com/photos/CUI%20Photos/CMT-1603.jpg,102-1193-1-ND,CMT-1603-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,30854,0,"2.03000","0","1","Cut Tape (CT)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","25V (Max)","4kHz","Piezo","Single Tone","-","70dB @ 3V, 10cm","3mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.630"" L x 0.630"" W (16.00mm x 16.00mm)","0.110"" (2.80mm)"
