Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Length","Width","Height","Interface","Type","Diagonal Screen Size"
-,-,98110001025-ND,98110001025,3M,TOUCH SCREEN CAPACITIVE 19.42"",0,0,"153.20500","0","10","MicroTouch™ SCT3210","Active","15.05"" (382.29mm)","0.125"" (3.18mm)","12.28"" (311.81mm)","USB","Capacitive","19.42"" (493.27mm)"
-,-,98110001041-ND,98110001041,3M,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"153.20500","0","10","MicroTouch™ SCT3210","Active","15.31"" (388.87mm)","0.125"" (3.18mm)","12.42"" (315.14mm)","USB","Capacitive","19.71"" (500.63mm)"
http://multimedia.3m.com/mws/media/526006O/marketing-drawing-32739-mkt-17-925x-2xx.pdf,-,98000327209-ND,98000327209,3M Touch Systems,TOUCH SCREEN CAPACITIVE 19.34"",0,0,"153.20545","0","11","MicroTouch™ System SCT3250","Active","16.33"" (414.78mm)","0.125"" (3.18mm)","10.37"" (263.4mm)","Serial","Capacitive","19.34"" (491.24mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331334-ND,98000331334,3M Touch Systems,TOUCH SCREEN CAPACITIVE 10.84"",0,0,"156.77500","0","36","MicroTouch™ System SCT7650EX","Active","8.58"" (217.93mm)","0.298"" (7.57mm)","6.61"" (167.89mm)","Serial","Capacitive","10.84"" (275.08mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331342-ND,98000331342,3M Touch Systems,TOUCH SCREEN CAPACITIVE 10.84"",0,0,"156.77500","0","36","MicroTouch™ System SCT7650EX","Active","8.58"" (217.93mm)","0.298"" (7.57mm)","6.61"" (167.89mm)","USB","Capacitive","10.84"" (275.08mm)"
-,-,98110001355-ND,98110001355,3M Touch Systems,TOUCH SCREEN 10.29"" 8"" EX111 R W,0,0,"156.77500","0","32","MicroTouch™ System SCT7650EX","Active","-","-","-","-","-","-"
-,-,98000326870-ND,98000326870,3M Touch Systems,TOUCH SCREEN CAPACITIVE 23.83"",0,0,"161.81100","0","10","MicroTouch™ System SCT3250","Active","20.67"" (525.02mm)","0.125"" (3.18mm)","11.85"" (300.99mm)","Requires Controller","Capacitive","23.83"" (605.28mm)"
-,-,98000334122-ND,98000334122,3M Touch Systems,TOUCH SCREEN CAPACITIVE 23.6"",0,0,"161.81100","0","10","MicroTouch™ System SCT3250","Active","-","-","-","Requires Controller","Capacitive","23.6"" (599.44mm)"
-,-,98000336861-ND,98000336861,3M Touch Systems,TOUCH SCREEN CAPACITIVE 23.6"",0,0,"161.81100","0","10","MicroTouch™ SCT3210","Active","20.46"" (519.68mm)","-","11.77"" (298.96mm)","Requires Controller","Capacitive","23.60"" (599.44mm)"
http://multimedia.3m.com/mws/media/526010O/marketing-drawing-33407-mkt-17-9291-2xx.pdf,-,98000327274-ND,98000327274,3M Touch Systems,TOUCH SCREEN CAPACITIVE 24.62"",0,0,"164.85300","0","10","MicroTouch™ System SCT3250","Active","20.77"" (527.56mm)","0.125"" (3.18mm)","13.21"" (335.53mm)","Requires Controller","Capacitive","24.62"" (625.09mm)"
-,-,98000338768-ND,98000338768,3M Touch Systems,TOUCH SCREEN CAPACITIVE 24.36"",0,0,"164.85300","0","10","MicroTouch™ System SCT3250","Active","-","-","-","Requires Controller","Capacitive","24.36"" (618.74mm)"
-,-,98110000928-ND,98110000928,3M Touch Systems,TOUCH SCREEN CAPACITIVE 24.36"",0,0,"164.85300","0","10","MicroTouch™ SCT3210","Active","21.25"" (539.8mm)","-","11.93"" (303.0mm)","Requires Controller","Capacitive","24.36"" (618.74mm)"
http://multimedia.3m.com/mws/media/525966O/marketing-drawing-28213-mkt-17-8441-2xx.pdf,-,98000321954-ND,98000321954,3M Touch Systems,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"164.98625","0","8","MicroTouch™ System SCT3250","Active","13.60"" (345.31mm)","0.125"" (3.18mm)","11.08"" (281.48mm)","Serial","Capacitive","17.54"" (445.50mm)"
http://multimedia.3m.com/mws/media/526007O/marketing-drawing-tsd-32744.pdf,//media.digikey.com/photos/3M%20Photos/17-8441-203.jpg,3M9135-ND,17-9261-226,3M Touch Systems,TOUCH SCREEN CAPACITIVE 20.65"",0,0,"164.98667","0","9","MicroTouch™ System SCT3250","Active","17.43"" (442.64mm)","0.15"" (3.73mm)","11.07"" (281.15mm)","USB","Capacitive","20.65"" (524.39mm)"
http://multimedia.3m.com/mws/media/526007O/marketing-drawing-tsd-32744.pdf,-,98000327241-ND,98000327241,3M Touch Systems,TOUCH SCREEN CAPACITIVE 20.65"",0,0,"164.98667","0","9","MicroTouch™ System SCT3250","Active","17.43"" (442.72mm)","0.125"" (3.18mm)","11.07"" (281.18mm)","Serial","Capacitive","20.65"" (524.51mm)"
-,-,98110001066-ND,98110001066,3M Touch Systems,TOUCH SCREEN CAPACITIVE 20.65"",0,0,"164.98667","0","9","MicroTouch™ SCT3210","Active","17.43"" (442.64mm)","0.125"" (3.18mm)","11.07"" (281.15mm)","USB","Capacitive","20.65"" (524.39mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331391-ND,98000331391,3M Touch Systems,TOUCH SCREEN CAPACITIVE 12.39"",0,0,"165.02500","0","32","MicroTouch™ System SCT7650EX","Active","9.84"" (249.94mm)","0.298"" (7.57mm)","7.52"" (191.01mm)","Serial","Capacitive","12.39"" (314.63mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331409-ND,98000331409,3M Touch Systems,TOUCH SCREEN CAPACITIVE 12.39"",0,0,"165.02500","0","32","MicroTouch™ System SCT7650EX","Active","9.84"" (249.94mm)","0.298"" (7.57mm)","7.52"" (191.01mm)","USB","Capacitive","12.39"" (314.63mm)"
-,-,98000339733-ND,98000339733,3M Touch Systems,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"168.51900","0","10","MicroTouch™ System SCT3250","Active","-","-","-","USB/Serial","Capacitive","19.71"" (500.63mm)"
-,-,TP01190A-4K-ND,TP01190A-4K,NKK Switches,"TOUCH SCREEN, MULTI/LIGHT, 4-WIR",0,0,"172.63000","0","1","TP01","Active","15.04"" (382.00mm)","0.08"" (2.10mm)","12.10"" (307.40mm)","4-Wire","Resistive","19.00"" (482.60mm)"
-,-,98000336069-ND,98000336069,3M Touch Systems,TOUCH SCREEN CAPACITIVE 12.39"",0,0,"173.22500","0","30","MicroTouch™ System SCT3855","Active","9.84"" (249.94mm)","-","7.52"" (191.01mm)","Serial","Capacitive","12.39"" (314.63mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT3855EX.pdf,-,98000336077-ND,98000336077,3M Touch Systems,TOUCH SCREEN CAPACITIVE 12.39"",0,0,"173.22500","0","30","MicroTouch™ System SCT3855","Active","9.84"" (249.94mm)","-","7.52"" (191.01mm)","USB","Capacitive","12.39"" (314.63mm)"
http://multimedia.3m.com/mws/media/863971O/marketing-drawing-tsd-40327.pdf,-,98000340038-ND,98000340038,3M Touch Systems,TOUCH SCREEN CAPACITIVE 21.78"",0,0,"173.36800","0","10","MicroTouch™ SCT3210","Active","18.96"" (481.5mm)","0.125"" (3.18mm)","10.73"" (272.5mm)","USB","Capacitive","21.78"" (553.21mm)"
http://multimedia.3m.com/mws/media/525993O/marketing-drawing-28423-mkt-17-854x-2xx.pdf,-,98000331623-ND,98000331623,3M Touch Systems,TOUCH SCREEN CAPACITIVE 21.87"",0,0,"177.36875","0","8","MicroTouch™ System SCT3250","Active","17.43"" (442.72mm)","0.125"" (3.18mm)","13.20"" (335.28mm)","USB","Capacitive","21.87"" (555.24mm)"
http://multimedia.3m.com/mws/media/861516O/3m-microtouch-system-sct3210ex.pdf,-,98000334197-ND,98000334197,3M Touch Systems,TOUCH SCREEN CAPACITIVE 22.37"",0,0,"177.39800","0","10","MicroTouch™ SCT3210","Active","18.83"" (478.28mm)","-","12.08"" (306.81mm)","USB","Capacitive","22.37"" (568.2mm)"
-,-,TP01190A-4KC-ND,TP01190A-4KC,NKK Switches,"TOUCH SCREEN, MULTI/LIGHT, 4-WIR",0,0,"182.82000","0","1","TP01","Active","15.04"" (382.00mm)","0.08"" (2.10mm)","12.10"" (307.40mm)","4-Wire","Resistive","19.00"" (482.60mm)"
-,-,98110001371-ND,98110001371,3M Touch Systems,TOUCH SCREEN CAPACITIVE 15.65"",0,0,"183.36240","0","25","MicroTouch™ System SCT7650EX","Active","-","-","-","USB","Capacitive","15.65"" (397.51mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331722-ND,98000331722,3M Touch Systems,TOUCH SCREEN CAPACITIVE 15.68"",0,0,"183.36250","0","32","MicroTouch™ System SCT7650EX","Active","12.46"" (316.48mm)","0.335"" (8.51mm)","9.52"" (241.81mm)","Serial","Capacitive","15.68"" (398.27mm)"
http://multimedia.3m.com/mws/media/526000O/marketing-drawing-31379-mkt-17-905x-2xx.pdf,-,98000330351-ND,98000330351,3M Touch Systems,TOUCH SCREEN CAPACITIVE 23.83"",0,0,"185.47100","0","10","MicroTouch™ System SCT3250","Active","20.67"" (525.02mm)","0.125"" (3.18mm)","11.85"" (300.99mm)","USB","Capacitive","23.83"" (605.28mm)"
http://multimedia.3m.com/mws/media/526000O/marketing-drawing-31379-mkt-17-905x-2xx.pdf,-,98000326896-ND,98000326896,3M Touch Systems,TOUCH SCREEN CAPACITIVE 23.83"",0,0,"185.47100","0","10","MicroTouch™ System SCT3250","Active","20.67"" (525.02mm)","0.125"" (3.18mm)","11.85"" (300.99mm)","Serial","Capacitive","23.83"" (605.28mm)"
-,-,98000334510-ND,98000334510,3M Touch Systems,TOUCH SCREEN CAPACITIVE 23.6"",0,0,"185.47100","0","10","MicroTouch™ System SCT3250","Active","-","-","-","Serial","Capacitive","23.6"" (599.44mm)"
http://multimedia.3m.com/mws/media/861516O/3m-microtouch-system-sct3210ex.pdf,-,98000336879-ND,98000336879,3M Touch Systems,TOUCH SCREEN CAPACITIVE 23.6"",0,0,"185.47100","0","10","MicroTouch™ SCT3210","Active","20.46"" (519.68mm)","-","11.77"" (298.96mm)","USB","Capacitive","23.60"" (599.44mm)"
-,-,98000326730-ND,98000326730,3M Touch Systems,TOUCH SCREEN CAPACITIVE 26.28"",0,0,"187.13167","0","6","MicroTouch™ System SCT3250","Active","-","-","-","Requires Controller","Capacitive","26.28"" (667.51mm)"
-,-,98000330377-ND,98000330377,3M Touch Systems,TOUCH SCREEN CAPACITIVE 27.2"",0,0,"187.13167","0","6","MicroTouch™ System SCT3250","Active","-","-","-","Requires Controller","Capacitive","27.2"" (690.88mm)"
http://multimedia.3m.com/mws/media/592299O/marketing-drawing-35704-mkt.pdf,-,98000331151-ND,98000331151,3M Touch Systems,TOUCH SCREEN CAPACITIVE 26.52"",0,0,"187.13167","0","6","MicroTouch™ System SCT3250","Active","22.39"" (568.81mm)","0.125"" (3.18mm)","14.21"" (360.88mm)","Requires Controller","Capacitive","26.52"" (673.61mm)"
-,-,98110000985-ND,98110000985,3M Touch Systems,TOUCH SCREEN CAPACITIVE,0,0,"187.13167","0","6","MicroTouch™ SCT3210","Active","-","-","-","-","Capacitive","-"
http://multimedia.3m.com/mws/media/526010O/marketing-drawing-33407-mkt-17-9291-2xx.pdf,-,98000330484-ND,98000330484,3M Touch Systems,TOUCH SCREEN CAPACITIVE 24.62"",0,0,"193.53100","0","10","MicroTouch™ System SCT3250","Active","20.77"" (527.56mm)","0.125"" (3.18mm)","13.21"" (335.53mm)","USB","Capacitive","24.62"" (625.09mm)"
http://multimedia.3m.com/mws/media/526010O/marketing-drawing-33407-mkt-17-9291-2xx.pdf,-,98000327290-ND,98000327290,3M Touch Systems,TOUCH SCREEN CAPACITIVE 24.62"",0,0,"193.53100","0","10","MicroTouch™ System SCT3250","Active","20.77"" (527.56mm)","0.125"" (3.18mm)","13.21"" (335.53mm)","Serial","Capacitive","24.62"" (625.09mm)"
http://multimedia.3m.com/mws/media/863970O/marketing-drawing-tsd-37090.pdf,-,98000342158-ND,98000342158,3M Touch Systems,TOUCH SCREEN CAPACITIVE 24.36"",0,0,"193.53100","0","10","MicroTouch™ SCT3210","Active","21.25"" (539.8mm)","0.125"" (3.18mm)","11.93"" (303.0mm)","USB","Capacitive","24.36"" (618.74mm)"
http://multimedia.3m.com/mws/media/600826O/marketing-drawing-37090-tsd.pdf,-,17-9011-226-ND,17-9011-226,3M Touch Systems,TOUCH SCREEN 24.36"",0,0,"193.53100","0","10","-","Active","21.25"" (539.62mm)","0.125"" (3.18mm)","11.93"" (302.92mm)","USB","-","24.36"" (618.74mm)"
-,-,98000339758-ND,98000339758,3M Touch Systems,TOUCH SCREEN CAPACITIVE 22.37"",0,0,"195.14300","0","10","MicroTouch™ System SCT3250","Active","-","-","-","USB/Serial","Capacitive","22.37"" (568.2mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0324-5-ND,98-1100-0324-5,3M,TOUCH SCREEN CAPACITIVE 15.08"",0,0,"199.87500","0","20","Multi-Touch System PCT2455PX","Active","-","0.094"" (2.40mm)","-","USB","Capacitive","15.08"" (383.03mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT3855EX.pdf,-,98000336093-ND,98000336093,3M Touch Systems,TOUCH SCREEN CAPACITIVE 15.68"",0,0,"205.06267","0","30","MicroTouch™ System SCT3855","Active","12.46"" (316.48mm)","-","9.52"" (241.81mm)","Serial","Capacitive","15.68"" (398.27mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT3855EX.pdf,-,98000336101-ND,98000336101,3M Touch Systems,TOUCH SCREEN CAPACITIVE 15.68"",0,0,"205.06267","0","30","MicroTouch™ System SCT3855","Active","12.46"" (316.48mm)","-","9.52"" (241.81mm)","USB","Capacitive","15.68"" (398.27mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0282-5-ND,98-1100-0282-5,3M,TOUCH SCREEN CAPACITIVE 15.65"",0,0,"207.87000","0","20","Multi-Touch System PCT2455PX","Active","2.75"" (69.85mm)","0.370"" (9.40mm)","2.75"" (69.85mm)","USB","Capacitive","15.65"" (397.51mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331789-ND,98000331789,3M Touch Systems,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"210.86240","0","25","MicroTouch™ System SCT7650EX","Active","13.60"" (345.31mm)","0.298"" (7.57mm)","11.08"" (281.48mm)","Serial","Capacitive","17.54"" (445.50mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331797-ND,98000331797,3M Touch Systems,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"210.86240","0","25","MicroTouch™ System SCT7650EX","Active","13.60"" (345.31mm)","0.298"" (7.57mm)","11.08"" (281.48mm)","USB","Capacitive","17.54"" (445.50mm)"
-,-,98110001397-ND,98110001397,3M Touch Systems,TOUCH SCREEN CAPACITIVE 17.8"",0,0,"210.86240","0","25","MicroTouch™ System SCT7650EX","Active","-","-","-","USB","Capacitive","17.8"" (452.12mm)"
-,-,98000322044-ND,98000322044,3M Touch Systems,TOUCH SCREEN CAPACITIVE 26.28"",0,0,"214.48833","0","6","MicroTouch™ System SCT3250","Active","-","-","-","Serial","Capacitive","26.28"" (667.51mm)"
-,-,98000330401-ND,98000330401,3M Touch Systems,TOUCH SCREEN CAPACITIVE 27.2"",0,0,"214.48833","0","6","MicroTouch™ System SCT3250","Active","-","-","-","Serial","Capacitive","27.2"" (690.88mm)"
http://multimedia.3m.com/mws/media/592299O/marketing-drawing-35704-mkt.pdf,-,98000331177-ND,98000331177,3M Touch Systems,TOUCH SCREEN CAPACITIVE 26.52"",0,0,"214.48833","0","6","MicroTouch™ System SCT3250","Active","22.39"" (568.81mm)","0.125"" (3.18mm)","14.21"" (360.88mm)","USB","Capacitive","26.52"" (673.61mm)"
http://multimedia.3m.com/mws/media/592299O/marketing-drawing-35704-mkt.pdf,-,98000331185-ND,98000331185,3M Touch Systems,TOUCH SCREEN CAPACITIVE 26.52"",0,0,"214.48833","0","6","MicroTouch™ System SCT3250","Active","22.39"" (568.81mm)","0.125"" (3.18mm)","14.21"" (360.88mm)","Serial","Capacitive","26.52"" (673.61mm)"
-,-,98110001249-ND,98110001249,3M Touch Systems,TOUCH SCREEN CAPACITIVE 26.28"",0,0,"214.48833","0","6","MicroTouch™ System SCT3250","Active","-","-","-","USB","Capacitive","26.28"" (667.51mm)"
-,-,98110001256-ND,98110001256,3M Touch Systems,TOUCH SCREEN CAPACITIVE 27.2"",0,0,"214.48833","0","6","MicroTouch™ System SCT3250","Active","-","-","-","USB","Capacitive","27.2"" (690.88mm)"
-,-,98000331367-ND,98000331367,3M,TOUCH SCREEN CAPACITIVE 10.84"",0,0,"218.65000","0","36","MicroTouch™ System SCT7650EX","Active","8.58"" (217.93mm)","0.298"" (7.57mm)","6.61"" (167.89mm)","Serial","Capacitive","10.84"" (275.08mm)"
-,-,98000331375-ND,98000331375,3M,TOUCH SCREEN CAPACITIVE 10.84"",0,0,"218.65000","0","36","MicroTouch™ System SCT7650EX","Active","8.58"" (217.93mm)","0.298"" (7.57mm)","6.61"" (167.89mm)","USB","Capacitive","10.84"" (275.08mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT3855EX.pdf,-,98000336127-ND,98000336127,3M Touch Systems,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"223.35000","0","30","MicroTouch™ System SCT3855","Active","13.60"" (345.31mm)","-","11.08"" (281.48mm)","Serial","Capacitive","17.54"" (445.50mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT3855EX.pdf,-,98000336135-ND,98000336135,3M Touch Systems,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"223.35000","0","30","MicroTouch™ System SCT3855","Active","13.60"" (345.31mm)","-","11.08"" (281.48mm)","USB","Capacitive","17.54"" (445.50mm)"
-,-,98000331425-ND,98000331425,3M,TOUCH SCREEN CAPACITIVE 12.39"",0,0,"229.20000","0","32","MicroTouch™ System SCT7650EX","Active","9.84"" (249.94mm)","0.298"" (7.57mm)","7.52"" (191.01mm)","Serial","Capacitive","12.39"" (314.63mm)"
-,-,98000331706-ND,98000331706,3M,TOUCH SCREEN CAPACITIVE 12.39"",0,0,"229.20000","0","32","MicroTouch™ System SCT7650EX","Active","9.84"" (249.94mm)","0.298"" (7.57mm)","7.52"" (191.01mm)","USB","Capacitive","12.39"" (314.63mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331847-ND,98000331847,3M,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"231.02520","0","25","MicroTouch™ System SCT7650EX","Active","15.31"" (388.87mm)","0.298"" (7.57mm)","12.45"" (315.47mm)","Serial","Capacitive","19.71"" (500.63mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331854-ND,98000331854,3M,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"231.02520","0","25","MicroTouch™ System SCT7650EX","Active","15.31"" (388.87mm)","0.298"" (7.57mm)","12.45"" (315.47mm)","USB","Capacitive","19.71"" (500.63mm)"
-,-,98110001439-ND,98110001439,3M,TOUCH SCREEN CAPACITIVE 19.42"",0,0,"240.26600","0","20","MicroTouch™ System SCT7650EX","Active","-","-","-","USB","Capacitive","19.42"" (493.27mm)"
-,-,98110001413-ND,98110001413,3M,TOUCH SCREEN CAPACITIVE 18.61"",0,0,"242.64500","0","20","MicroTouch™ System SCT7650EX","Active","-","-","-","USB","Capacitive","18.61"" (472.69mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0284-1-ND,98-1100-0284-1,3M,TOUCH SCREEN CAPACITIVE 17.15"",0,0,"249.18400","0","10","Multi-Touch System PCT2455PX","Active","3.25"" (82.55mm)","0.370"" (9.40mm)","2.75"" (69.85mm)","USB","Capacitive","17.15"" (435.61mm)"
-,-,98000331755-ND,98000331755,3M,TOUCH SCREEN CAPACITIVE 15.68"",0,0,"252.11250","0","32","MicroTouch™ System SCT7650EX","Active","12.46"" (316.48mm)","0.335"" (8.51mm)","9.52"" (241.81mm)","Serial","Capacitive","15.68"" (398.27mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT3855EX.pdf,-,98000336150-ND,98000336150,3M Touch Systems,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"257.77500","0","30","MicroTouch™ System SCT3855","Active","15.31"" (388.87mm)","0.125"" (3.18mm)","12.45"" (315.47mm)","Serial","Capacitive","19.71"" (500.63mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT3855EX.pdf,-,98000336168-ND,98000336168,3M Touch Systems,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"257.77500","0","30","MicroTouch™ System SCT3855","Active","15.31"" (388.87mm)","0.125"" (3.18mm)","12.45"" (315.47mm)","USB","Capacitive","19.71"" (500.63mm)"
-,-,98000337760-ND,98000337760,3M,TOUCH SCREEN CAPACITIVE 24.36"",0,0,"261.48300","0","10","MicroTouch™ System SCT3250","Active","-","-","-","USB","Capacitive","24.36"" (618.74mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0322-9-ND,98-1100-0322-9,3M,TOUCH SCREEN CAPACITIVE 18.61"",0,0,"271.16700","0","10","Multi-Touch System PCT2455PX","Active","-","0.094"" (2.40mm)","-","USB","Capacitive","18.61"" (472.69mm)"
http://multimedia.3m.com/mws/media/526022O/marketing-drawing-tsd-34642-17-9121-2xx.pdf,-,98000326938-ND,98000326938,3M Touch Systems,TOUCH SCREEN CAPACITIVE 32.4"",0,0,"274.26000","0","4","MicroTouch™ System SCT3250","Active","28.31"" (719.07mm)","0.125"" (3.18mm)","15.75"" (400.05mm)","Requires Controller","Capacitive","32.40"" (822.96mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0321-1-ND,98-1100-0321-1,3M,TOUCH SCREEN CAPACITIVE 19.09"",0,0,"278.49900","0","10","Multi-Touch System PCT2455PX","Active","-","0.094"" (2.40mm)","-","USB","Capacitive","19.09"" (484.89mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000337208-ND,98000337208,3M,TOUCH SCREEN 21.78"" 8"" EX111 R W,0,0,"280.20200","0","20","MicroTouch™ System SCT7650EX","Active","-","-","-","-","-","-"
-,-,98110001454-ND,98110001454,3M,TOUCH SCREEN CAPACITIVE 20.65"",0,0,"280.20200","0","20","MicroTouch™ System SCT7650EX","Active","-","-","-","USB","Capacitive","20.65"" (524.51mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331813-ND,98000331813,3M Touch Systems,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"284.20000","0","30","MicroTouch™ System SCT7650EX","Active","13.60"" (345.31mm)","0.298"" (7.57mm)","11.08"" (281.48mm)","USB","Capacitive","17.54"" (445.50mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331821-ND,98000331821,3M,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"284.20000","0","30","MicroTouch™ System SCT7650EX","Active","13.60"" (345.31mm)","0.298"" (7.57mm)","11.08"" (281.48mm)","USB","Capacitive","17.54"" (445.50mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SCT7650EX.pdf,-,98-1100-0205-6-ND,98-1100-0205-6,3M,TOUCH SCREEN CAPACITIVE 2.73"",0,0,"286.71500","0","20","MicroTouch™ System SCT7650EX","Active","1.30"" (33.02mm)","0.298"" (7.56mm)","2.40"" (60.96mm)","USB/Serial","Capacitive","2.73"" (69.32mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0320-3-ND,98-1100-0320-3,3M,TOUCH SCREEN CAPACITIVE 20.11"",0,0,"294.61900","0","10","Multi-Touch System PCT2455PX","Active","3.25"" (82.55mm)","0.370"" (9.40mm)","2.75"" (69.85mm)","USB","Capacitive","20.11"" (510.79mm)"
-,-,98110001496-ND,98110001496,3M Touch Systems,TOUCH SCREEN 23.60"" 8"" EX111 R W,0,0,"299.74100","0","20","MicroTouch™ System SCT7650EX","Active","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/525995O/marketing-drawing-tsd-28436-17-895x-2xx.pdf,-,98000326813-ND,98000326813,3M Touch Systems,TOUCH SCREEN CAPACITIVE 31.81"",0,0,"302.04250","0","4","MicroTouch™ System SCT3250","Active","27.67"" (702.82mm)","0.125"" (3.18mm)","15.69"" (398.53mm)","Serial","Capacitive","31.81"" (807.97mm)"
http://multimedia.3m.com/mws/media/526022O/marketing-drawing-tsd-34642-17-9121-2xx.pdf,-,98110001272-ND,98110001272,3M Touch Systems,TOUCH SCREEN CAPACITIVE 32.4"",0,0,"302.04250","0","4","MicroTouch™ System SCT3250","Active","28.31"" (719.02mm)","0.125"" (3.18mm)","15.75"" (399.92mm)","USB","Capacitive","32.4"" (822.76mm)"
http://multimedia.3m.com/mws/media/526022O/marketing-drawing-tsd-34642-17-9121-2xx.pdf,-,98000322903-ND,98000322903,3M Touch Systems,TOUCH SCREEN CAPACITIVE 32.39"",0,0,"302.04250","0","4","MicroTouch™ System SCT3250","Active","28.31"" (719.07mm)","0.125"" (3.18mm)","15.75"" (400.05mm)","Serial","Capacitive","32.39"" (822.76mm)"
-,-,98110001264-ND,98110001264,3M Touch Systems,TOUCH SCREEN CAPACITIVE 31.81"",0,0,"302.04250","0","4","MicroTouch™ System SCT3250","Active","-","-","-","USB","Capacitive","31.81"" (807.97mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000332761-ND,98000332761,3M,TOUCH SCREEN 22.37"" 8"" EX111 R W,0,0,"308.28900","0","20","MicroTouch™ System SCT7650EX","Active","-","-","-","-","-","-"
-,-,98110001512-ND,98110001512,3M Touch Systems,TOUCH SCREEN 24.36"" 8"" EX111 R W,0,0,"312.76700","0","20","MicroTouch™ System SCT7650EX","Active","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0271-8-ND,98-1100-0271-8,3M,TOUCH SCREEN CAPACITIVE 21.62"",0,0,"315.13300","0","10","Multi-Touch System PCT2455PX","Active","3.25"" (82.55mm)","0.370"" (9.40mm)","2.75"" (69.85mm)","USB","Capacitive","21.62"" (549.15mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331870-ND,98000331870,3M Touch Systems,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"317.12500","0","30","MicroTouch™ System SCT7650EX","Active","15.31"" (388.87mm)","0.298"" (7.57mm)","12.45"" (315.47mm)","Serial","Capacitive","19.71"" (500.63mm)"
