Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Length","Width","Height","Interface","Type","Diagonal Screen Size"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000331888-ND,98000331888,3M Touch Systems,TOUCH SCREEN CAPACITIVE 19.71"",0,0,"317.12500","0","30","MicroTouch™ System SCT7650EX","Active","15.31"" (388.87mm)","0.298"" (7.57mm)","12.45"" (315.47mm)","USB","Capacitive","19.71"" (500.63mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0325-2-ND,98-1100-0325-2,3M,TOUCH SCREEN CAPACITIVE 22.1"",0,0,"322.46500","0","10","Multi-Touch System PCT2455PX","Active","-","0.094"" (2.40mm)","-","USB","Capacitive","22.10"" (561.34mm)"
http://multimedia.3m.com/mws/media/438069O/3mtm-microtouch-system-sct7650ex-product-sheet.pdf,-,98000334932-ND,98000334932,3M Touch Systems,TOUCH SCREEN CAPACITIVE,0,0,"338.83222","0","18","MicroTouch™ System SCT7650EX","Active","-","0.30"" (7.62mm)","-","USB/Serial","Capacitive","-"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0274-2-ND,98-1100-0274-2,3M,TOUCH SCREEN CAPACITIVE 23.13"",0,0,"352.44300","0","10","Multi-Touch System PCT2455PX","Active","3.25"" (82.55mm)","0.370"" (9.40mm)","2.75"" (69.85mm)","USB","Capacitive","23.13"" (587.50mm)"
-,-,98110001553-ND,98110001553,3M Touch Systems,TOUCH SCREEN CAPACITIVE 27.2"",0,0,"355.91389","0","18","MicroTouch™ System SCT7650EX","Active","-","-","-","USB","Capacitive","27.2"" (690.88mm)"
http://multimedia.3m.com/mws/media/942598O/3mtm-multi-touch-system-pct-2455px-product-sheet.pdf,-,98-1100-0323-7-ND,98-1100-0323-7,3M,TOUCH SCREEN CAPACITIVE 24.11"",0,0,"367.77000","0","10","Multi-Touch System PCT2455PX","Active","-","0.094"" (2.40mm)","-","USB","Capacitive","24.11"" (612.39mm)"
-,-,98110001579-ND,98110001579,3M Touch Systems,TOUCH SCREEN CAPACITIVE 31.81"",0,0,"436.17611","0","18","MicroTouch™ System SCT7650EX","Active","-","-","-","USB","Capacitive","31.81"" (807.97mm)"
http://multimedia.3m.com/mws/media/602404O/marketing-drawing-31610-mkt.pdf,-,DSTK9012-3320-ND,DSTK9012-3320,3M,TOUCH SCREEN 32.98"",0,0,"454.09000","0","20","-","Active","28.63"" (727.15mm)","0.170"" (4.32mm)","16.07"" (408.08mm)","-","-","32.98"" (837.69mm)"
http://multimedia.3m.com/mws/media/602406O/marketing-drawing-27748-mkt.pdf,-,DSTK9007-3400-ND,DSTK9007-3400,3M,TOUCH SCREEN 41.57"",0,0,"599.69000","0","20","-","Active","36.30"" (922.02mm)","0.170"" (4.32mm)","20.25"" (514.35mm)","-","-","41.57"" (1055.88mm)"
http://multimedia.3m.com/mws/media/602407O/marketing-drawing-36131-mkt.pdf,-,DSTK9015-3402-ND,DSTK9015-3402,3M,TOUCH SCREEN 40"",0,0,"599.69000","0","20","-","Active","35.05"" (890.30mm)","0.170"" (4.32mm)","19.80"" (502.79mm)","-","-","40.00"" (1016.00mm)"
http://multimedia.3m.com/mws/media/752654O/marketing-drawing-38447-mkt.pdf,-,98-0003-3683-8-ND,98-0003-3683-8,3M,TOUCH SCREEN 40.71"",0,0,"599.69000","0","20","-","Active","35.34"" (897.59mm)","0.170"" (4.32mm)","20.21"" (513.41mm)","-","-","40.71"" (1034.03mm)"
http://multimedia.3m.com/mws/media/602408O/marketing-drawing-34044-mkt.pdf,-,DSTK9013-3420-ND,DSTK9013-3420,3M,TOUCH SCREEN 43.23"",0,0,"636.09000","0","20","-","Active","37.50"" (952.50mm)","0.170"" (4.32mm)","21.50"" (546.10mm)","-","-","43.23"" (1098.04mm)"
http://multimedia.3m.com/mws/media/604063O/marketing-drawing-36761-mkt.pdf,-,DSTK9016-3421-ND,DSTK9016-3421,3M,TOUCH SCREEN 42.05"",0,0,"636.09000","0","20","-","Active","36.81"" (935.02mm)","0.170"" (4.32mm)","20.79"" (528.02mm)","-","-","42.05"" (1068.07mm)"
http://multimedia.3m.com/mws/media/602409O/marketing-drawing-28599-mkt.pdf,-,DSTK9010-3460-ND,DSTK9010-3460,3M,TOUCH SCREEN 47.64"",0,0,"699.12500","0","20","-","Active","41.50"" (1054.10mm)","0.174"" (4.42mm)","23.28"" (591.41mm)","-","-","47.64"" (1210.00mm)"
http://multimedia.3m.com/mws/media/602405O/marketing-drawing-35107-mkt.pdf,-,DSTK9014-3461-ND,DSTK9014-3461,3M,TOUCH SCREEN 46.16"",0,0,"699.12500","0","20","-","Active","40.39"" (1026.01mm)","0.170"" (4.32mm)","22.80"" (579.20mm)","-","-","46.16"" (1172.46mm)"
http://multimedia.3m.com/mws/media/771873O/marketing-drawing-39940-tsd.pdf,-,98-0003-3795-0-ND,98-0003-3795-0,3M,TOUCH SCREEN 52.51"",0,0,"843.75000","0","20","MicroTouch™ System DST2270DX","Active","45.94"" (1166.83mm)","0.170"" (4.32mm)","25.94"" (658.83mm)","-","-","52.51"" (1333.75mm)"
http://multimedia.3m.com/mws/media/752652O/marketing-drawing-38043-mkt.pdf,-,98-0003-3625-9-ND,98-0003-3625-9,3M,TOUCH SCREEN 55.16"",0,0,"968.75000","0","20","-","Active","48.02"" (1219.59mm)","0.170"" (4.32mm)","27.16"" (689.81mm)","-","-","55.16"" (1401.20mm)"
http://multimedia.3m.com/mws/media/949934O/3mtm-multi-touch-system-pct2420px-product-sheet.PDF,-,98-0003-4205-9-ND,98-0003-4205-9,3M,TOUCH SCREEN CAPACITIVE 37"",0,0,"1037.85000","0","8","Multi-Touch System PCT2420PX","Active","-","0.094"" (2.40mm)","-","USB","Capacitive","37.00"" (939.80mm)"
http://multimedia.3m.com/mws/media/949934O/3mtm-multi-touch-system-pct2420px-product-sheet.PDF,-,98-0003-4161-4-ND,98-0003-4161-4,3M,TOUCH SCREEN CAPACITIVE 42"",0,0,"1071.00000","0","8","Multi-Touch System PCT2420PX","Active","-","-","-","USB/Serial","Capacitive","42.00"" (1066.80mm)"
http://multimedia.3m.com/mws/media/949934O/3mtm-multi-touch-system-pct2420px-product-sheet.PDF,-,98-1100-0258-5-ND,98-1100-0258-5,3M,TOUCH SCREEN CAPACITIVE 39"",0,0,"1093.95000","0","8","Multi-Touch System PCT2420PX","Active","-","0.094"" (2.40mm)","-","USB/Serial","Capacitive","39.00"" (990.60mm)"
http://multimedia.3m.com/mws/media/949934O/3mtm-multi-touch-system-pct2420px-product-sheet.PDF,-,98-0003-4164-8-ND,98-0003-4164-8,3M,TOUCH SCREEN CAPACITIVE 40"",0,0,"1122.00000","0","8","Multi-Touch System PCT2420PX","Active","-","-","-","USB/Serial","Capacitive","40.00"" (1016.00mm)"
http://multimedia.3m.com/mws/media/949934O/3mtm-multi-touch-system-pct2420px-product-sheet.PDF,-,98-0003-4159-8-ND,98-0003-4159-8,3M,TOUCH SCREEN CAPACITIVE 46"",0,0,"1143.67500","0","8","Multi-Touch System PCT2420PX","Active","-","-","-","USB/Serial","Capacitive","46.00"" (1168.40mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1676_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1676.jpg,1528-2217-ND,1676,Adafruit Industries LLC,TOUCH SCREEN RESISTIVE 7"",0,0,"14.95000","0","1","-","Active","5.98"" (152.0mm)","-","3.583"" (91.00mm)","4-Wire","Resistive","7.00"" (177.80mm)"
-,-,1070.0429-ND,1070.0429,Schurter Inc.,TOUCHSCREEN 8.4"" 1.1MM FPC/ZIF,0,0,"58.68120","0","25","-","Active","-","-","-","-","-","8.4"" (213.36mm)"
-,-,1070.0419-ND,1070.0419,Schurter Inc.,TOUCHSCREEN 5.88"" 1.1 MM AMPC,0,0,"63.99320","0","25","*","Active","-","-","-","-","-","-"
-,-,1070.0486-ND,1070.0486,Schurter Inc.,TOUCHSCREEN 8.4"",0,0,"66.00000","0","1","-","Active","-","-","-","-","-","8.4"" (213.36mm)"
-,-,1070.0446-ND,1070.0446,Schurter Inc.,TOUCH SCREEN RESISTIVE 12.15"",0,0,"116.93933","0","300","-","Active","9.88"" (250.89mm)","0.06"" (1.6mm)","7.46"" (189.42mm)","4-Wire","Resistive","12.15"" (308.76mm)"
http://www.irtouchusa.com/Upload/E.pdf,//media.digikey.com/Photos/IRTOUCH%20Photos/E-104-H.jpg,E-104-H-ND,E-104-H,IRTouch Systems,TOUCH SCREEN INFRARED IR 10.4"",0,0,"129.37500","0","50","E","Active","8.31"" (211.20mm)","0.27"" (6.80mm)","6.24"" (158.40mm)","USB","Infrared (IR)","10.40"" (264.16mm)"
-,-,1070.0480-ND,1070.0480,Schurter Inc.,TOUCHSCREEN 17.1"",0,0,"223.69000","0","1","-","Active","-","-","-","-","-","17.1"" (434.34mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400265.pdf,//media.digikey.com/photos/Bergquist/BERGQUIST-400265-01.jpg,BER234-ND,400265-01,Bergquist,TOUCH SCREEN RESISTIVE 6.4"",0,0,"Obsolete","0","25","-","Obsolete","5.24"" (133.00mm)","0.09"" (2.36mm)","3.91"" (99.3mm)","Requires Controller","Resistive","6.4"" (162.56mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400273.pdf,-,BER235-ND,400273-01,Bergquist,TOUCH SCREEN RESISTIVE 8.4"",0,0,"Obsolete","0","25","-","Obsolete","6.85"" (174.00mm)","0.06"" (1.6mm)","5.17"" (131.4mm)","Requires Controller","Resistive","8.4"" (213.36mm)"
-,//media.digikey.com/photos/Bergquist/BERGQUIST-400302.jpg,BER236-ND,400302,Bergquist,TOUCH SCREEN RESISTIVE 10.4"",0,0,"Obsolete","0","25","-","Obsolete","9.13"" (231.8mm)","-","7.18"" (182.4mm)","Requires Controller","Resistive","10.4"" (264.16mm)"
-,-,BER237-ND,400201-02,Bergquist,TOUCH SCREEN RESISTIVE 12.3"",0,0,"Obsolete","0","25","-","Obsolete","10.68"" (271.3mm)","-","8.1"" (205.7mm)","Requires Controller","Resistive","12.3"" (312.24mm)"
-,-,BER238-ND,400211-02,Bergquist,TOUCH SCREEN RESISTIVE 15.1"",0,0,"Obsolete","0","25","-","Obsolete","13.5"" (343mm)","-","10.41"" (264.4mm)","Requires Controller","Resistive","15.1"" (382.8mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400229.pdf,-,BER239-ND,400229-03,Bergquist,TOUCH SCREEN RESISTIVE 17.1"",0,0,"Obsolete","0","25","-","Obsolete","13.39"" (340.0mm)","0.13"" (3.18mm)","10.72"" (272.4mm)","Requires Controller","Resistive","17.1"" (434.34mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400225-01.pdf,-,BER240-ND,400225-01,Bergquist,TOUCH SCREEN RESISTIVE 19.2"",0,0,"Obsolete","0","25","-","Obsolete","15"" (381mm)","0.13"" (3.18mm)","12.03"" (305.6mm)","Requires Controller","Resistive","19.2"" (487.68mm)"
http://multimedia.3m.com/mws/media/525965O/marketing-drawing-28209-mkt-17-802x-2xx.pdf,//media.digikey.com/photos/3M%20Photos/17-8021-203.JPG,3M5521-ND,17-8021-203,3M,TOUCH SCREEN CAPACITIVE 10.84"",0,0,"Obsolete","0","20","MicroTouch™ System SCT3250","Obsolete","8.58"" (217.94mm)","0.15"" (3.73mm)","6.61"" (167.90mm)","Requires Controller","Capacitive","10.84"" (275.46mm)"
http://multimedia.3m.com/mws/media/525961O/marketing-drawing-28159-mkt-17-858x-2xx.pdf,//media.digikey.com/photos/3M%20Photos/17-8581-203.JPG,3M5522-ND,17-8581-203,3M,TOUCH SCREEN CAPACITIVE 12.39"",0,0,"Obsolete","0","20","MicroTouch™ System SCT3250","Obsolete","9.84"" (250mm)","0.15"" (3.73mm)","7.52"" (191.01mm)","Requires Controller","Capacitive","12.39"" (314.63mm)"
http://multimedia.3m.com/mws/media/525960O/marketing-drawing-tsd-28138.pdf,//media.digikey.com/photos/3M%20Photos/17-8441-203.jpg,3M5523-ND,17-8031-203,3M,TOUCH SCREEN CAPACITIVE 15.68"",0,0,"Obsolete","0","20","MicroTouch™ System SCT3250","Obsolete","12.46"" (316.48mm)","0.15"" (3.73mm)","10.00"" (254.0mm)","Requires Controller","Capacitive","15.68"" (398.29mm)"
http://multimedia.3m.com/mws/media/525962O/marketing-drawing-tsd-28165.pdf,//media.digikey.com/photos/3M%20Photos/17-8441-203.jpg,3M5524-ND,17-8421-203,3M,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"Obsolete","0","10","MicroTouch™ System SCT3250","Obsolete","13.60"" (345.31mm)","0.15"" (3.73mm)","11.08"" (281.48mm)","Requires Controller","Capacitive","17.54"" (445.50mm)"
http://multimedia.3m.com/mws/media/525986O/marketing-drawing-28382-mkt-17-8511-2xx.pdf,//media.digikey.com/photos/3M%20Photos/17-8511-203.jpg,3M5525-ND,17-8511-203,3M,TOUCH SCREEN CAPACITIVE 19.75"",0,0,"Obsolete","0","10","MicroTouch™ System SCT3250","Obsolete","15.37"" (390.50mm)","0.15"" (3.73mm)","12.39"" (314.78mm)","Requires Controller","Capacitive","19.75"" (501.58mm)"
http://multimedia.3m.com/mws/media/525966O/marketing-drawing-28213-mkt-17-8441-2xx.pdf,//media.digikey.com/photos/3M%20Photos/17-8441-203.jpg,3M5526-ND,17-8441-203,3M,TOUCH SCREEN CAPACITIVE 20.65"",0,0,"Obsolete","0","10","MicroTouch™ System SCT3250","Obsolete","16.45"" (417.80mm)","0.15"" (3.73mm)","12.49"" (317.30mm)","Requires Controller","Capacitive","20.65"" (524.63mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5528-ND,PL45.0E2T,3M,TOUCH SCREEN RESISTIVE 5"",0,0,"Obsolete","0","20","MicroTouch™ PL Resistive","Obsolete","3.98"" (101mm)","-","2.95"" (75mm)","Requires Controller","Resistive","5"" (127mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5529-ND,PL45.7E2T,3M,TOUCH SCREEN RESISTIVE 5.7"",0,0,"Obsolete","0","20","MicroTouch™ PL Resistive","Obsolete","4.53"" (115.0mm)","-","3.39"" (86mm)","Requires Controller","Resistive","5.7"" (144.78mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5530-ND,PL46.4E2T,3M,TOUCH SCREEN RESISTIVE 6.4"",0,0,"Obsolete","0","20","MicroTouch™ PL Resistive","Obsolete","5.16"" (131mm)","-","3.82"" (97mm)","Requires Controller","Resistive","6.4"" (162.56mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5531-ND,PL410.4E2T,3M,TOUCH SCREEN RESISTIVE 10.4"",0,0,"Obsolete","0","20","MicroTouch™ PL Resistive","Obsolete","8.31"" (211mm)","-","6.26"" (159mm)","Requires Controller","Resistive","10.4"" (264.16mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5532-ND,PL88.4E2T,3M,TOUCH SCREEN RESISTIVE 8.4"",0,0,"Obsolete","0","20","MicroTouch™ PL Resistive","Obsolete","6.69"" (170mm)","-","5.03"" (128mm)","Requires Controller","Resistive","8.4"" (213.36mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5533-ND,PL810.4E2T,3M,TOUCH SCREEN RESISTIVE 10.4"",0,0,"Obsolete","0","20","MicroTouch™ PL Resistive","Obsolete","8.31"" (211mm)","-","6.22"" (158mm)","Requires Controller","Resistive","10.4"" (264.16mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5534-ND,PL812.1E2T,3M,TOUCH SCREEN RESISTIVE 12.1"",0,0,"Obsolete","0","10","MicroTouch™ PL Resistive","Obsolete","9.69"" (246mm)","-","7.28"" (185mm)","Requires Controller","Resistive","12.1"" (308.2mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5535-ND,PL815.0E2T,3M,TOUCH SCREEN RESISTIVE 15"",0,0,"Obsolete","0","10","MicroTouch™ PL Resistive","Obsolete","11.97"" (304mm)","-","8.98"" (228mm)","Requires Controller","Resistive","15"" (380mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5536-ND,PL817.0E2T,3M,TOUCH SCREEN RESISTIVE 17"",0,0,"Obsolete","0","10","MicroTouch™ PL Resistive","Obsolete","13.31"" (338mm)","-","10.63"" (270mm)","Requires Controller","Resistive","17"" (432.35mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5537-ND,PL819.0E2T,3M,TOUCH SCREEN RESISTIVE 19"",0,0,"Obsolete","0","10","MicroTouch™ PL Resistive","Obsolete","14.8"" (376mm)","-","11.85"" (301mm)","Requires Controller","Resistive","19"" (482.6mm)"
http://multimedia.3m.com/mws/media/336246O/3m-touch-systems-touch-products-overview-sept-2006.pdf,-,3M5538-ND,PL820.1E2T,3M,TOUCH SCREEN RESISTIVE 20.1"",0,0,"Obsolete","0","10","MicroTouch™ PL Resistive","Obsolete","16.02"" (407mm)","-","12"" (305mm)","Requires Controller","Resistive","20.1"" (510.54mm)"
-,-,TSC320240ARND(FORWC-A)-ND,TSC320240ARND(FOR WC-A),Newhaven Display Intl,TOUCH SCREEN 5.6"",0,0,"Obsolete","0","50","-","Obsolete","5.22"" (132.55mm)","1.500"" (38.10mm)","4.09"" (104mm)","-","-","5.6"" (142.24mm)"
http://www.newhavendisplay.com/specs/NHD-TSTFT3.5I.pdf,//media.digikey.com/Photos/Newhaven%20Display%20Photos/MFG_TSTFT3_5Z.jpg,TSTFT3.5I#-ND,TSTFT3.5I#,Newhaven Display Intl,TOUCH SCREEN RESISTIVE 3.5"",0,0,"Obsolete","0","100","-","Obsolete","2.84"" (72.1mm)","0.03"" (0.7mm)","2.15"" (54.6mm)","4-Wire","Resistive","3.5"" (88.90mm)"
http://www.newhavendisplay.com/specs/TSTFT5.7I.pdf,//media.digikey.com/Photos/Newhaven%20Display%20Photos/MFG_TSTFT5_7I.jpg,TSTFT5.7I#-ND,TSTFT5.7I#,Newhaven Display Intl,TOUCH SCREEN RESISTIVE 5.7"",0,0,"Obsolete","0","100","-","Obsolete","4.65"" (118.20mm)","-","7.47"" (189.80mm)","4-Wire","Resistive","5.7"" (144.78mm)"
-,-,NHD-TS-12864A-4033005-ND,NHD-TS-12864A-4033005,Newhaven Display Intl,TOUCH SCREEN FOR 128X64 LCD,0,0,"Obsolete","0","200","-","Obsolete","-","-","-","-","-","-"
-,-,NHD-TS-128128B-4040010-ND,NHD-TS-128128B-4040010,Newhaven Display Intl,TOUCH SCREEN 4"",0,0,"Obsolete","0","200","-","Obsolete","3.03"" (77.00mm)","0.039"" (1.00mm)","3.03"" (77.00mm)","RS232, USB","-","4.00"" (101.60mm)"
http://www.newhavendisplay.com/specs/NHD-TS-24064C-4043003.pdf,-,NHD-TS-24064C-4043003-ND,NHD-TS-24064C-4043003,Newhaven Display Intl,TOUCH SCREEN 4.3"",0,0,"Obsolete","0","2000","-","Obsolete","4.13"" (105.00mm)","0.059"" (1.50mm)","1.57"" (40.00mm)","USB","-","4.30"" (109.22mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400384%20Drawing.pdf,//media.digikey.com/photos/Bergquist/400384.JPG,BER247-ND,400384,Bergquist,TOUCH SCREEN RESISTIVE 15"",0,0,"Obsolete","0","54","-","Obsolete","12.19"" (309.50mm)","0.07"" (1.85mm)","9.19"" (233.50mm)","5-Wire","Resistive","15"" (380mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400403%20Drawing.pdf,//media.digikey.com/photos/Bergquist/400403.JPG,BER248-ND,400403,Bergquist,TOUCH SCREEN RESISTIVE 12.1"",0,0,"Obsolete","0","50","-","Obsolete","9.96"" (252.87mm)","0.07"" (1.85mm)","7.54"" (191.4mm)","5-Wire","Resistive","12.1"" (308.2mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400404%20Drawing.pdf,//media.digikey.com/photos/Bergquist/400404.JPG,BER249-ND,400404,Bergquist,TOUCH SCREEN RESISTIVE 12.1"",0,0,"Obsolete","0","54","-","Obsolete","9.96"" (252.87mm)","0.07"" (1.85mm)","7.54"" (191.4mm)","5-Wire","Resistive","12.1"" (308.2mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400395%20Specification%20Rev%20A.pdf,//media.digikey.com/photos/Bergquist/400395.JPG,BER250-ND,400395,Bergquist,TOUCH SCREEN RESISTIVE 6.4"",0,0,"Obsolete","0","50","-","Obsolete","5.260"" (133.6mm)","0.04"" (1.1mm)","3.99"" (101.40mm)","5-Wire","Resistive","6.4"" (162.56mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400399%20Specification%20Rev%20A.pdf,//media.digikey.com/photos/Bergquist/400399.JPG,BER251-ND,400399,Bergquist,TOUCH SCREEN RESISTIVE 8.4"",0,0,"Obsolete","0","54","-","Obsolete","6.88"" (174.80mm)","0.07"" (1.85mm)","5.21"" (132.20mm)","5-Wire","Resistive","8.4"" (213.36mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400401%20Specification%20Rev%20A.pdf,//media.digikey.com/photos/Bergquist/400401.JPG,BER252-ND,400401,Bergquist,TOUCH SCREEN RESISTIVE 10.4"",0,0,"Obsolete","0","54","-","Obsolete","8.66"" (219.90mm)","0.07"" (1.85mm)","6.61"" (167.83mm)","5-Wire","Resistive","10.4"" (264.16mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400387%20Specification%20Rev%20A.pdf,//media.digikey.com/photos/Bergquist/400387.JPG,BER253-ND,400387,Bergquist,TOUCH SCREEN RESISTIVE 17"",0,0,"Obsolete","0","54","-","Obsolete","13.5"" (343mm)","0.07"" (1.85mm)","10.85"" (275.50mm)","5-Wire","Resistive","17"" (432.35mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400392%20Specification%20Rev%20A.pdf,//media.digikey.com/Photos/Bergquist/400392.jpg,BER254-ND,400392,Bergquist,TOUCH SCREEN RESISTIVE 19.2"",0,0,"Obsolete","0","50","-","Obsolete","15.24"" (387.00mm)","0.11"" (2.85mm)","12.27"" (311.70mm)","5-Wire","Resistive","19.2"" (487.68mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400397%20Specification%20Rev%20A.pdf,//media.digikey.com/photos/Bergquist/400397.JPG,BER255-ND,400397,Bergquist,TOUCH SCREEN RESISTIVE 7"",0,0,"Obsolete","0","60","-","Obsolete","6.22"" (158.00mm)","0.04"" (1.1mm)","3.72"" (94.6mm)","5-Wire","Resistive","7.0"" (177.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400333%20Specification%20Rev%20A.pdf,//media.digikey.com/photos/Bergquist/400333.JPG,BER256-ND,400333,Bergquist,TOUCH SCREEN RESISTIVE 3.5"",0,0,"Obsolete","0","64","-","Obsolete","2.92"" (74.04mm)","0.04"" (1.1mm)","2.22"" (56.28mm)","5-Wire","Resistive","3.5"" (88.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Bergquist%20PDFs/400413%20Specification%20Rev%20A.pdf,//media.digikey.com/photos/Bergquist/400413.JPG,BER257-ND,400413,Bergquist,TOUCH SCREEN RESISTIVE 5.7"",0,0,"Obsolete","0","60","-","Obsolete","4.69"" (119.00mm)","0.04"" (1.1mm)","3.54"" (90.00mm)","5-Wire","Resistive","5.7"" (144.78mm)"
-,//media.digikey.com/photos/Newhaven%20Display%20Photos/NHD-TS320240BRNO%23.JPG,TS-320240BRBO-ND,TS-320240BRBO,Newhaven Display Intl,TOUCH SCREEN RESISTIVE 5.88"",0,0,"Obsolete","0","100","-","Obsolete","4.81"" (122.1mm)","0.06"" (1.4mm)","3.67"" (93.3mm)","4-Wire","Resistive","5.88"" (149.60mm)"
http://multimedia.3m.com/mws/media/525965O/marketing-drawing-28209-mkt-17-802x-2xx.pdf,//media.digikey.com/photos/3M%20Photos/17-8021-205.JPG,3M5744-ND,17-8021-205,3M,TOUCH SCREEN CAPACITIVE 10.84"",0,0,"Obsolete","0","15","MicroTouch™ System SCT3250","Obsolete","8.58"" (217.94mm)","0.15"" (3.73mm)","6.61"" (167.90mm)","Requires Controller","Capacitive","10.84"" (275.46mm)"
http://multimedia.3m.com/mws/media/525960O/marketing-drawing-tsd-28138.pdf,-,3M5746-ND,17-8031-225,3M,TOUCH SCREEN CAPACITIVE 15.68"",0,0,"Obsolete","0","10","MicroTouch™ System SCT3250","Obsolete","12.46"" (316.48mm)","0.15"" (3.73mm)","10.00"" (254.0mm)","USB","Capacitive","15.68"" (398.29mm)"
http://multimedia.3m.com/mws/media/525991O/marketing-drawing-28406-mkt-17-809x-2xx.pdf,//media.digikey.com/photos/3M%20Photos/17-8091-205.JPG,3M5747-ND,17-8091-205,3M,TOUCH SCREEN CAPACITIVE 6.71"",0,0,"Obsolete","0","22","MicroTouch™ System SCT3250","Obsolete","5.40"" (137.21mm)","0.15"" (3.73mm)","3.98"" (101.0mm)","Requires Controller","Capacitive","6.71"" (170.43mm)"
http://multimedia.3m.com/mws/media/525962O/marketing-drawing-tsd-28165.pdf,-,3M5749-ND,17-8421-225,3M,TOUCH SCREEN CAPACITIVE 17.54"",0,0,"Obsolete","0","10","MicroTouch™ System SCT3250","Obsolete","13.60"" (345.31mm)","0.15"" (3.73mm)","11.08"" (281.48mm)","USB","Capacitive","17.54"" (445.50mm)"
http://multimedia.3m.com/mws/media/525966O/marketing-drawing-28213-mkt-17-8441-2xx.pdf,-,3M5751-ND,17-8441-225,3M,TOUCH SCREEN CAPACITIVE 20.65"",0,0,"Obsolete","0","8","MicroTouch™ System SCT3250","Obsolete","16.45"" (417.80mm)","0.15"" (3.73mm)","12.49"" (317.30mm)","USB","Capacitive","20.65"" (524.63mm)"
http://multimedia.3m.com/mws/media/525986O/marketing-drawing-28382-mkt-17-8511-2xx.pdf,-,3M5753-ND,17-8511-225,3M,TOUCH SCREEN CAPACITIVE 19.75"",0,0,"Obsolete","0","8","MicroTouch™ System SCT3250","Obsolete","15.37"" (390.50mm)","0.15"" (3.73mm)","12.39"" (314.78mm)","USB","Capacitive","19.75"" (501.58mm)"
http://multimedia.3m.com/mws/media/526003O/marketing-drawing-31971-tsd-17-893x-2xx.pdf,-,3M5755-ND,17-8931-225,3M,TOUCH SCREEN CAPACITIVE 26.28"",0,0,"Obsolete","0","10","MicroTouch™ System SCT3250","Obsolete","22.87"" (580.80mm)","0.15"" (3.73mm)","12.94"" (328.78mm)","USB","Capacitive","26.28"" (667.40mm)"
