Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","For Use With/Related Products","Shape"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/MFG_dualled-58x.jpg,345-1873-ND,DUALLED-5830,Wakefield-Vette,LED FAN HEAT SINK 58X30MM,99,0,"7.27000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/MFG_dualled-58x.jpg,345-1874-ND,DUALLED-5850,Wakefield-Vette,LED FAN HEAT SINK 58X50MM,100,0,"7.75000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,-,345-1876-ND,DUALLED-6830,Wakefield-Vette,LED FAN HEAT SINK 68X30MM,96,0,"8.60000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/MFG_dualled-58x.jpg,345-1875-ND,DUALLED-5880,Wakefield-Vette,LED FAN HEAT SINK 58X80MM,96,0,"8.67000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,-,345-1877-ND,DUALLED-6850,Wakefield-Vette,LED FAN HEAT SINK 68X50MM,100,0,"9.27000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,-,345-1878-ND,DUALLED-6880,Wakefield-Vette,LED FAN HEAT SINK 68X80MM,100,0,"10.71000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/dualled-130x.jpg,345-1879-ND,DUALLED-13030,Wakefield-Vette,LED FAN HEAT SINK 130X30MM,100,0,"21.18000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/dualled-130x.jpg,345-1880-ND,DUALLED-13050,Wakefield-Vette,LED FAN HEAT SINK 130X50MM,99,0,"24.76000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,-,345-1882-ND,DUALLED-19037,Wakefield-Vette,LED FAN HEAT SINK 190X37MM,100,0,"25.74000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/dualled-130x.jpg,345-1881-ND,DUALLED-13080,Wakefield-Vette,LED FAN HEAT SINK 130X80MM,100,0,"28.78000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/LED_Spotlight_Active_Cooling_Module.pdf,-,259-1899-ND,LM310-001A99DN,Sunon Fans,RECT FANSINK CITIZEN CL-L050,30,0,"43.47000","0","1","-","-","Active","Fansink","Citizen CL-L050","Rectangular"
http://www.wakefield-vette.com/Portals/0/HiBay%20LED%20Heat%20Sink/HiBay%20LED%20Heat%20Sink%20Wakefield%20Vette.pdf,//media.digikey.com/photos/Wakefield%20Photos/124212.JPG,345-1579-ND,124212,Wakefield-Vette,ROUND HEAT SINK LED MODULES,22,0,"60.11000","0","1","Bulk","HiBay","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/HiBay%20LED%20Heat%20Sink/HiBay%20LED%20Heat%20Sink%20Wakefield%20Vette.pdf,//media.digikey.com/photos/Wakefield%20Photos/124213.JPG,345-1580-ND,124213,Wakefield-Vette,ROUND HEAT SINK LED MODULES,25,0,"67.19000","0","1","Bulk","HiBay","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/HiBay%20LED%20Heat%20Sink/HiBay%20LED%20Heat%20Sink%20Wakefield%20Vette.pdf,//media.digikey.com/photos/Wakefield%20Photos/124215.JPG,345-1581-ND,124214,Wakefield-Vette,ROUND HEAT SINK LED MODULES,23,0,"69.94000","0","1","Bulk","HiBay","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/HiBay%20LED%20Heat%20Sink/HiBay%20LED%20Heat%20Sink%20Wakefield%20Vette.pdf,//media.digikey.com/photos/Wakefield%20Photos/124215.JPG,345-1582-ND,124215,Wakefield-Vette,ROUND HEAT SINK LED MODULES,25,0,"76.68000","0","1","Bulk","HiBay","Active","Heat Sink","LED Modules","Round"
http://www.wakefield-vette.com/Portals/0/DUAL%20LED/Dual%20Active%20&%20Passive%20LED%20Heat%20Sink%20Wakefield%20Vette_Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/MFG_dualled-225x.jpg,345-1883-ND,DUALLED-22560,Wakefield-Vette,LED FAN HEAT SINK 225X60MM,100,0,"79.18000","0","1","-","DUAL LED","Active","Heat Sink","LED Modules","Round"
http://www.bergquistcompany.com/pdfs/LED%20Config%20Sht_Rev%204.pdf,//media.digikey.com/photos/Bergquist/803113.JPG,BER259-ND,803113,Bergquist,SQU THERM CLAD BRD LITE-ON LOPL,217,0,"1.61000","0","1","1 per Pkg","Thermal Clad® IMS®","Active","Thermal Clad Board","Lite-On® LOPL","Square"
https://www.cree.com/led-components/media/documents/LEDModules_LMR2.pdf,//media.digikey.com/Photos/Cree%20Photos/LMR020-HS02-0000-0000001.jpg,LMR020-HS02-0000-0000001-ND,LMR020-HS02-0000-0000001,Cree Inc.,RND HEAT SINK CREE LMR2 LED MOD,41,0,"3.02000","0","1","-","-","Last Time Buy","Heat Sink","Cree LMR2 LED Modules","Round"
//media.digikey.com/pdf/Data%20Sheets/T-Global%20Technology%20PDFs/TG-CPCB1-LI98-0.15.pdf,//media.digikey.com/Photos/T-Global%20Technology%20Photos/MFG_TG-CPCB1%20Star1.jpg,1168-1845-ND,TG-CPCB1-LI98-0.15,t-Global Technology,STAR THERM CLAD BOARD LED SERIES,507,0,"3.78000","0","1","Bulk","-","Obsolete","Thermal Clad Board","LUXEON LED Series","Star"
//media.digikey.com/pdf/Data%20Sheets/Nuventix%20PDFs/SynJet_%20Spotlight_%20Cooler_%2036W.pdf,//media.digikey.com/Photos/Nuventix/NX301102.JPG,1061-1138-ND,NX301102,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK CONFIG BRIDGELUX,33,0,"6.06000","0","1","-","SynJet®","Active","Heat Sink","Configurable, Citizen, Bridgelux, Zhaga B3","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA000-003999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA000-003999DN.JPG,259-1607-ND,RA000-003999DN,Sunon Fans,RND HEAT SINK FORTIMO LED MODULE,51,0,"8.10000","0","1","-","-","Active","Heat Sink","Fortimo LED Modules","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/TA002-10002.pdf,//media.digikey.com/Photos/Sunon%20Photos/TA002-10002.jpg,259-1536-ND,TA002-10002,Sunon Fans,ROUND FANSINK DOWNLIGHT MODULES,70,0,"9.41000","0","1","-","-","Active","Fansink","Downlight Modules","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow75-Spotlight-LED-Cooler-31W.pdf,//media.digikey.com/Photos/Nuventix/MFG_HSLCS-CALCL-001.jpg,1061-1036-ND,HSLCS-CALCL-007,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK CONFIGURABLE,34,0,"9.69000","0","1","-","SynJet®","Active","Heat Sink","Configurable","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA001-004999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA001-004999DN.JPG,259-1611-ND,RA001-004999DN,Sunon Fans,RND HEAT SINK FORTIMO LED MODULE,44,0,"9.87000","0","1","-","-","Obsolete","Heat Sink","Fortimo LED Modules","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/LA002-001A99DY_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/LA002-001A99DY.jpg,259-1594-ND,LA002-001A99DY,Sunon Fans,ROUND FANSINK GE INFUSION,29,0,"10.22000","0","1","-","MagLev®","Active","Fansink","GE Infusion™","Round"
https://www.boydcorp.com/aavid-datasheets/AavLED-Heat-Sink-R87-60.pdf,//media.digikey.com/Photos/Nuventix/NX301114.JPG,1061-1132-ND,NX301114,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK CONFIGURABLE,92,0,"10.81000","0","1","-","SynJet®","Active","Heat Sink","Configurable","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow75-Spotlight-LED-Cooler-31W.pdf,//media.digikey.com/Photos/Nuventix/HSLCS-CALCL-019.jpg,1061-1140-ND,HSLCS-CALCL-019,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK XICATO XSM,57,0,"10.95000","0","1","-","SynJet®","Obsolete","Heat Sink","Xicato XSM","Round"
//media.digikey.com/pdf/Data%20Sheets/Nuventix%20PDFs/Spotlight_Cooler_38W_LED_Heat_Sink.pdf,//media.digikey.com/Photos/Nuventix/MFG_HSLCS-CALBL-001.jpg,1061-1043-ND,HSLCS-CALBL-015,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK SPOTLIGHTS,79,0,"10.97000","0","1","-","SynJet®","Active","Heat Sink","Spotlights","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow75-Spotlight-LED-Cooler-31W.pdf,//media.digikey.com/Photos/Nuventix/HSLCS-CALCL-021.jpg,1061-1164-ND,HSLCS-CALCL-021,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK VERO ES MOLEX,65,0,"11.07000","0","1","-","SynJet®","Active","Heat Sink","Bridgelux Vero ES, Molex","Round"
https://www.qats.com/ShowPDF/ATSEU-077C-C6-R0.ashx,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-077C-C6-R0.jpg,ATS1465-ND,ATSEU-077C-C6-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,93,0,"11.71000","0","1","-","STAR","Active","Heat Sink","LED","Star"
https://www.boydcorp.com/aavid-datasheets/Aavid-XFlow30-Linear-Light-Cooler-30W.pdf,//media.digikey.com/Photos/Nuventix/NX301100.jpg,1061-1061-ND,NX301100,"Aavid, Thermal Division of Boyd Corporation",RECTANGULAR HEAT SINK LED ARRAYS,71,0,"12.63000","0","1","-","SynJet®","Active","Heat Sink","LED Arrays","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Loctite%20PDFs/TCF_%204000_PXF.pdf,//media.digikey.com/Photos/Loctite/1886887.jpg,1000-132-ND,1887214,Bergquist,SQUARE THERMAL PAD BRIDGELUX,38,0,"12.88000","0","1","-","PowerstrateXtreme","Obsolete","Thermally Conductive Pad","Bridgelux Vero 13","Square"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow65-Twist-Module-Cooler-40W.pdf,//media.digikey.com/Photos/Nuventix/MFG_HP30S-CALBL-002.jpg,1061-1012-ND,HP30S-CALBL-002,"Aavid, Thermal Division of Boyd Corporation",RND HEAT SINK FORTIMO LED TDLM,88,0,"13.05000","0","1","-","SynJet®","Active","Heat Sink","Fortimo Twistable LED TDLM","Round"
https://www.boydcorp.com/aavid-datasheets/AavSpotlight-Cooler-60W-LED-Heatsink.pdf,//media.digikey.com/Photos/Nuventix/NX300100%20(2).jpg,1061-1055-ND,NX300100,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK SPOTLIGHTS,100,0,"13.15000","0","1","-","SynJet®","Active","Heat Sink","Spotlights","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/LA001-013A99DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/LA001-012A99DN.jpg,259-1592-ND,LA001-013A99DN,Sunon Fans,ROUND FANSINK GE INFUSION,69,0,"13.26000","0","1","-","MagLev®","Active","Fansink","GE Infusion™","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA000-002999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA000-002999DN.JPG,259-1606-ND,RA000-002999DN,Sunon Fans,RND HEAT SINK FORTIMO LED MODULE,66,0,"13.64000","0","1","-","-","Active","Heat Sink","Fortimo LED Modules","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/LA001-012A99DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/LA001-012A99DN.jpg,259-1591-ND,LA001-012A99DN,Sunon Fans,ROUND FANSINK GE INFUSION,79,0,"15.20000","0","1","-","MagLev®","Active","Fansink","GE Infusion™","Round"
https://www.qats.com/ShowPDF/ATSEU-077D-C3-R0.ashx,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-077D-C3-R0.jpg,ATS1474-ND,ATSEU-077D-C3-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,91,0,"15.26000","0","1","-","STAR","Active","Heat Sink","LED","Star"
https://www.qats.com/DataSheet/STAR_LED,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-077C-C2-R0.jpg,ATS1479-ND,ATSEU-077C-C2-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,73,0,"15.46000","0","1","-","STAR","Active","Heat Sink","LED","Star"
https://www.qats.com/DataSheet/STAR_LED,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-077D-C2-R0.jpg,ATS1475-ND,ATSEU-077D-C2-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,97,0,"15.66000","0","1","-","STAR","Active","Heat Sink","LED","Star"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/LA004-0011A99DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/LA004-011A99DN.jpg,259-1603-ND,LA004-011A99DN,Sunon Fans,ROUND FANSINK GE INFUSION,49,0,"15.93000","0","1","-","MagLev®","Active","Fansink","GE Infusion™","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlowR87-SynJet-Spotlight-Cooler-47W.pdf,//media.digikey.com/Photos/Nuventix/MFG_NX201101.jpg,1061-1095-ND,NX201101,"Aavid, Thermal Division of Boyd Corporation",ROUND ACTIVE COOLING DOWNLIGHTS,51,0,"16.01000","0","1","-","SynJet®","Obsolete","Active Cooling","Downlights, Spotlights, and Arrays","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlowR87-SynJet-Spotlight-Cooler-47W.pdf,//media.digikey.com/Photos/Nuventix/MFG_NX201102.jpg,1061-1094-ND,NX201102,"Aavid, Thermal Division of Boyd Corporation",ROUND ACTIVE COOLING DOWNLIGHTS,49,0,"16.01000","0","1","-","SynJet®","Obsolete","Active Cooling","Downlights, Spotlights, and Arrays","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow90-Twist-Module-Cooler-43W.pdf,//media.digikey.com/Photos/Nuventix/NX200100.jpg,1061-1051-ND,NX200100,"Aavid, Thermal Division of Boyd Corporation",ROUND ACTIVE COOLING SPOTLIGHTS,10,0,"16.16000","0","1","-","SynJet®","Obsolete","Active Cooling","Spotlights","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow90-Twist-Module-Cooler-58W.pdf,//media.digikey.com/Photos/Aavid%20Thermalloy%20Photos/NX300131.jpg,1061-1090-ND,NX300131,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK GE INFUSION,59,0,"16.26000","0","1","-","SynJet®","Active","Heat Sink","GE Infusion™","Round"
https://www.qats.com/DataSheet/STAR_LED,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-077B-C2-R0.jpg,ATS1483-ND,ATSEU-077B-C2-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,99,0,"16.29000","0","1","-","STAR","Active","Heat Sink","LED","Star"
https://www.boydcorp.com/aavid-datasheets/Aavid-XFlow42-LED-Cooler-L100-180.pdf,//media.digikey.com/Photos/Nuventix/NX202100.JPG,1061-1110-ND,NX202101,"Aavid, Thermal Division of Boyd Corporation",RECT ACTIVE COOL LED LUMINAIRES,47,0,"17.61000","0","1","-","SynJet®","Obsolete","Active Cooling","LED Luminaires","Rectangular"
https://www.qats.com/ShowPDF/ATSEU-077D-C4-R0.ashx,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-077D-C4-R0.jpg,ATS1473-ND,ATSEU-077D-C4-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,100,0,"17.68000","0","1","-","STAR","Active","Heat Sink","LED","Star"
https://www.qats.com/ShowPDF/ATSEU-077B-C3-R0.ashx,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-077B-C4-R0.jpg,ATS1481-ND,ATSEU-077B-C4-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,100,0,"17.85000","0","1","-","STAR","Active","Heat Sink","LED","Star"
https://www.boydcorp.com/aavid-datasheets/AavDatasheet-Spotlight-Cooler-70W-LED-Heatsink.pdf,//media.digikey.com/Photos/Nuventix/MFG_NX300119.jpg,1061-1087-ND,NX300119,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK SPOTLIGHTS,67,0,"19.76000","0","1","-","SynJet®","Active","Heat Sink","Spotlights","Round"
//media.digikey.com/pdf/Data%20Sheets/Lamina%20Ceramics%20PDFs/Light_Engine_Accessories_II.pdf,//media.digikey.com/photos/Lamina%20Photos/HS-5200-0493.JPG,521-1068-ND,HS-5200-0493,Lighting Science Group Corporation,ROUND HEAT SINK TITAN LGT ENGINE,33,0,"20.01000","0","1","1 per Pkg","ThermaCool™","Obsolete","Heat Sink","Titan™ Light Engine","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA001-001999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA001-001999DN.JPG,259-1608-ND,RA001-001999DN,Sunon Fans,RND HEAT SINK FORTIMO LED TDLM,56,0,"20.46000","0","1","-","-","Active","Heat Sink","Fortimo Twistable LED TDLM","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA001-003999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA001-003999DN.JPG,259-1610-ND,RA001-003999DN,Sunon Fans,RND HEAT SINK FORTIMO LED MODULE,56,0,"21.55000","0","1","-","-","Active","Heat Sink","Fortimo LED Modules","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/SA000-12055.pdf,//media.digikey.com/Photos/Sunon%20Photos/SA000-12055.JPG,259-1683-ND,SA000-12055,Sunon Fans,ROUND HEAT SINK SPOTLIGHTS,38,0,"23.15000","0","1","Bulk","-","Active","Heat Sink","Spotlights","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow90-Wall-Washer-Cooler-82W.pdf,//media.digikey.com/Photos/Nuventix/MFG_NX300132.jpg,1061-1108-ND,NX300132,"Aavid, Thermal Division of Boyd Corporation",RECTANGULAR HEAT SINK LED ARRAYS,43,0,"24.33000","0","1","-","SynJet®","Active","Heat Sink","LED Arrays","Rectangular"
https://www.boydcorp.com/aavid-datasheets/AavDatasheet-Spotlight-Cooler-70W-LED-Heatsink.pdf,//media.digikey.com/Photos/Nuventix/NX300151.JPG,1061-1114-ND,NX300151,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK CITIZEN CL-L040,29,0,"25.15000","0","1","-","-","Active","Heat Sink","Citizen CL-L040, Ledil, Molex Helieon, Philips Twistable, Zhaga B2","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow90-Outdoor-Wall-Washer-Cooler-82W.pdf,//media.digikey.com/Photos/Nuventix/NX300160.JPG,1061-1155-ND,NX300160,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK BRIDGELUX,34,0,"25.34000","0","1","-","SynJet®","Active","Heat Sink","Bridgelux RS, Bridgelux Vero 29","Round"
https://www.boydcorp.com/aavid-datasheets/AavLED-Heatsink-R186-70.pdf,//media.digikey.com/Photos/Nuventix/MFG_NX5011.jpg,1061-1169-ND,NX501111,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK OSRAM LEDIL,38,0,"26.12000","0","1","-","-","Active","Heat Sink","-","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/SA000-12004.pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_SA000-12004.jpg,259-1679-ND,SA000-12004,Sunon Fans,ROUND HEAT SINK SPOTLIGHTS,66,0,"27.36000","0","1","Bulk","-","Active","Heat Sink","Spotlights","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/SA000-11009.pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_SA000-11009.jpg,259-1677-ND,SA000-11009,Sunon Fans,ROUND HEAT SINK SPOTLIGHTS,48,0,"27.73000","0","1","Bulk","-","Active","Heat Sink","Spotlights","Round"
https://www.qats.com/DataSheet/HSDS_ATS-58003-C2-R0,//media.digikey.com/photos/Advanced%20Thermal%20Solutions%20Photos/ATS-58003-C2-R0.jpg,ATS1364-ND,ATS-58003-C1-R0,Advanced Thermal Solutions Inc.,RECT HEAT SINK GENERAL PURPOSE,83,0,"28.26000","0","1","1 per Pkg","maxiFLOW","Active","Heat Sink","General Purpose","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/SA000-12028.pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_SA000-12028.jpg,259-1682-ND,SA000-12028,Sunon Fans,ROUND HEAT SINK SPOTLIGHTS,47,0,"28.77000","0","1","Bulk","-","Active","Heat Sink","Spotlights","Round"
https://www.qats.com/DataSheet/STAR_LED,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-109-C2-R0.jpg,ATS1462-ND,ATSEU-109-C2-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,79,0,"29.93000","0","1","-","STAR","Active","Heat Sink","LED","Star"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA001-002999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA001-002999DN.JPG,259-1609-ND,RA001-002999DN,Sunon Fans,ROUND HEAT SINK GE INFUSION,60,0,"38.74000","0","1","-","-","Active","Heat Sink","GE Infusion™","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA002-001999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA002-001999DN.JPG,259-1612-ND,RA002-001999DN,Sunon Fans,RND HEAT SINK FORTIMO LED TDLM,59,0,"40.52000","0","1","-","-","Active","Heat Sink","Fortimo Twistable LED TDLM","Round"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/RA002-002999DN_Spec.pdf,//media.digikey.com/Photos/Sunon%20Photos/RA002-002999DN.jpg,259-1613-ND,RA002-002999DN,Sunon Fans,RND HEAT SINK FORTIMO LED MODULE,56,0,"41.93000","0","1","-","-","Active","Heat Sink","Fortimo LED Modules","Round"
https://www.qats.com/DataSheet/STAR_LED,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/MFG_ATSEU-110-C2-R0.jpg,ATS1461-ND,ATSEU-110-C2-R0,Advanced Thermal Solutions Inc.,STAR HEAT SINK LED,98,0,"46.87000","0","1","-","STAR","Active","Heat Sink","LED","Star"
http://opulent-na.com/wp-content/uploads/XHP-Modules_HeatSinks.pdf,//media.digikey.com/Photos/Opulent%20North%20America/ONAH-0804-01.JPG,1672-1027-ND,ONAH-0804-01,Opulent Americas,RECT HEAT SNK CREE XHP35 2X6 MOD,23,0,"60.89000","0","1","-","Interlocking 100W","Active","Heat Sink","Cree XHP35 2x6 Modules","Rectangular"
https://www.cree.com/led-components/media/documents/LEDModules_LMH2.pdf,//media.digikey.com/Photos/Cree%20Photos/LMH020-HS00-0000-0000001.jpg,LMH020-HS00-0000-0000001-ND,LMH020-HS00-0000-0000001,Cree Inc.,ROUND HEAT SINK LMH2 LED MODULE,0,0,"10.55000","0","1","Tray","LMH2 TrueWhite®","Active","Heat Sink","LMH2 TrueWhite® LED Module","Round"
https://www.boydcorp.com/aavid-datasheets/Aavid-ZFlow65-Par20-24W-Cooler.pdf,//media.digikey.com/Photos/Nuventix/MFG_HP20S-CALBL-001.jpg,1061-1009-ND,HP20S-CALBL-001,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK PAR SPOTLIGHTS,0,0,"7.41000","0","1","-","SynJet®","Active","Heat Sink","PAR, Spotlights","Round"
-,//media.digikey.com/Photos/Nuventix/NX301118.jpg,1061-1151-ND,NX301118,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK BRIDGELUX VERO,6,0,"10.66000","0","1","-","SynJet®","Active","Heat Sink","Bridgelux Vero 29","Round"
https://www.boydcorp.com/aavid-datasheets/AavLED-Heat-Sink-R87-60.pdf,//media.digikey.com/photos/Nuventix/NX301117.jpg,1061-1149-ND,NX301117,"Aavid, Thermal Division of Boyd Corporation",ROUND HEAT SINK BRIDGELUX VERO,0,0,"10.95000","0","1","-","SynJet®","Active","Heat Sink","Bridgelux Vero 29","Round"
http://www.tglobaltechnology.com/LED-die-cuts/LP0007v01-Li2000-015.PDF,//media.digikey.com/Photos/T-Global%20Technology%20Photos/LP0007%5E01-LI2000-0.15.JPG,1168-1909-ND,LP0007/01-LI2000-0.15,t-Global Technology,THERMAL PAD LUXEON H14/H24,20,0,"0.22000","0","1","-","LP","Active","Thermally Conductive Pad","LUXEON H14 and H24","-"
http://www.tglobaltechnology.com/LED-die-cuts/LP0007v01-Ti900-012.PDF,//media.digikey.com/Photos/T-Global%20Technology%20Photos/LP0007%5E01-TI900-0.12.JPG,1168-1919-ND,LP0007/01-TI900-0.12,t-Global Technology,THERMAL PAD LUXEON H14/H24,69,0,"0.28000","0","1","-","LP","Active","Thermally Conductive Pad","LUXEON H14 and H24","-"
http://www.tglobaltechnology.com/LED-die-cuts/LP0001v01-L37-3F-0.45-2A.PDF,//media.digikey.com/Photos/T-Global%20Technology%20Photos/LP0001%5E01-L37-3F-0.45-2A.JPG,1168-1854-ND,LP0001/01-L37-3F-0.45-2A,t-Global Technology,STAR THERMAL PAD LED STAR BRD,42,0,"0.37000","0","1","-","LP","Active","Thermally Conductive Pad","LED Star Board","Star"
