Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Lamp Color","Lens Color","Lens Transparency","Ratings","Voltage","Current","Panel Cutout Shape","Panel Cutout Dimensions","Lens Style","Lens Size","Millicandela Rating","Wavelength - Peak","Viewing Angle","Termination Style","Ingress Protection","Features"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/678_Series.pdf,//media.digikey.com/Photos/Dialight/6783331113F.JPG,350-3982-ND,6783331113F,Dialight,8MM HO/O PMI 2VFTYP W/O RES,290,0,"5.03000","0","1","678","Active","LED","Orange","-","-","DC","2V","30mA","Round","0.32"" (8.13mm)","-","-","3260mcd","-","20°","Solder Lug","-","-"
http://static.vcclite.com/pdf/75Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/75R-2212.jpg,75HR-2212-ND,75HR-2212,Visual Communications Company - VCC,NEON PANEL INDICATOR 250V,339,0,"5.05000","0","1","75","Active","Neon","-","Green","-","-","250V","-","Round","0.38"" (9.65mm)","Round with Domed Top","-","-","-","-","Wire Leads - 6"" (152.40mm)","-","Oil Resistant"
http://static.vcclite.com/pdf/75Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/75R-2212T.jpg,75R-2212T-ND,75R-2212T,Visual Communications Company - VCC,125V GRN NEON TERMINAL,329,0,"5.05000","0","1","75","Active","Neon","-","Green","-","-","125V","-","Round","0.38"" (9.65mm)","Round with Domed Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","Oil Resistant"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_612_Jan2018.pdf,//media.digikey.com/photos/Dialight/612-3332-130F.JPG,350-2106-ND,6123332130F,Dialight,LED PANEL MNT 12MM YELLOW 12VDC,273,0,"5.24000","0","1","612","Active","LED","Yellow","Yellow","-","DC","12V","-","Round","0.49"" (12.45mm)","Round with Flat Top","10.00mm Dia","90mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_612_Jan2018.pdf,//media.digikey.com/photos/Dialight/612-3132-120F.JPG,350-2099-ND,6123132120F,Dialight,LED PANEL MNT 12MM RED 6VDC,246,0,"5.24000","0","1","612","Active","LED","Red","Red","-","DC","6V","-","Round","0.49"" (12.45mm)","Round with Flat Top","10.00mm Dia","60mcd","-","-","-","-","-"
https://www.bivar.com/Files/Datasheets/MPC5XXWX.X.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/MPC5BWDW12.0.jpg,492-1554-ND,MPC5BWDW12.0,Bivar Inc.,PNL MNT BLUE W/WIRE 12"",701,0,"5.29000","0","1","MPC5","Active","LED","Blue","Blue","Diffused","Vf (Typ), If (Max)","4V","25mA","Round","0.32"" (8.13mm)","Round with Domed Top","5mm, T-1 3/4","15mcd","430nm","45°","Wire Leads - 12"" (304.80mm)","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Indicators.pdf,//media.digikey.com/Photos/Arcolectric/NL589C2G.jpg,1091-1107-ND,NL589C2G,Bulgin,LAMP NEON PNL MNT 125V GREEN,530,0,"5.40000","0","1","NL","Active","Neon","Green","Green","Diffused","Vf (Typ), If (Max)","105V ~ 130V","-","Round","0.50"" (12.70mm)","Round with Flat Top","15.90mm Dia","-","-","-","Quick Connect - 0.250"" (6.3mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_676_Jan2018.pdf,//media.digikey.com/Photos/Dialight/6762311110F.jpg,350-3945-ND,6762311110F,Dialight,LED PANEL INDCATOR ORANGE 2V,252,0,"5.51000","0","1","676","Active","LED","Orange","-","-","DC","2V","20mA","Round","0.24"" (6.20mm)","-","-","7810mcd","-","-","PC Pin","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/MDEXPMICATX001.pdf,//media.digikey.com/Photos/Dialight/605-1211-110F.JPG,350-2904-ND,6051211110F,Dialight,LED PNL IND 5MM GREEN PROTRUDING,322,0,"5.64000","0","1","605","Active","LED","Green","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.25"" (6.35mm)","Round with Domed Top","2.79mm Dia","72mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_606_Jan2018.pdf,//media.digikey.com/Photos/Dialight/606-2211-110F.JPG,350-2913-ND,6062211110F,Dialight,LED PNL IND 6MM GRN 15MA RECESS,214,0,"5.64000","0","1","606","Active","LED","Green","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.25"" (6.35mm)","Round with Flat Top","-","30mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_606_Jan2018.pdf,//media.digikey.com/Photos/Dialight/606-1211-110F.JPG,350-2907-ND,6061211110F,Dialight,LED PNL IND 6MM GRN 2V PROTRUD,261,0,"5.64000","0","1","606","Active","LED","Green","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.25"" (6.35mm)","Round with Domed Top","-","30mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/MDEXPMICATX001.pdf,//media.digikey.com/Photos/Dialight/605-2211-110F.jpg,350-3428-ND,6052211110F,Dialight,LED PNL IND 5MM GREEN RECESS,200,0,"5.64000","0","1","605","Active","LED","Green","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.25"" (6.35mm)","Round with Flat Top","-","72mcd","-","-","-","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS61XXB12.JPG,679-3363-ND,QS61XXB12,APEM Inc.,INDICATOR 6MM FIXED BLU 12V SLDR,239,200,"5.73000","0","1","QS","Active","LED","Blue","Blue","Diffused","DC","12V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","800mcd","-","30°","Solder Lug","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS123XXB12.JPG,679-3495-ND,QS123XXB12,APEM Inc.,INDICATOR 12MM FIXED BL 12V WIRE,169,0,"5.73000","0","1","QS","Active","LED","Blue","Blue","Diffused","DC","12V","20mA","Round","0.47"" (11.94mm)","Round with Flat Top","14.00mm Dia","800mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS123XXBxx.JPG,679-3501-ND,QS123XXB24,APEM Inc.,INDICATOR 12MM FIXED BL 24V WIRE,131,0,"5.73000","0","1","QS","Active","LED","Blue","Blue","Diffused","DC","24V","20mA","Round","0.47"" (11.94mm)","Round with Flat Top","14.00mm Dia","800mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
http://spec_sheets.e-switch.com/specs/52-PVL06FL131.pdf,//media.digikey.com/photos/E-Switch%20Photos/PVL06FL131.jpg,EG5372-ND,PVL06FL131,E-Switch,LED PANEL INDICATOR GREEN 2.8V,140,0,"5.75000","0","1","PVL","Active","LED","Green","Green","Clear","-","2.8V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","-","-","-","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/6010MRev2.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/6013M5.jpg,6013M5-ND,6013M5,Visual Communications Company - VCC,INDICATOR NEON GREEN PANEL MNT,418,0,"5.86000","0","1","6013M","Active","Neon","Green","-","-","AC","208V ~ 250V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-1312-110F.jpg,350-2918-ND,6071312110F,Dialight,LED PNL IND 7MM YLW PROTRUD,204,0,"5.91000","0","1","607","Active","LED","Yellow","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","66mcd","-","-","-","-","-"
http://static.vcclite.com/files/6010QMRev1.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_6091QM1-24V.jpg,6091QM1-24V-ND,6091QM1-24V,Visual Communications Company - VCC,INDICATOR NEON RED PANEL MNT,287,0,"6.02000","0","1","6091QM","Active","LED","Red","-","-","-","24V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Quick Connect - 0.187"" (4.7mm)","NEMA 13","Oil Resistant"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/6010MRev2.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/6091M5-24V.jpg,6091M5-12V-ND,6091M5-12V,Visual Communications Company - VCC,INDICATOR SOLID STATE GRN PNL MT,237,0,"6.02000","0","1","6091M","Active","LED","Green","-","-","-","12V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/6010MRev2.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/MFG_6091M7-24V.JPG,6091M7-24V-ND,6091M7-24V,Visual Communications Company - VCC,INDICATOR SOLID STATE YLW PNL MT,185,0,"6.02000","0","1","6091M","Active","LED","Yellow","-","-","-","24V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
http://www.vcclite.com/_pdf/6010M%206011M%206012M%206013M%20and%206091M%20Series%20Oil-Tight%20Non-Relampable%20Neon-LED%20Indicator%20Lights.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/6091M1-12V.jpg,6091M1-12V-ND,6091M1-12V,Visual Communications Company - VCC,INDICATOR SOLID STATE RED PNL MT,167,0,"6.02000","0","1","6091M","Active","LED","Red","-","-","-","12V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS83XXHG220.jpg,679-3426-ND,QS83XXHG220,APEM Inc.,INDICATOR 8MM FIXED HI GRN 220V,524,0,"6.03000","0","1","QS","Active","LED","Green","Green","Diffused","AC","220V","3mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","1200mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS83XXHG110.jpg,679-3420-ND,QS83XXHG110,APEM Inc.,INDICATOR 8MM FIXED HI GRN 110V,467,0,"6.03000","0","1","QS","Active","LED","Green","Green","Diffused","AC","110V","6mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","1200mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS103XXHR110.jpg,679-3467-ND,QS103XXHR110,APEM Inc.,INDICATOR 10MM FIXED HI RED 110V,395,100,"6.03000","0","1","QS","Active","LED","Red","Red","Diffused","AC","110V","6mA","Round","0.39"" (9.91mm)","Round with Flat Top","12.00mm Dia","6000mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS83XXHR220.jpg,679-3425-ND,QS83XXHR220,APEM Inc.,INDICATOR 8MM FIXED HI RED 220V,329,0,"6.03000","0","1","QS","Active","LED","Red","Red","Diffused","AC","220V","3mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","6000mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS123XXHG220.jpg,679-3522-ND,QS123XXHG220,APEM Inc.,INDICATOR 12MM FIXED HI GRN 220V,324,100,"6.03000","0","1","QS","Active","LED","Green","Green","Diffused","AC","220V","3mA","Round","0.47"" (11.94mm)","Round with Flat Top","14.00mm Dia","1200mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS123XXHG110.jpg,679-3516-ND,QS123XXHG110,APEM Inc.,INDICATOR 12MM FIXED HI GRN 110V,317,0,"6.03000","0","1","QS","Active","LED","Green","Green","Diffused","AC","110V","6mA","Round","0.47"" (11.94mm)","Round with Flat Top","14.00mm Dia","1200mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS81XXHG220.jpg,679-3414-ND,QS81XXHG220,APEM Inc.,INDICATOR 8MM FIXED HI GRN 220V,240,0,"6.03000","0","1","QS","Active","LED","Green","Green","Diffused","AC","220V","3mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","1200mcd","-","45°","Solder Lug","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS103XXHR220.jpg,679-3473-ND,QS103XXHR220,APEM Inc.,INDICATOR 10MM FIXED HI RED 220V,197,0,"6.03000","0","1","QS","Active","LED","Red","Red","Diffused","AC","220V","3mA","Round","0.39"" (9.91mm)","Round with Flat Top","12.00mm Dia","6000mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS83XXHR110.jpg,679-3419-ND,QS83XXHR110,APEM Inc.,INDICATOR 8MM FIXED HI RED 110V,169,100,"6.03000","0","1","QS","Active","LED","Red","Red","Diffused","AC","110V","6mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","6000mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS81XXHG110.jpg,679-3408-ND,QS81XXHG110,APEM Inc.,INDICATOR 8MM FIXED HI GRN 110V,135,300,"6.03000","0","1","QS","Active","LED","Green","Green","Diffused","AC","110V","6mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","1200mcd","-","45°","Solder Lug","-","-"
-,//media.digikey.com/photos/Dialight/616-1332-130F.JPG,350-2115-ND,6161332130F,Dialight,LED PANEL MNT 16MM YELLOW 12VDC,156,0,"6.09000","0","1","616","Active","LED","Yellow","Yellow","-","DC","12V","-","Round","0.64"" (16.26mm)","Round with Domed Top","18.00mm Dia","90mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/507-xxxx-37xx-500.pdf,//media.digikey.com/Photos/Dialight/507-4760-3331-500F.JPG,350-2402-ND,50747603331500F,Dialight,LED PANEL INDICATOR RED 14V,264,0,"6.13000","0","1","507","Active","LED","Red","-","-","Vf (Typ), If (Max)","14V","20mA","Round","Cartridge-Holder Required","Round with Flat Top","7.14mm Dia","10mcd","-","-","-","-","-"
http://www.vcclite.com/_pdf/L59Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L59D-R24.jpg,L59D-R12-W-ND,L59D-R12-W,Visual Communications Company - VCC,LED PANEL INDICATOR RED 12V,173,0,"6.13000","0","1","L59","Active","LED","Red","Red","Diffused","DC","12V","20mA","Round","0.25"" (6.35mm)","Round with Domed Top","5.08mm Dia","10mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://www.vcclite.com/_pdf/L59Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L59D-G12-W.jpg,L59D-G12-W-ND,L59D-G12-W,Visual Communications Company - VCC,LED PANEL INDICATOR GRN 12V,143,0,"6.13000","0","1","L59","Active","LED","Green","Green","Diffused","DC","12V","20mA","Round","0.25"" (6.35mm)","Round with Domed Top","5.08mm Dia","20mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://www.vcclite.com/_pdf/L59Series.pdf,"//media.digikey.com/photos/CML%20Innovative%20Photos/5100H7FL,5110F7.jpg",L59D-Y24-W-ND,L59D-Y24-W,Visual Communications Company - VCC,LED PANEL INDICATOR YLW 24V,131,0,"6.13000","0","1","L59","Active","LED","Yellow","Yellow","Diffused","DC","24V","20mA","Round","0.25"" (6.35mm)","Round with Domed Top","5.08mm Dia","20mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/677_Watertight_Series.pdf,//media.digikey.com/photos/Dialight/6773135331F.jpg,350-3965-ND,6773135331F,Dialight,7MM HR/R PMI-12VDC W/O-RING,229,0,"6.21000","0","1","677","Active","LED","Red","-","-","DC","12V","30mA","Round","0.28"" (7.11mm)","-","-","1370mcd","-","-","Wire Leads - 6"" (152.40mm)","IP66, NEMA 4X","-"
http://static.vcclite.com/pdf/75Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L75R-R24-2211.jpg,L75R-R24-2211-ND,L75R-R24-2211,Visual Communications Company - VCC,24V RED LED 6"" WIRE,192,0,"6.21000","0","1","L75","Active","LED","Red","Red","-","DC","24V","-","Round","0.38"" (9.65mm)","Round with Domed Top","-","-","-","-","Wire Leads - 6"" (152.40mm)","-","-"
https://www.vcclite.com/wp-content/uploads/wpallimport/files/files/32_35_Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/32R-2111.jpg,32R-2111-ND,32R-2111,Visual Communications Company - VCC,NEON PANEL INDICATOR 125V,193,0,"6.47000","0","1","32/35","Active","Neon","-","Red","-","-","125V","-","Round","0.50"" (12.70mm)","Round with Flat Top","10.72mm Dia","-","-","-","Wire Leads - 6"" (152.40mm)","-","-"
http://static.vcclite.com/pdf/36Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/36EN-2311.jpg,36EN-2311-ND,36EN-2311,Visual Communications Company - VCC,RED NEON 125 VOLTS,175,0,"6.56000","0","1","36","Active","Neon","-","Red","-","-","125V","-","Round","0.31"" (7.87mm)","Round with Flat Top","7.54mm Dia","-","-","-","Wire Leads - 6"" (152.40mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/680_Series.pdf,//media.digikey.com/Photos/Dialight/6803335143F.JPG,350-4044-ND,6803335143F,Dialight,10MM HO/O PMI-24VDC,125,0,"6.61000","0","1","680","Active","LED","Yellow","-","-","DC","24V","30mA","Round","0.41"" (10.41mm)","-","-","1455mcd","-","-","Wire Leads - 6"" (152.40mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS81XXHB110.jpg,679-3411-ND,QS81XXHB110,APEM Inc.,INDICATOR 8MM FIXED HI BLU 110V,4333,700,"6.63000","0","1","QS","Active","LED","Blue","Blue","Diffused","AC","110V","6mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","1600mcd","-","45°","Solder Lug","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS123XXHB110.jpg,679-3519-ND,QS123XXHB110,APEM Inc.,INDICATOR 12MM FIXED HI BLU 110V,522,0,"6.63000","0","1","QS","Active","LED","Blue","Blue","Diffused","AC","110V","6mA","Round","0.47"" (11.94mm)","Round with Flat Top","14.00mm Dia","1600mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS83XXHB110.jpg,679-3423-ND,QS83XXHB110,APEM Inc.,INDICATOR 8MM FIXED HI BLU 110V,194,0,"6.63000","0","1","QS","Active","LED","Blue","Blue","Diffused","AC","110V","6mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","1600mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS103XXHO110.jpg,679-3470-ND,QS103XXHO110,APEM Inc.,INDICATOR 10MM FIXED HI ORA 110V,115,0,"6.63000","0","1","QS","Active","LED","Orange","Orange","Diffused","AC","110V","6mA","Round","0.39"" (9.91mm)","Round with Flat Top","12.00mm Dia","4100mcd","-","45°","Wire Leads - 7.87"" (200.00mm)","-","-"
http://static.vcclite.com/pdf/32Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/32R-2113T.jpg,32R-2113T-ND,32R-2113T,Visual Communications Company - VCC,NEON PANEL INDICATOR 125V,415,0,"6.64000","0","1","32/35","Active","Neon","-","Amber","-","-","125V","-","Round","0.50"" (12.70mm)","Round with Flat Top","10.72mm Dia","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://static.vcclite.com/pdf/32Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/32R-2111T.jpg,32R-2111T-ND,32R-2111T,Visual Communications Company - VCC,LAMP NEON RED 125V SLDR TERM,194,0,"6.64000","0","1","32/35","Active","Neon","Red","-","-","AC","125V","-","Round","0.50"" (12.70mm)","Round with Flat Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/682_Series.pdf,//media.digikey.com/Photos/Dialight/68233321x3F.JPG,350-4055-ND,6823332133F,Dialight,12MM HO/O PMI-12VDC,241,0,"6.67000","0","1","682","Active","LED","Yellow","Yellow","-","DC","12V","20mA","Round","0.49"" (12.45mm)","Round with Flat Top","-","510mcd","-","-","Solder Lug","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/682_Series.pdf,//media.digikey.com/Photos/Dialight/6823132131F.jpg,350-4049-ND,6823132131F,Dialight,12MM HR/R PMI-12VDC,188,0,"6.67000","0","1","682","Active","LED","Red","Red","-","DC","12V","20mA","Round","0.49"" (12.45mm)","Round with Flat Top","-","510mcd","-","-","Solder Lug","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,"//media.digikey.com/photos/Dialight/609-1112-120,609-1112-130,609-1112-140.jpg",350-1881-ND,6091112120F,Dialight,LED PNL MT 9MM 6V CHROME RED,149,0,"6.68000","0","1","609","Active","LED","Red","-","-","DC","6V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","60mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-2112-330F.JPG,350-2501-ND,6072112330F,Dialight,LED 7MM RED PMI W GASKET,147,0,"6.74000","0","1","607","Active","LED","Red","-","-","DC","12V","15mA","Round","0.28"" (7.11mm)","Round with Flat Top","-","22mcd","-","-","-","IP66, NEMA 4X","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS83XXW24.jpg,679-3406-ND,QS83XXW24,APEM Inc.,INDICATOR 8MM FIXED WHT 24V WIRE,445,0,"6.78000","0","1","QS","Active","LED","White","White","Diffused","DC","24V","20mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","380mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS63XXWxx.jpg,679-3382-ND,QS63XXW24,APEM Inc.,INDICATOR 6MM FIXED WHT 24V WIRE,103,0,"6.78000","0","1","QS","Active","LED","White","White","Diffused","DC","24V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","1200mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/678_Series.pdf,//media.digikey.com/Photos/Dialight/6783431114F.JPG,350-3983-ND,6783431114F,Dialight,8MM HB/B PMI 3.3VFTYP W/ORES,183,0,"6.80000","0","1","678","Active","LED","Blue","-","-","DC","3.3V","30mA","Round","0.32"" (8.13mm)","-","-","4360mcd","-","40°","Solder Lug","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,//media.digikey.com/Photos/Dialight/609-2112-330F.jpg,350-2514-ND,6092112330F,Dialight,LED 9MM RED WTSEAL PMI 12V,1373,0,"6.84000","0","1","609","Active","LED","Red","-","-","DC","12V","15mA","Round","0.37"" (9.40mm)","Round with Flat Top","-","60mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,"//media.digikey.com/photos/Dialight/607-2112-120,607-2112-130.jpg",350-1875-ND,6072112120F,Dialight,LED PNL MT 7MM 6V CHROME RED,268,0,"6.92000","0","1","607","Active","LED","Red","-","-","DC","6V","15mA","Round","0.29"" (7.37mm)","Round with Flat Top","7.37mm Dia","22mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,"//media.digikey.com/photos/Dialight/607-1112-120,607-1112-130.jpg",350-1870-ND,6071112130F,Dialight,LED PNL MT 7MM 12V CHROME RED,205,0,"6.92000","0","1","607","Active","LED","Red","-","-","DC","12V","15mA","Round","0.29"" (7.37mm)","Round with Domed Top","4.07mm Dia","22mcd","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/682_Series.pdf,//media.digikey.com/Photos/Dialight/6823135141F.JPG,350-4050-ND,6823135141F,Dialight,LED PANEL INDCATOR RED 24V,141,0,"6.97000","0","1","682","Active","LED","Red","-","-","DC","24V","30mA","Round","0.49"" (12.50mm)","Round with Flat Top","-","2100mcd","624nm","30°","Wire Leads - 6"" (152.40mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-1212-330F.jpg,350-2499-ND,6071212330F,Dialight,LED 7MM GREEN PMI W GASKET,509,0,"7.01000","0","1","607","Active","LED","Green","-","-","DC","12V","15mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","50mcd","-","-","-","IP66, NEMA 4X","-"
