Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Lamp Color","Lens Color","Lens Transparency","Ratings","Voltage","Current","Panel Cutout Shape","Panel Cutout Dimensions","Lens Style","Lens Size","Millicandela Rating","Wavelength - Peak","Viewing Angle","Termination Style","Ingress Protection","Features"
http://www.vcclite.com/_pdf/2150A%202151A%202112A%202152A%20and%202194A%20Series%20Non-Relampable%20Neon-Incandescent%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/2152A5.jpg,2152A5-ND,2152A5,Visual Communications Company - VCC,LAMP NEON INCAND GREEN PNL MNT,514,0,"4.08000","0","1","2152A","Active","Neon","Green","-","Clear","AC","105V ~ 125V","-","Round","0.31"" (7.87mm)","Round with Flat Top","-","-","-","-","Wire Leads - 4.6"" (116.84mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/MDEXPMICATX001.pdf,//media.digikey.com/Photos/Dialight/610-3232-120F.JPG,350-2936-ND,6103232120F,Dialight,LED PNL IND 10MM ROUND GRN POLY,174,0,"4.24000","0","1","610","Active","LED","Green","-","-","DC","6V","-","Round","0.41"" (10.41mm)","Round with Flat Top","11.94mm Dia","110mcd","-","-","-","-","-"
http://vcclite.com/wp-content/uploads/wpallimport/files/files/1092Q.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/1092QD1-12V.jpg,1092QD1-12V-ND,1092QD1-12V,Visual Communications Company - VCC,"LED PMI, RED, SEMI-DOME, 12V, 3/",889,0,"4.25000","0","1","1092Q","Active","LED","Red","Red","Diffused","DC","12V","25mA","Round","0.50"" (12.70mm)","Round with Domed Top","-","13000mcd","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://vcclite.com/wp-content/uploads/wpallimport/files/files/1092Q.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/1092QD5-12V.jpg,1092QD5-12V-ND,1092QD5-12V,Visual Communications Company - VCC,"LED PMI, GREEN, SEMI-DOME, 12V 3",635,0,"4.25000","0","1","1092Q","Active","LED","Green","Green","Diffused","DC","12V","25mA","Round","0.50"" (12.70mm)","Round with Domed Top","-","12000mcd","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://vcclite.com/wp-content/uploads/wpallimport/files/files/1092Q.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_1092QC5-125VAC.jpg,1092QC5-125VAC-ND,1092QC5-125VAC,Visual Communications Company - VCC,LED PANEL INDICATOR GREEN 125V,116,0,"4.25000","0","1","1092Q","Active","LED","Green","Green","Diffused","AC","125V","25mA","Round","0.50"" (12.70mm)","Round with Flat Top","-","12000mcd","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS63XXG24.jpg,679-3378-ND,QS63XXG24,APEM Inc.,INDICATOR 6MM FIXED GRN 24V WIRE,1298,800,"4.59000","0","1","QS","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","20mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS123XXG24.jpg,679-3498-ND,QS123XXG24,APEM Inc.,INDICATOR 12MM FIXED GR 24V WIRE,774,0,"4.59000","0","1","QS","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.47"" (11.94mm)","Round with Flat Top","14.00mm Dia","20mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS63XXR.jpg,679-3377-ND,QS63XXR24,APEM Inc.,INDICATOR 6MM FIXED RED 24V WIRE,210,0,"4.59000","0","1","QS","Active","LED","Red","Red","Diffused","DC","24V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","25mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS83XXGxx.jpg,679-3402-ND,QS83XXG24,APEM Inc.,INDICATOR 8MM FIXED GRN 24V WIRE,204,0,"4.59000","0","1","QS","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","20mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS63XXR.jpg,679-3371-ND,QS63XXR12,APEM Inc.,INDICATOR 6MM FIXED RED 12V WIRE,131,100,"4.59000","0","1","QS","Active","LED","Red","Red","Diffused","DC","12V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","25mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS63XXG12.jpg,679-3372-ND,QS63XXG12,APEM Inc.,INDICATOR 6MM FIXED GRN 12V WIRE,102,200,"4.59000","0","1","QS","Active","LED","Green","Green","Diffused","DC","12V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","20mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/6039_Astrolite_LED_Indicator.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/6039-004-304G-A.jpg,6039-004-304G-A-ND,6039-004-304G-A,Visual Communications Company - VCC,PANEL INDICATOR LED GREEN 2V,546,0,"4.62000","0","1","Astrolite","Active","LED","Yellow-Green","Green","Diffused","Vf (Typ), If (Max)","2V","60mA","Round","0.19"" (4.83mm)","Round with Domed Top","-","80mcd","575nm","60°","Wire Leads","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-3232-330F.jpg,350-2507-ND,6073232340F,Dialight,LED 7MM PMI 24V W GASKET,476,0,"4.69000","0","1","607","Active","LED","Green","-","-","DC","24V","15mA","Round","0.28"" (7.11mm)","Round with Flat Top","6.80mm Dia","45mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-1112-110F.jpg,350-2916-ND,6071112110F,Dialight,LED PNL IND 7MM RED PROTRUD,268,0,"4.81000","0","1","607","Active","LED","Red","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","22mcd","-","-","-","-","-"
http://www.vcclite.com/_pdf/6010M%206011M%206012M%206013M%20and%206091M%20Series%20Oil-Tight%20Non-Relampable%20Neon-LED%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/6010M1.jpg,6010M1-ND,6010M1,Visual Communications Company - VCC,INDICATOR NEON RED PANEL MNT,1179,0,"4.97000","0","1","6010M","Active","Neon","Red","-","-","AC","105V ~ 125V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
http://static.vcclite.com/files/6010QMRev1.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/6010QM3.jpg,6010QM3-ND,6010QM3,Visual Communications Company - VCC,INDICATOR NEON AMBER PANEL MNT,600,0,"4.97000","0","1","6010Q","Active","Neon","Amber","-","-","AC","105V ~ 125V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","Oil Resistant"
http://www.vcclite.com/_pdf/6010M%206011M%206012M%206013M%20and%206091M%20Series%20Oil-Tight%20Non-Relampable%20Neon-LED%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/6010M3.jpg,6010M3-ND,6010M3,Visual Communications Company - VCC,INDICATOR NEON AMBER PANEL MNT,382,0,"4.97000","0","1","6010M","Active","Neon","Amber","-","-","AC","105V ~ 125V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/678_Series.pdf,//media.digikey.com/Photos/Dialight/6783131111F.JPG,350-3980-ND,6783131111F,Dialight,8MM HR/R PMI 2VFTYP W/O RES,197,0,"5.03000","0","1","678","Active","LED","Red","-","-","DC","2V","30mA","Round","0.32"" (8.13mm)","-","-","3020mcd","-","40°","Solder Lug","-","-"
https://www.bivar.com/Files/Datasheets/MPC3XXWX.X.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/MPC3BWDW12.0.jpg,492-1547-ND,MPC3BWDW12.0,Bivar Inc.,PNL MNT BLUE W/WIRE 12"",396,0,"5.17000","0","1","MPC3","Active","LED","Blue","Blue","Diffused","Vf (Typ), If (Max)","4V","25mA","Round","0.24"" (6.10mm)","Round with Domed Top","3mm, T-1","10mcd","430nm","35°","Wire Leads - 12"" (304.80mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_612_Jan2018.pdf,//media.digikey.com/photos/Dialight/612-3232-140F.JPG,350-2104-ND,6123232140F,Dialight,LED PANEL MNT 12MM GREEN 24VDC,568,0,"5.24000","0","1","612","Active","LED","Green","Green","-","DC","24V","-","Round","0.49"" (12.45mm)","Round with Flat Top","10.00mm Dia","110mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_612_Jan2018.pdf,//media.digikey.com/Photos/Dialight/612-3232-130F%20.JPG,350-2103-ND,6123232130F,Dialight,LED PANEL MNT 12MM GREEN 12VDC,306,0,"5.24000","0","1","612","Active","LED","Green","Green","-","DC","12V","-","Round","0.49"" (12.45mm)","Round with Flat Top","10.00mm Dia","110mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_612_Jan2018.pdf,//media.digikey.com/photos/Dialight/612-3332-140F.JPG,350-2107-ND,6123332140F,Dialight,LED PANEL MNT 12MM YELLOW 24VDC,191,0,"5.24000","0","1","612","Active","LED","Yellow","Yellow","-","DC","24V","-","Round","0.49"" (12.45mm)","Round with Flat Top","10.00mm Dia","90mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_612_Jan2018.pdf,//media.digikey.com/photos/Dialight/612-3132-140F.JPG,350-2101-ND,6123132140F,Dialight,LED PANEL MNT 12MM RED 24VDC,155,0,"5.24000","0","1","612","Active","LED","Red","Red","-","DC","24V","-","Round","0.49"" (12.45mm)","Round with Flat Top","10.00mm Dia","60mcd","-","-","-","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/L59Urev1.pdf,"//media.digikey.com/photos/CML%20Innovative%20Photos/5100H1FL,5110F1.jpg",L59UD-R24-W-ND,L59UD-R24-W,Visual Communications Company - VCC,LED PANEL INDICATOR RED 24V,931,0,"5.26000","0","1","L59U","Active","LED","Red","Red","Diffused","DC","24V","20mA","Round","0.25"" (6.35mm)","Round with Domed Top","5.08mm Dia","10mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/L59Urev1.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L59D-G24-W.jpg,L59UD-G24-W-ND,L59UD-G24-W,Visual Communications Company - VCC,IND LIGHT SNAPFIT 1/4"" GRN DIFF,145,0,"5.26000","0","1","L59U","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.25"" (6.35mm)","Round with Domed Top","5.08mm Dia","20mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-2112-110F.jpg,350-2919-ND,6072112110F,Dialight,LED PNL IND 7MM RED RECESS,980,0,"5.49000","0","1","607","Active","LED","Red","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.28"" (7.11mm)","Round with Flat Top","-","22mcd","-","-","-","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS63XXBxx.jpg,679-3375-ND,QS63XXB12,APEM Inc.,INDICATOR 6MM FIXED BLU 12V WIRE,296,0,"5.73000","0","1","QS","Active","LED","Blue","Blue","Diffused","DC","12V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","800mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/photos/APEM%20Comp%20Photos/QS63XXBxx.jpg,679-3381-ND,QS63XXB24,APEM Inc.,INDICATOR 6MM FIXED BLU 24V WIRE,248,200,"5.73000","0","1","QS","Active","LED","Blue","Blue","Diffused","DC","24V","20mA","Round","0.24"" (6.00mm)","Round with Convex Top","7.20mm Dia","800mcd","-","30°","Wire Leads - 7.87"" (200.00mm)","-","-"
http://www.vcclite.com/_pdf/6010M%206011M%206012M%206013M%20and%206091M%20Series%20Oil-Tight%20Non-Relampable%20Neon-LED%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/6012M5.jpg,6012M5-ND,6012M5,Visual Communications Company - VCC,INDICATOR NEON GREEN PANEL MNT,1248,0,"5.86000","0","1","6012M","Active","Neon","Green","-","-","AC","105V ~ 125V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-1212-110F.jpg,350-2917-ND,6071212110F,Dialight,LED PNL IND 7MM GRN PROTRUD,202,0,"5.91000","0","1","607","Active","LED","Green","-","-","Vf (Typ), If (Max)","2V","15mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","50mcd","-","-","-","-","-"
http://www.vcclite.com/_pdf/6010M%206011M%206012M%206013M%20and%206091M%20Series%20Oil-Tight%20Non-Relampable%20Neon-LED%20Indicator%20Lights.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/6091M1-24V.jpg,6091M1-24V-ND,6091M1-24V,Visual Communications Company - VCC,INDICATOR SOLID STATE RED PNL MT,1397,0,"6.02000","0","1","6091M","Active","LED","Red","-","-","-","24V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
http://www.vcclite.com/_pdf/6010M%206011M%206012M%206013M%20and%206091M%20Series%20Oil-Tight%20Non-Relampable%20Neon-LED%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/6091M5-24V.jpg,6091M5-24V-ND,6091M5-24V,Visual Communications Company - VCC,INDICATOR SOLID STATE GRN PNL MT,134,0,"6.02000","0","1","6091M","Active","LED","Green","-","-","-","24V","-","Round","0.38"" (9.65mm)","Round with Domed Top","9.90mm Dia","-","-","-","Wire Leads - 4.6"" (116.84mm)","NEMA 13","Oil Resistant"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=675,//media.digikey.com/Photos/APEM%20Comp%20Photos/QS81XXHR.jpg,679-3413-ND,QS81XXHR220,APEM Inc.,INDICATOR 8MM FIXED HI RED 220V,558,0,"6.03000","0","1","QS","Active","LED","Red","Red","Diffused","AC","220V","3mA","Round","0.315"" (8.00mm)","Round with Flat Top","10.00mm Dia","6000mcd","-","45°","Solder Lug","-","-"
-,//media.digikey.com/photos/Dialight/616-1132-130F.JPG,350-2109-ND,6161132130F,Dialight,LED PANEL MNT 16MM RED 12VDC,386,0,"6.09000","0","1","616","Active","LED","Red","Red","-","DC","12V","-","Round","0.64"" (16.26mm)","Round with Domed Top","18.00mm Dia","60mcd","-","-","-","-","-"
-,//media.digikey.com/photos/Dialight/616-1232-140F.JPG,350-2113-ND,6161232140F,Dialight,LED PANEL MNT 16MM GREEN 24VDC,154,0,"6.09000","0","1","616","Active","LED","Green","Green","-","DC","24V","-","Round","0.64"" (16.26mm)","Round with Domed Top","18.00mm Dia","110mcd","-","-","-","-","-"
-,//media.digikey.com/photos/Dialight/616-1132-140F.JPG,350-2110-ND,6161132140F,Dialight,LED PANEL MNT 16MM RED 24VDC,121,0,"6.09000","0","1","616","Active","LED","Red","Red","-","DC","24V","-","Round","0.64"" (16.26mm)","Round with Domed Top","18.00mm Dia","60mcd","-","-","-","-","-"
http://vcclite.com/_pdf/L59Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L59D-G24-W.jpg,L59D-G24-W-ND,L59D-G24-W,Visual Communications Company - VCC,IND LIGHT SNAPFIT 1/4"" GRN DIFF,299,0,"6.13000","0","1","L59","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.25"" (6.35mm)","Round with Domed Top","5.08mm Dia","10mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://vcclite.com/_pdf/75Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L75R-G24-2212T.jpg,L75R-G24-2212T-ND,L75R-G24-2212T,Visual Communications Company - VCC,IND PNL MNT SS GREEN,374,0,"6.21000","0","1","L75","Active","LED","Green","Green","-","DC","24V","-","Round","0.38"" (9.65mm)","Round with Domed Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,//media.digikey.com/Photos/Dialight/609-1112-140F.jpg,350-1883-ND,6091112140F,Dialight,LED PNL MT 9MM 24V CHROME RED,353,0,"6.68000","0","1","609","Active","LED","Red","-","-","DC","24V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","60mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,"//media.digikey.com/photos/Dialight/609-2112-120,609-2112-130,609-2112-140.jpg",350-1901-ND,6092112140F,Dialight,LED PNL MT 9MM 24V CHROME RED,261,0,"6.68000","0","1","609","Active","LED","Red","-","-","DC","24V","15mA","Round","0.37"" (9.40mm)","Round with Flat Top","-","60mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,"//media.digikey.com/photos/Dialight/609-1112-120,609-1112-130,609-1112-140.jpg",350-1882-ND,6091112130F,Dialight,LED PNL MT 9MM 12V CHROME RED,190,0,"6.68000","0","1","609","Active","LED","Red","-","-","DC","12V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","60mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-1112-330F.jpg,350-2498-ND,6071112330F,Dialight,7 MM RED PMI W GASKET,200,0,"6.73000","0","1","607","Active","LED","Red","-","-","DC","12V","15mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","22mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,"//media.digikey.com/photos/Dialight/607-2112-120,607-2112-130.jpg",350-1876-ND,6072112130F,Dialight,LED PNL MT 7MM 12V CHROME RED,406,0,"6.92000","0","1","607","Active","LED","Red","-","-","DC","12V","15mA","Round","0.29"" (7.37mm)","Round with Flat Top","7.37mm Dia","22mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,//media.digikey.com/Photos/Dialight/607-1212-3x0F.jpg,350-3617-ND,6071212320F,Dialight,LED 7MM GREEN PMI W GASKET,130,0,"7.04000","0","1","607","Active","LED","Green","-","-","DC","6V","15mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","50mcd","-","-","-","IP66, NEMA 4X","-"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Indicators.pdf,//media.digikey.com/Photos/Arcolectric/LE2951WL5R.jpg,1091-1119-ND,LE2951WL5R,Bulgin,LED PNL MNT 125/250V RED,254,0,"7.05000","0","1","LE","Active","LED","Red","Red","Diffused","AC","125V ~ 250V","-","Round","0.31"" (7.87mm)","Round with Flat Top","7.50mm Dia","-","-","-","Wire Leads - 8"" (203.20mm)","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Indicators.pdf,//media.digikey.com/Photos/Arcolectric/LE2951WL5G.jpg,1091-1118-ND,LE2951WL5G,Bulgin,LED PNL MNT 125/250V GREEN,116,0,"7.05000","0","1","LE","Active","LED","Green","Green","Diffused","AC","125V ~ 250V","-","Round","0.31"" (7.87mm)","Round with Flat Top","7.50mm Dia","-","-","-","Wire Leads - 8"" (203.20mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,//media.digikey.com/Photos/Dialight/609-1212-130F.jpg,350-1888-ND,6091212130F,Dialight,LED PNL MT 9MM 12V CHROME GREEN,216,0,"7.09000","0","1","609","Active","LED","Green","-","-","DC","12V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","110mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,"//media.digikey.com/photos/Dialight/609-1212-120,609-1212-130,609-1212-140.jpg",350-1889-ND,6091212140F,Dialight,LED PNL MT 9MM 24V CHROME GREEN,183,0,"7.09000","0","1","609","Active","LED","Green","-","-","DC","24V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","110mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,//media.digikey.com/Photos/Dialight/609-1122-140F.jpg,350-1886-ND,6091122140F,Dialight,LED PNL MT 9MM 24V BLACK RED,110,0,"7.09000","0","1","609","Active","LED","Red","-","-","DC","24V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","60mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_606_Jan2018.pdf,//media.digikey.com/Photos/Dialight/606-2415-110F.jpg,350-2425-ND,6062415110F,Dialight,"LED PNL IND 6MM R,G 2V RECESS",652,0,"7.13000","0","1","606","Active","LED","Green, Red","-","-","Vf (Typ), If (Max)","2V Green, 2V Red","10mA Green, 10mA Red","Round","0.25"" (6.35mm)","Round with Flat Top","-","18mcd Green, 35mcd Red","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,"//media.digikey.com/photos/Dialight/607-2212-120,607-2212-130.jpg",350-1878-ND,6072212130F,Dialight,LED PNL MT 7MM 12V CHROME GREEN,545,0,"7.29000","0","1","607","Active","LED","Green","-","-","DC","12V","15mA","Round","0.29"" (7.37mm)","Round with Flat Top","7.37mm Dia","50mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_607_Feb2018.pdf,"//media.digikey.com/photos/Dialight/607-1212-120,607-1212-130.jpg",350-1872-ND,6071212130F,Dialight,LED PNL MT 7MM 12V CHROME GREEN,208,0,"7.29000","0","1","607","Active","LED","Green","-","-","DC","12V","15mA","Round","0.29"" (7.37mm)","Round with Domed Top","4.07mm Dia","50mcd","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,"//media.digikey.com/photos/Dialight/609-1222-120,609-1222-130,609-1222-140.jpg",350-1892-ND,6091222140F,Dialight,LED PNL MT 9MM 24V BLACK GREEN,536,0,"7.49000","0","1","609","Active","LED","Green","-","-","DC","24V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","110mcd","-","-","-","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_609_Jan2018.pdf,//media.digikey.com/Photos/Dialight/609-1222-130F.jpg,350-1891-ND,6091222130F,Dialight,LED PNL MT 9MM 12V BLACK GREEN,334,0,"7.49000","0","1","609","Active","LED","Green","-","-","DC","12V","15mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.10mm Dia","110mcd","-","-","-","IP66, NEMA 4X","-"
http://spec_sheets.e-switch.com/specs/52-PVL06FLS11.pdf,//media.digikey.com/Photos/E-Switch%20Photos/PVL06FLS11.JPG,EG5373-ND,PVL06FLS11,E-Switch,LED PANEL INDICATOR RED 1.8V,288,0,"7.49000","0","1","PVL","Active","LED","Red","Red","Clear","-","1.8V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","-","-","-","Quick Connect - 0.110"" (2.8mm)","IP67","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/677_Watertight_Series.pdf,//media.digikey.com/Photos/Dialight/6771112321F.jpg,350-3956-ND,6771112321F,Dialight,7MM HR/R PMI-6VDC W/O-RING,132,0,"7.68000","0","1","677","Active","LED","Red","-","-","DC","6V","30mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","825mcd","-","-","Solder Lug","IP66, NEMA 4X","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/PCL22.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/PCL2224V100B.JPG,PCL2224V100B-ND,PCL2224V100B,Visual Communications Company - VCC,PMI RND 22MM LED 24V SCREW BLOCK,363,0,"7.70000","0","1","PCL22","Active","LED","Red","Red","Diffused","AC/DC","24V","50mA","Round","0.88"" (22.30mm)","Round with Flat Top","29.50mm Dia","75mcd","625nm","110°","Screw Terminal","IP65","-"
