Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Wire Duct Type","Height","Length","Width","Mounting Type","Features","Material","Color"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240322.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3240322.jpg,277-9673-ND,3240322,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',10,0,"31.65000","0","1","CD","Active","Solid (Raceway), 2 Piece","1.575"" (40.00mm)","6.56' (2.00m)","3.937"" (100.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Blue"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/DT07-021-202CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-22013.jpg,1436-1717-ND,181-22013,HellermannTyton,WIRE DUCT SOLID BASE SCRW WHT 6',10,0,"31.65000","0","1","Pro-Duct® SD","Active","Solid (Raceway), Base","2.008"" (51.00mm)","6.00' (1.83m)","2.000"" (50.80mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-152CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-15207.jpg,1436-1707-ND,181-15207,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',7,0,"32.26000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","2.008"" (51.00mm)","6.00' (1.83m)","1.500"" (38.10mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-152CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-1530x.jpg,1436-1710-ND,181-15304,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',40,0,"39.27000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","3.009"" (76.43mm)","6.00' (1.83m)","1.500"" (38.10mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-252CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-002xx.jpg,1436-1698-ND,181-00212,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',15,0,"39.36000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","3.009"" (76.43mm)","6.00' (1.83m)","2.500"" (63.50mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/DT07-021-202CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-2x00x.jpg,1436-1722-ND,181-23007,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',15,0,"40.91000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","3.009"" (76.43mm)","6.00' (1.83m)","2.000"" (50.80mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDF2X2LG6--ENG.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/F2X2WH6.jpg,298-12057-ND,F2X2WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',9,0,"42.55000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","1.990"" (50.55mm)","6.00' (1.83m)","2.250"" (57.15mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-152CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-1540x.jpg,1436-1712-ND,181-15404,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',9,0,"44.06000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","4.008"" (101.80mm)","6.00' (1.83m)","1.500"" (38.10mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/DT07-021-202CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-23008.jpg,1436-1723-ND,181-23008,HellermannTyton,WIRE DUCT SLOTTED SCREW WHITE 6',20,0,"45.11000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","3.009"" (76.43mm)","6.00' (1.83m)","2.000"" (50.80mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","White"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3240346.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3240346.jpg,277-9686-ND,3240346,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',6,0,"49.10000","0","1","CD-HF","Active","Solid (Raceway), 2 Piece","3.150"" (80.00mm)","6.56' (2.00m)","1.181"" (30.00mm)","Rivet","Separate Snap in Lid (Included)","PC/ABS, Halogen Free","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDG1X3-36897-696-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/G1X3WH6.jpg,298-10607-ND,G1X3WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',13,0,"51.19000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","3.020"" (76.71mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/DT07-021-302CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-x40xx.jpg,1436-1728-ND,181-34004,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',19,0,"52.03000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","4.009"" (101.83mm)","6.00' (1.83m)","3.000"" (76.20mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/DT07-021-302CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-Series-white.jpg,1436-1729-ND,181-34007,HellermannTyton,WIRE DUCT SLOTTED SCREW WHITE 6',7,0,"52.03000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","4.009"" (101.83mm)","6.00' (1.83m)","3.000"" (76.20mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","White"
-,-,1436-2000-ND,181-05502,HellermannTyton,WIRE DUCT SOLID BASE SCRW GRY 6',36,0,"6.44000","0","1","Pro-Duct® SD","Active","Solid (Raceway), Base","0.500"" (12.70mm)","6.00' (1.83m)","0.500"" (12.70mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC4987-ND,RX2020-4,Essentra Components,WIRE DUCT FLEXIBLE ADH GRY 1.64',74,0,"11.32000","0","1","Richflex","Active","Flexible","0.790"" (20.07mm)","1.64' (500.00mm)","0.790"" (20.07mm)","Adhesive","-","Polypropylene","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC4990-ND,RX4040-0,Essentra Components,WIRE DUCT FLEX SCREW GRAY 1.64',29,0,"12.47000","0","1","Richflex","Active","Flexible","1.575"" (40.00mm)","1.64' (500.00mm)","1.575"" (40.00mm)","Screw","-","Polypropylene","Gray"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240618.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240618.jpg,277-17468-ND,3240618,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',29,120,"12.58000","0","1","CD","Active","Solid (Raceway), 2 Piece","2.362"" (60.00mm)","6.56' (2.00m)","0.984"" (25.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","White"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ld3/ld3i/ld3iw6a/media/LD3-200.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LD3IW6-A.JPG,298-12335-ND,LD3IW6-A,Panduit Corp,WIRE DUCT SOLID ADHESIVE WHT 6',26,0,"15.43000","0","1","Pan-Way® LD","Active","Solid Wall","0.460"" (11.68mm)","6.00' (1.83m)","0.775"" (19.68mm)","Adhesive","Attached Latching Lid","Poly-Vinyl Chloride (PVC)","White, Off"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC3207-ND,RX3030-4,Essentra Components,WIRE DUCT FLEXIBLE ADH GRY 1.64',61,0,"15.62000","0","1","Richflex","Active","Flexible","1.181"" (30.00mm)","1.64' (500.00mm)","1.181"" (30.00mm)","Adhesive","-","Polypropylene","Gray"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ldp/ldph/ldph3iw6a/media/LDPH3-2_224132.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/LDP3IW6-A.jpg,298-12341-ND,LDPH3IW6-A,Panduit Corp,WIRE DUCT SOLID 2PC ADH SCREW 6',37,0,"15.87000","0","1","Pan-Way® LDPH","Active","Solid (Raceway), 2 Piece","0.410"" (10.41mm)","6.00' (1.83m)","0.770"" (19.56mm)","Adhesive, Screw","Separate Snap In Hinged Lid (Included)","Poly-Vinyl Chloride (PVC)","White, Off"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240625.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240625.jpg,277-17471-ND,3240625,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',27,80,"16.60000","0","1","CD","Active","Solid (Raceway), 2 Piece","2.362"" (60.00mm)","6.56' (2.00m)","1.575"" (40.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","White"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ld5/ld5e/ld5ei6a/media/LD5-200.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LD5WH6-A.JPG,298-12339-ND,LD5WH6-A,Panduit Corp,WIRE DUCT SOLID ADHESIVE WHT 6',39,0,"17.21000","0","1","Pan-Way® LD","Active","Solid Wall","0.583"" (14.80mm)","6.00' (1.83m)","1.010"" (25.65mm)","Adhesive","Attached Latching Lid","Poly-Vinyl Chloride (PVC)","White"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240282.pdf,//media.digikey.com/photos/Phoenix%20Photos/3240282.jpg,277-5470-ND,3240282,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',53,276,"19.09000","0","1","CD","Active","Solid (Raceway), 2 Piece","3.150"" (80.00mm)","6.56' (2.00m)","1.181"" (30.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/SCD.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SCD-xxxx.jpg,RPC5010-ND,SCD-1521,Essentra Components,WIRE DUCT SOLID BASE ADHESIVE 6',27,0,"19.40000","0","1","SCD","Active","Solid (Raceway), Base","0.250"" (6.35mm)","6.00' (1.83m)","0.300"" (7.62mm)","Adhesive","-","Poly-Vinyl Chloride (PVC)","Tan"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC3208-ND,RX5050-4,Essentra Components,WIRE DUCT FLEXIBLE ADH GRY 1.64',39,0,"20.40000","0","1","Richflex","Active","Flexible","1.970"" (50.04mm)","1.64' (500.00mm)","1.970"" (50.00mm)","Adhesive","-","Polypropylene","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDFS-5X-5-36897-885-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_FS-Series_LG.jpg,298-18295-ND,FS.5X.5LG6NM,Panduit Corp,WIRE DUCT SOLID BASE GRAY 6',55,0,"20.95000","0","1","PANDUCT® Type FS","Active","Solid (Raceway), Base","0.496"" (12.60mm)","6.00' (1.83m)","0.690"" (17.53mm)","-","No Mounting Holes","Poly-Vinyl Chloride (PVC)","Gray, Light"
-,-,1436-2001-ND,181-05518,HellermannTyton,WIRE DUCT SOLID BASE SCRW BLU 6',40,0,"22.86000","0","1","Pro-Duct® SD","Active","Solid (Raceway), Base","1.004"" (25.50mm)","6.00' (1.83m)","1.000"" (25.40mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Blue"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-00470.jpg,1436-1985-ND,181-00470,HellermannTyton,WIRE DUCT SOLID BASE SCRW BLK 6',19,0,"22.86000","0","1","Pro-Duct® SD","Active","Solid (Raceway), Base","1.004"" (25.50mm)","6.00' (1.83m)","3.000"" (76.20mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Black"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ld1/ld10/ld10ei6a/media/LD10-200.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LD10EI6-A.JPG,298-12332-ND,LD10EI6-A,Panduit Corp,WIRE DUCT SOLID ADHESIVE IVRY 6',33,0,"22.90000","0","1","Pan-Way® LD","Active","Solid Wall","0.940"" (23.88mm)","6.00' (1.83m)","1.510"" (38.35mm)","Adhesive","Attached Latching Lid","Poly-Vinyl Chloride (PVC)","Ivory"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ld1/ld10/ld10ei6a/media/LD10-200.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LD10IW6-A.JPG,298-12333-ND,LD10IW6-A,Panduit Corp,WIRE DUCT SOLID ADHESIVE WHT 6',22,0,"22.90000","0","1","Pan-Way® LD","Active","Solid Wall","0.940"" (23.88mm)","6.00' (1.83m)","1.510"" (38.35mm)","Adhesive","Attached Latching Lid","Poly-Vinyl Chloride (PVC)","White, Off"
http://www.panduit.com/heiler/PartDrawings/C-WDG-5X5-36897-688-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G.5X.5LG6.jpg,298-18134-ND,G.5X.5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',34,0,"23.00000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","0.496"" (12.60mm)","6.00' (1.83m)","0.690"" (17.53mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF5X5LG6--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F.5X.5WH6.jpg,298-18114-ND,F.5X.5WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',19,0,"23.00000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.496"" (12.60mm)","6.00' (1.83m)","0.690"" (17.53mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ldp/ldph/ldph10wh6a/media/LDPH10-2_224131.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LDPH10WH6-A.JPG,298-12340-ND,LDPH10WH6-A,Panduit Corp,WIRE DUCT SOLID 2PC ADH SCREW 6',79,0,"23.22000","0","1","Pan-Way® LDPH","Active","Solid (Raceway), 2 Piece","0.860"" (21.80mm)","6.00' (1.83m)","1.520"" (38.61mm)","Adhesive, Screw","Separate Snap In Hinged Lid (Included)","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/PartDrawings/C-WDFS-75X75-36897-887-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_FS-Series_LG.jpg,298-18296-ND,FS.75X.75LG6NM,Panduit Corp,WIRE DUCT SOLID BASE GRAY 6',60,0,"24.62000","0","1","PANDUCT® Type FS","Active","Solid (Raceway), Base","0.744"" (18.90mm)","6.00' (1.83m)","0.930"" (23.62mm)","-","No Mounting Holes","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2010154CST.PDF,-,1436-2520-ND,181-15104,HellermannTyton,"SLOTTED WALL WIRING DUCT, 1.5"" X",40,0,"25.38000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","1.004"" (25.50mm)","6.00' (1.83m)","1.500"" (38.10mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDH4X4-36897-722-R3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/H4X4LG6.jpg,298-18140-ND,H4X4LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',19,0,"96.50000","0","1","PANDUCT® Type H","Active","Slotted (Raceway), Base","4.000"" (101.60mm)","6.00' (1.83m)","4.250"" (107.95mm)","Screw","Hinged","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDH4X4-36897-722-R3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/H4X4BL6.jpg,298-18139-ND,H4X4BL6,Panduit Corp,WIRE DUCT SLOTTED SCREW BLACK 6',20,0,"96.50000","0","1","PANDUCT® Type H","Active","Slotted (Raceway), Base","4.000"" (101.60mm)","6.00' (1.83m)","4.250"" (107.95mm)","Screw","Hinged","Poly-Vinyl Chloride (PVC)","Black"
http://www.panduit.com/heiler/PartDrawings/C-WDFS1X1LG6NM--ENG.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_FS-Series_LG.jpg,298-18303-ND,FS1X1LG6NM,Panduit Corp,WIRE DUCT SOLID BASE GRAY 6',28,0,"26.78000","0","1","PANDUCT® Type FS","Active","Solid (Raceway), Base","0.988"" (25.10mm)","6.00' (1.83m)","1.260"" (32.00mm)","-","No Mounting Holes","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-103CST.pdf,-,1436-2456-ND,184-11001,HellermannTyton,HIGH DENSITY SLOTTED WALL WIRING,10,0,"26.87000","0","1","Pro-Duct® SLHDA","Active","Slotted (Raceway), Base","1.000"" (25.40mm)","6.00' (1.83m)","1.000"" (25.40mm)","Adhesive, Screw","Pre-Punched Mounting Holes, Self Extinguishing, Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDG-5X1-36897-689R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G.5X1LG6.jpg,298-18132-ND,G.5X1LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',55,0,"27.32000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","0.690"" (17.53mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF5X1LG6--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F.5X1LG6.jpg,298-18111-ND,F.5X1LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',45,0,"27.32000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","0.690"" (17.53mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF75X75-36897-759-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F.75X.75LG6.jpg,298-18117-ND,F.75X.75LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',37,0,"27.32000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.740"" (18.80mm)","6.00' (1.83m)","0.930"" (23.62mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF5X1LG6--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F.5X1WH6.jpg,298-18112-ND,F.5X1WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',20,0,"27.32000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","0.690"" (17.53mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/PartDrawings/C-WDFS1X1LG6NM--ENG.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_FS-Series_LG.jpg,298-18302-ND,FS1X1LG6,Panduit Corp,WIRE DUCT SOLID BASE SCRW GRY 6',60,0,"28.19000","0","1","PANDUCT® Type FS","Active","Solid (Raceway), Base","0.988"" (25.10mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDFS1X1LG6NM--ENG.PDF,-,298-18301-ND,FS1X1BL6,Panduit Corp,WIRE DUCT SOLID BASE SCRW BLK 6',60,0,"28.19000","0","1","PANDUCT® Type FS","Active","Solid (Raceway), Base","0.988"" (25.10mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Black"
http://www.panduit.com/heiler/PartDrawings/C-WDFS1X1LG6NM--ENG.PDF,-,298-18304-ND,FS1X1WH6,Panduit Corp,WIRE DUCT SOLID BASE SCRW WHT 6',20,0,"28.19000","0","1","PANDUCT® Type FS","Active","Solid (Raceway), Base","0.988"" (25.10mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-00554.jpg,1436-1986-ND,181-00554,HellermannTyton,WIRE DUCT SLOTTED SCREW BLACK 6',17,0,"28.31000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","1.004"" (25.50mm)","6.00' (1.83m)","2.000"" (50.80mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-202CST.pdf,-,1436-2531-ND,181-23085,HellermannTyton,"SLOTTED-WALL WIRING DUCT, 2"" X 1",20,0,"28.35000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","1.004"" (25.50mm)","6.00' (1.83m)","2.000"" (50.80mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Blue"
http://www.panduit.com/heiler/PartDrawings/C-WDG-75X1-36897-692-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G.75X1LG6.jpg,298-12044-ND,G.75X1LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',49,0,"28.40000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","0.930"" (23.62mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF1X1-36897-761-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F1X1WH6.jpg,298-18104-ND,F1X1WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',80,0,"28.94000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/PartDrawings/C-WDG1X1-36897-695R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G1X1WH6.jpg,298-18126-ND,G1X1WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',60,0,"28.94000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/CatalogCutSheets/G.75X2BL6%20Product%20Page.pdf,-,298-18336-ND,G1X1BL6,Panduit Corp,WIRE DUCT SLOTTED SCREW BLACK 6',40,0,"28.94000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Black"
http://www.panduit.com/heiler/PartDrawings/C-WDF1X1-36897-761-R2--ENG.pdf,-,298-18258-ND,F1X1IB6,Panduit Corp,WIRE DUCT SLOTTED SCREW BLUE 6',20,0,"28.94000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Blue"
http://www.altechcorp.com/PDFS/AltechNewWireDuct.pdf,-,1920-1119-ND,B25X60S-R,Altech Corporation,WIRE DUCT SLOTTED SCREW GRAY 78',35,0,"30.93000","0","1","-","Active","Slotted (Raceway), Base","2.130"" (54.10mm)","6.56' (2.00m)","1.140"" (28.96mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3240342.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240342.jpg,277-17461-ND,3240342,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',15,0,"31.03000","0","1","CD-HF","Active","Solid (Raceway), 2 Piece","2.362"" (60.00mm)","6.56' (2.00m)","0.984"" (25.00mm)","Rivet","Separate Snap in Lid (Included)","PC/ABS, Halogen Free","Gray"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-00557.jpg,1436-1987-ND,181-00557,HellermannTyton,WIRE DUCT SLOTTED SCREW BLACK 6',20,0,"31.09000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","1.004"" (25.50mm)","6.00' (1.83m)","3.000"" (76.20mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-302CST.pdf,-,1436-2530-ND,181-31003,HellermannTyton,"SLOTTED WALL WIRING DUCT, 3"" X 1",20,0,"31.10000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","1.004"" (25.50mm)","6.00' (1.83m)","3.000"" (76.20mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Blue"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-202CST.pdf,-,1436-2524-ND,181-22021,HellermannTyton,"SLOTTED WALL WIRING DUCT, 2"" X 2",20,0,"32.01000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","2.008"" (51.00mm)","6.00' (1.83m)","2.000"" (50.80mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Blue"
