Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Wire Duct Type","Height","Length","Width","Mounting Type","Features","Material","Color"
http://www.panduit.com/heiler/PartDrawings/C-WDG-75X75-36897-691-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G.75X.75LG6.jpg,298-12045-ND,G.75X.75LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',143,0,"27.32000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","0.740"" (18.80mm)","6.00' (1.83m)","0.930"" (23.62mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDG1X1-36897-695R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G1X1LG6.jpg,298-12061-ND,G1X1LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',238,0,"28.94000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/F.5X.5LG6%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F1X2LG6.jpg,298-12055-ND,F1X2LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',122,0,"39.53000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","2.010"" (51.05mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDG2X2-36897-705-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G2X2LG6.jpg,298-12066-ND,G2X2LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',198,0,"42.55000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","1.990"" (50.55mm)","6.00' (1.83m)","2.250"" (57.15mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC2083-ND,RX1313-0,Essentra Components,WIRE DUCT FLEX SCREW GRAY 1.64',451,0,"5.64000","0","1","Richflex","Active","Flexible","0.492"" (12.50mm)","1.64' (500.00mm)","0.492"" (12.50mm)","Screw","-","Polypropylene","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC1393-ND,RX1616-0,Essentra Components,WIRE DUCT FLEX SCREW GRAY 1.64',1592,0,"6.26000","0","1","Richflex","Active","Flexible","0.630"" (16.00mm)","1.64' (500.00mm)","0.630"" (16.00mm)","Screw","-","Polypropylene","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC4986-ND,RX2020-0,Essentra Components,WIRE DUCT FLEX SCREW GRAY 1.64',369,0,"6.78000","0","1","Richflex","Active","Flexible","0.790"" (20.07mm)","1.64' (500.00mm)","0.790"" (20.07mm)","Screw","-","Polypropylene","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC4988-ND,RX2525-0,Essentra Components,WIRE DUCT FLEX SCREW GRAY 1.64',611,0,"8.45000","0","1","Richflex","Active","Flexible","0.984"" (25.00mm)","1.64' (500.00mm)","0.984"" (25.00mm)","Screw","-","Polypropylene","Gray"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240187.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3240187.jpg,277-5422-ND,3240187,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',190,350,"9.08000","0","1","CD","Active","Solid (Raceway), 2 Piece","0.984"" (25.00mm)","6.56' (2.00m)","0.984"" (25.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240189.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3240189.jpg,277-5412-ND,3240189,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',376,875,"11.73000","0","1","CD","Active","Solid (Raceway), 2 Piece","1.575"" (40.00mm)","6.56' (2.00m)","1.575"" (40.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240191.pdf,//media.digikey.com/photos/Phoenix%20Photos/3240191.jpg,277-5400-ND,3240191,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',168,495,"12.69000","0","1","CD","Active","Solid (Raceway), 2 Piece","2.362"" (60.00mm)","6.56' (2.00m)","0.984"" (25.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240192.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3240192.jpg,277-5403-ND,3240192,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',145,1320,"16.46000","0","1","CD","Active","Solid (Raceway), 2 Piece","2.362"" (60.00mm)","6.56' (2.00m)","1.575"" (40.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240198.pdf,//media.digikey.com/photos/Phoenix%20Photos/3240198.jpg,277-5393-ND,3240198,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',868,2410,"19.95000","0","1","CD","Active","Solid (Raceway), 2 Piece","3.150"" (80.00mm)","6.56' (2.00m)","1.575"" (40.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ld5/ld5e/ld5ei6a/media/LD5-200.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/LD5BL6-A.jpg,298-11999-ND,LD5BL6-A,Panduit Corp,WIRE DUCT SOLID ADHESIVE BLCK 6',362,0,"20.20000","0","1","Pan-Way® LD","Active","Solid Wall","0.583"" (14.80mm)","6.00' (1.83m)","1.010"" (25.65mm)","Adhesive","Attached Latching Lid","Poly-Vinyl Chloride (PVC)","Black"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/3240348.pdf,//media.digikey.com/photos/Phoenix%20Photos/3240348.jpg,277-9687-ND,3240348,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',174,0,"30.39000","0","1","CD-HF","Active","Solid (Raceway), 2 Piece","1.575"" (40.00mm)","6.56' (2.00m)","1.575"" (40.00mm)","Rivet","Separate Snap in Lid (Included)","PC/ABS, Halogen Free","Gray"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/DT07-021-202CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-220xx.jpg,1436-1718-ND,181-22024,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',251,0,"31.65000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","2.008"" (51.00mm)","6.00' (1.83m)","2.000"" (50.80mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDG1-5X1-5-36897-699-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G1.5X1.5LG6.jpg,298-12059-ND,G1.5X1.5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',138,0,"39.96000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","1.510"" (38.35mm)","6.00' (1.83m)","1.750"" (44.45mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC2084-ND,RX1616-4,Essentra Components,WIRE DUCT FLEXIBLE ADH GRY 1.64',218,0,"9.89000","0","1","Richflex","Active","Flexible","0.630"" (16.00mm)","1.64' (500.00mm)","0.630"" (16.00mm)","Adhesive","-","Polypropylene","Gray"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT07-021-102CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_181-120xx.jpg,1436-1703-ND,181-12005,HellermannTyton,WIRE DUCT SLOTTED SCREW GRAY 6',113,0,"28.80000","0","1","Pro-Duct® SL","Active","Slotted (Raceway), Base","2.008"" (51.00mm)","6.00' (1.83m)","1.000"" (25.40mm)","Screw","Pre-Punched Mounting Holes, Self Extinguishing","Poly-Vinyl Chloride (PVC)","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDF1X1-36897-761-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F1X1LG6.jpg,298-12054-ND,F1X1LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',215,0,"28.94000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.990"" (25.15mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC4985-ND,RX1313-4,Essentra Components,WIRE DUCT FLEXIBLE ADH GRY 1.64',191,0,"8.45000","0","1","Richflex","Active","Flexible","0.492"" (12.50mm)","1.64' (500.00mm)","0.492"" (12.50mm)","Adhesive","-","Polypropylene","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC4989-ND,RX3030-0,Essentra Components,WIRE DUCT FLEX SCREW GRAY 1.64',134,0,"9.65000","0","1","Richflex","Active","Flexible","1.181"" (30.00mm)","1.64' (500.00mm)","1.181"" (30.00mm)","Screw","-","Polypropylene","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC3206-ND,RX2525-4,Essentra Components,WIRE DUCT FLEXIBLE ADH GRY 1.64',159,0,"13.47000","0","1","Richflex","Active","Flexible","0.984"" (25.00mm)","1.64' (500.00mm)","0.984"" (25.00mm)","Adhesive","-","Polypropylene","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/RX1313-0.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RX5050-0.jpg,RPC4991-ND,RX4040-4,Essentra Components,WIRE DUCT FLEXIBLE ADH GRY 1.64',363,0,"19.92000","0","1","Richflex","Active","Flexible","1.575"" (40.00mm)","1.64' (500.00mm)","1.575"" (40.00mm)","Adhesive","-","Polypropylene","Gray"
http://www.panduit.com/heiler/PartDrawings/C-WDF5X5LG6--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F.5X.5LG6.jpg,298-18113-ND,F.5X.5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',112,0,"23.00000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","0.496"" (12.60mm)","6.00' (1.83m)","0.690"" (17.53mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/NNC_Duct(38539-04).pdf,-,298-18520-ND,NNC50X50LG2,Panduit Corp,WIRE DUCT SLOTTED 2PC SCRW 6.56',30,0,"102.38000","0","1","PANDUCT® Type NNC","Active","Slotted (Raceway), 2 Piece","1.880"" (47.75mm)","6.56' (2.00m)","1.950"" (49.53mm)","Screw","Separate Snap in Lid (Included)","Polyphenylene Oxide (PPO), Halogen Free","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/G.5X.5LG6%20Product%20Page.pdf,-,298-18365-ND,G3X5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',60,0,"103.01000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","5.010"" (127.25mm)","6.00' (1.83m)","3.251"" (82.58mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/NE.5X.5WH6%20Product%20Paper.pdf,-,298-18507-ND,NE1X3WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',60,0,"103.01000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","3.000"" (76.20mm)","6.00' (1.83m)","1.140"" (28.96mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/PartDrawings/C-WDG3X5-36897-713-R2--ENG.pdf,-,298-18366-ND,G3X5WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',30,0,"103.01000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","5.010"" (127.25mm)","6.00' (1.83m)","3.251"" (82.58mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/CatalogCutSheets/F.5X.5LG6%20Product%20Page.pdf,-,298-18284-ND,F3X5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',28,0,"103.01000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","5.010"" (127.25mm)","6.00' (1.83m)","3.251"" (82.58mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/NE.5X.5WH6%20Product%20Paper.pdf,-,298-18502-ND,NE1.5X3WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',60,0,"114.45000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","3.000"" (76.20mm)","6.00' (1.83m)","1.642"" (41.70mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/PartDrawings/C-WDG6X4-36897-719-R2--ENG.pdf,-,298-18381-ND,G6X4WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',40,0,"115.82000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","3.992"" (101.40mm)","6.00' (1.83m)","6.250"" (158.75mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/CatalogCutSheets/G.5X.5LG6%20Product%20Page.pdf,-,298-18380-ND,G6X4LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',28,0,"115.82000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","3.992"" (101.40mm)","6.00' (1.83m)","6.250"" (158.75mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/F6X4_36897-785_R1.pdf,-,298-18293-ND,F6X4LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',30,0,"115.92000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","3.992"" (101.40mm)","6.00' (1.83m)","6.250"" (158.75mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDG4X5-36897-718R2--ENG.pdf,-,298-18377-ND,G4X5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',40,0,"120.75000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","5.000"" (127.00mm)","6.00' (1.83m)","4.250"" (107.95mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/F.5X.5LG6%20Product%20Page.pdf,-,298-18291-ND,F4X5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',30,0,"120.75000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","5.000"" (127.00mm)","6.00' (1.83m)","4.250"" (107.95mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF4X5-36897-784-R2--ENG.pdf,-,298-18292-ND,F4X5WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',30,0,"120.75000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","5.000"" (127.00mm)","6.00' (1.83m)","4.250"" (107.95mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/CatalogCutSheets/NE.5X.5WH6%20Product%20Paper.pdf,-,298-18513-ND,NE3X2WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',38,0,"127.79000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","2.000"" (50.80mm)","6.00' (1.83m)","3.142"" (79.80mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/PartDrawings/C-WDNE2x3-36897-948-R3--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NE2X3WH6.jpg,298-18511-ND,NE2X3WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',57,0,"130.94000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","3.000"" (76.20mm)","6.00' (1.83m)","2.140"" (54.35mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/PartDrawings/NE3x3_36897-953_R3.pdf,-,298-18514-ND,NE3X3WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',22,0,"150.89000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","3.000"" (76.20mm)","6.00' (1.83m)","3.142"" (79.80mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/CatalogCutSheets/NE.5X.5WH6%20Product%20Paper.pdf,-,298-18512-ND,NE2X4WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',29,0,"164.85000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","4.000"" (101.60mm)","6.00' (1.83m)","2.140"" (54.35mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/CatalogCutSheets/NE.5X.5WH6%20Product%20Paper.pdf,-,298-18515-ND,NE3X4WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',26,0,"192.78000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","4.000"" (101.60mm)","6.00' (1.83m)","3.142"" (79.80mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/CatalogCutSheets/NE.5X.5WH6%20Product%20Paper.pdf,-,298-18517-ND,NE4X4WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',40,0,"217.46000","0","1","PANDUCT® Type NE","Active","Slotted (Raceway), Base","4.000"" (101.60mm)","6.00' (1.83m)","4.140"" (105.16mm)","Screw","-","Polyphenylene Oxide (PPO), Halogen Free","White"
http://www.panduit.com/heiler/PartDrawings/C-WDG1-5X2-36897-700-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G1.5X2LG6.jpg,298-12060-ND,G1.5X2LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',81,0,"43.52000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","2.010"" (51.05mm)","6.00' (1.83m)","1.750"" (44.45mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/F.5X.5LG6%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/F1.5X3LG6.jpg,298-10340-ND,F1.5X3LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',45,0,"52.71000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","3.020"" (76.71mm)","6.00' (1.83m)","1.750"" (44.45mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240188.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3240188.jpg,277-5435-ND,3240188,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',86,192,"9.39000","0","1","CD","Active","Solid (Raceway), 2 Piece","1.575"" (40.00mm)","6.56' (2.00m)","0.984"" (25.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240193.pdf,//media.digikey.com/photos/Phoenix%20Photos/3240193.jpg,277-5384-ND,3240193,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',59,240,"19.83000","0","1","CD","Active","Solid (Raceway), 2 Piece","2.362"" (60.00mm)","6.56' (2.00m)","2.362"" (60.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
https://www.panduit.com/content/dam/panduit/en/products/assets/l/ld/ld1/ld10/ld10ei6a/media/LD10-200.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LD10WH6-A.JPG,298-12334-ND,LD10WH6-A,Panduit Corp,WIRE DUCT SOLID ADHESIVE WHT 6',62,0,"22.90000","0","1","Pan-Way® LD","Active","Solid Wall","0.940"" (23.88mm)","6.00' (1.83m)","1.510"" (38.35mm)","Adhesive","Attached Latching Lid","Poly-Vinyl Chloride (PVC)","White"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240199.pdf,//media.digikey.com/Photos/Phoenix%20Photos/3240199.jpg,277-5376-ND,3240199,Phoenix Contact,WIRE DUCT SOLID 2PC RIVET 6.56',26,930,"23.18000","0","1","CD","Active","Solid (Raceway), 2 Piece","3.150"" (80.00mm)","6.56' (2.00m)","2.362"" (60.00mm)","Rivet","Separate Snap in Lid (Included)","Poly-Vinyl Chloride (PVC)","Gray"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/F.75X1.5_Dwg.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F.75X1.5LG6.jpg,298-12058-ND,F.75X1.5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',70,0,"36.50000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","1.510"" (38.35mm)","6.00' (1.83m)","0.930"" (23.62mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF1X2-636897-675-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F1X2WH6.jpg,298-12043-ND,F1X2WH6,Panduit Corp,WIRE DUCT SLOTTED SCREW WHITE 6',79,0,"39.53000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","2.010"" (51.05mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","White"
http://www.panduit.com/heiler/PartDrawings/C-WDG1X2-36897-678-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G1X2LG6.jpg,298-12063-ND,G1X2LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',27,0,"39.53000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","2.010"" (51.05mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF1X15IB6--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F1X1.5LG6.jpg,298-12053-ND,F1X1.5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',39,0,"40.07000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","1.510"" (38.35mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/G.75x2.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G.75X2LG6.jpg,298-18137-ND,G.75X2LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',72,0,"41.69000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","1.980"" (50.29mm)","6.00' (1.83m)","0.930"" (23.62mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDG2X15--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/G2X1.5LG6.jpg,298-18128-ND,G2X1.5LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',129,0,"42.44000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","1.490"" (37.85mm)","6.00' (1.83m)","2.250"" (57.15mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/F.5X.5LG6%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/F2X2LG6.jpg,298-12056-ND,F2X2LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',46,0,"42.55000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","1.990"" (50.55mm)","6.00' (1.83m)","2.250"" (57.15mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDF1X3WH6--ENG.PDF,//media.digikey.com/Photos/Panduit%20Corp%20Photos/F1X3LG6.jpg,298-10337-ND,F1X3LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',73,0,"51.19000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","3.020"" (76.71mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDG1X3-36897-696-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/G1X3LG6.jpg,298-10347-ND,G1X3LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',25,0,"51.19000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","3.020"" (76.71mm)","6.00' (1.83m)","1.260"" (32.00mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/PartDrawings/C-WDG1-5X3-36897-701-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/G1.5X3LG6.jpg,298-10350-ND,G1.5X3LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',9,0,"52.71000","0","1","PANDUCT® Type G","Active","Slotted (Raceway), Base","3.020"" (76.71mm)","6.00' (1.83m)","1.750"" (44.45mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
http://www.panduit.com/heiler/CatalogCutSheets/F.5X.5LG6%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/F2X3LG6.jpg,298-10338-ND,F2X3LG6,Panduit Corp,WIRE DUCT SLOTTED SCREW GRAY 6',47,0,"54.08000","0","1","PANDUCT® Type F","Active","Slotted (Raceway), Base","3.010"" (76.45mm)","6.00' (1.83m)","2.250"" (57.15mm)","Screw","-","Poly-Vinyl Chloride (PVC)","Gray, Light"
