Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Kit Contents"
https://www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_za_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/00940506Z.jpg,F10970-ND,00940506Z,Littelfuse Inc.,CIRC PRTCT KIT AUTO ASSORTED,5,0,"42.48000","0","1","Retail Package","ATO®","Active","Automotive","Assorted"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PN-DESIGNKIT-22.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-22.jpg,PN-DESIGNKIT-22-ND,PN-DESIGNKIT-22,Bourns Inc.,CIRC PRTCT KIT ESD PROT 25PC,5,0,"20.80000","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","ESD Protection","25 pcs - 3 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PN-DESIGNKIT-29.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-29.jpg,PN-DESIGNKIT-29-ND,PN-DESIGNKIT-29,Bourns Inc.,CIRC PRT KIT LED PWM DIMMER 15PC,3,0,"20.80000","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","LED PWM Dimmer PWM, Power","15 pcs - 2 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PN-DESIGNKIT-59.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-59.jpg,PN-DESIGNKIT-59-ND,PN-DESIGNKIT-59,Bourns Inc.,CIRC PRT KIT SURGE SUPPRES 10PC,2,0,"20.80000","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","Surge Suppression","10 pcs - 2 values"
https://www.bourns.com/docs/technical-documents/featured-product-bulletins/Bourns_KLM1603_Mini-Breaker_Kit_NPR.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_NR-LAB1.jpg,NR-LAB1-ND,NR-LAB1,Bourns Inc.,CIRC PRTCT KIT THERMOSTAT 5PC,0,0,"20.80000","0","1","Plastic Box with Bin Guide","Komatsulite™, NR","Active","Thermostat","5 pcs - 4 values"
https://www.bourns.com/docs/technical-documents/featured-product-bulletins/Bourns_KLM1603_Mini-Breaker_Kit_NPR.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_NR-LAB2.jpg,NR-LAB2-ND,NR-LAB2,Bourns Inc.,CIRC PRTCT KIT THERMOSTAT 5PC,0,0,"20.80000","0","1","Plastic Box with Bin Guide","Komatsulite™, NR","Active","Thermostat","5 pcs - 4 values"
https://www.bourns.com/docs/technical-documents/featured-product-bulletins/Bourns_KLM1603_Mini-Breaker_Kit_NPR.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_HC-LAB1.jpg,HC-LAB1-ND,HC-LAB1,Bourns Inc.,CIRC PRTCT KIT THERMOSTAT 5PC,0,0,"21.00000","0","1","Plastic Box with Bin Guide","Komatsulite™, HC","Active","Thermostat","5 pcs - 5 values"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/445-174552-KIT.pdf,//media.digikey.com/Photos/TDK%20Photos/445-174552-KIT.JPG,445-174552-KIT-ND,AVR0201-KIT,TDK Corporation,CIRC PRTCT KIT VARISTOR 80PC,6,0,"21.86000","0","1","Plastic Box with Bin Guide","AVR","Active","Varistor","80 pcs - 8 values"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_pled6.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/PLED1-KIT.JPG,PLED1-KIT-ND,PLED1-KIT,Littelfuse Inc.,CIRC PRTCT KIT LED PROT 50PC,9,0,"24.60000","0","1","Book","PLED","Active","LED Protectors","50 pcs - 10 Values (5 Each)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/445-174554-KIT.pdf,//media.digikey.com/Photos/TDK%20Photos/445-174554-KIT.JPG,445-174554-KIT-ND,AVR0603-0805-KIT,TDK Corporation,CIRC PRTCT KIT VARISTOR 90PC,6,0,"25.31000","0","1","Plastic Box with Bin Guide","AVR","Active","Varistor","90 pcs - 9 values"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/445-174553-KIT.pdf,//media.digikey.com/Photos/TDK%20Photos/445-174553-KIT.JPG,445-174553-KIT-ND,AVR0402-KIT,TDK Corporation,CIRC PRTCT KIT VARISTOR 160PC,3,0,"31.04000","0","1","Plastic Box with Bin Guide","AVR","Active","Varistor","160 pcs- 16 values"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/445-174555-KIT.pdf,//media.digikey.com/Photos/TDK%20Photos/445-174555-KIT.JPG,445-174555-KIT-ND,AVR-AUTO-KIT,TDK Corporation,CIRC PRTCT KIT VARISTOR 140PC,5,0,"33.03000","0","1","Plastic Box with Bin Guide","AVR","Active","Varistor","140 pcs - 14 Values"
-,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-LAB1.jpg,TBU-LAB1-ND,TBU-LAB1,Bourns Inc.,CIRC PRTCT KIT SLIC PROT 115PC,0,0,"37.00000","0","1","Plastic Box with Bin Guide","TBU™","Active","SLIC Protection","115 pcs - 17 values"
https://www.bourns.com/docs/technical-documents/featured-product-bulletins/Bourns_K1412_CCAUTO-LAB1_FPB.pdf,//media.digikey.com/Photos/Bourns%20Photos/CCAUTO-LAB1.JPG,CCAUTO-LAB1-ND,CCAUTO-LAB1,Bourns Inc.,CIRC PRTCT KIT CIRCUIT COND 44PC,0,0,"37.50000","0","1","Plastic Box with Bin Guide","-","Active","Circuit Conditioning","44 pcs - 32 values"
https://en.tdk.eu/inf/70/db/var/SIOV_SNF_AdvanceD.pdf,//media.digikey.com/Photos/Epcos%20Photos/495-77284-KIT.jpg,495-77284-KIT-ND,495-77284-KIT,EPCOS (TDK),CIRC PROT KIT VARISTOR 75PC MOV,9,0,"46.39000","0","1","-","-","Active","Varistor","75 pcs - 15 Values (5 Each)"
https://en.tdk.eu/inf/70/db/var/SIOV_Leaded_AdvanceD.pdf,//media.digikey.com/Photos/Epcos%20Photos/495-77282-KIT.jpg,495-77282-KIT-ND,495-77282-KIT,EPCOS (TDK),CIRC PROT KIT VARISTOR 50PCS MOV,10,0,"47.17000","0","1","-","-","Active","Varistor","50 pcs - 10 Values (5 Each)"
-,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-LAB3.jpg,TBU-LAB3-ND,TBU-LAB3,Bourns Inc.,CIRC PRTCT KIT UNIDIRECT 115PC,0,0,"51.00000","0","1","Plastic Box with Bin Guide","TBU™","Active","Unidirectional","115 pcs - 18 values"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B72220_NT20_Series.pdf,//media.digikey.com/Photos/Epcos%20Photos/495-77283-KIT.jpg,495-77283-KIT-ND,495-77283-KIT,EPCOS (TDK),CIRC PRT KIT THERMOFUSE VARISTOR,9,0,"70.96000","0","1","-","*","Active","-","-"
https://product.tdk.com/info/en/documents/data_sheet/50/db/icl_16/P27.pdf,//media.digikey.com/Photos/Epcos%20Photos/B57127P-KIT.jpg,495-7221-KIT-ND,B57127P-KIT,EPCOS (TDK),CIRC PRT KIT INRUSH CUR LMT 60PC,2,0,"78.76000","0","1","Plastic Box with Bin Guide","P27","Active","Inrush Current Limiters (ICL)","60 pcs - 6 values"
-,//media.digikey.com/Photos/Bourns%20Photos/MFG_TBU-LAB2.jpg,TBU-LAB2-ND,TBU-LAB2,Bourns Inc.,CIRC PRTCT KIT BIDIRECT 155PC,0,0,"80.00000","0","1","Plastic Box with Bin Guide","TBU™","Active","BiDirectional","155 pcs - 26 values"
-,-,820999-ND,820999,Wurth Electronics Inc.,CIRC PRTCT KIT VARISTOR 300PC,0,0,"140.00000","0","1","Plastic Box with Bin Guide","-","Active","Varistor","300 pcs - 15 values"
-,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-1.jpg,PN-DESIGNKIT-1-ND,PN-DESIGNKIT-1,Bourns Inc.,CIRC PRTCT KIT ETHERNET ESD 15PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","Ethernet ESD","15 pcs - 2 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/Ethernet_PoE.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-2.jpg,PN-DESIGNKIT-2-ND,PN-DESIGNKIT-2,Bourns Inc.,CIRC PRTCT KIT ETHERNET POE 30PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","Ethernet PoE","30 pcs - 4 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PN-DESIGNKIT-3.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-3.jpg,PN-DESIGNKIT-3-ND,PN-DESIGNKIT-3,Bourns Inc.,CIRC PRTCT KIT USB 2.0 20PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","USB 2.0","20 pcs - 2 values"
-,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-4.jpg,PN-DESIGNKIT-4-ND,PN-DESIGNKIT-4,Bourns Inc.,CIRC PRTCT KIT USB 3.0 35PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","USB 3.0","35 pcs - 2 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PN-DESIGNKIT-5.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-5.jpg,PN-DESIGNKIT-5-ND,PN-DESIGNKIT-5,Bourns Inc.,CIRC PRTCT KIT VHF/UHF COAX 10PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","VHF/UHF Coax ESD","10 pcs - 2 values"
-,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-6.jpg,PN-DESIGNKIT-6-ND,PN-DESIGNKIT-6,Bourns Inc.,CIRC PRTCT KIT RJ11 ITU 10PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","RJ11 ITU","10 pcs - 2 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PN-DESIGNKIT-7.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-7.jpg,PN-DESIGNKIT-7-ND,PN-DESIGNKIT-7,Bourns Inc.,CIRC PRTCT KIT RJ11 GR1089 20PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","RJ11 GR1089-CORE","20 pcs - 3 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/RJ11.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-8.jpg,PN-DESIGNKIT-8-ND,PN-DESIGNKIT-8,Bourns Inc.,CIRC PRTCT KIT RJ11 FAX/MOD 15PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","RJ11 Fax/Modem","15 pcs - 3 values"
-,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-9.jpg,PN-DESIGNKIT-9-ND,PN-DESIGNKIT-9,Bourns Inc.,CIRC PRTCT KIT VDSL 15PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","VDSL","15 pcs - 3 values"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/PN-DESIGNKIT-10.pdf,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-10.jpg,PN-DESIGNKIT-10-ND,PN-DESIGNKIT-10,Bourns Inc.,CIRC PRTCT KIT ISDN 40PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","ISDN","40 pcs - 2 value"
-,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-11.jpg,PN-DESIGNKIT-11-ND,PN-DESIGNKIT-11,Bourns Inc.,CIRC PRTCT KIT HDMI 1.3 ESD 20PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","HDMI 1.3 ESD, OC","20 pcs - 3 values"
-,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-12.jpg,PN-DESIGNKIT-12-ND,PN-DESIGNKIT-12,Bourns Inc.,CIRC PRTCT KIT HDMI 1.4 ESD 50PC,0,0,"Obsolete","0","5","Plastic Box with Bin Guide","PortNote™","Obsolete","HDMI 1.4 ESD, OC","50 pcs - 2 values"
-,//media.digikey.com/Photos/Bourns%20Photos/PN-DESIGNKIT-13.jpg,PN-DESIGNKIT-13-ND,PN-DESIGNKIT-13,Bourns Inc.,CIRC PRTCT KIT T1/E1 20PC,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","PortNote™","Obsolete","T1/E1","20 pcs - 2 values"
